Product code,Product label,Russian Federation's imports from China-Value in 2012,Russian Federation's imports from China-Value in 2013,Russian Federation's imports from China-Value in 2014,Russian Federation's imports from China-Value in 2015,Russian Federation's imports from China-Value in 2016,Russian Federation's imports from China-Value in 2017,Russian Federation's imports from China-Value in 2018,Russian Federation's imports from China-Value in 2019,Russian Federation's imports from China-Value in 2020,Russian Federation's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",91,421,677,349,201,26,24,39,17,24,,2571,2174,3469,4022,4173,5057,5341,4795,6151,7520,,19230,22028,18516,12921,14391,15713,15162,14555,14406,15290
810790,"Articles of cadmium, n.e.s.",0,0,0,1,0,0,2,56,3,24,,160,70,69,120,44,103,209,283,126,216,,5,168,271,263,366,426,84,91,11,88
843351,Combine harvester-threshers,3327,5108,920,410,1358,3559,1189,585,97,24,,168818,132588,174028,183608,204727,231841,194659,232721,214291,267684,,97010,278294,161914,41048,31475,89728,88162,63657,79297,167186
911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",1983,688,187,66,42,144,58,68,17,23,,9136,5462,5534,4495,7065,4428,3972,3969,5994,6815,,2655,1082,321,114,136,189,88,148,202,147
252520,Mica powder,0,10,62,8,10,28,11,12,37,23,,33058,36180,36425,36453,32375,40888,50232,45224,40655,48567,,425,539,447,417,434,465,540,487,404,511
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",130,35,111,63,40,0,9,22,3,23,,7217,4963,6000,8255,6013,6309,9123,10677,13260,20322,,543,825,892,649,118,653,215,1050,492,79
480210,Handmade paper and paperboard of any size or shape,0,0,0,0,0,0,0,0,10,23,,21272,18208,17554,17265,14065,12695,26607,28518,13022,14593,,77,329,14,20,42,6,26,32,35,50
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",17,27,28,18,12,10,13,8,5,23,,9349,9548,8579,6943,9165,11868,10282,8946,7364,8730,,1577,1677,1722,1652,2410,1919,1289,984,531,997
560130,Textile flock and dust and mill neps,0,19,1,5,16,15,5,8,0,23,,8587,11949,11348,10951,12437,14041,15124,16199,14202,17354,,1343,1659,1095,787,1202,993,1400,1737,1483,2201
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",381,130,122,49,23,62,57,39,30,23,,3589,4243,9916,5187,3280,4324,7495,9165,8676,10672,,829,346,281,141,142,221,190,175,177,175
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",206,97,172,351,0,0,27,0,21,23,,913613,835855,1113212,888449,469827,723093,811096,666035,595538,1827301,,23346,22185,19966,11254,18891,26579,28451,34630,39949,89425
860791,"Parts of railway or tramway locomotives, n.e.s.",4728,151,89,19,0,0,0,38,6,23,,186581,187369,276769,254429,228344,242039,313511,324667,302694,322234,,20963,27275,11788,7144,4898,5362,7701,14218,12291,14037
847030,"Calculating machines, non-electronic",0,0,0,0,0,0,0,0,35,22,,469,266,231,2019,1545,1511,1555,2215,1180,2327,,7,15,0,0,0,0,0,0,35,23
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled, e.g., workshops, ...",0,0,0,0,0,0,0,0,13,22,,26916,41803,29040,53793,10777,27283,50654,27198,43597,82019,,49509,22184,12594,20606,2670,1093,36,3558,2441,3197
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",269,395,242,22,9,92,72,82,59,22,,11733,16829,13813,14941,15345,16849,14438,13321,33405,37889,,3556,5672,4441,2126,2765,3999,4996,9687,8560,8168
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,326,102,22,,9032,7836,7628,7038,7165,6395,7851,14857,10047,14965,,11276,10837,5840,2235,2100,886,1453,3268,2326,1832
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,22,,0,0,0,0,0,4438,5423,7488,5462,11899,,0,0,0,0,2,1050,1544,974,924,118
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,20,80,75,186,338,65,50,2,2,22,,29740,1482,1334,1055,1483,789,2104,3600,9269,21237,,849,1317,799,458,372,260,349,209,19,52
152000,"Glycerol, crude; glycerol waters and glycerol lyes",42,29,7,14,11,5,15,12,0,22,,110,0,0,0,43,109,22,15,5,4,,1230,2905,4564,3520,7155,13511,23835,12657,11975,31688
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",61,225,239,8,106,44,43,66,31,22,,216363,277291,368354,373938,348151,307412,342558,337440,237554,273868,,65,245,248,14,114,90,93,120,47,52
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,1,0,0,0,0,0,24,5,21,,21229,15213,9553,4913,11553,15849,19920,24048,24265,38052,,4299,5575,4999,2329,3935,7446,3871,3674,3466,3482
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",3,49,71,7,26,0,29,19,27,21,,269,224,175,208,415,115,74,209,89,276,,5261,5314,3453,2576,2963,2712,4453,6008,4229,5987
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",171,41,84,242,378,486,143,45,95,21,,94696,86355,92212,93305,98668,111856,143451,147905,156310,158258,,1508,622,566,668,854,965,1299,801,1003,1072
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",80,153,66,337,188,73,38,0,10,21,,17073,47050,180668,252658,133297,56622,39075,25265,22418,21844,,684,870,124,448,250,160,173,99,95,137
290545,Glycerol,346,1270,262,572,201,0,0,0,18,21,,3874,4561,3140,3318,2151,2518,2203,3884,7720,6410,,74798,88512,78470,50837,54909,38603,33621,39430,24461,30375
280700,Sulphuric acid; oleum,0,0,0,0,0,0,0,40,21,21,,5639,2572,3543,9199,2227,25868,63847,100461,14990,205269,,1580,1541,1404,1365,1081,2887,2807,1712,2057,2413
90121,Roasted coffee (excluding decaffeinated),6,1,0,3,4,14,27,79,18,20,,18199,22448,23335,47361,327137,313393,38237,19603,11484,11058,,145680,177808,176685,137972,146996,185420,202154,223619,232210,278839
860110,Rail locomotives powered from an external source of electricity,0,22,0,0,0,0,69,39,48,20,,390107,164464,141952,724169,112910,129451,43559,20117,95249,176175,,13805,4783,28300,834,3934,4899,628,4790,1234,6163
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",5,20,2,2,0,16,3,0,10,20,,9294,9513,8377,11537,8964,10723,10332,10528,8248,9974,,48,48,29,34,134,128,126,88,87,86
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,326,132,150,382,20,,0,0,0,0,0,64129,47756,45463,49062,111587,,0,0,0,0,0,93486,159027,178351,153677,237914
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",11,0,0,0,0,2,6,7,10,20,,1518,966,1477,1094,1697,1911,1956,1663,1435,1303,,6020,6364,4710,1828,1442,1884,3121,3334,3706,4736
300691,Appliances identifiable for ostomy use,0,13,44,76,104,83,263,53,0,20,,10022,6081,6277,6763,7597,11035,11517,14450,16664,16974,,32327,24504,22289,11510,18847,21390,24718,21474,23349,19283
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",696,607,627,319,183,339,222,39,33,20,,23799,23138,25197,21977,18039,17117,15355,14041,9465,7099,,859,607,628,319,183,339,222,39,41,20
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",41,11,506,116,408,48,37,50,37,20,,24704,24019,28799,34718,26642,24679,26526,28331,34867,31233,,6148,6486,6232,2251,2277,3760,6721,3099,2431,2923
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",70,1,72,32,14,16,27,0,34,20,,7186,6286,11615,5034,4731,6699,13024,12479,11767,16285,,283,32,90,45,33,109,71,65,75,61
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",1889,2206,1644,1105,1815,2484,1315,1000,57,20,,74494,62154,72555,58630,48267,48991,32687,34568,24197,34428,,2933,3153,3116,2529,2928,4499,2869,3307,2452,2646
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,37,17,21,16,11,0,13,19,8,20,,5901,2464,2000,4017,1250,1856,13254,12031,1375,2286,,96,34,47,24,30,26,33,72,75,199
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,366,1453,206,125,991,50,714,33,974,20,,30028,68912,30937,95279,107409,66418,61969,71794,43668,101812,,17004,12719,8029,6473,7656,7256,4306,60505,92547,53760
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",1,0,4,0,6,37,8,212,105,20,,59976,58403,47781,47545,62991,90107,43274,53854,36235,17906,,175,76,126,35,207,289,370,758,554,384
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",50,0,0,3,26,10,23,681,15,19,,13590,8177,7107,10116,13017,20723,25066,20351,15355,21970,,217,74,186,70,185,97,175,835,146,145
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",533,808,584,15,0,2,0,1,3,19,,12118,11763,13791,17728,6480,6715,5746,11308,9574,10030,,1824,2223,1745,849,820,813,1055,1484,1509,2049
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,19,,0,0,0,0,0,1206,1811,1595,2873,4531,,0,0,0,0,0,58,403,254,547,360
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",272,327,588,206,129,61,59,71,52,19,,42136,74999,85234,90101,101790,124179,135510,103912,167076,163153,,381782,406770,387800,134300,98968,151981,120974,95475,80272,79029
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",40,18,16,7,9,0,4,16,7,19,,23250,50019,122280,109188,111852,122944,145139,139477,188323,240768,,18593,17317,20682,7052,8635,14653,16684,18872,8614,5463
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",497,558,400,147,45,55,72,367,31,19,,85709,89451,98491,101970,91434,91232,94475,86298,53429,54625,,12723,13269,9489,3068,3291,3544,3412,3636,2498,4128
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",302,135,269,1,121,9,82,1,5,18,,27680,27184,24981,14409,17466,18016,15753,19112,6779,6847,,13396,7809,8582,1467,4371,9512,5085,10226,8777,59114
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",7,12,19,6,15,4,18,20,63,18,,22115,34362,40105,43531,40906,45828,41913,53457,61762,64420,,5928,6176,4849,2025,1967,2366,2727,2067,2093,3248
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,0,0,0,0,24,45,31,27,105,18,,113158,216293,298357,240958,236474,215529,266323,264569,238074,190362,,3425,981,8799,1795,2243,781,1252,1056,2261,1883
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",0,0,0,9,2,0,0,0,145,18,,2076,3799,2926,1821,2992,9928,9770,10831,9059,2974,,358,566,903,714,1264,2276,2577,3774,1786,4748
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",24,10,18,20,4,7,5,0,9,18,,35843,33114,32870,42376,41841,39785,46479,56199,73880,98969,,54,14,20,36,8,11,7,1,20,54
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",563,738,1259,100,113,252,2342,82,0,18,,7947,7758,11232,10956,11319,14868,15262,15313,13992,14394,,2848,2916,1425,224,260,1338,4116,1786,1873,607
690510,Roofing tiles,35,43,65,27,27,44,279,100,19,18,,19781,37543,39322,34624,33523,33009,48273,63692,51257,34981,,11029,12127,10773,10156,7575,7095,6671,5430,5721,7787
320720,"Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""",0,7,11,1,12,16,13,13,23,18,,79710,141627,138164,154664,168080,111580,110995,117998,157830,212665,,28493,30741,30381,25309,23844,32512,35007,35201,34720,41906
80211,Fresh or dried almonds in shell,5,6,174,0,0,1483,188,0,302,18,,399,0,1,166,1392,487,826,683,526,105,,5596,11210,3369,1768,295,1578,192,122,309,42
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",1908,8000,3019,386,107,168,272,36,33,18,,201500,232970,289240,317945,251251,297441,334734,374468,341089,439347,,54782,45249,24655,20872,21840,14968,16900,23169,26803,34092
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",4,24,0,0,581,13,18,517,153,18,,62876,70805,64785,79405,88943,104901,95383,100848,70450,97509,,42,38,3,4,632,23,51,567,180,58
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",40,17,0,1,7,19,33,30,9,18,,183940,178134,214738,227995,211733,217638,232234,208498,181179,145780,,217,162,253,361,206,357,816,853,928,1290
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",44,22,170,7,4,5,7,3,9,17,,7202,14142,8847,5514,6267,6073,9198,1415,918,3543,,181,272,319,41,55,52,125,35,45,108
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",7,0,7,0,18,33,0,0,0,17,,412,131,557,215,154,463,226,279,739,1176,,701,1451,200,863,629,965,964,894,1500,1166
841392,"Parts of liquid elevators, n.e.s.",0,77,5,1220,249,250,10,6,0,17,,23206,18525,20520,16213,15422,19785,14634,12364,9459,11274,,715,1185,571,1473,551,302,1221,217,170,73
600541,"Unbleached or bleached warp knit fabrics of artificial fibres """"incl. those made on galloon ...""",0,0,13,22,11,13,20,9,19,17,,645,795,917,609,906,2380,1572,1617,1605,1700,,0,36,14,23,13,15,28,41,29,76
551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",408,81,28,34,262,130,133,74,438,17,,14160,15882,15077,15797,13660,11882,21331,23981,20113,21020,,1017,437,422,264,484,643,518,322,684,222
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",80,90,70,29,65,135,48,130,76,17,,8333,4406,6387,26980,4490,5667,8317,14076,43136,82729,,4962,4828,4381,1220,1530,2621,2392,4116,1944,2070
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,1,0,0,0,0,0,0,17,,9682,9923,10014,9174,10354,10530,10055,17110,16152,17197,,35,84,56,95,144,111,163,102,170,232
844090,"Parts of bookbinding machinery, n.e.s.",18,13,30,7,27,9,25,32,17,17,,1276,1450,1497,983,2013,7356,1987,3939,3228,1590,,806,1261,1239,373,470,581,621,623,621,704
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",57,38,24,27,46,28,59,65,33,17,,7152,13936,17946,11998,34808,85567,40204,36371,37606,36904,,465,605,346,448,530,495,1270,779,646,644
852589,"Television cameras, digital cameras and video camera recorders (excl. high-speed, radiation-hardened ...",0,0,0,0,0,0,0,0,0,17,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,22
760320,"Powders of aluminium, of lamellar structure, and flakes of aluminium (excluding pellets of ...",9,34,6,22,8,77,17,9,21,17,,2009,2683,6462,6513,3771,3042,3250,3217,2790,4694,,2391,581,353,585,918,1130,1890,1384,1512,1380
481310,Cigarette paper in the form of booklets or tubes,0,0,4,0,0,0,0,11,16,17,,623,1206,3841,4509,8585,2686,1190,1848,1960,1826,,281,251,409,1020,1531,1003,1306,1389,2181,2588
280490,Selenium,7,0,13,0,2,23,6,9,17,17,,19021,32800,11421,25231,28487,7065,18698,6662,5182,4897,,1354,1098,787,463,135,113,458,34,114,36
10620,"Live reptiles """"e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards""""""""",13,20,58,51,34,41,42,46,19,17,,2250,2318,2208,2310,5474,7879,7930,10201,9480,7707,,287,286,244,170,112,134,122,157,51,65
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",26,100,0,66,1,2,0,0,12,16,,36,352,66,736,7,2282,148,124,86,591,,583,803,729,209,119,152,155,245,4047,903
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,1,0,0,95,48,228,60,0,16,,293175,348564,287771,253599,233662,219731,281103,251951,220261,328221,,12,35,32,201,178,465,383,192,93,51
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",133,275,245,13,14,539,679,420,10,16,,4995,5155,4734,4544,5768,6378,10072,9784,5769,5191,,1415,1917,1778,663,898,1454,1398,1091,598,825
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",3,2,7,87,7,5,7,18,10,16,,3052,15499,32043,33601,62167,53040,61188,64207,51888,42240,,59597,105397,146881,79653,77664,87244,97583,110663,90009,129716
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,1,3,1,1,16,,74802,94955,128841,121337,88653,126367,181923,173914,86485,52249,,7638,4429,2718,1293,1113,1356,1184,1132,4177,7281
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",408,223,27,12,3,24,46,0,32,16,,9095,14574,12225,1673,616,1768,2332,5130,7384,5642,,3428,1215,1291,662,405,1194,546,762,522,899
284169,"Manganites, manganates and permanganates (excluding potassium permanganate)",0,0,0,12,10,4,2,10,12,16,,9467,11725,15351,15777,12993,13283,14763,14848,12427,11076,,74,35,62,76,77,47,74,61,75,75
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",14,35,13,26,6,5,2,0,56,16,,83092,89685,103017,93131,93684,115398,143797,148541,102548,161789,,1718,1372,365,341,731,644,1056,1328,1847,1761
845410,Converters of a kind used in metallurgy or in metal foundries,0,0,0,0,1906,11652,31,3556,0,16,,27136,34338,16062,17302,11737,7989,14322,19506,12544,20052,,9906,1415,99,0,10016,83734,241,8196,2316,16
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",5,16,7,0,0,0,0,0,0,15,,7881,11577,28478,37287,12060,8702,13798,14088,18765,16603,,79815,62076,61921,60721,53052,10777,8169,5615,2602,4492
270111,"Anthracite, whether or not pulverised, non-agglomerated",1,6,6,517,13,0,0,0,2,15,,632129,426491,303454,265700,288987,324396,329183,365391,209381,272007,,36691,48015,28219,56324,39730,107367,151716,142645,104709,109772
30111,Live ornamental freshwater fish,433,342,212,134,121,112,94,86,29,15,,5271,4861,3941,3232,3388,3427,4003,4190,4592,3999,,2314,2166,1683,959,951,910,840,771,561,665
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,666,503,308,176,12,2,18,6,14,15,,1283,1195,1192,1162,566,631,331,503,1137,13270,,5112,4371,2705,1099,1687,1531,1490,1417,1094,1514
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",180,13,24,6,81,71,17,10,12,15,,462166,463419,526140,703623,562907,627666,811238,838189,1012694,1676208,,1732,1588,1026,1753,3165,1211,2848,3365,2139,1269
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",27,0,1,3,0,0,0,0,11,14,,1001166,834585,1307199,861319,517203,732956,609272,430574,265592,1329765,,42875,51863,61380,38057,42244,64572,108952,161714,171296,265288
130213,Extracts of hops,6,0,2,0,0,10,5,44,5,14,,34,500,1630,729,874,2282,4561,3141,2374,1869,,14959,13482,12552,8373,12320,13775,16207,15311,14645,14697
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",43,13,6,13,9,18,6,24,38,14,,20562,19388,18767,17621,16035,16099,22398,24472,27480,34997,,92,76,57,53,44,79,40,54,78,101
310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",2,30,28,0,55,331,665,227,76,14,,2165522,1698207,2138492,3669590,2289824,2207823,3080694,2314620,1826319,3325872,,9329,6818,6998,8241,2383,637,1059,720,413,415
580500,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",243,130,236,25,16,1,1,4,0,14,,2790,4748,6772,31121,30090,25570,28202,14869,5851,3004,,283,150,251,1235,17,3,32,11,11,22
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,0,0,0,0,0,0,0,0,14,,2975,2370,1577,1963,1312,1285,3046,2687,2083,1983,,16980,17704,19767,17063,28142,104602,48045,38627,54708,127376
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",457,591,91,132,47,186,78,113,16,14,,23118,25913,44762,29558,18518,13840,19681,17512,34696,42559,,1344,1822,2142,1006,1733,963,835,1331,1131,911
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,0,0,6,0,0,0,0,4,13,,1071,669,72092,101049,15927,1335,1147,611,1729,2349,,87,58,137,256,310,607,590,607,824,1090
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",10,13,8,21,395,8,6,32,4,13,,10082,10425,9510,12528,12160,17382,16245,15770,17695,14465,,245,393,491,82,462,115,1758,350,90,159
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,178,35,7,47,13,,0,0,0,0,0,6166,5103,3032,4314,3445,,0,0,0,0,6,13204,13848,12974,20070,28091
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",8,3,5,1,9,22,4,35,23,13,,5943,4448,5399,6409,6750,4517,5585,4362,7686,9167,,114,76,46,57,66,134,184,167,64,160
261000,Chromium ores and concentrates,0,0,0,0,1,0,16,95,76,13,,439,2214,2647,1173,558,108,2331,4548,3315,3246,,303398,271185,228693,161334,126052,175496,199474,153134,71824,110749
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports",52,26,14,0,9,14,33,35,65,13,,17535,23877,13299,20993,10768,27448,19111,26963,24783,8643,,6356,1956,2743,1049,1195,1214,1401,10016,2087,5376
281000,Oxides of boron; boric acids,4,1,0,15,26,0,25,3,0,13,,8456,7051,6986,14120,4525,2228,2250,3694,4282,7219,,9424,6236,6850,5711,8840,9887,11659,12117,12258,12454
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",25,2,38,2,1,44,129,52,144,13,,12754,12613,52385,37441,21501,10561,8383,17977,9853,9025,,30637,40278,34782,12790,11474,8110,14962,21619,12494,19678
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,3,2,0,10,8,9,9,13,,84542,86304,96331,90363,77766,73646,75131,78352,78195,67481,,5,26,57,14,9,11,9,9,25,30
90922,"Coriander seeds, crushed or ground",50,38,56,38,28,18,13,11,10,13,,118,344,12,23,1,12,7,28,15,4,,123,102,116,60,52,97,117,125,74,165
901210,"Electron microscopes, proton microscopes and diffraction apparatus",348,301,25,82,179,48,6,4,29,13,,3405,4463,8666,9810,8881,7432,10108,17476,7881,12250,,33237,30309,31682,16335,18327,14326,40172,18111,24712,28949
590800,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ...",5,18,36,5,2,3,4,4,16,12,,5631,6861,5864,5621,4453,4705,4221,3665,4625,6337,,151,165,151,156,125,97,111,135,173,250
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",170,145,521,428,490,626,407,96,24,12,,25376,42480,49171,39527,26271,26793,58982,32491,16905,34823,,11910,23082,17208,14544,4874,9492,7547,8124,8241,9967
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,12,,19707,8735,6895,5913,7186,10987,10829,4881,12423,15106,,2519,2510,1033,51,69,121,81,67,92,61
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,12,,105,100,2,430,772,121,78,939,745,2428,,1384,1455,1708,1750,1759,1870,2997,3306,3348,3900
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,12,,3,2,600,1,6,1,112,0,0,29,,555,1195,743,430,425,861,2197,6484,1219,10009
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",9,4,104,59,34,8,2,3,6,12,,23396,29984,26054,34029,21103,16861,24676,14929,19164,13069,,3480,3944,3794,1314,2981,22011,26994,2216,1599,1817
640312,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles of rubber, plastics, ...",81,143,63,16,9,52,88,8,4,12,,9747,13119,2468,10658,4494,9078,2117,2745,3464,3629,,97,143,63,38,11,52,88,30,27,15
611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",164,104,82,41,112,112,112,108,43,12,,8820,17833,6626,6188,6586,5299,5667,9790,4465,9449,,285,368,209,64,201,214,374,276,112,168
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,2,0,3,4,5,4,4,12,,0,13,0,69,24,56,413,140,10,6,,100199,105565,104532,63277,79120,93708,101865,112320,100732,99919
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,10,35,14,6,12,,7334,5845,4720,3326,2209,2831,3950,3404,1552,839,,0,0,0,0,0,11,38,19,7,15
830910,Crown corks of base metal,17,1,4,0,0,0,0,7,0,11,,12388,9651,8626,9418,9561,10475,7650,7752,7731,9450,,18669,12691,8419,3553,6913,6575,5658,4918,3796,5435
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",6,1,1,0,0,0,1,0,8,11,,32804,22076,31203,29546,23774,26047,32474,22679,28613,70808,,199,592,28,155,37,166,13,1293,12,145
290513,"Butan-1-ol """"n-butyl alcohol""""""""",0,0,0,0,0,0,0,1,0,11,,2392,1274,3537,10494,5962,18605,6271,2415,813,39716,,424,293,360,465,1665,2673,416,336,252,1906
281212,Phosphorus oxychloride,0,0,0,0,0,44,0,0,42,11,,0,0,0,0,0,7736,7053,7965,8453,13669,,0,0,0,0,0,101,1,23,72,18
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,11,0,9,16,0,40,44,0,11,,33,6,67,6,854,427,227,399,96,42,,0,11,1,14,39,5,56,1614,3,22
30552,"Dried tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,5,50,82,52,11,,0,0,0,0,0,6,0,0,0,7,,0,0,0,0,0,25,146,108,160,134
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,0,0,0,0,0,56,0,12,11,11,,31300,29028,28172,29376,24577,25523,15905,17011,22481,21921,,7172,11479,15069,6885,5357,7750,7142,6079,6247,8062
