Product code,Product label,Australia's imports from Saudi Arabia-Value in 2012,Australia's imports from Saudi Arabia-Value in 2013,Australia's imports from Saudi Arabia-Value in 2014,Australia's imports from Saudi Arabia-Value in 2015,Australia's imports from Saudi Arabia-Value in 2016,Australia's imports from Saudi Arabia-Value in 2017,Australia's imports from Saudi Arabia-Value in 2018,Australia's imports from Saudi Arabia-Value in 2019,Australia's imports from Saudi Arabia-Value in 2020,Australia's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",59,69,105,0,0,36,22,0,1,0,,34100,52812,56574,52128,62401,52928,73947,89066,109736,125264,,179827,181727,195404,182552,168015,173539,177040,173629,168906,207515
392290,"Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excluding ...",0,0,0,0,0,0,0,0,0,0,,4623,3782,756,1173,727,733,447,87,82,352,,14522,15188,16378,16870,22118,22210,22973,21622,22640,29363
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",0,0,0,1,0,0,0,0,0,0,,34219,75493,37987,56620,26491,17135,13287,16645,12022,19317,,108418,104122,110461,110956,117201,130635,138283,120967,123955,140550
392410,"Tableware and kitchenware, of plastics",0,0,0,6,2,3,14,0,0,0,,50905,47094,47616,47063,76703,39989,41701,53726,40150,48000,,231203,242875,249563,228864,205269,218246,226112,229328,217069,249799
400249,"Chloroprene """"chlorobutadiene rubber, CR"""", in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,0,,82,0,0,0,0,33,0,0,0,0,,7965,4841,6471,5560,4307,9355,12001,9979,5287,6137
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",0,0,0,0,0,0,0,0,0,0,,289,0,0,11,0,28,220,0,0,180,,5675,2537,3472,2748,2905,2858,3209,2009,1886,2591
293050,"Captafol """"ISO"""" and methamidophos """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,733,816,789,563,637,0,0,0,0,0
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,6,0,0
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,0,1,0,0
293211,Tetrahydrofuran,0,0,0,0,0,0,0,0,0,0,,7652,3657,4340,9829,9899,17784,17521,11902,19373,26409,,256,295,255,191,158,242,207,239,176,440
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1610,1408,1023,1162,1016,1536,1720,933,436,1081
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,3,2,9,4,1,2,7,9,4
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,587,394,400,144,23,28,89,28,95,268
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4487,1830,2260,4072,2457,2394,1757,1695,1352,1605
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,58,28,68,60,34,86,93,,1722,2462,5932,7033,3509,8894,7794,6500,5754,9550
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",4,0,6,0,22,0,0,0,0,0,,0,0,28,29,22,24,0,0,48,363,,701781,48332,35723,64314,67177,75491,60226,43037,73769,98535
293520,N-Ethylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,7,24,4,2,13
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,,103962,145091,195709,217545,310901,359908,358458,438573,384774,31130
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8676,6769,8843,12010,9597,6359,7553,2905,5124,3705
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1389,493,889,1407,503
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,9,23,0,104
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,0,0,0,0,0,0,,79,0,445,1751,497,26,81,268,90,0,,161821,251058,247725,198762,187776,239807,223708,185677,211137,207366
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",0,0,0,0,0,0,0,0,0,0,,13517,21337,10191,7822,9867,6996,6800,6230,5518,3957,,80023,77251,83400,76456,70321,67247,69296,69757,82200,86730
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10930,10225,14769,12873,13155,10307,13326,10757,14494,13909
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,164,4561,7787,6007,6992
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,0,,661,1158,484,281,865,1036,255,641,27845,92434,,8909,17578,38362,30528,25875,30359,22644,19608,931,6716
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,31,0,0,0,0,0,0,0,0,0,,1520,991,895,1114,859,747,377,148,120,223
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,0,0,0,0,0,0,0,0,,37,141,0,315,276,153,189,119,29,172,,1253,1455,1578,1419,1125,1099,846,852,786,1031
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,0,0,0,0,0,0,0,0,0,0,,418,225,410,109,1031,221,300,229,0,10,,825,435,310,865,2642,2673,2948,2037,2081,2686
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,0,0,0,0,58,,74,41,74,5,22,1,4,0,3,22
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",0,0,0,0,0,0,0,0,0,0,,2214,1833,6964,5742,433,123,906,299,183,805,,10561,11423,12419,13149,13788,13687,14674,11574,12481,16775
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,0,0,10,0,0,0,0,,871,1198,1270,396,222,569,568,3107,2611,10604,,33294,27929,31705,31349,31732,34753,41723,38562,38205,47227
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,0,0,0,0,0,0,0,,23516,17576,19833,34894,38886,36545,35694,32833,27121,37260,,10454,14517,15609,23736,17753,20493,20982,18807,15478,19439
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",0,0,0,0,5,4,6,0,0,0,,1846,3167,3005,1828,1693,2019,1601,1775,1415,555,,15608,16955,19511,16988,19076,18182,20998,20400,20729,25481
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",0,0,0,0,0,0,12,0,0,0,,7519,7131,7839,13460,12694,10741,11223,8177,6985,9627,,88101,88834,91836,100238,105276,109925,122826,118163,126642,141800
321511,"Black printing ink, whether or not concentrated or solid",0,0,0,24,0,0,0,0,0,0,,244,1342,1566,1542,2544,1554,1658,2547,1052,696,,49839,47404,43906,61836,81570,83336,79637,71314,68078,79074
330710,"Shaving preparations, incl. pre-shave and aftershave products",0,0,0,0,0,0,0,0,0,0,,135,63,526,245,20,101,5,0,41,149,,12395,10631,11180,11120,9492,11015,10141,10808,8708,9623
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,122,128,101,170,151
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,0,0,0,0,0,0,0,0,,0,127,0,3,1,9,28,0,0,21,,12826,6254,4913,4331,4529,4625,5652,26602,23396,12417
220820,Spirits obtained by distilling grape wine or grape marc,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,32275,35153,46650,56707,45205,37192,40654,41048,27261,34523
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,22816,22070,18186,19147,18614,18793,19846,19711,15993,19613
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,700,510,653,544,2196,4014,4060,693,735,4640
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,893,1896,2008,2063,1197,1927,2417,2445,2378,1833
230910,"Dog or cat food, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,233,573,94,43,51,90,83,0,0,0,,195218,232910,238974,218948,231295,231405,267268,290900,312922,392148
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",421,173,110,86,81,37,0,0,0,0,,27116,22901,23318,35898,16725,37260,64053,13694,20274,47261,,156434,116652,144656,115025,84991,67599,78926,55798,59688,162653
250490,Natural graphite (excluding in powder or in flakes),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,697,636,616,218,515,349,285,334,276,225
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,0,0,,519,1333,813,870,1889,453,1452,1275,0,116,,11,86,63,81,36,67,233,82,186,197
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,4626,3547,3982,4620,4605,3652,4282,3023,2756,2645
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,887,1442,360,793,1388,8185,5907,1497,1482,1095,,4187,3773,3934,4036,4256,2958,3571,3467,3849,4362
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8,9,8,15,86,36,18,12,55,54
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5,5,3,65,64,36,56,49,37,116
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,0,0,0,0,0,0,0,0,0,,6598,6145,11628,14992,8358,16538,27477,17626,12315,19259,,5322,5000,2893,2864,2214,2901,6257,6076,5167,6371
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",0,0,0,0,0,0,0,0,0,0,,1309,1936,585,2618,3428,2427,1247,1119,1095,5233,,3453,3239,3707,4079,3449,3251,3766,3765,3508,3390
252329,"Portland cement (excluding white, whether or not artificially coloured)",0,0,0,0,0,0,0,0,0,0,,54313,32284,35527,37960,42957,9187,53129,64345,67556,55790,,35936,22064,20954,12112,13868,30345,48298,47555,34417,37770
252330,Aluminous cement,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7476,7908,7176,5523,5908,6628,7406,6927,7569,8945
260600,Aluminium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,60,0,0,5,0,360,0,5,29,,3094,1405,1623,1712,1446,1985,2888,2435,1723,2629
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,50,0,0,0,,348740,57074,76002,163784,217202,217882,175518,29392,162439,214653
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",0,0,0,0,0,0,0,0,0,0,,0,0,18891,28617,12757,19013,59148,0,0,4,,1327,493,841,903,1666,3053,5332,3147,2682,1685
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",0,0,0,0,0,0,0,0,0,0,,0,307,0,22,62,162,7,0,0,0,,25,5505,6852,9025,2791,7578,3906,15945,9584,7954
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,80,78,114,0,0,0,,69,78,556,361,723,247,541,217,381,129
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,8646,1860,0,0,0,0,0,0,0,0,,0,0,0,394,139,286,85,15,5,10
270791,Creosote oils (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,173,273,290,325,633,341,0,46
270810,Pitch obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4444,27872,64937,56598,35915,50949
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",227,34215,0,11,13854,8832,140780,4,0,0,,3367498,2402657,2837271,35895,882970,3901,3457,0,0,0,,13872317,15028313,14117914,10824976,8639235,11742237,15736148,14426915,9131905,15069781
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,0,,1258797,1559959,1594569,1724026,1055468,1631644,0,0,0,0,,0,17,82,28463,3,55,42834,3,19118,74
271112,"Propane, liquefied",9359,5732,0,0,0,0,0,0,0,0,,3657373,3123183,2470855,2438776,1421602,1812647,0,0,0,0,,310830,342701,274798,157872,150398,193464,209861,127066,122077,205144
280450,Boron; tellurium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14,38,671,103,805,30,69,67,82,111
280480,Arsenic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,52,62,40,0,0,30,8,10,14,20
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10,20,72,8,94,15,54,16,7,13
280800,Nitric acid; sulphonitric acids,0,0,0,0,0,0,0,0,0,0,,11108,7790,7330,1969,5448,3944,4684,1567,568,147,,0,2021,1842,1123,1423,1848,1929,2093,1303,1487
280910,Diphosphorus pentaoxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,33,78,117,76,111,88,145,56,39,200
281121,Carbon dioxide,0,0,0,0,0,0,0,0,0,0,,229,1119,1427,165,254,511,1033,1826,2033,2484,,6421,3846,5807,979,1433,1863,5314,7432,7312,6269
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,0,0,0,0,0,0,,0,0,66,0,0,0,0,0,0,0,,340,457,450,283,166,413,589,791,1275,958
281410,Anhydrous ammonia,3686,9812,0,0,0,7311,13031,0,13028,0,,133859,776517,2063961,1245091,524570,273376,1541988,1648032,1549873,1453624,,88328,30057,47768,23190,57,10798,57067,10017,18531,16935
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,0,,0,94,0,84,24,67,59,156,68,3,,119,64,78,37,137,88,147,142,189,95
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,474,128,211,102,0,0,0,0,0,0,,0,0,0,59,384,557,519,362,308,301
282530,Vanadium oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,219,418,233,174,163,9,427,23,26,106
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,51,24,12,0,0,0,0,,3787,2184,2500,2194,1042,1227,1708,1522,1435,1366
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,0,0,0,,256,116,0,0,0,472,0,0,0,0,,937,830,930,749,917,1175,1252,1170,1338,1361
282749,Chloride oxides and chloride hydroxides (excluding copper and mercury),0,0,0,0,0,0,0,0,0,0,,38,0,0,32,131,0,0,0,9,0,,2624,1779,2813,2150,3029,3213,4020,3549,2868,5038
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,0,0,0,,0,31,68,119,171,422,452,0,37,3,,3750,5561,5103,4442,3108,4307,7005,6929,7881,4603
283110,Dithionite and sulfoxylate of sodium,0,0,0,0,0,0,0,0,0,0,,0,49,0,115,324,79,230,466,317,254,,2298,2915,1702,1755,1045,1998,2254,1717,263,244
283220,Sulphites (excluding sodium),0,0,0,0,0,0,0,0,0,0,,218,0,0,0,25,16,26,0,8,0,,1190,852,1079,810,852,1103,871,799,1030,874
283319,Sodium sulphates (excluding disodium),0,0,0,0,0,0,0,0,0,0,,0,792,974,327,975,772,143,67,52,499,,2428,1942,1632,1686,1881,2806,2574,2643,2964,3322
283322,Sulphate of aluminium,0,0,0,0,0,0,0,0,0,0,,0,298,323,3,126,11,12,0,138,0,,973,1599,1464,1466,1647,2769,3707,3456,2810,2932
283340,"Peroxosulphates """"persulphates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,39,73,19,887,170,42,75,,822,913,965,552,827,778,829,907,986,1008
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,0,0,0,0,0,0,0,0,,33,0,0,0,0,12,33,0,0,0,,12929,14908,13598,16212,14289,16607,20263,15891,14052,15374
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",0,0,0,0,0,0,0,0,0,0,,0,161,0,156,29,31,37,25,46,65,,3746,5343,4170,5502,6852,6127,7456,7629,11503,9301
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,10,0,7,0,0,,13896,11711,11704,10087,9210,6349,6367,6007,6312,7598
283620,Disodium carbonate,0,0,0,0,0,0,0,0,0,0,,217,261,1553,1749,746,112,1251,4,0,5,,28760,37544,64565,49192,51904,62042,62356,62575,58327,51398
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,52,0,0,0,0,0,,23,47,31,22,16,40,25,27,20,126
283711,Sodium cyanide,0,0,0,0,0,0,0,0,0,0,,0,317,0,4,1,0,70,183,15,0,,5131,4682,1798,2141,1022,1126,1054,371,1242,5852
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",0,0,0,0,0,0,0,0,0,0,,1186,2791,2975,1022,1250,240,102,92,104,0,,1884,1963,2335,2810,3323,3782,2962,2668,1389,1980
284180,"Tungstates """"wolframates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26,25,32,16,15,20,260,405,366,342
290110,Saturated acyclic hydrocarbons,0,0,0,0,0,0,0,0,0,0,,97073,62365,101092,65061,51499,45192,40884,58118,53857,111355,,5515,5565,5321,6187,3476,3116,4299,3331,2815,2412
290121,Ethylene,0,0,0,0,0,0,0,0,0,0,,275709,339828,238355,58557,231379,312753,237709,188577,86781,427,,176,51,1710,4609,3120,5417,3847,933,1526,3175
290124,"Buta-1,3-diene and isoprene",0,0,0,0,0,0,0,0,0,0,,18329,125515,104818,69883,54837,16074,9887,13888,2405,0,,10021,4408,0,0,0,0,1,0,0,11
290220,Benzene,0,0,0,0,0,0,0,0,0,0,,11376,81219,0,257,3300,8477,310448,77647,35384,95171,,6,3,0,2,26,1,21,17,12,3
290242,M-Xylene,0,0,0,0,0,0,0,0,0,0,,0,77,0,0,0,19,0,34931,0,0,,0,0,11,14,10,2,4,9,0,0
290243,P-Xylene,0,0,0,0,0,0,0,0,0,0,,6149,9963,32722,145258,45450,40719,634621,1004520,484083,805708,,0,0,0,0,0,0,0,4,0,0
290312,"Dichloromethane """"methylene chloride""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,46,0,4,0,0,4000,2,,1605,1272,1326,1111,1182,1053,1256,964,967,1440
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,13,1,0,1
290542,Pentaerythritol,0,163,756,0,0,0,0,0,0,0,,24525,26059,25003,22297,20890,24523,28900,19261,10890,29660,,1580,1611,1837,1642,1430,1539,1683,1455,1197,1593
290543,Mannitol,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1475,0,0,0,,352,279,149,107,203,185,853,859,804,677
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,1836,1762,1369,208,3,0,0,0,0,0,,269,297,242,428,282,274,380,373,508,690
290719,"Monophenols (excluding phenol """"hydroxybenzene"""" and its salts, cresols and their salts, octylphenol, ...""",0,0,0,0,0,0,0,0,0,0,,97,0,0,0,322,45,245,545,0,0,,1188,782,880,476,256,231,467,510,920,949
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,137,166,53,66,25,14,45,236,142,74
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",0,0,0,0,0,0,0,0,0,0,,677,3955,238,562,88,75,87,63,0,0,,2666,2402,2078,1535,1395,1274,1541,1118,987,1053
291211,"Methanal """"formaldehyde""""""""",9,10,0,0,0,12,82,18,0,0,,13881,27500,27871,23880,21516,7674,6278,2814,1843,1972,,414,341,547,428,354,646,606,508,470,747
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,8129,7748,5337,18091,26423
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",0,0,0,0,0,0,0,0,0,0,,213,77,213,100,0,0,0,0,0,0,,889,618,480,204,262,0,0,0,0,0
291471,"Chlordecone """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0
291513,Esters of formic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46,129,,574,235,191,146,178,69,1057,62,99,95
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",0,0,0,0,0,0,0,0,0,0,,21830,67634,46057,36584,6,0,4,10,0,0,,10091,8790,8572,8357,8382,7456,7260,7265,8353,9383
291615,"Oleic, linoleic or linolenic acids, their salts and esters (excluding inorganic or organic ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,0,0,0,0,,1326,915,808,640,477,534,1965,1184,1455,1165
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,0,0,0,0,0,0,0,,0,37,35,141,0,189,3,0,41,0,,5597,5161,13276,6812,1986,679,1298,2529,1303,1023
291813,Salts and esters of tartaric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1931,1470,1324,1170,1529,1574,1142,1384,1409,1727
291814,Citric acid,0,0,0,0,0,0,0,0,0,0,,32,189,0,21,51,60,73,10,3,7,,9285,10045,9857,8950,8309,13464,10575,9183,8533,14672
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,38,4,51,0
90411,"Pepper of the genus Piper, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,188,1075,531,778,124,277,43,0,0,5,,14584,12150,15891,15646,19631,13840,12322,10753,10062,11587
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,102,0,3,175,0,0,0,,2345,2097,2208,2615,2785,3344,2932,3358,3083,3419
90921,"Coriander seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,153,194,124,109,69,6,26,0,0,0,,84,169,240,291,216,171,311,785,509,485
90922,"Coriander seeds, crushed or ground",0,1,0,0,0,0,0,0,0,0,,0,0,136,32,60,15,69,0,0,6,,699,792,894,1110,1123,1009,855,1031,1476,1581
91020,Saffron,1,0,1,0,0,0,0,0,0,0,,0,0,0,48,164,17,133,7,12,7,,1295,1461,1629,1516,1519,1561,1139,1176,1536,1711
100310,Barley seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,79,100,102,84,66,61,33,30,17,8
100810,Buckwheat,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,774,765,959,1200,913,569,730,613,652,743
110313,"Groats and meal of maize """"corn""""""""",0,0,0,0,0,0,0,0,0,0,,1635,2169,2142,1514,910,1685,979,872,33,36,,894,1301,1071,1066,916,415,490,700,1203,1101
110419,Rolled or flaked grains of cereals (excluding oats),0,0,0,0,0,0,0,0,0,0,,62,0,0,77,222,25,59,0,7,11,,1385,2199,1713,1253,449,615,569,640,941,856
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,12,0,51,0,0,0,,925,479,572,409,466,341,546,362,299,309
110720,Roasted malt,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1850,100,0,0,0,0,,666,1126,1122,912,2232,2414,2530,1037,1035,1140
120600,"Sunflower seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,0,0,0,16,4,95,265,212,400,1207,,4311,4940,6972,5847,4771,6324,5183,7066,8845,4979
120770,Melon seeds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,454,492,229,371,297,666,1091,157,46,1588
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,0,0,0,0,0,0,0,,0,0,0,50,0,0,3,0,0,0,,2488,1266,932,827,994,791,1799,1301,1601,1333
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1152,677,713,695,1813,1058,836,826,703,843
