Product code,Product label,"Russian Federation's imports from Korea, Republic of-Value in 2012","Russian Federation's imports from Korea, Republic of-Value in 2013","Russian Federation's imports from Korea, Republic of-Value in 2014","Russian Federation's imports from Korea, Republic of-Value in 2015","Russian Federation's imports from Korea, Republic of-Value in 2016","Russian Federation's imports from Korea, Republic of-Value in 2017","Russian Federation's imports from Korea, Republic of-Value in 2018","Russian Federation's imports from Korea, Republic of-Value in 2019","Russian Federation's imports from Korea, Republic of-Value in 2020","Russian Federation's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",0,1,0,2,3,14,22,11,0,38,,18540,12319,7994,6095,5830,4455,4714,3997,3369,3178,,1496,637,682,460,413,591,525,265,154,218
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",0,7,27,19,28,5,2,9,5,38,,5503,6071,3002,2088,1593,893,10599,53167,66278,78160,,11368,15402,10736,16367,7731,11535,10813,14253,14841,24915
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,0,476,300,52,154,341,975,198,38,,27352,31430,68373,60917,51595,54704,74242,58198,47182,61292,,5610,3376,1869,1933,1388,1699,2740,2774,1653,3264
850520,"Electromagnetic couplings, clutches and brakes",41,49,31,221,32,26,44,51,58,38,,9641,11685,11033,13168,17633,22022,19792,18757,16888,18299,,7243,8000,7575,6349,7325,9025,8542,8674,10599,10463
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",49,12,41,41,11,95,25,39,40,38,,25009,44665,34192,21682,21017,24937,25999,21315,11668,16261,,4211,4870,4288,1551,2167,3865,4394,3636,4383,6113
680790,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch (excluding ...",3321,1758,1534,424,117,76,35,26,23,38,,15801,16605,17160,12685,13570,15248,13383,16918,15667,18176,,58913,58107,45002,19384,13637,16515,15942,14008,11592,19392
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",313,326,256,39,57,52,53,99,162,38,,4020,5681,9127,6814,3149,2717,3145,2521,3768,2505,,27505,36929,29439,18961,11939,12847,18120,14640,13989,19380
720270,Ferro-molybdenum,5289,0,236,595,0,0,360,100,23,38,,100675,94873,153332,147246,142743,208885,407709,426948,290234,544896,,9317,541,5652,5072,840,6013,4132,3087,11909,12290
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",133,0,1,0,2,44,82,36,106,38,,77042,80985,144259,177533,189336,226986,125386,98315,131673,221513,,81534,76548,104669,96370,107440,197428,277023,384590,438824,570826
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",60,96,63,64,39,59,58,34,29,37,,4510,6204,16898,13040,24394,58703,133772,158937,197938,268161,,48195,2190,1848,1542,1806,2032,3150,2869,2921,6230
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",34,87,38,35,64,64,74,31,15,37,,883,1527,1350,1507,2579,2153,3618,1924,1862,2252,,158120,120606,102187,65261,57389,72985,84450,77989,78694,88774
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",21,14,50,36,2,90,21,24,13,37,,1557558,1420271,1400992,1203738,1354622,1722147,1554321,1461509,1153715,1018576,,15949,18483,20238,19640,20790,25630,30045,27595,24116,43764
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",368,568,979,170,50,40,39,90,54,37,,6769,7190,5815,10586,8239,3910,6425,6160,7118,8262,,148766,167681,173732,114747,121219,168320,226556,237882,183742,235554
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,77,21,9,38,432,90,178,34,37,,34310,35829,30686,30328,27500,25331,22398,22564,13476,10834,,1221,3822,1974,2106,8592,6836,3585,2771,1408,1223
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",44,26,18,20,107,88,139,53,59,37,,1969,1855,1532,1482,1598,1375,1141,863,796,897,,7394,7341,12611,6642,9636,10259,10574,9699,8772,12237
281121,Carbon dioxide,0,3,2,1,1,2,2,2,0,37,,10231,5343,9410,11254,14204,12282,9911,7359,14019,9267,,2881,3870,3188,2885,2238,1994,1787,2678,2202,3004
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",0,0,0,0,0,26,104,17,26,37,,5839,5774,4590,5967,3887,2834,5148,7583,9929,13698,,15814,14081,13294,15376,22488,32786,37713,47221,65020,94100
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,31,156,323,37,30,78,32,20,15,37,,1282,1319,892,1580,1560,641,715,1662,2396,2180,,3185,2258,3372,679,157,285,121,221,172,196
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",118,342,85,32,94,125,338,108,39,37,,11037,13541,17648,13958,11551,12577,7935,6888,8300,6886,,114015,124564,116148,65057,56073,81672,107038,72647,71535,103842
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)",6,11,7,5,3,6,16,8,10,37,,7972,10066,9108,6306,6323,7033,14269,14968,8744,8441,,2209,1915,1626,1302,1571,2516,2633,3179,3007,3086
853670,"Connectors for optical fibres, optical fibre bundles or cables",21,45,89,98,32,154,95,119,20,37,,24872,33312,35364,37389,23611,15053,16482,12140,11416,13743,,4947,3849,3804,4280,3865,12044,11483,8685,10505,13469
620891,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",7,43,0,0,3,73,3,1,4,36,,1291,1355,1467,528,1228,564,625,395,294,258,,14994,7921,6425,3334,2144,2845,3791,3908,3755,6524
940520,"Electric table, desk, bedside or floor-standing lamps",406,415,213,87,48,4,4,48,27,36,,6994,6812,7385,4599,4730,4936,3648,2824,2650,3109,,79720,80870,57512,33132,33226,44574,46526,53899,48457,72935
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",1961,997,247,253,70,31,52,85,38,36,,51898,27898,19198,18334,8311,3904,5092,4611,7734,9049,,58297,56416,51104,23546,28693,28749,27264,30547,40726,40620
381210,Prepared rubber accelerators,232,397,434,267,341,50,3,17,27,36,,37323,33102,23743,20313,26955,25071,25420,28118,27972,27892,,13261,12144,9891,8488,10432,15950,20232,17561,11125,16059
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,24,3,1,4,36,,0,0,0,0,0,1458,725,2605,1840,2051,,0,0,0,0,0,13932,16704,18118,20639,19266
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",2,89,709,26,0,0,434,178,0,36,,73198,21597,47296,40859,52984,20428,22143,21473,22306,11109,,170860,187874,198674,317601,119660,84088,72907,100428,82004,65369
845490,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy ...",1149,0,63,12,18,17,6,85,81,36,,25463,22172,87734,55189,17184,22416,30500,32444,33909,36581,,27877,26312,20065,11069,10575,20849,14076,26038,24641,39929
854710,"Insulating fittings for electrical purposes, of ceramics",6,1,3,843,1217,1316,1062,38,0,36,,48503,54412,57587,54195,54845,56835,53660,53109,56818,59555,,4197,4780,4333,4593,5177,6265,5275,4727,4053,5887
580810,Braids in the piece,3,7,12,9,22,10,11,2,25,35,,488,3141,4184,4578,4631,4376,3423,3863,2919,3936,,1498,2164,2160,1497,1258,1298,1563,1423,1666,1694
430390,"Articles of furskin (excluding articles of apparel, clothing accessories and goods of chapter ...",2,0,0,0,0,0,0,1,4,35,,154,124,162,347,180,215,130,114,277,181,,81708,5363,6124,2621,1712,2179,2084,2369,1859,3316
291439,"Ketones, aromatic, without other oxygen function (excluding phenylacetone [phenylpropan-2-one])",0,0,0,0,0,0,0,0,0,35,,54,111,89,217,249,128,94,213,129,240,,336,302,385,401,602,711,987,1027,794,987
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",160,38,39,22,14,36,40,23,13,34,,728,559,637,461,638,588,655,756,544,782,,19567,20718,20355,11254,14058,16878,18668,17729,16966,19787
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",0,0,0,0,0,0,0,0,0,34,,54494,49584,54814,39492,40191,49367,59517,49459,38072,53293,,185,101,106,29,0,77,82,87,72,92
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,1,6,9,0,34,,3322,11150,1604,1247,801,820,1214,1058,1037,969,,7581,5642,6493,4357,2991,4645,6588,6142,5818,5819
841911,Instantaneous gas water heaters (excluding boilers or water heaters for central heating),20,83,1240,3,48,12,99,29,37,34,,44542,46562,67563,90455,113073,141494,166894,176310,222417,318834,,50711,42410,42018,24856,26505,31999,29797,30535,28698,43502
