Product code,Product label,"Viet Nam's imports from Korea, Republic of-Value in 2012","Viet Nam's imports from Korea, Republic of-Value in 2013","Viet Nam's imports from Korea, Republic of-Value in 2014","Viet Nam's imports from Korea, Republic of-Value in 2015","Viet Nam's imports from Korea, Republic of-Value in 2016","Viet Nam's imports from Korea, Republic of-Value in 2017","Viet Nam's imports from Korea, Republic of-Value in 2018","Viet Nam's imports from Korea, Republic of-Value in 2019","Viet Nam's imports from Korea, Republic of-Value in 2020","Viet Nam's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",6,18,13,18,48,35,70,88,54,,,256,215,235,192,178,215,324,296,365,473,,486,544,305,96,387,481,303,411,444,1122
441820,"Doors and their frames and thresholds, of wood",184,384,1107,74,219,17,156,133,44,,,1475,4623,6204,5424,2235,997,1338,1395,1212,296,,1275,9281,3177,1473,3655,3117,5139,7888,3962,12527
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),6,157,43,51,0,0,0,299,1,,,2009,1152,841,1631,711,725,877,1636,538,832,,4179,3098,3620,2636,3221,2981,2902,3367,3308,674
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,28,0,0,,,0,0,0,0,0,15,86,178,37,130,,0,0,0,0,0,0,447,339,378,285
442110,Clothes hangers of wood,2,18,193,587,192,74,14,32,24,,,255,273,197,130,152,209,150,300,188,184,,292,216,628,1304,1075,1048,1718,1673,1567,2054
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,1,0,,,26,31,13,9,11,5,11,7,24,0,,96,104,107,256,165,101,322,480,481,677
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,,,0,0,5,0,0,0,0,0,0,0,,521,0,0,0,0,90,0,0,0,
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,,,0,0,5,0,0,0,0,2,1,2,,10023,2630,1082,1286,936,1650,2449,1602,1882,1554
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,,,0,5,0,0,0,1,0,5,1,0,,62,0,0,0,0,0,0,105,297,1252
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,,,2,0,7,1,3,12,3,0,3,12,,9,7,37,26,12,0,2,7,3,235
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",4,17,242,765,256,276,153,324,172,,,427202,464095,434507,362105,388840,267061,288124,111360,48838,48291,,37227,37460,47237,33160,26159,23389,30105,27039,13495,15835
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",35,42,42,51,341,178,412,395,159,,,17097,25051,13060,8257,26626,34221,32750,21657,22220,31605,,34942,42128,43818,41300,38585,48693,58521,59002,65764,103806
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",548,1150,620,335,1548,521,2222,3394,1145,,,25536,22705,10460,12249,14676,13052,8296,9263,8170,11911,,5702,5215,10414,7717,6349,9349,9997,12421,17764,4709
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",54,71,126,124,201,162,226,700,329,,,10621,14827,19465,22504,29177,29882,32698,37778,30210,26277,,12440,11237,13496,11818,15542,17896,29020,39782,32403,35434
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",2518,6209,6188,6271,2520,1305,1627,850,2154,,,13565,27337,22344,14540,8820,6979,12173,11578,26772,46091,,13354,23392,23867,22904,20211,19232,20133,20343,18727,21690
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",6,0,54,1,26,33,84,72,49,,,0,0,231,397,131,110,36,32,6,0,,2644,1052,4314,2192,3364,3883,151,94,49,
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",32,9,15,12,11,4,0,0,0,,,24,3,7,10,86,65,190,193,32,78,,41,105,109,187,117,99,150,72,79,12542
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",525,86,170,1045,404,288,1425,1701,826,,,297,81,117,2531,538,103,6939,9554,21888,19987,,8265,7833,8169,12703,16932,19499,21251,23089,15899,18085
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",898,782,1038,12632,10271,11636,11896,12731,13939,,,189952,147814,130786,116418,111826,128488,157286,144749,136452,165956,,29980,29872,31502,48054,41607,49472,63398,49835,54017,113817
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",3120,4864,6006,1698,178,2217,2657,498,2385,,,4831,5445,4392,2331,719,982,1942,2014,2151,3225,,3463,5763,6938,2497,430,2808,3138,1916,7426,15332
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",4423,3244,3485,6171,15555,24733,23373,35191,33220,,,94485,94569,99818,99200,94369,99717,116577,109444,105351,112849,,97707,127299,48709,29144,39531,54242,58902,72311,78164,152011
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",5964,5998,6137,5446,6967,7927,12342,12663,8560,,,28398,45322,51078,41505,43625,61160,90661,113841,105890,110524,,165027,132845,208806,216551,220561,247720,271133,229737,162260,106767
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,5,7,21,0,100,84,159,,,4811,3821,4250,3227,2043,2302,1150,743,1291,1244,,11005,11593,9862,9536,9536,9314,10235,9954,9106,9036
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",617,695,542,630,820,861,1493,1391,1118,,,3752,3648,3206,1635,1830,1631,2130,708,886,567,,3793,4271,4737,5092,5357,6007,7614,5892,3549,1120
482190,"Paper or paperboard labels of all kinds, non-printed",7666,11633,14361,15401,13946,9479,14429,12857,10618,,,23191,33805,20719,12789,11678,17597,20310,18120,12529,11464,,64949,79770,86031,93954,95508,66370,98502,93546,79281,33314
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",12,0,0,0,3,0,1,13,3,,,5787,6505,5573,4842,3491,2634,2447,3593,4951,12151,,8922,4716,2858,2197,3136,7673,5194,5082,3817,457
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,,,0,0,0,55,49,0,4,0,0,208,,146,52,0,0,0,0,98,0,1,34
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),31,0,0,0,0,0,93,183,78,,,6183,6270,6594,7468,10934,8953,10277,15726,8829,6593,,47,23,68,44,35,102,873,602,1734,23237
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",275,11,16,50,161,48,580,1108,317,,,2262,2232,2215,3372,3520,1950,932,253,777,2545,,2367,3217,4915,10322,12447,6400,10283,14953,12313,30329
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,703,340,489,457,2297,1373,553,1749,611,,,9948,9213,9558,9954,7390,6226,8957,11485,6565,7321,,18718,25678,11458,27474,37172,30156,34681,37866,21002,12275
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",283,298,234,619,1292,903,434,869,579,,,3252,3595,3976,3137,4857,11680,3176,6165,1264,936,,9529,2799,3736,10260,16349,9462,7694,8482,6921,17877
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",197,991,1075,1338,2617,4092,2425,2545,2128,,,4163,4587,4742,4354,4719,7612,7985,9583,4961,4500,,13133,16704,13954,18191,18127,22443,14327,21508,14069,3380
520299,"Cotton waste (excluding yarn waste, thread waste and garnetted stock)",287,47,141,5,0,3,2,14,4,,,959,1774,3982,6962,7330,6292,6020,4778,4330,5438,,515,99,410,133,23,197,15,139,50,15996
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",8455,8257,10840,7454,1778,1352,1427,699,368,,,42157,59873,50745,43933,27174,29088,22559,18114,11052,24667,,17210,17101,33048,44835,27714,23621,33638,19197,16572,37129
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",5164,7688,11218,6234,1929,2506,2670,5596,2582,,,121836,131144,128434,99215,77708,93202,73055,52837,27746,44295,,26624,45323,47408,39262,24349,32342,59043,49631,33738,83358
520534,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,,,160,166,0,2,2,0,3,0,0,3,,1,4,0,2,410,250,174,4387,2262,2199
520535,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,,,53,41,72,36,6,1,37,27,25,36,,6,28,6,2096,95,22,11,11,5,126
520543,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",595,1,0,0,0,0,0,0,0,,,932,131,190,46,118,41,39,9,4,4,,788,308,405,522,381,585,198,724,1325,3043
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,,,28,167,71,15,1,5,1,71,0,0,,11,334,219,258,225,895,2284,1846,749,189
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",361,556,998,915,980,262,1024,220,89,,,1519,948,1413,1835,852,926,721,499,192,945,,2785,3452,6244,8642,4319,5719,8980,4492,2938,6562
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",1706,4535,1551,1993,2251,1265,1732,819,841,,,15030,19532,19259,13362,10892,14390,9053,3196,3674,15033,,4814,10493,6826,9272,10730,5699,16407,10149,13203,20184
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",28,2,47,362,61,32,44,153,197,,,1112,411,288,169,338,557,1085,500,224,58,,657,842,1077,950,151,373,284,1475,1198,3536
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,7,1,1,0,0,0,,,156,119,234,193,98,140,148,129,36,10,,7,24,382,204,352,171,74,178,368,10177
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",119,94,1041,315,333,1035,1422,1647,2995,,,2588,1906,2061,1487,2523,1703,1126,1449,1577,2611,,63920,63226,58762,76860,65181,76221,120739,145696,130661,161716
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",19712,17817,15177,13702,17637,17008,16584,2747,190,,,354,858,168,218,114,28,110,222,37,25,,29074,32121,40217,28079,31439,33667,53560,23328,12747,9575
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",93,121,101,12,165,131,198,62,201,,,9060,7307,9001,6939,8166,6416,6448,6699,5202,8055,,1797,2038,1787,3927,7275,8373,9115,7536,7643,26538
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",198,51,85,180,195,648,221,420,747,,,281,513,205,643,674,482,730,383,196,117,,41184,35677,17388,39428,49475,64777,79846,118452,118336,164102
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",53,20,0,20,0,0,16,82,19,,,651,1603,309,200,59,533,399,297,62,87,,217,455,480,199,192,426,848,1644,2030,7898
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",5597,7093,7357,7746,3607,2922,4618,1335,838,,,4391,3142,4264,2406,2733,2551,1357,1901,2611,1691,,8194,11340,12304,15299,9591,15009,22628,16471,4516,3354
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",27,178,106,43,110,502,50,13,405,,,137,75,193,88,82,42,6,113,543,278,,3449,4102,1256,2655,3783,4092,2019,2101,1540,4618
540411,Elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm,326,300,216,126,261,206,155,266,490,,,963,953,901,1238,1250,1261,783,2181,931,558,,1745,2157,1769,1888,1148,1099,1632,2117,2496,3255
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",821,590,1464,2428,3085,3182,2900,1642,2118,,,6,24,0,85,69,380,426,521,161,308,,2156,2751,7651,12279,12722,15766,18713,15892,12999,1297
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,409,808,1119,1494,776,729,689,448,679,,,296,1062,3731,14827,570,220,278,440,260,318,,5270,7476,8181,6608,4332,8028,8262,7203,4448,6683
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",88,40,1484,503,207,799,467,806,439,,,19154,10812,13311,10107,4965,4236,2988,2983,777,685,,2858,2874,4322,3895,2776,5082,5906,4410,3599,6094
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",238,7,63,240,51,255,74,77,106,,,688,823,1372,1006,1357,1532,1211,1545,620,499,,1777,857,877,1270,900,1122,860,1895,1132,2879
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",15,1,0,0,0,68,92,47,29,,,42,217,6,34,3,37,192,107,70,181,,247,129,521,124,51,119,705,97,249,397
550290,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)",0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,2,0,28,39,0,,0,0,0,0,0,0,442,729,1210,18329
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",343,692,856,295,244,300,512,117,366,,,20304,24654,49346,51626,47891,73608,103307,111664,119741,132427,,5735,5635,2379,1110,2124,2257,3150,2849,2537,4049
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",0,26,29,0,0,0,0,0,0,,,152,16,0,1,5,156,418,689,503,119,,0,26,29,0,0,0,0,361,557,281
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,307,238,354,257,493,335,623,521,234,,,1969,2331,1674,801,1273,1502,2344,4792,732,2291,,3559,8458,4815,4433,7638,12158,13227,14966,16637,34667
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",3035,275,1311,329,68,30,14,13,2,,,12030,9117,6499,4413,5366,4839,4684,2673,2305,2513,,3537,1573,1981,1046,410,1046,631,390,792,4770
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",83299,88887,121168,124902,243228,162011,150361,111691,69792,,,79640,98542,120125,111027,88272,84405,95492,87774,63744,60128,,384841,414571,520212,558790,1094375,752524,785261,619006,470040,268588
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,24,339,155,181,96,70,50,28,,,244,204,212,191,171,153,122,75,145,127,,804,718,484,562,1059,1064,1037,2032,744,191453
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",426,267,491,282,234,1558,1869,970,589,,,25332,17455,18611,21773,19288,18055,24392,32030,21495,22135,,3944,3516,5315,8235,3264,11382,14665,14647,12981,24352
551513,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",786,335,240,252,250,276,1038,985,848,,,3322,11150,1604,1247,801,820,1214,1058,1037,969,,5714,8339,13251,17143,15022,15677,22569,33022,21247,37085
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",4426,2348,2138,1400,2567,2438,2869,2450,2436,,,3717,1824,1576,1937,3228,1325,2568,3765,3168,4934,,5524,4460,4557,6138,7967,7150,3676,3080,3182,6929
551634,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,350,0,0,0,0,0,0,,,16,0,0,0,1,0,1,118,0,0,,3,83,423,0,6,93,0,329,156,6
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",303,126,128,263,492,199,724,1004,860,,,2481,1447,1288,2594,3977,3653,2965,4240,4766,2603,,3032,1751,3110,2258,2514,3270,10886,16155,13686,15989
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,34,157,1,2,31,36,,,91,16,209,224,21,960,547,306,262,93,,978,1797,1053,1185,1414,4154,4635,6513,5163,7367
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",2964,3941,6641,7450,6363,4837,6389,7297,6584,,,29681,37074,36295,30077,28451,26971,29956,31525,34928,32610,,33864,30773,39664,40621,46262,61581,78837,100897,157576,125157
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",1,0,0,7,15,16,37,41,30,,,25,23,6,9,20,30,13,19,144,159,,63,31,30,32,58,55,78,161,192,614
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",1745,1077,1713,1292,1564,1967,2931,2153,1982,,,8858,7770,10624,10148,9363,10356,9273,8042,7995,9751,,14440,18201,18040,18208,19513,20551,25374,18830,16880,33390
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",0,0,0,0,0,0,0,0,0,,,52,0,25,0,10,2,6,6,0,2,,0,5,37,15,1,0,12,1,30,39
570320,"Carpets and other floor coverings, of nylon or other polyamides, tufted """"needle punched"""", ...""",2,7,60,62,1149,73,72,5,11,,,27076,34759,34740,34630,28104,18124,22530,13786,15210,19915,,5268,5487,5008,3355,4874,5069,6416,8493,4778,10835
570410,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m©÷",0,0,0,0,0,0,0,0,0,,,0,55,210,10,0,3,240,0,0,0,,0,0,0,0,28,1,0,4,282,295
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",3,0,15,0,0,0,0,0,0,,,5400,5123,4020,2739,2977,2426,2394,1374,2671,919,,733,885,655,755,693,1448,1571,1483,361,1067
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",2461,2218,3183,3677,1898,2333,2244,1089,301,,,1988,876,457,875,1180,1095,1054,1048,1316,1745,,22718,29792,34948,26796,19950,33342,25207,12359,6794,18579
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",911,1177,1537,2592,4363,4190,3294,3310,2862,,,54901,37977,32145,21870,18384,15832,11107,8499,5879,5173,,9515,9113,9739,12564,20976,23156,23243,37275,33823,65877
580610,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...",2107,4402,2913,2219,3706,3788,4115,3174,2551,,,2361,1649,2046,3623,9527,8868,9091,9271,7909,11090,,33548,31946,25909,25925,34600,34965,36259,36281,31038,26562
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,3930,5071,2962,3033,4385,3236,5345,4339,3370,,,2260,3157,6487,826,393,128,1681,1095,889,469,,73119,83888,46634,42884,42463,41451,45408,41608,27749,14701
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",533,775,2659,2718,2362,848,791,399,393,,,343230,283196,249107,239606,222708,227030,234450,223625,163938,184706,,8060,7590,6347,6519,13483,12345,10838,13736,8242,12407
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",31104,46469,46405,49844,46614,52868,81974,93065,109604,,,613898,637367,651090,592733,606124,605245,602952,554653,456817,579822,,211438,228166,240649,238549,233717,257410,355691,389377,449309,966454
600121,"Looped pile fabrics of cotton, knitted or crocheted",9702,13361,13779,13774,9583,6697,2802,3344,2551,,,21718,42950,53682,55063,39991,40057,48168,29586,42779,59261,,12846,16681,20432,29725,32427,24113,5946,10871,17112,98619
600191,"Pile fabrics of cotton, knitted or crocheted (excluding """"long pile"""" fabrics)""""",1917,3753,3830,6377,7564,6224,5525,3120,3066,,,7893,7852,13178,9734,12901,10814,9699,6915,14945,9549,,15341,20132,20735,20127,16878,16724,18877,30306,43866,250892
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",75801,85074,87591,80439,93963,103844,115467,124467,105408,,,1505497,1556792,1525350,1339073,1232335,1128271,1069875,949917,632886,731369,,182040,268524,312684,352161,554515,716562,764730,875582,919619,1875685
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,21,107,146,83,50,49,4,136,,,109,0,43,86,9,2,22,0,0,26,,67,202,510,503,475,233,578,978,299,6
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",82,1201,830,674,683,371,488,3660,9198,,,81157,89618,100095,73002,70257,67589,72123,75518,71784,71796,,7170,24439,25484,22498,19985,5755,10371,17771,24737,180632
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,130,19,25,298,1339,462,431,251,,,17461,17029,11099,10438,11687,13372,11129,14276,10890,13489,,324,1146,1083,1234,993,2184,1799,3320,2887,14422
610210,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,,,841,382,497,558,553,454,1065,381,434,390,,30,9,2,21,30,21,80,167,255,49
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",226,667,34,15,2,3,0,0,7,,,0,0,12,0,0,0,2,4,0,2,,230,684,47,46,47,208,19,387,74,343
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,2,0,0,0,11,,,38,39,116,111,131,62,59,36,96,139,,0,1,1,1,5,32,30,25,55,203
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,0,0,1,0,0,0,0,0,,,2050,2006,759,753,695,51,162,285,514,994,,12,0,0,2,1,3,2,3,14,9
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",2,3,2,1,11,7,10,1,31,,,4810,5190,3395,2582,3126,4166,3523,2136,2229,2734,,408,217,340,502,888,564,669,1147,783,87674
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,,,95,62,64,82,110,160,111,165,393,1891,,14,4,5,4,8,10,23,29,7,99
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,11,0,0,,,17,26,18,9,7,5,8,18,45,46,,0,2,11,27,38,12,15,2,48,193
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",1,0,0,0,1,2,1,2,6,,,898,714,1015,1729,583,1557,1703,907,2658,1912,,13,25,257,99,133,290,309,310,643,30912
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",32,6,71,29,2017,1979,147,655,202,,,44485,52090,62076,69281,73326,77643,75333,57104,43135,68266,,435,789,738,2288,3834,6387,4627,5270,9580,97952
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",5,9,11,6,1773,1678,97,25,38,,,218,621,739,834,613,389,888,1043,967,693,,51,25,744,1353,2462,2379,932,501,929,169
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",39,1041,82,695,303,118,16,30,142,,,2994,2607,4486,4209,6192,3969,6860,5519,9478,8981,,346,1887,1022,2355,3142,3693,12135,7622,8626,3709
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",62,16,13,71,67,1,1,2,2,,,10398,8405,7597,2873,2455,1725,2394,1657,910,691,,117,66,67,307,655,469,558,313,884,4995
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",88,87,126,146,343,415,660,944,1010,,,155281,164568,176442,154095,147922,142447,143029,100728,91849,89673,,1002,1449,1260,2474,6375,3097,3986,5079,4436,13515
620111,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,0,0,0,0,0,0,0,0,,,3375,2888,3638,4709,5311,4551,4131,3043,2235,2212,,110,32,50,70,130,309,324,321,267,495
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",3,3,3,3,20,6,0,0,1,,,1194,2462,1672,1528,1366,2249,2615,2486,3367,3859,,95,44,110,1255,327,513,1074,1087,1190,9092
620130,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,0,0,7,2,1,0,,,1907,2256,3216,2752,1930,2446,3538,2091,2821,3513,,178,62,61,149,92,187,361,335,303,6018
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",0,0,0,0,0,0,0,0,5,,,323,133,553,104,555,484,667,550,183,43,,7,2,43,57,49,33,16,27,64,1696
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",0,0,0,0,0,0,0,0,0,,,7510,6506,5532,6127,6511,5430,4600,4040,2607,2264,,67,92,118,157,293,420,361,448,350,699
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",391,0,0,79,17,15,58,71,87,,,7040,10526,12246,11338,5022,5910,7464,5715,4455,7260,,1141,520,1050,1909,3361,3023,4283,6206,7550,16271
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,0,0,0,0,,,38,16,21,0,15,112,21,13,3,38,,1,1,0,0,0,0,1,1,18,2
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",0,0,32,5,4,1,38,81,15,,,5223,8566,7752,9745,10226,6787,7321,5741,4153,5252,,130,285,305,234,1118,1700,1906,1869,1886,2292
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,,,39,72,52,79,45,42,178,215,66,38,,0,0,0,0,0,2,0,30,6,220
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",0,0,0,0,0,0,0,3,2,,,86,45,32,59,57,21,48,74,150,508,,4,4,5,2,7,28,11,49,103,11590
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",3,2,0,1,15,18,7,3,2,,,8918,14140,8277,11636,9343,10231,12557,8982,9183,10829,,82,86,176,422,771,895,850,4618,1099,12763
621390,"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excluding of cotton, and ...",1,0,22,3,1,16,19,4,3,,,473,412,398,212,290,417,442,536,307,338,,352,41,215,191,195,393,88,467,209,59
