Product code,Product label,"Taipei, Chinese's imports from Germany-Value in 2012","Taipei, Chinese's imports from Germany-Value in 2013","Taipei, Chinese's imports from Germany-Value in 2014","Taipei, Chinese's imports from Germany-Value in 2015","Taipei, Chinese's imports from Germany-Value in 2016","Taipei, Chinese's imports from Germany-Value in 2017","Taipei, Chinese's imports from Germany-Value in 2018","Taipei, Chinese's imports from Germany-Value in 2019","Taipei, Chinese's imports from Germany-Value in 2020","Taipei, Chinese's imports from Germany-Value in 2021",Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,0,0,270,1,0,4,0,1,0,0,,1572,1922,1913,1420,1500,1183,1059,1327,1127,1018,,1378,1641,2256,2015,1902,2121,2672,2107,2192,2519
570239,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",4,1,0,0,0,0,0,0,0,0,,1094,988,1528,1094,833,670,903,1469,1084,908,,129,9,234,112,97,114,112,102,71,37
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",2,0,0,14,3,0,0,0,0,0,,12306,12752,11206,7382,6411,5714,10884,6051,7004,6238,,835,2271,1915,1605,899,1633,1159,634,409,606
580131,"Uncut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",0,0,0,0,0,0,0,0,0,0,,529,431,99,132,265,321,221,129,83,104,,1,14,0,0,0,0,0,0,0,0
580134,"Uncut warp pile fabrics ?pingl?"""", of man-made fibres (excluding terry towelling and similar ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0
580136,"Chenille fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",79,10,1,25,2,2,1,2,0,0,,29292,27671,27991,21265,20462,21053,19786,18737,15991,21258,,245,148,323,376,119,223,236,239,169,255
580890,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted ...",0,0,0,0,0,0,0,0,0,0,,5836,5526,5688,5296,5061,5550,5741,4923,4761,5522,,99,138,97,74,76,50,52,32,46,50
701120,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",9,2,0,0,0,0,0,0,0,0,,1687,1165,957,1052,1656,1625,884,813,570,207,,2761,389,1393,710,868,284,0,25,38,20
701510,"Glasses for corrective spectacles, curved, bent, hollowed or the like, but not optically worked ...",1,0,0,3,0,0,0,10,0,0,,29378,27389,25806,18627,21495,20224,20509,21455,16973,30211,,40,17,0,98,0,0,6,10,4,1
701912,Rovings of glass fibres,0,0,0,0,0,0,0,0,0,0,,16885,20714,18311,19208,18146,20297,24267,21040,18805,20316,,6181,5704,7044,6353,5958,6809,6427,5039,5667,7243
710110,"Pearls, natural, whether or not worked or graded, but not strung, mounted or set, natural pearls, ...",0,0,0,0,0,0,0,0,0,0,,153,1751,270,0,74,129,165,15,37,14,,1731,417,139,402,21,18,277,158,87,57
710122,"Cultured pearls, worked, whether or not graded, but not strung, mounted or set, worked cultured ...",0,0,0,0,0,0,0,0,0,0,,18429,17808,12136,9792,5930,5108,5544,3010,2060,2059,,4203,2818,3034,687,300,449,291,637,345,224
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,0,0,0,0,0,0,0,0,0,0,,20,25,32,35,36,18,10,24,21,25,,101,201,180,95,73,60,73,49,75,78
710820,Monetary gold,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,11,0,0,0,0,0,0,0,0
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",0,0,1,12,0,0,0,0,0,0,,1577,1001,879,2357,9390,9753,5980,7715,2994,5319,,2248,621,902,1631,2347,2132,2404,2327,2600,3525
711230,Ash containing precious metal or precious-metal compounds,0,0,0,0,0,0,0,0,0,0,,14910,22538,10954,12522,14605,15815,22419,25618,108521,125048,,0,0,0,0,0,0,0,0,0,0
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing ...",9,269,449,224,5115,4330,29,16,0,0,,898831,819645,849620,607921,638540,674154,735657,978522,1393018,2445673,,101100,92069,105411,91683,86365,70690,117388,100623,58421,80349
640699,"Parts of footwear (excluding outer soles and heels of rubber or plastics, uppers and parts ...",13,49,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6764,5914,4,0,0,0,0,0,0,0
681181,"Corrugated sheets of cellulose fibre-cement or the like, not containing asbestos",0,0,0,0,0,0,0,0,0,0,,3504,1544,1068,1122,4955,1950,2352,305,141,500,,15,6,0,0,0,0,2,16,3,18
660320,"Umbrella frames, incl. frames mounted on shafts """"sticks"""", for umbrellas and sun umbrellas ...""",0,0,4,1,0,0,0,0,0,0,,660,369,315,626,952,3199,7670,1633,1101,1415,,273,302,269,462,346,324,657,543,411,173
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,0,0,0,0,0,0,0,0,0,,35389,33681,31322,33264,38356,38175,45483,45803,48044,53997,,1615,1566,1942,2052,1877,2013,2502,2343,1889,1772
670290,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",0,1,9,5,45,33,14,28,7,0,,29785,31204,38133,24817,25962,28136,35077,32649,28787,32986,,1080,1223,1398,1506,1063,1132,1094,1237,1019,1085
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",0,4,0,0,0,0,9,0,17,0,,18836,17066,18587,14065,14184,10030,11155,9062,9195,10359,,2388,2135,2499,2335,1949,1820,1894,1637,1192,1054
620422,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",0,0,0,0,0,0,0,0,0,0,,2614,2048,2481,2045,2255,2883,1110,1471,1069,1481,,85,229,344,194,293,231,305,383,345,235
620620,"Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excluding ...",0,1,0,0,1,0,0,0,0,0,,908,1044,1051,3838,2029,1858,1160,718,854,2062,,848,1081,963,946,1099,653,805,1054,795,952
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",6,1,0,0,0,1,0,0,0,0,,37650,43798,46596,36236,30906,34316,41079,36568,34572,36735,,1870,2323,3334,4044,4663,3787,3852,3642,3601,3468
621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",0,0,0,0,0,1,2,0,0,0,,5575,5438,6396,6329,6540,8942,10512,9600,11042,13575,,4515,4713,3331,4561,5692,4360,5502,6407,6557,5303
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",0,0,0,0,2,2,0,0,3,0,,39546,35348,34862,28235,29159,33341,43133,52966,52912,52422,,538,500,717,1188,1627,1584,1566,1654,2071,2378
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",0,0,0,0,0,0,0,0,0,0,,13364,9761,9725,7600,7753,7969,10159,8129,5868,7135,,2913,1775,1737,1558,3608,2975,1749,1976,1951,1671
590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",0,0,0,0,0,0,0,0,0,0,,25160,26096,42820,27230,22523,21353,18729,17502,21157,22858,,36,232,25,82,52,210,210,43,104,423
600641,"Unbleached or bleached fabrics, knitted or crocheted, of artificial fibres, of a width of ...""",0,1,0,0,0,0,0,0,0,0,,3959,3251,3475,2789,2460,3326,3120,2750,2030,2592,,1,16,60,59,33,13,4,7,0,2
610290,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,11,5,0,2,4,0,0,0,0,,1341,884,1205,3931,6623,6569,8654,9245,11083,18974,,310,424,442,844,924,1041,770,589,769,475
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",3,5,4,2,4,0,0,0,1,0,,33980,33973,39656,35690,32865,41059,47617,58052,49422,43141,,1275,1681,2238,2738,2762,2630,2919,2927,2668,2390
610459,"Women's or girls' skirts and divided skirts of textile materials, knitted or crocheted (excluding ...",0,8,1,0,1,0,0,0,0,0,,20662,26266,28882,21042,20541,22436,23417,24201,19385,21463,,526,483,1082,1112,1237,832,923,997,845,821
611090,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of textile materials, knitted ...",18,10,2,9,8,7,14,1,4,0,,31374,42471,45984,44014,41840,30075,21126,17306,18154,24360,,7720,8024,7313,6208,6804,5956,6860,5724,5843,5023
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",0,0,0,12,0,0,0,0,0,0,,10756,15234,17082,14075,14213,17702,20052,18082,20593,28118,,810,1091,1746,1980,2527,2042,2429,2171,2020,2495
611239,"Men's or boys' swimwear of textile materials, knitted or crocheted (excluding synthetic fibres)",0,0,0,0,0,0,0,0,0,0,,502,961,1089,1495,1012,757,343,518,718,1177,,4,10,49,16,8,12,51,143,23,16
611241,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",11,0,0,5,0,0,0,11,9,0,,172765,177091,191348,163685,164570,229840,289022,286381,236979,212844,,1871,2252,2563,2902,2774,2726,3426,3211,3157,2754
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",0,0,0,0,0,0,0,0,0,0,,18711,21357,34676,27667,30859,29377,25304,24979,27517,21940,,585,300,394,595,739,543,1007,1561,1773,968
600532,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",1345,1739,1764,1107,1112,0,0,0,0,0,,148135,155348,171684,148722,170411,0,0,0,0,0,,3612,4463,7290,7560,6951,117,0,0,0,0
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,22,8,7,0,0,,732,934,1234,1212,651,1082,903,677,786,924,,14,32,28,67,37,100,111,51,30,2
290220,Benzene,4,3,5,4,11,4,2,0,0,0,,661654,1058323,1063159,565930,507367,724172,646361,517098,399872,466028,,720451,952451,961942,506270,505297,606567,655750,600353,443901,706968
290242,M-Xylene,1,0,0,0,0,0,0,0,0,0,,181,194,123,55,69,109,60,115,120,133,,217,161,1,2,2,2456,2,6514,4,9265
290121,Ethylene,0,0,0,0,0,0,0,0,0,0,,315785,436284,542169,444194,438463,300620,211025,291782,257944,280021,,435974,332158,192346,236378,315600,527715,463879,325480,282132,373672
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",325,6,2,0,8,11,6,2,2,0,,906,572,422,1033,418,259,806,278,116,202,,1570,505,309,379,171,188,308,158,129,96
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,0,0,0,2,0,0,,28313,20317,26015,22245,20908,25970,25876,20334,18167,23098,,39,71,121,247,338,645,762,442,812,994
281530,Peroxides of sodium or potassium,4,3,4,5,7,4,2,0,0,0,,1189,670,849,669,994,655,869,943,555,1026,,9,7,8,12,16,14,16,19,29,34
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,29354,28054,26545,24083,20703,18349,5750,10681,7276,13462,,95,117,212,171,99,186,212,281,215,186
283322,Sulphate of aluminium,0,0,0,0,0,0,0,0,0,0,,7787,8158,6785,6857,7123,6245,6149,7160,6824,7853,,910,1042,864,1284,1330,919,584,170,149,153
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",2,2,1,0,0,0,0,0,0,0,,2061,2700,2790,2824,2789,2441,3326,3922,2666,2237,,884,625,610,647,730,768,744,731,705,392
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,1,1,0,0,0,0,0,0,0,,338,317,303,12,11,12,11,8,9,10,,2,1,1,0,0,0,0,0,1,0
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",1,0,0,1,0,1,1,0,0,0,,139,249,45,19,23,29,31,34,29,19,,1,1,1,1,0,1,1,1,1,1
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,0,0,0,0,0,0,0,0,0,,69619,56419,37960,29109,30398,20845,21444,15278,17232,14305,,1,0,0,5,0,4,61,2,0,7
293971,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,37,77,78,44,37,,0,0,0,0,0,6,3,15,11,1
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,0,0,0,0,0,0,0,0,,0,1,3,0,1,0,2,1,2,0,,0,0,0,0,0,0,4,0,0,0
291462,"Coenzyme Q10 """"ubidecarenone """"INN""""""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4377,4886,6538,14193,18796,,0,0,0,0,0,276,597,642,1418,2090
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",3,1,1,2,1,0,0,0,0,0,,85649,92069,97244,98971,74142,0,0,0,0,0,,8441,8500,14833,10653,8404,0,0,0,0,0
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,20,27,25,7,12,3,11,7,5,11,,0,0,0,0,0,0,0,0,1,1
290362,"Hexachlorobenzene (ISO) and DDT (ISO) clofenotane (INN), (1,1,1-trichloro-2,2-bis[p-chloro ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,6,0,1,0,3,0,0,0
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,2,6,15,16,,0,0,0,0,0,3,0,2,0,0
370294,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,10,104,0,0,0,0,0,0,0,0
360410,Fireworks,0,0,0,0,0,0,0,0,0,0,,22332,23721,24757,12646,16109,17692,22622,17713,25219,17009,,7206,8925,9616,9227,7658,8283,10070,8498,5965,6886
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,0,0,0,9,1,1,2,0,0,0,,3180,5879,6030,3764,3490,4066,4492,3169,3043,4455,,180,276,257,189,320,267,217,198,187,218
382475,Mixtures containing carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,8,15,1,65,7,0,1,0,0,252,,0,15,0,0,0,1,0,0,0,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,0,0,0,0,,6196,7175,5188,5880,281,354,189,152,182,345,,0,682,25,1089,831,0,2,0,64,291
390140,"Ethylene-alpha-olefins copolymers, having a specific gravity of < 0,94 , in primary forms",0,0,0,0,0,24,9,0,0,0,,0,0,0,0,0,191212,186174,150033,285655,523877,,0,0,0,0,0,3300,22885,27188,29805,45751
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",72033,81828,81988,77880,76304,0,0,0,0,0,,17977450,19278417,20571295,20417033,21266902,0,0,0,0,0,,182585,185694,190074,229705,314135,23,0,0,0,0
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,6,1431,777,1024,0,0,0,0,0,,246284,144728,173381,2936864,2661649,0,0,0,0,0,,12643,15212,18630,17862,16478,111,0,0,0,0
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,0,0,0,0,0,0,,26732,25755,15804,12392,11533,11141,21540,24123,16376,17580,,1729,1532,1879,1836,1653,1367,1657,1581,1699,2168
320415,"Synthetic organic vat dyes, incl. those usable in that state as pigments; preparations based ...",5,0,2,0,0,0,579,113,498,0,,76886,96758,96248,85387,86838,90131,106679,111722,73629,103759,,3074,3308,2661,3374,3363,4041,4094,4715,2081,3883
380300,"Tall oil, whether or not refined",0,0,0,0,0,1,0,0,0,0,,15803,13746,14111,10902,13105,13880,14117,10226,6223,6006,,111,106,186,290,174,115,165,97,75,175
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7544,10355,9204,5725,3955,,0,0,0,0,0,0,0,0,0,0
400121,Smoked sheets of natural rubber,0,0,0,0,0,0,0,0,0,0,,8013,6696,20610,6216,1174,1570,1323,1392,2203,6382,,55279,81260,65764,54781,51694,76863,54772,61194,56741,55364
400700,Vulcanised rubber thread and cord (excluding ungimped single thread with a diameter of > 5 ...,5,0,0,3,0,0,0,3,1,0,,4072,4027,3895,2009,2486,2818,4383,4084,4478,5212,,12256,11082,8867,7748,6269,7234,7553,6155,6286,9545
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",0,0,0,2,0,0,0,0,0,0,,1082,687,518,22,260,54,69,67,92,26,,17,21,9,22,89,118,27,37,6,3
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",11,0,13,31,11,0,0,0,0,0,,218671,218582,228584,217368,218461,0,0,0,0,0,,30387,33149,43373,38979,32702,266,0,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,0,6,0,0,0,0,0,0,0,2,,0,771,9435,738,127,0,0,0,0,0
401162,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",11,0,0,0,0,0,0,0,0,0,,11883,12579,15347,13769,11711,0,0,0,0,0,,99,87,82,46,224,0,0,0,0,0
410390,"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...""",0,0,0,0,0,0,0,0,0,0,,242,2456,1943,1256,1125,266,1247,12261,17923,7485,,37500,50791,61393,50080,46565,31070,13735,1296,1492,2415
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,0,0,0,0,0,0,0,,64,0,10,0,7,6,9,0,0,0,,176,121,69,299,23,75,0,11,0,0
410640,"Tanned or crust hides and skins of reptiles, whether or not split (excluding further prepared)",0,0,0,0,0,0,0,0,0,0,,1395,2545,3472,1905,671,541,247,467,0,1111,,0,21,98,25,5,0,5,0,0,0
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,9844,10943,10686,12247,14275,10905,10917,12021,12178,17988,,50,70,101,142,159,116,261,254,62,260
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,14085,13012,14996,11745,11563,11530,13812,14439,17472,21310,,0,13,5,25,13,21,12,8,33,37
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,30,10,15,16,,0,0,0,0,0,271,494,410,377,364
121410,Alfalfa meal and pellets,0,0,0,0,0,0,0,0,0,0,,838,699,1011,585,611,760,1020,833,783,808,,10243,9727,9273,8578,5878,5553,5919,6160,7279,9261
140120,Rattans,0,0,0,0,0,0,0,0,0,0,,385,663,441,276,261,249,283,305,368,405,,160,274,197,196,258,168,171,170,89,63
140420,Cotton linters,0,0,0,0,0,0,0,0,0,0,,52,25,51,38,44,86,120,74,39,122,,0,0,0,0,0,0,0,0,0,2
150100,"Pig fat, incl. lard, and poultry fat, rendered or otherwise extracted (excluding lard stearin ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4562,3862,0,0,0,0,0,0,0,0
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",0,0,0,0,0,0,0,0,0,0,,2531,2649,3773,8736,7189,6501,20060,1448,2510,8608,,256,69,96,165,75,363,197,0,0,0
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,1,37,23,14,0,0,0,0,0,,15992,17052,16971,17687,15919,20706,24079,21701,29600,26537,,7513,10158,17547,19386,16521,22652,21976,21977,23790,28233
120600,"Sunflower seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,49311,66024,60284,43430,44266,44930,36657,34243,41911,38429,,2930,3388,3229,2487,2629,2897,5682,10575,7594,7536
120770,Melon seeds,0,0,0,0,0,0,0,0,0,0,,1578,1165,1308,425,822,991,1033,1044,911,930,,0,599,2905,3659,4829,3522,4156,2256,2284,3481
100810,Buckwheat,0,0,1,0,0,0,0,0,0,0,,1329,1579,1507,1443,1325,1734,1576,1583,2539,3960,,161,254,231,225,246,246,281,344,294,366
110313,"Groats and meal of maize """"corn""""""""",103,13,25,0,0,0,0,0,0,0,,21960,23191,22253,20898,18156,18413,13858,12871,14820,16204,,934,792,928,650,661,589,451,507,324,506
110419,Rolled or flaked grains of cereals (excluding oats),6,7,8,3,11,0,0,15,2,0,,18020,19183,21571,20216,20399,23235,22727,20844,22945,22262,,209,148,279,246,241,283,140,276,210,156
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,169,191,350,373,454,817,963,1032,396,308,,35,33,38,2,2,55,127,181,124,155
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,1,1,0,0,0,0,0,,7927,8299,7019,7008,8118,7488,6188,6498,7534,7992,,14,25,12,34,28,10,25,6,27,12
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",2,6,9,18,5,9,6,0,0,0,,11481,11440,10967,9054,8331,7892,9059,9330,7746,7702,,637,782,906,468,646,734,652,762,788,958
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,1,0,,3547,3512,3878,4862,5324,7088,6325,6778,8920,7378,,0,0,0,0,1,2,1,0,3,0
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,101,262,377,339,307,264,858,564,282,514,,80,80,47,55,234,1155,1317,111,320,186
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,6705,7020,5149,4132,3898,5374,5776,5456,5402,5358,,0,169,4406,5020,4272,5077,5909,5675,3008,4196
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,1152,1165,1152,1498,1309,1234,1270,1233,1561,1209,,0,162,1319,1793,1728,1991,3031,4878,2847,3729
160590,"Molluscs and aquatic invertebrates, prepared or preserved",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,30737,27083,38,0,0,0,0,0,0,0
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,31323,37868,33123,21714,18451,18129,10720,2847,2879,3024,,187,506,379,292,246,126,40,62,18,37
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,2432,4845,4483,3312,3590,3747,3747,4014,5702,5890,,5,0,8,23,23,2,2,0,0,0
180320,"Cocoa paste, wholly or partly defatted",0,56,0,0,0,0,0,0,0,0,,115552,76004,51237,34721,44247,29891,14120,12729,9410,24863,,868,595,927,802,794,795,445,490,582,646
252810,"Sodium borates, natural, and concentrates thereof, whether or not calcined (excluding sodium ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1164,1172,0,0,0,0,0,0,0,0
260600,Aluminium ores and concentrates,6,86,53,0,0,33,0,0,0,0,,16087,15092,16230,12007,10340,14131,15114,12017,13622,18864,,14755,10830,10693,10074,9842,10869,12266,8744,8837,11246
252329,"Portland cement (excluding white, whether or not artificially coloured)",0,1,0,3,1,0,0,0,0,0,,411731,397512,346795,313026,289836,289388,298960,295855,296262,344881,,17974,16226,15963,19374,18163,24370,26917,21330,25222,20605
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",546,511,785,609,176,0,0,2,0,0,,41439,43827,39826,30452,32030,32830,30100,25451,21583,25201,,2847,2667,3052,2566,2201,2541,2291,1868,1957,1322
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",0,0,0,0,1,0,0,0,0,0,,7180,3742,2341,3638,4911,8710,6692,39736,46849,91592,,320807,253878,242755,131266,64025,134549,723552,901374,680800,885323
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",0,0,0,0,0,0,0,0,0,0,,238,359,258,273,201,232,306,163,381,805,,33683,691,54,119,169,47,25,24,22,22
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,20,714,1040,207,194,704,960,458,591,614
270791,Creosote oils (excluding chemically defined),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8799,4429,4563,1101,97,128,29,18,20,22
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,0,,0,18,92,357,6,129,22,881,728,3770,,9862571,9795381,9950352,6334058,4920209,6379084,7972160,7585048,5510295,10997299
271112,"Propane, liquefied",0,0,0,0,0,0,0,0,0,0,,66097,66914,84798,41040,43469,58102,57286,44534,40058,62580,,468082,691307,838376,353801,369965,388819,701594,661060,396362,183962
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,1,0,,260493,272689,276910,237543,217837,237106,289920,272437,253342,247194,,39,5,2,1,21,4,11,104,12,58
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,0,0,0,0,0,1,10,3,0,0,,209704,200854,208314,163201,234914,203931,157245,59724,45819,62836,,1309,1262,1162,1196,1380,1626,1947,2216,3019,3922
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,8,0,,81631,111646,80166,65763,63314,63508,78865,76955,87689,96848,,10513,6573,3953,3604,3403,3438,3673,3133,3173,3049
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,0,,11137,29714,35048,19226,18255,12491,18016,9431,5423,6799,,149,39,172,113,78,217,53,84,404,61
71231,"Dried mushrooms of the genus """"Agaricus"""", whole, cut, sliced, broken or in powder, but not ...""",2,4,0,0,1,1,0,0,0,0,,9468,10768,12322,7969,7981,6801,6698,5120,4096,5192,,416,241,228,177,223,263,319,395,456,341
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,908,1982,1637,1136,1078,925,832,682,529,951,,1569,1408,2018,3071,4827,4781,4950,5742,4912,5318
71310,"Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,20927,19316,24001,21932,33733,31969,22628,23842,32562,33971,,9832,11345,9794,10136,10752,10055,8268,8286,8840,10477
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,130,44,32,30,30,28,34,26,28,26,,0,628,10885,10603,12077,11887,11005,11119,10808,12280
