Product code,Product label,Viet Nam's imports from Japan-Value in 2012,Viet Nam's imports from Japan-Value in 2013,Viet Nam's imports from Japan-Value in 2014,Viet Nam's imports from Japan-Value in 2015,Viet Nam's imports from Japan-Value in 2016,Viet Nam's imports from Japan-Value in 2017,Viet Nam's imports from Japan-Value in 2018,Viet Nam's imports from Japan-Value in 2019,Viet Nam's imports from Japan-Value in 2020,Viet Nam's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,1,14,,,261,620,615,661,793,1097,2064,2633,2321,3897,,7,3,7,18,2,40,75,112,271,327
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",0,0,0,0,0,0,0,0,0,,,833,905,835,929,1735,1270,1393,1051,1705,2020,,3245,4904,6009,6993,14439,12129,25896,38386,24382,21753
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",105,0,0,0,5,3,0,0,0,,,471,284,230,247,237,319,254,332,233,346,,333,275,460,288,720,1182,1871,1469,1042,7235
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",9,4,7,4,30,17,22,14,20,,,5,0,0,6,0,2,9,4,0,0,,100,46,148,316,219,143,217,99,110,49
200989,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",3,10,21,5,10,28,67,67,32,,,1402,1076,1113,897,1424,1555,1954,3805,3234,3257,,1875,2699,3324,2997,3730,3946,3133,4434,3361,7759
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,4,0,0,0,0,9,,,283,620,889,708,1077,1401,1012,1209,1350,3851,,166,766,79,158,142,1636,2438,1291,2115,2255
210310,Soya sauce,117,254,601,449,659,903,1197,1410,1182,,,45977,43779,48874,51126,60915,63793,69997,70480,70398,83344,,844,2862,4265,4940,5802,6820,6954,7994,8238,8015
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,,,1038,1019,570,337,674,742,759,526,105,6,,0,0,0,5,4,20,47,28,15,1111
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,9,5,0,,16,176,1164,122,0,0,126,0,0,1748
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,372,0,0,0,0,0,,22766,27346,27478,25008,35885,46369,53499,65812,66653,94048
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,,,0,0,0,0,5,0,106,2,13,3,,24,34,76,181,135,140,54,14,18,31030
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,306
250100,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous ...",114,67,91,173,107,177,212,158,124,,,2885,2466,2473,2670,2572,3253,4227,3635,3454,4142,,21476,17917,18928,18280,15462,21425,24109,28824,23939,42954
250810,Bentonite,13,23,19,35,33,72,300,247,215,,,7070,5561,5809,5777,6603,5800,5975,5755,4631,6615,,3516,2928,3396,4840,4629,6141,6758,8412,10929,18069
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,6,0,3,,1,5,33,7,58,1,0,2,220,310
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,0,0,0,0,,,49741,47419,46170,44068,48789,50072,52328,57208,61984,62538,,74,307,542,186,73,43,1681,107,119,80
252220,Slaked lime,1,0,0,1,0,0,2,4,14,,,4046,4028,3748,2989,3546,3565,3838,3874,3847,4469,,137,386,123,99,82,48,35,65,67,280
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,7,0,4,2,,24,5,18,38,30,30,18,32,63,615
252310,Cement clinkers,0,0,0,0,1125,0,0,0,0,,,162502,134782,147064,159925,171477,150693,134501,150535,194730,178479,,23832,7891,9431,8243,26827,35109,19258,17048,18204,4403
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",0,2,0,0,1,14,0,0,0,,,6265,7798,8012,6634,7474,7072,7645,7452,8285,11856,,3255,2657,4395,1430,202,313,415,407,908,580
252530,Mica waste,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,41,0,0,0,,0,0,0,0,1,0,0,0,0,2
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,,,57,94,108,82,26,46,23,24,32,16,,297,201,297,422,938,1136,1724,2551,2528,2410
260111,Non-agglomerated iron ores and concentrates (excluding roasted iron pyrites),45,42,31,46,73,33,104,19,19,,,88,249,156,144,96,45,107,87,66,191,,2435,2435,5039,5972,130633,242193,683379,1057975,1388639,1649065
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",2256,6115,4594,3175,1223,0,0,3,0,,,0,0,93,3,6,48,519,0,13,40,,19631,24229,47762,25844,27386,44309,38631,28321,23266,7358
261100,Tungsten ores and concentrates,2,0,88,21,64,34,188,80,1504,,,0,0,3,1236,0,0,0,4,5,18,,103003,120341,80887,33971,36055,27060,9771,11361,13650,14185
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",0,0,0,0,0,0,0,0,0,,,27196,22279,15115,17787,17039,25974,36719,32368,34372,35505,,269,17,12,3,0,2,0,14,21,1201
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",1574,3460,41,52,1646,1613,11755,45802,88422,,,471137,330603,125232,102498,155400,343017,441853,410295,656246,965608,,37298,45240,127041,95156,85675,213876,318686,312247,219961,439652
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,46,81,31,42,28,42,158,122,54,11
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,35,43,45,0,0,0,0,0,,,2271,598,112348,62239,9118,46508,22739,154526,46647,68042,,9419,3777,3507,4228,3720,3842,3720,4045,4227,5028
271600,Electrical energy,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,158655,221180,142704,142847,135536,109041,170869,187782,173217,66523
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",2659,2035,1601,1014,1539,2768,3422,3198,2813,,,160310,151607,144081,123299,139675,152520,180630,184191,169195,212484,,83132,87320,104213,87641,88828,138055,198406,192825,177246,269783
280430,Nitrogen,41,5,39,2,12,28,7,2,0,,,520,442,464,460,709,559,480,759,566,586,,128,112,119,143,645,835,624,646,526,291
280469,"Silicon containing < 99,99% by weight of silicon",33,20,22,5,16,51,23,5,5,,,43193,57635,23171,39266,34718,11602,10196,5692,11345,17808,,2128,2654,4088,6557,9409,12159,16607,13106,16728,23676
280540,Mercury,78,91,46,0,31,22,0,0,0,,,6228,6197,4244,3241,3618,2148,1251,1161,952,994,,228,128,80,20,32,22,0,0,0,
280610,"Hydrogen chloride """"hydrochloric acid""""""""",73,73,16,30,45,176,219,99,46,,,28425,25887,27886,23923,29404,31651,35265,36087,43022,44437,,440,626,577,4047,5720,5566,3315,4963,2488,2529
281910,Chromium trioxide,9,13,17,18,48,48,111,59,23,,,10057,11406,9924,9082,8601,8365,8086,7288,6633,7070,,4705,4103,3469,3011,2541,3042,3677,3445,2942,2009
282300,Titanium oxides,653,629,733,971,848,960,906,706,2604,,,78234,75420,66865,57132,60963,72645,83764,66796,62287,85140,,38991,32293,35919,35497,29288,44577,44499,39242,35195,39001
282550,Copper oxides and hydroxides,214,1995,306,171,1047,410,189,178,152,,,17138,12741,10800,8018,5011,6996,7260,5874,4679,6773,,1895,4829,6103,7375,10130,14528,14171,15296,18243,14073
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,2,0,0,1,,,481,460,1073,418,457,650,1001,1021,739,1024,,64,383,3,2,1,2,1,0,1003,3883
282732,Aluminium chloride,0,1,2,0,1,0,2,3,0,,,1412,1781,1454,1659,1502,2085,1987,1705,1328,1155,,3136,4904,5285,7009,8081,9991,10655,11587,10615,4152
282741,Chloride oxides and chloride hydroxides of copper,0,0,5,5,9,4,20,0,14,,,1096,943,1021,561,1145,747,422,609,819,881,,33,533,820,639,2661,1622,1691,2962,4441,4893
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),1,1,23,4,3,1,7,16,15,,,39813,32445,34654,32117,41767,39169,43993,46221,48051,52379,,978,1108,949,807,779,601,550,969,677,748
283311,Disodium sulphate,25,275,673,537,858,809,370,371,297,,,4673,2238,2336,2781,2903,2765,3075,2650,2806,3073,,29558,33750,31103,27413,28784,34876,45557,41588,40632,25650
283327,Sulphate of barium,222,308,309,247,301,346,235,120,153,,,16063,14143,14241,12127,13675,13181,12419,11635,10041,12814,,1618,2343,2344,2165,2965,4342,5909,8240,7528,9166
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",19,19,4,0,9,9,25,34,6,,,1382,1282,1180,1235,798,1137,902,979,1223,2166,,930,271,1122,1647,1492,1848,2599,2318,2543,2110
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",674,477,456,407,371,266,344,665,163,,,4695,3061,2750,1916,3043,3102,3709,3774,3542,6595,,2558,4670,3136,3152,4481,3847,3974,3386,2268,1000
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,,,98,67,79,72,79,83,70,72,64,83,,159,215,74,164,54,95,23,12,10,5
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",209,434,526,482,362,507,483,577,199,,,157718,179144,192884,163048,288509,616916,1493158,1944402,1797325,2037975,,2554,2304,1628,1505,1728,1645,1654,1937,1494,14432
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,,,9,0,0,0,0,2,0,0,0,0,,2,0,0,0,0,8,0,0,0,45
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,10,12,19,29,79,16,16,0,,,52,25,0,0,2,0,0,79,32,57,,0,10,35,25,236,771,165,83,34,
284610,Cerium compounds,0,14,2109,37,415,5260,0,0,0,,,169883,116391,78892,66836,71179,87555,98135,78103,75532,69616,,649,3273,6796,9551,6174,10455,0,0,0,145
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",7,29,0,1,0,0,2,0,0,,,13370,14030,9615,8281,6257,6073,8196,8495,5884,5158,,187,446,529,12,443,1150,1426,1259,546,1149
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",121,62,46,79,31,34,0,0,0,,,14,36,52,4,18,0,8,2,0,2,,179,83,136,228,90,184,31,58,119,747
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",6,13,14,153,400,848,799,1357,1176,,,86769,81563,87429,73087,75825,91204,88135,71796,45527,63539,,2957,3249,3488,3632,2851,4307,5145,7727,6342,7869
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,8,,,2997,359,357,685,463,329,137,129,114,202,,103,92,79,51,96,73,107,58,77,90
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,,,271,149,145,0,0,0,0,0,0,184,,6286,5002,7110,7488,6099,7261,9636,9045,4795,5631
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",1218,1,125,26,137,209,322,150,367,,,52845,54931,60943,58875,55384,57129,71930,52005,44860,71692,,2208,260,428,49,228,400,567,383,675,1161
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",34,76,63,3,10,7,0,0,0,,,3508,2016,1600,1576,2525,0,0,0,0,0,,1710,1574,2091,1374,542,1028,0,0,0,
290712,Cresols and their salts,8,0,5,5,7,8,6,7,3,,,20411,18490,18022,6103,11820,9648,6143,8432,3953,3767,,20,23,14,20,24,85,14,11,3,13
290722,"Hydroquinone """"quinol"""" and its salts""""",2,1,5,1,2,103,33,70,70,,,0,0,0,0,0,0,48925,284,602,10276,,46,130,106,71,200,218,128,192,181,69
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",753,742,757,372,673,505,553,746,848,,,44756,38634,41663,41907,40092,43203,48278,50950,53103,59969,,4711,4799,5974,5449,6133,7611,9409,9166,8187,8541
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",2,3,0,0,0,0,0,0,0,,,4152,4192,4121,4948,2021,945,951,632,648,1040,,3,15,14,60,53,342,524,425,472,145
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,,,623,760,826,694,709,603,683,402,194,57,,190,138,181,79,104,135,263,140,144,305
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,61,216,374,395,245,
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),44,49,38,42,65,101,85,102,134,,,5725,4644,3814,3767,4268,4732,5384,5707,5919,6861,,1508,1389,1419,1456,1556,1672,1465,2571,2533,3669
291616,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,,,0,7,0,0,3,0,0,0,0,0,,0,4,7,23,0,0,0,0,0,
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",3,5,17,18,12,1,0,10,5,,,32186,20765,12424,30317,13947,16545,37191,53971,55101,69289,,1903,2804,2585,2347,2825,4055,4621,5245,5632,5340
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,,,10852,18864,14847,8219,1187,406,71,17,10,145,,28,47,25,27,102,61,24,14,19,238
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,166
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",58,77,290,228,212,200,234,151,242,,,42698,46675,52023,52014,46904,41602,54410,64344,60944,65146,,2417,2239,1926,3498,3613,2859,3790,3163,3491,3209
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",134,465,838,1821,2050,1939,2734,2564,3444,,,87165,75689,78978,56525,58102,58544,65879,66706,80879,91530,,1350,2541,6343,4856,3115,4477,6953,8465,9583,36474
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",247,183,281,28,30,246,47,66,97,,,98114,105357,97037,91472,84788,93247,106217,109110,109080,141343,,1685,1038,2032,1734,1971,1612,2678,1805,1763,2019
292213,Triethanolamine and its salts,11,34,46,12,18,6,0,0,0,,,2822,1608,1821,806,1312,0,0,0,0,0,,2569,2936,3621,3996,3945,3902,0,0,0,13
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,25,33,0,5,0,0,0,0,0,0,,808,882,477,692,892,1267,119,0,0,
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",20,3,4,5,8,4,23,77,42,,,124913,103876,68496,101601,64858,56632,60428,60708,52681,76859,,241,163,323,226,330,402,539,500,716,1094
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",1285,1778,1380,1401,3734,4680,15641,21828,24034,,,779938,749473,748654,765476,709057,614535,513999,714903,719469,866790,,9205,10350,16682,16649,19001,23109,37099,42845,50291,97335
293120,Tributyltin compounds,1,0,0,0,0,0,0,0,0,,,0,0,3,27,29,0,7,42,8,13,,5,0,1,0,1,0,0,0,1,1
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,8223,12504,14002,13540,17565,,0,0,0,0,0,0,471,1075,1504,19002
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,22,0,0,0,,,12,0,0,0,0,3,4,0,7,2,,714,570,655,635,522,1007,1006,603,416,813
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,67,0,0,0,0,0,0,
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",232,203,207,145,201,264,203,179,151,,,71440,75154,82489,62180,66585,50328,57093,42269,37856,40578,,2787,3473,5191,5459,5076,6681,7278,7337,12090,11985
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",0,0,2,8,1,51,13,74,91,,,121920,90086,93354,92047,134183,74558,81681,62742,52315,61258,,5159,5043,8280,10818,11212,12230,11833,12507,16165,45452
293361,Melamine,625,660,451,288,264,145,300,467,438,,,30202,31990,29917,33518,52138,44567,50977,44294,26647,43178,,3813,5322,6649,7156,11807,15421,26496,26468,25944,41183
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",6,3,12,16,24,15,5,0,0,,,5236,6074,4599,3098,2818,3804,1648,3098,1368,3099,,783,1045,1293,1295,1528,1525,1643,1617,1146,791
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",4,8,1,2,3,8,1,1,5,,,334,397,383,279,329,277,450,329,170,29,,2617,2663,3602,4517,7495,6345,7582,7063,4033,3343
293628,"Vitamin E and its derivatives, used primarily as vitamins",45,88,137,81,377,247,228,300,217,,,36596,34156,19630,17877,13087,10435,11017,13680,15781,15275,,23319,21858,20312,13475,23106,20080,17793,14628,23025,29616
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,,,3,2,4,0,0,5,2,0,20,9,,304,1539,1233,1390,1952,1668,2800,842,775,393
293890,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""",190,193,268,308,392,502,505,575,672,,,24814,20057,18327,14089,15093,20341,17381,15935,19020,23943,,438,435,1385,1458,1926,2536,4320,4689,4908,5555
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,,,0,7,5,0,2,0,0,4,0,0,,86,17,42,42,93,41,70,199,303,14
293930,Caffeine and its salts,0,0,0,0,0,0,1,2,0,,,188,292,305,925,280,197,192,252,202,259,,3663,2564,2982,6379,2495,4477,5926,6354,7324,7638
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,40,0,1,0,0,0,0,0,0,
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,72,177,36,0,0,0,0,0,0,
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,13,24,22,0,
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,,,13,0,0,0,153,584,219,3,0,73,,6090,5001,7045,4715,7485,9164,10280,9460,11916,5576
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,82,0,238,246,80,,0,0,0,0,0,0,38,38,22,4720
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,,,0,4,6,12,0,13,515,15,77,2,,13580,14369,26945,24914,34406,42372,46708,49241,57638,12767
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",1268,1428,1561,1999,2941,5815,7541,3812,5645,,,60015,54425,57744,79103,83114,104925,88300,82763,128783,144139,,77622,75181,74775,83348,83379,112369,89635,82254,90591,93032
300490,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, ...""",12092,11480,20695,18494,30731,28471,44425,38027,46414,,,1420010,1364645,1333085,1868063,2221532,2483862,3323493,4209092,4223491,3815356,,1162585,1270366,1337568,1518750,1650202,1819985,1791125,1836425,1854355,1138675
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,,,2291,1883,2981,1451,2456,1972,2089,2394,2278,2370,,347,321,385,456,666,1286,1284,1532,1662,2120
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,66,696,362,558,334,294,344,195,273,56
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,2,0,35,0,0,0,0,0,0,33
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,1,0,0,0,0,0,,,928,489,516,544,1156,687,710,810,762,782,,133,0,95,737,0,391,1955,1632,274,2531
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",87,261,62,145,439,795,624,810,727,,,30609,32586,30627,30625,34061,35187,37325,39208,37917,40227,,167716,202845,97572,134623,104677,139003,138973,134403,122235,92844
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,3743,3311,3599,2870,3670,3717,5048,4824,3935,,,291506,215233,195163,213661,248809,266985,276722,249472,280772,326685,,65775,87102,98827,96639,95763,105766,115769,133282,133336,128890
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",14527,10111,9614,6695,9070,11156,12499,14650,13007,,,1055391,828356,791873,714852,794327,994587,1044290,1027416,1087277,1193137,,88444,108705,121268,100520,116751,130763,157374,167661,182611,161182
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like",1329,4161,3521,4339,4529,1412,559,1055,988,,,21688,25559,22894,17219,20585,19160,18812,17991,15114,13493,,10496,13951,14012,14897,18183,16736,17200,15407,15208,15801
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",7273,7832,12530,13216,18932,30064,24041,31639,29503,,,449601,523704,521184,443667,445620,472629,492501,414695,376764,485350,,57436,62305,82390,92916,108705,134800,132238,153920,140194,103370
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",60,46,55,45,64,61,79,89,230,,,4223,3604,4923,4167,3105,1421,1452,1485,2104,1318,,3460,2548,3918,3336,4748,5160,9549,8650,7552,5780
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",228,133,96,164,296,274,483,384,386,,,17362,17226,13752,19190,23543,30312,35053,40457,41924,38128,,3993,4778,4328,3761,5794,4242,5027,4536,5051,8628
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",131,310,163,263,89,269,4764,5697,11257,,,13609,11941,10814,10308,10781,11569,13031,12458,14186,15538,,4647,4824,5417,4862,5632,7038,11585,27753,30850,32302
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,5167,6233,8884,6676,7315,7494,9083,9611,8241,,,205074,241157,253288,269440,278462,293023,316347,328905,311705,440619,,14583,17113,19688,16029,19512,20445,22268,24847,26335,47670
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",56,90,128,205,204,223,211,224,164,,,274528,246576,241001,206995,240224,274211,327728,350268,427590,516741,,444,424,321,439,608,467,572,439,467,6796
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,,,6983,6970,6474,6859,6679,6647,6730,5358,6304,7450,,0,0,3,4,27,7,13,14,18,44
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,1,2,7,2,0,0,0,0,,,1838,1693,1429,1172,1375,1236,1456,1264,465,540,,1631,420,463,295,143,360,384,258,151,230
