Product code,Product label,Germany's imports from Russian Federation-Value in 2012,Germany's imports from Russian Federation-Value in 2013,Germany's imports from Russian Federation-Value in 2014,Germany's imports from Russian Federation-Value in 2015,Germany's imports from Russian Federation-Value in 2016,Germany's imports from Russian Federation-Value in 2017,Germany's imports from Russian Federation-Value in 2018,Germany's imports from Russian Federation-Value in 2019,Germany's imports from Russian Federation-Value in 2020,Germany's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
851672,"Electric toasters, for domestic use",0,0,0,4,0,0,0,0,0,0,,423,550,790,557,568,705,824,1074,1424,2044,,56486,64593,67182,73052,67138,70651,74571,71620,79676,91932
851711,Line telephone sets with cordless handsets,4,1,3,0,0,0,0,0,0,0,,6771,13151,12355,7182,5418,5856,5120,3960,3436,3484,,176782,174693,163960,131527,121892,114470,112732,90848,93704,92369
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,69,50,118,5,,0,0,0,0,0,49316,853,30993,1056720,1430566
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,0,0,0,0,0,0,0,,0,4,68,0,0,0,0,0,0,0,,1906,2413,2869,4528,4346,3366,3971,3541,2618,2777
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,1059,0,0,0,0,0,0,,719664,1118730,792283,0,0,0,0,0,0,0,,15259611,18055952,19319373,16351328,13925806,8883286,6795016,8521116,5886253,4884710
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,0,0,0,,23869,14537,8455,11894,50130,4524,5484,22610,7353,26757,,4,0,8568,0,72,0,100215,0,0,11601
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",0,0,0,0,0,0,4,2,0,0,,40,16,51,41,300,333,74,722,95,182,,208673,240322,303814,369358,580162,20646,8861,6253,1839,2474
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",0,1,1,0,0,3,9,0,5,0,,17,12,14,42,63,56,6,9,4,16,,91621,93684,109494,99645,103631,106299,101878,102533,85364,86553
871495,Saddles for cycles (excluding for motorcycles),0,0,0,0,0,0,0,0,0,0,,14,17,10,12,12,22,18,32,28,28,,38877,39808,42128,39489,36602,37285,40429,40916,50026,72205
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",0,0,0,0,0,0,0,48,0,0,,428,488,607,1227,529,989,849,793,591,398,,87393,98661,109817,93671,87075,99980,98856,82789,50179,64882
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,310,267,235,1129,1135,,0,0,0,0,0,3219,3083,5545,4149,5088
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,0,0,0,0,0,0,0,,2580,3463,4811,332,272,246,77,16,19,71,,8996,8975,10469,10649,10874,10335,10741,8592,6244,5534
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",0,0,0,2,0,0,0,0,0,0,,751,1076,1084,399,111,381,275,614,561,648,,7375,8219,7502,5624,5914,7062,6981,6875,4965,5220
845959,"Milling machines for metals, knee-type, not numerically controlled",0,0,0,0,0,0,0,0,3,0,,3473,472,351,278,181,217,1104,772,562,856,,917,808,1241,838,562,469,452,589,257,590
846012,"Flat-surface grinding machines for finishing metal, numerically controlled",0,0,0,0,0,0,0,55,0,0,,0,0,0,0,0,3,224,153,1,50,,0,0,0,0,0,47357,29301,48817,24962,20643
843410,Milking machines,0,0,0,0,0,0,0,0,0,0,,1242,450,590,1026,274,1997,1803,2633,2681,1739,,57351,65886,73406,46964,38146,51967,51846,108828,93538,87921
843420,"Dairy machinery (excluding refrigerating or heat treatment equipment, cream separators, clarifying ...",0,0,0,0,0,0,0,21,0,0,,3481,3507,2302,3462,1835,14721,5660,6978,6494,6629,,20165,8903,13905,14828,17504,19007,22990,17028,43749,23583
843621,Poultry incubators and brooders,0,0,0,0,0,0,0,0,0,0,,598,944,549,492,444,572,407,665,647,1787,,8875,8153,7332,11013,5400,3167,5795,5457,7056,5057
850740,Nickel-iron accumulators (excluding spent),7,22,0,0,0,25,0,0,0,0,,4982,2950,4590,1353,1981,2753,1865,2934,2098,1174,,3014,2698,1665,1231,916,795,454,178,349,642
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",0,0,0,0,0,0,0,0,0,0,,180,200,141,63,75,69,157,85,112,154,,21672,20866,24503,19252,16250,10235,7998,5922,6540,9364
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),21,0,0,0,0,0,0,0,55,0,,47953,31194,21281,12654,22661,48026,54769,39293,12573,44995,,13302,6614,2921,5122,1901,5126,3162,2677,1276,3365
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",0,0,0,0,0,0,0,0,0,0,,1,467,0,101,266,25,181,118,377,1779,,20248,19239,20443,11425,10685,10582,8992,9660,9534,7867
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,22,11,14,0,0,0,0,0,0,,3013,3553,10136,3275,3116,3646,3049,3779,3801,4409,,34899,34596,30794,41768,42879,40991,45272,49629,56644,69485
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",0,0,1,0,2,0,1,9,0,0,,45,46,12,13,14,46,233,67,240,883,,60220,69690,66007,63836,43334,53435,70265,26289,21399,22334
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,,3474,2405,1025,4295,690,2464,2565,2943,4793,1110
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,0,0,0,0,0,0,0,,0,63,0,5,2128,2249,53,2307,1,0,,127,549,275,272,364,425,831,5803,1333,326
840212,Watertube boilers with a steam production <= 45 t/hour (excluding central heating hot water ...,0,0,0,0,0,0,0,0,0,0,,4494,5408,2688,1879,2379,4718,1763,3037,1690,5849,,1878,2654,1309,3094,1231,1338,5135,4242,4536,2529
840290,"Parts of vapour generating boilers and superheated water boilers, n.e.s.",0,0,0,78,0,0,0,0,0,0,,120312,118166,47058,47003,22670,73143,20612,26736,13702,23698,,100713,79592,47370,46029,73655,12444,18051,26092,29442,54881
840590,Parts of producer gas or water gas generators and acetylene gas generators or similar water ...,5,1,0,0,0,0,0,0,0,0,,1155,39,33,24,45,74,38,276,39,584,,5454,1448,2221,3066,1563,660,604,702,1362,1549
840721,Spark-ignition outboard motors for marine propulsion,0,0,0,0,0,0,0,0,0,0,,887,1113,1420,1400,738,941,1398,1280,1404,1468,,73812,78435,75846,20599,18979,21780,22408,18643,22242,29361
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",0,1,5,17,13,27,2,11,3,0,,5811,9209,6931,4975,6625,6986,7173,6159,6789,8020,,89481,78475,95135,92052,96304,99108,126151,114012,115063,136940
811213,Beryllium waste and scrap (excluding ashes and residues containing beryllium),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,3,4,0,8,7,30,5
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,15,0,19,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,12,,1420,2144,729,1718,1128,802,3457,2889,1094,3897
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",0,0,2,0,2,0,1,0,6,0,,3216,11036,742,387,2780,2701,1221,635,505,672,,2743,2400,14981,7881,4750,4072,5529,10312,4602,3729
740710,"Bars, rods and profiles, of refined copper, n.e.s.",2398,2738,5385,1551,1138,0,0,0,0,0,,18399,34656,23050,11535,9119,7561,7154,5701,4912,15130,,193357,211655,183272,147270,122536,145852,153469,140341,129210,228331
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,4849,5189,3177,2023,2686,3087,3717,2911,2264,4408,,73368,77748,78173,59824,53939,67924,103012,75675,58991,98332
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",242,591,10,0,0,0,0,0,0,0,,11892,12993,2355,796,1174,1005,1222,1411,1438,3283,,40580,37875,29823,26264,28876,32508,30507,27871,33676,37789
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,39,21,13,14,8,15,49,15,58,24,,10350,13999,14187,15927,17245,17683,14895,8614,7418,13395
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,0,0,0,0,,36,43,148,81,166,193,382,509,450,847,,64095,70045,73398,65667,70353,65972,70852,67503,75605,120642
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",0,0,0,13,0,0,1,0,0,0,,254,264,217,191,269,192,358,383,359,551,,4600,3913,4223,3516,3304,3340,4114,3867,4171,6159
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,3,2,0,0,,14491,153,333,336,46,120,39,12,5,72
750712,Tubes and pipes of nickel alloys,0,0,0,0,0,0,0,0,0,0,,1123,4948,5790,1780,3050,1370,160,1298,55,697,,42053,41223,25861,42996,32366,27735,31137,36616,62820,62996
750810,"Cloth, grill, netting and fencing, of nickel wire",0,0,15,0,0,0,0,0,0,0,,185,162,190,120,193,209,266,396,175,184,,957,1334,2230,679,967,888,945,1512,1380,1599
760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",373,369,729,274,217,589,671,435,0,0,,1010,911,900,976,813,347,176,121,77,342,,82296,69442,61782,60442,56990,62588,95140,82164,66305,90437
842612,Mobile lifting frames on tyres and straddle carriers,0,0,0,0,0,0,0,0,0,0,,36,834,50,137,142,147,110,90,66,80,,20429,24610,13546,19747,10301,25534,19743,12450,12222,8220
842619,"Overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting ...",0,0,0,22,0,0,0,0,0,0,,5538,4751,4555,9011,10290,2905,9885,4348,17305,1264,,71842,85856,22070,22713,42229,16950,18902,71013,94755,19572
842691,Cranes designed for mounting on road vehicles,204,0,0,0,0,118,640,0,0,0,,3836,6753,7602,2854,3094,6902,8736,7068,8589,12622,,130672,146613,154464,126047,145447,173401,198419,222344,199720,232595
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",0,0,0,0,0,0,2,0,53,0,,524,149,932,158,288,270,731,735,537,1143,,62875,48293,54917,59072,55452,69232,77621,70906,60270,88832
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",0,11,0,0,592,3454,1588,0,40,0,,1572,2999,1209,1555,962,3957,2547,1559,1901,2295,,7276,48495,45028,29224,45538,46905,34877,31349,40414,54703
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,0,108,0,0,0,66,45,0,0,,1518,2655,2557,2695,2868,5910,5863,5961,7412,8622,,8381,16985,15087,13009,11041,10677,14525,14905,13176,14960
842389,Weighing machinery of a maximum weighing capacity > 5.000 kg,0,2,0,0,0,1,1,1,0,0,,2179,2939,2547,2398,4105,2033,2116,2472,2776,2612,,3546,5590,5739,5125,3710,7419,6664,6535,7620,9576
844180,"Machinery for making up paper pulp, paper or paperboard, n.e.s.",134,0,0,2272,41,102,0,0,0,0,,93,247,1647,864,949,683,661,789,247,1374,,54607,51248,46995,47096,49759,75888,72655,56497,44788,53843
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",23,0,13,0,0,0,0,190,0,0,,497,81,416,123,325,445,818,406,204,237,,38553,23089,22476,15897,18816,13554,16537,21192,16342,23340
844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),0,0,0,0,0,0,0,0,0,0,,138,567,161,0,262,0,65,18,13,0,,9912,8612,0,108,2275,821,1915,2281,5970,15
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",0,22,141,30,221,96,0,0,0,0,,607,548,893,1084,574,1560,1050,1743,498,1108,,81425,94429,62372,44520,50747,64149,73538,68153,39761,44879
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",0,0,0,0,0,0,0,0,0,0,,2708,8407,5232,3125,2490,4288,5545,11840,15217,21060,,2516104,2612378,2517270,2023296,1986649,2016601,2289499,1856857,1618389,1622119
844511,Carding machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,725,211,268,25,443,38,98,96,160,67,,1810,3531,23141,11558,21227,5839,4288,2266,2270,0
844540,"Textile winding, incl. weft-winding, or reeling machines",0,0,0,0,0,0,0,0,0,0,,671,540,7,45,37,20,182,156,104,19,,10188,9725,8596,7515,8023,9925,5869,5680,10051,9806
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,35,0,0,0,0,1,0,365,90,0,,3,42,20,0,17,33,277,105,328,361
844720,Flat knitting machines; stitch-bonding machines,315,20,39,46,133,10,31,0,0,0,,484,412,996,135,258,257,272,136,293,186,,18203,13605,16367,7034,13093,13507,13735,13594,7405,0
844831,Card clothing for machines for preparing textile fibres,0,0,18,0,0,0,0,0,0,0,,641,410,330,278,183,139,180,206,201,151,,10267,10692,11189,12629,10476,12152,12735,10926,10719,18489
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",0,0,0,0,0,0,0,0,0,0,,538,438,575,315,436,508,564,625,505,567,,2533,7306,31688,47628,13246,19413,4725,4407,5978,4551
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",0,0,0,0,0,0,0,0,12,0,,733,871,42,644,2,2,10,35,12,107,,9226,10538,12456,4969,5518,5425,14053,11611,7913,13603
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",0,0,0,0,0,0,0,0,12,0,,108,253,526,44,232,155,771,272,615,928,,17364,11732,25920,21778,21510,34467,21780,39720,24969,36439
842220,Machinery for cleaning or drying bottles or other containers (excluding dishwashing machines),0,23,0,0,0,0,16,7,0,0,,268,988,774,525,758,869,727,1093,704,969,,37376,39634,26462,27952,26828,25404,39007,33775,37631,41604
842099,"Parts for calendering or rolling machines, n.e.s. (other than for metals or glass and excluding ...",0,441,0,4,0,0,1,1,0,0,,12,276,187,625,11,26,153,57,84,27,,10603,9593,12469,6908,3979,7013,7215,4730,3305,3109
842112,Centrifugal clothes-dryers,0,0,0,0,0,0,0,0,0,0,,463,434,311,163,234,259,255,307,273,306,,3474,1392,1755,657,455,340,261,1052,2455,5874
841620,"Furnace burners for pulverised solid fuel or gas, incl. combination burners",0,0,0,3,0,45,7,21,71,0,,10253,4079,7673,4710,4769,9874,4960,3512,6883,4834,,36783,47738,34760,28912,29784,27172,26989,24550,26196,32375
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",0,0,0,0,0,0,0,0,0,0,,3649,914,1450,667,589,398,666,234,695,1233,,7450,6954,5982,2020,1988,2261,1668,1733,6730,10836
841840,"Freezers of the upright type, of a capacity <= 900 l",0,6,84,1,1,26,57,5,20,0,,26260,35247,16247,7586,9563,13387,14571,14061,19401,19975,,122375,140457,149319,129825,125338,123966,158517,150917,230563,271103
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",0,0,0,0,0,0,0,0,0,0,,83,106,141,118,110,201,250,198,172,235,,43187,40712,36219,24399,22923,20210,21655,19179,16268,14760
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",0,0,68,32,21,34,0,0,0,0,,237,418,347,308,532,785,670,728,821,1041,,11171,11377,14129,10461,9306,9970,13608,11777,10032,10741
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",0,39,0,0,0,0,0,0,0,0,,3699,3132,3895,2337,5832,8027,9430,14625,10749,17564,,156890,122641,120749,91392,112752,165362,214433,164507,218303,238697
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,0,6,0,0,0,0,0,0,0,0,,1130,1191,871,970,1351,1263,1174,1430,1624,4595,,77531,72963,80997,48134,59205,59246,67852,60403,52262,69881
840910,"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...",0,27,0,0,0,2,8,0,1,0,,805,355,445,348,90,62,69,45,142,1075,,9403,6486,4936,6066,6940,5933,6236,7577,6535,9608
841090,Parts of hydraulic turbines and water wheels incl. regulators,14,0,0,0,0,0,0,0,0,0,,10358,9772,21249,13016,37953,18173,10350,6839,5467,21962,,72288,64326,38406,38609,30064,23234,34214,14999,8502,11272
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",0,0,0,0,0,0,1,3,0,0,,17,2552,1646,236,200,188,191,146,92,90,,1543,1221,916,743,1986,1624,1345,1513,1063,1942
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",0,0,0,0,0,0,0,0,0,0,,60,38,17,41,54,276,45,46,23,31,,4666,5872,6555,5822,7041,6660,8174,7053,5545,7063
611510,"Graduated compression hosiery [e.g., stockings for varicose veins], of textile materials, knitted ...",0,0,20,0,0,0,0,0,0,0,,250,263,545,922,651,1687,1344,1624,2206,1289,,44040,57578,61223,53292,37796,43399,40695,39554,32566,33505
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",0,8,3,4,0,0,0,0,0,0,,116,176,235,135,190,170,170,245,207,182,,8704,8100,7578,5493,5376,6958,7201,6971,4671,5863
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,1,0,40,0,0,1,0,0,0,,176,285,594,137,105,210,200,239,182,159,,52922,57905,56312,43284,44604,52689,52749,39615,35550,36487
620459,"Women's or girls' skirts and divided skirts of textile materials (excluding of wool, fine animal ...",4,0,3,0,0,1,1,0,2,0,,405,561,1045,2287,1143,1512,1553,961,690,810,,44354,34487,47849,42354,42955,42640,49569,77882,74944,75787
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",0,0,0,0,0,0,0,0,0,0,,2,1,1,10,25,7,7,11,18,16,,1849,1719,1537,1317,1493,1589,1918,1523,1363,1827
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",0,0,0,0,0,0,0,0,0,0,,678,516,711,776,1209,824,1078,1020,1771,2846,,1650,1963,2646,2326,4937,5264,5940,5310,2697,2804
590410,"Linoleum, whether or not cut to shape",0,0,0,0,5,2,0,0,0,0,,5427,3785,6287,4507,4353,4875,5554,6276,5242,7228,,32786,34986,34640,30417,33358,33080,39954,39310,40274,37751
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,0,0,0,0,0,,1,0,12,0,0,0,0,0,0,2,,2122,1536,5194,1968,2234,2613,3272,2438,3808,4042
510810,Carded yarn of fine animal hair (excluding that of wool or that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,7,2,0,0,0,0,13,0,0,0,,2624,3254,3705,3818,3629,3590,3600,3445,1543,725
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",1,1,0,0,0,0,0,0,0,0,,57,72,73,38,40,41,74,45,25,27,,3568,2903,2890,3544,2432,2341,2243,1916,1489,1887
500300,"Silk waste, incl. cocoons unsuitable for reeling, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8413,13642,13978,11141,9608,8367,10041,7030,6918,6873
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,11,2,1,0,0,4,3,20,30,17,,827,529,1280,603,742,1066,664,577,805,697
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,30,5,2,3,3,11,45,11,3,3,,198,120,172,117,64,76,166,54,72,58
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,64,16,14,15,73,48,36,95,158,313,,7452,7053,8184,6311,4572,3301,2825,2673,2152,1862
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,84,92,113,77,66,0,0,0,0,0,,82483,58032,49529,44598,39141,0,0,0,0,0
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,171,4,7,15,,0,0,0,0,0,19887,18122,20315,24847,30194
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,0,0,0,0,0,0,0,0,,249,442,858,1246,1745,1878,1927,4680,6279,14838,,26985,27298,29803,25594,29664,32201,28859,23643,21912,28344
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,212,375,625,182,296,393,533,724,379,418,,10263,13949,14232,11209,9594,9866,9953,8243,6502,6465
481690,"Copying or transfer papers, in rolls of a width of <= 36 cm or in rectangular or square sheets ...",0,0,0,0,0,0,0,1,0,0,,22,29,77,64,58,83,110,317,272,278,,2737,1775,2602,1960,3236,1328,1461,3565,2762,2863
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,0,0,0,0,0,0,0,0,,303,358,228,114,118,49,40,50,126,220,,6324,6371,7755,5881,5722,2120,2853,2403,2107,2555
482320,"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...",0,0,0,0,0,0,0,0,1,0,,1666,1625,1621,1332,1462,2003,1704,1917,1930,2594,,49943,56803,62408,55145,52508,56032,47520,57184,44213,57711
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",0,0,0,0,0,0,0,0,0,0,,301,427,380,301,361,568,593,625,501,513,,4212,4058,4608,4130,4630,3987,3593,3036,2482,3385
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",0,3,0,1,0,0,0,0,3,0,,3673,4075,4022,3576,4188,5133,5735,6129,6534,7128,,72228,68742,77980,83961,75335,92369,104106,101849,97611,126056
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,15,28,101,422,494,421,718,,36490,37280,42861,34069,32648,32219,34723,29585,25005,26162
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,0,10,0,0,1,0,0,18,9,2,,615,663,539,582,624,493,328,285,233,248
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,52,81,389,359,1522,1329,1623,1859,2145,2766,,20422,18876,19419,16843,16892,17767,20244,16972,15717,19008
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,0,0,0,0,0,0,0,,25,2,3,5,8,2,1,2,0,0,,2816,1136,936,538,470,518,605,410,495,586
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,4,16,,0,36,90,125,372,728,653,918,0,17
580631,"Narrow woven fabrics of cotton, with a width of <= 30 cm, n.e.s.",0,0,0,0,0,0,0,0,0,0,,352,392,321,200,208,304,324,460,350,561,,8852,6246,5773,5137,4484,3482,3064,2770,3133,3022
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",0,0,0,0,0,4,0,0,0,0,,0,27,12,1265,44,50,203,189,70,185,,6949,8773,11748,10397,13964,13254,11340,16369,12618,10430
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,0,1,1750,5275,12,0,2,4575,11449,13800,,2041,2543,4078,2529,2295,2441,3208,3177,2798,3841
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,0,1,0,1,0,0,0,0,0,,47,64,48,95,94,90,91,47,112,153,,12738,10857,12002,9903,11271,12710,15177,16514,10285,8971
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,7,0,0,0,5,11,15,11,12,,4349,3838,3799,8796,5541,5029,5662,7629,11084,12711
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,9,223,10,188,9,218,484,460,375,413,,11861,13035,13294,13742,13921,15391,16462,13789,10708,9293
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,1,0,0,0,,596,3128,4722,3527,4997,6774,8783,8508,8353,13818,,388964,404582,399638,331275,296216,301352,314940,274785,225233,287665
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",2,0,0,0,0,0,0,0,0,0,,188,304,243,399,195,333,210,485,504,1176,,164382,198060,229161,177380,155909,161000,167600,151525,140515,188635
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,25,22,17,20,18,17,,4788,5235,4084,3828,4130,4195,4397,4725,3582,1715
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,0,11,22,3,12,5,3,7,5,9,,4641,5058,5000,3872,3236,2945,2705,1868,1878,2322
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,80,0,0,0,2,,947,370,642,548,846,932,567,351,337,224
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,1,0,0,0,,49,57,74,78,164,174,278,302,436,520,,36927,38609,34790,24038,22634,21477,19651,15112,16866,19155
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,61,27,21,58,122,175,167,94,177,74,,1856,1972,1363,1116,693,1371,766,832,597,800
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",0,0,0,0,0,0,0,0,0,0,,1516,3878,3353,1167,1125,2768,2829,3492,2854,3906,,31950,46032,44053,24387,24437,26258,24405,23788,24049,26217
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,21,277,387,148,344,281,214,278,205,300,,11364,12394,10297,7601,8452,6468,5647,3987,4001,3185
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,13,24,95,71,23,19,27,34,14,17,,1461,678,992,839,671,495,673,301,609,315
