Product code,Product label,Japan's imports from China-Value in 2012,Japan's imports from China-Value in 2013,Japan's imports from China-Value in 2014,Japan's imports from China-Value in 2015,Japan's imports from China-Value in 2016,Japan's imports from China-Value in 2017,Japan's imports from China-Value in 2018,Japan's imports from China-Value in 2019,Japan's imports from China-Value in 2020,Japan's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",15931,16469,17984,13837,12889,14465,12295,12934,9988,11218,,348803,364210,416815,427089,425504,477567,591894,631064,732712,1021428,,43670,45936,45551,41513,40506,46324,43434,44406,39437,45666
950890,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling theatres ...",2437,2322,2435,3484,4564,6650,4586,5777,6778,11187,,60666,67857,79780,69195,62542,69026,75159,73611,45819,48897,,29333,42673,47676,50039,59397,236248,60733,117908,96636,94377
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",15495,14544,12328,9569,10143,9815,10557,9407,8973,11181,,198589,219437,231344,221174,199678,191588,210510,233390,236405,300189,,16524,15586,13454,10666,11246,11127,12027,10809,10697,12624
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),9610,19873,12577,18368,9152,14334,15647,14659,12870,11156,,92615,138134,171316,200526,215621,205038,219112,173801,121587,147109,,9664,20090,12615,27964,11865,31675,25028,24458,17052,14025
848250,Cylindrical roller bearings (excluding needle roller bearings),4214,4863,5251,6521,7131,10949,12043,9958,7527,11091,,157139,147188,250558,222828,185702,261290,240617,244153,194974,245272,,44936,41251,42000,42166,44566,51379,57625,54762,49730,54548
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",17046,13611,10511,10131,9438,8894,8616,8599,8649,11064,,78385,63313,94657,80720,87389,101212,110597,99510,97911,107125,,43070,44574,44970,41506,39785,42811,44314,43538,44096,46998
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",9306,9038,10984,8967,9118,9146,9593,10108,11127,11055,,111549,112011,127910,127355,125849,137781,157944,152251,195417,215012,,23321,19348,22924,22390,21595,21967,22980,27482,23015,22556
901530,Levels,5247,7584,7387,7029,6933,7986,12103,10560,11292,11053,,31406,46287,51276,56055,89415,104847,130414,129454,149460,233122,,8330,11162,11578,9729,9849,11067,14461,12906,13477,13626
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",42086,29346,21286,15401,15509,13939,12380,12201,9709,11025,,200856,204827,240466,234485,236583,193383,194652,206291,152720,136941,,171569,146031,129475,96860,99919,94255,90576,86214,70904,66046
841090,Parts of hydraulic turbines and water wheels incl. regulators,20266,9752,6133,9307,7472,5504,6657,4643,11369,11017,,408572,316957,284165,317493,329369,288530,216636,208732,176579,168047,,23367,12883,9541,14065,12293,10441,10583,7206,12802,15834
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",26252,24136,21694,24002,21866,19790,10046,10452,12680,11008,,48679,53032,59498,48442,33645,34079,46994,56918,54728,54631,,123407,121050,124522,112669,103987,116492,107183,102937,106938,119869
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",12991,10194,7647,6086,6029,6046,5993,5655,6163,10996,,78671,86446,112923,141564,158321,198279,212342,260724,329062,237664,,55247,44934,44692,43215,39302,43036,41903,44023,40321,60274
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",5047,3337,3647,4116,4514,5958,5647,7699,6194,10980,,15202,15326,16562,20237,19541,24211,25281,24855,23010,32951,,51859,54523,46214,44900,44763,47275,61084,78725,67462,97460
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,14782,10115,13956,10800,12481,12982,12653,15010,13865,10971,,4670,939,640,1963,1330,2651,2285,2210,9186,23851,,25925,17571,27177,15199,15373,16841,17725,17592,15455,12750
720230,Ferro-silico-manganese,2469,251,3,0,0,576,0,0,750,10924,,5315,25695,3594,2019,1103,7398,5616,5897,32752,144775,,290227,302170,321251,234256,201595,297113,334808,294183,236199,350296
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",8053,10476,7917,9488,7703,7634,13553,11237,8599,10882,,42302,51311,48208,38567,39201,45630,54923,55762,56611,60708,,18386,21377,17490,19367,22196,27539,33006,30897,27361,29251
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",7126,11516,12118,6829,7394,9502,6293,7698,11441,10857,,454783,441722,539652,586074,549777,740467,844899,1086982,1252572,1619928,,26243,31234,30643,27043,25441,29266,25304,30090,36141,30847
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",11680,9494,10086,10122,13029,11797,13365,11720,10849,10849,,91955,90008,100124,109115,114027,96634,124388,127175,156597,200074,,15375,13439,14095,14143,18383,15908,18724,17398,17759,17710
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,9442,6718,5680,4991,6427,8797,8766,9483,9471,10825,,34294,24538,29852,37736,41594,60351,77835,83635,85146,92603,,24384,23137,21345,21619,22235,20025,24736,23197,22488,22951
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",30326,34063,38853,20094,16441,16797,16575,12900,8499,10816,,5894528,3110009,274599,274263,230717,260554,178126,149009,187659,268058,,44936,53102,65176,36857,29221,28948,30008,24985,21228,20354
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",9880,9121,9098,8193,6821,12956,10054,9898,8181,10805,,418223,480946,477764,345899,454036,567998,426346,337669,367250,305736,,17452,17008,19618,16315,14105,23035,20438,18368,15142,17104
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",26590,22660,17752,15288,13199,12364,13830,11644,10682,10804,,651995,789582,933084,790485,760854,803626,905284,854390,862996,1025319,,45964,47131,48776,40141,42412,47171,52956,48361,47833,50263
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",12286,10203,10783,10001,8834,9256,8578,8624,9789,10794,,77840,82702,96242,100311,93394,102306,89323,92547,105548,137010,,14142,12037,12434,11546,10504,11016,9805,9918,11117,12803
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",11797,10962,13910,10958,10002,19513,18259,16322,27676,10738,,100969,120952,113788,98164,93458,92504,115581,103458,262229,180589,,139699,129487,122722,112001,108267,125356,129292,154472,200751,165028
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",3972,3978,4517,4813,5515,6408,6688,8994,6023,10735,,65819,73956,87700,78317,80860,90680,148134,148924,119239,143118,,85855,70388,79002,60135,61888,57576,121198,67141,48527,85874
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",9411,7737,11955,16489,17335,16118,16337,13439,12331,10726,,184540,164789,182229,177588,168108,192950,279475,272076,243394,259324,,70105,94858,92519,86998,73773,91131,90332,94584,91677,96604
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",19512,9320,7378,7770,8839,9722,9695,10378,10025,10717,,42519,39963,24574,24481,25926,52412,90474,75904,89176,129383,,138764,120069,129954,123253,83683,112370,144892,142581,88093,115402
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",7666,6581,6152,5850,5885,6277,7395,8527,8819,10710,,52886,56772,66593,58104,59106,67708,76990,86416,93525,125796,,29058,27851,28620,24781,24796,26095,29019,29155,30794,33254
620590,"Men's or boys' shirts of textile materials (excluding of cotton or man-made fibres, knitted ...",42364,63218,52438,37622,36984,24403,24702,23999,17638,10674,,191813,208127,194279,193342,204728,283647,399463,164215,102646,101725,,51926,80481,77936,70453,68982,50594,48567,49920,46244,29614
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",10835,10172,10868,12787,17553,10033,9845,12836,10831,10661,,139102,178562,178917,140067,145419,88681,82529,89815,66812,65742,,12449,11914,13451,16489,24733,16418,32375,20739,17688,15561
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",10459,8288,8292,7032,7596,9424,9343,9572,10351,10653,,132845,181948,187680,186992,180723,220123,244739,270887,280215,387793,,314799,162032,153869,147008,144481,167123,167786,185100,176436,191935
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,8458,14539,7769,8247,10637,,0,0,0,0,0,156534,182043,182106,216211,206239,,0,0,0,0,0,16494,25799,21206,16583,23249
950662,Inflatable balls,16282,15529,14289,10642,10083,10004,10347,9791,9116,10634,,665884,741107,753643,716355,640327,580327,585084,564449,475753,486544,,45878,44954,43530,36796,37762,36895,36347,38123,36137,39682
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",25116,24892,20834,17379,14356,12636,12414,13838,10784,10619,,38150,35456,32369,31014,29086,29772,31130,27852,28752,27758,,74551,67647,57896,49107,41074,47737,33741,38558,28255,29435
360410,Fireworks,22914,22654,25760,19223,15788,17052,18058,16875,11931,10615,,723683,771269,849567,846760,732045,719701,866317,799004,640674,731716,,30530,29290,31988,25023,23470,25738,25156,24717,16289,13472
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",3146,1514,925,2985,4029,2759,5000,6378,7411,10574,,105397,133306,108242,95621,108883,125951,156830,151578,124327,149592,,16337,14334,13330,13045,17026,13748,18420,20041,15576,20661
252922,Fluorspar containing by weight > 97% calcium fluoride,32206,16060,22346,19276,12910,10663,27273,26133,18458,10544,,112794,92139,72083,48663,48220,40747,80381,78077,29891,18492,,40476,18083,22747,20989,14314,15251,38041,38326,18730,21845
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",7703,7890,8665,7566,9376,9240,11035,11027,11962,10533,,283751,361501,102663,126864,116285,91766,73640,94107,98793,118633,,8864,9460,10105,8987,11234,11275,13384,14725,16580,15874
722490,Semi-finished products of alloy steel other than stainless,2958,4077,2302,620,4066,10347,16371,14924,11838,10518,,1628,928,1627,1880,6850,6379,10903,6174,1103,1638,,6252,4888,5382,3790,5270,11338,17416,18404,14575,12308
210610,Protein concentrates and textured protein substances,3822,4715,6580,6000,7756,6944,7249,6596,8202,10515,,174654,237326,239804,193397,190527,216698,295197,286971,363193,387298,,38813,36629,39428,35403,41838,42559,42781,39029,39284,42443
310430,"Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...",488,1210,1707,3351,1134,2466,904,5280,6326,10490,,696,687,42949,51262,13531,6847,4580,164571,153547,114887,,62627,59000,58599,60363,38457,44134,40446,42393,34768,38426
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",5641,6547,7098,7666,9335,9583,9881,9013,9465,10487,,137946,207373,156239,147902,123568,121745,136151,143952,149228,174431,,14740,17638,16839,17284,20857,21841,23554,25338,28813,31939
810210,Molybdenum powders,21648,12149,20261,7074,6328,10698,10805,8719,6771,10461,,35238,26412,37311,12963,8267,15207,17346,12515,11470,15088,,35328,25622,42031,20871,12092,17810,23704,16195,10809,18421
620892,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",21339,38032,34919,18550,13977,14928,12359,12567,8208,10417,,254906,328412,440574,501082,421873,346282,271623,257635,206560,373022,,23319,40038,36783,20160,15446,16828,13882,13794,9009,10974
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,9650,5949,6740,7644,10414,,0,0,0,0,0,364408,414527,435214,253698,503548,,0,0,0,0,0,13737,8036,9837,9319,15603
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,10429,8742,9616,9527,10398,,0,0,0,0,0,4193,2897,6275,6228,8110,,0,0,0,0,0,10429,8745,10077,9527,10398
950590,"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...",8761,11525,10588,9199,6951,7297,8009,10573,8465,10388,,309929,353609,484637,823808,922320,1501000,1750389,1935221,2068007,3175602,,11088,14238,12898,13221,13317,13491,15725,19613,11825,12710
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,4512,4416,4898,5055,10359,,0,0,0,0,0,50119,39602,34732,35873,33563,,0,0,0,0,0,852214,947439,801103,675811,1016731
283660,Barium carbonate,5415,2930,2975,2584,2672,2659,3264,3910,9017,10319,,66755,59747,58502,50482,45929,49700,61923,53812,49077,66459,,20404,20179,18034,19166,19320,18694,20014,18960,17935,20674
320419,Synthetic organic colouring matter and preparations of the kind used for colouring any materials ...,7556,7820,8330,9368,9657,11928,16836,17963,11440,10311,,99499,95128,107247,95733,94894,93908,128188,109349,95984,126753,,38479,35919,34358,33388,36475,40687,51495,55231,42861,42776
290532,"Propylene glycol """"propane-1,2-diol""""""""",1883,2518,4613,4715,6435,8801,12428,8632,6436,10310,,116390,147038,181388,150232,127422,139563,187995,150310,136485,291528,,24173,29127,34297,34133,31404,36683,45610,40917,32846,46174
731821,"Spring washers and other lock washers, of iron or steel",12869,14643,12637,10846,10132,10662,10629,9868,8685,10284,,56370,59058,54273,46493,46611,51082,61080,56524,55730,64563,,18918,21221,20738,18072,18544,18724,19308,18300,15874,19772
847720,Extruders for working rubber or plastics,4098,11183,6651,5350,6107,5356,11166,15417,7580,10274,,336374,324175,344255,376405,386025,429939,577418,573180,490415,609796,,47965,68179,46081,41278,33319,36600,50922,47278,49010,38370
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",38534,48803,18359,8189,8181,4865,4312,4766,7064,10253,,368885,380646,444701,406982,373884,423048,492432,489506,576492,759626,,73641,84520,47711,32338,29544,22383,22534,27022,25568,31541
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,73,6120,979,4709,10241,,0,0,0,0,0,901,1332,883,1925,954,,0,0,0,0,0,66041,85664,73773,94246,115893
691410,"Ceramic articles of porcelain or china, n.e.s.",5740,6621,5809,5902,6865,7146,7487,7449,7825,10183,,368166,375070,340550,397827,248564,361200,413023,504549,915493,1297692,,6080,7861,6065,6379,7290,7490,7957,7848,8211,10598
700991,"Glass mirrors, unframed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",7282,6170,6719,5981,7770,7564,8335,8732,7807,10174,,394845,425451,468084,455091,435779,452880,503904,569007,607775,657539,,14510,12829,14418,12530,13981,13906,14776,15621,13257,15933
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",481,623,6226,3118,1645,1918,16049,7069,19037,10157,,488565,551833,394702,247525,414956,267367,313339,301823,296629,260699,,997,4072,10719,10067,10623,8233,34007,18464,39262,35452
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",8534,6801,6290,6211,7590,6239,6071,6448,5891,10145,,385300,359538,297492,309002,328156,356415,338712,340407,296289,375849,,17517,13097,11966,13160,14819,13872,15218,19062,15433,18793
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",13863,14310,10051,10942,12218,11305,10811,8608,7784,10121,,43570,45574,49606,42215,42056,41146,50075,38548,37252,37427,,23383,24056,18303,18881,19258,19234,17786,16098,13589,15862
700231,"Tubes of fused quartz or other fused silica, unworked",7455,8839,9427,8265,8687,9120,12864,10083,9904,10097,,42221,33445,29341,30169,27940,32547,40207,50971,36588,30148,,36825,40044,41251,38859,40309,41422,50504,43734,34249,35323
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",10043,10797,11500,11582,10888,10998,11857,11321,9324,10077,,23214,25236,63531,127909,137153,204408,262588,131410,172123,201724,,14714,15304,15769,15469,14710,14933,15790,14946,11974,13308
