Product code,Product label,"Japan's imports from Korea, Republic of-Value in 2012","Japan's imports from Korea, Republic of-Value in 2013","Japan's imports from Korea, Republic of-Value in 2014","Japan's imports from Korea, Republic of-Value in 2015","Japan's imports from Korea, Republic of-Value in 2016","Japan's imports from Korea, Republic of-Value in 2017","Japan's imports from Korea, Republic of-Value in 2018","Japan's imports from Korea, Republic of-Value in 2019","Japan's imports from Korea, Republic of-Value in 2020","Japan's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",5405,4152,4383,1461,3395,3073,3575,3652,3927,3501,,112526,122649,129533,141180,120447,140400,161164,158068,146125,177475,,45494,50263,53703,48438,50036,50066,53558,55880,53451,64708
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",4923,1969,1641,1530,2664,2004,2636,2769,3065,3487,,95726,103007,105701,108180,126263,132918,123929,98692,87145,92650,,113956,99396,112162,97565,94845,91643,102206,84801,95156,113930
842010,Calendering or other rolling machines (other than for metals or glass),40,1509,460,307,655,513,16,126,0,3487,,20718,32140,28964,30138,62430,58688,116721,77458,81678,86988,,6912,6548,7353,6182,4927,5864,13434,7476,3192,7025
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,3225,2990,3169,3759,4335,3692,4310,4323,2739,3476,,7827,8060,7281,6325,5820,5283,5441,5038,3756,5021,,10557,9080,9754,10629,11030,9916,12174,12234,10784,11808
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",1443,1261,2171,1763,1950,2509,3258,3823,3468,3475,,16270,19537,23939,27647,22024,22855,23141,24613,25958,42828,,8424,9843,10638,9939,11510,17044,21012,23539,26185,35311
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",1508,1234,1270,1864,1544,2402,4631,3890,2515,3471,,90676,103843,135341,143518,105294,152723,166214,157699,207336,195847,,448669,433674,375777,304766,297520,288789,258668,281004,241741,304141
480540,"Filter paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets ...",4926,5480,4450,4530,3722,4060,4999,4869,3961,3456,,9692,9796,11866,10775,15146,17887,18154,19425,19174,22998,,9866,10123,8639,6425,5954,6606,8031,8031,7874,7999
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, ...",1980,2575,4017,3802,5123,4812,2415,2023,2741,3434,,19525,15177,17956,5137,4615,6109,7681,6800,7588,9541,,92744,88126,96988,92143,103595,110108,102235,93173,89011,106173
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",3622,2910,2884,3123,3366,3301,3588,3630,3246,3433,,38610,40369,42815,44552,39193,46087,49107,46898,64526,101751,,196999,180921,137529,123718,119871,122339,118061,118631,125787,108997
732510,"Articles of non-malleable cast iron, n.e.s.",1990,1515,2464,695,2870,3055,2223,2859,3074,3432,,67,261,591,1474,607,737,250,646,200,848,,110952,106165,78379,67026,71332,72818,79762,81237,69107,75517
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),3950,2634,3567,5194,6973,7253,7213,6582,4017,3409,,176015,182729,183124,170260,161615,160603,195074,171976,108027,123154,,24735,29673,42093,39771,42157,45805,51197,54105,39679,51115
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,7153,6952,7297,5561,5217,4926,3451,3073,2837,3406,,48398,54468,49904,46567,43604,47588,42313,41171,38490,50484,,246587,255966,255337,224851,221876,213536,215123,212599,199911,225198
960321,"Tooth brushes, incl. dental-plate brushes",2094,1247,1326,1108,1016,1241,2083,1495,2280,3401,,11801,13643,17084,26412,33862,24853,25133,20786,21453,21513,,105372,99929,94894,103830,119605,122128,120362,125322,115629,120418
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",11084,11238,8726,5705,4935,4202,3653,5393,2760,3388,,166676,173582,164153,141456,137567,136636,142450,138016,110990,127335,,39606,37868,35082,32446,29416,31579,31136,37824,32902,42193
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",682,1354,1953,2612,621,5099,4878,5591,2503,3381,,1819,3088,3418,10375,15675,8787,19294,23369,98624,76699,,83807,86769,90636,85593,91593,101770,109539,114932,118289,145070
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",9557,5341,4597,3642,3011,3360,4174,2919,2078,3380,,23446,21311,17460,17029,18088,18873,16089,16011,12025,13447,,30748,53087,93265,76440,47904,48541,53010,45888,17141,11724
720292,Ferro-vanadium,15503,7091,1804,2054,6984,5384,23138,10663,2654,3378,,54954,26424,27311,47470,35607,66485,140757,89288,36173,88902,,72987,83516,83702,59058,42110,70202,231126,163275,45629,74969
850140,"AC motors, single-phase, of an output > 37,5 W",6293,4323,5345,4683,5275,5535,5130,4373,3439,3360,,70690,63042,69214,47392,38725,54791,63911,65119,71105,75043,,103120,87082,63755,57811,56613,55114,55330,49681,44328,53059
940360,"Wooden furniture (excluding for offices, kitchens and bedrooms, and seats)",3690,3370,3206,3503,2851,3181,2250,3625,2774,3342,,17672,20469,30309,21066,19149,17614,17690,24783,20975,19469,,1427465,1317482,1310771,1130949,1098141,1115972,1138172,1154829,1136014,1195922
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",2665,2566,2607,2693,2912,3433,3597,2859,2429,3337,,53526,56677,54736,51949,51356,48153,41692,45327,47497,54544,,49651,44799,49243,46597,46109,47830,64939,68323,59937,71326
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",2290,1765,2672,2218,2949,3219,3310,2978,2497,3326,,16715,16297,17181,14249,13617,14006,13777,13820,13986,27306,,14073,7630,7788,10732,12406,8488,6513,8914,5776,7128
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",2671,809,2473,2595,3812,4370,4474,3839,2802,3317,,2652,1036,2522,3788,4551,5414,5571,5277,5557,5606,,10924,9472,11635,11783,13477,15877,17620,17604,15040,15108
560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",932,1349,1476,1707,1865,2226,2452,2927,3255,3314,,23017,35838,43808,34018,31831,29376,31929,35726,39562,44578,,48165,44484,46489,46122,45763,46598,45949,50637,50124,46357
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),3535,4147,4032,3986,5856,3691,5040,4679,1787,3313,,214599,182464,171932,176213,194768,193153,210853,198050,196669,225735,,88399,88605,108587,116673,111652,115484,136290,151152,126683,142921
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",4213,3620,2545,2548,2318,3413,2546,2291,2237,3281,,38315,36787,36833,40009,38295,49268,54964,59335,52570,64266,,21952,21463,21943,11500,12405,14961,20078,23342,24255,30342
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",1328,1247,1092,747,684,672,1312,1322,1711,3269,,3866,2896,3977,5374,4207,5332,7775,5526,7021,5516,,49892,54122,52693,45492,36950,38405,45345,50763,57203,71002
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",2597,6829,4489,3920,2066,4093,3021,255,5,3264,,67466,66171,76640,103395,128331,160059,104997,29104,28742,71818,,9358,28021,75268,5074,9311,34248,33521,16241,1407,8424
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",4250,2464,2682,1701,2851,2932,2675,4295,3952,3261,,32889,16610,13354,13755,24108,26731,30558,26272,28779,36728,,639404,427143,500395,487276,570170,501440,531279,571450,416814,557231
730721,Flanges of stainless steel (excluding cast products),9004,6215,7301,4496,5753,6466,5614,4772,3933,3228,,70073,53165,45011,41464,39979,35253,60034,65182,49797,55822,,91716,82334,84075,73353,72825,84906,102143,81934,69188,85398
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",5437,5067,3947,3333,3439,3401,3678,3632,3523,3227,,4397,11218,6836,6612,4813,4450,5172,12351,15041,16232,,34695,31752,29222,14853,15869,15423,17607,18739,41346,24565
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",0,0,110,0,0,697,0,446,1152,3199,,971434,802838,807894,799896,770185,656013,376002,406328,356409,285548,,7435,7687,22356,11291,4079,12968,13893,19598,21942,22202
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,734,2149,2466,2074,3190,,0,0,0,0,0,4527,50906,71824,69899,84187,,0,0,0,0,0,7896,11871,12410,10409,14212
854720,"Insulating fittings for electrical purposes, of plastics",9823,7063,6731,4958,7212,5770,4814,3191,2219,3183,,133612,113464,108600,98938,113975,136802,146522,139091,148600,185020,,59059,58960,66571,62343,75806,66948,68918,67737,62183,82377
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, ...",2401,2440,2517,3034,4108,3958,3577,3415,3245,3174,,55563,57686,60998,61616,53923,51335,52871,51711,43584,51199,,20767,21531,23689,23571,30960,28664,26020,25833,22184,21393
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",131,1495,2669,490,277,206,642,760,1100,3163,,16942,38396,36138,34167,35777,56606,64544,54275,56348,64265,,46631,58075,68050,98088,93529,89921,101733,103663,90017,103287
830820,"Tubular or bifurcated rivets, of base metal",4050,3120,2572,2374,2776,2826,2626,3000,2516,3152,,13975,11360,9944,8332,8445,12263,11379,8177,6605,9696,,13778,14488,12969,12493,10795,12984,13238,13716,11676,13257
940120,Seats for motor vehicles,872,2757,2687,2963,4238,2594,3121,3298,2516,3140,,11236,26418,13923,15450,18034,9291,17999,13566,5520,11006,,84189,80187,75439,61939,62612,62031,75050,67014,74167,92641
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,1677,1515,2556,3545,2132,2037,2114,2189,2975,3138,,15377,17647,15987,15848,33404,30997,59390,41535,63788,86378,,26693,20714,24064,26760,28615,30064,39179,55714,38197,47325
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",33,53,95,1223,3886,2134,2428,2614,2762,3130,,12687,10321,9061,10123,9931,8665,8116,8105,6976,7746,,70289,67540,71895,55554,52081,52968,51724,51768,43547,54585
400821,"Plates, sheets and strip, of non-cellular rubber",4541,3554,3446,3117,3529,3459,4129,4021,3040,3123,,27304,24248,21556,21023,20128,19661,21811,23839,20947,23535,,52133,49059,43547,43420,43153,43056,40768,40000,36258,32618
845650,Water-jet cutting machines,0,0,0,0,0,1110,2157,2279,987,3120,,0,0,0,0,0,25858,28717,27691,17956,29400,,0,0,0,0,0,3112,3644,3458,2091,5249
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",116,1145,554,1856,3342,285,669,1778,7941,3114,,37484,97671,60265,127467,67292,101916,17929,25537,57068,43481,,997,4072,10719,10067,10623,8233,34007,18464,39262,35452
292250,"Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function (excluding ...",1799,988,1714,2007,3204,1394,2773,4014,3673,3088,,5839,5774,4590,5967,3887,2834,5148,7583,9929,13698,,97979,109689,105147,84816,82512,81166,81095,94573,85766,90841
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",3802,3703,4643,4652,3899,4672,5326,6512,2579,3065,,10621,14827,19465,22504,29177,29882,32698,37778,30210,26277,,19073,24265,24215,25576,28991,38644,40211,49719,44182,47801
290619,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or ...",599,1083,294,327,451,1207,1488,2146,1275,3048,,6044,7360,6631,5574,5474,8582,12427,8690,8822,13441,,84750,43137,16571,16402,18280,22487,32432,33038,24039,34738
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, ...",0,345,827,726,628,1132,390,718,378,3045,,69954,12849,15114,9138,37846,43834,13378,7067,6687,11187,,1552,451,2652,780,649,1184,452,737,386,4827
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",2800,2548,2559,2456,1998,1795,2125,2143,1761,3041,,2021,4341,13043,15218,32077,32605,37000,32253,27949,37828,,54370,43835,24522,18866,19239,14987,23231,36275,36989,36316
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",3616,4568,5509,3725,4417,3116,3689,3083,1228,3034,,140667,96968,105716,63874,62890,41715,43996,58779,71736,74862,,496248,530783,525339,615760,675269,792960,791574,714110,579335,642443
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",3481,2911,3950,4606,3850,3642,3315,3103,3610,3033,,28479,36293,44302,44230,43050,45566,57962,60914,58783,57775,,33848,32921,39072,37854,34555,35310,37539,53997,59319,59963
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",25,0,18,0,20,2,213,308,1049,3020,,173,313,273,2095,2775,1694,904,2833,4301,4820,,31004,30163,23419,19893,21492,31690,27508,29846,29304,42613
481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose, coated, impregnated, covered, ...",3834,3793,2576,3327,3917,4669,4998,2984,2866,3018,,28398,45322,51078,41505,43625,61160,90661,113841,105890,110524,,46499,42859,37337,35030,39612,40941,38197,33484,31960,35535
950450,Video game consoles and machines (excluding operated by any means of payment),216,180,41,102,390,515,127,941,957,3015,,721,1099,1651,6534,817,5580,1780,2636,2346,4101,,1879812,1622077,1428715,903613,972758,1784287,1641039,1371116,1506316,1687172
790700,"Articles of zinc, n.e.s.",2592,2040,2194,2769,2906,3824,4479,3303,2935,3013,,12214,12805,19173,10921,11135,11627,14729,7940,7589,8404,,33227,27778,31765,30183,30095,36011,43746,45516,42895,45073
732020,"Helical springs, of iron or steel (excluding flat spiral springs, clock and watch springs, ...",3964,3045,2805,2653,2915,2908,2883,3372,2991,3013,,28045,30750,34468,39401,46360,47825,54680,54561,52113,57657,,44018,40041,42472,37464,36699,40696,47003,50115,39191,43995
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",3167,2963,2549,2827,2532,3077,3486,3302,5317,3006,,395051,476849,391808,335293,238332,257956,215463,215725,206483,93276,,39351,40011,38521,38531,37007,39227,38970,46148,49767,60975
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",1717,1459,1346,1075,2758,5391,5967,3361,1279,2992,,161957,159595,141811,118766,117441,137528,152883,141471,149642,181093,,35521,31484,31821,24569,25303,30731,37853,33838,28951,41819
842810,Lifts and skip hoists,3711,4420,4346,3636,3099,4495,5426,2733,2504,2991,,168485,159288,152836,150589,142620,168216,141361,124046,86661,91195,,29220,27111,32076,26117,26547,26333,26010,25737,21084,20815
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",2721,3300,3894,3157,3824,3477,3785,3576,3368,2990,,19601,21966,20931,15905,17117,17635,16947,15582,13298,15974,,176945,163968,160756,143687,150972,152795,162947,167257,133343,131446
847130,"Data-processing machines, automatic, portable, weighing <= 10 kg, consisting of at least a ...",193071,18370,55125,31086,3845,3034,6995,6970,2431,2989,,1558203,924736,514962,207999,121441,148559,165630,180709,143069,163340,,8112151,8141275,8734593,6598812,6100784,6948578,7058312,8230897,11359563,9919444
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by ...",2348,1801,2629,859,3604,3427,5767,6447,6384,2988,,59077,58317,65640,58361,57399,41925,58257,61983,50147,56904,,10047,8657,5375,10675,12394,13297,21176,16767,16523,10410
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",1625,2221,2218,8320,4551,3063,2818,2545,3832,2976,,72976,59460,73894,32352,24168,40773,25840,48432,21037,20151,,12756,12739,17641,18915,18766,9484,11083,28053,24210,48444
293369,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused triazine ring, ...",1916,3298,2269,4110,3934,4080,1909,3055,2115,2975,,18175,28024,24486,26435,35952,28597,34908,51170,53397,61504,,115804,114571,125860,112192,175695,129363,165705,119142,79937,117848
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",4173,3235,2240,1933,2477,2309,2785,2659,2486,2972,,12149,11335,10944,12655,12114,11738,13402,15580,17836,18788,,40100,42530,35150,35805,36229,38123,47980,47241,46599,54544
170230,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter ...",3132,2967,2914,2532,2745,2609,2584,2800,2814,2964,,4304,3681,5479,5792,4363,4337,4350,5020,5790,5985,,10260,9955,9031,7050,7152,7263,7402,8409,9148,9341
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",238,285,445,614,376,422,501,873,1315,2953,,95286,132592,75657,112616,61757,34637,37829,34914,37544,35610,,73641,84520,47711,32338,29544,22383,22534,27022,25568,31541
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",3707,2740,3226,1767,2437,1578,3370,3876,4096,2944,,3942,3767,3953,1888,2641,1896,3508,4316,4394,3297,,52101,45539,57250,53825,52598,50846,58499,62799,67451,64863
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,2557,1795,1492,1186,1243,1606,1870,2132,2680,2913,,10173,5162,6528,6277,9900,14675,11857,13643,9429,11446,,27785,35758,38259,28655,35006,32405,43489,36071,31811,35025
