Product code,Product label,Singapore's imports from Japan-Value in 2012,Singapore's imports from Japan-Value in 2013,Singapore's imports from Japan-Value in 2014,Singapore's imports from Japan-Value in 2015,Singapore's imports from Japan-Value in 2016,Singapore's imports from Japan-Value in 2017,Singapore's imports from Japan-Value in 2018,Singapore's imports from Japan-Value in 2019,Singapore's imports from Japan-Value in 2020,Singapore's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,71831,68578,79447,72416,118277,114106,71327,47331,46529,127403,,701590,512970,694970,599068,641788,1043991,1498329,1126235,1440515,1728008,,232970,282704,305842,274153,423691,368913,331893,295160,286547,533859
252329,"Portland cement (excluding white, whether or not artificially coloured)",176129,172522,178314,195497,156895,135085,144252,143038,87772,126164,,191562,191883,202932,225761,208935,197049,181480,180216,155650,188576,,330338,341483,351373,337647,239624,184144,191993,212350,145364,231205
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",173184,129049,132943,109376,116181,157263,143696,132463,99897,120335,,4839268,4370141,4249763,3907024,4300686,4936728,4713083,4353913,4021326,4401146,,1469493,1353525,1439711,1309489,1200707,1305879,1384861,1157085,1049046,1333739
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",68896,86145,92713,52749,47802,97122,86584,83061,79616,112077,,4816193,3780427,3010663,2841352,2682212,2419975,2109719,1958675,1660903,2028018,,579404,645127,684966,443014,430223,628745,453924,486314,405298,676940
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",125735,118512,180807,325789,434718,417934,370330,235545,124061,110438,,50543538,49172269,48588331,48487546,55726997,48063707,49394851,49845528,39139054,39410856,,737743,732337,889242,997314,1155159,1039746,1043564,823237,436690,491977
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",114366,105980,107179,94436,97784,104152,104721,119613,106103,108972,,2663463,2226729,1790278,1505854,1465354,1812839,2044114,1933217,1637909,2078857,,689306,918603,740795,636573,632269,669077,794644,709145,646981,685750
848640,Machines and apparatus specified in Note?9 C to chapter 84,67471,75642,71506,58107,139368,126734,100461,79283,92512,108343,,1154300,880532,941290,889524,1102677,1400828,1494680,1425698,1482298,1889755,,188953,169799,180764,213333,256124,414612,482870,346148,496157,819263
852580,"Television cameras, digital cameras and video camera recorders",566101,420743,349799,230773,209251,283542,225929,148027,103148,106682,,9331489,5891055,4547778,3646031,3566229,3433771,3239334,2727070,2395651,2639579,,1302958,1121103,954246,753061,619294,746818,726467,657970,536540,703569
848210,Ball bearings,206264,93158,109057,114828,104876,109265,103209,100399,72955,94455,,2099110,1806441,1940458,1660656,1631289,1840646,1948139,1787428,1449852,1999899,,668111,563215,564750,506845,487964,488607,479876,451623,324780,366922
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,25607,64072,22186,91602,,0,0,0,0,0,10710065,11071157,16315948,18239044,19084523,,0,0,0,0,0,0,25752,66071,40371,135265
853890,"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...",106469,166494,124543,73931,85626,105762,107397,87688,69627,89564,,3450910,3051982,3023595,2588210,2717099,3007350,3007832,2779823,2569394,3051101,,618776,722653,639981,580580,603018,599540,645755,728855,624895,769851
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",108720,113088,79962,232804,340226,283200,328586,183616,99179,89233,,3911542,4290059,5135990,5050134,4756115,4172000,3875794,4428643,2961241,1592560,,5235287,5022570,4217285,4381924,5060008,5920649,7069759,7515708,4815695,4599831
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",28376,46585,150897,138001,209690,175688,139708,163542,94527,87006,,1780379,1658510,1905092,1724152,1712004,1864177,1950214,1970692,1828092,2262500,,52517,74601,193718,181898,267591,251385,165095,210295,120910,102301
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",46005,42221,42262,40304,50212,55048,55265,44906,58488,85440,,2200916,2011256,1855265,1701753,1866677,2023503,2114436,1915582,1837107,2134211,,705981,704108,810674,678342,682914,588932,702353,750230,829260,911871
870322,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",13168,3979,34112,167499,419676,254876,205940,169358,45848,82234,,8021167,6803802,4949131,4930431,6090438,4185856,7018835,5502329,2680999,2997833,,95082,64318,116043,337688,706184,501369,467241,397706,248551,287970
854290,"Parts of electronic integrated circuits, n.e.s.",197246,170359,193186,129616,107782,73156,80686,71349,96553,81282,,2658241,2080385,1946253,1788021,1670657,1683931,1725125,1768258,2373182,3525895,,3492302,3491527,3788795,3463894,2968745,2205275,2060387,1616201,2442639,2925658
848610,Machines and apparatus for the manufacture of boules or wafers,89655,52128,41961,43299,64956,36096,38438,29620,41584,78954,,915012,571242,648288,546658,774842,792380,898338,947973,917117,1340414,,134145,138035,106206,89910,119968,115808,93308,90953,105879,467429
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",73037,75429,77441,57749,67206,82795,85357,82307,71319,74325,,2730626,2636017,2637034,2356921,2581946,2687816,2858834,2895876,2827755,3354856,,146938,153828,149022,119477,124296,143577,145079,133203,118334,125290
845229,"Sewing machines, industrial type (excluding automatic units)",98617,103344,117818,106093,116350,85722,107850,86721,38234,72438,,213900,195950,210122,184819,190302,181772,198539,151057,90740,158674,,165586,212211,269821,254188,271291,212581,268893,226241,99807,203215
847950,"Industrial robots, n.e.s.",22249,23742,20968,18084,25179,33672,21826,13684,13048,69461,,1447595,1247689,1452403,1437388,1627572,2206593,1995792,1592161,1723293,2377328,,58398,50507,48487,53594,50842,68819,72668,65958,57323,125314
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,41460,35598,32892,32086,31411,44488,49830,46599,60988,68705,,1211158,871629,923983,996663,927046,1328902,1359412,1308664,1471363,1763480,,583945,548373,512239,441867,502109,493093,515041,546775,744008,810945
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",44500,38233,36403,35348,47751,50112,53626,57194,55047,67980,,1961484,1761910,1728542,1603437,1699088,1845083,1993181,1991418,1938278,2167010,,703542,713575,669980,638833,671422,814241,855507,933778,876946,1015717
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,91187,179221,57103,67765,,0,0,0,0,0,1724118,2765223,2588951,2188795,3623523,,0,0,0,0,0,0,253630,488981,221069,299153
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",49487,29934,29388,28175,48705,47807,38973,39729,52265,66077,,3069935,2896061,2590659,2129965,2303947,2607697,3017114,2824728,2945035,3906648,,230210,200295,166404,226998,245638,279682,336820,321035,324269,440262
841290,"Parts of non-electrical engines and motors, n.e.s.",7766,12459,9622,8079,6063,7694,16785,18171,22987,66071,,265645,245106,243888,218846,224954,241080,291465,259427,250889,325718,,110130,247625,166346,169781,145118,101734,116244,101362,92722,144509
847590,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, ...",18431,18980,10265,6367,124,293,98,21,20,66046,,466110,427904,410201,349824,539088,317841,459298,411279,330291,954961,,35020,34181,23447,28523,82051,101992,137038,164764,365037,614000
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",110883,183948,87683,66251,49877,30889,104006,55793,52336,66031,,2394879,1800837,1664899,1478428,1134363,937630,1598357,1511982,1235856,1871661,,493456,595970,432844,161731,119661,88100,245236,219491,130858,147361
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",57366,56035,46167,42035,39152,55918,60655,42284,38564,63282,,160465,170005,171484,146130,145384,178184,204476,178883,192765,288066,,180848,181925,130816,109584,87459,140124,147861,98625,102677,169526
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),66677,50918,51983,45905,45729,54296,46340,59041,64052,63281,,1248210,1049699,1142655,967931,1031667,1162131,1352380,1505529,1733593,2015537,,1571841,1708998,1797377,1611244,1331882,1398432,1703334,1690366,1710925,2306996
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",41254,31683,40283,35378,31855,50263,58837,51742,36442,61991,,1027325,685252,791676,708933,669489,763121,822958,777910,599093,762813,,141090,95448,88678,83672,72848,92810,107672,96578,78868,128320
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",106281,99485,104805,83715,94527,90589,96645,128945,69676,60698,,1230358,1229205,1169294,1157825,1148026,1167403,1276358,1300457,1362315,1457168,,1092661,1446556,1524900,1375932,1395114,1329135,1328190,1384078,1686132,1194343
847989,"Machines and mechanical appliances, n.e.s.",249102,72543,42945,89507,92021,103020,114261,110010,72267,60651,,6500233,4594694,4824130,4142174,4539473,5446369,5564167,5269198,4823279,5400940,,759158,585962,539417,481101,467032,520374,628941,737023,712519,1007466
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",27617,41842,40851,40919,40380,41319,58295,54125,47752,59971,,2192601,1962610,1980391,1776514,1852565,2184618,2066337,2018692,2362543,2756433,,198070,209833,221004,185979,197499,195968,234901,235843,206241,259365
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",26357,17343,16453,23206,26791,38561,40168,30836,37344,56958,,1789735,1482786,1419222,1079961,1136668,1147645,1230727,1096496,883936,1010781,,142985,135099,120538,116320,116163,126088,133497,147456,160895,220479
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",23428,26764,25154,32658,38067,59061,56367,40328,64259,56791,,787243,750234,748714,686898,788739,848313,891745,865948,771146,940249,,383806,526225,511810,413867,352032,416982,416158,445841,465438,451600
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",39013,37405,35065,30306,39358,39315,52966,73100,52052,55402,,1880549,1744325,1793243,1703795,1923727,2007127,2254335,2410488,2298719,2856208,,690653,759920,701463,606149,649133,612823,713707,677289,658509,791761
761699,"Articles of aluminium, n.e.s.",73992,76994,63180,56254,56838,67373,90802,42576,45509,53411,,214292,212930,198317,182159,187399,209583,254673,247127,313320,370617,,373731,360643,339734,303797,316084,263644,363385,302024,319877,385519
382499,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",0,0,0,0,0,0,38774,32753,38992,52399,,0,0,0,0,0,3630937,3907464,3602200,3593527,4523438,,0,0,0,0,0,0,356613,346270,342538,409348
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),24570,25202,22531,17098,14075,14866,15634,15471,38607,51926,,248726,234827,237106,224509,225992,205239,210057,221546,317217,433729,,307991,282093,301089,259114,248092,272411,306790,315800,364461,498434
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",100660,82278,75065,81652,75223,71602,80670,48453,32146,51168,,5832186,4725687,4535930,4031915,3912765,3882194,3955824,3532115,3441502,3822637,,728636,838377,967621,1391527,1250264,1064110,1185708,1027130,1028223,1426874
902690,"Parts and accessories for instruments and apparatus for measuring or checking the flow, level, ...",9876,12477,35655,25600,20079,40089,59002,42180,54513,50966,,377037,348203,379443,345557,358458,404738,436349,351440,461570,760067,,245378,210635,223714,207734,183999,165842,191688,170266,163876,163662
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",24025,15937,22662,30568,19344,23593,21931,33588,43680,50650,,3215557,2813145,2870431,2387025,2649395,3216581,3243433,2754691,2616653,3236128,,569206,677830,690970,730168,721403,729213,938227,1122284,1062679,1372680
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",39,0,8,38,2685,14070,11300,20230,22246,50518,,25767,30197,35176,17674,32343,45048,50248,55006,68312,103642,,5931,3974,16332,26636,83873,112767,126224,379461,588471,1046857
710610,"Powder of silver, incl. silver plated with gold or platinum",10475,22709,61807,143724,172107,113661,106982,59589,68412,45686,,1031166,1024680,935067,795854,1168299,1137753,843826,914987,1285718,1631220,,27713,49455,119147,187364,259911,309183,275388,133477,127537,107156
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",42491,29277,23680,24666,18431,27504,28356,16924,20828,45502,,2245933,1810450,1640312,1594261,1729991,1898197,1871509,1702331,1779309,2102258,,328537,334787,287261,239294,257205,264535,396621,448033,420106,732376
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",54492,62371,44287,41241,39276,48334,50262,39273,43478,45374,,1118375,993488,994584,926994,1012453,1099375,1170819,1003165,985966,1199299,,203269,238802,212460,277717,320162,368974,396076,356299,395458,556330
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",95722,76108,54593,57773,62311,90010,66557,38846,25785,45371,,148845,100821,74398,53308,59763,70583,83701,70678,74967,70040,,262722,176322,159657,185785,175304,251460,284017,199323,170327,229140
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",962,1262,13872,13424,22427,20025,21118,35133,18600,45251,,483,410,622,993,790,509,2858,1706,8703,15533,,1140,1550,14356,16801,22557,26574,24694,38996,22794,64736
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",46330,25558,9748,7235,10597,5553,15344,10768,23287,44323,,383313,332660,211757,209660,149423,136540,174971,177843,184511,262490,,165070,102165,63763,28442,26627,34864,65136,58659,56783,93549
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,73483,56513,51971,44347,47391,53687,44781,58332,49011,43321,,6096273,5544151,5111633,4342886,4507919,4752871,4904977,4669664,3866279,4704867,,148435,123595,120714,109369,102845,105093,102362,105140,87802,93988
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",14164,22797,35223,31988,28545,28284,11257,7832,23070,43180,,954030,820274,776920,638514,562872,673199,736944,611085,425153,797638,,74372,78529,71126,55787,45122,56599,73253,61138,46238,91984
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",29264,23255,25184,19980,17701,16947,15618,20963,25660,42299,,3315846,2931950,2731860,2326533,2091920,1920482,1972977,1890080,1499539,1876580,,175530,157505,168044,147032,133031,143383,130391,133497,118361,155647
820780,Interchangeable tools for turning,22458,15400,15469,21396,30454,35552,34130,28594,28764,40833,,245236,224977,231206,229352,261842,293653,302757,291767,297380,364755,,26549,18953,18374,23065,32024,38333,38174,33628,32486,47462
841199,"Parts of gas turbines, n.e.s.",66450,64083,42332,42510,41820,52489,60888,15814,81083,40789,,1671296,1479186,1126880,1217212,1337906,1166024,1384250,1266756,1406211,1487130,,881875,852924,1007686,904508,956842,1672789,1295120,1474097,1421896,1708025
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",36325,36719,24245,19962,28801,43527,44890,68147,41046,40547,,129797,107357,129132,119203,123397,137958,129776,115726,124293,132223,,74629,83560,72010,62843,70274,94252,111896,125671,101505,96996
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,0,8705,11631,25512,40099,,0,0,0,0,0,575071,643971,682523,1665821,1641918,,0,0,0,0,0,0,404186,393936,469931,588792
853400,Printed circuits,39133,21612,27217,23971,21962,23822,26688,31648,34646,39713,,3374478,2632669,2447663,2232890,2292242,2583379,3107340,2763492,2798802,3041081,,822763,750782,726454,636744,587696,597727,673543,638617,835161,985036
390730,"Epoxide resins, in primary forms",80298,69275,63355,60094,39265,42130,37494,33996,33687,39096,,532772,479711,462952,398797,456566,474676,500122,480741,496901,607500,,212451,183595,179179,166834,117100,120986,111242,96643,85379,116430
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",75736,73551,90093,62093,57673,54583,51228,47020,28807,38557,,752716,703374,767462,737215,736380,798627,915951,812166,701028,899920,,305417,297438,273793,209509,195059,167452,182889,163893,104445,128794
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",18806,14252,10435,11999,8668,8782,9104,12688,54637,38515,,149856,107033,117206,110391,116940,112340,117018,132723,130495,142392,,116775,88464,66074,56909,51459,52162,58843,67906,132957,202882
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",48396,52491,35813,29280,52301,25207,20886,16830,28170,38393,,579608,510827,553367,500737,534459,713998,772174,757096,820461,1152444,,449497,363549,283850,267931,441725,356670,333823,281746,323620,495981
291532,Vinyl acetate,5482,0,6324,15690,31302,31158,45009,40870,17926,38330,,9096,2362,18118,25903,43607,50356,75713,77539,46288,101841,,74563,53148,44314,22904,34140,31323,45046,40919,18005,38424
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",6881,8264,25185,29037,41159,56053,48486,57840,73624,37710,,392208,377712,399045,386419,404554,493118,503166,582416,620509,621323,,73899,84630,114459,157929,137804,181663,218391,268330,261957,295029
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",36873,15455,11507,8020,18993,20869,21188,17441,20371,36774,,462640,411693,426943,373182,368479,418942,538558,438731,430612,424454,,203777,188141,152995,166843,278959,167548,146838,119124,181676,180775
950450,Video game consoles and machines (excluding operated by any means of payment),10125,6182,11276,14859,8397,7101,9878,15459,16668,36351,,925063,924852,751503,444790,590963,1492819,2319022,2121841,2718615,2865835,,258037,222023,201498,148968,112718,114735,128891,143820,107501,155956
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",7892,4463,4986,3263,3102,2223,39132,29242,31199,36288,,2922154,2360659,2419739,1886539,2019132,2527459,3135938,2970964,2640170,3422000,,155267,169547,137710,100889,116466,103387,120787,105646,96731,106726
854110,Diodes (excluding photosensitive or light emitting diodes),35671,45413,49846,49635,34128,47863,41885,27057,34600,36141,,777168,727223,721632,615587,630799,715546,696267,680644,617297,717382,,451280,444943,438117,492021,465711,502099,554697,462318,413110,621831
722692,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...""",59070,53928,46656,29427,33409,37503,42757,35465,29970,36134,,81710,78495,101613,98426,112156,113115,141567,121201,111194,141180,,64887,59255,53007,36073,35252,40231,44060,37257,30786,37355
841410,Vacuum pumps,8109,9823,10848,8871,13428,19091,20277,14373,29276,35525,,359737,347951,359568,374733,479002,641741,621730,523763,619261,773113,,69494,77656,89528,122031,191500,128819,135155,123421,133752,155154
850490,"Parts of electrical transformers and inductors, n.e.s.",37395,24148,24081,19101,18075,9662,6845,7444,19999,35181,,607366,589237,708763,505074,441875,461154,440904,393588,424246,508774,,231416,219031,198453,191369,187787,204314,218273,264182,306692,387981
220830,Whiskies,1804,2515,4269,7436,12875,12922,15139,18856,27869,35169,,31036,40786,55239,85762,99958,121605,135680,178470,254059,420653,,670768,740276,564087,531711,550553,604565,671355,634198,568266,621071
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",823,1031,4344,5733,7410,2431,519,5515,9904,35167,,1330227,1524574,1377647,1434131,1212913,1046845,971913,934327,776466,1123495,,3189,2828,7058,7917,8990,3525,2348,10811,16636,45587
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",19961,21510,19019,27151,43390,51735,40041,34194,34707,35032,,447376,381728,370247,328797,339610,373322,384694,345166,340437,404836,,84559,93570,89791,96873,110428,124307,110131,99613,99636,122553
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,195217,204653,168143,106954,83172,44845,62015,39994,32875,35012,,1597037,1829482,1696221,1418917,1289101,1505310,1494247,1255092,1497660,1580959,,6108184,5602044,5239490,4732478,4262698,4871556,4903298,5647645,5311899,4788830
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",176069,131134,122877,101032,79557,115025,135003,37742,25363,33609,,2291970,1596532,1556977,1209474,1306332,1818446,2090725,1733903,1258041,1743400,,1436204,1399445,1019884,892421,943311,1102710,743680,604928,421621,523517
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",133250,108747,90818,56021,45301,64337,68643,40148,26893,33534,,1913724,1746010,1570909,1370836,1301618,1322710,1350612,1069275,811851,1185481,,204887,177651,147925,103782,88375,111152,130357,213597,88832,104114
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",10340,10820,10287,26189,38351,38926,35474,42229,29204,32686,,452079,389504,532670,487588,539551,877816,999730,852743,803364,1106011,,72292,76959,96342,108656,144283,198305,166790,157018,156843,197676
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",29682,46620,14473,57383,14992,15993,27192,16299,17315,32326,,1287307,1196862,1302337,1115863,1134352,750793,766850,879532,982571,771766,,286637,294968,269997,387312,258949,191046,194076,276041,245111,283288
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",30816,34818,68304,67010,84992,37729,40752,32912,23836,31864,,5701383,4870748,5314745,4947932,4597140,4215465,4191716,3951568,2912694,4615752,,37318,38266,71976,68719,87757,39767,45727,34584,24724,35311
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",62950,15729,21851,36132,29973,37448,28116,39037,28503,31841,,774567,622392,656630,621702,601056,639108,651120,687548,555089,672942,,122717,75906,74573,76704,69411,78995,81094,108552,89556,121624
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",14479,12058,13856,19386,18842,26014,47913,37094,20939,31467,,2189262,1810572,1764678,1646656,1633985,1755841,1883089,1763290,1461943,1483485,,182692,173164,230088,252203,252153,295657,594472,710840,1328271,1994785
210690,"Food preparations, n.e.s.",14257,13971,11813,14046,14632,16279,22956,24626,20988,31324,,358200,330414,340994,415253,482199,518955,738042,829158,1202292,1192338,,349771,452092,445813,440019,375695,364467,490716,609801,648132,750724
851762,"Machines for the reception, conversion and transmission or regeneration of voice, images or ...",41398,32315,32226,27261,24902,28486,28994,26699,25467,31296,,1505443,1338402,1311576,1355502,1259881,1254378,1159466,1113115,967188,913676,,2422499,2439595,2327828,2334038,2633310,2917678,3170534,3367706,4174947,4563970
850440,Static converters,29966,20879,22332,19285,32940,65090,37728,30512,26984,31136,,1906969,1973767,1958788,1727221,1825508,2025854,2230500,2399805,2451257,2824468,,881366,856497,814701,895629,939902,1013836,1003992,951792,956162,1117216
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),21830,15001,17196,18122,18320,17717,20937,21063,19430,30769,,1881928,1733711,1706274,1501360,1524229,1717858,1767450,1566577,1443922,1803101,,252902,262397,301388,252024,230477,254548,318168,351924,308427,389025
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",10593,9023,8791,10109,13918,21090,21253,21093,21286,30547,,195571,204764,234136,257550,304350,294997,311802,308337,318856,400366,,167496,176907,172940,176109,177965,178367,190454,194156,199544,232524
853329,Fixed electrical resistors for a power handling capacity > 20 W (excluding heating resistors),13348,16648,12947,13596,19344,25884,29380,26618,22382,29893,,38186,35947,42775,34816,46408,47881,43043,33288,29371,37405,,61537,68506,56381,53129,59526,65254,77650,66368,58434,87485
391000,Silicones in primary forms,31172,19583,43564,18393,23816,22178,23408,22735,21665,29316,,749147,721849,723780,678020,691833,772778,860667,757122,718076,882768,,109004,101506,120306,89045,87539,91223,100294,99187,77255,99416
730424,"Casing and tubing, seamless, of a kind used for drilling for oil or gas, of stainless steel",7214,26447,24648,29077,4032,2130,2172,15401,32189,29147,,1325660,1134777,1071025,937111,573022,645319,737462,1216972,1131634,789119,,14051,42159,33469,43263,25428,15433,306775,40353,35636,33871
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,38684,33390,32380,29051,,0,0,0,0,0,368822,498124,457446,395735,399091,,0,0,0,0,0,0,121869,131395,145427,151416
392390,"Articles for the conveyance or packaging of goods, of plastics (excluding boxes, cases, crates ...",21159,18267,12876,15444,20118,17175,16428,15414,15207,28350,,174899,141395,127347,120758,137229,155887,159885,137272,150945,174521,,218383,212304,199098,185800,181587,187383,203863,213702,189485,217183
702000,"Articles of glass, n.e.s.",33131,23069,16102,8435,12043,13617,15112,21108,22162,27991,,428724,328481,254026,264634,305036,356863,494855,515591,417058,462062,,109972,80186,101904,59739,86973,224549,429978,572956,666410,256082
847180,"Units for automatic data-processing machines (excluding processing units, input or output units ...",47553,44931,44733,30728,24546,23675,23576,23345,26190,27938,,177284,154432,163661,148679,158757,164176,166136,77486,57080,52265,,489784,483558,397298,357344,376583,527782,483287,421024,429655,449183
902720,Chromatographs and electrophoresis instruments,22136,23825,18797,7797,8898,14787,21847,36138,22672,27619,,157363,137036,133285,122899,133293,128386,128626,127952,107823,127521,,55362,52597,44714,48520,74493,112094,130796,202953,156655,218757
370710,"Sensitising emulsions """"for photographic uses""""""""",6325,5096,4872,5039,18290,19745,22959,21636,23721,26897,,198914,217155,242763,190191,197999,232583,175190,124835,131201,141167,,27946,19616,16960,14588,37335,39451,38977,36056,43675,47938
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",17537,15936,14766,10966,13231,18887,14997,28326,22140,26859,,900159,805238,790649,665510,756285,732245,813511,817180,778914,885385,,285402,283807,263406,223059,242455,225564,257064,306919,300372,341338
841490,"Parts of: air or vacuum pumps, air or other gas compressors, fans and ventilating or recycling ...",41700,30886,36410,31181,25134,19329,19007,19437,20872,26716,,1908268,1768968,1744892,1500562,1596589,1785867,1765344,1599953,1398596,1547836,,290934,287871,909321,241306,238058,245858,267978,292122,237621,293162
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",9197,17797,12974,21392,9600,9865,21500,20942,22770,26282,,39422,19560,19106,14943,14160,13989,17321,20609,16989,24264,,129727,92880,68985,120180,71888,126931,103781,109186,97478,81854
730429,"Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excluding ...",126092,109456,84909,44280,23629,22336,40098,47949,49152,25865,,1248820,1260446,1317467,657227,464906,528204,573995,587128,432119,333179,,456617,365218,291030,155606,73046,87193,113134,130999,104590,100449
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",45834,42796,52719,21115,18238,16766,6375,5192,9800,25288,,2665907,2543335,2335328,2122118,2291074,2248606,2439873,2405399,1865454,1835443,,165268,236549,255331,218192,760600,379003,113852,97947,90716,102986
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",23093,24286,17427,19074,18505,18914,22526,21912,21169,25268,,1055391,828356,791873,714852,794327,994587,1044290,1027416,1087277,1193137,,182816,196918,192432,176076,140256,151758,161006,172954,139357,166785
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",28585,27510,39177,24184,18899,19268,14716,10980,13621,25032,,666951,538695,517114,401914,375295,450762,476770,390777,331545,567776,,64703,50760,60321,40001,31851,31503,31367,23927,22906,41583
281122,Silicon dioxide,15290,13425,13308,10580,14799,18991,20537,17663,17717,24925,,264035,214832,211032,220610,242306,255522,256098,268708,267164,334069,,41398,36275,36987,31212,37415,46051,47382,58955,43548,59447
292910,Isocyanates,20790,22879,17527,9154,1682,18017,21094,17089,11649,24799,,694223,748271,737658,540589,465015,582546,595391,444373,408005,539421,,167251,142782,70355,53030,54434,103550,123862,68152,38100,65467
