Product code,Product label,"Russian Federation's imports from Taipei, Chinese-Value in 2012","Russian Federation's imports from Taipei, Chinese-Value in 2013","Russian Federation's imports from Taipei, Chinese-Value in 2014","Russian Federation's imports from Taipei, Chinese-Value in 2015","Russian Federation's imports from Taipei, Chinese-Value in 2016","Russian Federation's imports from Taipei, Chinese-Value in 2017","Russian Federation's imports from Taipei, Chinese-Value in 2018","Russian Federation's imports from Taipei, Chinese-Value in 2019","Russian Federation's imports from Taipei, Chinese-Value in 2020","Russian Federation's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
210230,Prepared baking powders,0,0,0,0,0,0,0,0,0,0,,63,68,99,128,144,505,138,165,326,81,,959,696,617,553,424,447,562,692,802,770
290373,Dichlorofluoroethanes,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3826,3327,2910,752,6358,3281,3209,2399,0,0
290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,949,1129,1042,1395,1279,1573,7467,8752,12416,12234
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,27,,283,181,111,273,554,206,381,247,273,274
290549,"Tri- and other polyhydric acyclic alcohols (excluding 2-ethyl-2-""""hydroxymethyl"""" propane-1,3-diol ...""",0,0,0,0,0,0,0,0,0,0,,7666,8909,8541,8162,10624,9454,10497,7409,7041,5644,,3094,4759,7612,6553,9336,13079,20353,23035,17947,20845
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,0,0,0,0,0,0,0,,2,24,35,12,531,50,177,3,0,0,,28,110,19,67,56,144,148,224,192,207
290911,Diethyl ether,0,0,0,0,0,0,0,0,0,0,,50,33,0,0,0,0,4,4,38,0,,49,44,1245,368,127,68,13,65,12,39
291411,Acetone,0,0,0,0,0,0,0,0,0,0,,232423,285726,263454,146417,135050,169147,144107,96445,157683,175409,,676,806,1138,510,409,487,705,913,796,754
291413,"4-Methylpentan-2-one """"methyl isobutyl ketone""""""""",0,0,0,0,0,0,0,0,0,0,,30005,13387,3416,4624,2821,4991,5519,202,124,36,,165,184,170,130,108,299,287,249,170,548
291423,Ionones and methylionones,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,13,21,14,63,30,15,13,21
291439,"Ketones, aromatic, without other oxygen function (excluding phenylacetone [phenylpropan-2-one])",2,0,0,1,0,0,0,0,32,0,,6850,6875,6934,2651,2246,1096,1398,529,900,875,,336,302,385,401,602,711,987,1027,794,987
291440,Ketone-alcohols and ketone-aldehydes,0,0,0,0,0,0,0,0,49,0,,5025,4885,7171,9341,5361,4890,7253,5074,6204,11333,,627,565,480,810,1070,1244,1858,1186,1370,1960
291532,Vinyl acetate,0,0,0,0,0,21,31,43,0,0,,273165,225493,287062,202066,224056,286052,304569,251818,172049,448268,,16947,6575,10331,6093,674,3534,38,3354,6109,971
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",1677,740,568,192,61,0,0,0,0,0,,130503,138645,147658,147897,157771,2905,0,0,0,0,,78594,93659,87247,55611,70164,0,0,0,0,0
250870,Chamotte or dinas earths,0,0,0,0,0,0,0,0,0,0,,30,100,157,128,179,181,293,192,124,106,,1508,1469,1803,2319,1938,1764,2089,2068,1249,2098
251200,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ...",0,0,0,0,0,0,0,0,0,0,,235,364,391,261,171,231,270,241,195,67,,5832,6945,8011,5345,5595,5206,5205,5575,4778,5581
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",0,0,0,0,0,0,0,0,0,0,,0,0,13,0,2,0,0,2,2,0,,1281,1352,2127,916,1046,1602,1331,1251,968,1023
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks ...",0,0,0,0,1,0,0,0,0,0,,94,28,11,2,1,0,0,5,4,0,,255,253,112,115,214,206,282,320,281,331
251830,Dolomite ramming mix,0,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,,267,2047,442,298,240,390,319,79,161,154
252210,Quicklime,0,0,0,0,0,0,0,0,0,0,,86,18,7,11,26,9,18,19,32,46,,14832,20040,20891,12940,11773,11026,11135,13162,9211,10004
252490,Asbestos (excluding crocidolite and products made from asbestos),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,64,136,644,8,4,1,0,5,3,0
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",0,0,0,0,0,0,0,0,0,0,,198,162,289,279,332,176,65,26,11,46,,488,279,46,122,724,86,213,311,72,22
260900,Tin ores and concentrates,0,0,0,0,0,0,0,0,0,0,,334,241,209,245,234,321,266,466,675,234,,5545,4412,2309,0,0,232,54,11,15,0
261000,Chromium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,14,8,1,25,11,49,14,0,5,,303398,271185,228693,161334,126052,175496,199474,153134,71824,110749
261390,Molybdenum ores and concentrates (excluding roasted),0,0,0,0,0,0,0,0,0,0,,0,748,0,0,29,0,0,0,0,0,,39,10440,13242,19565,12283,8033,966,422,1519,1132
261710,Antimony ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,0,0,0,74,108,474,0,0,0,0
261900,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excluding granulated ...",0,0,0,0,0,0,0,0,0,0,,11117,22680,18502,12381,7828,6983,13539,13159,14938,24853,,402,2453,1895,611,405,435,567,1788,2991,5065
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,99,5,47,10,600,1471,5695,7599,238,330
271099,Waste oils containing mainly petroleum or bituminous minerals (excluding those containing polychlorinated ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,9,0,2,62,2,261,115,1,91
271210,Petroleum jelly,1,0,0,0,0,0,0,0,0,0,,81,75,70,83,80,104,59,92,27,31,,4673,4849,6120,2623,2100,2868,2859,2440,2767,3256
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",0,0,0,0,0,0,0,0,0,0,,707,791,741,528,511,486,713,679,784,675,,1290,1718,1847,533,1121,1056,1806,1424,1736,1497
280470,Phosphorus,0,0,0,0,0,0,0,0,0,0,,351,463,591,471,366,314,0,4,3,0,,5025,2065,2473,2447,2081,1272,2004,986,492,1593
282735,Nickel chloride,0,0,0,0,0,0,0,0,0,0,,3227,3274,2861,3183,2800,5048,6771,6984,4577,6253,,416,533,554,469,436,445,595,708,488,723
282911,Chlorate of sodium,0,0,0,0,0,0,0,0,0,0,,420,170,266,290,184,134,33,0,0,0,,21048,20740,19934,18667,18679,20733,22621,21264,20194,20122
282990,Perchlorates; bromates and perbromates; iodates and periodates (excluding inorganic or organic ...,0,0,0,0,0,0,0,0,0,0,,290,127,79,27,45,19,33,145,59,37,,544,626,669,1018,1513,1025,1919,1754,3563,1837
283522,Mono- or disodium phosphate,0,0,0,0,0,0,0,0,0,0,,10,9,102,209,54,44,87,116,382,54,,1245,1526,885,631,595,710,925,1470,1457,1739
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",21,0,0,1,0,0,0,0,2,0,,3331,3690,3768,6573,10244,7334,2769,2575,2369,2947,,19314,7020,5028,3771,6901,5730,5885,5860,5693,6478
283911,"Metasilicates of sodium, incl. commercial metasilicates",0,0,0,0,0,0,0,0,0,0,,134,67,71,90,72,94,156,170,141,171,,2400,3301,2739,2599,1848,3002,4147,4466,4881,5400
284019,"Disodium tetraborate """"refined borax"""" (excluding anhydrous)""""",0,0,0,0,0,0,0,0,0,0,,63,77,33,87,61,20,34,27,47,36,,16250,15137,13529,11993,10384,13265,13201,13957,10790,13081
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether ...",1,0,0,0,0,0,0,0,0,0,,221,174,164,143,131,118,61,57,1058,562,,7190,12426,15379,5603,5950,8130,9556,6116,8556,9635
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,67239,57417,49722,37785,45494,45410,36340,11298,6392,10270,,167,71,113,89,173,159,452,301,283,392
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,482594,774268,769719,882116,457345,398425,443575,610553,533067,0
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3143,0,0,0,0,0,0,0
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,984,761,697,1343,1337,2622,11169,1388,1304,3563,,445,437,7402,0,0,0,0,0,0,0
30193,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,20,8,110,19,28,225,76,396,122,135
30231,"Fresh or chilled albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,16,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
30243,"Fresh or chilled sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,79,3,0,0,0,,32,55,33,1,0,4,1,0,2,1
30245,"Fresh or chilled jack and horse mackerel """"Trachurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,25,6,5,49,3,3,3,1,,0,1,0,1,3,1,0,6,1,5
30251,"Fresh or chilled cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,3,4,5,2,2,2,0,0,,101,456,57,0,0,0,0,0,1,1
30291,"Fresh or chilled fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,21,11,2,0,0,,0,0,0,0,0,1,22,21,413,564
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,137,84,45,90,12,67,2,12,,0,0,0,3,2,0,0,0,48,118
30334,"Frozen turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,7,1,113,0,0,0,2,0,,252,5,359,262,304,135,264,288,0,135
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,60,0,0,0,0,10,,130530,150470,105359,66420,50208,66818,51121,74688,50102,65485
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,232,964,1093,1173,26,,0,0,0,0,0,3137,1434,936,1134,2018
30463,"Frozen fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,12,84,66,0,10,10,21,0,0,0
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,30,153,48,46,60,48,69,54,5,,122,28,483,3,331,0,0,12,2,113
30475,"Frozen fillets of Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,44,0,0,0,0,0,0,,19233,18295,23255,9199,6267,6974,8710,9087,7785,2610
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,602,4438,3449,549,2458,2316,4898,4643,4291,2411
30510,"Flours, meals and pellets of fish, fit for human consumption",0,0,0,0,0,0,0,0,0,0,,151,165,266,1236,1555,915,1075,836,410,422,,3,2,7,62,457,0,41,48,40,5
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,2,2,3,3,3,6,9,10,,1937,1210,1410,338,341,7484,12524,11182,5693,5084
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",0,0,0,0,0,0,0,0,0,0,,5068,1976,699,632,711,428,574,380,663,477,,45031,27968,22792,16167,17776,12270,19325,29267,29364,28536
30564,"Tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,0,2,13,41,21,27,337,19,25,47,,0,0,0,41,16,422,51,1,681,1262
30622,"Lobsters """"Homarus spp."""", even smoked, whether in shell or not, live, fresh, chilled, dried, ...""",0,0,0,0,0,0,0,0,0,0,,29,114,1,2,0,0,0,0,0,0,,2342,2936,1802,227,169,0,0,0,0,0
30624,"Crabs, even smoked, whether in shell or not, live, fresh, chilled, dried, salted or in brine, ...",0,0,0,0,0,0,0,0,0,0,,145,1,112,1,66,0,0,0,0,0,,929,1419,810,12,17,0,0,0,0,0
30634,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,524,629,462,219,469
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,3,,0,0,0,0,0,1,2,3,3,3
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6418,11716,9128,13184,12204,,0,0,0,0,0,33,541,157,0,0
30712,"Oysters, even in shell, frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,2,20,24,0,,0,0,0,0,0,38,0,11,2,23
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,94,20,103,33,113,,0,0,0,0,0,2974,4383,5414,3727,5401
30749,"Cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola spp."""" and squid """"Ommastrephes ...""",0,0,0,0,0,0,0,0,0,0,,22760,37776,92309,88587,60868,6173,2460,2000,689,1492,,18752,25413,42650,24398,28617,24755,38436,22651,20712,26140
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,270,1791,1548,1575,1334,1096,676,1138,734,,74,127,155,1,0,0,0,1,0,0
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,550,6314,5796,5231,2978,1322,386,16383,16803,,0,0,0,0,0,0,0,0,0,0
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,0,0,0,7,,0,0,0,0,0,0,0,0,0,0
30829,"Smoked, frozen, dried, salted or in brine, sea urchins """"Strongylocentrotus spp., Paracentrotus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24,11,0,0,0,0,,0,0,1,1,0,0,0,0,114,369
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4163,5765,5311,4981,1305,2425,1746,2530,4998,5775
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,103,320,225,137,102,57,48,40,88,422,,52560,66721,36485,21096,19497,29484,7751,5682,8122,3538
40610,"Fresh cheese """"unripened or uncured cheese"""", incl. whey cheese, and curd""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,336,346,460,299,575,,273938,347028,272996,122537,131586,185172,200517,234092,263307,292089
40620,"Grated or powdered cheese, of all kinds",0,0,0,0,0,0,0,0,0,0,,89,184,200,310,379,375,572,1301,1108,1365,,11784,19148,10259,2361,2376,2656,3713,3067,1155,4374
40711,"Fertilised eggs for incubation, of domestic fowls",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,150390,176407,240805,208579,157355,143006,178477,216078,208574,214655
40790,"Birds' eggs, in shell, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,0,376,4638,4466,4493,4648,4577,5341,6652,5374,,4444,5585,5372,3675,1399,384,321,624,266,373
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,0,0,0
50290,Badger and other brush making hair and waste thereof,0,0,0,0,0,0,0,0,0,0,,22,64,100,141,102,79,136,92,59,17,,5,0,0,0,0,0,0,0,0,0
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, ...",0,0,0,0,0,0,0,0,0,0,,2364,2486,275,324,162,84,629,1313,646,740,,1164,1296,1373,1989,2219,2893,3080,3291,4683,5116
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,10,9,61,6,12,11,14,14,21,3,,390115,350004,317240,255423,180682,179833,192312,161670,133568,253082
80111,Desiccated coconuts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,84,0,0,,22837,21348,25459,22091,24651,36446,36628,29992,32953,49150
80252,"Fresh or dried pistachios, shelled",0,0,0,0,0,0,0,0,0,0,,0,1,6,6,1,0,73,2,0,0,,1964,2166,2308,1284,560,537,696,3558,139,130
80262,"Fresh or dried macadamia nuts, shelled",0,0,0,0,0,0,0,0,0,0,,0,24,143,42,131,5,1,296,125,206,,194,511,495,118,163,314,594,897,1100,1362
80390,Fresh or dried bananas (excluding plantains),0,0,0,0,0,0,0,0,0,0,,0,280,6738,4888,2750,1944,2660,4277,6018,4723,,921338,996385,957740,894196,999190,1140353,1154736,1119894,1116757,1079563
80810,Fresh apples,0,0,0,0,0,0,0,0,0,0,,0,0,0,60,1,57,86,50,429,188,,796600,789444,620811,380688,370430,406631,517411,393973,476821,477432
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",0,0,0,0,0,0,0,0,0,0,,2,21,0,47,0,0,0,59,23,64,,11151,14938,15938,12497,9746,12382,22211,28210,26958,34152
81400,"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...",0,0,0,0,0,0,0,0,0,0,,9,7,13,16,41,24,10,4,2,6,,714,817,798,585,546,900,1075,1092,837,1062
90300,Mate,0,0,0,0,0,0,0,0,0,0,,185,232,323,100,56,5,43,95,27,66,,338,522,498,137,193,191,251,380,389,549
90619,"Cinnamon and cinnamon-tree flowers (excluding cinnamon """"Cinnamomum zeylanicum Blume"""" and ...""",0,0,0,0,0,0,0,0,0,0,,160,297,184,83,32,104,80,2,0,0,,216,202,371,315,256,799,745,986,991,1270
90620,Crushed or ground cinnamon and cinnamon-tree flowers,0,0,0,0,0,0,0,0,0,0,,31,3,19,52,35,9,10,5,11,7,,1229,1447,1366,1715,1982,2412,3128,3108,3396,3567
91091,Mixtures of different types of spices,0,0,0,0,1,0,1,0,0,0,,547,635,516,657,530,538,465,386,319,311,,8709,1223,1036,873,1771,2782,2201,2200,4223,5979
100191,"Seed of wheat and meslin, for sowing (excluding durum)",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,15267,78788,25250,5242,7234,2058,4980,4329,2656,1740
100290,Rye (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,289,753,72,1,2772,14584,0
100490,Oats (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,23,30,21,13,17,18,20,17,,112,432,138,145,909,683,13,2,319,19
100510,Maize seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,1,16,3,4,7,16,13,17,0,,91387,150155,216335,137718,133597,176212,151765,103115,129439,107987
110319,Groats and meal of cereals (excluding wheat and maize),0,0,0,0,0,0,0,0,0,0,,315,204,235,312,234,153,171,125,159,100,,591,999,495,1392,503,342,1234,484,383,1225
110320,Cereal pellets,0,0,0,0,0,0,0,0,0,0,,8,14,28,104,76,75,52,45,31,20,,1,356,0,0,11,0,0,49,129,271
110814,Manioc starch,0,0,0,0,0,0,0,0,0,0,,1177,902,1149,858,1023,985,1285,3125,2802,2724,,1289,1823,3307,1668,1190,1850,1542,1342,1711,1592
120750,"Mustard seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,13,27,23,28,17,10,9,4,8,5,,244,208,294,655,1064,1729,1873,1125,963,1142
120810,Soya bean flour and meal,0,0,0,0,0,0,0,0,0,0,,3670,4203,6721,6086,9412,2521,2217,1776,1130,239,,1114,968,383,252,164,119,207,299,269,249
121292,"Locust beans """"carob"""", fresh, chilled, frozen or dried, whether or not ground""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,925,830,819,691,743,822,650,714,689,887
121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",0,0,0,0,0,0,0,0,0,0,,4036,2864,2995,3638,5021,3533,3225,3247,5161,2769,,1772,1228,1132,1079,1019,1338,1404,2262,3730,14133
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",0,0,0,0,0,0,0,0,0,0,,55,21,12,28,7,8,6,10,8,5,,676,822,664,342,305,355,447,533,629,691
130220,"Pectic substances, pectinates and pectates",0,0,0,0,0,0,0,0,0,0,,28,55,119,54,22,70,29,38,18,9,,27194,27187,38422,47958,65174,51689,58303,51626,47954,52958
140490,Vegetable products n.e.s,0,0,0,0,0,0,0,0,0,0,,484,505,1054,1106,1238,1541,1601,1436,1137,2338,,2153,1943,2536,2674,3264,4271,4065,5995,10092,15446
150190,"Poultry fat, rendered or otherwise extracted",0,0,0,0,0,0,0,0,0,0,,0,0,0,24,15,24,22,27,25,43,,61,103,288,389,524,490,11,36,21,0
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,228,0,0,0,0,0,0,26,164
150810,Crude groundnut oil,0,0,0,0,0,0,0,0,0,0,,16,15,2,7,11,7,6,9,10,1,,37,34,32,25,20,47,15,49,9,13
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,860,1022,2508,0,3,2,0,0,0,0,,91,198,55,7,3,11,19,27,18,263
151321,Crude palm kernel and babassu oil,0,0,0,0,0,0,0,0,0,0,,0,1,1,2,0,0,0,0,4,1,,1811,627,2,2,1,583,3151,1080,2169,0
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,0,45,9,0,11,,883,937,1577,1052,341,361,367,557,338,1145
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,0,0,,2,3,1,8,42,14,14,13,7,29,,43,50,30,71,76,237,126,49,17,11
151511,Crude linseed oil,0,0,0,0,0,0,0,0,0,0,,8,20,2,0,5,1,2,2,4,1,,496,621,783,484,480,451,567,4666,196,188
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,1554,1189,1440,2632,3149,3928,4124,4124,5014,4708,,103336,85684,94043,94793,71797,99386,77337,71566,62207,89931
10221,Pure-bred cattle for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,487317,292652,140528,96052,66484,144524,163573,180058,85309,123763
10391,"Live swine, weighing < 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,0,28,0,0,0,0,305,405,426,402,,11499,386,0,67,0,0,0,0,0,0
10410,Live sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,66,273,190,274,375,310,11833,5147,3570,2838
10420,Live goats,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,292,373,594,935,296,2479,1986,2795,5044
10613,Live camels and other camelids [Camelidae],0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,63,9,0,3,3,2,20,54,21,81
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,144217,195005,227461,185978,173410,235559,253682,93540,29156,26794
20441,Frozen sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,12775,6017,5474,2198,1502,3245,4188,4028,2050,915
20622,Frozen edible bovine livers,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,124318,103282,106602,71142,62145,70927,66990,44249,47144,69609
20713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,170,9,0,8,28,0,11,1,0,0,,6295,16128,33153,42503,48862,60432,75620,88394,84214,95753
20726,Fresh or chilled cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,205,206,0,1764,3696,2853,2887,2818,1960
20741,"Fresh or chilled domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,9,0,0,0,0,0,,428,594,536,173,309,23,105,1051,898,1272
20743,"Fatty livers of domestic ducks, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,1,2,0,0,0,0,0,0,10
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",0,0,0,0,0,0,0,0,0,0,,3808,1618,3778,1290,5353,4438,529,723,403,403,,189166,107087,107823,46683,104851,58143,72154,50995,68421,142384
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",0,0,4,4,0,0,1,0,0,0,,982,1584,2415,4059,4378,2249,1757,1735,1440,1565,,5098,18934,11207,5254,4907,12730,12015,9825,10133,35280
