Product code,Product label,Australia's imports from Russian Federation-Value in 2012,Australia's imports from Russian Federation-Value in 2013,Australia's imports from Russian Federation-Value in 2014,Australia's imports from Russian Federation-Value in 2015,Australia's imports from Russian Federation-Value in 2016,Australia's imports from Russian Federation-Value in 2017,Australia's imports from Russian Federation-Value in 2018,Australia's imports from Russian Federation-Value in 2019,Australia's imports from Russian Federation-Value in 2020,Australia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,0,0,0,0,0,0,,4,28,5,4,12,34,15,25,26,58,,47,128,94,59,77,58,31,28,83,37
80930,"Fresh peaches, incl. nectarines",0,0,0,0,0,0,0,0,0,0,,15,37,19,225,181,409,288,541,790,977,,44,8713,18033,11360,8782,7205,9852,7082,6233,8106
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",0,0,0,0,0,0,0,0,0,0,,463,437,194,451,496,499,914,576,1715,776,,4449,5326,6322,6100,5889,5868,6857,7401,9490,8848
81310,Dried apricots,1,4,0,1,0,2,1,0,1,0,,204,201,500,300,368,381,207,310,728,914,,15741,13693,16120,21300,14488,13656,13988,11040,14332,12324
81330,Dried apples,0,0,0,0,0,0,0,0,0,0,,105,19,9,21,32,19,58,22,10,36,,5127,4942,4878,4346,2798,3537,3718,3382,3862,2914
90112,Decaffeinated coffee (excluding roasted),0,0,0,0,0,0,0,0,0,0,,1,2,0,45,22,7,12,11,87,91,,5427,4658,5080,5850,5991,4782,4542,4246,4755,4977
90122,"Roasted, decaffeinated coffee",0,0,0,0,0,0,0,0,0,0,,13,29,93,112,225,327,282,87,117,217,,8888,6353,7192,8384,6019,4924,2909,6014,6885,5540
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,0,0,0,0,0,0,0,0,0,0,,21,17,32,22,16,19,32,19,14,12,,1755,1372,965,1027,798,1178,1016,586,566,442
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,0,15,23,34,55,36,62,56,79,65,,247,29,27,18,6,9,10,18,12,2
400821,"Plates, sheets and strip, of non-cellular rubber",0,0,0,0,0,0,0,0,0,0,,5795,5303,3843,2765,2979,4582,4820,5108,4676,5322,,38361,28782,35128,29391,31696,32238,36140,40152,36851,41617
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",0,0,0,0,0,0,0,0,0,0,,37491,37347,22264,20493,16423,24937,25723,20653,25068,27195,,88525,81912,51522,39213,32102,39005,50574,45729,58806,63064
401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,0,0,0,0,0,0,0,0,,89,82,106,134,207,312,905,1208,1469,1424,,2161,2170,2273,2148,1986,2633,2062,1778,1893,2464
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1738,72782,71723,64894,69194,78520,,0,0,0,0,0,57936,56093,46701,50561,75758
401190,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, ...",0,0,0,0,0,3,16,1,0,0,,0,0,0,0,178,6122,7150,6146,6676,5675,,0,0,0,0,0,13749,11751,6713,6446,35328
401220,Used pneumatic tyres of rubber,0,0,0,0,0,0,0,0,0,0,,380,209,176,308,204,343,593,439,190,487,,3921,1654,348,309,309,396,1580,969,324,203
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,164,261,209,345,131,181,176,186,403,347,,3866,4397,4240,3992,3577,3188,3510,3296,4000,4312
401390,"Inner tubes, of rubber (excluding those of a kind used on motor cars, incl. station wagons ...",0,0,0,0,0,0,0,0,0,0,,1924,1588,1594,1226,1114,1286,1407,1528,1743,1720,,6649,6069,6491,6392,5734,5217,6009,4968,5100,4764
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",0,0,0,0,0,0,0,0,0,0,,2229,2644,894,724,665,394,352,443,497,613,,6454,9029,10052,8810,4085,4886,4408,3456,3566,3618
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",0,0,0,0,0,0,0,0,0,0,,13822,10695,16856,12821,16506,16876,13965,10685,7178,8073,,7694,9122,10311,13888,7572,6706,4501,5302,2796,4709
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,0,0,0,0,0,0,0,0,0,,1,0,0,67,156,353,237,434,386,302,,66,42,17,21,68,152,103,49,14,36
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,0,0,0,0,0,,48,12,0,0,32,0,0,1,3,34,,0,25,1,2,7,21,27,9,0,1
420500,Articles of leather or composition leather (excluding saddlery and harness bags; cases and ...,0,0,0,0,0,0,1,4,0,0,,6875,8606,8058,6510,5721,4899,3743,2406,2043,770,,9496,7774,7353,8047,6882,8941,8884,6211,4484,8425
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,632,528,1552,,234,281,255,181,122,209,279,249,122,246
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,468,1691,922,910,61,0,1,12,0,0,,0,0,2,3,0,0,0,0,0,3
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,0,,80546,90395,75224,52668,55213,59386,73992,89806,123575,106891,,83,108,89,185,102,113,173,74,260,100
440131,Wood pellets,0,0,0,0,0,0,0,0,0,0,,109024,124459,126659,99368,107949,142579,186434,266590,289030,289351,,128,196,277,543,464,655,704,1031,2039,2125
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,331204,320166,194004,127072,130847,,0,0,0,0,0,0,0,0,0,0
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,5,0,177,82,56,159,199,217,716,343,,898,945,1070,1132,796,1088,1473,1521,1320,1772
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,5,40,21,19,47,7,7,12,3,3,,48434,27960,26244,15318,11916,16135,16403,12987,9832,9787
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,58711,48988,36589,52822,60360,60937,64954,59817,37047,44369,,11584,11626,14828,17655,15795,16098,17484,17327,17879,20063
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",0,0,0,0,0,0,0,15,0,0,,73967,69724,106870,138963,142231,43975,46559,44409,34642,35490,,16852,18595,25173,20904,20383,15623,14219,14115,11472,14234
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,22,0,8,17,0,,24278,20305,24558,28830,29850,39516,53835,63901,65507,84582,,14743,13302,11127,15217,11463,13228,11836,9694,10006,10851
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",13,187,278,0,19,0,137,15,0,0,,41232,53209,65608,48372,51266,67115,92640,99810,118979,213866,,122864,102507,115663,117511,120578,131471,144745,136418,135598,194190
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",0,0,0,0,0,0,0,0,0,0,,10684,9275,9896,9974,5164,3833,5547,8230,10154,11601,,199959,175557,219623,196553,175398,112814,96903,22729,32026,79633
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,8,34,9,0,0,,4210,2133,4552,8298,13859,25018,67446,61783,73538,220846,,6895,10291,9323,8857,10556,14525,14931,9601,8826,10657
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,1396,2895,2650,696,1892,0,0,0,0,0,,174,50,51,68,16,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1861,548,855,181,334,,0,0,0,0,0,37,48,47,20,12
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",6,6,1012,1336,570,0,0,0,0,0,,65104,66433,78664,91184,116363,0,0,0,0,0,,111562,108730,135966,123928,114980,0,0,0,0,0
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",0,0,0,0,0,0,0,0,0,0,,3948,4022,5029,3480,5368,9532,8138,11480,12051,13202,,3141,3027,2329,2320,1565,1482,1412,1511,1461,2134
481820,"Handkerchiefs, cleansing or facial tissues and towels, of paper pulp, paper, cellulose wadding ...",0,0,0,0,0,0,7,0,0,0,,1941,5454,5826,5405,9142,11166,14398,18749,20761,24143,,80811,85209,79967,80404,82525,86278,92268,87220,99065,93202
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",0,0,0,0,0,0,0,0,0,0,,1899,2557,2562,2455,2883,3364,3629,3993,3926,5647,,27657,25995,31397,28533,24952,25613,24637,24569,19250,25748
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",0,0,0,0,0,0,0,0,0,0,,2784,3264,3603,2903,3585,4513,6090,6785,6031,7734,,77626,79110,75626,83333,79228,88876,94450,83359,70910,79701
482110,"Paper or paperboard labels of all kinds, printed",0,0,0,0,0,0,0,0,0,0,,7633,10277,11475,7936,11503,12808,14572,14358,17072,18782,,31599,26973,34806,28947,27504,40887,35208,33491,35919,34323
490191,"Dictionaries and encyclopaedias, and serial instalments thereof",0,0,0,0,0,0,0,0,0,0,,2920,2656,1962,1025,973,911,1070,1136,1072,1100,,1796,1120,1176,716,997,831,728,693,507,954
491199,"Printed matter, n.e.s.",2,0,0,0,3,0,0,0,0,0,,8280,36051,21936,18985,16277,16560,32724,20780,18455,22660,,65487,62750,69322,77184,72282,110853,93291,76869,79721,141114
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,2
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,3,0,2,26,9,6,8,45,80
500710,Woven fabrics of noil silk,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,148,198,122,111,201,137,36,56,65,67
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,74,96,173,182,291,,0,0,0,0,0,6203,6648,8175,8406,10372
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,0,0,0,0,,52,66,36,75,35,97,169,197,213,229,,14163,13733,13373,12259,12951,18890,21430,21745,16150,9681
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,0,0,,6,3,1,2,4,6,12,12,14,25,,336,523,359,330,345,473,354,319,453,546
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,5,10,6,10,13,20,12,33,116,80,,2254,2440,2510,2526,2338,2156,3115,3970,3949,5715
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,125,146,166,175,215,247,254,326,432,612,,11415,11486,12433,13356,11614,12787,18428,21374,22929,29961
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,146,271,189,78,0,0,0,0,0,0
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,0,0,0,,1154,2131,1216,1125,3002,4495,6067,6970,8704,6091,,224,361,241,0,11,0,302,724,8,0
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,0,0,0,0,0,0,0,,21184,16991,18668,10182,8563,19433,20033,19192,2626,1777,,31,22,168,84,4,60,5,3,0,25
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,0,0,0,0,0,0,0,0,0,,17779,16259,14575,6287,6230,9413,11029,7790,8164,10333,,677,1073,1284,331,254,195,332,87,383,269
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,7434,28395,15877,12859,24734,19845,15064,12725,10304,16671,,48674,46365,37804,32396,31326,32065,23436,19073,17889,23379
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,2005,3157,964,345,593,560,183,300,210,226,,3457,3021,2588,2939,2766,2739,2313,2471,1912,2390
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,13,62,36,22,7,49,57,161,67,69,,855,908,816,681,717,1125,700,739,611,460
520420,"Cotton sewing thread, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,61,69,72,75,57,128,87,114,91,125,,800,742,988,549,625,838,516,523,765,1112
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,286,143,87,13,73,46,4,0,0,35,,0,0,0,0,0,13,0,0,0,0
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,30,0,0,0,0,0,0,0,17,0,,5,9,6,12,4,2,7,7,5,20
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,424,456,585,476,524,516,285,281,260,566,,0,8,1,0,14,15,16,14,23,16
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,109,117,197,304,122,151,67,51,50,109,,1317,1004,919,581,327,442,665,789,806,1347
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,76,105,57,93,54,17,8,16,11,34,,0,0,0,3,7,8,7,3,2,10
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,0,4,0,0,14,,0,0,0,0,0,0,0,0,0,52
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,2,0,,568,565,260,244,279,352,338,309,370,349,,1847,1510,1705,1258,1569,1501,1876,2163,3071,2611
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,55,10,4,22,12,16,74,47,98,45,,30,8,98,28,30,29,54,26,24,53
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,118,83,67,61,1,4,10,0,0,1,,42,54,17,19,26,26,33,11,35,35
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,2303,411,1090,514,485,617,670,117,75,93,,863,345,110,360,107,164,251,178,185,94
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,0,,1097,1609,1178,430,359,893,755,558,1899,3114,,178,119,201,65,40,48,56,53,43,70
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,74,129,149,26,30,47,298,116,89,94,,189,55,33,38,25,16,66,23,25,47
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,6005,6413,5868,3583,4346,3762,3832,3456,3506,3270,,714,884,491,1027,1110,667,889,806,653,1043
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,10,9,5,2,0,1,1,3,3,2,,111,94,76,114,443,373,297,88,65,67
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,19,9,3,19,256,5,15,21,32,189,,51,204,474,195,268,117,41,74,109,255
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,360,622,382,151,182,229,165,628,74,213,,1074,566,736,705,468,148,206,133,61,367
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,45,22,252,4,0,34,68,128,113,29,,221,58,129,223,131,186,57,138,53,46
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,145,104,45,59,41,30,119,76,14,19,,106,174,267,88,56,32,23,28,333,142
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,52,549,741,828,1123,290,1642,2570,1519,3260,,4,12,0,13,0,18,0,0,0,0
530610,Single flax yarn,0,0,0,0,0,0,0,0,0,0,,155,1,473,532,129,18,54,18,7,3,,146,41,1,91,9,158,197,86,25,23
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,14,23,15,8,7,15,36,35,19,18,,80,85,61,72,68,96,88,74,85,134
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,0,0,0,0,0,0,0,,430,354,198,79,57,34,75,101,53,59,,1531,2110,1597,2229,2083,1773,1171,985,1176,1441
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,0,0,0,0,0,0,0,0,0,,28,10,22,25,51,35,152,22,22,280,,1009,884,799,546,967,682,1208,1578,1329,1181
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,0,0,0,0,0,0,0,0,0,,0,22,6,4,0,4,8,2,5,4,,36544,57233,74294,81169,75764,82846,59896,53180,73776,96956
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,0,0,0,0,0,0,0,0,,2322,469,116,127,685,1479,1021,193,451,691,,8389,11671,12064,12998,12228,11352,8803,8774,9971,12059
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",0,0,0,0,0,0,0,0,0,0,,44,51,4,0,24,25,1,2,2,50,,1481,1506,2341,1227,218,355,398,775,192,177
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,28,0,2,0,,0,0,0,0,0,226,38,0,3,0
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",0,0,0,0,0,0,0,0,0,0,,185,288,68,85,41,41,20,29,21,60,,462,253,585,538,596,605,608,536,547,534
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,156,12,69,22,3,9,2,1,4,13
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",0,0,0,0,0,0,0,0,0,0,,3771,3106,3517,1772,2210,3141,4690,3840,3743,5529,,9089,9079,12791,19854,15345,14437,14910,13848,10973,9921
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,4,81,0,10,44,49,61,36,55,77,,201,344,319,839,189,272,207,401,316,300
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,654,565,618,715,689,884,1268,1485,1333,1920,,2117,1992,2502,2772,2820,2648,2816,2187,1988,2869
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,74,4,23,32,55,74,100,93,207,98,,1672,2036,1599,1445,350,115,140,68,69,167
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,132,198,175,29,93,130,354,152,193,169,,2459,1472,1116,988,652,777,918,1101,988,1505
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,25,0,0,0,55,55,55,30,191,42,,370,341,544,688,499,445,524,447,342,427
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,14335,17747,20775,11725,16375,0,0,0,0,0,,9124,7317,6436,765,25,0,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,5,15,1,737,2008,,16,24,11,63,52,109,39,59,46,37
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,4230,2184,1965,1483,1412,1800,1299,1494,1873,2614,,905,1010,1007,723,561,433,383,566,737,194
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,3,11,99,46,20,23,47,44,50,14,,17,3,7,4,0,3,15,7,11,7
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,4,3,0,0,0,,312,175,409,94,167,149,121,106,70,268
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,68,138,154,174,252,239,756,959,1090,758,,72,175,225,252,60,66,170,188,168,130
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,1,6,0,2,32,13,29,7,46,,256,436,354,173,379,337,462,370,208,1800
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,10,5,4,22,27,91,174,144,77,78,,8,23,25,9,20,14,13,6,18,32
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,274,252,101,218,362,509,590,631,637,362,,454,632,529,481,318,109,210,107,96,148
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,91,4,1,17,3,8,54,52,24,46,,224,379,436,261,59,33,437,471,331,107
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,1,0,0,6,0,0,5,6,3,0,,361,105,66,55,56,28,132,45,54,92
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,0,0,0,0,0,0,0,0,,81,125,104,53,175,359,330,231,356,483,,116,150,257,402,716,1096,1166,1158,955,724
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,2,12,12,11,0,,0,5,5,0,0,2,11,0,1,3
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,7,5,5,1,0,0,0,10,23,37,,0,5,12,6,2,4,39,11,13,0
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",0,0,0,0,0,0,0,0,0,0,,39,179,213,131,79,183,156,165,144,225,,841,1015,1410,1441,1434,1891,2619,3779,3456,5672
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,0,0,0,0,0,0,0,,5133,5291,6206,7406,7867,11470,20787,21761,30426,28546,,24768,23291,15400,13685,16832,15739,13876,11728,19688,21660
560741,"Binder or baler twine, of polyethylene or polypropylene",0,0,0,0,0,0,0,0,0,0,,10752,12861,10855,8763,10152,10482,8990,10308,11410,10943,,3478,7812,10238,6233,4774,6439,4801,14416,24023,12374
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",0,0,0,0,0,0,0,0,0,0,,244,768,623,223,113,88,79,166,205,338,,1370,1769,2176,2158,1908,2133,2563,2664,2737,2968
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,1,3,1,1,,1988,2528,3638,3594,3192,4221,3377,3294,2180,2751
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,0,0,,0,6,24,15,11,19,92,116,88,155,,5814,5721,7410,10198,9879,10673,10009,10446,12491,16053
282580,Antimony oxides,0,0,0,0,0,0,0,0,0,0,,0,182,899,329,666,690,901,490,514,540,,6031,4740,3875,3512,2274,3264,2751,2486,1670,2531
