Product code,Product label,Germany's imports from Viet Nam-Value in 2012,Germany's imports from Viet Nam-Value in 2013,Germany's imports from Viet Nam-Value in 2014,Germany's imports from Viet Nam-Value in 2015,Germany's imports from Viet Nam-Value in 2016,Germany's imports from Viet Nam-Value in 2017,Germany's imports from Viet Nam-Value in 2018,Germany's imports from Viet Nam-Value in 2019,Germany's imports from Viet Nam-Value in 2020,Germany's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,30,33,40,834,15,,10031,4491,16439,10422,20192,27365,31690,84429,103046,195204
870510,Crane lorries (excluding breakdown lorries),0,0,0,0,0,0,0,0,0,0,,449,53,266,643,55,98,885,90,353,612,,69642,95410,89374,66358,55794,67754,91171,84863,70818,47606
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,0,0,,0,0,8,18,56,6,7,0,0,1,,80136,73227,81741,73671,91621,168515,155400,174564,256111,238124
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",0,0,0,0,0,0,0,0,0,0,,464,1718,692,1229,1162,1167,2422,991,2663,1228,,168742,139717,107021,87515,101541,111764,122061,125006,108792,128270
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,371,91364,36861,5198,14380,9436,1013,0,142534,21375
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,0,37,0,0,0,0,0,0,0,,,37691,0,0,0,0,23089,71761,111340,107363,0
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,0,40,0,0,0,,,73477,92197,144703,114327,82326,168921,240210,293688,210342,250201
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,319,482,0,0,0,282,,185876,236154,209699,130811,203714,238320,262073,193796,246923,262126
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,18,,120630,144273,123117,121417,158535,119973,101391,139867,154355,140450
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,26,0,0,0,0,,0,0,0,0,0,0,0,764,55,,,0,0,0,0,0,267857,324702,330347,338456,371145
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,224,43,4,,,0,0,0,0,0,440998,486892,458297,458330,471973
890120,Tankers,0,0,0,0,0,0,0,0,0,0,,50558,3110,43124,14553,0,0,37038,25747,2250,69612,,265264,450631,150077,80174,113134,149430,177294,112777,246681,126423
890130,Refrigerated vessels (excluding tankers),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,5313,0,0,0,0,0
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,0,0,0,0,,69,0,0,4,0,0,0,14,461,167,,297905,615867,124838,452947,284012,155304,170672,155254,1127940,183013
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",0,0,0,0,0,0,0,0,0,0,,1,3,0,0,2,6,3,21,3,1,,33620,30511,47733,26649,28157,35932,39997,53131,42164,50571
900669,Photographic flashlights and flashlight apparatus (excluding with electronic discharge lamps),0,0,0,2,0,0,0,0,0,0,,1,0,30,1,44,26,33,0,241,16,,5879,7012,8543,6306,2443,2201,1196,1773,2599,5289
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",5,0,0,0,0,0,0,0,0,0,,0,22,0,11,11,31,14,59,367,457,,245492,248623,236737,174256,195772,157550,131967,172434,181417,198380
900720,Cinematographic projectors,0,0,0,0,0,0,0,0,0,0,,23,0,0,1,24,1,2,5,8,6,,7804,5185,3470,2853,635,30,1613,689,348,273
900792,"Parts and accessories for cinematographic projectors, n.e.s.",0,0,0,0,2,0,1,0,0,0,,0,0,0,0,0,0,1,1,1,381,,3830,2800,2141,1444,2038,2342,2818,1803,651,1005
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,0,0,0,0,0,1,16,0,0,,11,5,1,0,15,11,1,238,14481,2997,,173198,135614,100371,48196,55612,105550,105441,68537,36336,32838
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",0,0,0,0,0,0,0,0,3,0,,0,12,2,0,10,32,32,38,2,2,,6295,4849,6574,7109,6622,6343,10367,11256,10153,12058
901540,Photogrammetrical surveying instruments and appliances,0,0,0,0,0,0,0,0,0,0,,10,0,46,0,0,0,1,18,7,102,,5905,8178,6290,3308,2462,1910,5473,8168,7112,9143
901814,Scintigraphic apparatus,0,0,0,0,0,0,0,0,0,0,,0,6,0,0,18,0,7,71,33,44,,110321,67123,49352,47259,72828,74073,95080,123290,140842,155922
960920,"Pencil leads, black or coloured",0,0,0,0,1,0,0,0,0,0,,2331,2562,2479,2545,2881,2632,1910,2439,2644,3601,,2476,2565,2177,1784,2314,1755,2345,2725,4073,4875
970200,"Original engravings, prints and lithographs",0,0,2,0,0,0,0,0,1,0,,1,0,0,240,315,52,8,5,2,38,,21571,17091,20191,11746,12066,11964,14188,15130,15956,22941
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,54,79,482,438,5920,4318,743,863,250,,,695795,839911,707886,552435,535121,556582,681047,566750,571299,541834
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,1,0,0,0,0,,,5405,8273,4372,2540,3794,2357,3868,2710,1578,2266
220830,Whiskies,0,0,0,0,0,0,0,0,0,0,,1074,284,1482,2727,1971,1718,3084,2832,1875,1869,,492333,570495,528203,469006,487488,525816,552045,495280,433465,483753
210610,Protein concentrates and textured protein substances,0,0,6,3,0,0,0,0,0,0,,11,34,13,81,148,217,165,172,340,817,,25618,32123,36861,37469,40191,52935,50979,79624,92646,113612
210330,"Mustard flour and meal, whether or not prepared, and mustard",3,0,0,0,0,0,0,0,0,0,,9,6,24,39,22,4,6,7,4,,,16126,19112,20244,16186,17442,17057,23214,19475,22195,22663
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,37,0,39,1,104,80,40,,15843,14911,16529,14044,14292,15088,14432,10807,9954,6058
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,0,0,0,0,,556,374,129,1185,113,90,26,29,135,456,,528558,420606,304542,212985,217895,215814,288993,179871,209204,201204
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,3,39,,118922,129672,113764,83467,79081,87621,91068,84976,91297,92842
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",8,4,11,4,8,23,0,5,6,0,,2346,3382,4230,3886,5519,6715,7232,7105,3868,4615,,450892,410165,518778,338944,328285,355370,365716,388848,366688,374735
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,376,374,741,583,670,805,1077,640,673,626,,42995,41177,44750,29927,29810,31358,33793,32485,41306,37323
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,0,0,,59,62,58,241,614,2200,296,299,375,2848,,54610,55086,57253,53014,53228,60382,61876,61554,65732,62945
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,10,0,0,0,0,0,0,0,,13381,18055,18265,16845,28832,33708,41904,79847,70225,70435,,14577,14239,12315,10844,11904,10775,18090,9952,8258,8729
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,28,0,0,0,0,0,21,0,359,,2,0,1,0,0,0,31,6,0,0
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,44,1,55,354,489,249,184,,4395,4739,4798,4393,4598,5232,6290,6186,4800,5539
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,35,0,0,0,36,,48000,57624,42809,28501,18890,19618,19312,15863,17958,21792
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,22923,23157,30931,29904,49703,58947,57625,51457,61174,47155
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,0,0,0,0,,3,7,1,32,25,44,54,88,160,13,,147920,114815,88422,76500,63561,67616,95759,91623,100814,139264
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,17,0,0,1,0,,788,71,1689,19310,28807,22974,28442,19381,28837,19481,,87059,79307,65629,50242,72209,100226,83309,65755,70901,109060
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,310,592,69,135,3,0,0,0,6,,,3779,3087,2646,941,1305,1345,1174,884,741,821
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,1,0,0,0,,0,537,2,8,1,4,3,18,161,338,,29565,30845,33135,30280,35037,29981,34873,37284,46652,45109
252321,"White portland cement, whether or not artificially coloured",0,0,0,1,0,0,0,0,0,0,,72,650,1064,2057,1046,17309,15088,679,878,2585,,16276,21442,24192,19733,19925,19772,20172,21003,21274,22629
252510,Crude mica and mica rifted into sheets or splittings,0,8,0,0,0,0,0,0,0,0,,7,0,2,0,2,1,41,1,5,,,5214,4863,4558,5251,3285,3357,3254,4583,2384,4659
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,0,607,23,0,0,0,0,0,0,,,1708321,1972353,1978849,1245887,1192690,1630377,1787534,1476813,1351188,2732870
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,156,0,0,,10084,11378,14530,11711,8632,11802,17354,9945,3412,56427,,122812,89238,67721,53489,51835,73697,95129,96776,32337,74710
261400,Titanium ores and concentrates,4562,0,0,0,0,0,0,0,0,0,,117187,79025,13805,6850,10239,7938,15466,13409,20824,180610,,395060,352342,276384,256054,251372,303323,344762,266249,197777,248254
261510,Zirconium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,36669,28090,20731,9880,3142,3690,5650,4780,13084,42415,,0,0,0,0,0,0,0,0,0,0
262021,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1310,922,66,81,8,0,0,0,0,0
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,0,,8,30,17,0,0,0,19,0,3,21,,81804,83938,96045,87416,83072,86176,102819,93425,97900,115143
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",0,0,0,0,0,0,0,0,0,0,,99,2,0,0,28,19,9,52,21647,43429,,216032,150758,1223631,788340,234210,280750,257393,244157,268093,778206
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,0,0,0,0,0,0,0,0,0,,377012,205849,186721,159427,113685,158735,167158,131300,95821,390407,,8855070,8479512,8346132,5218218,4096770,5228695,6687141,5715520,3595136,7443292
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,0,0,,7975,54605,259107,157719,117525,90405,185180,210691,114969,45513,,331310,352562,263882,111120,102495,176173,157610,101236,62772,158180
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,1,12,,,40407163,40953014,35900053,31314518,22610679,23060442,30975605,30331345,22767975,45693494
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,0,,0,0,0,914,491,918,1228,5708,6209,529,,191801,214677,178895,96576,63951,69987,98670,103741,72977,89022
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,22256,14333,15686,7258,4423,7711,7172,7229,2412,3079
280120,Iodine,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,0,7,,66793,77040,65062,53674,45891,41956,45468,52798,61943,55437
280421,Argon,0,0,0,0,0,0,0,0,0,0,,519,427,187,309,460,1793,1441,1306,16627,4553,,8261,8272,5807,5045,5248,5229,6013,6483,7909,7302
280490,Selenium,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,,,25934,21016,9224,6397,4070,4161,11653,10560,980,1941
281000,Oxides of boron; boric acids,0,0,0,0,0,0,0,0,0,0,,98,48,15,61,3,4,5,1,0,3,,29680,30420,26191,22179,19982,22904,24387,21400,20683,23653
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,44,0,295,188,320
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",0,0,0,0,0,0,0,0,0,0,,220,267,125,59,57,194,132,123,95,918,,13777,15749,17441,15184,16500,16688,25360,26218,27422,19213
281520,"Potassium hydroxide """"caustic potash""""""""",0,0,0,0,0,0,0,0,0,0,,1,2,54,25,0,10,41,66,64,269,,71666,78735,71437,66069,63539,69837,90237,89610,70374,76657
281700,Zinc oxide; zinc peroxide,0,0,0,0,0,0,0,0,0,0,,4726,3718,7879,8148,8187,17945,25564,32758,39436,37736,,66762,64940,68819,76086,66049,93594,95921,86128,75021,122440
281810,"Corundum, artificial, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,30,1,0,11,,,143547,155317,159331,130166,142857,159256,197419,164582,120868,171095
281820,Aluminium oxide (excluding artificial corundum),0,0,0,0,0,0,0,0,0,0,,48,47413,154648,146649,147920,347020,505121,443142,370370,443462,,237787,356189,301132,247698,297602,381119,471082,375084,297846,418856
281830,Aluminium hydroxide,0,0,0,0,0,0,0,0,0,0,,13,38,580,1676,13652,21097,41020,35854,25599,27191,,73755,62345,69824,71830,61323,77531,87259,77606,65360,83910
282010,Manganese dioxide,0,0,0,0,0,0,0,0,0,0,,443,66,0,0,0,0,0,0,0,,,30189,29376,33578,31218,25276,24533,28289,26715,26974,28836
282090,Manganese oxides (excluding manganese dioxide),0,0,0,0,0,0,0,0,0,0,,2,22,0,0,0,0,0,0,17,26,,5486,6234,5508,4172,3491,3861,3554,3372,2446,3826
282510,Hydrazine and hydroxylamine and their inorganic salts,0,0,0,0,0,0,0,0,0,0,,17,0,26,0,0,0,2,13,27,,,10278,12260,11925,7756,8420,10492,11606,14094,10488,10696
282540,Nickel oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,4,0,145,0,0,0,283,0,0,,,10806,8984,8503,8869,6736,7950,7207,6670,7759,5616
282751,Bromides of sodium or of potassium,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,448,,4215,5694,5913,5496,5493,6448,10161,8374,8041,11870
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,23,,13427,9556,14750,15412,13015,13070,15613,13027,13577,13168
283210,Sodium sulphites,0,0,0,0,0,0,0,0,0,0,,192,96,49,7,7,130,30,48,7,70,,2987,2220,2049,1543,1622,2290,3410,2231,2626,3383
81070,Fresh persimmons,1,1,31,0,0,0,0,0,0,0,,168,61,19,69,0,0,0,14,79,90,,26701,50356,56735,48571,47732,59112,65554,66884,74541,69784
90510,"Vanilla, neither crushed nor ground",0,0,0,0,61,0,70,0,0,0,,0,6,7,17,276,1194,766,336,0,,,15936,31090,43162,49683,118394,123361,160677,101733,75667,70754
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1741,391,201,166,321,0,0,,,53150,120349,132871,135979,70909,81525,95170,51310,94709,48319
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,662,126,11,117,1,15,13,0,13,14,,0,4,0,0,0,1,7,0,0,0
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,30,0,0,,,1247,1523,1263,886,1122,834,843,855,1377,923
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,,,16886,9245,1186,1328,1361,1250,1237,1419,1355,2097
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,992,2921,21150,22891,15938,16073,15578,20174,21949,18305
110220,"Maize """"corn"""" flour""""",2,1,1,0,0,1,1,1,0,0,,147,95,32,44,50,61,73,45,38,300,,11420,15778,16541,12843,12546,12668,12614,15483,14397,15847
70920,Fresh or chilled asparagus,0,0,0,1,0,0,0,0,5,0,,20,84,3,46,34,13,2,39,15,7,,102395,109157,112666,91845,106407,98222,109025,95133,91433,151020
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,9,0,4,1,1,2,0,4,8,,,4606,6548,4885,4886,5036,5793,5795,5046,5215,5557
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,852,860,282,165,485,654,,460,330,544,188,387,101,1634,201,1002,248
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,105,247,444,92,,0,0,0,0,0,121675,165618,136913,212265,226075
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,281,199,105,120,206,49,362,129,164,30
80122,"Fresh or dried brazil nuts, shelled",0,949,0,0,0,0,0,0,0,0,,138,9,0,0,0,0,9,1,1,168,,29088,41897,46609,59199,59356,51106,61462,57864,56534,49644
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,325,349,844,648,143,10,19,578,702,3,,29380,44111,45305,37529,28935,40352,32039,36537,38124,43581
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,41377,48070,33691,189,34612,37314,65802,55114,53493,82,,128529,139015,141038,100913,103881,114000,109648,110338,119428,107508
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,269,302,553,18,1722,332,2177,3638,5121,,,9966,18495,19850,17876,13686,13181,10682,7846,7401,9377
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,36,5,24,21,1,21,0,4,71,5,,79193,95445,95644,73221,65140,64004,69469,64241,69003,70908
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,1,0,,132,105,133,11,36,81,152,45,73,95,,94693,130772,135545,136320,145596,150761,166756,150422,160366,190938
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",0,0,0,0,0,0,0,0,58,0,,5782,4831,5634,6054,9739,14024,14772,19378,15434,14427,,1507882,1444370,1376119,1079232,1104202,1187603,1296241,1285548,1350435,1566312
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,12997,15949,17839,20645,25274,25322,31183,37979,38412,46429,,46002,53220,59191,50088,66017,52420,58238,55178,60048,71644
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,36349,54823,51693,40281,45548,41992,42912,47538,34768,27674
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,3,5,0,0,,0,0,0,248,0,92,0,26,10,249,,1653,1665,1829,1246,835,1195,818,708,565,547
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,20,30,0,0,133,0,0,11,0,4,,11663,11766,6481,4825,5586,7450,6196,5930,7698,8032
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,1233,922,0,14203,4,2865,6274,8784,10011,6508,,247,183,179,116,157,109,140,103,105,51
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",1,0,181,0,0,0,0,0,0,0,,376,72,109,288,1121,905,0,0,0,,,5859,4065,3439,1737,1629,0,0,0,0,0
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,354,0,0,0,,0,0,0,0,0,0,1654,6871,11823,14135,,0,0,0,0,0,4573,7708,3602,447,337
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,65,0,0,,,1096,1187,507,430,607,133,552,128,20,11
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,1,,8917,10286,10195,8779,10035,9788,12020,13629,11216,10807
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,2,1,39,0,1,0,1,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,31,91,25,3,30,16,2,16,10,95
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,0,0,0,18,95,0,0,0,200,159,,67389,82717,67590,68009,84288,113338,102556,98112,85532,101315
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,129,287,240,381,402,82,212,124,274,545
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,140,42,128,125,153,130,64,44,1389,999
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,181,49,1,1290,140,166,1535,245,,,10,122,495,341,208,55,28,18,14,52
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,6,2,0,0,0,19,2,0,0,,14,0,46,197,2,11,9,38,1,353,,502,381,535,96,89,87,101,62,83,67
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,63,139,123,15,24,19,19,9,14,4
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,214,0,0,0,0,0,0,0,0,,,680,635,886,1409,932,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",1,9,1,0,0,0,0,0,0,0,,426,0,464,798,169,197,715,1674,999,186,,11958,14544,11240,7915,13150,13216,13821,12936,11794,9022
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,654,91,0,246,115,592,531,553,782,239,,1094,1018,1161,975,931,802,1031,679,858,726
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,163,0,0,0,41,,99,78,76,56,24,17,60,185,200,75
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,14,12,5,4,8,20,2,4,10,,,842879,840623,768400,514748,504225,562385,615911,632569,564726,478547
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,56173,37350,46633,64114,90579,69503,43998,60173,28246,44892,,3523,1237,482,390,389,510,504,628,492,802
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,765,1429,1901,1816,1290,1992,1786,1470,3508,2762
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,0,,,48764,44380,48525,46306,54701,67295,72703,51593,49099,48724
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2805,2171,2309,1826,1201,1711,1722,1657,1406,1603
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,7,54,34,0,0,,40,0,0,4,81,46,77,482,28,7409,,4532,5356,4235,3650,3229,4503,7943,9076,9910,11806
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,11,0,180,256,688,605,1386,0,,,647,963,882,861,1206,1663,1974,2218,2986,1729
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,18,0,0,0,,,7108,9672,7656,5858,5904,4771,6529,4895,5223,4614
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,0,138,13,0,4,125,182,888,830,16,,142968,147380,140509,132382,92685,80798,93327,83740,79533,49872
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,,29816,36650,35635,28534,28828,32187,34491,31509,33579,29622
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,12089,9564,8580,10706,11242,12839,14078,14530,18607,20067
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,0,,0,0,0,1,11,0,0,0,0,5,,2653,2882,2778,2161,2749,2838,2940,2032,2033,2389
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3488,5970,3608,483,545,872,445,366,241,264
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,5,2,26,29,0,51,0,1,,1009067,1075540,1088532,739812,590143,688071,695956,789006,327301,592574
