Product code,Product label,"Taipei, Chinese's imports from Singapore-Value in 2012","Taipei, Chinese's imports from Singapore-Value in 2013","Taipei, Chinese's imports from Singapore-Value in 2014","Taipei, Chinese's imports from Singapore-Value in 2015","Taipei, Chinese's imports from Singapore-Value in 2016","Taipei, Chinese's imports from Singapore-Value in 2017","Taipei, Chinese's imports from Singapore-Value in 2018","Taipei, Chinese's imports from Singapore-Value in 2019","Taipei, Chinese's imports from Singapore-Value in 2020","Taipei, Chinese's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",1097,5494,8570,6255,6818,7772,5892,6181,6679,7481,,4803,23421,36853,23380,26617,12395,16798,13465,136362,70692,,45380,54147,119376,138293,66965,55903,55327,43558,51256,56620
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",4068,2918,3821,2985,3178,2846,2494,3026,4160,7473,,709858,692220,858308,831980,912917,1021138,1031339,1150354,1159582,1277402,,125782,122090,132244,132865,137281,147014,147115,143344,153845,170853
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",4536,4085,2451,2302,1880,1966,1751,1935,3271,7412,,96815,68817,71059,79134,78305,102324,83840,62006,76041,117678,,104624,91746,86126,80253,68849,91025,77760,60294,69990,97671
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",13574,16847,20207,10962,13327,11780,10203,11560,7708,7380,,184644,129300,346038,242509,393230,600176,257155,344478,941520,1563061,,100482,100774,87664,48755,48370,47749,64507,61199,38586,50402
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",907,529,466,1037,4,8,50,694,784,7101,,65034,47215,44611,33223,31634,52520,27602,38038,50825,53231,,56837,57546,73028,66113,60529,60947,72309,74003,71812,86525
850760,Lithium-ion accumulators (excluding spent),0,0,17,101,2,1802,6544,6573,3440,6985,,174389,226428,306796,363701,380092,567530,702980,801332,742839,871766,,0,138,41300,92374,128540,196465,305151,463055,468368,649412
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,20218,17050,17865,18961,17163,10218,10694,11132,9242,6933,,8646666,6990269,6183039,4721034,4169649,4438718,3871354,4154481,4064225,3797731,,1259678,1320102,1551401,1386398,1557216,2822434,3181798,3817384,5197863,7454859
271320,Petroleum bitumen,0,0,0,331,449,894,906,420,93,6723,,1218270,1262091,1463146,1012934,604003,831545,1060212,1004566,812933,1079778,,9778,23865,25129,30482,19104,53254,38234,35509,34690,32140
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",981,1059,1649,3526,7281,7224,7414,6100,5093,6590,,121509,114271,147960,155221,110812,130155,150463,136735,103193,115729,,102526,85797,76882,79118,92875,101319,102822,102620,120219,131657
848210,Ball bearings,1558,1751,2330,2051,2541,2517,2200,4011,4031,6366,,770405,767885,672510,633911,600342,620792,539537,480830,377948,410162,,266836,201379,220839,203774,161156,198691,225418,196365,191367,263033
291532,Vinyl acetate,7361,8842,6799,8922,8227,7566,11030,9644,4118,6322,,177914,276634,571799,397845,323271,392320,505877,318903,299620,724457,,16913,11740,17881,20969,14727,16943,18197,18649,9166,21234
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",4291,4047,3511,3573,4170,3545,3575,4888,5180,6257,,68191,63609,77516,60725,58151,52839,64333,79703,58542,51987,,59316,58876,61656,60608,50026,62973,66248,60715,68522,80426
848180,"Appliances for pipes, boiler shells, tanks, vats or the like (excluding pressure-reducing ...""",6820,6910,3951,4808,5449,5821,5785,5618,6572,6244,,461769,561893,704456,633105,581182,455565,563650,629936,687943,745516,,359349,402893,432865,408908,428953,444472,480203,486938,581197,702962
290711,"Phenol """"hydroxybenzene"""" and its salts""""",2769,0,0,0,1528,8519,5482,0,0,6144,,126802,83276,177231,94488,110157,116824,115859,95166,73476,120591,,14336,36334,95461,76660,98518,169511,264305,162914,70235,235993
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of ...",1009,571,1480,939,1515,2167,2343,4798,9120,6130,,122175,208307,104512,140123,110816,139635,383811,220534,154203,460872,,133122,145195,150693,174655,175380,156800,153635,177532,175077,202241
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",10,0,0,0,1044,0,0,0,10172,6106,,6186,94002,102058,49377,31679,79224,57297,57922,22959,50288,,3706,3630,2040,324,9688,20889,13072,120,14807,46042
852580,"Television cameras, digital cameras and video camera recorders",493,670,2304,1537,2278,2940,2445,4123,4715,6005,,1003207,963557,822841,699686,640315,685186,784790,668982,593216,748906,,740392,717563,573757,444036,417550,392461,316977,315340,372202,451373
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,1922,2233,2471,3301,2997,4321,4081,4213,4546,5239,,218030,196879,192465,203374,231549,211485,227499,227483,282318,312376,,112423,101946,101181,101660,113159,126039,147063,141899,144629,163567
847990,"Parts of machines and mechanical appliances, n.e.s.",6839,3090,3314,3281,4120,3441,2846,4178,4613,5184,,1997311,1610502,1445709,1285253,1109209,1191414,1294312,1268687,1418656,1561857,,198300,148825,149564,138050,134849,134558,152863,145049,145722,159336
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",5836,5851,6095,5202,4321,4444,3165,2803,3569,5174,,55574,54596,58349,60647,55023,71308,72807,63308,66329,84484,,51551,51125,49259,40225,43771,43529,42911,43769,48321,52050
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...",358,223,838,663,6490,5355,4453,3403,3091,5142,,62890,31163,33768,23159,19127,19041,13581,11976,13451,9311,,405217,354224,275783,173616,149632,159462,110772,97430,94459,97238
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",21424,10182,15206,24940,14864,5917,32070,13611,9198,5140,,127563,97573,71961,65754,108072,132576,113296,122156,140780,177837,,307231,307016,342303,395071,503199,380935,445694,608809,642266,1042846
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",2085,6664,8787,5169,7424,6592,10057,3864,5058,5088,,254169,409124,381737,297027,332537,343638,385225,398064,333946,359778,,454171,456457,437474,391665,383495,397859,413905,440198,496752,553421
291614,Esters of methacrylic acid,55486,35579,28492,56421,25479,25335,2348,564,4794,5028,,407777,339380,352470,291314,214807,304342,322769,197619,197911,283039,,236823,225536,242102,194459,142859,206196,204718,98755,103578,135986
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",0,0,0,0,0,0,0,0,2623,4954,,328335,6270,26028,23525,19033,31608,116447,41164,17925,36674,,0,18293,1293,7806,10601,7277,16,461,3945,62780
290270,Cumene,0,84375,0,5057,0,4582,8092,0,2003,4924,,0,0,625789,330358,188773,378879,407797,329436,304661,509037,,171683,277483,91183,46364,39717,139992,96161,62072,78616,122389
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",3228,2226,2799,2954,2140,2320,3133,3258,3986,4830,,562932,549665,570765,590137,523488,440832,452669,451756,384941,432692,,124009,118379,115597,115812,110623,124831,130375,128890,114488,130573
902140,Hearing aids (excluding parts and accessories),1976,2013,2054,2174,2364,3753,4856,5070,4735,4658,,344291,381128,349865,362369,366499,379201,490488,478396,444699,479390,,7780,10253,10536,11834,10386,14728,18423,17193,16365,18311
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",0,0,0,0,0,0,0,3,0,4650,,191801,425257,570364,386101,362975,485139,403046,389726,294726,276376,,14538,14006,7818,8778,11122,9853,12861,15343,22607,22842
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",26992,29286,31140,15619,6525,8417,5919,4987,4518,4308,,1278609,1283426,1442157,1084105,1203100,1456626,1688411,1584367,1223786,1563425,,407523,364681,410739,332957,283949,362942,346855,330144,319954,456686
291020,"Methyloxirane """"propylene oxide""""""""",41232,28866,21102,21177,14637,23198,9989,12370,11355,4290,,373545,391554,285214,151730,137589,166668,177465,129248,113537,94612,,155738,142586,148418,116363,96442,119948,123467,109627,107696,234331
900130,Contact lenses,2507,2233,2214,2457,3212,4108,2801,2653,1988,4190,,438896,591776,527599,526355,589547,593365,580110,726015,737888,605398,,49246,51812,59290,56925,65720,79486,86547,89050,74766,75229
190190,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...",13295,13447,15217,14077,12054,14084,23804,16787,3866,4136,,794300,796874,1025334,1009971,954179,1084478,1163082,1152438,683868,527617,,138693,169674,197443,176179,162579,170520,179428,163854,131865,124989
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",1249,2119,2707,2092,1723,1726,2046,2974,3722,3995,,1010321,764070,758536,543104,529197,668938,742218,710316,680441,804828,,414725,391742,418926,393647,417498,460269,504051,533228,617853,747299
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",6539,6352,4715,3868,2393,2392,3254,3151,3302,3949,,78480,75509,88666,90927,97905,111480,139333,137192,119255,129690,,40821,48532,47162,43223,47217,56939,57961,62115,53598,65071
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,1,58,0,16,18,53,63,190,3879,,48245,53200,30770,43438,52783,59241,72338,76371,86636,87250,,23966,20631,24834,25395,20159,21971,23301,21927,24588,29823
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",3672,2930,3106,3347,3223,3702,3186,3487,3018,3836,,60332,74645,62726,54116,51224,57943,49867,43377,40644,43275,,71491,69347,61943,61888,59455,75969,70955,68872,67917,63574
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",1008,2211,2916,1993,2261,2335,1624,2463,1755,3681,,170957,240980,285965,319010,335336,336940,368783,368854,302178,338290,,47405,49861,44431,37947,40765,46812,49828,43746,50089,60453
850610,Manganese dioxide cells and batteries (excluding spent),3849,4469,4177,4533,3648,3752,3876,4563,3212,3649,,235921,247093,286589,236512,251250,261562,315102,301816,308062,334925,,34652,35500,30577,35974,33918,36339,36463,37808,37078,43437
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",1775,2142,2217,1724,886,1382,1998,1976,3354,3507,,406633,360666,391397,357297,337021,502169,633436,628511,480948,360314,,207335,192973,212392,193314,187376,187855,201428,171554,199480,225613
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",2084,1488,1443,5322,6465,6343,6725,5475,4562,3464,,34852,43637,64784,87570,78265,75196,99596,110450,102205,104278,,15362,16929,18446,20022,22237,24393,26455,25600,29678,29036
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",10528,9429,6967,6092,4226,2890,2963,5182,3805,3458,,472328,704269,743994,334830,250271,220836,235488,251406,197211,188797,,97859,93000,88577,85595,80304,77818,82405,82084,69631,67570
281122,Silicon dioxide,6550,5506,1910,1345,3945,4384,3779,3578,3765,3429,,30633,24040,19156,16733,19237,23565,17465,14633,17849,24728,,69854,58164,56953,49552,57797,59844,58516,57079,51906,59800
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",5070,2791,2142,1295,907,918,2401,1209,1777,3418,,52751,65127,102550,68691,78700,133748,286345,216559,217077,300547,,110027,100922,96773,84551,85331,92230,94312,83387,83789,101795
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",254,446,352,524,1328,1649,2022,2533,2091,3292,,1748561,1217202,1032652,1187802,1355902,1400590,1478193,1423948,1208943,1124583,,362973,351954,419583,381472,363104,350288,368013,387235,405845,481472
732690,"Articles of iron or steel, n.e.s. (excluding cast articles or articles of iron or steel wire)",1542,1759,982,1049,1317,2276,2597,1810,1192,3284,,198587,331173,311066,256872,241364,238426,291542,329090,295639,344763,,162351,156253,174649,178530,201218,214885,231646,254287,297044,351180
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",3774,3556,3043,2479,2329,2676,3792,3258,3480,3270,,74845,80321,99951,82658,81813,69601,101089,142333,124159,148255,,17741,19683,17326,19477,19668,24243,25706,26612,29633,35905
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",10726,11518,6573,4982,4785,3688,3431,3127,3192,3264,,6107660,5670055,4693435,4632247,3954257,4283840,4195562,3812250,4550108,6217790,,309377,311975,282062,266080,241021,250078,249235,248497,213770,225923
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,4722,3658,3795,3178,3248,3296,2679,2985,2447,3249,,70074,70335,72457,82210,74952,68454,75779,71922,68917,91074,,11660,12644,13382,15372,18820,26046,29798,31732,34263,43977
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,0,31,53,189,789,1778,1650,15251,3223,,24629742,23121395,23445528,14785177,12462249,14531435,18082770,16591374,10150819,16087885,,0,69,665,15993,1063,1872,4281,40113,58118,36131
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,61,0,307,538,1160,1332,0,3220,,12958,11688,21351,10923,13784,27476,32677,38561,17273,35785,,3001,5309,4801,1635,2965,1912,4404,12990,11025,19331
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",10967,2436,2376,2345,1826,3222,2570,2708,3004,3159,,21792,14752,18852,15853,19263,15711,18803,12881,10530,7878,,59151,33069,34737,58875,42703,40320,38332,35923,32295,33503
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",12757,7826,10988,4716,3624,3245,2885,2712,2180,3127,,425674,380645,398706,340937,300723,314513,336903,310487,305322,351762,,139759,141590,155377,113997,99294,103978,114057,94315,94125,124553
902190,"Articles and appliances, which are worn or carried, or implanted in the body, to compensate ...",1005,706,879,450,3853,6582,6478,6478,5006,3126,,406337,458246,349921,477364,388006,400468,427455,450497,332115,805684,,52259,61387,62464,79304,68828,69186,82561,92818,99683,100793
820730,"Interchangeable tools for pressing, stamping or punching",1527,2895,1508,1776,2316,1799,2494,2564,2582,3084,,16075,19327,10343,15626,14560,14114,24060,14797,12276,24796,,35362,38322,33077,31742,25806,31524,42494,31382,38986,41523
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",3907,2704,1644,2874,8379,7469,4044,5068,3285,3080,,5479015,6048253,5405262,5927719,6249812,6196489,6346641,6408468,4402411,3933248,,299582,315893,294812,301194,1961184,1754520,1666242,1771358,1036900,1079602
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",6296,3596,3081,2600,1383,2791,5545,5482,5060,2946,,12209,10171,9064,8070,8406,10360,13473,12482,13139,12712,,67606,66175,68528,60673,56795,77755,95913,88262,79714,109129
290532,"Propylene glycol """"propane-1,2-diol""""""""",499,741,910,2846,2244,3043,3511,2519,2106,2889,,198262,212940,171988,144207,101833,113110,126126,101834,85995,158697,,27834,27614,34064,29164,24862,32265,35183,27878,22940,38789
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",5889,813,905,3007,3478,1988,547,8250,2848,2804,,183040,209433,179188,183099,164404,181580,218793,211145,169957,245213,,259297,257262,238230,217216,172348,212606,261380,262236,206737,297017
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",19,20,1189,1720,1119,1411,2049,792,1692,2767,,108338,120028,102999,88655,81199,92306,109851,99614,93718,104626,,33557,22931,28629,23991,26657,29124,34492,33575,42799,48454
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",0,0,0,3,0,982,2,1000,5800,2701,,114077,113402,93271,77540,45394,76827,70831,45491,74742,63643,,19929,19844,18911,16251,15556,24181,20723,25897,35642,47714
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",434,470,824,453,295,1270,1337,1083,1093,2646,,30255,26628,31826,34424,47080,55875,60859,53067,48321,54137,,200316,179400,179167,165046,171295,169611,179910,173580,183091,238794
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",2526,2951,2284,1948,3443,2213,2827,2183,3118,2636,,261676,325883,354204,365285,294123,295228,339558,329389,341486,323883,,176857,166628,178536,158860,155106,182629,206494,193288,243810,326931
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",1854,2147,2428,1073,478,949,1339,1955,1163,2574,,3399,4193,4822,2218,1073,1496,1912,2724,1813,2759,,198934,232150,201100,137601,132348,155912,175588,172554,117489,133707
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",3644,2477,1635,1436,1086,1615,1477,1949,2159,2545,,38965,44833,43349,44891,48504,39786,40264,49262,39531,50414,,91622,84579,87927,86123,102293,112714,106529,115153,113840,144995
320649,"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ...",3871,3718,3097,2364,2397,2075,2570,2093,1841,2530,,36236,38359,37993,31880,33414,37934,41385,40849,35755,46185,,28290,27314,31848,24766,25864,30832,32706,30943,30833,37539
151710,Margarine (excluding liquid),3197,2453,2161,2513,2176,2853,2835,2946,2724,2478,,24989,21827,25190,21701,17399,24831,35492,26848,26355,30275,,5014,4395,5422,6572,6916,7683,7250,6940,7554,8076
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",3589,2961,2356,2094,1898,2235,1700,9629,1829,2417,,1608704,1761409,1663323,1375199,1225750,1321152,1376021,1180177,1013561,1268802,,281712,244980,255228,208852,243617,293704,275182,302329,425686,476661
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",1595,1280,1702,1179,1363,1842,1806,1881,2586,2398,,109364,116969,107915,108808,105718,116833,110889,112665,118834,125858,,28694,30565,28163,31621,34632,38759,41390,47221,56926,53968
842539,"Winches and capstans, non-powered by electric motor",0,2,0,0,0,15,33,1,286,2386,,35606,46201,42969,34680,13312,19179,13297,15409,12503,14044,,981,2811,882,612,980,1385,2280,2011,1999,6718
