Product code,Product label,United States of America's imports from Russian Federation-Value in 2012,United States of America's imports from Russian Federation-Value in 2013,United States of America's imports from Russian Federation-Value in 2014,United States of America's imports from Russian Federation-Value in 2015,United States of America's imports from Russian Federation-Value in 2016,United States of America's imports from Russian Federation-Value in 2017,United States of America's imports from Russian Federation-Value in 2018,United States of America's imports from Russian Federation-Value in 2019,United States of America's imports from Russian Federation-Value in 2020,United States of America's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",0,0,0,0,0,0,0,0,0,0,,40,276,70,155,316,384,443,322,358,725,,85049,91855,92110,94247,78439,82455,81204,62137,51324,69911
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,1,12,4,5,5,1,4,,3617,5574,3133,3124,4088,4328,10344,11281,11564,20736
750720,"Tube or pipe fittings, of nickel",0,0,0,0,0,0,0,0,0,0,,1687,31,343,7,5,4,8,2137,8,59,,10726,7519,8903,10822,13896,16430,17901,20898,13412,33094
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,30,0,0,0,0,0,0,0,,3956,579,436,255,224,453,495,557,342,467,,24925,16839,21336,23851,22743,24277,30292,29288,20054,27045
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),6,0,0,43,0,0,0,0,0,0,,3485,2642,1023,655,796,447,903,697,510,1325,,11646,13807,12536,14420,15046,20608,9634,5546,6874,7970
761210,"Collapsible tubular containers, of aluminium",0,4,88,113,36,62,68,57,12,0,,317,232,1329,1122,1556,1564,2025,1533,1512,1524,,33659,22295,26340,26369,23405,25309,27880,26794,25551,33192
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",7,0,5,0,0,0,0,0,0,0,,20429,44160,66230,56376,89567,65111,85483,92995,110333,120607,,192921,171382,172843,158096,192029,167573,249467,272380,713827,1223655
731412,"Endless bands of stainless steel wire, for machinery",0,0,0,0,0,0,0,0,0,0,,57,112,85,38,16,54,48,96,95,61,,7814,7433,8317,8253,8501,9100,9924,10306,10229,11252
731811,Coach screws of iron or steel,0,0,0,0,0,0,0,0,0,0,,763,1102,771,247,310,968,413,457,241,283,,22865,20778,26280,23109,17263,20347,26352,19939,20666,25790
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",2461,11,21,4,12,24,0,2,71,0,,10604,14474,21264,20265,28369,53614,41611,32706,20269,8950,,21706,4190,2839,1806,1970,2709,5690,4319,3760,12542
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,4830,4789,3313,1556,1986,3093,3149,2885,2137,2388,,3737,2783,3329,3606,7266,7885,10155,3807,1592,2176
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",0,0,0,0,0,0,0,0,0,0,,647,949,761,494,648,1025,1054,1355,825,953,,161184,163583,174464,222488,204892,181638,146583,144212,112209,138477
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,0,0,0,0,,0,0,8,1,10,365,9,10,5,20,,5883,6729,6827,4635,5892,4865,3839,3425,2820,3192
700910,"Rear-view mirrors, whether or not framed, for vehicles",3,0,0,3,0,0,3,6,0,0,,2077,3344,3118,1591,941,989,1694,2217,2208,3400,,289274,312950,323859,345860,327582,292946,305024,318815,312939,399047
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",28,3,0,0,0,0,0,0,0,0,,1032,1289,595,341,204,91,223,181,46,58,,57522,54163,46493,43963,34852,36097,36673,35953,31999,25396
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",0,0,0,0,0,0,0,0,0,0,,3497,4753,3435,2272,2255,2867,2434,2852,2609,3181,,84753,91937,82193,93149,84459,86202,91237,77872,77800,94095
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,38,0,0,0,10,0,0,0,19,0,,7449,7097,6822,6257,5427,6070,4802,5849,5371,6197,,587553,663886,648845,649458,625251,676538,678646,615005,620510,780758
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor ...",0,0,0,0,0,0,0,0,0,0,,0,3,0,6,13,0,0,0,0,1,,29575,29674,29033,23097,21221,16510,16420,20124,12816,6344
854720,"Insulating fittings for electrical purposes, of plastics",0,0,0,0,0,10,0,0,0,0,,2574,4254,3344,1878,2658,2817,2943,3634,3821,4553,,72548,75507,91360,98975,91858,90284,119930,100990,93714,100731
860210,Diesel-electric locomotives,0,0,0,0,0,0,0,0,0,0,,26360,15648,56268,11933,7982,25935,42999,45059,52464,67620,,341654,8469,1840,36902,0,424,1929,7209,6,717
860390,"Self-propelled railway or tramway coaches, vans and trucks (excluding those powered from an ...",0,0,0,0,0,0,0,0,0,0,,137963,3729,14559,14431,84966,1,83,0,0,0,,10158,0,105,9338,59052,45007,6796,9594,100,3080
860699,Railway or tramway goods vans and wagons (excluding those specially designed for the transport ...,0,0,0,0,0,0,0,0,0,0,,99867,20498,31345,34967,17946,31388,62447,48594,56634,136198,,1979,609,3821,3165,1330,321,823,14704,655,9891
860711,Driving bogies and bissel-bogies for railway or tramway locomotives or rolling stock,0,0,0,0,0,0,0,0,0,0,,8022,8500,9158,1178,245,1337,326,566,97,323,,13006,28470,26193,17336,25737,26513,60999,48636,16535,34511
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,0,0,0,0,0,0,0,0,,29016,21929,26850,8322,5066,5869,3904,4487,1617,4040,,2507,2456,2274,2239,4972,3076,1824,1531,3242,8928
851621,"Electric storage heating radiators, for space-heating",0,0,0,0,0,0,0,0,0,0,,36,329,415,161,234,153,96,189,289,348,,35564,37493,47339,45630,32314,33659,42165,44662,33828,42736
851633,Electric hand-drying apparatus,0,0,0,0,0,0,0,0,0,0,,27,83,213,204,490,720,854,837,939,864,,11515,10900,13411,13940,13011,12588,11751,11922,8331,7774
851640,Electric smoothing irons,0,0,0,0,0,0,0,0,0,0,,11509,13876,12861,10052,10004,12212,15942,19660,15634,26638,,193444,210812,210616,218217,237965,202543,210902,198644,145070,166170
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,0,0,0,0,0,0,0,34,0,0,,2388,3512,3069,2624,2657,4654,4124,3107,3544,5404,,873454,885066,953391,1408123,1360287,1349425,1280546,956906,690741,854278
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,9397,7348,11234,5731,25655,14627,4580,42515,4179,31499,,38745,52671,53103,40527,35047,64992,67277,44793,56540,51513
850240,Electric rotary converters,0,9,0,0,3,0,0,0,0,0,,21369,32485,3839,2438,3857,1981,2568,6238,1210,1788,,9369,8964,27330,10491,32078,27152,25928,29233,15833,25796
850421,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA",0,0,0,0,0,0,0,0,50,0,,12914,22692,13038,5744,5960,5607,5713,6037,4675,4968,,272282,265616,299183,273177,249331,257585,276619,303563,347502,373656
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",0,0,0,0,0,0,0,0,0,0,,485858,611220,449422,227029,249875,308816,391768,311682,299282,410748,,16785159,14531742,15631034,15988623,12684552,13314385,13287346,12610938,13298702,16272091
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",0,0,0,0,0,0,0,51,0,0,,3,14,50,3,4,11,54,19,130,16,,23026,24844,26483,20569,16892,17324,23937,22125,22126,29423
853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",0,0,0,0,0,0,0,0,0,0,,574,297,332,304,403,631,318,851,461,771,,21024,20865,23066,22180,21622,21579,22673,19992,19140,22151
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",0,0,3,0,0,0,0,0,0,0,,5,1,3,2,58,0,0,19,1,1,,28273,22828,21368,18262,18772,13417,12784,12473,6284,8586
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",0,0,0,0,0,0,0,0,0,0,,696,762,867,30,37,668,326,71,271,53,,24194,27184,21377,13478,10733,4404,5539,4723,1727,2134
852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,0,55,0,0,4,0,8,0,0,0,,539,333,598,1693,1592,1066,2619,2364,1015,1035,,17193,30164,44226,57165,21390,23112,21225,16356,11083,10452
848049,"Moulds for metal or metal carbides (excluding moulds of graphite or other carbons, ceramic ...",0,0,0,0,0,0,0,0,0,0,,415,509,185,136,236,554,1057,855,1380,1211,,67847,50708,77312,69738,60551,51219,59638,54484,31924,32778
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",0,0,0,0,0,0,0,0,0,0,,4202,6287,1830,842,2950,3849,3222,12990,10397,5632,,38341,32792,27806,23589,23022,20799,35181,27034,21917,29234
844313,"Offset printing machinery (excluding sheet fed offset printing machinery, sheet size <= 22 ...",0,0,0,0,0,0,0,0,0,0,,5097,8899,4240,11924,8676,3266,5288,5294,1943,2933,,200323,205061,209379,244438,241975,239901,227116,208660,156231,193488
844317,Gravure printing machinery,0,0,0,0,0,0,0,0,0,0,,0,285,187,0,105,2586,45,0,141,111,,9778,12462,18706,5350,15627,17265,50880,29272,12618,21172
842320,Scales for continuous weighing of goods on conveyors,0,0,0,0,0,0,0,0,0,0,,1391,414,1344,919,503,468,873,1182,382,1040,,14561,19739,14288,16251,13446,15370,22023,22451,21115,23237
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,0,0,0,0,0,0,0,0,0,0,,1010,1964,1707,1315,901,2033,2820,2001,1307,2144,,265310,224314,198711,195693,176493,167625,180609,157503,145311,185230
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",0,0,0,0,0,0,0,0,0,0,,553,703,802,1121,649,1123,1690,1548,1526,1818,,77644,75938,89343,92149,83017,107391,133969,111963,105232,144982
850132,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators),33,0,10,0,0,0,82,0,0,0,,10152,10781,6173,5541,8115,6547,11955,15933,5319,10380,,173604,188311,252406,296275,321164,379131,426490,472980,400783,533153
848350,"Flywheels and pulleys, incl. pulley blocks",0,0,32,0,8,8,3,0,87,0,,5195,7602,5202,5519,6672,11746,17430,18036,16796,18965,,591893,605784,638355,646121,562678,509046,558496,592401,513112,654046
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,177,84,165,140,74,76,86,160,25,10,,165,216,333,5190,480,1756,3733,78,12,566
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,4777,5733,4008,2426,334,616,1802,533,373,1249,,24446,14452,36380,23703,18456,30569,30527,21465,16682,17183
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,0,0,0,0,0,0,0,0,0,,181,20,18,12,97,35,6,7,1,4,,11569,8859,12655,21509,21783,12164,15639,10851,9935,7395
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",0,0,0,0,0,0,0,0,0,0,,2339,1823,2100,1226,1861,2289,3631,3229,2098,2684,,1164835,1283894,1322482,1432493,1431353,1724659,1002451,884575,939946,1375996
845090,"Parts of household or laundry-type washing machines, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1343,602,516,484,618,784,876,1011,1173,1736,,147563,93786,80538,89737,79472,84358,144802,221803,224224,283977
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,0,0,0,0,,74,177,47,176,113,113,115,150,46,39,,19026,25882,21849,25283,24770,20558,24009,16918,10230,7908
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",0,0,0,0,0,0,0,0,0,0,,671,687,533,484,606,693,638,777,576,740,,30554,33712,34578,45620,47043,55674,63509,76562,72470,125470
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",0,0,0,0,0,0,0,0,0,0,,325,499,170,559,139,68,75,444,159,192,,41955,56293,45785,39075,36728,42686,58917,49368,35057,50543
845221,"Automatic sewing machines, industrial type",0,0,0,0,0,0,0,0,0,0,,863,195,178,331,173,90,211,320,826,837,,122254,128941,136204,129842,97679,100079,102255,103638,68189,91576
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,0,0,0,0,0,0,0,,1,0,13,9,1,14,20,14,265,101,,2079,1979,2507,3066,2613,2870,4141,4031,3141,2492
845730,Multi-station transfer machines for working metal,0,0,0,0,0,0,0,0,0,0,,0,8,392,564,0,7,265,32,387,0,,107048,71514,87455,72403,80478,55785,91192,66466,68939,60093
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,47,20,356,1,1,1,172,406,5,97,,38531,36674,51586,47574,31032,30078,24216,31200,27547,25380
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,72,0,80,88,,0,0,0,0,0,52827,80002,94611,65918,45753
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",0,0,0,5,0,14,0,0,0,0,,1892,921,1255,950,2550,2040,1281,4609,2851,5930,,148371,149789,153782,155469,126639,139413,168841,155658,131544,168498
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,0,0,0,0,0,0,,408,236,8,296,1013,769,1226,1052,1360,450,,9728,9833,10894,11861,11919,12474,16157,12659,17112,30839
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",0,0,0,0,0,0,0,0,0,0,,760,574,956,757,975,1416,1918,1922,2316,2612,,119955,131153,151864,163768,160551,170750,184891,165831,164071,204109
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",0,0,220,103,0,0,0,32,0,0,,866,965,1914,731,1064,1319,2666,3331,2047,2485,,39035,52927,67095,78059,83307,91440,102952,112276,88950,91085
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",34,7,12,19,0,0,0,0,0,0,,975,1156,342,397,329,639,525,672,510,663,,110938,104983,115829,124090,131789,187633,138915,119091,111338,119875
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",0,0,0,0,0,0,0,0,0,0,,37491,37347,22264,20493,16423,24937,25723,20653,25068,27195,,225694,208200,211392,190413,165002,191077,226181,210735,171503,184811
401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,0,0,0,0,1,0,0,0,,89,82,106,134,207,312,905,1208,1469,1424,,31326,24982,29833,32460,31114,29100,35137,34676,26581,31377
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,0,0,0,0,0,0,0,0,,0,15,23,34,55,36,62,56,79,65,,857,1366,1905,1202,488,562,688,836,445,344
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,0,0,0,0,0,0,0,0,0,,3536,2393,2599,1094,1598,2188,820,594,622,535,,193,41,37,89,53,19,96,89,417,400
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",0,0,0,0,0,0,0,0,0,0,,13822,10695,16856,12821,16506,16876,13965,10685,7178,8073,,43685,43315,50096,42403,47513,26468,17345,15275,10901,16919
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,0,0,0,0,0,0,0,0,0,,1,0,0,67,156,353,237,434,386,302,,4568,4624,4617,3324,3301,3565,2598,2442,1110,923
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,0,0,0,0,0,,48,12,0,0,32,0,0,1,3,34,,1912,2300,2394,760,818,1370,521,559,420,893
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,632,528,1552,,6752,6568,8271,7017,6284,5780,5050,6117,5437,5351
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,10,5,0,0,0,0,0,0,,468,1691,922,910,61,0,1,12,0,0,,4180,5059,5111,5112,3022,4120,5947,4090,1907,2633
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,0,,80546,90395,75224,52668,55213,59386,73992,89806,123575,106891,,706,195,379,1080,3388,1336,2098,2192,3232,4633
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,164,261,209,345,131,181,176,186,403,347,,49769,38137,44433,36094,29827,30186,29186,23512,34685,41807
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,331204,320166,194004,127072,130847,,0,0,0,0,0,0,6962,21090,25164,20304
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",5317,5459,1144,1377,1764,2146,1323,0,15,0,,73967,69724,106870,138963,142231,43975,46559,44409,34642,35490,,110806,118750,129516,137776,134331,129351,119469,74623,50321,62413
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,6,0,3,0,0,,0,0,0,0,3,74,96,173,182,291,,0,0,0,0,0,54768,60060,68007,81255,108413
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,0,0,0,0,,52,66,36,75,35,97,169,197,213,229,,144727,139399,181775,192109,158292,152071,171380,158238,163887,173269
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,0,0,,6,3,1,2,4,6,12,12,14,25,,11510,10566,11082,13301,9087,12472,14360,10182,10337,13417
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,5,10,6,10,13,20,12,33,116,80,,41870,37071,33084,33459,27688,30303,35119,39503,37040,53829
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,125,146,166,175,215,247,254,326,432,612,,224616,225076,225452,239466,229159,234462,258673,253065,234611,353247
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,5207,982,846,244,3415,13613,9467,4912,3820,2173
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,0,0,0,0,,1154,2131,1216,1125,3002,4495,6067,6970,8704,6091,,14052,12245,11575,9231,10148,11370,11688,8080,5122,6496
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",0,0,0,0,0,0,0,0,0,0,,21184,16991,18668,10182,8563,19433,20033,19192,2626,1777,,19778,7842,4936,4674,5564,5546,5859,5303,5103,6191
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",0,0,0,0,0,0,0,0,0,0,,17779,16259,14575,6287,6230,9413,11029,7790,8164,10333,,45777,35713,28439,31056,37113,43228,44353,24989,20954,36202
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",2,0,0,0,0,0,0,0,0,0,,7434,28395,15877,12859,24734,19845,15064,12725,10304,16671,,190570,167185,159126,155479,156532,143412,146756,151772,112866,129843
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,401,0,0,,270,215,521,7215,37456,42498,46246,39690,40857,66947,,186574,187419,190234,217346,243368,234785,235069,222442,200065,218177
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,0,10,0,13,5,0,0,8,81,658,,14290,14953,12913,10945,11985,11529,6504,3775,5373,17365
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,0,0,0,0,0,0,0,0,,112,266,105,221,175,410,525,434,175,532,,13847,11027,9274,8820,20747,20921,23421,19410,17719,43697
391110,"Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes, in primary ...",0,0,0,0,0,0,0,0,0,0,,2375,4242,2730,1609,2234,2232,2912,4031,3774,6452,,82137,88014,105141,116315,100283,117044,125644,103897,94829,98892
391390,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives ...",0,0,0,0,0,0,0,0,0,0,,1131,921,595,140,298,355,727,4314,4631,2184,,235402,266630,292613,295904,304844,280864,324526,316438,284328,337949
391520,"Waste, parings and scrap, of polymers of styrene",0,0,0,0,0,0,0,0,0,0,,297,266,44,48,563,1225,1048,37,32,201,,11743,9677,7012,4219,5228,4920,6961,8154,6583,8456
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,675,99,340,15,25,312,333,36,20,202,,28204,30053,31373,29826,29702,29935,37622,34394,37997,47858
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",0,0,0,0,0,0,0,17,19,0,,2686,3333,2931,9933,3707,3651,2593,7186,9374,4564,,198772,199568,222789,225114,222734,224148,264142,243457,245825,343634
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",362,467,443,4,1,2,1,0,8,0,,6213,9090,7625,9925,12736,14663,16416,18531,23125,30797,,412887,397130,419503,428075,446579,492253,554276,493913,489445,568361
381010,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders ...",0,0,0,0,0,0,0,0,0,0,,219,360,505,411,272,532,469,650,1313,1334,,39287,40689,45218,37222,35509,37917,41489,39196,37271,44733
381220,"Compound plasticisers for rubber or plastics, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1876,2329,1836,1017,960,841,452,788,279,569,,105476,86802,103631,99793,87449,95409,102877,91916,52465,69387
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",0,38,0,10,0,0,0,0,0,0,,1403,498,3165,4801,26192,10212,32809,87070,52971,6854,,522605,556610,495325,437989,327020,307257,401512,449967,664180,1665842
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",0,0,0,0,0,0,0,0,0,0,,18219,19928,18929,12346,16157,25019,43414,44028,28375,32909,,63522,61033,75518,76809,89615,86293,110246,118059,105056,117763
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,308,1,737,886,1729,1697,332,156,174,228,,17763,12099,11036,6401,10902,12556,12969,9581,13417,21540
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,66,53,47,0,3,6,6,0,0,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,243,41,19,51,17,,0,0,0,0,0,425,497,330,253,460
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,0,0,5,0,3,2,3,9,7,13,,296,359,369,185,140,77,170,192,100,8
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",0,0,0,0,0,0,0,0,0,0,,230215,265764,258197,196047,154906,264725,212968,188139,285370,401829,,481727,621386,685661,593046,573625,645310,763774,688633,642424,1045047
390230,"Propylene copolymers, in primary forms",0,0,0,0,1,0,0,0,0,0,,5688,2676,11744,25307,29196,31884,37048,37391,30166,70790,,177560,224229,290810,278876,368429,315057,517427,426948,307462,701216
390319,"Polystyrene, in primary forms (excluding expansible)",0,9,10,13,0,22,0,0,0,0,,64421,97607,169896,72416,80307,83954,93509,84311,71516,96803,,119796,98973,156126,161494,187912,210654,210012,136797,131692,167792
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",0,0,0,0,0,0,0,0,0,0,,29669,28800,17602,14700,7239,7968,5244,11697,23279,0,,14409,16407,23021,21688,21751,28824,29705,18343,14924,28107
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1270,9,0,0,0,0,0,4,,26036,4714,139,150,79,157,356,181,96,121
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,12,6,15,0,0,,0,0,0,0,0,3,2,17,1,4,,0,0,0,0,0,234917,276672,265573,260933,227493
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",0,0,0,0,0,0,0,0,0,0,,29,10,112,23,9,164,349,242,152,197,,11827,13613,16409,14332,12606,17015,15483,18077,14152,12893
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",0,0,0,0,0,0,0,0,0,0,,1468,1604,2017,1223,1428,1292,1426,1563,1354,2267,,19793,13091,18572,16573,17651,19588,17668,15917,16798,23838
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",0,0,0,0,0,0,0,0,0,0,,2,21,26,72,148,100,112,104,216,218,,41438,46132,51631,53570,52898,52637,74118,83130,63932,79136
390740,"Polycarbonates, in primary forms",0,0,0,0,0,126,57,0,0,0,,67948,42530,17364,9846,22074,23203,57594,30524,31275,93548,,231605,216332,231178,264189,260440,412835,320203,372405,286338,557493
291422,Cyclohexanone and methylcyclohexanones,0,0,0,53,21,58,177,0,0,0,,21,3,114,865,1019,1385,3893,2205,1019,2873,,34618,25319,40871,5750,5111,13201,6606,2581,1685,1885
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",4,0,0,0,0,0,0,0,0,0,,10,188,13,82,49,61,178,1234,643,850,,94569,97809,111778,109650,110875,113722,112130,107962,110334,132072
291560,"Butanoic acids, pentanoic acids, their salts and esters",0,86,0,0,0,0,2,0,3,0,,259,586,446,117,349,249,158,227,268,786,,29000,31968,40073,46444,42066,45488,54947,54493,56361,82391
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,15,9,1,2,2,2,2,3,0,0,,15251,3005,2193,2904,22173,789,765,663,365,468
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",0,5,34,15,16,0,0,0,0,0,,2314,3685,3403,2693,1911,0,0,0,0,0,,75443,81510,74357,69744,66925,0,0,0,0,0
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,48,53,246,137,161,215,182,133,165,277,,70003,73719,63661,64987,47482,50715,76309,59847,74444,106823
