Product code,Product label,"China's imports from Taipei, Chinese-Value in 2012","China's imports from Taipei, Chinese-Value in 2013","China's imports from Taipei, Chinese-Value in 2014","China's imports from Taipei, Chinese-Value in 2015","China's imports from Taipei, Chinese-Value in 2016","China's imports from Taipei, Chinese-Value in 2017","China's imports from Taipei, Chinese-Value in 2018","China's imports from Taipei, Chinese-Value in 2019","China's imports from Taipei, Chinese-Value in 2020","China's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,0,7662,62730,31673,382425,51280,232878,0,0,47012,,14949908,20010553,25108332,24773659,19739029,22987278,26934776,15472120,6859046,8673618
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,8136,1825,22600,1250,0,0,0,0,0,0,,66029,43626,74148,97429,90108,29578,16167,16292,25658,43452,,14592,5153,62737,2563,719,1906,2,272,0,0
852210,Pick-up cartridges,10,14,0,0,0,0,0,0,10,0,,8,37,9,10,26,10,16,19,16,7,,10631,10503,10405,6701,3398,2385,2038,1577,1163,1834
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),0,0,0,0,0,0,0,0,0,0,,1884,2531,993,1047,900,508,549,801,667,930,,6282,4644,2571,2316,3123,10301,25878,113589,111006,104715
851672,"Electric toasters, for domestic use",0,0,0,1,0,0,0,0,0,0,,378,133,133,273,254,197,265,40,39,580,,1641,1511,1635,1143,668,832,2229,3068,3307,3397
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",13,497,242,8,38,20,0,0,0,0,,10926,22318,21441,24171,12283,13842,14206,11921,15362,13040,,18361,20136,31676,8304,16625,12676,14699,6375,5243,17285
853510,Fuses for a voltage > 1.000 V,44,25,1,15,0,18,6,0,0,0,,965,1027,1041,1067,1005,1205,1320,1120,1769,1847,,6317,7085,6745,8672,8685,7924,9191,12947,14437,11861
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,0,1,0,0,,335,38,26,66,12,132,101,371,333,292,,21216,36523,44771,127297,76258,54380,78282,44410,5604,17779
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,8114,9352,11320,7644,12387,15897,16251,14096,16354,27234,,82525,47666,60939,65163,102008,70306,69841,135372,138009,220085
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,27,758,1041,3377,1918,2983,3461,7097,15109,,72,10,93,83,332,102,167,190,211,47
940151,Seats of bamboo or rattan,3,1,0,2,2,0,0,0,0,0,,55,26,26,44,13,0,0,0,0,0,,1542,1582,1820,1940,2100,0,0,0,0,0
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,1,3,2,0,13,0,,95,362,127,151,135,183,253,420,478,516,,711,912,345,908,418,647,649,151,343,123
961310,"Pocket lighters, gas fuelled, non-refillable",0,1,5,0,0,0,0,0,0,0,,16,5,20,3,16,3,0,1,1,27,,972,2225,1313,1525,2214,2114,2403,2088,2059,1673
901520,"Theodolites and tachymeters """"tacheometers""""""""",0,0,0,0,0,2,0,0,0,0,,41,125,115,141,98,38,40,20,92,7,,2349,4028,5169,2935,4525,2329,3249,3956,4841,2951
252930,"Leucite, nepheline and nepheline syenite",18,15,27,35,15,13,0,10,0,0,,121,129,175,177,159,301,372,170,121,59,,1487,1427,2364,1752,1686,1600,1804,1460,1101,1187
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12,31,32,556,23,17,4900,7081,40,266
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,5,0,4,2,0,,0,4,7,1,12,1,1,5,2,1,,93,70,67,305,5513,9879,8181,4070,3285,6092
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",0,0,1,0,5,3,0,0,1,0,,561,586,923,885,918,802,1243,1410,1080,1618,,346,649,1020,5488,5933,15510,24606,21107,20426,19769
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",11,6,73,7,17,39,0,14,9,0,,695,1394,1978,400,958,6109,9410,6898,1684,2717,,4381,7130,11877,9129,4720,8131,8767,10326,9198,11362
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",1,59,0,49,26,45,111,0,0,0,,0,24,140,188,599,195,130,98,104,89,,442,198,423,812,1186,967,1597,946,1164,2460
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",35,4,0,34,58,85,53,17,1,0,,3,0,32,0,74,26,50,17,14,20,,1524,2166,3803,2556,1299,2742,6183,8147,7083,5833
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,9,0,57,0,19,13,32,360,414,3,,54684,100695,106532,140731,154885,198322,258585,229814,245021,243714
230330,Brewing or distilling dregs and waste,11,0,0,0,0,0,0,0,0,0,,2705,2809,3705,3147,1235,6883,0,185,5,1,,774240,1405610,1762417,1999448,683992,67332,36014,31778,42325,82516
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,148262,23831,48885,41099,150104,291285,419317,486879,576976,704147
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,0,,24937,35865,36805,30502,28097,158,98,9,809,83,,2633,2724,208,270,285,298,469,685,1131,3817
130190,"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excluding gum ...",51,60,22,0,0,0,5,0,0,0,,84,244,222,399,444,317,359,167,169,169,,12781,12981,17845,23659,25308,31830,32647,59736,51527,45188
130213,Extracts of hops,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,116,173,349,1456,288,65,17,56,54,338
150710,"Crude soya-bean oil, whether or not degummed",0,0,0,0,0,0,0,0,0,0,,3,11066,13,8476,7228,3763,8693,11275,2730,11548,,2273124,1268361,1090657,636371,434952,514189,409008,569415,706757,1041600
151521,Crude maize oil,0,0,0,0,0,0,0,0,0,0,,0,0,982,620,872,387,699,623,302,0,,19,44,135,58,150,85,82,1152,696,14
152190,"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured",0,0,0,0,0,0,0,0,0,0,,151,442,666,623,396,305,864,227,421,427,,1176,1394,1359,1767,1621,2349,2382,2231,2184,2304
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",51,20,11,0,14,24,93,89,0,0,,2529,2533,2464,3224,3285,2339,2309,5287,2780,3306,,4154,2668,3242,4801,6741,3197,3707,4181,3979,4043
160241,"Hams of swine and cuts thereof, prepared or preserved",9,11,5,0,0,0,0,0,0,0,,372,375,427,407,428,471,545,431,187,440,,451,25,133,2164,1766,2145,2834,1128,70,19
160510,"Crab, prepared or preserved (excluding smoked)",35,30,16,0,38,2,0,1,1,0,,27,55,46,55,3669,4856,5948,2750,1290,6687,,1207,2611,1252,2483,6597,8330,6457,3468,4139,1370
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,889,1017,1062,1423,1245,1702,3155,5941,7372,4978,,0,0,0,0,0,0,0,0,0,0
190510,Crispbread,0,3,0,0,0,0,0,0,0,0,,3,14,8,5,90,68,60,24,18,93,,22,31,16,32,47,39,7,2,4,13
282720,Calcium chloride,11,15,33,27,68,82,63,2,0,0,,25,31,32,25,26,34,47,92,51,44,,2255,1694,1946,2095,1872,1650,1861,1300,2868,1953
283421,Nitrate of potassium,392,138,138,0,0,0,0,68,0,0,,1407,1627,3587,975,497,435,209,55,44,8,,34408,27348,29865,18571,4904,2344,1861,1755,1417,1176
283692,Strontium carbonate,2,0,2,0,0,0,9,0,0,0,,164,146,743,2,91,172,189,26,3,137,,388,636,209,353,362,2854,10666,14416,14130,16508
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",3,4,34,11,9,0,15,0,9,0,,1134,892,1031,885,726,573,792,388,455,534,,5219,5756,6497,5333,4152,6671,9189,6892,7132,7685
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,0,,457,262,345,239,121,29,1,47,33,160,,45,35,14,41,74,58,8,15,4,5
284170,Molybdates,0,0,0,0,0,0,0,0,0,0,,1,1,0,570,196,0,0,0,10,8,,2908,2319,4785,681,2028,3300,7358,6480,15172,27972
290211,Cyclohexane,260,1799,189,191,1018,116,290,229,0,0,,775,1968,475,432,1062,525,723,977,464,270,,7030,6907,2452,1893,1479,10956,4133,12517,270,185
284321,Silver nitrate,55,41,22,0,0,0,0,0,0,0,,729,843,498,475,389,692,412,693,574,1679,,617,455,919,390,640,468,566,539,348,565
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,50,50,20,0,0,0,0,,27,2,3,1,30,407,955,789,920,949,,1113,948,1409,1003,1046,1679,1781,1563,1628,2100
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,92,0,3,0,0,0,0,0,,0,13,252,133,67,75,140,96,86,74,,4666,4493,5106,7065,4767,3314,6004,648,260,718
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",1,1,1,1,0,0,0,0,0,0,,6,1,10,1,0,0,0,7,32,24,,69,38,2,43,1,62,7,0,2096,2003
280110,Chlorine,43,37,6,0,0,0,0,9,0,0,,83,113,122,74,126,101,130,165,382,494,,4374,4475,5670,7028,9374,9366,10313,8720,7126,5945
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",345,298,252,99,62,63,60,60,0,0,,1626,525,95,507,172,82,128,568,143,159,,1401,933,725,525,478,538,815,525,399,468
260800,Zinc ores and concentrates,70,468,0,0,0,0,0,0,0,0,,0,2,0,0,61,0,0,0,4,0,,1245795,1358320,1525538,2008066,1253108,2226763,3248264,2524480,2472212,3569245
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,1045,1692,1384,800,2308,1944,3892,4716,4244,7817,,0,0,0,0,0,0,0,0,0,0
262030,"Slag, ash and residues containing mainly copper",142,4691,987,0,0,0,0,0,0,0,,13108,9157,7129,6524,5111,6983,7223,6248,9062,15119,,142,4755,987,0,0,0,0,0,0,0
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,699,672,2733,2263,1566,2250,2527,457,380,431,,0,0,0,0,0,0,0,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,28,0,0,11,2,10,,18117661,19775885,15178105,7816083,8793149,15388837,16065549,16093804,13877449,16372479
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,54,34,20,12,17,17,18,69,44,56,,64954,53594,36563,17953,19407,74675,210671,158230,42990,88318
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
281610,Hydroxide and peroxide of magnesium,0,52,1,108,0,1,1,3,0,0,,228,192,87,238,127,146,129,132,144,116,,5057,5237,5873,5144,5820,13991,5680,14580,20344,17474
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,1,12,18,0,0,0,,9,15,20,40,10,9,47,21,30,29,,389,126,240,276,182,359,375,1102,288,300
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,0,,11558,17395,13927,13442,11311,14339,17436,15567,13045,14705,,0,0,0,0,0,0,1,105,88,2
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,1,0,0,0,2,0,1,0,,19,13,5,1,2,112,97,95,0,60,,7285,5588,10111,15575,11341,14541,9941,4145,1036,231
110820,Inulin,0,0,0,2,0,7,13,0,0,0,,0,0,1,0,31,0,47,0,2,4,,3139,3848,3180,4770,9364,7382,8857,8524,10570,10522
120230,"Groundnut seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,18,0,0,1,,0,0,0,0,0,0,0,0,0,0
120730,Castor oil seeds,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5700,9619,10668,8982,7183,9469,4678,14292,9795,14509
120760,"Safflower """"Carthamus tinctorius"""" seeds""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,3,,0,2766,5682,9123,8870,9657,7160,8401,10927,12414
100111,Durum wheat seed for sowing,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,1,3,4,5,3,1,0,0,0
100620,Husked or brown rice,0,102,101,117,29,17,756,9,963,0,,873,1143,985,995,851,1435,3113,1236,5300,2705,,514,2780,4438,22191,28784,35429,7546,259,1167,472
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3172,3684,2970,2698,1265,2929,703,232,78,429
90811,"Nutmeg, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,3,,434,924,676,325,158,301,302,10828,33208,57325
90822,"Mace, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,135,164,158,37,103,4,7,0,0,0
90831,"Cardamoms, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,11,252,16,3,0,3,0,6,,4,0,0,16,46,0,1,5800,50691,73664
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,3,2,1,7,10,47,,96,30,26,38,84,65,166,1928,1372,24534
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,23,29,139,,15944,15442,13510,14706,20183,20352,27574,33083,37642,60450
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,31,43,53,71,11,0,1,1,4,26,,290,128,442,365,330,823,15046,26693,21183,16015
81350,Mixtures of nuts or dried fruits,53,52,34,95,94,77,15,2,11,0,,181,265,382,442,368,236,112,99,64,73,,436,374,468,1548,799,947,658,842,864,39
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,1,0,0,1,79,47,0,0,,0,26,544,522,641,674,715,817,407,302,,235,418,1051,1425,1897,3363,4140,5230,8189,9949
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,0,,189,160,34,2,24,4,39,28,8,16,,0,0,1,0,0,0,0,0,0,0
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0
70610,Fresh or chilled carrots and turnips,0,0,15,0,21,0,0,0,0,0,,3130,3074,3760,2337,1668,2661,4107,2397,1931,3154,,0,2,42,58,100,377,327,213,49,3
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,1,7,12,1,1,1,9,19,39,2,,99,0,0,0,0,0,0,0,0,0
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,2,2,2,0,,6167,6182,4909,8986,9907,14333,15071,20155,18286,25906
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,22,0,18,4,40,36,49,66,10,28,,24,23,30,59,79,76,66,758,222,1521
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,4,8,1,0,4,0,7,0,0,1,,215,203,123,227,350,184,685,819,726,731
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",300,105,75,437,73,0,0,15,0,0,,412,390,791,935,881,853,914,746,530,879,,1741,4397,5476,3718,2365,606,944,1303,208,190
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,0,,29,43,68,102,14,273,3400,5517,4784,5571
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,767,384,242,198,177,183,143,226,235,294,,433,1242,4283,5793,2448,9097,8821,9434,7362,11599
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,11,17,31,5,6,0,0,0,,0,0,0,230,78,0,81,3,9,208
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,0,0,0,0,,0,0,29,0,0,0,0,0,0,0,,339,211,334,211,812,2730,8134,9869,11228,10641
80131,"Fresh or dried cashew nuts, in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,4909,5503,2881,3595,728,11687,9904,18767,15881,11825
80212,"Fresh or dried almonds, shelled",0,0,0,0,0,7,0,0,0,0,,15,34,34,218,105,45,15,228,4,70,,26160,25412,26316,44049,45218,70767,134910,226069,170141,169133
80410,Fresh or dried dates,0,0,0,0,0,0,0,0,0,0,,649,750,835,796,25,34,15,19,4,8,,3906,3156,3610,3248,3977,4148,5166,6260,5056,4866
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,1,5,15,23,7,,355,3392,11956,45092,78343,105453,133380,92443,71625,96403
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",1,0,3,0,1,0,0,0,5,0,,230,217,344,1165,1061,77,73,164,146,356,,12964,2469,3580,10346,15347,19068,15774,19368,24774,23122
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",385,559,743,1073,840,0,0,0,0,0,,0,966,11343,9908,15994,99,0,0,0,0,,70007,90532,104334,115495,115931,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,7,0,4,,0,0,0,0,0,23673,28991,21589,29571,22579
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,7,10,5,28,3,143,28,7,5,0
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,2,0,0,0,0,0,0,0,,0,183,754,827,2553,0,0,0,0,0,,2291,998,1859,2206,2293,0,0,0,0,0
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",1055,647,1281,1602,1094,0,1,0,0,0,,1246,679,559,316,249,220,552,672,72,21,,8514,12412,13828,19356,31205,53165,52561,52708,47483,43157
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,0,138,886,33,0,1,1,93,34,4,,258,230,181,6,0,0,0,0,0,0
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,634,603,588,513,508,520,613,790,868,800,,10,10,21,10,0,0,0,42,301,0
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,0,0,0,0,0,0,0,0,0,,98,124,1124,1037,802,1399,1220,1286,1541,2838,,96,218,188,448,272,621,1281,932,0,0
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",699,1,0,0,480,0,0,1745,0,0,,169,306,660,758,1021,511,375,1924,388,366,,3782,2652,9764,11871,8128,6107,12622,20062,5596,4630
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,286,20,0,0,0,66,33,4,0,,19540,165059,258725,279846,262403,286840,422665,726643,765139,1105392
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,18,,107,0,0,0,0,0,4,4564,552,308
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,13,0,,3765,8289,5698,246,9663,321,218,3501,20223,13627
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,12801,17742,14274,8036,6389,11211,16255,24276,25273,20949
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,2,3,0,0,75,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",343,77,0,0,0,0,0,0,0,0,,0,0,1,0,2,0,0,0,0,0,,7084,3949,3944,31454,143027,35463,8194,151767,138896,246921
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,357,279,141,166,97,105,140,163,96,203,,0,0,0,2,10,2,94,110,0,43
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,11,11,8,4,7,3,3,0,0,0,,24,14,0,0,0,0,0,4,3,0
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
30256,"Fresh or chilled blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,65,0,0,0,0,0,0,0,0
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,9,0,0,0,0,,0,1,11,5,4,20,5,27,34,10,,5,2,0,0,0,9,3,0,0,0
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,52,,24813,27108,29370,29373,33932,44404,23143,16463,13976,10938
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",49,0,36,0,0,0,16,27,381,0,,1604,1106,1718,1765,6400,4484,5855,3107,3094,2433,,97305,105774,92093,117380,111451,111440,328734,407600,310539,286608
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",7141,25,0,1284,5850,4547,9153,70,0,0,,125967,112076,121818,115474,132042,159479,173287,189152,195522,145368,,11791,3826,4976,4897,8968,7947,12241,121,500,1927
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",48869,53268,26581,19952,27883,17501,22168,12190,5057,0,,248213,310184,235183,157331,144754,181856,237321,245803,176694,251898,,100666,140307,93053,76107,89459,89872,139817,92795,49489,21853
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,17062,25198,36482,20400,28596,39771,26818,39964,27462,14751
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,60082,41432,61452,38569,32823,38584,39592,40132,48172,23183
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,17,0,2,2,0,0,,0,0,0,0,0,0,0,0,0,0
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20,64,48,29,57,132,309,704,309,1795
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,88,0,0,0,0,0,0,0,,0,0,0,0,50,469,533,723,581,872
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,2,5,3,5,0,0,0,0,,0,39,3120,7554,10464,17524,21403,18863,17186,37495,,1607,1824,1228,469,2139,1460,8327,11333,3167,2701
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",25,0,0,0,0,0,0,0,0,0,,296,247,409,315,263,193,193,114,44,217,,634,666,750,775,457,502,414,359,140,185
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,27,29,11,0,,16781,15223,15787,3806,3615,5682,10673,8089,13340,5243
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",389,967,1097,877,468,53,30,0,0,0,,7127,7437,8284,10118,7360,4992,5984,9215,10858,7902,,16910,16599,27745,28332,33890,30398,32025,37649,31167,27580
291511,Formic acid,2,1,1,2,2,1,1,0,0,0,,163,161,583,2365,505,508,576,157,47,191,,849,798,708,344,290,561,766,653,717,742
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",214,186,28,2,8,1,0,0,0,0,,41,44,36,42,31,141,51,1,30,0,,4914,4010,5415,4318,6660,7872,5970,6755,3988,4461
292242,Glutamic acid and its salts,1,118,992,769,98,58,45,67,91,0,,66897,55530,68735,50473,43868,36348,32369,33584,36444,29581,,1001,944,2040,1731,959,867,844,997,684,700
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
