Product code,Product label,"India's imports from Taipei, Chinese-Value in 2012","India's imports from Taipei, Chinese-Value in 2013","India's imports from Taipei, Chinese-Value in 2014","India's imports from Taipei, Chinese-Value in 2015","India's imports from Taipei, Chinese-Value in 2016","India's imports from Taipei, Chinese-Value in 2017","India's imports from Taipei, Chinese-Value in 2018","India's imports from Taipei, Chinese-Value in 2019","India's imports from Taipei, Chinese-Value in 2020","India's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",0,0,0,0,0,0,0,0,0,0,,98,124,1124,1037,802,1399,1220,1286,1541,2838,,0,0,0,0,0,0,0,0,0,0
10639,"Live birds (excluding birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ...",0,0,0,0,0,0,0,0,0,0,,169,306,660,758,1021,511,375,1924,388,366,,6,40,41,38,327,0,0,0,14,29
20110,"Carcases or half-carcases of bovine animals, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,286,20,0,0,0,66,33,4,0,,0,0,0,0,0,0,0,0,0,0
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,18,,149,14,0,0,0,0,0,0,0,0
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,13,0,,0,0,0,0,0,0,0,0,0,0
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,27,0,0,0
30199,"Live fish (excluding ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ...",1,5,0,0,1,1,2,0,1,0,,166838,154527,194931,156240,97878,105870,146376,110019,41848,59969,,547,135,84,159,237,1641,2851,1765,965,959
30221,"Fresh or chilled lesser or Greenland halibut """"Reinhardtius hippoglossoides, Atlantic halibut ...""",0,0,0,0,0,0,0,0,0,0,,11,11,8,4,7,3,3,0,0,0,,0,0,6,5,3,2,2,10,1,2
30252,"Fresh or chilled haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,11,5,4,20,5,27,34,10,,0,0,0,0,1,1,0,0,0,0
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,52,,0,0,0,0,0,0,0,0,0,0
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,0,0,0,,1604,1106,1718,1765,6400,4484,5855,3107,3094,2433,,0,0,2,0,0,65,0,0,0,0
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,125967,112076,121818,115474,132042,159479,173287,189152,195522,145368,,0,0,0,0,0,15,0,0,0,0
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",0,0,0,0,0,0,0,0,0,0,,248213,310184,235183,157331,144754,181856,237321,245803,176694,251898,,0,0,266,0,0,0,0,70,30,335
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,17,0,2,2,0,0,,0,0,2,0,2,7,0,0,0,0
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,222,1161,928,382,38,21,43,45
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,0,0,0,0,0,0,0,0,,0,39,3120,7554,10464,17524,21403,18863,17186,37495,,0,0,0,0,0,17,41,78,46,219
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,16,0,0,0
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,0,,296,247,409,315,263,193,193,114,44,217,,223,194,107,0,0,0,0,0,0,0
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,0,,0,0,183,136,152,440,486,397,794,510,,0,0,0,0,1,0,0,1,0,0
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,0,0,0,0,0,0,,230,217,344,1165,1061,77,73,164,146,356,,2584,0,0,0,0,0,0,101,0,0
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,0,0,0,0,0,0,0,0,,0,966,11343,9908,15994,99,0,0,0,0,,0,0,0,0,19,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,7,0,4,,0,0,0,0,0,0,4,161,121,280
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,3,0,0,0,0
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,183,754,827,2553,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",0,0,0,0,0,0,0,0,0,0,,1246,679,559,316,249,220,552,672,72,21,,331,231,149,9,37,95,48,41,25,0
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,0,138,886,33,0,1,1,93,34,4,,0,0,0,0,0,0,464,481,276,157
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,634,603,588,513,508,520,613,790,868,800,,1,0,0,0,0,0,32,42,215,54
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",98,49,157,45,90,0,0,0,0,0,,1717,1734,1614,1708,3346,2791,7859,6485,1096,4404,,4598,3537,6459,7297,5700,8383,6829,4874,2453,4561
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,0,0,,0,26,544,522,641,674,715,817,407,302,,0,169,182,7,0,0,3,0,0,0
60491,"Foliage, branches and other parts of plants, without flowers or flower buds, grasses, fresh, ...",0,0,0,0,0,0,0,0,0,0,,934,669,0,0,0,0,0,0,0,0,,20,0,0,0,0,0,0,0,0,0
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,0,,189,160,34,2,24,4,39,28,8,16,,0,0,0,0,0,139,159,16,33,748
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
70610,Fresh or chilled carrots and turnips,0,0,0,0,0,0,0,0,0,0,,3130,3074,3760,2337,1668,2661,4107,2397,1931,3154,,0,0,0,0,0,0,0,0,0,26
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,1,7,12,1,1,1,9,19,39,2,,0,0,98,99,0,0,42,0,56,1
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,2,2,2,0,,0,0,0,29,0,0,0,0,0,96
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,22,0,18,4,40,36,49,66,10,28,,0,0,1,0,0,0,0,19,0,0
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,4,8,1,0,4,0,7,0,0,1,,32,3,4,14,5,29,236,11,28,0
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared ...""",0,0,0,0,0,0,0,0,0,0,,412,390,791,935,881,853,914,746,530,879,,60,129,71,44,108,130,453,236,332,241
71320,"Dried, shelled chickpeas """"garbanzos"""", whether or not skinned or split""""",375,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,0,,355551,324199,200483,430367,688332,1310745,127869,203613,162239,164654
71332,"Dried, shelled small red """"Adzuki"""" beans """"Phaseolus or Vigna angularis"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,767,384,242,198,177,183,143,226,235,294,,3971,656,0,0,45,203,0,0,0,2
71335,"Dried, shelled cow peas """"Vigna unguiculata"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,11,17,31,5,6,0,0,0,,0,5668,34321,54776,36700,44307,31824,43716,34308,56955
71340,"Dried, shelled lentils, whether or not skinned or split",672,0,0,0,0,0,0,0,0,0,,0,0,29,0,0,0,0,0,0,0,,262548,435583,480504,931466,611188,723048,92196,346343,580893,525797
80131,"Fresh or dried cashew nuts, in shell",0,374,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,924079,812491,1025634,1313862,1180853,1450605,1714075,1097656,1086928,1126253
80212,"Fresh or dried almonds, shelled",122,0,0,0,0,0,0,0,0,0,,15,34,34,218,105,45,15,228,4,70,,44325,43215,62242,89576,75494,101094,54167,47839,52519,114419
80250,"Fresh or dried pistachios, whether or not shelled or peeled",100,0,0,0,0,0,0,0,0,0,,261,687,0,0,0,0,0,0,0,0,,53761,0,0,0,0,0,0,0,0,0
80410,Fresh or dried dates,168,12,0,0,0,0,0,0,0,0,,649,750,835,796,25,34,15,19,4,8,,112502,183367,199447,188822,211137,242526,258255,164011,224980,240350
80440,Fresh or dried avocados,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,1,5,15,23,7,,0,1,21,115,241,668,832,1159,1325,2467
80620,Dried grapes,0,0,0,0,0,0,0,0,0,0,,1874,3054,2429,3001,2372,1832,1653,980,595,568,,13677,31946,43797,53222,55372,76327,95181,107129,102448,104194
80921,"Fresh sour cherries """"Prunus cerasus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,250,703,493,419,359,140,612,241,582
81110,"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,23,29,139,,179,86,36,30,27,27,76,89,117,34
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",0,0,0,0,0,0,0,0,0,0,,31,43,53,71,11,0,1,1,4,26,,84,45,0,0,21,103,131,57,29,7
81350,Mixtures of nuts or dried fruits,0,0,0,0,0,0,0,0,0,0,,181,265,382,442,368,236,112,99,64,73,,51,81,1,6,147,0,37,226,3,34
90121,Roasted coffee (excluding decaffeinated),0,0,0,0,0,0,0,0,0,0,,2437,3157,2724,1509,1701,17627,6319,4208,7822,8997,,828,1203,1052,773,831,611,996,607,607,463
283421,Nitrate of potassium,0,0,0,0,0,0,0,0,0,0,,1407,1627,3587,975,497,435,209,55,44,8,,621,166,361,463,285,335,163,431,175,171
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,164,146,743,2,91,172,189,26,3,137,,3665,1849,2539,2039,1989,2434,2709,3157,3621,2596
284020,"Borates (excluding disodium tetraborate """"refined borax"""")""""",43,0,0,0,0,0,0,0,0,0,,1134,892,1031,885,726,573,792,388,455,534,,5232,4128,3229,2541,5714,7675,7188,8247,8083,10458
284161,Potassium permanganate,0,1,0,0,0,0,0,0,0,0,,457,262,345,239,121,29,1,47,33,160,,627,374,80,60,3,565,975,949,398,73
284170,Molybdates,0,0,0,0,0,0,0,0,0,0,,1,1,0,570,196,0,0,0,10,8,,13,56,167,58,99,313,63,248,483,271
284290,"Salts of inorganic acids or peroxoacids (excluding of oxometallic or peroxometallic acids, ...",0,0,0,0,0,0,0,0,0,0,,3136,3505,4148,2839,2341,3125,3143,2612,2972,5406,,3230,3544,8796,4945,5434,6285,7189,8879,9572,12959
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",129,0,0,22,218,26,0,0,0,0,,1046,1901,1248,1544,26758,3096,1856,24209,480,1034,,5102,7383,6668,5513,3590,6840,9555,10459,6698,10065
290211,Cyclohexane,23,66,46,61,17,18,19,13,1,0,,775,1968,475,432,1062,525,723,977,464,270,,4365,11650,11004,9026,16211,5885,8795,7476,10049,14943
282710,Ammonium chloride,0,0,0,1,0,0,0,0,0,0,,107,110,141,112,87,73,128,105,86,125,,3013,4323,3328,3100,2909,2449,2727,3619,2853,2711
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,117,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,27,29,11,0,,14254,18108,17524,12689,24406,30938,42057,35063,28665,34018
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,141,0,158,1,0,569,1694,3834
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,27,2,3,1,30,407,955,789,920,949,,4776,20656,4886,5965,5127,6410,6860,12022,16806,22910
290342,Dichlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,190,0,0,0,0,0,0,0,0,0
290344,Dichlorotetrafluoroethanes and chloropentafluoroethane,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2627,0,0,0,0,0,0,0,0,0
290349,Halogenated derivatives of acyclic hydrocarbons with two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,112,103,0,0,0,0,0,0,0,0,,6165,0,0,0,0,0,0,0,0,0
292149,"Aromatic monoamines and derivatives; salts thereof (excluding aniline, toluidines, diphenylamine, ...""",184,0,0,0,12,0,0,0,0,0,,505,1265,1414,921,730,624,1589,2401,2440,2046,,20216,24457,25829,23476,24943,23425,31023,21200,28218,39874
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",589,0,62,23,21,0,0,0,0,0,,144,149,442,357,205,231,561,424,1399,2251,,135606,137480,150457,110712,99534,126944,201011,222152,214966,292306
292242,Glutamic acid and its salts,103,28,0,1,22,54,34,72,0,0,,66897,55530,68735,50473,43868,36348,32369,33584,36444,29581,,34183,34058,33011,36889,40799,51981,51707,52935,49660,71884
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3,1
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1
291816,"Gluconic acid, its salts and esters",208,0,0,1,0,0,0,0,0,0,,126,88,57,67,77,109,172,72,79,52,,21718,19921,19017,17490,19420,23060,30363,34656,36512,44722
291818,"Chlorobenzilate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290551,"Ethchlorvynol """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,9,28,8,37,,877,1727,1261,953,495,790,919,1308,1304,629
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,0,20,0,0,0,2,0,0,,41,44,36,42,31,141,51,1,30,0,,10107,6044,8099,9454,6015,8922,14276,14004,8674,8651
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",160,70,143,140,0,0,0,0,0,0,,5209,3373,2500,5665,4651,4252,3572,6445,7038,8130,,5720,9945,12798,11696,10230,10948,20336,20162,21662,23496
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",256,0,0,0,0,0,0,0,0,0,,7127,7437,8284,10118,7360,4992,5984,9215,10858,7902,,19627,20906,26466,27253,13614,10205,13949,18304,18493,15109
291511,Formic acid,72,0,0,92,0,0,0,0,3,0,,163,161,583,2365,505,508,576,157,47,191,,6457,6627,10730,9966,9199,11459,20139,11776,12199,28796
280410,Hydrogen,0,0,0,0,0,0,0,0,0,0,,4,24,3,0,6,6,1,11,1,1,,9,519,3,0,32,11,9,233,157,4
280429,Rare gases (excluding argon),0,0,15,0,0,0,2,0,15,0,,1140,1715,1139,5059,2136,1391,2278,2834,6751,9528,,15176,18796,28556,27768,26374,24611,29988,32781,39164,47391
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,17,0,0,0,0
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,0,0,0,,228,192,87,238,127,146,129,132,144,116,,942,1386,1359,633,910,2000,2269,1748,2186,2617
281640,"Oxides, hydroxides and peroxides, of strontium or barium",24,0,0,0,0,0,0,0,0,0,,9,15,20,40,10,9,47,21,30,29,,759,612,714,673,703,1007,1081,906,981,848
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,0,,11558,17395,13927,13442,11311,14339,17436,15567,13045,14705,,3347,2689,2375,1296,841,1628,354,489,76,56
220300,Beer made from malt,0,0,0,0,0,0,0,0,0,0,,6668,8274,6597,6453,5862,7993,6646,6600,6148,7134,,4475,3954,4616,8246,11659,6916,12816,11478,5879,5162
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,3,0,32,0,74,26,50,17,14,20,,201,266,130,82,48,39,129,56,79,176
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,9,0,57,0,19,13,32,360,414,3,,1,2,0,6,0,0,0,0,12,38
230330,Brewing or distilling dregs and waste,0,0,0,0,0,0,0,0,0,0,,2705,2809,3705,3147,1235,6883,0,185,5,1,,0,0,26,35,235,322,205,99,184,295
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,596,357,36,0,0,0,0
240310,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion",0,0,0,0,0,0,0,0,0,0,,18,74,0,0,0,0,0,0,0,0,,261,0,0,0,0,0,0,0,0,0
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,0,,24937,35865,36805,30502,28097,158,98,9,809,83,,3759,6522,7208,6787,6982,9758,7584,10717,7494,10107
250200,Unroasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,3,3,0,0,3,,494,583,1005,562,613,847,929,1037,995,1231
250700,"Kaolin and other kaolinic clays, whether or not calcined",48,0,0,1,0,60,0,0,0,0,,1765,1859,2452,2437,2409,2679,2857,2992,2849,2960,,19548,24490,25428,29735,36385,39324,47563,56926,54344,69591
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,990573,568194,560288,619147,531375,366518,389763,383266,358342,564685
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",312,0,0,0,0,0,0,0,0,0,,0,4,7,1,12,1,1,5,2,1,,816756,417808,424156,426034,253436,315485,372131,386060,380274,634817
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,0,0,0,0,0,66,0,0,0,,116,209,28,66,1648,4406,170,180,7,156,,15632,19296,22556,19830,13789,14572,15198,15255,10697,10787
252620,"Natural steatite and talc, crushed or powdered",5,1,0,0,0,4,13,0,0,0,,3279,4441,4279,3896,4771,4651,3690,3380,2912,3681,,2221,1770,2108,2552,3157,3136,4348,4792,4477,5235
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,37,283,105,14,73,461,571,3,211,1478,,8040,9208,8724,8280,6766,9036,15661,22218,15554,11408
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,121,129,175,177,159,301,372,170,121,59,,392,942,1258,1245,1601,2080,2171,2040,1802,2045
253010,"Vermiculite, perlite and chlorites, unexpanded",3,0,0,0,0,0,0,0,0,0,,107,122,96,183,109,196,123,91,68,50,,4943,4250,4864,4436,5397,5461,6200,5657,5120,9451
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,6,1,10,1,0,0,0,7,32,24,,0,8,0,0,0,0,0,0,0,0
260300,Copper ores and concentrates,0,42469,0,0,0,0,0,0,0,0,,2080,859,1784,553,810302,596860,392148,807508,747084,1314632,,4884537,7443378,5320205,4096144,2458286,3900957,2640129,1187735,897664,2523909
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,61,0,0,0,4,0,,89534,34476,35415,175,1401,0,331,268,21,315
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,1045,1692,1384,800,2308,1944,3892,4716,4244,7817,,0,0,0,0,0,0,0,0,0,61
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,13108,9157,7129,6524,5111,6983,7223,6248,9062,15119,,6081,22558,6512,5420,8623,6155,6198,3245,3277,7615
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,699,672,2733,2263,1566,2250,2527,457,380,431,,658,440,242,0,264,162,621,0,289,898
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,12,276,132,33,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,28,0,0,11,2,10,,17489,212636,946244,1663371,868255,804896,1728312,2196277,1295829,1309904
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,54,34,20,12,17,17,18,69,44,56,,709,3825,8756,2981,1041,5801,31773,25232,5758,13645
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,0,,24317,47382,42499,46172,27819,61288,97533,56030,56427,138154,,460647,486532,540242,720127,842240,1324556,857267,1066864,794701,840353
280110,Chlorine,0,0,91,0,0,0,0,0,0,0,,83,113,122,74,126,101,130,165,382,494,,313,185,292,372,258,247,1084,371,215,374
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",0,3,0,0,107,0,0,0,0,0,,12404,9898,371,629,297,411,689,1131,163,182,,6456,5563,6430,6084,7885,13018,13277,10156,6779,10922
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,84,10,0,0,,0,0,0,0,0,143,108,55,1,45
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,47,122,15,114,78,,0,0,0,0,0,178,513,841,794,1729
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",12,0,29,1,1,1,0,0,0,0,,2978,2582,2391,2844,2312,1988,2036,2730,1774,1604,,530,387,533,573,434,691,823,731,290,368
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",2,1,0,0,8,0,0,0,0,0,,82,12,0,0,21,0,0,4,100,11,,783,602,404,606,775,799,854,654,992,1732
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",65,33,0,0,0,0,0,0,0,0,,840,452,244,755,79,152,234,327,453,314,,38780,31525,29388,32448,32572,25302,34471,41199,27213,22765
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",242,1,0,5,0,0,0,0,0,0,,3588,5609,6085,12967,14587,25499,8485,3792,2593,2780,,18991,11918,4064,2241,1262,896,656,1037,910,1356
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,68,43,18,26,16,15,6,2,0,0,,230,296,699,218,68,8,133,384,196,162
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,3,0,0,0,0,0,0,0,,156,170,321,138,67,76,99,60,106,98,,686,964,746,877,627,859,1656,1939,1541,2073
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,0,0,0,0,0,0,0,,374,634,816,1047,998,1046,1096,1483,1487,2586,,135,288,206,347,216,307,418,371,248,434
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,4,23,18,4,21,10,36,9,12,3,,0,8,60,47,59,26,22,210,384,1022
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,50,67,85,129,166,145,90,96,76,53,,524,387,453,536,606,847,1233,1015,441,568
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",116,0,0,0,0,0,0,0,0,0,,327,806,400,276,254,440,336,474,150,367,,13212,11831,15241,13286,13920,16641,21826,23047,11911,22569
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,41,69,14,0,10,7,0,,647,859,931,878,801,655,467,488,461,521,,5678,4626,10896,11852,22190,61719,41244,42268,13482,2978
