Product code,Product label,"India's imports from Korea, Republic of-Value in 2012","India's imports from Korea, Republic of-Value in 2013","India's imports from Korea, Republic of-Value in 2014","India's imports from Korea, Republic of-Value in 2015","India's imports from Korea, Republic of-Value in 2016","India's imports from Korea, Republic of-Value in 2017","India's imports from Korea, Republic of-Value in 2018","India's imports from Korea, Republic of-Value in 2019","India's imports from Korea, Republic of-Value in 2020","India's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
110320,Cereal pellets,0,0,0,0,0,0,0,0,0,0,,77,80,163,28,49,39,13,14,12,42,,0,84,503,0,0,0,201,0,0,0
110814,Manioc starch,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,11,16,23,7,,622,6545,6207,2733,4214,17481,2938,5217,4119,264
120750,"Mustard seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,6,9,13,0,0,0,46,0,0,8,,0,100,146,500,1185,528,49,25,199,7
120810,Soya bean flour and meal,0,84,0,0,0,0,0,0,0,0,,9,58,44,33,57,17,26,25,53,35,,23,132,99,2,47,0,1,3,84,163
121292,"Locust beans """"carob"""", fresh, chilled, frozen or dried, whether or not ground""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0
121299,"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...",4,0,0,1,0,0,0,0,0,0,,586,458,194,160,170,213,454,566,375,393,,188,649,74,156,123,342,1123,1402,933,720
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",0,1,0,0,0,0,0,0,0,0,,0,2,45,0,0,0,59,142,65,0,,120,218,245,152,211,7,18,34,65,561
130220,"Pectic substances, pectinates and pectates",21,0,38,0,0,0,0,17,0,0,,61,1,4,12,105,85,29,4,0,0,,7772,10096,13351,13898,17512,15286,12995,15736,13295,16068
140490,Vegetable products n.e.s,0,0,0,0,0,9,0,0,2,0,,187,137,188,393,410,589,121,185,221,363,,4478,3229,2731,3943,3775,3213,12997,11929,22962,34242
150190,"Poultry fat, rendered or otherwise extracted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
150200,"Fats of bovine animals, sheep or goats (excluding lard stearin, lard oil, oleostearin, oleooil ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,96,0,0,,0,0,0,0,0,0,0,0,0,0
150810,Crude groundnut oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,433
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,249,0,1,1,0,0,11,6,2,0,,180,85,241,497,287,157,2842,2363,2166,14310
151321,Crude palm kernel and babassu oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,184953,258055,216316,179047,75904,116776,123831,99653,95194,175773
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,0,0,0,0,0,0,0,0,0,,2974,25,35,137,169,185,642,461,293,385,,239,1200,3440,17392,1685,2048,679,399,877,834
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,3,0,,38294,11310,22643,29683,26796,2529,3130,4218,14180,344
151511,Crude linseed oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,3265,3811,1551,774,545,242
151620,"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,814,1201,5233,8631,8283,8187,10771,10146,10345,9727,,13871,13885,9542,5330,16279,9617,20900,23402,25798,54040
10221,Pure-bred cattle for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,6,1759,70,1099,0,0,2136,0
10391,"Live swine, weighing < 50 kg (excluding pure-bred for breeding)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,0,26,202
10410,Live sheep,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3116,0
10420,Live goats,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0
10519,"Live domestic ducks, geese and guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,433,0,0,0,0,0,0,0,0,0
10613,Live camels and other camelids [Camelidae],0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,21,45,0
20120,"Fresh or chilled bovine cuts, with bone in (excluding carcases and 1/2 carcases)",0,0,0,0,0,0,0,0,0,0,,2,0,0,41,724,378,17,6,17,24,,0,0,0,0,0,0,0,0,0,0
20441,Frozen sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,118,0,0
20622,Frozen edible bovine livers,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20713,Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus,0,0,0,0,0,0,0,0,0,0,,0,127,0,0,0,0,0,0,1,11,,0,0,0,0,0,0,0,0,0,0
20726,Fresh or chilled cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,76,0,0,0,7,0,0,0,0,0
20741,"Fresh or chilled domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,27,29,63,0,0,0,0
30111,Live ornamental freshwater fish,0,0,0,0,0,0,0,0,0,0,,104,11,9,0,1,0,5,0,1,1,,0,53,61,145,59,203,246,293,162,183
30193,"Live carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0
30231,"Fresh or chilled albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30243,"Fresh or chilled sardines """"Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,13,1,0,,0,0,0,0,0,0,0,0,0,0
30251,"Fresh or chilled cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,2,1,1,9,0,1,0,0,4,0,,0,0,0,2,0,2,11,8,3,3
30264,"Fresh or chilled mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30325,"Frozen carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,645,970,752,438
30351,"Frozen herrings """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,7895,15772,11814,4086,2865,2412,2444,8037,11510,9211,,2,7,0,0,0,0,0,0,0,0
30379,"Frozen freshwater and saltwater fish (excluding salmonidae, flat fish, tunas, skipjack or stripe-bellied ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2225,0,0,0,0,0,0,0,0,0
30391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,27543,26141,32134,22335,26562,,0,0,0,0,0,2,8,13,0,6
30463,"Frozen fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,181,16,0
30471,"Frozen fillets of cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,221,31,6,10,55,235,32,125,263,108,,0,0,0,40,1,48,30,32,0,0
30475,"Frozen fillets of Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,866,1215,2255,825,1231,2574,1469,577,646,11870,,0,0,93,0,23,11,55,169,0,86
30497,"Frozen meat, whether or not minced, of rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,32,30,0,20,,0,0,0,0,0,0,0,0,0,0
30510,"Flours, meals and pellets of fish, fit for human consumption",0,0,0,0,0,0,0,0,0,0,,5,40,7,18,11,26,8,34,31,40,,0,0,0,0,0,0,0,0,0,0
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,,6,0,66,13,0,61,342,401,0,0,,0,0,0,0,0,0,0,0,0,0
261000,Chromium ores and concentrates,11,0,2,0,0,0,0,0,0,0,,0,0,20,5,0,0,7,0,189,30,,50266,49719,49276,38406,28077,45242,44427,32933,27939,55459
261390,Molybdenum ores and concentrates (excluding roasted),0,0,0,0,0,0,0,0,0,0,,14857,7907,11544,1317,2232,3151,4033,6972,9635,5325,,6927,3020,1432,1456,955,1586,3115,2263,2836,3862
261710,Antimony ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,0,0,,25349,18494,15524,14330,10911,14248,23778,18790,13003,16846
262091,"Slag, ash and residues, containing antimony, beryllium, cadmium, chromium or their mixtures ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,69,0,0,,0,0,0,0,0,0,0,0,0,0
262110,Ash and residues from the incineration of municipal waste,0,0,0,0,0,0,0,0,0,0,,8,2,42,5,0,5,3,3,3,7,,81,0,0,0,0,79,0,2,0,0
270710,"Benzol """"benzene"""" containing > 50% of benzene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,2820,3333,14163,23706,19835,0,0,0,0,0,,0,0,0,0,0,0,129,0,0,1
271099,Waste oils containing mainly petroleum or bituminous minerals (excluding those containing polychlorinated ...,1,3,4,0,1,8,1,1,3,0,,351,152,38,115,43,21,24,33,80,31,,2335,756,1015,1021,730,929,1241,1892,2169,2737
200919,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...",1,0,0,12,0,0,0,0,0,0,,121,188,104,45,11,140,245,253,687,1224,,1307,906,516,916,316,1424,2383,1541,822,1281
200949,"Pineapple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",32,0,0,3,0,0,0,0,0,0,,11,64,67,18,7,2,2,4,4,6,,1927,1101,1496,1729,2723,2284,936,884,466,635
200950,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,89,166,67,20,25,87,28,38,6,47,,23,90,25,28,57,61,182,130,59,93
200980,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...",14,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2875,0,0,0,0,0,0,0,0,0
210210,Active yeasts,3,0,0,0,0,0,0,0,0,0,,461,1020,822,471,830,298,488,423,445,408,,8955,9014,10444,11633,15532,15114,19861,19929,21776,29039
210230,Prepared baking powders,0,0,0,0,0,0,0,0,0,0,,171,170,207,30,31,16,18,87,66,46,,15,26,82,284,103,114,150,60,57,8
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",0,0,0,0,0,13,0,1,1,0,,56157,66878,84064,79779,100650,95383,119837,131399,125548,139373,,3999,3814,4875,3520,4093,5555,3654,2174,1615,4432
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",93,57,42,266,114,3,0,0,0,0,,235985,242985,271607,275067,301569,0,0,0,0,0,,57622,86761,122950,117588,130529,43881,0,0,0,0
250870,Chamotte or dinas earths,0,0,0,0,0,0,0,0,0,0,,689,688,502,116,75,191,235,323,103,163,,40,95,148,136,101,233,188,111,145,409
251200,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ...",1,0,0,0,0,0,65,0,0,0,,79,318,235,169,215,112,192,180,136,146,,2896,3541,3160,1789,1991,1560,2515,2619,1370,3044
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",0,0,0,0,0,0,0,0,0,0,,25,0,0,0,0,0,0,0,5,7,,2,3,0,3,0,22,7,9,4,5
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks ...",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,0,0,0,0,,7,0,0,0,8,46,14,17,1,19
251830,Dolomite ramming mix,0,0,0,0,0,0,0,0,0,0,,2776,2062,1671,869,745,711,381,298,336,392,,3546,4241,705,3249,3717,5870,4197,2468,2934,3418
200897,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...",0,0,0,0,0,0,0,0,0,0,,77,57,187,538,1334,396,371,171,148,919,,0,50,45,8,190,76,34,125,79,188
190540,"Rusks, toasted bread and similar toasted products",0,0,0,1,0,0,0,0,0,0,,1190,1323,1728,1464,1005,963,196,67,1066,1627,,1171,1472,857,2128,3110,5210,7446,10940,11454,19104
200820,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,262,54,183,23,29,26,33,96,54,243,,1226,1087,1640,1301,1700,1385,2210,1564,1466,2280
160231,"Meat or offal of turkeys """"Gallus domesticus"""", prepared or preserved (excluding sausages ...""",0,0,0,0,0,0,0,0,0,0,,2,9,0,89,483,91,430,388,9,95,,115,235,134,73,51,64,73,102,14,19
160232,"Meat or offal of fowls of the species """"Gallus domesticus"""", prepared or preserved (excluding ...""",0,0,0,0,0,0,0,0,0,0,,12802,8023,8284,10744,12121,11804,13663,13176,21011,22740,,0,0,0,0,0,0,1,1,0,0
160411,"Prepared or preserved salmon, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,42,155,390,303,1100,134,52,82,97,95,,11,6,25,21,75,306,49,74,100,55
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",10,0,0,0,0,0,0,0,0,0,,924,451,485,574,784,1481,955,429,621,827,,28,45,0,0,2,0,9,5,0,0
160418,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
160432,Caviar substitutes prepared from fish eggs,0,0,0,0,0,0,0,0,0,0,,33155,22794,21141,8193,5830,4241,5293,4694,4830,8558,,0,0,0,0,0,81,25,6,16,29
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,43,184,205,179,216,297,263,305,473,906,,0,19,0,1,0,363,158,873,781,8351
160551,"Oysters, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,8137,12344,22459,30993,26274,21773,25299,24747,26566,30053,,0,0,0,2,0,0,0,0,0,0
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",628,0,0,0,0,0,0,0,0,0,,145,2,42,17,0,3,1,134,16,2,,39914,44386,46217,40817,40139,52785,48790,53921,66190,69309
252490,Asbestos (excluding crocidolite and products made from asbestos),939,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,346443,235182,274027,239430,175904,164647,181479,181193,160337,206172
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",0,0,1,0,0,0,0,0,0,0,,17,223,259,57,58,14,13,16,8,10,,345,54,179,94,258,111,247,168,68,62
290715,Naphthols and their salts,301,7,0,12,0,65,0,0,0,0,,77,65,82,24,12,1,6,1,1,2,,24108,39606,53396,36169,34368,46558,53373,45858,41849,74129
291421,Camphor,55,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4571,0,0,0,0,0,0,0,0,0
291423,Ionones and methylionones,29,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,19928,20850,34263,46951,18422,34468,55742,26588,14068,12989
290892,"4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0
290911,Diethyl ether,0,0,0,0,0,0,0,0,0,0,,31,40,34,49,47,71,100,123,67,105,,295,357,201,145,471,539,876,674,1418,1270
291632,Benzoyl peroxide and benzoyl chloride,0,0,0,0,0,0,0,12,0,0,,3316,2421,2450,2424,3131,3275,5554,4571,4428,4923,,4483,4014,5112,4839,4343,4524,4172,4871,4947,5446
291823,"Esters of salicylic acid and their salts (excluding o-acetylsalicylic acid, its salts and esters)",0,0,0,0,0,0,5,0,1,0,,111,50,1,77,288,159,810,426,578,336,,7080,9989,12752,7898,6684,9394,9768,8068,6589,5631
291891,"2,4,5-T """"ISO"""" """"2,4,5-trichlorophenoxyacetic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,294,199,317,946,20,17,1223,0,0
292022,Diethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,514,323,323
290373,Dichlorofluoroethanes,0,0,0,0,0,0,0,0,0,0,,90,309,9,13,0,2,0,0,0,4,,0,6004,8035,6072,10020,8033,6726,6458,160,0
290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,75,12,88,21,173,106,21,0,0,0,,0,22,32,0,61,19,84,309,572,2014
290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excluding ...,0,5,0,0,0,0,0,0,0,0,,11,63,31,14,2,14,614,3533,706,49,,0,972,1812,3273,2425,2668,3795,3026,4398,3556
290549,"Tri- and other polyhydric acyclic alcohols (excluding 2-ethyl-2-""""hydroxymethyl"""" propane-1,3-diol ...""",381,733,594,489,250,510,331,117,0,0,,1369,284,694,478,1289,2517,849,1226,414,286,,15535,13626,11990,10440,9095,10874,12166,11208,11765,9365
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",196,48,0,0,0,0,0,0,4,0,,587,329,278,223,235,535,1374,391,35,1702,,20780,20061,19890,24134,20002,17573,21820,35355,27151,44491
271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",2,0,15,0,0,0,0,0,0,0,,408,146,214,168,174,226,174,229,200,271,,19458,21574,23529,14556,6374,4239,4570,2449,2589,3264
280470,Phosphorus,123,0,0,0,0,0,0,0,0,0,,50,0,7,101,40,9,55,905,25,41,,63135,82843,82374,69176,77681,77083,106144,105511,95374,161343
282735,Nickel chloride,0,8,0,0,0,0,0,0,0,0,,177,171,2149,253,199,559,1104,1170,988,600,,185,412,649,623,443,499,526,430,401,899
282911,Chlorate of sodium,70,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,13,77,0,0,,17415,18458,16746,9947,5698,4187,6862,15744,8009,8835
282990,Perchlorates; bromates and perbromates; iodates and periodates (excluding inorganic or organic ...,23,0,1,0,0,0,0,0,1,0,,129,519,562,337,186,56,40,36,45,62,,3597,1837,609,741,918,1178,1009,920,1028,708
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",0,0,46,44,22,0,1,27,29,0,,1828,1708,2286,1302,2984,2939,1427,1913,1652,3175,,5685,6258,6559,6452,7741,7189,9048,8931,8885,9937
283911,"Metasilicates of sodium, incl. commercial metasilicates",0,0,0,0,0,0,0,0,3,0,,237,191,253,273,309,246,76,1,7,1,,369,310,353,439,621,718,1267,731,610,533
284019,"Disodium tetraborate """"refined borax"""" (excluding anhydrous)""""",166,0,0,0,10,116,0,0,0,0,,13,33,25,14,5,60,43,10,43,105,,5127,764,1883,7572,25390,36465,40842,38689,40351,57391
284210,"Double or complex silicates of inorganic acids or peroxoacids, incl. aluminosilicates whether ...",15,0,242,645,189,0,87,365,46,0,,21415,19359,19285,17777,16016,15879,13289,13405,11349,10734,,2763,4167,4060,6178,7387,8931,8120,19502,24017,35092
284330,"Gold compounds, inorganic or organic, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,50691,46025,25466,9021,7178,8159,30130,26397,45860,112451,,708,396,1159,1053,2200,1596,15658,57110,67110,50766
284410,"Natural uranium and its compounds; alloys, dispersions, incl. cermets, ceramic products and ...",0,0,0,0,0,0,0,0,0,0,,21,1,4297,0,0,0,3187,0,0,0,,0,0,0,0,0,0,0,0,0,0
284420,"Uranium enriched in U 235 and its compounds: plutonium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,1,4,2039,30,16,0,0,0,669,858,,0,0,0,0,0,0,0,0,0,0
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,241,320,473,520,13050,19426,12442,16140,16306,12406,,0,0,0,0,0,0,0,0,0,0
330520,Preparations for permanent waving or straightening,5,0,0,0,0,0,0,0,0,0,,740,1058,1074,1269,1628,1595,1850,4327,3621,4397,,1206,2205,2519,1187,961,1332,2039,1852,1591,3321
330620,"Yarn used to clean between the teeth """"dental floss"""", in individual retail packages""""",0,0,0,0,0,0,0,0,0,0,,525,1137,1040,913,555,1095,2162,1727,2582,3386,,303,437,215,307,412,373,833,816,711,737
330124,"Oils of peppermint """"Mentha piperita"""", whether or not terpeneless, incl. concretes and absolutes""""",8,0,0,0,0,0,0,0,0,0,,121,0,84,60,2,66,2,135,47,25,,522,1124,959,1220,1761,4003,4212,6585,5409,7160
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",285,3,1,5,0,0,8,48,0,0,,12659,6474,6218,10214,8988,16713,10044,12690,9923,11096,,70435,68856,68850,70215,70467,93037,97192,110541,44082,69809
350110,Casein,0,0,0,0,0,0,0,1,0,0,,42,72,56,87,45,27,146,127,71,48,,300,303,162,143,230,159,343,3852,8005,1828
350220,"Milk albumin """"lactalbumin"""", incl. concentrates of two or more whey proteins containing by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,61,0,30,74,0,3,231,7,,4752,6715,10427,12414,15477,28717,48183,62999,44798,120080
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",0,0,0,0,0,0,0,0,0,0,,1350,2125,375,938,138,1756,118,4,5,139,,11,18,59,694,364,617,979,1123,1225,1759
370241,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,3,0,0,88,95,10,0,0,0,0,,488,1,562,0,0,0,0,0,0,0
370293,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,394,0,0,0,0,0,0,0,0,0
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,69,103,101,63,28,18,16,44,0,,20362,20523,18949,14580,14897,16977,16857,16893,16368,19367,,0,2657,247,305,469,869,840,840,681,982
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ...""",482,0,0,0,0,0,0,0,0,0,,1438,3485,2098,1558,688,450,476,753,802,1185,,72935,71291,59790,50893,34721,36672,33706,31813,9320,18765
370710,"Sensitising emulsions """"for photographic uses""""""""",5,0,0,0,0,0,0,93,0,0,,241,296,306,387,255,272,346,314,207,218,,306,359,337,455,319,449,618,825,389,566
390770,"Poly""""lactic acid"""", in primary forms""""",0,0,0,0,0,0,0,4,10,0,,311,155,74,65,80,245,44,354,3052,1136,,107,86,68,68,90,546,1228,2538,2818,3235
382473,"Mixtures containing hydrobromofluorocarbons """"HBFCs""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,1,6,0,0,0,0,0
382478,"Mixtures containing perfluorocarbons """"PFCs"""" or hydrofluorocarbons """"HFCs"""", but not containing ...""",0,0,3,0,0,0,0,0,0,0,,576,416,467,155,177,456,1283,1365,363,852,,3170,3633,5927,9013,14412,20244,26237,26414,22607,28006
382482,"Mixtures and preparations containing polychlorinated biphenyls """"PCBs"""", polychlorinated terphenyls ...""",0,0,0,0,0,0,0,0,0,0,,12,0,41,0,0,35,22,1,5,0,,0,0,0,0,1,0,0,0,0,0
382510,Municipal waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1245,0,0,0,0,0
330720,Personal deodorants and antiperspirants,339,2,0,0,0,0,0,9,0,0,,5940,5740,5689,3086,1016,1025,1805,3498,3717,2984,,58147,34608,29359,23046,12770,16364,19070,13706,10663,14076
380510,"Gum, wood or sulphate turpentine oils",106,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,44,0,5,1,,14527,23560,43969,57291,60353,87734,169591,194693,125451,200539
293624,"D-Pantothenic or DL-pantothenic acid """"Vitamin B3 or B5"""" and their derivatives, used primarily ...""",0,0,0,0,0,0,0,0,0,0,,30,228,246,267,214,219,1604,727,956,1067,,4516,4139,5704,6554,7297,12172,11819,9816,13236,16055
310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",28155,0,0,0,0,0,0,0,0,0,,9132,16543,29675,29845,35097,22629,22501,22172,21428,17548,,3398943,1752648,1824174,3104234,1690454,1469851,2766606,2164582,2121551,2838102
293510,N-Methylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,119,639,82,403,0
293540,N-(2-Hydroxyethyl)-N-methylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,48,0
292424,"Ethinamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,0,0,37,0,11,277,368,217,288,710,,1728,980,1643,1143,6,321,151,134,101,0
300340,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",0,0,0,0,0,0,0,0,0,0,,169,52,263,296,0,0,0,0,0,0,,88,6,1,1365,0,0,0,0,0,0
300342,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,7,0,0,0
