Product code,Product label,Singapore's imports from United States of America-Value in 2012,Singapore's imports from United States of America-Value in 2013,Singapore's imports from United States of America-Value in 2014,Singapore's imports from United States of America-Value in 2015,Singapore's imports from United States of America-Value in 2016,Singapore's imports from United States of America-Value in 2017,Singapore's imports from United States of America-Value in 2018,Singapore's imports from United States of America-Value in 2019,Singapore's imports from United States of America-Value in 2020,Singapore's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",3807,4189,7191,5729,5639,3580,4116,4169,6076,3817,,239592,240243,212041,181614,191161,189844,211224,251768,250062,306210,,7388,9638,14167,13945,16167,16944,19245,20805,27325,27911
330720,Personal deodorants and antiperspirants,2592,5784,3209,2782,6418,9365,11178,10116,10280,3815,,223952,227042,242536,243590,221436,220601,234823,243611,242671,219946,,37011,36069,57820,50738,60626,65141,58998,64804,57603,77468
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",7645,18656,4080,3448,2360,767,6628,8928,1573,3812,,268171,499155,424924,104605,72552,78275,79494,87646,64430,58565,,231473,229767,185332,132745,128314,62764,141151,94591,145982,70835
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",1214,953,1080,681,796,1811,2286,1244,4423,3811,,12229,13045,13943,10604,11580,11687,18277,12997,10070,9668,,109200,95036,95819,89900,107268,116688,108123,118311,65450,102493
40510,Butter (excluding dehydrated butter and ghee),1321,638,945,280,160,410,2015,915,291,3795,,160622,314259,237772,69266,76004,108444,138344,102400,86294,177910,,74891,80383,94374,83852,73132,85646,113393,92146,74245,90582
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,3484,3966,3973,5320,5630,3645,1943,2691,2509,3789,,345710,341504,368065,381830,342283,340256,321060,313597,245354,292062,,8910,7164,5737,9527,7358,6232,4186,6587,4751,6008
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",4325,1297,1498,904,1968,1661,2587,7672,2189,3771,,214123,202861,199886,181127,172339,185914,196907,176837,151327,188549,,38954,28123,27608,28054,20096,25572,25794,42527,31847,32047
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",4849,7591,3026,3084,3580,4852,5196,5146,3204,3764,,153795,166298,183643,175577,177053,208563,250847,254422,396968,285041,,25457,34327,24950,19730,19404,29996,32246,29465,34904,37464
690919,"Ceramic wares for chemical or other technical uses (excluding of porcelain or china, articles ...",5547,8327,3988,2829,2272,2825,4093,4647,3499,3751,,437960,501022,569176,470474,494998,540736,543399,638655,521377,753711,,25069,28964,18995,18110,20642,27138,29688,24434,20019,25801
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",3712,5887,5401,3556,3469,5367,8147,8968,3273,3743,,38429,58115,39279,46287,42388,50196,53744,52173,42126,46592,,8900,12911,12232,9504,9148,12293,14457,14539,6797,5969
320417,Synthetic organic pigments; preparations based on synthetic organic pigments of a kind used ...,2286,3346,2359,3893,3976,3848,2077,4068,2280,3726,,351865,329950,333043,302486,275206,275770,239241,239487,210308,241026,,42375,51508,57543,60692,65069,75385,58595,65144,50698,63648
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",1576,1323,556,1275,925,952,2347,1388,676,3699,,103111,90338,84431,116543,73932,99699,104638,85186,68795,76817,,16257,17333,9590,14866,13629,13835,16484,13953,7751,15104
400599,"Compounded, unvulcanised rubber in primary forms (excluding solutions and dispersions, those ...",2132,1802,1551,1420,1133,1744,1320,1512,1741,3688,,149686,148884,165145,154325,166999,170384,175547,172043,152672,178623,,9841,25010,8280,6042,5966,6463,5922,5863,10471,9973
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,369,727,2333,3685,,0,0,0,0,0,16615,20739,19830,19973,15184,,0,0,0,0,0,0,8634,9901,12522,23605
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",7120,4897,4214,3410,3993,4538,4508,4276,2861,3665,,146028,151178,139722,143010,143262,141838,149002,157588,134950,158827,,20740,21619,20369,13910,12248,16413,10581,12325,8895,10369
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),12093,9339,14742,6676,5179,3328,3794,4222,3733,3657,,382366,413282,428675,407791,391335,444145,431454,415595,344628,349395,,29681,25771,30897,21283,18226,12939,12687,13719,14320,14361
871499,"Parts and accessories, for bicycles, n.e.s.",2451,2329,2585,3456,3066,1251,1212,1156,1897,3645,,109241,100059,120486,121040,93674,94283,79526,85650,81737,104282,,364849,316601,262583,205369,157068,162725,173670,158112,185813,290381
40630,"Processed cheese, not grated or powdered",4724,6358,5715,4485,4238,4146,3122,4264,3977,3611,,76795,84103,90597,81942,94089,107868,114721,122710,122258,136396,,54247,56204,57200,49305,47076,54953,55546,56633,61180,55593
80232,"Fresh or dried walnuts, shelled",5239,3775,5535,4346,3364,3746,3830,3725,3854,3610,,651402,708532,881239,1018093,753835,859402,858012,754807,831766,869175,,6031,5525,6803,5982,4489,5675,5445,4334,4596,4499
650610,"Safety headgear, whether or not lined or trimmed",837,1539,1297,1331,1275,1164,1722,1982,2063,3602,,140436,133702,135866,150405,178587,157599,175214,170708,144799,177699,,11582,12886,14992,11845,16860,14866,15332,16651,17876,24760
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",11086,13311,10237,6693,4861,4597,3730,5652,4223,3597,,292097,256742,247944,243930,202899,179987,164118,158400,122651,161588,,38795,39258,40100,30948,26962,28956,26131,28909,21632,21415
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",3685,5841,4608,5886,5238,2908,2240,4124,2226,3595,,79552,66826,66456,59752,58572,60623,61511,62796,53498,63981,,18524,20544,17391,22435,17644,12925,11803,16629,9741,7911
391690,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",987,1049,2046,1668,1512,2258,2513,3367,2515,3587,,148216,145467,171518,165920,157099,168847,192165,182393,176790,222141,,8698,11268,9985,15047,16648,13926,18550,19797,23746,18447
550290,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)",0,0,0,0,0,0,17841,12511,8425,3585,,0,0,0,0,0,47487,379,201,889,126,,0,0,0,0,0,0,65461,32450,25635,24885
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",2320,5759,3271,3412,3423,2460,3615,4990,3907,3580,,1005401,1071396,1019290,1021261,1024648,986046,949043,640451,554999,686435,,83515,131017,94758,84411,78947,72948,55132,85903,69053,65851
853620,Automatic circuit breakers for a voltage <= 1.000 V,5860,5411,2495,3083,4324,9941,9335,8985,4886,3579,,734205,728626,731465,627381,556132,519225,588343,584048,574104,703899,,174413,182290,137883,86601,89414,159604,224045,184875,162675,167095
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",919,450,5292,192,1261,2845,3490,3645,2669,3571,,708911,738164,751756,784744,824225,968190,1060079,1039109,821309,910446,,43966,42817,46840,33900,17069,20761,23631,29237,22746,32352
293628,"Vitamin E and its derivatives, used primarily as vitamins",9679,12604,6160,8586,7231,7648,6376,8951,6737,3561,,145367,148174,129152,122838,106542,120873,100920,90457,99392,119134,,94044,84382,66535,53482,50927,47696,48466,46118,43165,49046
950631,"Golf clubs, complete",5432,4987,3903,2697,3024,2195,1894,2460,2699,3558,,180993,163563,157091,130229,126578,136297,139590,176801,154099,202608,,31452,25875,24016,17428,19029,19181,13372,14536,14251,21735
680690,"Mixtures and articles of heat-insulating, sound-insulating or sound absorbing mineral materials ...",2030,1170,2124,1555,2029,2646,2208,3149,2767,3553,,233653,237691,266231,250505,272775,316587,291745,255302,203950,232445,,14284,13545,18143,13701,14257,11794,13472,17541,10156,15151
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",3907,3075,3920,3297,5924,2417,2973,2750,2370,3541,,313759,319540,336744,329616,329506,319805,331337,343203,315249,359463,,39586,39256,46533,40818,52872,40644,48097,46023,38218,39041
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",1958,4087,1948,2223,1883,2256,1830,2166,2010,3529,,2835566,2819417,2653322,2172586,2129973,2417791,2589460,2480124,2043789,2973359,,48330,43271,37367,31600,32992,43909,29561,28675,37240,56066
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",4284,4380,2957,2480,2824,2094,2294,2055,2532,3528,,125924,145985,175840,213248,208992,201768,226413,204724,151293,182197,,342951,453804,429833,432421,516928,625504,678414,683877,446026,545244
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",3956,5000,4809,5981,4323,2917,4004,5396,2314,3527,,484192,563502,613741,895068,666781,631414,786869,723840,734492,888542,,46169,52514,55113,69625,123307,140013,102290,43622,40758,47996
903032,Multimeters with recording device,329,1986,1545,1228,2078,2577,2949,3616,3854,3510,,32459,27196,25932,33025,46990,56850,56216,72507,61633,65076,,6741,9233,5658,4774,6354,6674,9486,9402,9702,15930
290531,"Ethylene glycol """"ethanediol""""""""",445,1130,1215,1940,2293,2838,2774,2872,3733,3507,,552965,509938,420927,455520,350995,477157,486023,711405,924315,1316125,,374270,303890,271635,116397,15192,17014,58406,52005,80935,53839
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",3716,2146,1277,1436,1228,1116,2228,4389,1320,3492,,52423,67488,59505,162741,28929,49208,94543,32265,22321,20453,,77483,110311,64104,42382,33132,27533,48958,57866,33574,44571
294200,"Separate chemically defined organic compounds, n.e.s.",403,671,519,1058,542,1032,1717,3378,6900,3487,,160857,141779,127496,97093,87365,172191,143535,165356,134718,140379,,33072,12773,7754,7201,7908,4835,3384,9757,9635,13546
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",92,110,18,111,3082,4428,4657,3996,3751,3477,,3235,3281,5490,4365,4460,4945,5688,6058,6353,5080,,1528,1167,674,801,3482,4951,4980,4200,3935,3753
848071,Injection or compression-type moulds for rubber or plastics,2994,3000,2116,984,2754,1972,7411,4513,2604,3467,,615884,620157,538935,604933,596829,675934,684583,587623,610276,582674,,22889,25749,20181,19947,27417,23864,32178,28039,25585,42267
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",0,1,4,103,2,13,67,6,3,3460,,56226,83308,74093,75431,68443,40917,23645,25431,30855,22211,,12278,18709,6373,6248,11049,3687,15804,23787,27029,33638
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",894,156,101,48,1701,36,80,27,3,3447,,51966,89374,57228,43517,47881,59988,20313,23087,20426,27844,,20612,2768,6683,221,5202,3952,3149,5842,2629,8851
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,6099,8167,9394,6877,5760,6144,4188,4554,3094,3446,,508239,546646,550033,512192,526595,527541,502747,505198,454766,620476,,44547,47813,49140,46072,47543,47026,48125,48369,34328,40572
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",21019,17301,11468,10004,10371,11258,16512,13711,8997,3436,,273045,283255,268327,259663,228829,256808,286047,279765,225660,268789,,35631,37141,41302,28054,18579,19670,33146,32682,28557,32255
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",3246,3558,4552,4787,3620,2576,2950,2510,3748,3436,,195404,190390,150368,153537,137969,149535,164999,170632,170166,175335,,24960,33609,39291,37960,40048,45584,52391,51393,36788,44825
701720,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, having ...",1291,2959,1164,1058,3476,6661,757,1132,1704,3428,,52049,50595,49712,45168,34418,36367,42536,45022,49925,62178,,3131,5188,5487,6480,7965,11603,6356,27146,13321,17594
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",2299,2295,4169,4033,2571,3049,2251,5374,3012,3424,,149209,170412,192844,203289,185938,187538,191641,197567,162427,181061,,14302,15499,18462,16453,15983,17010,17089,21792,15565,22375
482390,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, in strips or rolls of a ...",2955,3375,3464,3337,2468,3678,2807,3285,4051,3392,,448450,495303,524824,502710,518152,557434,558368,560439,554684,668405,,75588,78124,68808,64979,63045,68051,74422,72404,55343,73207
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",3556,4680,3888,3622,3954,2751,3495,4599,3344,3383,,539769,547862,527161,505868,533471,598125,585227,561026,462707,559759,,75893,73084,73025,61212,59010,54746,58065,63955,46546,52534
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",2260,4319,1735,1772,2543,2078,2437,2016,2459,3363,,1379532,1305427,1209412,1155430,1341964,452288,509672,526560,542792,677685,,632300,544077,428877,408504,309516,260636,398516,488835,506686,703623
40620,"Grated or powdered cheese, of all kinds",595,865,1033,1039,739,1350,2177,2256,3192,3358,,238064,251347,349182,379889,342449,436281,418880,360577,424263,475531,,8893,10071,11410,14759,16224,17696,18087,19042,20896,26096
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,8637,16637,6879,2534,2223,3787,2545,4741,1936,3357,,368838,308435,287623,224803,215367,196542,165536,204539,143889,159437,,518957,383109,276978,179778,241460,289798,324145,345023,362089,315028
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",215,609,814,737,928,676,1005,487,1384,3357,,58195,48802,67415,45504,42632,49419,53228,56272,68453,94703,,5256,9140,8584,8238,12497,1721,2039,1822,2563,5461
854020,Television camera tubes; image converters and intensifiers; other photo cathode tubes (excluding ...,636,1947,669,596,1499,4735,2386,1528,15131,3353,,63583,63493,123064,63146,49026,48823,61382,88364,59136,56329,,2414,6378,7532,6021,6761,11647,13515,13693,24851,18499
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",2472,2657,1176,1179,1223,1670,1998,1931,1714,3351,,132950,134559,143869,151287,149081,131560,140150,152842,125230,166875,,6975,6156,3065,2862,3248,4459,5832,5256,4683,6156
970200,"Original engravings, prints and lithographs",2003,5687,2163,1113,5629,1499,1299,1737,936,3341,,133236,181343,229351,248640,273485,297083,354247,374509,204994,254231,,4487,10615,5745,3426,8282,5528,4073,6280,2372,6515
340600,Candles and the like,489,778,2238,2393,2014,2696,3339,3346,2096,3341,,246456,284187,292192,364371,325803,278928,214015,201772,199565,271189,,6511,6917,9920,9240,8729,10224,13474,13162,11473,21016
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,1007,1240,3290,2199,2016,2823,4982,3437,3950,3341,,102945,94280,102048,76828,69208,87708,140993,122047,93809,137857,,5591,7256,11382,10370,15167,67950,41232,17425,16448,10091
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",13308,13909,11457,11102,3247,4759,1773,2380,2733,3324,,236356,218344,233544,179547,144079,154515,186459,190059,217304,165825,,53654,48716,51547,52180,29172,24455,41529,37237,34085,31274
300230,Vaccines for veterinary medicine,287,294,174,265,331,2343,5010,4159,3580,3295,,782536,861817,784288,804195,768167,630282,600981,516932,491008,566270,,682,816,783,770,1092,3699,7038,6250,5947,5729
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,0,4284,4655,2266,3293,,0,0,0,0,0,134490,163677,120005,107777,141157,,0,0,0,0,0,0,17825,13909,14271,17047
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",158,417,227,283,157,16608,1005,682,492,3286,,1301036,1435238,1233851,1191559,1164358,1135411,1335268,1403409,953710,1219283,,20868,51590,38604,62339,37916,45422,9455,10290,2371,7673
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",1559,2532,2938,2942,2784,2800,4050,2698,2419,3284,,175948,171943,173100,156699,138158,138067,147678,138259,118601,138542,,5252,7196,8190,6939,6503,6538,9229,7584,6023,9058
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,14276,16103,25289,5683,2574,1140,1046,1857,2234,3276,,691984,716472,781011,710869,572781,728682,693851,589959,431624,408128,,16238,17520,27071,7069,3596,3515,2687,3778,5032,4265
