Product code,Product label,Russian Federation's imports from Australia-Value in 2012,Russian Federation's imports from Australia-Value in 2013,Russian Federation's imports from Australia-Value in 2014,Russian Federation's imports from Australia-Value in 2015,Russian Federation's imports from Australia-Value in 2016,Russian Federation's imports from Australia-Value in 2017,Russian Federation's imports from Australia-Value in 2018,Russian Federation's imports from Australia-Value in 2019,Russian Federation's imports from Australia-Value in 2020,Russian Federation's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
291531,Ethyl acetate,0,0,0,0,0,0,0,0,0,0,,32,23,22,3,4,14,36,26,54,40,,898,2841,3440,4367,5895,11732,21664,15737,7761,11156
291533,N-Butyl acetate,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,9,0,1,2,0,6,,425,645,581,356,505,1031,1627,1044,554,1507
291613,Methacrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,14,12,6,185,30,23,0,0,0,,2594,2697,2418,3286,3400,5706,6459,2593,2768,6763
20621,Frozen edible bovine tongues,15,7,0,0,0,0,0,0,0,0,,43228,42477,46708,65145,83965,76000,66401,85946,72016,119530,,60263,52025,53000,42503,26593,35520,44238,41907,28363,36829
20629,Frozen edible bovine offal (excluding tongues and livers),4720,4419,165,0,0,0,0,0,0,0,,317058,343897,400898,335838,296298,321085,363842,392964,372827,471322,,62796,52870,85315,64363,42050,56838,65357,59238,53241,60081
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,10557,2778,2332,2470,2289,2152,1948,2751,1835,3915,,0,0,0,0,0,0,12,3,0,0
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,1331,190,16,1310,3508,3182,98,307,4359,699,,2158,2111,1183,182,79,154,144,102,123,10
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,2948,1612,1872,1615,449,820,880,414,292,480,,50226,31457,24851,13503,7367,7869,4555,8621,3410,5333
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,0,112,24,2,1,2,4,19,11,0,,25,34,40,8,10,3,200,2,0,1
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,300,363,322,195,191,167,52,142,299,333,,381,361,96,71,43,13,0,11,49,116
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",36,39,34,0,0,0,0,0,0,0,,21119,15243,14414,64010,27869,107811,86356,85310,191106,283497,,652267,714807,452052,133270,138553,184731,188492,136255,110072,110330
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,,359,434,368,81,71,92,94,119,90,168
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,5,38,0,0,1,4,1,5,,8,34,14,2,153,0,4,29,25,47
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,7,9,8,9,3,3
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,145,46,71,35,32,0,0,0,0,0,,1288,1495,816,189,50,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,65,0,7,11,30,40,14,29,24,268,,1316,34488,52045,14770,16879,34524,23922,24743,33942,21347
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,14,0,74,0,4,49,22,0,0,,421,1497,1566,0,30,22,61,8,0,20
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,5,2,0,12,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,1,58,168,7,10,47,25,7,0,0,,143,706,155,351,0,0,0,0,0,0
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,656,431,595,0,0,0,0,0,20,0
30389,"Frozen fish, n.e.s.",63,306,2642,0,0,0,0,0,0,0,,7368,3236,5566,6886,5253,7706,6786,8764,9607,7571,,121302,154243,159694,101391,94732,57575,59167,61431,59297,70553
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,209,238,536,2692,496,,0,0,0,0,0,2934,2184,3926,2586,11373
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,0,0,0,0,0,0,0,0,0,,184,0,38,30,0,0,0,0,0,0,,58,153,36,0,0,7,0,0,0,0
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,53,2,3,33,17,132,2,6,0,0,,25,44,8,3,1,1,10,57,65,429
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,20,674,57,333,146,337,262,330,124,318,,236,861,9761,17085,22491,24723,60380,39806,35615,32328
30483,"Frozen fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,0,0,0,,2137,2292,2803,2406,1354,2135,2260,2126,2445,3248
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,11,6,0,72,5,8,0,1,0,0,,11629,34447,74592,74307,82166,76716,86063,96135,84607,96387
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,18,0,26,6,1,,393,384,238,15,4,4684,651,0,0,0
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,15,37,0,466,360,1910,893,1093,814,2505
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,92,171,144,80,12,5,1,1,0,0,,0,1,0,0,1,0,0,2,0,0
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,0,,74,70,99,97,88,0,0,0,0,0,,4601,14690,15026,1457,442,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,7,7,0,0,0,0,1,0,0,,0,60,1,2,80,4,4,2,4,16,,417,457,378,203,204,156,80,138,82,116
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,15554,15621,19637,17905,17406,21255,23218,24309,25316,23205,,3762,5580,5670,8770,4918,5494,4006,5568,2134,2020
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",574,144,400,0,0,0,0,0,0,0,,362325,435966,363182,203697,231521,231219,242972,196323,161106,272799,,78948,168857,166194,83881,129738,151510,75734,140070,97378,95736
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,14,6,1,1778,3858,4770,5853,6345,5463,5831,,1009,1201,1017,1611,2759,1657,742,67,30,30
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,172,261,175,115,139,210,216,84,43,68,,32303,37405,36385,33610,24623,27501,25808,30934,33516,37841
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,3,0,0,0,0,0,0,0,,79,2,90,11,24,7,184,2,0,24,,11495,6921,4252,4398,4877,6857,8899,13170,17630,17118
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",0,1,0,0,0,0,0,0,0,0,,2437,2631,2486,2366,4079,4147,3548,2902,3347,4303,,120889,136959,131999,132044,118338,110389,118645,120416,113600,142459
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,1,,141246,131788,104341,89774,64556,61304,64605,54118,46583,94360
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,5034,4512,2454,1669,1984,2131,4556,5570,4584,5760,,19337,21381,19335,23110,9484,14473,12523,7906,7210,11930
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",1,0,0,0,0,0,0,0,0,0,,665,1067,640,417,580,650,695,877,987,1090,,44701,56660,56171,34971,24082,27427,27136,24981,23010,24296
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,17035,16679,18004,19239,23734,22060,22848,18517,14277,8137,,1018,1058,1511,919,1042,1032,1472,2233,2001,3081
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,26,19,20,24,29,34,19,36,33,50,,792,371,296,127,99,116,128,123,68,188
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,474,264,220,213,652,211,761,385,103,250,,673,1428,6594,3818,1650,2534,2389,1593,1970,1325
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",0,0,0,0,0,0,0,0,0,0,,330,540,715,835,793,1662,1210,2180,2534,2378,,100,146,139,84,147,272,395,1024,2430,2899
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,18,57,30,46,26,0,174,122,0,0,,0,3,1,0,40,0,23,0,0,0
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,196,142,272,489,608,615,201,186,144,147,,5729,4988,3932,4153,1156,4254,3217,4569,2864,4546
80232,"Fresh or dried walnuts, shelled",0,0,0,0,0,0,0,0,0,0,,313,506,955,965,1446,1328,2297,1130,1095,1392,,28870,13193,10247,7964,5899,12984,15767,22253,28398,33236
80261,"Fresh or dried macadamia nuts, in shell",0,0,0,0,0,0,0,0,0,0,,27907,39265,0,93884,113514,100893,80573,62642,77264,92927,,9,21,38,8,0,32,5,339,380,2294
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,107633,93505,145288,101829,143685,,0,0,0,0,994,361116,383149,423060,433381,465656
80540,Fresh or dried grapefruit,69,0,0,0,0,0,0,0,0,0,,1160,329,342,556,1398,2210,1647,1970,2568,2310,,118183,152254,121599,85199,94610,90005,112383,118992,76296,61980
80719,Fresh melons (excluding watermelons),0,10,0,0,0,0,0,0,0,0,,13139,12378,14561,17495,19310,20775,16346,19963,14954,18369,,17949,10437,9584,5564,5588,10030,9864,11545,13249,14190
80830,Fresh pears,0,0,37,0,0,0,0,0,0,0,,11510,10116,10950,13080,14011,11908,14564,12717,10312,12533,,441176,387046,355252,150473,150317,186360,201582,186368,195230,194072
81070,Fresh persimmons,0,7,1,0,0,0,0,0,0,0,,1045,765,855,589,814,586,894,552,726,1099,,165787,149379,107036,94902,87337,112165,131207,118346,129434,155040
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",0,0,0,0,0,0,0,0,0,0,,965,2144,1526,1642,1813,2350,1209,1776,1703,1349,,37059,37254,46611,29660,21534,39100,52963,56179,54799,76104
90210,Green tea in immediate packings of <= 3 kg,0,0,0,0,0,0,0,0,0,0,,455,460,394,228,295,2352,3577,2463,789,859,,38537,23176,19019,13148,8172,7920,8430,9657,7024,7887
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,0,0,0,0,0,0,0,0,,552,148,154,237,428,552,1274,1125,1222,1666,,12214,10069,11693,10052,13095,12775,13251,14615,17018,21007
90510,"Vanilla, neither crushed nor ground",1,0,0,0,0,0,0,0,0,0,,1754,1893,1981,1635,1441,1688,2254,1830,3443,2654,,214,344,379,325,432,349,548,499,428,407
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,67,67,98,88,182,172,206,111,134,154,,38,42,43,46,22,45,60,61,34,39
91012,"Ginger, crushed or ground",0,0,0,0,0,0,0,0,0,0,,776,346,427,700,238,549,814,952,1166,818,,1446,564,637,633,515,764,605,773,1218,1542
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,42,7,3,0,8,18,468,12,320,57,,221,334,335,216,256,331,433,321,431,334
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",0,24,1045,488,0,353,552,193,46,0,,336757,328781,309127,284451,132443,150104,213825,132078,49774,70999,,117221,129534,149603,93025,79573,88690,96266,101308,90922,87296
100710,"Grain sorghum, for sowing",0,0,0,2,2,0,0,0,0,0,,5287,4999,2590,2846,3289,12436,3990,116,2642,3387,,74,352,1140,992,2347,1739,1121,78,456,1421
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,51827,270432,106114,419236,157298,60111,111736,28484,52435,499808,,45,12,55,389,0,0,0,0,0,0
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,55,90,1112,467,573,377,345,620,372,305,,170,573,757,437,631,1089,1978,2852,2780,3245
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,428,822,716,313,330,252,265,624,1176,2246,,1470,1161,690,172,163,212,453,640,745,871
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,1111,704,584,831,299,440,627,202,630,437,,248,181,228,95,97,41,56,42,66,40
110811,Wheat starch,0,39,0,0,0,0,0,0,0,0,,29467,31292,26690,24756,22483,47680,69786,57682,48550,54414,,2443,2836,2625,1624,1833,1807,1975,2186,2554,4012
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,10054,38226,33723,18677,7558,5837,10370,5565,6620,49964,,3,206,1,21,14209,9134,4506,148,5,11
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,51209,11231,6852,4452,4021,3038,2646,1024,320,3563,,0,0,0,0,0,0,0,0,64,0
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",0,0,0,0,0,0,0,0,0,0,,10033,10373,7359,10439,4550,2702,2407,1923,1976,878,,6855,9055,10625,8274,10092,13378,20666,27044,23409,13254
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,0,0,0,0,,19366,15379,13908,16253,17781,14955,18247,15627,15456,17820,,13182,15046,10318,8650,8539,13210,14615,11225,7618,7899
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,0,0,0,0,0,0,0,0,,325,428,717,523,1005,2341,686,648,1264,823,,5611,7408,6127,5228,6428,6674,9418,7194,9778,13645
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,202,3003,815,224,80,30,234,207,608,130,,301,134,44,99,104,165,106,110,185,137
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,0,0,0,0,,1130,798,671,2416,532,503,944,414,1365,1492,,47019,34338,25925,17543,19609,32428,35495,29125,32842,33631
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,0,0,0,0,0,,17,0,19,6,4,94,40,184,161,175,,68,100,148,54,39,52,67,35,33,25
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,649,416,1056,669,722,807,1823,708,401,1157,,47814,38224,46326,57641,59380,45343,33432,27375,31598,65040
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,2210,12179,10403,3739,8025,5402,12373,5716,5344,0,,0,9,0,0,20,17,9,3,12,131
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,0,,89,133,160,53,6,35,79,37,210,74,,61785,59840,45443,14252,3563,6416,5853,3709,2737,2287
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,183,119,69,772,3591,49,38,73,36,175,,1964,1511,2870,1847,766,1600,2134,2310,1520,560
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,525,1288,1579,395,1203,1823,424,708,890,1975,,22968,7058,0,0,2,5,27,20,5,114
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,41,67,228,640,31,111,112,18,8,17,,12164,14277,12867,9090,9230,8349,7573,7578,7312,8036
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,0,,598,4,14,32,144,41,36,15,60,53,,190071,186401,213144,156258,158588,136852,145038,177142,210573,215443
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",0,0,0,0,0,0,0,0,0,0,,56182,50064,40053,39115,39728,32654,25034,16226,15189,16464,,187044,179664,180071,140133,155449,169820,177489,179590,164947,170538
391231,"Carboxymethylcellulose and its salts, in primary forms",0,0,0,0,0,0,0,0,0,0,,64,300,914,242,190,126,134,716,1245,602,,29163,34915,30850,29339,27768,31361,36695,37125,31982,30599
390910,"Urea resins and thiourea resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,346,317,712,182,163,158,84,169,65,130,,11002,6609,6497,5355,5138,5740,8196,5606,5770,9513
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",0,0,0,0,0,0,0,0,0,0,,570,489,100,101,122,0,0,0,0,0,,87346,216571,215235,179644,170561,36,0,0,0,0
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,0,0,0,0,0,0,,3518,3496,3139,2927,917,34,537,618,442,733,,13548,11501,9117,6988,7001,9621,9636,7515,9571,16802
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,3,0,3,17,0,4,0,0,0,0,,2329,1369,1503,1562,1147,1203,1725,1020,978,1882
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,0,0,0,0,0,0,0,0,0,,7254,7416,6853,3189,3035,1236,2396,2716,1983,2868,,4962,4828,4381,1220,1530,2621,2392,4116,1944,2070
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",0,0,0,0,0,0,0,0,0,0,,4044,3963,2056,2517,762,388,4389,9334,5888,3870,,3705,3522,3231,1809,1316,1588,1487,1651,1572,9453
400811,"Plates, sheets and strip of cellular rubber",0,0,0,0,0,0,0,0,1,0,,2400,1301,1105,1632,2997,2118,1798,1698,1638,1104,,16081,19119,16077,11794,8330,8310,10176,11090,13231,14245
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",0,0,0,0,0,0,0,0,0,0,,2720,3144,3656,3384,3584,4020,3687,3045,2839,3353,,79022,97794,70785,60152,59108,70445,70806,73808,71482,96352
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,5,94,205,19,46,38,23,29,125,62,,194,353,247,138,177,153,139,603,1060,1920
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,10,74,25,17,59,100,36,18,418,520,,2191,2873,4660,4263,2916,4027,3551,3493,3776,4009
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,0,0,0,0,0,0,0,0,,270,1037,704,416,140,525,279,612,490,821,,11332,8881,10346,10404,10143,8678,10599,9968,12758,14784
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,13,6,12,22,0,20,0,0,,523,444,650,156,117,345,623,377,444,585,,9045,9046,8638,5106,6408,7234,8076,7013,6388,6369
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",0,0,0,0,0,0,0,0,0,0,,81,170,84,69,165,44,131,89,26,107,,4202,3976,4140,2313,1633,1730,2069,1554,3477,2178
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,814,810,123,3,0,77,8,7,27,70,,1384,1455,1708,1750,1759,1870,2997,3306,3348,3900
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,0,0,0,0,,1366,1364,1300,761,216,135,17,248,152,33,,398,381,243,213,233,328,520,592,537,0
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",0,0,0,0,0,0,0,0,0,0,,31,207,513,134,121,136,29,109,822,65,,1156,1188,1382,1471,1057,2162,1365,2218,2811,1632
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,24,3,0,0,122,0,0,0,26,30,,61,93,83,19,45,27,47,61,65,43
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,12,12,26,2,6,12,164,2,2,0,,89,15,45,17,8,52,64,71,39,47
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,2,14,29,1,23,0,0,0,0,0,,196,110,231,756,224,0,0,0,0,0
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",26,0,0,0,0,0,0,0,0,0,,545,1537,943,684,314,644,586,316,456,380,,37530,49577,41915,30556,23953,26320,30154,31852,33490,31610
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,267,270,305,421,147,,0,0,0,0,0,19,2255,18340,33018,18199
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,0,0,0,0,0,0,0,0,0,0,,8362,10555,9959,6988,4119,6441,5437,3646,9505,9575,,19003,19164,15689,17701,19921,25755,27843,25084,23881,26614
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,0,0,0,0,0,0,,31,0,0,0,0,51,117,40,182,155,,759,930,803,563,558,575,557,488,396,540
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,30,36,35,13,22,119,108,681,1820,1305,,5045,6990,6394,3276,4862,5748,5534,5692,3755,4948
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,19,12,0,3,7,0,0,0,0,0,,0,0,1,216,1268,500,454,674,639,559
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,0,3,0,0,0,0,0,0,0,0,,8235,8748,7061,8836,6700,5582,2570,1659,1281,3060,,95145,113656,139185,148657,163676,185314,210471,216652,230262,265367
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,275,797,95,254,139,181,166,26,45,64,,15711,19571,19484,15953,15991,15865,16302,14810,13860,11985
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,3,4,0,62,0,20,24,122,4,22,,7965,4430,7924,8157,6605,6704,6471,7312,6522,7627
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,0,0,0,0,0,0,0,0,0,,352,218,187,121,172,212,275,97,443,1083,,61,89,558,40,537,1697,762,270,381,44
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,19,54,212,103,5,19,2,0,0,5,,0,89,274,85,59,3,3,254,50,79
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,24,28,0,161,,0,0,0,0,0,0,0,0,0,0
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",1,0,0,0,0,0,0,0,0,0,,8238,5544,5274,6385,5871,2656,2822,2252,1426,3285,,151619,234356,251321,231738,217787,163732,138370,121237,112107,123099
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,272,7,28,45,27,236,260,23,0,0,,9135,7608,8059,3529,4653,4887,4637,4160,3461,4738
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",4,1,0,0,0,0,0,0,0,0,,800,1839,977,736,396,565,300,441,447,417,,618857,572632,504526,229504,229817,178475,141945,191569,169389,310280
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,47,2,307,30,10,2,157,101,74,421,,21191,13790,14245,4176,2779,4527,3146,2972,2114,5915
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,539,182,50,58,4,1,1,1,2,3
293136,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,26,122,529,328,,0,0,0,0,0,1149,2275,6676,44316,183514
