Product code,Product label,United States of America's imports from China-Value in 2012,United States of America's imports from China-Value in 2013,United States of America's imports from China-Value in 2014,United States of America's imports from China-Value in 2015,United States of America's imports from China-Value in 2016,United States of America's imports from China-Value in 2017,United States of America's imports from China-Value in 2018,United States of America's imports from China-Value in 2019,United States of America's imports from China-Value in 2020,United States of America's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",170,128,0,37,402,25,26,0,0,11,,35209,29599,45345,64440,77404,122291,170740,127142,178800,210970,,52133,40183,69349,47509,48483,62244,36477,28441,38647,58860
761410,"Stranded wire, cables, plaited bands and the like, of aluminium, with steel core (excluding ...",14859,9146,14478,13637,6504,9162,16715,554,230,11,,204655,234680,282833,308839,218114,297763,315763,283530,239849,150845,,143472,77167,52619,51170,41459,67833,81188,70491,67106,107092
300230,Vaccines for veterinary medicine,0,0,0,0,0,0,0,4,6,11,,10929,11596,12045,10742,12431,8852,13225,17460,18903,24933,,6535,9223,5749,10880,9568,13706,14032,14301,9575,11018
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",368,321,405,517,1628,898,365,370,333,11,,3104,834,2479,1946,2759,1938,974,1118,1086,1097,,30873,29904,29168,29115,36179,30780,29380,28239,33195,36476
847510,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass ...",99,69,96,85,75,60,516,12,422,11,,6054,3446,1666,2932,2724,2710,2542,4221,4240,1391,,6505,4209,7521,13327,860,2297,3281,3676,3446,429
283220,Sulphites (excluding sodium),780,754,410,492,72,50,83,33,70,11,,938,682,758,748,709,792,933,459,865,715,,2157,2183,2115,2627,1636,1612,1703,1731,1577,2145
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,7,2,0,0,11,,0,0,0,0,0,202,23,39,40,27,,0,0,0,0,0,26,16,50,6,11
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",397,1175,463,141,745,911,61,30,51,11,,3891,3695,4150,4396,4575,2195,3445,3380,2856,2506,,29447,12303,10145,14712,15498,18792,14501,16865,16335,18158
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",6,4,6,1104,616,8,0,9,16,11,,13704,15145,25876,28140,22110,31698,53864,45085,59747,97481,,13139,13998,14974,19267,12662,12322,9920,8453,6483,5419
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",25,0,1,3,0,2,81,4,0,10,,645,477,427,739,441,229,219,256,1374,3538,,140,49,58,136,604,885,381,411,819,1053
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",52,0,0,0,0,0,89,0,0,10,,13191,49222,96362,223359,158965,223255,333609,376684,433182,939889,,2884578,3594022,4934108,4061747,3377324,2502759,1845458,1568301,1299457,1327960
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",0,0,0,0,0,0,0,0,0,10,,1662,1489,8264,2457,1959,2326,3339,1868,1520,3975,,5058,1893,7121,2769,2341,4138,3621,1909,4071,2067
722511,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, grain-oriented",65,120,0,434,5726,13682,6687,2127,840,10,,71090,53939,101810,261675,237700,240386,316722,299661,378308,606826,,36781,28428,18263,31751,46355,63480,81429,37801,29893,36052
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",977,1578,277,115,23,6,225,0,0,10,,5447,3161,3417,3614,2001,3746,3765,6294,3561,70548,,133780,109730,137255,120236,112651,102071,124204,88666,66921,190226
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",14,5,2,0,0,6,0,0,7,10,,1477,4074,1436,1128,902,1432,1388,1876,2544,3125,,857,1366,1905,1202,488,562,688,836,445,344
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",32,41,13,13,0,5,13,97,27,10,,52689,27270,19356,9485,71400,72987,57168,67663,60860,23694,,56,447,63,278,228,320,101,158,64,41
292024,Triethyl phosphite,0,0,0,0,0,41,19,29,8,10,,0,0,0,0,0,12788,11839,8558,2882,4701,,0,0,0,0,0,95,119,119,63,95
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",22,2,1,0,2,0,0,1,0,10,,7,491,1433,1713,2279,2049,2177,1510,250,750,,374,288,236,387,290,368,459,1642,358,288
843352,Threshing machinery (excluding combine harvester-threshers),30,4,17,4,18,37,10,4,3,10,,4552,7510,10049,6643,5041,6913,6591,6635,8891,11774,,3503,4360,11173,11259,7018,7544,7579,10252,17696,21006
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",98,27,594,206,5163,3631,1244,14,0,9,,1888,4947,2166,618,969,815,532,277,91,83,,110984,95784,99998,77176,69113,73264,57198,42566,41260,46383
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",188,302,10,73,76,55,185,68,51,9,,6056,12890,5087,3287,3163,3217,2717,2735,1181,883,,547,565,1180,2885,1494,851,1060,760,284,1484
711029,Palladium in semi-manufactured forms,3,353,0,0,0,519,0,10,40,9,,237,465,171,2674,58,50,66,561,850,1886,,275555,349613,361804,229558,279245,322715,409388,578208,1074254,1232595
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,9,,10,0,0,0,0,0,0,1,0,0,,118,428,310,144,82,99,150,90,165,123
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",97,242,52,53,43,21,35,21,16,9,,4094,3322,4289,4516,2071,1464,1125,876,2851,2397,,668,563,453,442,194,148,375,299,286,700
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",296,333,496,931,480,56,114,305,0,9,,10192,16826,9948,6795,9175,9730,29919,51310,45805,41949,,48919,37255,29543,35926,32246,9049,11618,28392,2535,11459
810430,"Magnesium raspings, turnings and granules, graded according to size; magnesium powders",12421,9687,13986,9502,1777,1981,968,0,25,9,,254628,244102,234652,185766,153263,195303,190171,208274,154733,228942,,20285,14918,20671,16723,8130,8832,8354,8759,11347,9377
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",165,167,1431,31,4,137,76,565,403,9,,19936,16678,9631,9117,3758,6386,13016,9338,5296,8525,,505168,510015,524105,310257,280384,342192,449599,461522,347201,276302
100640,Broken rice,0,18,37,113,86,40,20,19,12,8,,917,629,1076,488,927,668,3786,874,771,385,,22637,24177,45464,23834,17288,7345,18220,16499,23380,21105
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,118,8,60,3,11,28,558,8,,40694,38934,34901,21069,24203,67026,28340,13107,234396,15655,,1916911,1510970,651285,611089,523591,695608,676748,790237,665860,375286
711019,"Platinum, in semi-manufactured forms",609,44,195,421,1932,2255,9,13,8,8,,59749,56637,62540,60009,36155,36494,3893,14,189,32,,154787,173232,165863,199999,286504,256645,305021,320825,853414,662564
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",378,196,212,253,481,124,35,651,134,8,,192,11,15,12,0,9,8,15,8,6,,3823875,2981355,4392512,2132494,1582433,2544968,3023718,2313470,1443667,4160394
854011,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, colour",281,6,2,3,5,22,209,161,0,8,,193150,199488,155992,179751,232801,108539,60622,22835,5092,4207,,453,116,124,114,570,209,1182,179,0,18
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",33,43,22,48,6,27,59,32,0,8,,3601,351,68,552,24,60,42,11,718,1553,,2525,3715,2668,2648,1956,2827,3217,4498,4029,7234
90832,"Cardamoms, crushed or ground",0,0,0,0,0,4,6,3,16,8,,0,0,0,0,34,3,0,18,0,0,,2185,859,587,1253,1562,2155,5256,6533,7949,7135
291050,"Endrin """"ISO""""""""",0,0,0,0,0,26,12,0,0,8,,,,,,,,,,,,,0,0,0,0,0,253,19,31,36,39
292112,Diethylamine and its salts,0,0,0,0,0,117,19,1103,0,8,,0,0,0,0,0,0,1,246,14,11,,0,0,0,0,0,117,43,1106,116,59
220410,Sparkling wine of fresh grapes,48,46,27,0,0,0,162,0,0,8,,1228,1440,1834,1747,1228,1616,1401,1973,1518,1121,,802937,848483,929180,1011581,1127459,1249998,1347237,1429511,1304575,1910501
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,10,0,0,0,8,,0,0,0,0,0,3856,1857,3662,1757,755,,0,0,0,0,0,399,755,359,570,817
291020,"Methyloxirane """"propylene oxide""""""""",0,7,0,3,10,0,5,41,7,7,,270,2591,520,729,31938,5325,46255,2518,3384,5402,,0,7,19,12190,1568,0,6325,41,18,11
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",63,0,62,946,4173,2457,1130,143,103,7,,2055,4445,1837,17330,5845,5001,3124,1983,1634,1475,,1320,1265,11291,43261,12674,3137,1850,910,995,2548
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",6,58,72,53,22,40,13,0,9,7,,12061,12155,11430,15148,8199,10226,14475,9726,7458,12649,,83,100,101,92,62,92,70,61,44,58
844512,Combing machines for preparing textile fibres,0,0,0,1105,0,0,1836,0,0,7,,2340,8512,21388,11276,7995,17217,22554,17506,15190,28404,,165,216,333,5190,480,1756,3733,78,12,566
860210,Diesel-electric locomotives,0,0,90,0,0,24,63,0,0,7,,395157,178873,222600,285114,82890,314209,165682,70766,102227,49249,,341654,8469,1840,36902,0,424,1929,7209,6,717
230120,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, ...",1176,1076,150,43,72,0,0,0,11,7,,598,291,2247,9966,3724,657,385,442,603,1480,,59575,77347,92549,96968,109380,118847,113017,94797,102202,126641
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,20,218,94,686,563,246,5,0,7,,6677,2886,2788,1671,6224,2096,3603,4441,2867,702,,3433,1642,4267,1796,1325,2165,2699,1669,1414,435
280700,Sulphuric acid; oleum,1114,1154,1019,1366,5,60,704,123,1,7,,5639,2572,3543,9199,2227,25868,63847,100461,14990,205269,,243463,214422,206659,231139,156690,135686,197143,274138,281342,259725
151521,Crude maize oil,0,0,0,3,0,4,15,0,0,7,,1201,0,264,0,1,968,0,0,0,0,,2622,4046,3889,3882,8312,10335,8795,12098,8051,14702
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,40,86,26,7,,0,0,0,0,0,364408,414527,435214,253698,503548,,0,0,0,0,0,88707,146819,72412,80682,207579
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",23,39,14,20,17,4,52,0,0,7,,694682,106477,5146,2455,902,1357,1298,2028,812,8021,,263,188,96,98,86,91,312,72,8,24
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,4,12,4,7,38,0,28,0,7,,87,89,21854,13039,52159,149317,286989,591584,965130,1521847,,139186,1221357,620940,908808,2043394,1103562,527366,506760,621784,970318
290394,Hexabromobiphenyls,0,0,0,0,0,0,6,0,13,7,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,13,17
290323,"Tetrachloroethylene """"perchloroethylene""""""""",719,789,616,28,50,42,4,14,0,7,,8967,5805,3381,1829,1109,1016,742,1249,2125,2643,,10899,10694,24587,2270,1363,1730,9186,1254,4297,10982
220422,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,7,,0,0,0,0,0,123,399,193,147,70,,0,0,0,0,0,51373,56754,26816,30310,31177
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",15,84,0,0,54,67,45,0,0,7,,36457,49322,43062,46640,51215,36250,44613,44719,26216,30312,,5653,6535,7918,5277,2511,2950,596,747,347,622
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",167,19,63,737,3175,3615,6392,4002,46,7,,6342,7450,8030,8241,7350,8676,10460,8701,7069,12482,,35820,19484,10370,9216,10386,11949,13886,11020,5778,7255
551632,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",67,94,64,49,46,13,52,58,4,7,,17541,10895,6915,3471,5155,2760,9137,4615,1955,2371,,585,1086,1596,683,518,213,334,438,126,519
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,2,0,0,0,34,92,7,,0,0,0,0,0,19,0,86,0,0,,26,135,147,1756,1161,1348,2208,2176,2113,1989
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",14,2,4,6,0,0,1,0,0,7,,4102,8005,5395,5809,6825,5204,3673,3712,2886,4813,,1355,1182,1091,1148,433,1180,1066,421,207,399
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",28,38,44,38,133,51,49,26,23,7,,14473,11088,9400,8761,7122,9978,8326,6556,4962,3991,,1295,1658,1375,1375,1461,1656,1953,2418,1702,2277
590410,"Linoleum, whether or not cut to shape",20,15,15,10,11,21,19,12,3,6,,637,658,724,238,62,197,205,124,120,1065,,42605,40598,41500,41201,40664,39523,37777,37339,33731,35149
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,9,5,3,0,0,14,5,6,,19707,8735,6895,5913,7186,10987,10829,4881,12423,15106,,27932,26368,14767,13979,24431,17356,14668,9183,10077,15800
291431,"Phenylacetone """"phenylpropan-2-one""""""""",81,166,49,81,0,0,0,48,13,6,,,,,,,,,,,,,2587,2295,1307,1557,1905,2573,2925,4403,3093,2958
91020,Saffron,9,5,0,0,0,43,3,3,11,6,,840,1061,1415,2857,3151,1755,3003,468,327,668,,14715,12553,13733,13434,14944,16417,16558,15770,14846,17222
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",271,31,12,62,16,28,12,56,22,6,,955,1406,1289,881,1108,1514,1644,1261,2426,3741,,10819,9389,10712,9251,9883,8820,8593,8772,4311,4667
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",668,3198,141,52,55,22,1,2,5,6,,21526,20616,23584,16177,16260,17937,27745,25235,21064,18223,,4803,5525,2416,1359,2377,2384,3514,3768,4802,3863
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",87,2,59,6,0,0,5,0,0,6,,0,0,0,0,0,0,0,149,411,724,,4685,4881,4648,4869,4995,5394,6214,6343,8000,8622
790310,Zinc dust,0,0,0,40,0,0,36,6,3,6,,539,735,1548,458,176,205,106,323,153,166,,46313,43581,55041,51560,46558,52545,54233,50756,34216,38328
720410,"Waste and scrap, of cast iron (excluding radioactive)",34,27,33,6,17,0,51,5,8,6,,0,1,15,8,2,10966,2018,38,15,4,,66221,64266,61968,29942,27893,33929,51078,28680,31447,70726
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,258,222,15,104,6,,0,0,0,0,0,41286,52637,46589,46370,44584,,0,0,0,0,0,242917,302941,300819,238283,256859
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",9,9,255,74,43,63,15,35,13,6,,79,358,258,299,164,188,199,150,201,10,,45777,35713,28439,31056,37113,43228,44353,24989,20954,36202
500100,Silkworm cocoons suitable for reeling,3,2,1,10,12,6,0,1,1,6,,491,650,628,251,272,196,198,143,106,251,,9,7,2,13,12,6,22,2,3,11
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",80,1525,686,24,207,24,9,0,2,6,,105125,108677,97557,104406,115840,125028,157785,179374,136797,166238,,1182,3003,3678,3983,1365,1517,2115,4096,2527,2831
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,9,1,5,0,1,0,10,6,,160265,95945,71615,58136,62926,61259,63482,57991,30044,43383,,122,302,276,518,170,289,275,215,182,221
690510,Roofing tiles,47,56,95,41,125,225,114,142,74,6,,19781,37543,39322,34624,33523,33009,48273,63692,51257,34981,,15243,17654,15228,15291,14872,12676,20401,17362,11991,10474
841111,Turbojets of a thrust <= 25 kN,3605,0,48,4233,7,12,0,20,2,5,,7644,10703,5098,3618,1210,337,2079,2074,2494,2259,,284619,245120,248421,298116,330608,398861,320892,291856,250551,363505
271099,Waste oils containing mainly petroleum or bituminous minerals (excluding those containing polychlorinated ...,28,0,13,12,0,0,42,5,10,5,,85,22,8,9,0,0,1,10,3,14,,18459,18357,23599,11557,6190,10809,19613,14401,13967,12144
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,12,14,80,22,28,5,,2,0,3,4,82,1,19,4,3,78,,36436,32133,31498,29505,30865,32335,32113,15350,4450,58256
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",1879,1241,2514,1675,1130,149,28,31,0,5,,0,0,0,0,0,0,54,0,0,0,,434028,641400,691300,597462,716283,486294,427012,336713,568292,977283
400220,"Butadiene rubber """"BR"""", in primary forms or in plates, sheets or strip""""",3128,319,153,613,128,343,141,1,2,5,,117595,75544,49734,35036,36143,79919,90694,77509,95651,144618,,218172,118211,173565,127955,138388,159726,153787,135352,92858,120528
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",9,14,14,7,27,0,7,0,5,5,,364,117,3,0,0,0,12,211,170,251,,40720,41284,39214,35625,39032,38195,37058,36851,27997,38641
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",1626,447,3413,7352,12664,16087,11123,212,85,5,,29609,32802,19865,5768,1709,1776,1697,1047,678,364,,2173,1663,5529,10345,14550,20099,20135,7835,14680,13208
80840,Fresh quinces,578,0,3,33,30,0,28,0,11,5,,,,,,,,,,,,,6160,591,366,516,592,656,772,1082,1292,1283
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,11,163,605,92,0,0,5,,41,82,9,17,1,2,95,896,946,846,,6,27,414,657,1252,2483,5039,3840,1179,852
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,2,0,0,0,0,2,5,,17,0,4,33,1,0,4,13,327,297,,706,195,379,1080,3388,1336,2098,2192,3232,4633
382312,"Oleic acid, industrial",623,455,575,191,396,30,68,31,0,5,,1066,1907,1939,1460,3097,3420,2551,4061,2972,6778,,17763,12099,11036,6401,10902,12556,12969,9581,13417,21540
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,0,0,214,106,0,5,,1273,1690,2288,4851,740,279,157,113,8,15,,2599,2558,1936,1295,1322,1551,2226,943,1248,1066
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,13,0,0,0,5,5,,10710,16958,33535,38073,29676,31992,39712,43017,56362,58401,,1050,969,347,528,235,319,1150,1563,2370,4332
30691,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,134,5,,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,45,0,3,813,513
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",71,376,324,59,27,10,24,0,0,5,,0,1008,311,885,3355,4114,3146,3625,0,1365,,636337,798017,754179,477626,387921,498771,504018,303359,334712,301920
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,10,0,5,0,6,2,1,0,5,,308,377,36,1066,443,486,23,49,105,300,,2322,523,1188,1144,824,467,1175,934,552,423
711510,"Catalysts in the form of wire cloth or grill, of platinum",31,36,25,41,61,75,7,0,12,5,,25174,32570,58060,7028,0,0,0,0,11,2,,154,572,279,193,457,487,275,1322,482,484
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",17,25,24,19,8,13,13,16,3,5,,566,521,1977,1229,1607,1229,180,130,568,937,,51027,73251,70948,66172,59254,82769,91284,82804,76725,86966
720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron ...",3,0,0,5,0,0,15,0,0,5,,324,31,15,22,78,75790,1295,162,89,22,,499642,513153,475220,290380,293492,503688,616209,547213,491849,1002838
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,130,12,0,49,0,0,0,0,0,5,,3,2,600,1,6,1,112,0,0,29,,3467,5374,6828,2801,15037,3678,16820,15330,1262,178
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,151,0,59,0,5,6,2,5,,0,0,0,168,0,0,0,1,12,18,,41741,93254,159180,114505,89928,86787,87638,93454,101167,68867
911019,Rough clock movements,78,0,22,15,16,12,0,0,3,5,,1704,928,9985,7693,11679,4655,4037,1006,869,1238,,294,474,392,941,1315,983,1350,981,583,960
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,0,0,0,0,0,0,5,8,5,,2,0,1,8,472,673,1477,3973,416,536,,22893,25966,27529,30557,30943,34889,28072,17478,21290,28891
290243,P-Xylene,0,0,9,0,0,0,5,5,13,5,,283780,275316,128068,100758,41178,29696,166,155,95,187,,386766,404939,346377,358614,409242,309906,394590,440614,517696,659836
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,28,0,0,73,327,36,9,0,5,5,,188,550,1753,998,1801,828,1872,1456,1155,391,,21948,19358,17536,11046,11344,8363,12338,12412,10701,12727
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excluding ...",44,26,0,0,0,6,9,6,14,5,,5705,4323,3673,3288,3826,10980,7502,3424,6113,3082,,1223943,775298,922898,1201195,1280095,1205072,1117365,1179082,1262504,1287203
90812,"Nutmeg, crushed or ground",0,0,3,24,0,22,47,33,4,5,,10,0,0,0,0,0,0,1,0,0,,10765,7637,7327,7879,7570,6762,9292,10349,12173,13659
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,336,254,290,216,96,149,36,10,8,5,,9406,7455,4635,3275,3460,3109,3010,2665,887,1129,,824,711,716,858,533,462,403,511,190,419
291260,Paraformaldehyde,159,456,1277,54,52,19,5,0,0,4,,9325,14539,16440,13034,10253,10703,11728,16067,16272,31181,,10677,13614,11522,9629,7831,8456,7860,5461,5298,9843
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",3,0,0,0,0,0,0,0,0,4,,365,558,481,563,35,73,81,115,201,611,,930,885,673,960,1894,1800,4721,5388,2038,4136
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",277,228,241,35,77,36,222,97,13,4,,5412,14143,4386,5736,3027,3301,3339,4335,2851,4448,,2650,859,1004,591,650,574,913,441,347,537
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",19,0,0,0,0,0,79,9,9,4,,2029,1944,1114,869,502,882,1137,1702,479,714,,73174,79272,86804,109472,76203,103778,100925,63098,43009,95498
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",4,25,1,0,0,10,162,35,62,4,,4239,3125,5758,6989,8955,8860,10808,13499,14286,14336,,26,74,28,57,34,19,260,226,83,32
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",31,0,0,1,0,0,2,1,3,4,,2411,1575,2632,1270,345,247,366,331,53,25,,3315,2109,2222,936,897,552,389,975,616,645
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,45,5,0,227,0,0,4,,0,0,0,0,0,0,0,0,0,0,,26594,24014,20166,12928,5830,16555,16374,11642,9103,13597
10121,Pure-bred breeding horses,0,0,0,0,0,0,0,0,0,4,,9,5,6,0,0,2,0,0,0,8,,33614,35555,45644,96569,116496,122792,102376,114022,91746,116418
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",58,4,54,5,17,10,40,22,0,4,,1994,773,892,814,648,815,1404,2691,2278,1625,,30100,9475,8347,7102,6304,6170,5487,5053,4201,4981
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",26,72,40,116,108,157,42,10,21,4,,10082,10425,9510,12528,12160,17382,16245,15770,17695,14465,,1223,1084,1609,3247,2800,1778,1978,2500,3317,2656
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",77,74,88,139,60,61,49,23,23,4,,19921,11168,5591,180,233,301,544,546,543,2669,,1064818,739354,663318,271687,209354,425727,429144,345579,232289,477625
110710,Malt (excluding roasted),3,2,6,5,0,5,0,6,10,4,,87852,143268,165141,153002,152656,151355,191362,223324,160343,144582,,233595,222493,272642,265477,264535,282775,290145,287606,247196,283960
261220,Thorium ores and concentrates,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,,30,0,0,0,4,0,4,0,4,3
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",101,608,239,351,40,99,133,166,398,3,,959,1371,655,2164,14,16,8983,2368,3702,448,,484801,484213,576929,503786,557295,706442,812426,764231,642852,872633
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,759,0,12,5,1692,3,3,,124367,142656,93689,110148,102885,71472,88234,87291,38071,75638,,11011,20988,47045,17356,20340,9822,40362,11788,13325,16461
520543,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,82,1,0,6,106,2,2,0,3,,70764,65312,51634,43848,33299,24606,32475,22147,14165,11937,,1865,2380,2417,1422,1767,1850,1765,1263,1353,2304
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,12,0,0,17,0,4,0,0,3,,296,77,122,136,62,163,95,53,702,6532,,16453,2454,1459,517,1099,233,719,799,1436,2119
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",52,59,72,151,11,153,72,72,222,3,,12158,11367,8664,3963,1761,4131,3857,2100,640,100,,1380,1117,688,820,1026,1343,835,830,1018,814
290711,"Phenol """"hydroxybenzene"""" and its salts""""",3,0,268,16,20,73,227,297,138,3,,43588,18568,63044,20627,52873,59828,58791,13809,26438,151279,,1220,5292,2610,1832,932,1225,2301,1562,2482,2199
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,6,7,12,6,1,2,2,0,3,,0,0,0,0,3,12,375,2021,0,0,,162831,215321,227846,174713,114193,61886,17517,22567,25468,18408
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",1,0,0,0,0,0,14,4,14,3,,4419,14101,14385,16220,7845,6926,7916,6304,4828,7286,,3,1,2,5,5,4,14,203,82,49
