Product code,Product label,Japan's imports from Viet Nam-Value in 2012,Japan's imports from Viet Nam-Value in 2013,Japan's imports from Viet Nam-Value in 2014,Japan's imports from Viet Nam-Value in 2015,Japan's imports from Viet Nam-Value in 2016,Japan's imports from Viet Nam-Value in 2017,Japan's imports from Viet Nam-Value in 2018,Japan's imports from Viet Nam-Value in 2019,Japan's imports from Viet Nam-Value in 2020,Japan's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,28,0,0,0,0,0,21,0,359,,8898,6944,6494,10130,3790,2660,1897,3137,2224,2020
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,44,1,55,354,489,249,184,,10116,12030,10919,10901,12550,11494,10642,9535,8000,8380
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,35,0,0,0,36,,29075,27181,26802,29437,21223,19274,15115,16078,14386,12014
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,3,0,0,,72,650,1064,2057,1046,17309,15088,679,878,2585,,781,919,968,1025,1091,4504,4966,5234,5149,4586
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,0,0,0,41,0,0,0,,7,0,2,0,2,1,41,1,5,,,7401,7791,7215,7424,6140,8042,7597,6062,5030,5979
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,0,607,23,0,0,0,0,0,0,,,1860943,1791335,1989079,1269168,1227326,1766829,1772910,1830095,1158416,1930255
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5423,6101,5525,4984,4828,4989,5673,6727,4680,5249
250900,Chalk,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,721,,60,50,61,48,48,48,48,54,51,47
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,0,0,2,3,0,0,0,0,0,,3646,436,139,0,29,19,74,963,934,32206,,400,622,244,208,103,530,460,669,224,291
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,0,0,0,0,0,0,0,,54,79,482,438,5920,4318,743,863,250,,,68489,75182,75449,73167,71996,52690,56180,55613,49079,39622
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,1,0,0,0,0,,,163,224,818,544,374,413,435,312,260,157
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,4,0,7,11,6,0,0,5,6
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,0,,83,124,159,1429,13,165,0,0,0,2056,,0,1606,3716,6,42,53,9537,8443,6415,4874
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,0,0,0,0,0,,13244,23154,24756,23511,18372,36900,26499,28635,10656,1910,,380090,360307,354205,362342,292983,277571,202719,204934,177377,142232
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",1849,690,215,206,118,25,0,0,0,0,,1815,1665,792,5418,256,64,2710,60,186,17639,,25690,14993,10622,4911,5800,5330,3899,3626,3272,3605
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,163,0,0,0,41,,29912,34140,61193,48718,19319,3060,7276,10878,4674,4974
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,26954,17510,11851,40042,14016,11979,12439,12954,5919,2832,,0,0,0,0,0,0,0,0,0,0
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,26,0,0,0,,0,0,0,248,0,92,0,26,10,249,,11,20,16,9,34,0,31,69,28,27
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,20,30,0,0,133,0,0,11,0,4,,0,0,0,0,0,0,0,0,0,0
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,1233,922,0,14203,4,2865,6274,8784,10011,6508,,86,79,74,98,58,66,59,240,35,49
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",94,106,77,39,91,0,0,0,0,0,,376,72,109,288,1121,905,0,0,0,,,436,295,354,142,351,0,0,0,0,0
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,325,349,844,648,143,10,19,578,702,3,,12,5,7,0,0,0,0,0,0,0
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,41377,48070,33691,189,34612,37314,65802,55114,53493,82,,2173,2148,2007,2108,2894,3118,3811,6701,7887,9136
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,269,302,553,18,1722,332,2177,3638,5121,,,1195,1478,1231,1366,1085,1142,1070,1148,800,473
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,36,5,24,21,1,21,0,4,71,5,,80928,76413,72701,60731,57902,57538,57182,51911,49186,53889
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,132,105,133,11,36,81,152,45,73,95,,1135,931,1345,1308,914,814,801,735,906,1192
70110,Seed potatoes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excluding ...",0,0,3,0,0,0,4,12,0,0,,1035,1153,1291,1147,1544,1728,2315,3096,3209,1875,,34863,29401,34126,24002,30588,27767,39580,33215,24905,30760
70920,Fresh or chilled asparagus,0,0,0,0,0,0,0,0,0,0,,20,84,3,46,34,13,2,39,15,7,,96058,72864,71252,56471,71055,64715,67054,60810,57337,53015
70991,Fresh or chilled globe artichokes,0,0,0,0,0,0,0,0,0,0,,9,0,4,1,1,2,0,4,8,,,14,71,64,122,93,88,79,78,27,25
71339,"Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""",0,0,0,0,0,0,0,0,0,0,,0,5,0,0,16,614,1064,101,543,730,,23025,21901,28021,21758,18322,17251,21025,24426,17478,13856
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,93,610,1436,882,478,367,239,83,82,113
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,3522,4067,4368,3668,3988,4201,4833,4259,4757,5290
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,0,0,0,0,,2,33,1329,99,4116,3006,2544,1836,949,14858,,1235020,1265119,1283570,1269052,986789,1182142,1363366,1394397,1375627,1504655
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,14,12,5,4,8,20,2,4,10,,,1708764,1588279,1623487,1456161,1719799,1872712,1935582,1964463,2070159,2097297
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,56173,37350,46633,64114,90579,69503,43998,60173,28246,44892,,69,93,93,124,110,109,87,147,105,128
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,7,0,0,0,0,0,0,0,0
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,0,,,43564,44708,57326,52180,52666,67343,75118,78003,77340,87710
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,160724,208090,206287,167036,234225,237571,185282,203461,205326,275662
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,0,,40,0,0,4,81,46,77,482,28,7409,,45659,54241,62579,70119,86940,54697,64059,78689,76949,82254
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,0,11,0,180,256,688,605,1386,0,,,31,54,15,46,62,79,45,4,10,6
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,18,0,0,0,,,925,453,387,345,458,290,378,318,297,316
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,0,138,13,0,4,125,182,888,830,16,,1539,1978,1866,3002,3443,3893,4527,4082,2665,1693
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2125,2473,2277,1741,538,957,1249,1420,1082,755
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,5729,6003,6598,6272,5799,5626,5060,5524,3310,2941
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,13,17,0,949,0,114,938,1815,913,16,,224288,208648,187507,164928,197247,186279,188380,190162,156490,169279
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,6,7,64,10,3,33,24,92,4,28
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,20,140,48,46,1,3,1,33,25,70,,3908,2642,630,662,1532,1207,944,1429,1132,1403
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,181,49,1,1290,140,166,1535,245,,,0,0,259,162,0,0,0,0,0,0
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,214,0,0,0,0,0,0,0,0,,,16975,12977,11335,9540,9542,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,426,0,464,798,169,197,715,1674,999,186,,608508,385707,511783,477738,476003,612855,648642,723430,562109,654246
80521,Fresh or dried mandarins incl. tangerines and satsumas (excl. clementines),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,105,247,444,92,,0,0,0,0,0,16973,15797,14220,20463,25101
80540,Fresh or dried grapefruit,0,0,0,0,0,0,0,0,0,0,,3302,1451,1639,854,1430,3914,4759,4717,14462,9379,,176211,131783,112838,105419,105522,91662,86548,76931,75753,58961
80719,Fresh melons (excluding watermelons),0,0,0,0,0,0,0,0,2,0,,70,5,4,18,301,205,355,270,494,528,,36227,34312,29597,23259,28680,24591,26991,25808,22455,22779
80830,Fresh pears,0,0,0,0,0,0,0,0,0,0,,131,166,74,99,11,18,28,53,85,103,,90,196,192,88,0,0,0,0,0,3
81070,Fresh persimmons,0,0,0,0,0,0,0,0,0,0,,168,61,19,69,0,0,0,14,79,90,,389,288,353,71,53,44,84,116,177,92
80121,"Fresh or dried brazil nuts, in shell",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,0,0,0,6,0,0,6,0,0,0
80122,"Fresh or dried brazil nuts, shelled",0,0,0,0,0,0,0,0,0,0,,138,9,0,0,0,0,9,1,1,168,,277,330,147,89,314,564,382,373,344,391
80232,"Fresh or dried walnuts, shelled",0,0,0,0,0,0,0,0,0,0,,5839,5240,726,4,0,144,2918,15730,26477,10754,,118072,120544,170244,153033,117891,146889,167474,111316,136993,131680
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,0,,4286,3550,1755,11558,996,1116,1092,1625,2086,2639,,0,7,2,0,0,0,0,0,0,0
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,6,7,17,276,1194,766,336,0,,,4185,7888,8484,12508,12017,34502,37270,25845,14580,7980
90932,"Cumin seeds, crushed or ground",0,0,0,0,86,66,62,0,0,0,,1,275,247,313,737,2209,2939,3211,3304,2544,,533,654,419,559,788,844,998,1078,1007,1270
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,107,95,0,0,0,0,0,0,0,0,,310,592,69,135,3,0,0,0,6,,,22963,25022,12340,6552,6128,5483,5940,10125,8771,9846
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,12,0,0,0,0,,0,537,2,8,1,4,3,18,161,338,,17990,17148,16814,14538,11792,14297,14048,14460,8212,6868
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,143,323,202,202,275,268,377,81,80,47
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,0,0,0,0,,3,7,1,32,25,44,54,88,160,13,,55079,39479,42157,34989,31604,33549,44470,47079,46735,57942
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,30,0,0,,,365,252,264,485,305,255,423,263,147,270
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,,,476703,530765,222382,177316,124062,103089,119299,100231,85290,96608
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,506,1335,2553,3848,3658,1845,1808,1974,1578,1529
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,147,95,32,44,50,61,73,45,38,300,,188,173,276,207,273,305,375,292,260,242
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,0,12,5,28,26,9,22,9,0,15,,635,546,390,335,318,400,446,546,996,1806
110811,Wheat starch,0,0,0,0,0,0,0,0,0,0,,3766,2494,300,2586,1118,306,702,770,757,29,,0,2,0,2,2,10,0,0,0,0
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1741,391,201,166,321,0,0,,,13918,419,134,91,83,194,167,139,153,644
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,662,126,11,117,1,15,13,0,13,14,,8,0,0,0,0,0,0,0,0,0
871492,"Wheel rims and spokes, for cycles (excluding for motorcycles)",0,0,0,0,0,0,0,0,0,0,,4888,6448,6769,5834,5713,5429,5042,4789,5119,7592,,10743,10795,10739,10188,9615,9257,7773,7500,7038,7705
870190,"Tractors (excluding those of heading 8709, pedestrian-controlled tractors, road tractors for ...",172,61,36,0,146,0,0,0,0,0,,13168,8281,12770,11085,10016,13187,0,0,0,,,141362,182912,192170,102765,166238,0,0,0,0,0
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,341,0,,,0,0,0,0,0,9302,171,0,0,112051
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,0,0,0,0,0,0,0,0,0,0,,50,0,41,13,6,0,209,3,0,119,,252,1505,1329,686,782,1352,1558,2764,1974,2372
871631,"Tanker trailers and tanker semi-trailers, not designed for running on rails",0,0,0,0,0,0,0,0,0,0,,21,8,39,84,52,135,24,37,96,,,1246,800,1030,238,403,1576,1429,2655,1456,1639
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",0,0,0,144,148,0,0,0,0,0,,208770,82365,497856,385612,117052,215824,319704,19632,51819,8432,,23743,25450,17287,18400,19667,17567,9517,175950,13106,133644
900710,Cinematographic cameras,0,0,0,2,0,3,0,0,0,0,,108,3,1,2,8,27,16,11,1,330,,1114,869,763,599,899,778,585,2415,89,511
901480,"Navigational instruments and apparatus (excluding for aeronautical or space navigation, compasses ...",6,4,23,116,98,26,439,641,42,0,,571,777,1778,1299,211,59,20,438,194,40,,34038,36236,105455,53881,23926,26960,66089,49782,32705,46095
901530,Levels,0,3,0,0,0,0,0,0,0,0,,624,23,32,1115,75,56,23,19,25,270,,8330,11162,11578,9729,9849,11067,14461,12906,13477,13626
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",0,0,0,0,0,0,0,0,0,0,,5,0,0,16,48,11,14,16,20,1346,,679,317,465,433,530,591,616,687,815,1248
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,0,0,0,0,0,0,0,0,0,,265,15,9,386,88,113,81,30,1,783,,8438,4344,8898,2449,2603,951,853,1045,2428,831
902212,Computer tomography apparatus,0,0,0,0,0,0,0,0,0,0,,0,1304,240,363,89,5,11,0,954,400,,189136,191462,246093,184274,173116,176386,191653,209535,175625,249577
902810,"Gas meters, incl. calibrating meters therefor",0,0,0,0,0,4,0,0,0,0,,184,214,254,6293,27732,36086,48689,51569,41487,3986,,388,378,333,305,435,120,185,134,288,421
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",0,0,0,6,0,0,0,0,0,0,,22,4,20,36,24,40,107,55,62,5,,3598,3207,4057,2552,2275,2455,2101,2179,2509,2319
930120,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes and similar projectors,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3309,2179,7960,2885,0,4881,9737,3038,6186,6170
930330,"Sporting, hunting and target-shooting shotguns with one or more rifled bores (other than spring, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,377,622,584,593,679,887,745,700,527,604
930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,399,,590,629,660,568,651,673,725,1069,961,1547
930621,Cartridges for smooth-barrelled shotguns,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,8317,9234,9130,7030,7104,8068,8982,9151,7199,8280
910529,Wall clocks (excluding electrically operated),0,0,0,0,0,0,0,0,0,0,,82,92,347,304,498,504,424,166,770,9,,229,301,92,182,125,194,164,104,150,250
910811,"Watch movements, complete and assembled, electrically operated, with mechanical display only ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,15,,60385,49203,59872,49388,42007,41093,44951,39233,19113,28317
911019,Rough clock movements,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,46,0,0,,,38,51,37,55,360,449,377,409,412,275
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",0,0,0,0,0,0,0,0,0,0,,0,0,32,11,0,7,2,8,12,,,373,345,278,396,238,395,340,223,158,135
911110,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of precious ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,11,,244,369,531,260,251,404,454,387,360,376
940159,"Seats of cane, osier or similar materials (excluding of bamboo or rattan)",101,55,110,129,137,51,74,92,54,0,,8022,6501,1798,1212,1535,3125,27565,18446,12414,5086,,891,515,852,375,349,143,229,293,297,81
903020,Oscilloscopes and oscillographs,0,0,3,39,2,0,0,0,0,0,,593,402,166,697,90,34,107,41,82,228,,80575,69160,60786,60616,57667,61170,68715,74974,57139,79276
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,11,299,8,18,13,24,840,,463,914,579,1283,682,423,487,598,1597,634
940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,58,11,8,12,0,,0,0,0,0,0,0,4821,4652,5631,10028,,0,0,0,0,0,2910,2251,3260,4415,8077
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,7325,11486,18831,17081,,0,0,0,0,0,17003,18560,18564,12413,18481
950611,"Skis, for winter sports",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,243,,42131,35531,34514,29332,26668,22990,26334,25158,17507,14672
961390,"Parts of lighters, n.e.s.",0,0,3,2,0,0,0,0,0,0,,150,386,1,0,5,177,709,46,21,27,,6569,7584,3458,3885,2297,2012,2002,2028,1491,2011
970600,Antiques of > 100 years old,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,1747,,43277,28625,29644,51505,60399,28502,77979,73683,16606,16654
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,62,0,0,,,30630,31373,27553,18950,16266,16039,17716,15961,20918,30394
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,0,0,2,0,308,0,185,172,0,,2517,2586,3271,4668,2851,2448,5338,4251,551,706,,102655,58685,61572,95834,47793,88760,58611,54902,175736,179058
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,0,659,0,729,1004,0,0,0,0,2171,,189159,178807,192052,110334,108540,102643,137708,99015,90570,95018
720280,Ferro-tungsten and ferro-silico-tungsten,24908,32506,11578,10825,5124,1372,0,0,0,0,,89885,83002,89860,36739,25226,24991,0,2702,3883,1876,,35018,40927,35243,28748,17527,31903,33965,19606,17134,35109
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,53,36,195,119,4,7,2253,1566,28,428,,148915,105111,111744,89122,90602,120385,128823,137809,100743,146292
710510,"Dust and powder of diamonds, incl. synthetic diamonds",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,79,1,0,,,42949,38748,50164,44398,48520,55940,55805,36669,31842,37653
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",0,3,0,0,0,25,45,0,0,0,,584,3,0,27,21,1,13,246,371,649,,2197,1458,1500,1843,1752,1708,2507,1938,2260,2523
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,0,0,0,0,0,0,0,0,,0,0,96,89,105,92,105,87,51,,,8676,7091,5855,6614,7048,8177,9539,8841,8369,10795
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",0,0,0,0,0,0,0,0,8,0,,0,12,8,0,0,0,1,125,0,,,1411,1889,2182,1966,1001,1006,3359,4016,3184,5113
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",28,0,0,0,0,0,0,4,0,0,,1,69,254,28,151,67,15,456,6153,3419,,506665,96999,71937,30141,23890,24207,32976,18841,13280,95022
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,142753,100458,97919,39329,34611,56289,58298,74225,31176,66992,,39740,47006,29163,25622,27032,40935,40631,47667,35676,46395
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,2091,2214,1928,62,2149,467,539,1216,57,23,,11,226,200,169,126,151,134,143,109,178
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,169466,225599,210440,198126,132872,244247,166255,186345,294143,345302,,26602,23633,22563,16726,19110,21536,26737,28212,34024,36822
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,2,0,0,0,,273,1070,649,207,299,451,894,4008,4566,1203,,3720,3193,2026,2098,1556,2203,1950,1782,1202,2004
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,1060,989,723,103,126,9,8,45,24,229,,15450,15947,15481,6484,7423,15455,10115,11395,9921,21603
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",0,0,18,0,0,0,0,0,0,0,,0,0,1,10,296,359,579,366,801,346,,23844,18043,18424,19995,16104,19013,19411,10081,11140,22438
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",0,0,0,0,0,0,0,0,0,0,,0,12,31,0,122,0,404,3012,6695,1167,,1425,743,1509,1194,478,585,1088,1174,748,1104
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,130,0,4,,138764,120069,129954,123253,83683,112370,144892,142581,88093,115402
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,53,0,,,930,180,629,515,652,585,737,420,579,511
732394,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",0,10,4,2,0,0,0,5,0,0,,45,110,483,146,5,25,38,142,1064,2258,,15101,15630,17984,20281,20803,18076,15417,14282,12792,15168
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,34,17,104,17,92,168,62,36251,,40702,37116,39044,34413,36653,36802,24051,430,654,447
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,45,15,0,0,,,14073,7630,7788,10732,12406,8488,6513,8914,5776,7128
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,0,0,0,0,,123,0,48,3,11,4,0,5,1,28,,64,4,0,39,3,11,406,23,2,33
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,0,0,0,0,12,6,0,0,,234,734,35,880,1405,463,88,133,200,176,,20955,15949,11185,6016,13090,8733,7144,8677,9817,9923
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,11,0,0,112,298,5,6,2,0,1,,112,4,16,671,0,33,54,36,292,602
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,70,0,0,5,127,907,0,0,0,1,,63,0,7,0,21,10,11,103,0,0
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,6,5,2,5,5,6,5,3,4,,,0,0,0,0,0,0,0,0,0,0
