Product code,Product label,"Taipei, Chinese's imports from Japan-Value in 2012","Taipei, Chinese's imports from Japan-Value in 2013","Taipei, Chinese's imports from Japan-Value in 2014","Taipei, Chinese's imports from Japan-Value in 2015","Taipei, Chinese's imports from Japan-Value in 2016","Taipei, Chinese's imports from Japan-Value in 2017","Taipei, Chinese's imports from Japan-Value in 2018","Taipei, Chinese's imports from Japan-Value in 2019","Taipei, Chinese's imports from Japan-Value in 2020","Taipei, Chinese's imports from Japan-Value in 2021",Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
401590,"Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excluding ...",13,3,4,33,95,27,25,24,5,8,,315,473,419,376,279,402,383,293,512,349,,751,526,456,460,721,382,585,382,662,433
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",34,21,12,25,29,31,22,31,10,8,,15,51,31,42,30,27,84,25,60,153,,65,101,45,66,80,74,43,83,30,60
80929,Fresh cherries (excluding sour cherries),0,0,2,13,5,12,7,11,10,8,,5,2,4,14,24,29,29,22,37,17,,0,2334,91909,74968,89839,109904,104879,100636,93206,111283
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",12,29,13,39,27,22,42,27,27,8,,4695,3061,2750,1916,3043,3102,3709,3774,3542,6595,,14179,17305,12124,7078,8670,3760,5314,5423,7047,18624
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",167,120,126,93,35,13,16,27,17,8,,4223,3604,4923,4167,3105,1421,1452,1485,2104,1318,,9226,8442,8111,11235,9399,11328,10690,11122,11403,11467
620610,"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excluding knitted ...",80,73,54,52,56,38,20,18,8,8,,599,412,429,344,192,214,249,246,161,202,,6071,6099,5967,5332,5376,4740,4656,4767,5570,5517
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",29,22,33,16,35,9,19,29,12,8,,56,101,152,96,110,128,63,143,69,42,,299,252,366,312,401,329,417,480,583,647
811219,"Articles of beryllium, n.e.s.",10,45,7,19,5,14,14,5,29,8,,611,241,163,144,125,152,217,764,397,262,,20,173,44,26,51,201,230,65,86,112
847029,"Electronic calculating machines not incorporating a printing device, with mains connection ...",1,3,0,0,13,6,1,10,3,8,,709,663,2219,11076,16149,7855,11657,7797,8353,4590,,1176,1178,1370,1252,593,504,228,214,79,81
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",41,0,13,8,14,2,5,9,16,8,,1078,309,146,31,88,204,88,189,18,56,,525,210,362,788,337,256,594,527,364,644
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",8,0,0,0,5,5,8,0,0,8,,223,35,14,20,41,7,19,16,2,99,,525,285,4737,11791,8512,6163,10596,5441,5999,4474
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",4,0,0,0,0,0,4,0,0,8,,0,27,0,0,0,0,0,0,0,2,,5522,2796,3916,3716,3757,2722,4444,4413,2582,7590
970400,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ...",1,11,49,1,11,0,0,10,1,8,,64,101,121,76,125,51,63,124,121,147,,9,35,182,1060,374,80,83,94,113,129
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,7,1,3,7,8,,0,0,0,0,0,9,3,6,7,19,,0,0,0,0,0,551,493,575,340,269
910199,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",7,0,0,6,0,2,1,0,0,8,,21,74,0,38,80,16,65,51,6,26,,174,72,247,85,242,383,375,252,192,2852
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,0,5,3,19,24,38,27,19,18,8,,54,10,81,50,79,78,330,93,87,25,,688,982,1665,1888,1738,1713,1935,1632,1318,1648
611231,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted",55,66,87,49,20,49,36,28,10,8,,487,301,257,381,614,375,636,316,160,50,,1163,1025,1279,1332,1331,1441,1326,1616,1709,1470
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",18,0,0,0,0,1,0,0,0,8,,409,190,21,9,25,53,5,6,14,6,,1724,48,80,78,0,65,11,2,7,16
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...",0,0,0,3,1,2,14,12,6,8,,1345,2981,2964,2572,4414,5782,5265,2664,4567,3861,,426,725,1198,1658,1327,1391,1231,1976,2383,4780
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),216,156,167,159,102,101,184,361,9,8,,218,243,364,291,279,364,277,294,165,167,,424,305,240,232,214,210,361,561,432,527
961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",36,22,12,19,0,0,0,4,11,8,,8291,7139,7345,5714,5825,6113,4420,4880,3881,3726,,162,205,237,187,157,99,134,189,128,161
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",117,128,206,11,96,57,14,3,73,8,,11950,10104,13054,9923,13344,18629,18569,14031,13111,13904,,9813,7612,6487,9416,7213,4073,5362,4417,4732,14696
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",0,3,2,39,10,2,0,8,4,8,,428,304,383,198,379,664,1047,368,269,227,,27,65,80,108,72,116,106,159,40,155
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",27,24,13,17,27,12,3,16,12,8,,89,159,144,101,128,81,41,57,44,13,,819,900,993,959,1012,725,566,583,406,309
380510,"Gum, wood or sulphate turpentine oils",18,7,9,9,12,12,15,7,15,8,,206,87,140,108,78,59,89,396,182,126,,92,62,10,43,43,24,27,11,23,13
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",74,82,84,28,18,34,39,10,4,7,,3325,2041,2007,2106,1850,3022,1962,2710,1131,1506,,184,147,160,82,61,80,66,56,43,17
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,10,7,15,3,7,10,14,12,7,,1341,2964,1080,915,464,350,137,431,172,194,,134,419,70,88,117,997,1125,21,25,20
900850,"Image projectors, and photographic enlargers and reducers (excluding cinematographic and parts)",0,13,0,10,29,8,5,3,0,7,,8092,4965,3012,1817,2329,2917,1526,3531,1226,2332,,0,154,153,208,191,202,187,256,706,3092
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,2,3,3,3,1,4,10,7,,260,399,219,333,303,198,272,201,264,869,,0,441,10565,9553,8525,9221,9816,11637,10425,8983
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,2,8,10,14,0,2,3,4,13,7,,2251,1893,1586,1238,1618,1418,1092,1873,1663,1876,,331,420,610,616,268,181,179,155,119,90
252010,Gypsum; anhydrite,625,260,5,3,97,125,17,317,7,7,,180,241,350,263,230,152,124,81,84,75,,2177,2014,7332,7598,5571,4651,4497,9068,8328,9192
450190,"Cork waste; crushed, powdered or ground cork",19,7,10,5,11,9,6,4,7,7,,297,262,209,148,118,131,87,109,107,104,,308,186,256,265,264,232,285,317,202,457
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",0,1,3,6,11,2,13,4,8,7,,1627,1710,993,480,415,106,160,112,145,366,,44,94,125,97,55,176,272,123,73,169
850231,"Generating sets, wind-powered",7,0,0,0,5,0,10,16,126469,7,,76598,2363,1669,2087,117,278,14826,13661,104297,753,,54249,52761,5883,15023,35406,1453,11708,172105,426791,817867
940591,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of glass, ...",208,1,39,1,42,82,4,10,18,7,,1393,889,528,296,248,303,1122,249,510,71,,1856,1670,1458,1263,1604,1192,900,1028,985,1104
282710,Ammonium chloride,15,7,29,4,4,4,4,7,4,7,,1307,957,1012,765,646,553,455,395,416,412,,5855,5380,4803,4895,6163,3798,4240,4071,3026,4591
170390,Beet molasses resulting from the extraction or refining of sugar,0,0,1,12,16,30,23,31,20,7,,84,79,60,58,100,33,108,75,20,20,,12843,634,9329,3838,3925,3746,6652,4487,172,134
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",12,50,14,8,31,25,12,10,7,7,,123,43,20,35,44,29,4,35,11,15,,942,633,528,465,393,559,590,607,309,370
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",10,16,18,29,23,38,12,4,5,7,,26,33,10,21,25,7,68,2,35,21,,468,498,674,697,623,712,668,592,535,492
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excluding umbrellas having a telescopic ...",30,14,26,20,31,13,14,7,11,7,,407,215,732,427,568,817,948,593,519,470,,7443,7067,8550,8462,11908,7890,8368,8092,6585,5276
540794,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",426,151,238,60,32,38,85,45,28,7,,885,1146,957,1078,1498,1284,1539,996,466,463,,753,513,622,263,159,153,125,127,69,86
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",866,374,6,7,2,0,0,6,0,7,,1617,1398,920,926,1076,1818,2044,3282,2039,1549,,1742,1421,1832,1419,931,125,200,153,123,253
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,4,6,19,7,,0,0,0,0,0,260,492,604,1249,1564,,0,0,0,0,0,8,60,56,2439,1265
91012,"Ginger, crushed or ground",0,0,1,2,7,6,4,5,7,7,,157,134,171,196,208,207,225,272,234,245,,0,5,84,503,60,88,148,188,97,153
250610,Quartz (excluding quartz sands),1205,817,36,6,6,34,42,4,8,7,,5634,4152,3761,2909,6469,7912,5317,4513,3498,3119,,5926,3923,2847,2486,2451,3819,4021,5981,12167,19482
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",11,5,20,8,3,2,8,4,20,7,,15335,13114,5486,5909,19279,26325,13553,5611,5826,6374,,263,137,111,128,112,129,55,24,72,58
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",29,13,49,30,28,31,26,11,8,7,,8041,6006,3520,2458,4843,6409,5498,4196,5148,4978,,192,343,1157,355,117,244,290,161,203,237
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",28,14,10,12,0,9,8,3,12,7,,4034,3076,5051,3573,5320,4270,3783,2499,1378,1924,,36,44,33,105,29,104,96,39,67,60
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",9,6,13,7,21,11,17,16,23,7,,1011,851,874,898,1490,861,767,735,531,590,,1233,1244,1440,1410,1505,1582,1413,1671,1777,1827
220820,Spirits obtained by distilling grape wine or grape marc,2,1,3,21,27,0,26,30,73,7,,966,464,370,469,591,588,493,1373,2100,2366,,108640,113224,111349,135301,197588,187659,151279,156231,103217,108029
120770,Melon seeds,0,0,0,0,3,0,13,8,0,7,,89,260,281,348,361,488,843,396,625,628,,0,599,2905,3659,4829,3522,4156,2256,2284,3481
30355,"Frozen jack and horse mackerel """"Trachurus spp.""""""""",0,0,14,16,68,31,56,37,34,7,,1214,1523,1368,2529,4602,4688,4293,5690,6606,6664,,0,0,74,93,95,127,106,119,178,105
620422,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",1,5,9,5,1,2,11,11,7,7,,11,23,12,16,62,29,24,21,27,36,,85,229,344,194,293,231,305,383,345,235
441810,"Windows, French windows and their frames, of wood",0,2,1,2,39,2,2,1,0,7,,62,78,48,15,274,280,117,99,187,69,,781,1086,1819,1820,1462,1369,1412,1632,1304,1851
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",35,38,53,68,53,208,56,3,11,6,,505,279,278,219,418,718,353,126,183,44,,810,1091,1746,1980,2527,2042,2429,2171,2020,2495
732619,"Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excluding grinding ...",538,4,67,2,4224,9,12,27,28,6,,89748,69930,70952,55851,58715,55794,63948,56816,42505,56058,,9511,7545,3964,3039,8431,3921,2353,4878,3521,4268
840420,Condensers for steam or other vapour power units,3,1265,152,124,4787,14,138,82,36,6,,68266,19011,8530,10094,10604,3230,1537,7773,2952,4461,,821,2250,6393,6982,10583,2059,1273,296,1339,3669
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,7,6,19,9,8,9,9,8,6,6,,775,832,672,709,640,673,572,477,833,590,,7513,10158,17547,19386,16521,22652,21976,21977,23790,28233
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",5,17,13,6,38,5,11,8,138,6,,12015,14348,13749,13351,12683,13966,15278,15376,12836,14350,,2847,2667,3052,2566,2201,2541,2291,1868,1957,1322
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,2,9,6,2,1,2,21,6,,39,10,86,52,120,55,142,145,65,72,,489,642,304,413,390,147,182,217,145,379
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,118,433,0,0,6,,0,0,0,0,0,3882,4308,9307,3460,10938,,0,0,0,0,0,1457,497,479,312,1144
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,6,3,0,0,0,0,0,0,0,6,,,,,,,,,,,,,460,127,119,34,42,32,47,23,17,22
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",1,2,0,0,0,0,0,0,0,6,,359,257,195,308,301,424,470,438,425,207,,4,3,14,3,15,32,70,2,0,6
30119,Live ornamental fish (excluding freshwater),0,0,2,0,5,0,0,0,83,6,,330,490,956,441,759,330,302,218,503,473,,0,24,380,347,357,357,289,200,242,185
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",10,6,9,12,3,7,4,3,4,6,,127,42,106,207,131,172,38,74,19,23,,13,32,23,64,34,14,10,14,24,29
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,46,161,60,28,17,68,2,6,,117,128,182,225,206,180,172,209,329,58,,0,0,152,176,317,111,37,94,84,6
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,1,41,21,35,22,8,30,3,6,,635,1718,2269,1566,1304,1763,1595,2137,859,1241,,0,252,2631,1815,2449,4638,8479,9097,9886,9291
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",0,6,202,161,169,55,10,1,35,6,,2245,2918,4631,7806,9331,10273,7645,11566,9088,9750,,0,451,4394,2076,2068,1368,469,475,479,391
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,10,6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,44,31,15,10,6
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",49,23,31,37,25,33,43,18,16,6,,191,121,175,147,169,110,122,84,316,438,,2765,2981,3014,3177,3320,2441,2357,2958,2284,3146
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",60,37,45,72,33,52,62,23,50,6,,1055,834,622,452,272,326,554,358,333,458,,463,351,209,149,46,87,65,37,135,6
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",65,88,66,60,49,32,41,21,14,6,,129,193,91,89,107,115,84,53,19,99,,209,129,115,83,147,73,67,168,41,39
810296,Molybdenum wire,13,10,7,0,0,1,3,0,0,6,,1239,967,325,390,263,272,207,289,102,260,,142,219,165,128,120,134,241,186,179,201
740312,"Copper, refined, in the form of wire-bars",0,0,0,0,0,683,0,12,3,6,,0,15,0,0,0,0,0,0,0,0,,1773,1163,798,548,437,1075,1012,598,142,118
600536,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,2,0,0,0,6,,0,0,0,0,0,32340,34444,35184,35745,40829,,0,0,0,0,0,334,542,1225,2479,2440
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",24,25,19,13,34,12,8,11,1,6,,114,114,250,79,127,155,99,223,49,103,,271,305,394,142,118,129,279,330,282,288
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",2,1,12,17,7,2,5,0,3,6,,4,3,8,7,2,15,0,0,2,11,,139,31,74,65,50,31,39,57,57,48
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",0,0,46,60,4,12,67,4,0,6,,88,9,213,53,37,123,75,64,89,97,,3724,3602,4636,4719,3432,2916,2504,1854,1331,2067
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",11,15,47,34,20,19,23,13,7,6,,440,408,486,447,916,852,599,399,478,370,,2156,2172,2426,2507,2618,3083,3509,3361,1385,1307
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",20,39,13,19,27,36,8,9,33,6,,1328,471,610,353,416,354,483,604,645,475,,45,82,33,51,32,36,8,9,35,9
540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",14,3,6,3,14,3,5,9,8,6,,2219,2265,2476,1814,2709,1986,2949,2197,1296,1076,,261,202,189,151,437,685,137,648,964,1153
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",66,86,242,314,539,163,181,115,11,6,,58405,59258,90113,85366,91119,95091,104058,93575,72767,86792,,1188,1448,1468,1848,2601,2502,2687,2192,1891,1192
842920,Self-propelled graders and levellers,16,217,15,14,11,135,14,94,6,6,,216011,207231,188434,139387,103309,176265,184149,111009,84842,161617,,208,341,252,241,194,279,258,309,735,965
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,3,47,59,46,2,45,1,1,4,6,,28,62,58,68,8,68,23,3,2,2,,77,183,178,147,204,301,67,28,71,66
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",14,38,15,19,47,40,27,15,4,6,,1737,1186,846,643,529,396,499,320,361,136,,301,344,255,190,301,290,344,551,261,419
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,3,5,8,10,6,,0,0,0,0,0,74,6,17,22,29,,0,0,0,0,0,1058,919,1175,1099,1349
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",13,17,25,11,14,14,15,41,11,6,,834,741,976,744,969,1061,1325,1345,1094,1360,,3143,3505,3511,3509,2782,3363,3063,2947,3027,3885
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,2,5,2,4,0,1,0,6,,1759,3770,2101,1196,1146,1242,1381,1289,565,717,,153,42,25,36,69,14,9,64,14,13
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",8,71,45,28,12,14,6,12,8,6,,5645,3785,3317,2988,3189,3732,2718,2588,2255,3175,,19,83,52,32,16,15,7,13,9,7
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,31,2,24,11,24,25,0,0,6,,3271,4011,9022,2676,809,179,272,416,347,650,,239,619,3110,293,273,182,296,414,277,30
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",3,5,3,2,1,5,0,4,7,6,,0,7,2,0,0,0,7,0,0,10,,129,186,287,369,657,634,521,776,1153,1595
40811,"Dried egg yolks, whether or not sweetened",8,1,0,0,0,0,0,0,0,6,,24,5,0,0,0,12,21,0,2,0,,1474,1100,1425,1435,1350,1456,1540,1831,1396,1853
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",3,2,2,2,4,2,4,5,6,6,,0,0,3,0,6,0,5,0,0,2,,951,1629,1170,3354,6534,1933,3455,4412,2714,4065
480210,Handmade paper and paperboard of any size or shape,29,35,24,21,13,6,7,25,5,6,,2581,2031,2095,1697,2029,1616,2009,8122,12879,29057,,510,1310,1140,699,626,357,414,514,307,239
551430,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,3,0,0,1,0,9,0,0,6,,5854,4167,5082,4051,3939,5057,9082,9354,5519,4675,,57,165,252,206,108,51,26,30,9,28
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",7,11,1,0,0,0,2,2,15,6,,85,72,31,23,92,95,172,135,1199,7168,,4390,3873,3991,4137,4465,4479,4707,5228,5404,4990
580500,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",3,7,10,5,9,2,4,78,24,6,,109,13,37,28,14,14,13,38,6,30,,61,17,105,34,16,91,82,167,64,49
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ...""",560,398,232,131,102,72,31,78,27,6,,7704,4704,2827,5331,5005,248,539,280,93,131,,16364,14091,12048,7430,6394,5012,4531,4468,2727,2376
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",4,116,45,35,15,6,12,1,1,6,,1214,1106,1385,1466,1766,2126,1906,1800,1565,2419,,190,335,283,176,252,338,300,271,301,366
200950,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ...",6,8,8,18,18,20,16,7,5,6,,7,43,334,449,479,529,520,702,777,666,,104,83,106,154,365,411,462,455,269,246
160558,"Snails, prepared or preserved (excluding smoked and sea snails)",0,1,2,5,13,17,1,7,1,6,,5,2,0,113,68,136,43,72,84,33,,0,1,144,223,375,199,122,325,199,218
920930,Musical instrument strings,7,2,10,2,5,1,25,5,7,6,,1190,819,914,671,569,395,489,510,833,617,,1509,1428,1615,1800,1811,1752,1632,1522,2020,2646
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",1,0,0,0,0,0,0,11,0,6,,0,4,2,8,11,0,646,27,0,5,,4316,4520,4192,5280,4246,4154,4852,3501,5129,2095
294120,Streptomycins and their derivatives; salts thereof,4,1,0,0,0,0,0,3,6,5,,397,386,3,26,2,6,9,9,0,0,,411,410,294,311,417,630,181,451,438,473
610729,"Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excluding ...",13,27,5,11,15,2,3,1,4,5,,0,0,0,0,0,0,0,0,2,0,,30,34,18,32,50,45,22,55,15,16
610339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",1,9,18,5,6,3,14,22,6,5,,15,51,33,31,12,36,14,14,18,41,,61,233,169,194,235,234,250,302,536,216
611790,"Parts of garments or clothing accessories, knitted or crocheted, n.e.s.",296,484,62,12,24,21,21,32,6,5,,6730,4811,5594,4330,5036,4985,4812,4358,3642,3852,,845,768,248,380,1128,689,604,334,253,339
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,20,4,2,9,5,,0,0,0,0,0,3348,3272,723,154,722,,0,0,0,0,0,7422,6780,6837,7130,7685
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",54,31,20,22,19,8,7,0,3,5,,11,91,48,10,64,15,21,56,74,75,,281,269,242,161,98,545,244,201,146,196
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",1303,36,3,32,1,365,0,39,9,5,,173055,64747,203930,112733,130120,71726,54361,24596,10003,174116,,52383,45735,82325,52589,22789,11551,6728,3946,1804,3050
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",1,0,10,9,2,7,0,0,0,5,,205,492,475,887,522,420,149,121,105,62,,968,707,895,513,711,620,540,540,299,485
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",80,97,90,5,357,616,322,100,102,5,,258,112,99,260,252,280,139,132,22,109,,5081,5321,4112,3267,4506,5418,5996,3856,3060,3363
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,9,7,11,5,1,0,3,5,4,5,,8,16,3,14,3,2,14,29,30,16,,2317,1536,1073,1854,2304,1630,1517,1805,868,1273
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",0,1,1,1,5,1,2,26,8,5,,0,3,10,31,5,130,4,0,18,55,,5528,7373,6544,6271,8507,7057,7329,7181,6359,7428
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",88,91,109,191,179,89,20,52,9,5,,145,51,37,100,130,142,157,183,249,99,,374,431,509,753,4325,6921,5790,5765,3224,947
81330,Dried apples,29,18,8,13,23,16,15,10,6,5,,20,0,0,8,2,2,16,57,22,14,,152,147,106,212,172,879,559,680,574,857
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",543,359,264,14,10,15,23,36,17,5,,14940,11088,8744,7807,7163,6018,5862,5813,2888,2136,,660,481,347,109,42,36,56,65,59,21
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",206,155,60,8,14,0,0,144,0,5,,2192,2029,1746,2329,2391,1417,919,2083,948,928,,441,672,126,20,49,128,1775,2184,996,1610
560741,"Binder or baler twine, of polyethylene or polypropylene",17,9,16,10,8,8,11,7,8,5,,177,282,344,176,228,229,98,110,129,182,,95,74,231,119,103,63,93,121,78,72
870321,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",85,28,42,22,51,6020,37682,24725,8771,5,,435083,307582,330165,394720,360765,609040,682339,424824,330738,517330,,8974,10624,10316,12610,20961,51333,111107,84398,117616,82462
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",1,22,34,39,57,10,9,4,2,5,,143,280,173,172,173,249,380,212,504,426,,360,535,373,263,492,409,120,123,143,249
291512,Salts of formic acid,7,15,31,9,5,25,35,2,5,5,,1694,1554,1831,1419,1468,1000,789,589,289,235,,382,725,905,647,379,702,686,262,769,1564
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",19,18,28,31,20,21,27,17,19,5,,383,341,235,389,413,357,354,464,220,145,,413,528,407,713,64,113,295,37,40,18
720410,"Waste and scrap, of cast iron (excluding radioactive)",0,0,0,0,0,0,0,0,0,5,,2639,3831,2956,952,353,2306,5921,16008,6910,12095,,1050,493,387,93,2,2,37,206,3,5
510610,Carded wool yarn containing >= 85% wool by weight (excluding that put up for retail sale),59,17,11,0,6,2,0,0,7,5,,1667,1183,977,1219,1657,1543,1509,1353,721,929,,142,128,69,84,53,64,79,10,50,72
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",0,0,0,2,0,0,0,6,4,5,,1181,1070,719,759,540,438,387,412,331,674,,1394,1531,1696,1813,1505,1691,1726,2006,1940,1861
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",77,8,19,59,34,25,15,12,10,5,,187,148,159,211,449,343,350,625,942,572,,2974,2706,4232,3360,3377,3126,3154,3136,3264,3803
