Product code,Product label,Australia's imports from Germany-Value in 2012,Australia's imports from Germany-Value in 2013,Australia's imports from Germany-Value in 2014,Australia's imports from Germany-Value in 2015,Australia's imports from Germany-Value in 2016,Australia's imports from Germany-Value in 2017,Australia's imports from Germany-Value in 2018,Australia's imports from Germany-Value in 2019,Australia's imports from Germany-Value in 2020,Australia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
30612,"Frozen lobsters """"Homarus spp."""", even smoked, whether in shell or not, incl. lobsters in ...""",0,0,0,0,0,0,0,9,0,0,,1551,3717,5985,6939,3286,7723,7074,7523,5775,7831,,4839,8535,8256,5979,7914,9980,6671,5807,3467,7811
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,0,0,0,,429,383,328,244,479,418,567,492,285,543,,2,14,244,244,711,566,241,487,0,10
30621,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", even ...""",0,0,0,0,0,0,0,0,0,0,,349,423,620,611,651,0,0,0,0,0,,10,211,64,933,968,0,0,0,0,0
30632,"Lobsters """"Homarus spp."""", whether in shell or not, live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3428,6330,5820,2325,5271,,0,0,0,0,0,3,0,0,0,0
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,158,99,49,34,37,,0,0,0,0,0,1,0,0,0,0
30691,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,1,0,,0,0,0,0,0,0,0,0,0,0
30741,"Live, fresh or chilled, not smoked, cuttle fish """"Sepia officinalis, Rossia macrosoma, Sepiola ...""",0,0,0,0,0,0,0,0,0,0,,722,573,469,404,448,0,0,0,0,0,,193,478,166,233,175,0,0,0,0,0
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,520,614,604,572,545,,0,0,0,0,0,46,0,0,0,0
30784,"Frozen, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the ...""",0,0,0,0,0,0,0,0,0,0,,1500,1902,2169,2743,3555,471,450,503,472,542,,3860,3875,3697,2556,3009,1459,1760,1314,1371,2097
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,0,0,0,0,0,0,0,0,,287,35,32,7,45,0,9,7,48,34,,82,23,17,34,9,3,17,9,24,5
911012,"Incomplete watch movements, assembled",0,0,0,2,0,0,0,1,0,0,,156,77,60,69,213,385,316,373,159,362,,14,4,15,24,23,6,15,6,17,24
960711,Slide fasteners fitted with chain scoops of base metal,1,0,0,0,0,0,0,0,0,0,,19276,20463,20939,16989,15440,15889,17418,14337,13039,14481,,245,273,342,300,303,302,216,278,201,194
611790,"Parts of garments or clothing accessories, knitted or crocheted, n.e.s.",0,0,1,0,0,1,1,0,13,0,,53317,43790,43576,36030,34901,35552,36415,36253,32927,26778,,308,732,322,749,523,244,148,6127,3390,915
610729,"Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,282,423,358,276,423,469,217,154,179,187,,120,45,128,22,130,18,19,1367,1411,644
610799,"Men's or boys' bathrobes, dressing gowns and similar articles of textile materials, knitted ...",1,0,3,0,1,0,0,0,0,0,,1318,2159,2555,2031,2271,2408,3807,3077,2043,2740,,4419,4665,5126,4405,5117,5783,6691,6964,6222,7359
611212,"Track-suits of synthetic fibres, knitted or crocheted",3,0,0,6,31,3,0,0,0,0,,38423,37294,50436,43978,44938,51593,45889,50183,60383,70743,,1325,1768,2440,1675,2250,2388,1501,1990,2839,3756
611219,"Track-suits of textile materials, knitted or crocheted (excluding cotton or synthetic fibres)",0,0,0,0,0,0,0,0,4,0,,425,495,246,208,482,472,715,1062,1200,1995,,60,167,166,153,128,51,96,98,246,249
600541,"Unbleached or bleached warp knit fabrics of artificial fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,3148,2496,2880,2078,1643,1401,1386,684,497,488,,28,24,64,278,33,35,25,26,18,18
600621,"Unbleached or bleached cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,12337,13819,13037,11304,14027,11637,12042,10455,9291,10868,,605,715,658,591,782,619,1038,922,389,568
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",0,0,0,0,0,0,0,0,0,0,,24929,33086,33187,30022,27785,20009,25835,22727,19047,25758,,17,22,32,28,23,35,51,51,36,54
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,0,0,1,0,0,0,0,0,,1700,2104,752,438,640,543,828,1486,2553,2848,,309,614,732,471,301,302,126,208,278,581
620411,"Women's or girls' suits of wool or fine animal hair (excluding knitted or crocheted, ski overalls ...",0,0,0,1,0,0,0,0,0,0,,508,527,722,368,358,246,273,292,850,206,,453,514,920,867,769,491,403,404,298,439
620322,"Men's or boys' ensembles of cotton (excluding knitted or crocheted, ski ensembles and swimwear)",2,0,7,0,0,2,0,0,0,0,,3500,4281,3850,2782,2749,2174,1943,1710,1702,2121,,1163,708,595,738,461,345,345,360,375,685
620451,Women's or girls' skirts and divided skirts of wool or fine animal hair (excluding knitted ...,45,39,16,33,114,24,11,0,0,0,,17392,11739,13045,10022,9944,8870,8726,7581,5951,6179,,1753,1623,2020,1891,1661,1759,1700,1982,1797,1595
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",26,19,15,4,12,6,23,3,3,0,,28144,30147,26972,20658,17922,16138,14772,13463,13217,12817,,4384,4028,4843,6206,6729,4621,4128,3694,2245,1610
580500,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",0,0,0,0,0,36,0,0,3,0,,288,142,185,198,138,119,106,133,102,117,,282,151,566,905,210,192,547,667,562,835
520541,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,4,0,,216,180,155,202,128,89,144,133,91,49,,64,46,40,66,22,17,19,27,52,22
520548,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,3909,4364,5320,5726,4711,6779,8573,3839,2078,3911,,90,2,2,0,0,0,13,2,1,0
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,107,417,418,142,69,2,0,0,0,12,,0,0,10,0,0,0,0,0,9,17
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,1271,806,471,390,336,316,764,424,104,199,,0,6,0,0,0,4,0,0,0,0
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,3312,2897,2174,1700,1199,1205,1119,954,880,1052,,504,453,885,1042,1233,1158,1386,1134,674,806
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",90,181,118,124,6,7,58,23,0,0,,19718,18797,13285,9573,7838,7867,8023,4702,2553,6660,,582,699,501,364,479,326,4071,3983,4149,3518
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,0,0,,165,149,594,84,86,229,72,101,67,188,,0,0,0,0,0,0,3,33,112,158
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",13,1,0,0,0,0,0,0,0,0,,309,151,261,218,237,275,212,122,106,114,,93,229,131,28,25,36,20,7,20,4
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",208,381,68,620,580,5,129,23,1,0,,53535,67294,77736,70121,71617,75419,88461,84507,53056,80176,,5499,6162,5111,5617,2805,4279,4913,5213,3753,4674
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",3,3,49,30,14,0,0,9,0,0,,50398,48479,48535,40671,33444,32339,31549,24288,13721,9935,,1494,1640,2062,1934,1553,1161,1155,1145,746,1410
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,3377,2966,5325,3752,3296,4167,2812,2585,1106,354,,101,246,194,158,214,71,67,69,32,23
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,0,0,,0,0,23,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",0,48,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1573,3026,1837,1826,1812,1242,599,463,310,274
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",0,0,0,0,0,0,0,0,0,0,,6891,7694,9778,6058,4917,2807,4014,4516,2868,2867,,2374,2557,2821,3260,2183,1785,842,621,1221,1043
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",192,56,1,0,0,0,0,0,0,0,,3987,3846,4458,3819,4882,4749,3949,3575,2352,2527,,1126,715,1034,317,776,726,951,61,84,21
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",0,1,0,0,0,0,0,0,0,0,,1605,1503,2842,2782,3417,2947,4807,2445,1788,3234,,565,550,429,451,490,953,230,143,195,130
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,1168,1605,1953,1388,1381,1418,1271,928,1704,2067,,625,283,229,198,333,230,285,337,243,355
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,556,330,144,265,302,722,286,247,104,151,,1426,907,895,916,441,378,149,195,177,125
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",1,2,0,1,0,0,0,0,0,0,,7348,8053,8375,7948,6656,7815,10529,8381,5471,8793,,2064,1406,1131,820,262,288,387,290,297,342
551442,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,5007,5030,5053,4392,4622,5465,15345,24396,21942,31032,,26,0,1,3,7,0,2,6,2,43
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,690,329,286,435,717,773,1467,1118,1352,1517,,91,81,13,15,213,191,20,2,0,2
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",4,0,0,0,0,8,0,0,0,0,,1701,857,677,524,471,632,865,721,555,553,,157,110,104,100,100,99,59,86,51,84
551642,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,21,1,0,13,0,0,1,0,0,,806,697,1438,1389,2571,2395,2827,3070,2580,2968,,75,157,60,90,55,67,117,187,96,92
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,343,311,360,69,103,30,0,21,0,,2815,4038,2427,1866,2652,4587,2681,2145,2380,1413,,7,372,339,367,78,114,58,81,53,16
630419,"Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...",0,0,1,0,0,0,0,16,0,0,,11830,11842,13936,10444,9947,7950,8800,9597,9452,9399,,3293,3191,3138,4198,4029,5780,6400,3629,3075,3408
630420,"Bed nets, warp knit, antimalarial",0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,2417,11,49,122,66,,0,0,0,0,0,9,59,15,36,37
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",0,1,0,1,0,2,3,0,2,0,,242,366,462,478,165,173,57,106,71,62,,39,154,227,147,73,48,60,74,120,41
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",0,10,0,0,0,0,0,0,0,0,,2381,2844,3335,2514,2601,2725,2786,2554,2692,2927,,1187,812,1090,1263,1316,1749,1585,1154,941,1060
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",0,20,133,0,8,9,50,1,34,0,,11605,11654,14693,12860,16596,12032,10653,12594,9935,8246,,41417,46374,51480,47292,59967,65992,64018,68582,63581,78616
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",56,9,37,49,53,0,0,0,0,0,,10450,9206,9281,5661,5571,0,0,0,0,0,,5648,5819,6960,6646,6323,0,0,0,0,0
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",0,0,0,0,0,0,0,0,0,0,,3618,3500,3926,3878,3340,5148,5548,4921,4050,3457,,41,32,124,37,34,5,10,18,16,4
690510,Roofing tiles,28,72,0,4,14,12,0,0,0,0,,171655,181348,187650,164081,168916,174046,179466,177246,183665,218960,,1299,4011,3036,2126,2436,2896,2426,2981,2863,2746
710210,"Diamonds, unsorted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,67,67,1721,1,73,0,5,0,2,20
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,0,0,0,0,,15,12,10,0,41,0,0,0,4,6,,28,2,0,4,24,35,62,7,22,10
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",0,0,0,0,0,0,0,0,0,0,,289,144,181,54,74,7,1579,9,12,6,,10450,3920,5258,7688,8330,4466,6798,5712,5517,14272
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,9,0,0,0,0,0,0,1,0,,934474,554265,341950,341430,332327,271421,396625,789298,1047547,1202687,,109,111,400,7,159,224,53,2843,163,70
711021,"Palladium, unwrought or in powder form",14,5,16,56,98,66,0,2,1,0,,753374,901992,766742,490215,376611,729259,1205568,1798368,1824945,1600998,,2312,3015,1826,2849,2218,2588,3379,3676,4347,5349
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,174,120,455,11,0,,8106,7523,7675,5480,6367,6594,7285,5886,5311,20817,,5579,3194,3348,1897,1266,2634,2746,2663,1474,1975
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",68,2394,348,137,374,154,27,0,0,0,,1025753,676970,613028,675282,497883,530334,575885,557285,578375,652223,,88623,34213,46283,17258,17099,34306,38631,29523,26721,29123
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",4,0,2,16,4,3,0,0,0,0,,140162,128108,134209,111134,112625,123381,137688,121473,116105,190173,,51182,36285,46529,26129,18837,28160,41680,26241,25908,30816
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,229,922,167,0,0,,34950,37532,41180,31022,40377,45076,45140,38815,33444,25489,,0,0,1041,2884,2267,3809,6598,5710,5930,8753
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,1,0,0,0,3,0,1,0,0,,983,492,1315,2272,1294,2089,894,1353,3694,3218,,3193,1713,1950,2527,2038,4639,4301,3449,4219,4089
720293,Ferro-niobium,0,0,0,0,0,0,0,0,0,0,,7378,13727,10279,14816,14627,16608,16491,14879,4622,5198,,5747,3004,3862,2695,2984,2692,3536,2862,3689,4553
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",87,42,22,35,0,18,0,0,0,0,,2113740,1946784,1902921,1110228,1022334,1395276,1649903,1358744,1352567,2215264,,2171,351,338,134,389,224,19197,5906,184,279
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,0,0,0,0,0,,56,30,32,0,0,304,0,28,98,336,,0,0,1,0,2,0,285,2060,122,107
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,21,0,29,4,0,0,327,0,0,,58684,86111,79677,59736,51370,49806,65149,48933,34706,42833,,48,46,102,115,22,1,163,330,27,376
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,1634,1673,1974,1477,1467,1297,1317,1016,1103,1484,,1490,1764,2229,0,0,0,0,0,0,0
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,34,11,0,0,0,,180050,165184,176390,128419,121257,150631,174943,138106,118720,184321,,34308,14377,0,0,13536,51831,65256,26467,21752,42564
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",0,0,0,0,0,0,0,0,0,0,,135994,145790,145090,126801,115488,135156,170498,137863,107174,166765,,0,12179,23245,14452,3887,0,0,0,0,0
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",4,0,13,0,0,84,0,7,0,0,,36271,25000,15762,10165,14016,15379,17754,22173,18648,18671,,12053,19182,1545,1335,5419,1423,4232,5616,1833,45380
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",34,80,3023,27807,557,614,0,0,11,0,,157266,163738,160208,59419,104397,157468,281391,119627,76266,120189,,91788,68091,177706,91532,55831,68070,137536,19109,18321,32046
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",11,0,0,0,0,0,0,0,0,0,,276864,223493,248873,215744,193825,242799,234539,193633,134511,308627,,197,140,119,86,145,68,276,228,197,302
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,0,0,0,0,0,0,0,0,,304531,197698,273675,499543,455410,567179,636129,591134,388081,589157,,2921,2390,4436,3562,2053,2002,2313,2341,2544,6461
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",157,276,599,202,35,122,0,0,0,0,,55416,46243,40274,44656,50129,47571,57043,54295,51747,67408,,24231,19466,16090,16130,14298,12430,16473,12880,10436,14927
730300,"Tubes, pipes and hollow profiles, of cast iron",0,0,0,6,0,5,0,0,3,0,,153316,148209,144964,126407,136970,139903,149834,128406,94716,120429,,0,0,1776,9671,10616,16758,15973,18189,8604,15360
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,0,0,0,31,197,28,0,0,2,0,,56803,45183,53949,42698,40770,43269,51040,48302,31493,37406,,69,128,203,301,331,417,164,88,265,216
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,22639,13198,8947,3309,3590,844,4817,1066,979,3975,,2839,385,430,261,499,1098,471,66,157,83
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",14,24,22,10,261,16,15,9,0,0,,12659,9458,7104,6561,3501,3311,5207,4340,2273,1509,,339,493,245,269,604,897,616,2449,684,1181
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,6286,7036,2417,2709,1522,6104,2430,1366,2170,217,,424,13,46,54,10,137,258,0,260,1
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,60,49,75,0,0,,0,0,0,0,0,7920,10430,11263,11246,17178,,0,0,0,0,0,4852,3995,2334,3204,4986
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",5,3,1,0,0,1,2,12,0,0,,8844,10060,11645,7348,3259,5311,4947,4863,4697,4481,,1713,1175,406,401,239,136,5,71,252,57
740313,"Copper, refined, in the form of billets",0,0,0,0,0,362,0,0,0,0,,125091,130600,118143,81261,66906,86388,136682,178775,172228,320488,,2208,11848,21,239,75,399,201,254,274,184
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,0,0,,2531753,2094531,2025523,1605298,1311561,1687725,1589233,1502108,1510280,2525175,,5958,5906,13436,6456,6264,8691,9927,8560,9578,16629
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,0,0,,80148,59136,85936,66167,51144,54414,67479,76676,46136,54589,,3,29,55,76,2,0,432,30,178,75
810299,"Articles of molybdenum, n.e.s.",2,0,3,3,0,1,3,162,0,0,,2657,3601,2829,3096,2924,3837,4712,5801,4372,5408,,1016,1069,3208,2461,1931,3923,6081,3304,2606,2514
761410,"Stranded wire, cables, plaited bands and the like, of aluminium, with steel core (excluding ...",0,0,0,0,0,0,0,0,0,0,,5551,8943,7684,9883,2756,3103,3229,2786,4386,2211,,6008,20868,6681,1241,1621,3011,2660,5442,1800,8230
811212,Unwrought beryllium; beryllium powders,0,0,0,0,0,0,0,0,0,0,,14,4,1,0,24,0,1,0,1,0,,10,0,3,0,0,0,0,0,1,0
811221,Unwrought chromium; chromium powders,0,7,0,2,1,0,0,2,0,0,,17165,12698,11369,12325,13544,15013,18151,14272,11046,16914,,3110,2144,1423,2410,2009,2477,3101,1896,816,122
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",20,4,16,13,0,5,0,446,3,0,,83621,56043,59362,25005,37684,47982,53148,58735,30067,36368,,1434,1183,1032,784,3441,4444,7743,6831,1302,3924
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",0,0,1,3,0,7,0,0,2,0,,1378,83,126,161,181,178,125,141,123,213,,40,46,14,68,78,22,19,53,49,48
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,0,,10210,9596,8226,9159,8977,8983,9160,9856,11689,8954,,9287,7064,9261,10228,6221,9212,4365,5563,4601,3153
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,0,0,0,0,0,0,0,0,0,,44,304,564,178,245,208,202,137,31,21,,25,23,14,48,7,2,32,63,49,66
860310,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source ...",9132,40719,28170,0,0,0,0,0,0,0,,1270628,1245262,1127483,618165,1244009,1658334,784699,630241,499652,218455,,259775,389093,76253,13993,0,40427,413263,307673,278738,366829
860630,Railway or tramway self-discharging goods vans and wagons (excluding tank wagons and the like ...,0,254,0,0,0,0,0,0,0,0,,477,64,0,0,1138,18,2096,0,272,839,,67058,68663,61555,31267,12557,16163,68255,23670,61669,26972
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",280,0,0,0,0,0,0,0,0,0,,0,92,0,957,0,1734,488,253,1092,388,,330399,254202,185143,203459,67227,18448,37877,86409,61294,85535
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",0,0,35,19,0,0,18,0,9,0,,16603,3164,1628,2772,646,1122,1201,1618,1230,1242,,24984,21610,22841,9134,5939,15772,17936,3484,92,298
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",259,8,0,6,3,100,39,25,22,0,,143838,69086,82340,84984,73576,64299,26456,6940,11908,18583,,269176,264226,191158,184740,197037,181938,240598,289260,327729,539206
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,0,0,3,16,0,0,0,0,0,0,,891,580,715,715,435,0,0,0,0,0,,195,433,141,212,232,0,0,0,0,0
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,0,0,0,0,0,,614,926,663,399,706,1295,63,146,259,200,,238,199,116,34,20,24,19,13,42,22
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",0,0,86,1197,101,767,0,0,570,0,,221970,188038,228023,103632,111363,113093,135830,127662,108797,116321,,8,93,87,1453,106,783,368,867,752,117
846320,"Thread rolling machines, for working metal",5,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,,242,53,43,268,46,223,370,23,197,173
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,0,0,20,6,0,0,0,0,0,0,,85209,95062,107749,112365,101313,111609,113262,112671,77973,100925,,3691,980,972,2069,801,1601,1238,1800,1139,1145
80111,Desiccated coconuts,0,0,0,0,0,0,0,0,0,0,,13663,14401,16356,19845,21136,24726,20938,18360,20890,25973,,17236,12874,23526,24812,19332,23984,21914,14599,16094,22041
80252,"Fresh or dried pistachios, shelled",0,0,41,100,108,0,0,0,0,0,,34663,30681,57655,55491,56633,52551,76844,54849,66820,76269,,6875,12875,14343,12471,10213,11311,8248,10042,11045,14592
80262,"Fresh or dried macadamia nuts, shelled",0,0,0,0,0,0,0,0,0,0,,13097,14678,18685,16981,18804,19344,16149,18218,24384,15304,,3670,0,0,8332,10537,10786,2956,0,0,0
80390,Fresh or dried bananas (excluding plantains),0,0,0,0,0,0,0,0,0,0,,280420,343838,390931,342817,335641,316123,239316,242215,249142,277439,,843,1066,820,554,909,489,253,234,315,329
80810,Fresh apples,0,0,0,0,0,0,0,0,0,0,,102029,102662,68655,77862,63717,73702,64999,52676,55346,55254,,631,850,1992,1535,1633,2308,1239,968,2477,2770
40711,"Fertilised eggs for incubation, of domestic fowls",0,0,4,0,13,0,0,137,0,0,,97195,126861,132886,116631,115050,122463,136311,132175,135026,145132,,1099,718,1018,845,1939,1210,750,1775,2582,3093
40790,"Birds' eggs, in shell, preserved or cooked",0,0,0,0,0,0,0,0,0,0,,201,190,565,533,943,2616,5366,5183,4540,6958,,506,341,571,617,794,1366,1559,1638,1959,1704
50210,"Pigs', hogs' or boars' bristles and waste of such bristles",0,0,0,0,0,0,0,0,0,0,,9129,9089,8653,7249,8092,7349,6583,4777,4978,5075,,0,46,19,0,46,2,2,0,0,0
50290,Badger and other brush making hair and waste thereof,0,0,0,0,0,0,0,0,0,0,,2210,2054,2161,1914,2096,2431,2441,2071,1262,2108,,0,0,0,1,4,10,0,6,2,4
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, ...",24,210,96,0,135,0,54,0,0,0,,16313,41623,56043,48748,45718,45092,48817,44716,50291,48648,,21600,28284,23542,15682,15588,18663,18180,19743,18987,20659
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,38182,39284,39050,35156,32127,30798,26674,26877,17981,21294,,11381,24437,29387,29829,21707,22267,24702,25170,20689,27158
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,379,451,384,466,495,457,459,275,139,174,,7534,7206,6979,5684,5511,5780,6311,5427,4414,6141
