Product code,Product label,United States of America's imports from Germany-Value in 2012,United States of America's imports from Germany-Value in 2013,United States of America's imports from Germany-Value in 2014,United States of America's imports from Germany-Value in 2015,United States of America's imports from Germany-Value in 2016,United States of America's imports from Germany-Value in 2017,United States of America's imports from Germany-Value in 2018,United States of America's imports from Germany-Value in 2019,United States of America's imports from Germany-Value in 2020,United States of America's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
20220,"Frozen bovine cuts, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,10614,8001,7888,5477,4659,8042,10515,9172,4869,5753,,31009,26305,22781,43815,35403,33239,40572,35752,26232,45244
20410,Fresh or chilled lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,3374,3235,3687,4234,5058,4368,5856,5124,6951,8695,,3,177,2,107,242,555,114,399,862,952
20641,Frozen edible livers of swine,0,0,0,0,0,0,0,0,0,0,,12670,12063,10479,9137,12102,11901,11091,10631,7714,7540,,122,144,49,72,179,197,387,193,288,2905
20690,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,220,243,238,178,99,88,324,275,358,496,,6092,6855,7971,7453,6792,9518,11560,9607,10788,18205
20752,"Frozen domestic geese, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,4869,2817,4204,2494,3622,4868,4218,1755,381,660,,0,0,0,0,0,0,0,0,0,0
20910,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...",0,0,0,0,0,0,0,0,0,0,,270104,203670,138652,100806,131462,116673,105581,159243,134689,119485,,2622,2752,3490,2459,2938,3350,6232,7519,8785,17024
21093,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,36,37,0,44,0,44,35,0,0
40721,"Fresh eggs of domestic fowls, in shell (excluding fertilised for incubation)",0,0,0,9985,0,0,0,0,0,0,,194792,152270,189258,160285,159010,166065,158250,147408,131997,122078,,479,446,9759,98320,19673,26,0,0,0,0
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excluding egg yolks)",0,0,0,0,0,0,0,0,0,0,,13167,16446,12425,13268,13710,11838,16471,12808,10132,12124,,106,21,52,3606,2602,700,33,3,3,598
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",0,0,0,0,0,0,0,0,0,0,,1023,787,786,941,985,1101,1260,1081,1067,2156,,17428,17467,19548,19926,18325,18697,20100,18869,23675,24618
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,5,0,0,0,12,0,0,,40833,40962,41609,30933,29642,29178,29871,32427,34763,31002,,79756,78688,78581,78283,83572,93974,109767,131618,135282,195920
70190,Fresh or chilled potatoes (excluding seed),0,0,0,0,0,0,0,0,0,0,,295161,495407,288780,235527,309397,339104,336362,392332,320583,324531,,118624,128286,156206,143571,191165,205582,216206,194774,252918,253791
70529,Fresh or chilled chicory (excluding witloof chicory),0,0,0,0,0,0,0,4,0,0,,1620,1781,1343,1447,1355,1456,1367,1839,1802,1923,,3909,2788,3951,3754,3731,5213,6051,5360,3389,4308
70610,Fresh or chilled carrots and turnips,0,0,0,0,0,0,0,0,0,0,,20011,21351,16201,17572,15698,15008,21360,18732,16935,17254,,75462,81151,86222,98807,103029,105386,127839,123750,112649,133970
70810,"Fresh or chilled peas """"Pisum sativum"""", shelled or unshelled""""",0,0,0,0,0,0,0,0,0,0,,8559,8180,9891,6560,7267,8553,10356,9653,11700,9808,,68201,74240,72972,69817,68621,69755,80024,76928,88698,101263
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",0,0,0,0,664,0,5,0,0,0,,6068,7175,5391,4353,7051,5200,4863,5170,5607,4581,,33589,37941,39508,37267,35372,33511,41965,44424,48088,46495
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,0,,281,364,261,554,744,1693,1811,1874,1408,673,,14819,18080,16285,19701,19758,21689,15820,13895,13556,16633
30455,"Fresh or chilled meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,768,9,0,0,0,524,36,18,16,8
30457,"Fresh or chilled meat, whether or not minced, of rays and skates """"Rajidae"""" (excl. fillets)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,154,156,203
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,7,93,365,381,84,208,,40789,35226,54304,34860,43363,40346,40588,37298,16146,15105
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,0,0,115,2184,0,0,0,0,,4058,3833,4502,5568,8050,16647,12560,10564,9725,12679,,292458,218614,231629,302334,331646,350623,399809,477219,370100,436478
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,107,196,322,176,192,210,272,250,184,202,,4685,4881,4648,4869,4995,5394,6214,6343,8000,8622
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,0,,4433,8523,8214,7247,9505,8553,7522,7220,5459,5423,,53153,22596,34376,42561,51497,37162,10726,7510,5171,6103
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,0,,288,512,278,795,562,595,352,300,121,125,,52,114,62,61,122,189,792,702,248,453
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. ...",0,0,0,0,0,0,0,0,0,0,,551,683,676,415,508,334,235,347,102,171,,32962,35561,37412,22374,22571,32441,31142,35808,32396,35247
30627,"Shrimps and prawns, even smoked, whether in shell or not, live, fresh, chilled, dried, salted ...",0,0,0,0,0,0,0,0,0,0,,6747,1474,1683,2925,3248,0,0,0,0,0,,29311,15842,16910,22082,15290,0,0,0,0,0
30732,"Mussels """"Mytilus spp., Perna spp."""", frozen, even in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1668,1981,1487,707,931,,0,0,0,0,0,36594,34494,51648,46740,60664
30751,"Octopus """"Octopus spp."""", live, fresh or chilled""""",0,0,0,0,0,0,0,0,0,0,,269,258,268,246,311,381,456,446,273,231,,571,44,72,658,522,751,12,26,34,159
30789,"Smoked, frozen, dried, salted or in brine, abalone """"Haliotis spp."""", even in shell""""",0,0,0,0,0,0,0,0,0,0,,1,2,5,12,185,0,0,0,0,0,,6618,8150,9294,11487,12073,0,0,0,0,0
900610,Cameras of a kind used for preparing printing plates or cylinders,675,457,807,1542,771,0,0,0,0,0,,2292,1173,2179,2100,2583,0,0,0,0,0,,13632,19063,17082,14521,1585,0,0,0,0,0
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",0,0,0,0,0,0,0,0,0,0,,100,28,7,4,6,14,4,10,8,3,,40,72,57,94,49,13,4,84,4,3
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",0,0,0,0,0,0,0,0,0,0,,101,333,409,477,513,523,403,276,234,254,,263,188,96,98,86,91,312,72,8,24
890520,Floating or submersible drilling or production platforms,0,0,0,0,0,0,0,0,0,0,,0,0,0,474,92,231,511,544,0,35,,597000,414641,39,625035,2657,370993,3000,25122,273,397116
870540,Concrete-mixer lorries,24,0,0,0,0,0,110,0,0,0,,290596,299261,278157,255095,261556,319521,288460,253304,185097,205910,,12889,14173,3990,3875,7626,14423,55386,56184,68247,114720
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,778,0,110,59,396,,0,0,0,0,0,75561,145015,87771,52445,40444
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,1073,0,0,0,0,0,0,0,0,0,,121838,81333,85539,47502,60615,45690,29547,13480,6472,28017,,1098,186,361,0,131,1730,1106,2858,1868,4004
860500,"Railway or tramway passenger coaches, luggage vans, post office coaches and other special purpose ...",27,0,0,5,0,0,0,98,9,0,,398505,313357,246495,110232,443991,715484,563737,186699,236461,272873,,5030,7426,68,221,1566,23834,7324,2566,8069,37894
950631,"Golf clubs, complete",102,10,2,0,0,0,16,0,0,0,,6658,4509,6172,5210,4230,4251,4308,3714,4113,58337,,487714,524226,424148,408243,363796,411419,428904,451121,439666,599320
940600,"Prefabricated buildings, whether or not complete or already assembled",5209,7141,5519,8571,10802,0,0,0,0,0,,603250,529012,508855,450484,465045,0,0,0,0,0,,252987,235786,265879,285030,324700,0,0,0,0,0
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",2,177,190,206,279,354,0,0,0,0,,296854,343904,362175,303601,251285,246755,215499,135131,95207,169208,,42866,46424,50427,43179,30863,23836,19107,8216,8844,16814
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",2,0,0,0,43,3,16,1,0,0,,1,19,11,58,213,83,813,892,166,109,,333,625,1231,3897,6396,3096,3805,11252,4606,2523
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",3,1,5,32,5,0,0,0,0,0,,13480,12821,11709,4718,3211,0,0,0,0,0,,12357,8935,9804,14807,28593,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",1539,1614,136,595,74,0,0,0,0,0,,9508,5523,4256,6389,8111,0,0,0,0,0,,539921,486031,460886,369606,307566,0,0,0,0,0
440395,"Birch """"Betula spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,542,4108,1695,849,650,,0,0,0,0,0,0,24,457,777,1073
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5646,5118,1238,3320,854,,0,0,0,0,0,0,120,342,277,42
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,22,0,0,0,0,0,0,0,0,,1671,666,1172,816,1399,2632,2890,2911,3014,3390,,498,543,597,483,285,735,1423,1972,179,1726
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,2,47,0,0,0,0,,19468,24169,31188,26485,30948,41367,54365,40643,26548,36909,,824,811,891,1741,1747,1588,1494,1482,1091,1252
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",10,0,0,0,0,0,0,0,0,0,,4496,4023,3276,3620,3973,4714,3403,2948,2607,3332,,8214,7657,10847,12445,9817,9500,12567,10148,8690,10365
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",629,261,432,135,294,367,463,72,169,0,,10820,14469,14144,9732,10209,8533,7496,6951,5665,9121,,26704,32099,39205,43732,28546,30718,27390,33192,20853,30045
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",13,3500,14,78,8,0,5,0,0,0,,24148,29512,38211,20375,19958,23087,20701,25039,1757,1877,,162831,215321,227846,174713,114193,61886,17517,22567,25468,18408
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",2,0,2,1,1,0,0,0,0,0,,20364,25758,26245,13690,5346,11291,10257,10123,7062,6919,,3876,4298,3770,4321,3121,3256,3201,2236,1842,1467
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,54,22,5,15,20,15,109,16,0,95,,617,592,298,75,285,229,486,112,41,77
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",321889,343588,383505,368516,348650,0,0,0,0,0,,4399309,4455126,4639997,3986482,4170398,0,0,0,0,0,,1916058,1960891,2563460,2672672,2496335,0,0,0,0,0
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",18,24,0,257,5,4,2,7,1,0,,0,0,0,0,0,0,0,3476,2786,3088,,115128,90220,53678,77931,68857,81938,79151,47560,29837,46979
293500,Sulphonamides,48046,68881,82353,42353,36031,0,0,0,0,0,,157304,156816,204453,191360,160913,0,0,0,0,0,,2896437,3017786,3603149,4342524,4189018,0,0,0,0,0
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",198,341,245,1348,587,0,42,6,0,0,,6547,6539,8245,6172,8195,4826,6554,3510,3877,2976,,61283,64010,56786,54828,59088,38191,37920,63177,438182,136058
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,19930,18039,4323,3703,2495,578,2028,1007,0,0,,3293,2896,3,12,13,22,15,16,36,43
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,10780,10385,6698,9128,15007,0,0,0,0,0,,116302,93587,147042,81027,92400,0,0,0,0,0
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,32,269,0,0,0,0,0,0,0,,11353,6848,7576,9259,7258,6501,9332,7419,7052,8062,,1320,1265,11291,43261,12674,3137,1850,910,995,2548
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,53,103,166,165,116,0,0,0,0,0,,11775,10510,9421,4074,3576,0,0,0,0,0,,20960,21817,19248,13586,13068,0,0,0,0,0
291040,"Dieldrin """"ISO"""" """"INN""""""""",0,0,0,0,0,0,0,4,0,0,,9,7,20,3,6,6,5,8,3,10,,32,0,0,0,0,0,0,4,0,0
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,1357,12,16,0,13,3,0,,5656,6435,6383,4592,611,502,343,413,463,374,,9196,9304,9746,14245,14089,8760,10367,6855,8456,18379
292521,"Chlordimeform """"ISO""""""""",108,137,12,64,196,4,0,0,0,0,,18,3,5,1,2,6,7,3,11,79,,245,145,12,64,200,57,54,14,0,0
293132,Dimethyl propylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,24,18,,0,0,0,0,0,68,0,0,438,752
291732,Dioctyl orthophthalates,12,0,0,0,0,0,0,0,0,0,,2126,2061,503,246,188,244,296,208,199,194,,30529,19773,18696,16586,12303,14481,13393,15030,13347,20995
292024,Triethyl phosphite,0,0,0,0,0,54,0,18,35,0,,0,0,0,0,0,18,26,23,55,13,,0,0,0,0,0,95,119,119,63,95
292112,Diethylamine and its salts,0,0,0,0,0,0,0,0,116,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,117,43,1106,116,59
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,4207,4186,4104,3134,2961,2467,3207,3219,2632,4193,,28895,27945,27178,36459,32887,35252,34791,30557,34269,41236
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,31,0,0,0,0,0,,1823,3225,2156,4098,4189,4262,13550,24471,22325,22070,,5641,4033,5695,7897,5484,4572,5644,7684,7324,7993
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,10,0,3,0,7,0,,80,928,184,213,143,179,511,2211,1039,1795,,163703,67696,62761,29708,7172,16935,24255,5156,7466,6288
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,175,0,0,0,0,,361,523,350,377,493,668,582,707,774,733,,64574,66416,60362,65571,74861,11188,12691,12446,18712,14427
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13621,13753,15598,18430,17898,,0,0,0,0,0,168915,194602,146156,147991,139591
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,233,671,772,561,1009,806,842,785,1203,749,,6160,591,366,516,592,656,772,1082,1292,1283
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,48384,37913,41488,52012,42091,43707,42927,45804,37644,27602,,359345,330125,389927,413300,559499,642573,609567,871269,849306,1085037
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,19333,17934,23298,21300,20507,23348,21640,14736,13099,13169,,87328,104132,118869,134864,154468,137667,154571,158521,182341,219781
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,155998,139413,151568,141763,129564,147949,141226,114635,97082,114579,,1782457,1781034,2488917,2192977,1617507,1534650,1587722,1800782,1757383,1565002
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,1912,2056,3758,2797,3577,3022,4321,3388,3388,3038,,1302,1859,2279,3081,4751,3480,2374,2184,1203,1659
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,64,0,0,0,0,0,0,0,0,0
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,31,16,0,6,0,52,45,0,0,0,,6713,7011,7231,6822,7877,8652,8854,8997,7413,8042,,273995,327372,330421,302345,322896,339565,331651,262121,282056,310148
130214,Extracts of pyrethrum and of roots containing rotenone,0,0,0,0,0,0,10,0,0,0,,0,0,0,0,0,35,23,14,8,5,,0,0,0,0,0,8,14,0,38,167
130231,"Agar-agar, whether or not modified",42,708,372,406,0,1123,1428,1343,9,0,,9522,12847,16448,14667,13594,12201,11638,10910,8958,9359,,29410,32112,34934,39156,32412,34649,38372,35065,34357,35752
140110,Bamboos,14,0,0,3,0,0,0,0,5,0,,1494,1741,4255,1482,1113,1173,1139,1005,1142,1605,,16525,18509,19570,21520,19215,23578,22157,19841,20338,21189
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",2072,2454,0,0,0,0,0,0,0,0,,65777,54340,47950,38454,51022,52987,32860,34189,37424,39624,,15022,18537,19992,18688,29179,34461,25455,16758,28552,26487
121140,"Poppy straw, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,9,14,19,0,0,0,1,1,0,3,,0,0,0,0,0,0,0,0,0,0
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,6906,7365,7423,7137,6800,7300,7375,5521,5875,8527,,20422,14750,10673,10951,10191,12532,10364,10538,11930,18630
120300,Copra,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,7,0,,24,7,0,0,0,0,2,0,0,0
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,75,252,141,124,95,85,86,95,117,56,,2106,8745,783,851,462,693,523,1278,1543,6058
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,36840,43926,27804,19387,16868,18694,16169,13397,20900,30586,,4151,6604,3249,2655,1446,1560,2004,2110,2478,2692
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,5591,6249,7813,4688,3819,3410,3950,2923,3131,3161,,7127,5275,9545,13350,9873,10455,10870,10839,12100,10262
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,19,15,0,,7217,8788,11950,8330,13122,17660,17720,20470,28400,35295,,646,767,1212,1249,1568,2079,1183,1614,1534,1143
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,35173,29453,30792,21864,31419,26130,22407,22699,21386,17254,,5992,6254,5950,5728,5329,4530,4100,6099,6250,7115
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,69112,75346,54801,43776,56747,0,0,0,0,0,,561,318,255,918,3934,0,0,0,0,0
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,84,5,7,16,100,,0,0,0,0,0,1098,1552,879,1637,5502
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,75,41,52,287,236,,0,0,0,0,0,399,755,359,570,817
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,11971,9508,19195,17310,26253,33131,39102,48897,25933,15747,,40720,41284,39214,35625,39032,38195,37058,36851,27997,38641
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,0,,362,343,274,183,404,366,357,269,101,59,,5490,10118,6626,6877,8823,6223,9151,8599,4535,8375
40811,"Dried egg yolks, whether or not sweetened",0,4,2,0,4,0,0,0,0,0,,10937,9347,11919,7721,7819,6107,9787,9113,8788,10904,,206,4,31,3879,2642,663,0,14,0,57
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,3,0,0,0,0,0,0,,222,1316,1329,761,351,179,205,139,121,0,,281,187,181,251,415,292,336,347,290,406
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,466,342,506,850,943,850,912,971,929,1187,,40020,41174,40432,44921,52497,58676,64539,67079,67168,91979
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",6,45,30,25,49,31,0,0,0,0,,1601,2009,1919,1811,1786,1721,1872,1489,1857,2131,,8509,8747,7633,14453,12440,11106,15111,19270,20046,32832
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,4501,4662,4805,3536,5265,5015,3893,3792,5011,4424,,152436,191072,144176,182542,221559,222415,160672,199842,235214,256948
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,3345,2988,2249,2528,2178,2634,2881,2784,2796,2048,,18263,28041,24759,28895,30059,38330,31065,78151,71426,79517
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,18606,19695,22661,20424,19094,18406,17132,15896,16147,20147,,121252,124678,132913,146811,168465,186579,227559,265637,306350,348207
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,722592,800846,746570,621357,591918,612279,642786,577865,439462,504013,,1269933,1328900,2045061,2486568,2253482,2268275,2465669,2838602,3001432,3960336
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,71,0,0,0,0,0,0,0,,124765,109243,135495,141895,196887,183766,176228,295085,268494,94350,,7640,9733,12422,11166,13811,40275,36073,17256,27395,29412
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,5941,5524,5405,4777,5130,4835,5138,4304,3114,3414,,239958,250806,281466,278138,278460,311511,348967,370461,382908,507798
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,21436,23170,24050,24525,23093,29280,22555,21277,14817,16852,,47300,69146,87052,85405,88056,113423,134201,133149,118632,171694
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,570030,526025,535349,468275,610369,547385,481759,592732,474600,217826,,15611,20581,27050,21450,20762,29631,29640,32449,23351,36646
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,26969,28722,31646,21030,16062,18539,14288,10025,9878,8562,,7950,8528,8981,8925,7820,8015,8665,7617,5746,9335
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,1359,96,281,129,230,164,255,261,739,163,,1266,529,465,480,561,430,598,524,1013,1050
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,115,0,0,0,,14115,8589,10229,7190,7670,8446,10271,7312,5927,10296,,4599,3825,4406,5640,6872,5972,8218,8576,8269,11760
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,92,0,0,0,,2560,1167,2280,937,2748,2485,3415,1568,605,1309,,0,0,0,0,0,0,92,0,0,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,1070,791,658,671,1082,947,952,912,402,383,,722,0,45,0,30,0,0,0,0,0
20840,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises (mammals of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,5,0,,0,0,0,0,0,0,0,0,0,0
20850,"Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles""""""""",0,0,0,0,0,0,0,0,0,0,,133,89,39,204,124,142,97,99,16,16,,151,64,101,103,33,85,90,41,39,48
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,18376,25220,30389,21794,23912,28485,32817,16618,11305,9401,,789,602,1674,2360,2258,1968,2262,2993,2639,3497
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1920,2687,3885,4397,5537,3451,3169,2945,3639,3325,,15093,17601,18848,39769,61935,47069,53494,58233,77546,95986
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,362,362,123,241,310,307,420,119,119,180,,30370,44259,85465,47047,56828,54168,75807,61207,58950,79360
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,7918,8221,6815,10176,7165,6244,8213,6026,4905,4348,,25,52,0,45,310,71,70,18,135,60
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,2990,3445,3991,3378,3895,3545,3959,3821,2945,3643,,1090,1002,1223,1189,854,986,1295,1372,703,1130
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,20,18,80,91,77,26,34,43,37,14,,53227,60473,69902,72947,75981,64351,68320,63562,45855,63430
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,5,4,,0,0,0,0,0,576,1345,878,251,593
