Product code,Product label,China's imports from Saudi Arabia-Value in 2012,China's imports from Saudi Arabia-Value in 2013,China's imports from Saudi Arabia-Value in 2014,China's imports from Saudi Arabia-Value in 2015,China's imports from Saudi Arabia-Value in 2016,China's imports from Saudi Arabia-Value in 2017,China's imports from Saudi Arabia-Value in 2018,China's imports from Saudi Arabia-Value in 2019,China's imports from Saudi Arabia-Value in 2020,China's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",0,0,0,0,0,0,0,0,0,0,,0,0,37,20,20,255,47,0,0,0,,437,889,771,2590,5261,6156,5594,6447,5753,4360
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",0,0,0,0,0,0,0,0,0,0,,908,405,432,523,1099,505,0,0,0,0,,209,437,873,722,469,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,53,0,104,2,91,0,0,0,0,0,,137002,200962,135224,57899,63193,0,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5,1,0,0,0,1,1,0,0,4
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1690,5659,26242,43034,46276,42854,48186,52266,31364,43257
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,0,0,0,0,0,0,0,0,,36,0,0,41,112,0,22,0,0,0,,48427,133286,283505,278766,271740,224069,83989,104699,105770,106038
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",0,0,0,0,0,0,0,0,0,0,,0,0,35,140,71,54,18,0,3,0,,10816,11246,11751,14860,14057,15014,14242,14173,9848,8318
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",0,0,0,0,0,0,0,0,0,0,,81,28,0,157,131,217,179,28,379,8,,17781,14397,16087,12430,12950,13702,22202,18194,21499,20813
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",0,0,0,0,2,0,0,0,0,0,,1860,2402,282,805,760,1006,1520,586,964,1635,,9560,9640,11099,8278,7850,11319,11571,10484,9440,11222
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,487,47,345,0,118,,2222122,2726095,2788864,2484756,1737649,1705895,1202818,847854,774747,1023184
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",0,0,0,0,0,0,0,0,0,0,,5168,3421,2281,11636,7727,4689,3085,4639,5391,2817,,60545,84669,123806,97426,87493,85911,90604,144466,96975,75688
392092,"Plates, sheets, film, foil and strip, of non-cellular polyamides, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,31,0,272,0,0,0,,58241,61767,77894,61116,69090,71093,69639,71811,72573,78614
392094,"Plates, sheets, film, foil and strip, of non-cellular phenolic resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,0,75,33,9,0,0,70,0,0,0,,11007,10793,7550,6966,5521,6227,6670,6657,4836,5599
392220,"Lavatory seats and covers, of plastics",0,0,0,0,0,0,0,0,0,0,,0,385,57,47,35,30,8,0,0,44,,5822,5747,5038,3726,4991,6750,7421,7392,7150,6515
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,407,,0,0,0,0,0,27251,27261,24014,21383,22039
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,99,38,11,58,76,0,211,0,0,,90524,92736,98874,96427,101874,112373,153560,152938,182730,259462
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...",0,0,0,0,0,0,0,0,0,0,,0,234,370,1331,763,616,423,423,480,421,,8144,7356,8051,6150,7200,8643,8875,8824,8081,10488
391710,"Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""",0,0,0,0,0,0,0,0,0,0,,0,0,76,2,21,14,9,0,6,0,,25907,39618,47781,38082,46228,33620,27574,33727,50698,50548
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",0,0,0,0,0,0,0,0,0,0,,17120,23729,10649,8667,10416,11352,9997,7109,8187,5642,,175810,177841,202438,186348,207272,239338,270413,268619,289201,364637
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",0,4,10,0,0,0,0,0,0,0,,40653,52708,31045,20748,12033,23875,36973,46495,32528,17992,,437308,437974,451954,417118,374400,382308,383852,385208,437133,473727
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",0,6,0,0,0,0,0,61,0,0,,78376,29901,0,64,155,242,350,1290,819,1156,,334936,372159,444759,501171,573076,565392,647381,521453,472215,567970
340420,"Poly""""oxyethylene"""" [polyethylene glycol] waxes""""",0,0,0,0,0,0,0,0,0,0,,1412,1782,914,893,4027,3901,1403,3491,1633,576,,49115,39992,44141,44196,44490,47800,53560,64546,62795,66573
340520,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors ...",0,0,0,0,0,0,0,0,0,0,,2975,4219,4044,4721,3437,997,989,119,81,131,,7307,7578,10570,9178,9930,10939,9899,10012,9287,9836
340700,"Modelling pastes, incl. those put up for children's amusement; preparations known as dental ...""",0,0,0,0,0,0,0,0,0,0,,0,1228,0,110,126,23,12,0,0,0,,21948,21818,28320,30996,30677,36430,42391,49044,38419,48695
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",0,0,0,0,0,0,0,0,0,0,,0,0,0,51,146,22,23,0,0,0,,182381,199200,232795,242073,248041,239731,248642,237587,301027,404155
370130,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm",0,0,0,0,0,0,0,0,0,0,,0,58,0,56,1150,132,37,0,0,5,,159585,130870,99912,84174,84914,86399,102498,124924,130750,157469
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29655,23996,7884,6533,4350,4538,4013,3968,2885,3101
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,28,473,164,252,32,17,29,0,0,0,,4920,2587,2197,1699,1199,1607,1099,1115,858,250
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",45,0,0,0,0,0,0,0,0,0,,61,360,257,119,272,945,1255,0,0,14,,810132,787708,681342,569330,532688,576016,545980,551652,1351629,1902587
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,80,143,239,654,151,18,0,,0,0,0,0,0,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,34,106,1
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1704,2710,5155,7272,7921
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",0,0,0,0,0,0,0,0,0,0,,3632,2645,2041,239,1502,4450,2310,2244,9320,3379,,147304,175689,188198,202184,143308,141329,90504,112250,90239,112279
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and ...",36,0,27,0,0,0,0,0,0,0,,554,192,97,67,1598,344,1340,0,0,0,,93419,130736,129101,99112,94531,111715,103396,92771,87980,100672
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,321,,0,0,0,0,0,1261,278,602,884,782
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",1,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,,1634701,1166212,1192619,1032086,1109251,1340573,1872720,2103836,2233424,2543258
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",0,0,3,0,0,0,0,0,0,0,,1490,1066,1270,2101,437,1033,708,170,197,273,,982850,1042503,1042001,1125483,1438742,1542126,1785607,1919631,1795822,2063956
382319,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excluding stearic acid, oleic ...",0,23,0,5,1049,114,36,1231,74,0,,6621,4839,3912,11492,17037,12810,7841,22454,8315,23992,,404659,405984,516719,308065,415210,412842,320315,299874,495155,888295
382450,Non-refractory mortars and concretes,0,0,0,0,0,11,0,0,0,0,,0,396,39,30,147,202,37,11,43,29,,3503,4620,5189,3999,6332,8225,5912,5361,6862,6825
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,108,0,0,0,0,,177,149,128,39,9,16,11,16,8,32
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",1319,5342,2773,3897,4749,0,0,0,0,0,,25820,43777,40562,25299,15897,12526,124828,10631,21476,24247,,6091243,6425120,6616291,6006774,5840828,31,0,0,0,0
382530,Clinical waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
382561,"Wastes from chemical or allied industries, mainly containing organic constituents (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,115,,0,0,0,20,0,0,0,0,0,0
390220,"Polyisobutylene, in primary forms",0,0,0,0,0,0,0,0,0,0,,1666,60,1268,848,0,955,173,0,407,406,,58587,65159,70616,53527,64854,84874,81772,90238,106673,102188
390440,"Vinyl chloride copolymers, in primary forms (excluding vinyl chloride-vinyl acetate copolymers)",0,0,0,0,0,0,0,0,0,0,,1776,3541,2008,809,295,5259,5237,8070,15505,16155,,16889,18095,20972,17591,19915,17295,16914,13756,12962,12562
390519,"Poly""""vinyl acetate"""", in primary forms (excluding in aqueous dispersion)""""",0,0,0,0,0,0,0,0,0,0,,8649,15621,14343,9368,11899,16983,19387,13989,10847,14720,,7324,7754,4746,2951,2270,1989,2385,3349,2940,3805
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",0,0,0,0,0,0,0,0,0,0,,6592,9513,10530,8267,7951,9099,8524,1245,396,1286,,10873,9542,8374,7288,9410,12442,20901,13625,19366,23029
293293,Piperonal,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,7,0,117,1200,0,324,0,20
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,14,0,0,0,0,,11790,12191,10314,28365,17604,32610,21367,22579,33003,44132
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,219,174,146,71,8,21,35,46,22,33
293500,Sulphonamides,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,36,142,0,0,0,,126427,128533,158212,201472,172201,0,0,0,0,0
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,325373,208490,403004,366452,424698
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,18,22,434,24,14,26,20,13
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3565745,4761366,6461838,7036467,8099858
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",0,0,0,0,0,0,0,0,0,0,,1226,1015,710,242,414,2743,3634,8459,2930,2156,,119612,137133,183006,190822,246487,374034,559415,398471,421601,626153
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,23772,51667,70088,50102,93478,83726,95553,91701,35725,5352,,38552,28214,30626,32213,40092,33485,34787,23814,5794,1873
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31,0,0,0,0,,0,0,0,1,0,0,0,0,0,0
300620,Reagents for determining blood groups or blood factors,0,0,0,0,0,0,0,0,0,0,,318,2203,727,989,735,353,15,0,0,0,,30914,36631,36448,50114,49637,47199,57052,47118,51622,48700
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,0,0,0,0,0,0,0,0,0,,0,0,209,237,0,72,0,0,0,0,,116678,167476,122459,161724,160313,209713,205554,246049,236954,288804
300640,Dental cements and other dental fillings; bone reconstruction cements,0,0,0,0,0,0,0,0,0,0,,345,34,73,124,22,83,3,0,0,0,,49760,62432,69299,68247,78925,103433,153792,142731,130798,171977
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,2593,5010,4987,5416,1598,117,2536,942,57,1,,3624,33,456,777,1139,514,801,2244,1460,1311
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,0,0,0,0,0,0,0,0,,275764,76,0,0,0,0,0,0,0,33,,221,0,0,0,0,0,0,0,0,0
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,659,835,235,0,0,,43596,18698,12781,1547,2487,0,0,0,0,0
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",0,0,0,0,0,0,0,0,0,0,,0,41,0,181,522,31,1067,21,0,66,,2918684,2376668,2521534,2975646,1730858,1716204,1856095,2669802,2115069,1884529
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,0,0,0,0,0,0,0,0,0,,78,0,0,298,0,0,95,469,170,0,,467,285,489,1943,2885,4241,7061,6621,7600,8345
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,50,114,0,61,0,333,,5,0,0,0,0,0,12,0,0,0
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,0,0,0,0,0,0,0,0,0,0,,2160,3199,4820,5029,2316,3238,1783,1837,2013,1882,,10336,8367,10107,13845,22299,23129,31509,32217,27011,27899
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,51,23,34,0,0,1,,30690,28896,29858,35958,52235,82785,64809,25412,27022,30536
320500,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,0,0,0,0,0,0,0,0,0,0,,76,0,0,59,14,154,107,225,252,306,,7936,7750,9053,7721,11532,14536,17534,19670,12187,12150
320641,Ultramarine and preparations based thereon of a kind used for colouring any material or produce ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,12647,15531,18767,15309,14437,16471,18262,12708,15587,17559
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",0,0,0,0,0,0,0,0,0,0,,1876,5078,7656,12864,13210,521,442,1380,559,284,,18833,18878,15946,21704,21494,28178,22525,21177,21759,35326
330410,Lip make-up preparations,0,0,2,50,50,33,37,0,0,0,,466,471,499,661,1663,683,2224,865,150,114,,39361,48246,97375,147887,218359,441369,647902,931658,828636,831847
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",133,118,96,37,32,24,27,0,0,0,,5067,2239,2481,5481,4529,3571,3580,2481,1534,608,,999917,1123503,1923142,2721208,3580664,5078685,8824071,11714719,15889177,16977906
330749,"Preparations for perfuming or deodorising rooms, incl. odoriferous preparations used during ...",0,0,0,0,0,0,0,0,0,0,,2093,42605,52656,57468,5639,2287,1662,532,499,1100,,26377,25569,27403,32320,42533,69554,89731,95374,111063,104284
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",0,0,0,0,0,0,0,0,0,0,,229,128,0,13,3289,7679,9085,10350,8238,9452,,21210,23089,26953,33181,31366,31627,34960,39413,38820,38890
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,0,0,0,,1166,0,122,317,0,0,0,0,0,0,,1003,870,779,988,988,597,1287,4476,8704,10096
291450,Ketone-phenols and ketones with other oxygen function,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,40,0,0,0,,8967,6966,9921,6880,14897,13388,15718,17573,18970,11407
291469,Quinones (excluding anthraquinone),0,0,0,0,0,0,0,0,0,0,,37,0,0,0,2,0,0,0,0,0,,16897,16737,16008,15827,12651,13387,8416,21435,16163,20323
291612,Esters of acrylic acid,0,2532,41069,4350,0,0,0,0,0,0,,0,703,4096,6428,5438,10407,60552,17152,9184,19317,,157091,164130,158111,105798,89447,118651,121936,114788,123512,172291
291712,"Adipic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,19,0,0,0,0,,60645,44732,39948,35554,28773,30096,32276,19156,15800,23373
291732,Dioctyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,2039,1509,2417,4351,4029,7441,2507,218,31,137,,165348,178835,67400,197631,165775,171794,112054,76134,15370,65648
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",0,0,0,0,0,0,0,0,0,0,,33,0,0,0,0,0,0,0,25,0,,18051,15232,14904,8660,10513,9820,8925,6920,6976,10299
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,0,94,0,0,27,0,23,0,0,0,,22572,28405,24635,21216,18130,25007,32306,48220,28001,41666
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",0,0,0,0,0,0,0,0,0,0,,261,669,114,82,491,0,0,0,0,0,,40380,49516,54791,52733,69750,70544,61782,71604,76388,91003
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,10,0,0,,60342,86507,68447,49126,52473,45184,40021,40513,41816,32864
292024,Triethyl phosphite,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
292112,Diethylamine and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,8,4,0,44
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,235,1323,0,0,9,27,7,0,0,0,,156559,144615,173915,193932,101229,117671,144931,154507,142977,121199
292145,"1-Naphthylamine """"alpha-naphthylamine"""", 2-naphthylamine """"beta-naphthylamine"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,6054,37705,22384,16402,0,0,0,0,0,0,,642,1700,2419,1935,1670,1405,2662,3410,3208,2550
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,1530,0,0,0,,1882,1558,794,2111,2351,2587,2660,3888,3277,2699
292243,Anthranilic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,80,150,61,20,66,256,259,823,85,359
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",0,0,0,0,0,0,0,0,0,0,,34,0,0,31,78,28,5,0,0,0,,5437,5944,6294,6033,7982,5880,5564,4884,3866,3908
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,0,0,0,0,,230,200,321,288,446,378,367,404,458,386
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",23,30,15,27,36,31,41,0,0,0,,176,55,279,1227,579,754,602,0,0,0,,36971,32901,24719,20921,22278,29193,30226,36494,50896,61490
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",0,1,0,0,0,0,0,0,70,0,,36,0,0,3,70,121,92,0,0,0,,16882,20234,17633,16257,13880,22341,20562,10654,12234,10008
630293,"Toilet linen and kitchen linen of man-made fibres (excluding floorcloths, polishing cloths, ...",0,0,0,0,0,0,0,0,0,0,,0,50,209,178,34,61,5,0,0,0,,816,921,865,1105,1749,3203,3994,7049,5992,4963
630419,"Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...",0,0,0,0,0,0,0,0,0,0,,0,57,0,249,89,109,153,252,0,6,,1937,2372,3571,5380,4974,5419,4703,4099,3261,2950
630420,"Bed nets, warp knit, antimalarial",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,2,8,1,1
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",0,0,0,0,0,1,0,0,0,0,,0,0,0,110,186,72,44,0,98,22,,1881,6853,1836,7418,9048,10102,10236,9049,6999,4707
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",0,0,0,0,0,0,0,0,0,0,,0,57,173,155,459,20,76,9,8,28,,8082,6740,6546,6968,7002,9248,14572,14019,9251,9252
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",0,0,0,25,0,0,0,0,0,0,,0,500,0,25,13,35,140,227,229,52,,592,669,638,1206,1246,1303,334,153,321,780
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...",0,0,0,0,0,0,0,0,0,0,,288,31,173,57,262,33,47,0,0,0,,13902,11597,10092,5333,4575,4482,6439,4828,3301,2154
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",0,0,0,0,0,0,0,0,0,0,,0,120,78,83,56,9,46,0,0,0,,156344,141189,132240,154770,154498,201705,290341,328367,247819,182550
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",0,0,0,0,0,0,0,0,0,0,,0,39,0,19,1,0,0,0,0,0,,152,91,49,16,37,1468,59,131,96,60
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,5450,6864,7144,9603,7700,8660,6262,7908,6516,3636
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,4362,15676,10584,20098,8653,11048,10551,17496,23567,14426
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",0,0,0,2,0,0,0,0,0,0,,190,658,200,81,5293,44,0,0,0,4,,10985,12703,12286,10024,12349,11052,14607,17744,11003,11848
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,0,0,0,0,0,0,0,0,0,,0,0,61,361,289,866,1648,1191,700,1705,,158434,138383,224242,158251,155236,169106,176829,155531,155052,167498
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",0,0,0,0,0,0,0,0,0,0,,8365,7653,8125,10047,10622,5676,7702,7889,4798,9951,,4359,3967,6542,5190,3560,6015,5303,6702,4691,5779
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excluding prefabricated ...",0,0,0,0,0,0,0,0,0,0,,1357,1402,858,1544,871,10061,10763,10473,9261,7167,,5612,9063,17385,16222,20090,23537,22227,20374,22498,34777
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,43,0,0,,14602,10985,15860,10197,12038,14830,19630,15876,15529,14829
690510,Roofing tiles,0,0,0,0,0,0,0,0,0,0,,2295,2465,3869,6079,2667,3023,2446,2430,1793,2132,,6187,7149,4440,2829,3049,3384,3328,3126,4057,5095
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,334,,0,0,0,0,0,14375,12393,8399,5381,5606
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,0,0,0,0,0,0,0,0,,1425,1723,1071,1464,767,0,0,0,0,0,,835,661,788,883,1694,0,0,0,0,0
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",4,2,2,3,0,0,0,3,0,0,,1332,13920,25051,2678,147,84,92,1075,1540,927,,619,213,207,705,51,214,874,162,3,7
700719,"Toughened """"tempered"""" safety glass (excluding glass of size and shape suitable for incorporation ...""",0,0,0,2,0,0,0,0,0,0,,826,370,369,617,1124,4260,11016,32170,4775,7887,,66444,53136,84293,163299,124858,77505,85235,68678,74408,122971
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,0,0,0,0,0,0,0,0,,1058,768,620,1045,953,761,65,8,0,0,,7142,2779,2697,2409,2477,1370,2025,1538,1906,2279
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",0,0,0,0,0,0,0,0,0,0,,18378,16958,18133,27863,20509,16506,15131,12329,7899,11587,,8976,11606,13992,17571,15995,14511,17298,19977,26295,12093
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",0,0,0,0,0,0,0,0,0,0,,0,61,29,26,14,0,10,0,0,0,,16277,12966,28459,44333,23836,34184,31300,23551,24811,23313
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, ...",0,0,0,0,0,0,0,0,0,0,,63,0,0,5,107,62,3,0,0,0,,221121,230811,226135,182401,176426,216739,190835,149145,139185,154144
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",0,0,0,0,0,0,0,0,0,0,,198,35,126,2225,53,42,151,6,0,341,,38965,34583,32579,29255,27999,35300,41042,32500,24237,23385
710210,"Diamonds, unsorted",0,0,0,0,0,0,0,0,0,0,,0,0,0,611,0,110,0,0,0,0,,82501,30537,9,168,877,0,0,0,0,82
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,165,0,0,0,0,,3305,2843,1400,1048,824,978,3994,1329,2557,5346
