Product code,Product label,Saudi Arabia's imports from Viet Nam-Value in 2012,Saudi Arabia's imports from Viet Nam-Value in 2013,Saudi Arabia's imports from Viet Nam-Value in 2014,Saudi Arabia's imports from Viet Nam-Value in 2015,Saudi Arabia's imports from Viet Nam-Value in 2016,Saudi Arabia's imports from Viet Nam-Value in 2017,Saudi Arabia's imports from Viet Nam-Value in 2018,Saudi Arabia's imports from Viet Nam-Value in 2019,Saudi Arabia's imports from Viet Nam-Value in 2020,Saudi Arabia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,0,0,0,0,0,0,0,0,0,0,,7054,6342,15,20,536,146,9,3,21,,,23333,19573,26339,29966,35516,26963,29609,11284,8451,8006
151211,Crude sunflower-seed or safflower oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,92141,110540,90974,73926,30507,34634,84288,70208,53985,136750
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,21,6,7,9,2449,4194,226,2,105,14,,19175,11879,11523,4902,4329,15436,13783,11003,15105,15633
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,39,40,40,24,14,57,5,10,18,,,698,138,0,463,1875,2176,1656,40810,35082,1182
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,0,0,0,,724,8,661,1226,29,723,3014,3959,3514,4649,,33,0,0,66,75,19,12,90,286,29
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,29,0,0,0,0,,7859,10354,7579,4792,12638,13994,2739,1685,3248,42,,157,151,832,1137,1236,1019,176,654,778,181
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",226,362,289,475,298,879,350,137,0,0,,214108,246692,228416,202812,217071,251822,249354,253329,300395,267055,,176478,129358,120522,135825,151047,146261,194104,230322,253168,178268
160431,Caviar,0,0,0,0,0,0,0,0,0,0,,304,9,36,0,0,21,0,0,0,7,,321,478,386,130,45,95,143,250,232,432
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,1,0,0,0,58,1,,0,0,0,2,0,1,0,0,0,0
170112,Raw beet sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,147,,248420,445989,262504,28146,82337,8494,1388,5226,15927,153025
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,3,3,77,112,14,269,39,517,89,99,,632,833,872,1605,1354,1303,1776,2400,1976,2066
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,92,191,9,0,0,0,0,0,3,6,,1159,1687,1863,4934,4813,5221,6323,8151,8532,10192
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,402,877,575,331,725,273,463,380,317,112,,3443,4631,7770,6386,6304,7801,17133,13642,11147,11690
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1171,1001,974,821,761,789,951,1014,991,1129,,277,558,430,573,706,324,718,764,643,603
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,0,0,0,0,0,0,0,0,,48,414,2488,1264,476,456,243,294,132,87,,857,1444,5057,6850,3349,2370,1769,1737,1008,954
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",0,0,0,0,0,0,0,0,0,0,,69,91,139,114,102,166,134,157,211,241,,2653,3734,4312,6754,6600,7486,6998,7912,9553,8103
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,4,,141,40,0,103,164,35,75,47,27,11
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,672,1108,1583,1529,3040,5701,6387,4126,2474,6981,,3163,3679,4906,6688,7212,4806,5467,2999,3326,1974
180400,"Cocoa butter, fat and oil",0,0,0,0,0,0,0,0,0,0,,11,0,63,137,13,23,37,28,12,204,,5396,6056,13502,10399,9440,11772,11943,13964,13410,12196
180610,"Cocoa powder, sweetened",0,0,0,0,67,0,0,0,0,0,,183,975,925,690,174,280,223,304,1347,2315,,5975,8915,11381,20771,32545,24102,20258,11115,5732,8055
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",0,0,0,0,0,0,0,0,0,0,,122,124,257,85,356,342,93,144,69,833,,133479,135628,118169,126064,138752,120021,111120,116283,71356,45172
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",0,0,0,0,0,0,0,0,0,0,,267,838,1378,418,524,982,756,424,394,14,,62559,75150,84612,101693,78939,84308,85743,86457,89145,87945
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,0,,953,463,336,55,34,56,59,25,1,1425,,6514,5593,7078,6364,6810,6079,6736,6008,6237,5707
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,0,0,0,0,0,0,0,0,,9,22,2,80,6,102,189,169,137,31,,463,3281,600,1105,960,903,1527,706,409,286
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,9,33,72,236,170,0,0,102,0,,,20948,23831,24219,27750,22085,24673,23650,33801,53000,53103
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,10,0,0,,6334,9094,9194,6877,8539,8793,10834,11789,13892,12123,,14240,15039,12627,12772,13573,12194,12698,13493,11144,11583
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,0,30,8,1,11,41,0,0,356,1,,22347,22933,29298,20570,17675,16258,14235,32282,21538,18378
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,0,0,0,0,,398,161,206,211,1165,649,882,219,909,239,,8250,12807,16403,23935,24614,15867,11208,12528,14627,12671
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,2593,2849,2351,4379,3295,2832,3698,4096,4803,1318,,3171,2399,3248,5778,5712,12627,14112,8482,5415,4337
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,8,3,18,,0,0,0,0,0,0,0,0,0,5467
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,18,24,41,,,98,176,122,285,434,302,576,359,399,482
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,1,0,0,2,4,14,6,0,9,1,,27590,24534,28066,42100,50116,50354,49804,55595,56782,53335
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,1,0,33,0,1,144,44,0,0,7,,15477,17075,17859,23134,21115,20377,25407,21182,24765,23182
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,495,0,302,0,0,0,0,0,597,,0,0,0,3,7,1,0,24,0,0
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,301,0,0,0,198,,0,0,0,28,0,2,0,9,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,1407,987,646,938,609,605,0,0,0,,,523,2127,4561,1508,17,0,0,369,704,303
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,703,15620,104631,29681,,0,0,0,0,0,0,0,0,0,65
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,1,0,1,0,12,,0,0,0,40,42,56,25,116,220,135
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,0,,117,141,16,1,0,130,1349,499,583,162,,0,41,0,0,1,0,7,17,0,0
40510,Butter (excluding dehydrated butter and ghee),0,0,0,0,0,0,0,0,0,0,,328,184,30,24,55,85,247,119,58,19,,156303,140395,197723,144879,152381,142839,168817,138693,188021,160842
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,240,975,2043,3479,3931,4584,2666,1164,2863,1049
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,3,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,272,446,787,678,758,783,767,839,928,821,,0,0,0,0,2,0,0,0,53,36
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",0,0,0,0,0,0,0,0,0,0,,132,55,40,34,4171,1221,874,1595,241,151,,1218,2760,2443,1727,949,887,1128,910,862,483
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,34,0,0,0,0,0,0,0,0,,,5710,8266,11167,9806,5962,4628,832,610,355,578
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,949,25289,4970,2457,0,0,719,,,3416,3592,1618,0,0,0,0,4429,75949,65348
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,179,35,0,0,0,0,7,,0,0,0,0,5,11,0,0,0,2
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,54,0,0,0,0,0,0,0,0
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",0,0,0,0,0,0,0,0,0,0,,0,0,6,1,12,1,0,1,35,236,,444,424,2587,1495,2481,6729,893,1118,579,1098
20130,"Fresh or chilled bovine meat, boneless",0,0,0,0,0,0,0,0,0,0,,18,27,11,10,307,10,73,67,9,,,59630,67155,92297,103640,93907,110840,106869,178023,243361,220532
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,,,10915,13787,18008,16738,15273,10703,11470,9368,11008,17010
20443,Frozen boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,29,1,0,,,20392,15672,21136,14191,15838,18993,17249,14526,19457,14913
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,6,6,3,2,3,2,0,1,2,,,329,2050,28,366,537,0,0,0,0,0
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,,,136,54,0,82,85,0,229,0,0,0
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,0,272,183,479,71,133,197,834,4070,23,,421,7278,3494,2017,175,18,68,184,121,26
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,41,0,0,50,0,0,0,0,0,0
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,29,0,0,15,109,16,157,143,978,0
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,0,0,0,0,0,0,0,0,0,,32,141,22,142,273,192,4124,5263,48,146,,203,486,0,0,59,64,0,161,128,121
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,892,266,0,41,54,41,55,373,30735,37587
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,57,,1419,3754,5109,7427,12710,13243,10563,8324,0,66
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,11,43,75
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,,,0,0,0,30,0,0,0,0,34,126
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,884,490,394,324,0,488,4,25,0,102,,0,0,0,2,1,0,0,0,0,0
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,69,1241,556,50,,0,0,0,0,0,0,0,0,0,118
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,1731,112,30,617,19,318,1622,6046,4241,838,,0,0,0,2,35,104,174,32,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,,0,0,0,137,68,122,482,784,68,241
30289,"Fresh or chilled fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1859,3009,1328,3647,784,1538,520,172,3002,1471,,10369,12282,22802,35058,34671,38045,34746,20829,10035,15108
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,118,248,837,355,927,2207,1684,150,636,638,,410,363,761,470,201,838,541,1747,1576,1634
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",4394,5067,3422,350,413,829,34,3,0,0,,7074,10660,8255,2194,9459,11899,14408,639,292,41,,35712,34925,26623,2569,4293,7925,6701,9978,28200,15776
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",1001,1345,783,0,44,0,0,0,0,0,,4339,776,6789,2482,3933,4735,8411,10753,12732,10519,,5969,3261,2439,421,2191,3725,3125,524,521,2970
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,6,10,19,0,11,107,0,0,0,1,,0,0,0,0,0,1,0,12,6,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,391,1036,0,175,386,170,125,,,0,0,101,30,160,325,126,168,19,34
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,88,52,0,0,0,0,0,,14,24,0,39,0,130,5466,454,641,5,,233,0,0,91,286,414,913,1844,1294,388
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,33113,33217,38966,26277,31836,39534,42051,49495,53570,362,,0,0,0,20,49,0,0,0,0,21
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,193,288,630,29,271,547,0,67,231,40,,0,0,27,0,0,1,0,0,424,0
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,1408,3389,0,51,0,0,0,0,0,,,0,0,0,0,6,0,24,0,0,11
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,178,,28,332,224,64,107,51,42,53,81,162
260400,Nickel ores and concentrates,0,0,0,0,0,0,0,0,0,0,,178,10546,87278,79250,30292,0,0,0,0,,,1537,2208,1995,2591,1,5,0,0,10,28
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,66,0,17,0,0,0,0,0,0
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,0,,0,0,4872,3749,0,7,0,0,0,72,,0,0,0,0,9,0,0,0,32,1
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,0,0,0,0,0,0,0,,303,203,2070,1376,472,5715,17006,17117,16721,5214,,330,1398,291,2336,1686,382,2564,3756,1729,1110
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,0,13,24,1948,6279,23218,25061,15319,35187,,1407,1343,1163,668,937,878,373,921,534,775
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,0,0,6,31,4,0,0,0,0,2,,75,134,0,33,0,43,202,249,323,152
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,0,0,,21,14,8,20,10,400,962,1665,678,24161,,4919,5899,7942,7911,4643,4463,5683,11738,10829,11214
271011,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,0,0,,0,0,311,0,0,0,0,0,0,167,,4988,4812,2668,6409,6748,6214,3234,2564,3764,3726
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,,,0,69,0,0,32,0,0,0,20,0
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,22,20,275,850,441,105,,2601,2177,2634,2766,3042,2125,1683,1676,1671,1140
281210,Chlorides and chloride oxides,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,,,801,911,3058,2279,4063,237,449,869,637,467
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,267,281,605,,0,0,0,0,0,0,0,0,0,25
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,88,81,41,15,18,26,113,63,42,294,,250,153,333,1145,822,337,492,1187,975,2434
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,0,0,0,0,0,0,0,0,0,,90,0,0,0,0,0,94,0,0,216,,1262,395,628,12905,475,475,14897,14499,4952,8320
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,0,0,0,0,0,0,0,,22759,21314,23643,16153,53458,100490,129513,90912,66019,97630,,5790,7366,10124,10435,6426,5956,4908,2250,5457,8899
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1090,16375,14585,9917,5810,7075,9585,10372,7377,6982
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",0,0,0,0,0,0,0,0,0,0,,23,21,55,74,48,26,9,135,44,21,,9294,8619,10947,7162,7025,13408,8361,6112,8838,11289
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,0,16,1,0,0,0,0,0,0,,,2023,3583,1811,926,1308,1195,2395,1647,905,1329
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,0,0,0,0,0,0,0,0,0,,169,0,0,0,0,13,0,0,59,,,0,0,50,71,1489,72,160,887,4457,587
283230,Thiosulphates,0,0,0,0,0,0,0,0,0,0,,40,79,17,8,16,2,5,3,0,3,,1300,562,1357,1141,1238,1490,2000,3901,1691,651
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,0,0,0,0,0,0,0,0,0,,133,126,150,77,45,20,465,835,481,6973,,8468,8516,8700,7063,8303,10225,7755,4854,6895,10010
283410,Nitrites,0,0,0,0,0,0,0,0,0,0,,1,0,3,5,4,1,2,5,10,2,,5347,1735,1350,2013,773,1261,1190,2002,1786,2525
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,123,0,0,,,0,0,0,28,3,70,47,75,22,24
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,0,39,0,0,0,0,0,0,8,,282,256,0,31,25,27,47,4,69,33
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,0,0,0,0,0,0,0,0,0,,96,8,0,137,88,539,117,115,318,23,,11141,15455,19491,16718,9355,15128,12950,18603,14499,19941
284700,"Hydrogen peroxide, whether or not solidified with urea",0,0,0,0,0,0,0,0,0,0,,155,223,77,44,112,55,35,83,55,76,,4017,4990,3754,4163,3249,3263,3425,3580,2685,1913
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,2860,0,0,0,0
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",0,0,0,0,0,0,0,0,0,0,,27,26,1,1,0,0,46,183,90,44,,40565,42981,23462,25838,20825,12188,16740,26891,7797,10050
290322,Trichloroethylene,0,0,0,0,0,0,0,0,0,0,,0,0,20,20,35,45,58,48,39,91,,539,413,250,273,394,635,574,352,287,284
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,5
290511,"Methanol """"methyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,679,1773,934,286,196,982,1230,837,1526,59,,917,879,906,1194,2181,1411,1835,2173,1550,2111
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,0,0,0,0,0,,1,4,3,1,0,0,0,0,0,,,2197,1515,868,773,680,924,885,681,676,1540
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,3,0,43,,183,131,137,95,66,130,325,62,262,99
290532,"Propylene glycol """"propane-1,2-diol""""""""",0,0,0,0,0,0,0,0,0,0,,18,12,26,26,23,415,151,225,77,82,,34693,32274,35123,28496,19605,22463,14640,12460,10599,9279
290611,Menthol,0,0,0,0,0,0,0,0,0,0,,74,4,3,36,5,4,3,8,0,3,,494,157,269,234,249,463,241,580,351,262
290621,Benzyl alcohol,0,0,0,0,0,0,0,0,0,0,,0,0,1,7,11,10,5,2,2,,,1010,1617,1250,1289,1499,2057,2482,2542,1426,1921
290711,"Phenol """"hydroxybenzene"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,170,11,0,0,,,8765,3524,3636,3151,2040,2102,1985,1409,1643,1095
290721,Resorcinol and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,73,0,0,24,,,0,0,0,10,5,1,7,0,3,1
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,42,34,1,3,1,,,1890,1915,2745,3126,4487,5435,6309,4233,6629,6434
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,46,0,0,,,1513,1542,10633,958,139,739,312,290,463,519
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,,,0,0,0,29,6,0,0,0,0,2
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,549,480,523,515,417,730,496,1214,1794,1937
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",0,0,0,0,0,0,0,0,0,0,,0,0,0,160,0,0,505,1695,1114,3140,,0,0,29,540,100,87,115,121,234,227
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,587,71,42,16,603,201,38,344,1567,1200
291450,Ketone-phenols and ketones with other oxygen function,0,0,0,0,0,0,0,0,0,0,,15,9,0,0,0,0,0,12,6,,,1558,665,1936,1702,2078,1139,2558,1265,873,1468
291469,Quinones (excluding anthraquinone),0,0,0,0,0,0,0,0,0,0,,60,0,0,7,0,0,0,0,0,,,694,85,88,6092,33,1262,556,976,69,139
291612,Esters of acrylic acid,0,0,0,0,0,0,0,0,0,0,,270,0,0,0,93,3,6,0,48,4,,28398,26361,9471,4409,5845,5039,7162,5687,6227,10293
291712,"Adipic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,3,1,8,0,0,0,0,7,21,63,,703,348,422,8472,5015,346,533,578,1320,3373
291732,Dioctyl orthophthalates,0,0,0,0,0,0,0,0,392,0,,10862,18971,13707,10399,4250,7604,5128,5368,26358,49941,,4101,843,28,289,339,561,1310,1217,657,270
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",0,0,0,0,0,0,0,0,0,0,,0,0,2,2,1,0,0,0,3026,10744,,3279,2293,5095,3215,3231,3315,4099,3258,2931,6140
291819,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,15,0,14,97,14,0,16,94,5,91,,1018,1279,1340,2334,1646,2881,2016,3429,2225,1900
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",0,0,0,0,0,0,0,32,0,0,,1,3,3,3,12,1,80,4,2,1,,20559,11445,18584,14945,13583,14233,14838,15645,16390,17993
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4447,,0,0,0,65,46,1332,2028,73,150,84
292122,Hexamethylenediamine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,565,542,369,8846,7011,956,1070,841,1012,936
