Product code,Product label,Japan's imports from Saudi Arabia-Value in 2012,Japan's imports from Saudi Arabia-Value in 2013,Japan's imports from Saudi Arabia-Value in 2014,Japan's imports from Saudi Arabia-Value in 2015,Japan's imports from Saudi Arabia-Value in 2016,Japan's imports from Saudi Arabia-Value in 2017,Japan's imports from Saudi Arabia-Value in 2018,Japan's imports from Saudi Arabia-Value in 2019,Japan's imports from Saudi Arabia-Value in 2020,Japan's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
680223,"Granite and articles thereof, simply cut or sawn, with a flat or even surface (excluding with ...",0,0,0,0,0,0,0,0,0,0,,3371,0,1108,176,0,0,3,0,0,0,,9054,6965,4614,4156,3083,3196,2998,3106,2290,2091
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",0,0,0,0,0,0,0,0,0,0,,348,446,644,726,138,190,56,0,0,0,,1646,1891,1644,1233,1122,558,913,908,700,559
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,0,30,0,1,1,5,12,60,107,1,,0,0,0,0,0,0,0,0,0,0
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,0,0,0,0,0,0,0,0,0,0,,302,81,381,262,52,5,0,0,83,112,,0,13,0,2,2,0,0,0,0,0
681389,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,38,697,4,19,0,3,5,,18898,19420,18629,17316,20401,24529,27806,22554,20411,23279
681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support ...",0,0,0,0,0,0,0,0,0,0,,0,0,54,24,12,141,75,0,0,0,,2749,3214,3594,3197,3621,4101,3968,4121,4016,5073
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",0,0,0,0,0,0,0,0,0,0,,506,165,146,160,41,1007,35,12,6,0,,82723,27947,23005,37903,36026,50825,45058,38450,20344,33532
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,0,0,0,0,0,0,,2373,3307,5430,8655,4819,2069,620,1174,689,1186,,9443,9149,7796,5542,4072,3923,3496,3281,3774,3652
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,0,0,0,0,0,0,0,0,0,,11726,11066,9345,18569,21555,7309,291,153,961,507,,1268,1183,689,826,934,1192,1317,997,1195,955
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5391,,0,0,0,0,0,2070,2702,1967,1130,901
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,34,0,11,0,0,0,,39377,22787,12178,16843,27249,22008,36204,44618,67302,106437
691410,"Ceramic articles of porcelain or china, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,117,328,165,672,233,185,238,551,,6080,7861,6065,6379,7290,7490,7957,7848,8211,10598
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",0,0,0,0,0,0,0,0,0,0,,0,79,118,128,10,11,7,0,0,3,,71914,91655,60578,55982,56405,54330,53057,53284,50091,70032
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,3,2,0,0,5,0,,3348,2491,3724,3338,3495,3243,4365,4072,3793,3837
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",0,0,0,0,0,0,0,0,0,0,,274,347,0,262,129,89,106,97,58,61,,20647,16354,14870,11912,11514,10377,11368,10165,10148,13137
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",0,0,0,0,0,0,0,0,0,0,,43888,50233,46122,34013,40464,37924,45402,25952,23677,157173,,34930,63315,46301,23377,19140,6932,6324,8085,11232,17107
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",0,0,0,0,0,0,0,0,0,0,,0,229,0,1,5,1,1095,0,814,795,,580348,541211,618862,526960,463206,416338,426610,361602,413085,477775
700729,Laminated safety glass (excluding glass of size and shape suitable for incorporation in motor ...,0,0,0,0,0,0,0,0,0,0,,641,148,124,863,675,342,175,124,148,137,,7878,9941,9606,8053,9828,6732,9339,13778,12153,7174
701010,Glass ampoules,0,0,0,0,0,0,0,0,0,0,,29,422,89,388,3868,4211,2893,0,68,2,,1488,614,490,972,153,297,54,158,56,538
701399,"Glassware of a kind used for toilet, office, indoor decoration or similar purposes (excluding ...",0,0,0,0,0,0,0,0,0,0,,33,65,92,509,981,376,30,34,8,12,,55324,52008,49426,45791,44903,45529,43518,44158,40533,55146
701400,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",0,0,0,0,0,0,0,0,0,0,,0,62,38,0,1,21,0,0,0,0,,147495,118818,108100,87693,97013,102525,116979,99151,71228,100176
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",0,0,0,0,0,0,0,0,0,0,,783,869,384,506,5443,5240,634,356,27,31,,28684,29325,32632,35442,41863,39369,46048,54670,60793,66117
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,28,31,43,0,0,175,,8676,7091,5855,6614,7048,8177,9539,8841,8369,10795
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",0,0,0,0,0,0,0,0,0,0,,31,0,0,241,374,1332,873,234,166,116,,12909,21191,24462,26328,31130,31519,43543,44931,36480,39704
710510,"Dust and powder of diamonds, incl. synthetic diamonds",0,0,0,0,0,0,0,0,0,0,,1979,0,0,0,0,111,0,0,0,0,,42949,38748,50164,44398,48520,55940,55805,36669,31842,37653
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,23,,2197,1458,1500,1843,1752,1708,2507,1938,2260,2523
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",0,0,0,0,0,0,0,0,0,0,,103,37,62,1,250,0,446,0,0,0,,3310,2507,3145,4116,2120,3036,2391,2383,1777,2584
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,560,0,0,0,0,,30630,31373,27553,18950,16266,16039,17716,15961,20918,30394
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,520,126,3265,1566,1320,0,0,0,,102655,58685,61572,95834,47793,88760,58611,54902,175736,179058
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,48,0,0,2,0,0,0,0,0,0,,189159,178807,192052,110334,108540,102643,137708,99015,90570,95018
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,35018,40927,35243,28748,17527,31903,33965,19606,17134,35109
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,36,0,66,229,4017,252,4340,4,44176,279784,,148915,105111,111744,89122,90602,120385,128823,137809,100743,146292
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,53412,12134,13070,51281,42350,18993,13187,0,57,1094,,136026,99151,110823,83582,68357,83290,97793,104662,72771,78859
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,0,103,0,0,0,1,0,0,0,0,,39740,47006,29163,25622,27032,40935,40631,47667,35676,46395
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,0,38,0,49,0,1,0,0,0,0,,11,226,200,169,126,151,134,143,109,178
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,29452,26324,19128,13310,6672,1787,2115,747,6736,23320,,26602,23633,22563,16726,19110,21536,26737,28212,34024,36822
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,81,33,0,0,,3720,3193,2026,2098,1556,2203,1950,1782,1202,2004
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,0,465,119,0,20,45,15,0,108,0,,15450,15947,15481,6484,7423,15455,10115,11395,9921,21603
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",0,0,0,0,0,0,0,0,0,0,,1688,2481,1993,1826,1194,34,2669,3205,2820,2963,,22344,17113,18785,10133,11976,10908,12463,15589,11976,15406
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",0,0,0,0,0,0,0,0,0,0,,222,0,0,0,20,0,0,164,0,0,,506665,96999,71937,30141,23890,24207,32976,18841,13280,95022
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,358,0,0,0,0,0,34,70,0,56,,1274,783,1233,803,649,1196,1324,859,157,140
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3526,3554,2933,2281,2015,3267,3869,3718,2658,2797
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,91,0,0,0,,1411,1889,2182,1966,1001,1006,3359,4016,3184,5113
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,6942,4784,3942,4503,4932,4460,4474,7722,7631,10190
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,0,0,0,0,,156,429,6884,721,8,13,1695,121,18795,26517,,64,4,0,39,3,11,406,23,2,33
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,0,0,0,0,0,0,0,0,0,,46,38,299,2314,73,356,2961,27,18,47,,20955,15949,11185,6016,13090,8733,7144,8677,9817,9923
730490,"Tubes, pipes and hollow profiles, seamless, of non-circular cross-section, of iron or steel ...",0,0,0,0,0,0,0,0,0,0,,62514,25605,12741,18270,6457,15645,8361,938,1374,518,,3297,3067,2399,2225,2527,4289,5904,4919,3444,5902
730511,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,926,1065,911,595,355,1259,59038,40474,31690,12573,,112,4,16,671,0,33,54,36,292,602
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,53,0,0,52,45,4011,1331,0,24,0,,63,0,7,0,21,10,11,103,0,0
730723,Butt welding tube or pipe fittings of stainless steel (excluding cast products),0,0,0,0,0,0,0,0,0,0,,421,738,187,34,63,245,1597,73,85,8,,44461,40231,35981,33491,38681,48692,56329,51029,49562,54544
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",0,0,0,0,0,0,0,55,0,0,,1803,2292,2472,1988,1486,1938,8029,10171,6800,4829,,104225,111678,118073,116590,107606,121925,129050,114180,120282,130317
730793,"Butt welding fittings of iron or steel (excluding cast iron or stainless steel products, and ...",0,0,0,0,0,0,0,0,0,0,,3407,218,317,544,770,3121,3542,4962,3564,1169,,39016,38502,41420,35991,37478,46324,42700,44678,33333,31464
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",0,0,0,0,0,0,0,0,0,0,,5478,3401,3032,3886,4952,3634,5591,6152,5753,9682,,30339,28628,39765,30736,26660,22095,21088,24087,16286,18429
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",0,0,0,17,31,0,0,8,0,0,,168413,138056,134730,167015,100019,93908,144105,133174,173820,101772,,1469824,1227824,1409305,1555610,1585927,1540189,1932721,1919583,1680532,1762624
731439,"Grill, netting and fencing, of iron or steel wire, welded at the intersection (excluding products ...",0,0,0,0,0,0,0,0,0,0,,1950,1777,1205,850,1157,761,698,546,471,1079,,10862,11953,12863,12037,11324,11097,11898,10739,10779,10795
731589,"Chain of iron or steel (excluding articulated link chain, skid chain, stud-link chain, welded ...",0,0,0,0,0,0,0,0,0,0,,67,125,31,41,150,61,90,66,0,0,,47272,19919,25246,13954,8401,7043,46920,54197,47005,62460
731940,"Safety pins and other pins of iron or steel, n.e.s.",0,0,0,0,0,0,0,0,0,0,,121,121,0,107,33,9,0,0,175,10,,3188,2578,2799,2557,2368,2608,2775,2569,1992,1857
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",0,0,0,0,0,0,0,0,0,0,,0,148,0,5,7,9,27,0,0,0,,70289,67540,71895,55554,52081,52968,51724,51768,43547,54585
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,110,66,28,252,84,77,479,0,29,25,,266432,268050,264972,227822,237132,213939,214012,208770,209132,268388
732394,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",0,0,0,0,0,0,0,0,0,0,,104,0,0,59,112,12,11,0,0,0,,15101,15630,17984,20281,20803,18076,15417,14282,12792,15168
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,6,0,0,0,0,0,,40702,37116,39044,34413,36653,36802,24051,430,654,447
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,0,0,0,0,0,0,0,0,0,,922,0,0,15,8573,5651,249,0,0,0,,14073,7630,7788,10732,12406,8488,6513,8914,5776,7128
740929,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,22,8,8,559,0,0,,1778,1497,2526,1425,940,1010,1289,1905,1320,1000
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23844,18043,18424,19995,16104,19013,19411,10081,11140,22438
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",0,0,0,0,0,0,0,0,0,0,,182,0,1171,2,55,0,15,0,0,0,,1425,743,1509,1194,478,585,1088,1174,748,1104
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,33,10,20,0,0,0,,138764,120069,129954,123253,83683,112370,144892,142581,88093,115402
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,930,180,629,515,652,585,737,420,579,511
750522,Wire of nickel alloys (excluding electrically insulated products),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1145,1425,66,0,0,34,,23056,17829,19957,19215,16606,17627,25064,27295,27280,25275
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,0,0,0,0,0,0,0,,27,121,1572,19862,29731,21996,15432,12837,12699,10555,,969,1876,2502,1685,1475,2104,1927,1521,1927,2709
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",0,0,0,0,0,0,0,0,0,0,,0,0,1041,2524,1805,1237,937,461,688,1209,,5977,8192,13250,11105,10913,14181,13244,16979,12234,26604
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,247,626,474,1673,5662,5998,8120,8441,340567,28162,,253782,229292,240185,278908,321411,311917,366639,428799,340248,351662
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",0,0,0,0,0,0,0,0,0,0,,353,388,664,2666,29272,211201,475464,693399,301647,662054,,24739,23017,22693,23145,19984,11792,10835,13194,14974,26464
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,0,24,0,0,0,0,,1956,1638,2944,5527,2101,1687,2578,1127,1004,2391,,380896,361658,354502,374446,375195,334947,380442,382571,430817,495012
761610,"Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ...",0,0,0,0,0,0,0,0,0,0,,0,0,900,686,69,61,64,17,75,46,,31714,35174,42805,48900,29156,27605,24257,25884,18943,16267
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,0,,0,30,0,8,95,0,123,77,97,126,,1048,826,1467,899,1363,1329,1287,1805,1676,1429
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,0,0,0,0,0,0,,3296,9980,11491,10912,14590,15753,17451,12279,13473,14757,,1776,1961,1753,1919,1776,4555,6258,3074,3897,3033
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,62,,87,505,299,456,887,362,822,457,323,810
810210,Molybdenum powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,35328,25622,42031,20871,12092,17810,23704,16195,10809,18421
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6796,3102,3741,1610,2917,3282,2618,1810,1499,3151
810890,"Articles of titanium, n.e.s.",0,0,0,0,0,0,0,0,5156,0,,163,171,405,58,24,1,29,0,0,19,,154789,197937,229217,254068,302930,264764,282631,302570,224020,91684
810920,Unwrought zirconium; zirconium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2716,2581,2164,2488,1561,1676,1852,3087,1880,1260
810990,"Articles of zirconium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,,46016,20473,20476,19381,12615,17718,24058,15002,16140,22139
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6458,5805,5824,5730,5791,5903,5438,5157,6912,7082
820291,"Straight saw blades, of base metal, for working metal",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,42,3,7,0,0,0,,3409,2675,2873,2982,2972,4006,3075,3256,2817,3983
820310,"Files, rasps and similar hand tools of base metal",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,4,14,76,0,0,0,,6125,5594,6186,5745,5675,6026,5750,6109,5703,5434
820530,"Planes, chisels, gouges and similar cutting tools for working wood",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,16,3,11,0,0,0,,1521,1411,1133,1185,977,1042,1258,979,1385,1293
820540,Hand-operated screwdrivers,0,0,0,0,0,0,0,0,0,0,,0,0,0,23,32,27,22,0,0,0,,15277,17987,14716,15029,16051,16619,16382,15499,15349,18062
820590,Anvils; portable forges; hand- or pedal-operated grinding wheels with frameworks; sets of articles ...,0,0,0,0,0,0,0,0,0,0,,856,1424,2510,1927,1993,1437,2075,69,1029,22,,3101,4167,2974,3097,3361,3502,3065,4083,3577,3776
820720,Interchangeable dies for drawing or extruding metal,0,0,0,0,0,0,0,0,0,0,,882,78,211,27,60,4,17,0,0,0,,43605,29095,32618,32039,31549,30972,37113,32503,26492,34954
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,68,0,0,0,0,,115,174,275,192,106,62,42,41,193,586
830110,Padlocks of base metal,0,0,0,0,0,0,0,0,0,0,,597,779,0,442,262,277,371,5,56,0,,14405,14745,13456,14152,11954,14136,14347,14670,12493,12357
830210,"Hinges of all kinds, of base metal",0,0,0,0,0,0,0,0,0,0,,144,0,31,246,223,127,219,0,0,58,,99778,103371,109492,102186,106019,110846,110924,109724,86538,87308
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",0,0,0,0,0,0,0,0,0,0,,5232,6268,1602,1596,545,154,159,0,7,48,,116179,119169,117745,123127,134029,138675,150142,149110,128954,148833
830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",0,3,0,0,0,0,0,0,0,0,,845,3941,4289,2678,3393,24,0,0,0,0,,6454,7897,6837,3766,11733,8865,5711,3357,2467,3198
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,10,4,16,0,138,0,,5794,6247,6291,5576,4626,5028,4234,4120,3404,5674
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,37,59,189,79,33,134,0,0,0,,2730,2342,3195,3083,2847,3066,2931,2771,2459,2960
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,0,0,0,0,0,0,0,,413,326,0,103,0,0,290,0,0,0,,449,8239,16408,3241,18069,12148,11361,4382,6481,3455
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",0,0,0,0,0,0,0,0,0,0,,0,0,1098,7,135,1,0,0,0,0,,997,4072,10719,10067,10623,8233,34007,18464,39262,35452
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,0,39,0,27,333,26,0,0,0,0,,0,0,302,1800,5,497,2,4,0,0
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,0,0,0,0,0,0,0,0,0,,990,0,0,0,2,1,0,0,0,0,,933,1138,99269,8791,5520,8007,4291,1581,6922,1387
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",0,0,0,0,0,0,0,0,0,0,,75,130,116,642,351,201,295,0,0,5,,160128,156451,176989,171903,157923,192125,218334,219459,193861,241209
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),0,0,0,0,0,0,0,0,0,0,,27,0,618,34,75,57,16,0,0,3,,43670,42890,39976,29729,36653,43666,60746,61297,79498,69782
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",0,0,0,0,0,0,0,0,0,0,,45,138,583,45,569,480,817,0,0,0,,350985,315891,335101,331490,369920,417295,417766,434139,466483,506780
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,320,147,407,575,190,834,1115,0,0,0,,83956,81047,86939,64344,67278,75278,87143,149034,98075,74443
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",0,0,11,0,0,0,0,0,0,0,,1778,523,1445,2162,1626,3746,6425,119,5,83,,215394,191781,168048,142026,140208,137570,131521,143350,101749,117103
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",0,11,0,4,2,0,0,22,28,0,,586,557,1019,1591,2087,1876,6089,13,0,3,,589204,542603,579844,547615,585446,586927,688670,673042,635943,696721
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",0,0,0,3,2,0,0,0,0,0,,0,0,133,456,76,261,520,3,0,0,,38091,40992,42102,42903,35060,30032,31708,31033,26345,30584
903110,Machines for balancing mechanical parts,0,0,0,0,0,0,0,0,0,0,,0,0,84,191,46,101,50,0,0,0,,8356,9148,7394,5557,8995,7662,12073,7578,6160,6754
903120,"Test benches for motors, generators, pumps, etc.",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,437,7,241,0,0,0,,15814,12359,29053,19888,16806,14472,15220,27562,24860,18129
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,2992,125,816,131,133,279,8,0,0,0,,104955,104413,135904,129709,158181,149617,140852,124565,63791,79625
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,13,0,0,0,0,0,0,0,0,,6499,2324,1560,1275,5998,1528,5678,0,0,0,,755609,713443,713101,671530,661189,639631,593711,598040,377456,343456
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,,561,486,1753,3204,2675,1189,1359,1302,1148,1412
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,4,0,0,0,0,,47288,48443,51306,48440,54846,45036,43050,47128,51904,57574
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3991,5139,5074,5969,6044,6785,7250,7895,6928,8126
940151,Seats of bamboo or rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,17,3,0,0,0,0,,18757,16958,17536,13838,12699,0,0,0,0,0
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",0,0,0,0,0,0,0,0,0,0,,662,145,120,147,1271,327,335,421,821,182,,97600,110114,113682,106423,102624,106072,107581,112746,111846,153495
940421,"Mattresses of cellular rubber or plastics, whether or not covered",0,0,0,0,0,0,0,0,0,0,,7482,8394,8177,8141,9866,12509,11622,10041,7240,1948,,103309,101719,94794,88610,94033,100942,99708,115070,126425,138055
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,0,0,0,0,0,,0,0,0,21,34,1,0,0,0,0,,4827,7194,6841,3724,3580,3296,2271,2130,1986,2088
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",0,0,0,0,0,0,0,0,0,0,,0,0,64,53,1923,555,110,0,0,3,,14691,16037,16181,12479,10684,9449,8738,8833,8854,10519
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",0,0,0,0,0,0,0,0,0,0,,260,606,246,709,3619,799,286,18,0,111,,1016814,666236,713865,482573,388287,498418,388949,265211,277294,290461
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,0,0,0,0,0,0,0,0,,314,221,37,100,437,192,254,0,3,0,,5209,5250,4814,3605,3273,3826,4564,3633,2450,3243
950639,Golf equipment (excluding balls and complete clubs),0,4,0,0,0,0,0,0,0,0,,0,0,0,0,42,6,0,0,0,0,,302606,303763,341840,316042,308556,343360,365430,367260,365028,482658
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",0,0,0,0,0,0,0,0,0,0,,51,78,184,331,804,841,568,0,3,11,,248889,233586,245497,261745,275542,304192,349259,384581,431841,379892
