Product code,Product label,"Singapore's imports from Taipei, Chinese-Value in 2012","Singapore's imports from Taipei, Chinese-Value in 2013","Singapore's imports from Taipei, Chinese-Value in 2014","Singapore's imports from Taipei, Chinese-Value in 2015","Singapore's imports from Taipei, Chinese-Value in 2016","Singapore's imports from Taipei, Chinese-Value in 2017","Singapore's imports from Taipei, Chinese-Value in 2018","Singapore's imports from Taipei, Chinese-Value in 2019","Singapore's imports from Taipei, Chinese-Value in 2020","Singapore's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
842111,Centrifugal cream separators,2,3,12,0,22,0,27,20,1,0,,8,0,21,18,0,34,40,0,13,0,,651,1142,1170,530,1364,306,1856,322,777,183
842930,Self-propelled scrapers,0,0,0,0,0,1,0,0,3,0,,846,1886,565,77,303,418,133,0,0,139,,76,80,281,1651,275,31,200,1400,169,16
842630,Portal or pedestal jib cranes,289,3,14,1,2527,6,0,0,0,0,,1810,1317,293,31,1821,898,1382,3,0,133,,80261,36457,77101,71133,60282,2725,127660,16483,9419,17911
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",0,0,0,0,0,0,0,0,0,0,,271,965,1913,351,294,413,39,231,373,106,,50790,117646,44552,34251,18975,13988,15645,19016,11922,24599
851640,Electric smoothing irons,50,20,26,57,7,12,2,7,10,0,,501,458,650,489,358,212,252,170,129,229,,210934,31234,25441,20057,23077,18669,20923,16799,11794,12487
851920,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens ...",3,6,39,0,0,0,1,3,5,0,,151,7,3,7,1,0,3,0,2,0,,54,250,232,157,57,38,1594,31,136,118
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,28,0,0,0,0,0,0,0,,920,764,378,566,819,351,418,412,605,185,,51403,56863,51803,45724,55686,31126,19988,15608,16518,11696
851621,"Electric storage heating radiators, for space-heating",73,121,83,13,0,0,4,0,0,0,,76,41,64,65,187,17,14,25,6,21,,235,432,249,802,4300,2469,203,40,2346,21
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",6,3,15,174,4,46,72,1,0,0,,4,17,59,78,138,61,3,0,0,0,,850,1093,479,804,691,357,429,841,28,42
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,12,162,119,0,,0,0,0,0,0,17348,22885,24881,17777,25795,,0,0,0,0,0,0,1451,1223,967,780
830910,Crown corks of base metal,1,0,3,15,0,0,8,8,0,0,,198,294,310,61,81,45,83,8,23,39,,618,693,440,394,215,543,2489,326,134,358
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",133,0,0,0,0,0,0,0,0,0,,1042,828,711,1018,1482,1031,620,943,719,215,,524,357,198,237,101,95,459,226,40,20
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",164,7,0,0,0,10,7,5,0,0,,1748,1721,1471,3931,3838,2642,4349,3084,4574,3245,,2175,1763,2060,3599,3417,2848,2026,2161,2167,4895
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,0,0,0,0,0,1,0,0,,23886,22309,19625,18485,25370,29280,28530,19844,13472,12570,,1479,2266,1170,104,66,305,71,6,27,37
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,31,0,0,0,,206,212,378,675,431,766,465,453,290,273,,19146,47170,10337,5388,6445,8167,8425,1487,2538,77
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,421,0,0,95,0,0,49,0,,12375,12853,13939,2172,2547,5027,8426,4021,1076,4375,,331,369,2875,283,205,961,1121,1568,1968,10656
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,9,0,0,0,0,0,,502,433,3578,4223,3101,1621,1365,615,703,1047,,1240,1069,1218,465,185,1201,0,21,0,0
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,52,26,4,46,3,8,85,12,21,16
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,2,1,3,4,0,9,0,0,0,,132,46,422,99,338,14,47,61,30,146,,20517,37237,17925,19815,20027,15212,19561,12971,24870,21292
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",4,1,0,53,0,86,41,0,0,0,,11059,6871,8473,5091,4056,6743,4984,4688,6253,7360,,390,107,290,197,38,352,141,810,13,15
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",246,0,2,0,4,9,7,35,0,0,,51754,44981,48987,41357,37400,43340,43786,36807,29824,42797,,1681,983,1536,2132,3212,3941,3087,3173,2972,3599
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",1849,1240,1489,199,203,147,767,1067,0,0,,1653,2397,3676,4423,7393,11117,12470,11160,11031,28336,,6620,4397,3983,2669,1014,971,1474,10951,319,27252
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,2,44,0,0,48,14,51,0,0,,839,953,419,725,141,182,156,142,156,173,,833,609,521,1155,398,486,566,1161,381,881
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",13,0,0,1,0,0,0,4,0,0,,2935,2190,2387,2104,1650,1381,1602,1044,764,1050,,4852,3433,2955,1648,631,594,420,282,100,228
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",0,0,0,0,0,2,0,0,0,0,,9235,12537,9496,8361,14081,16684,14945,9616,10857,18327,,10340,8955,8653,5721,5336,6467,7649,4835,3959,170499
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",0,0,0,0,0,0,0,0,0,0,,408,48,44,106,107,65,148,18,518,25,,11360,9668,11146,15554,2737,1684,588,1052,1020,719
730120,"Angles, shapes and sections, of iron or steel, welded",171,207,220,390,396,151,100,3,0,0,,2165,2245,6603,1016,788,990,1274,379,967,584,,19975,19222,10269,9565,6969,3482,3866,5888,4007,2887
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",576,1034,442,394,298,178,152,195,83,0,,572,4509,21474,29616,9925,6534,14880,11127,5190,3027,,3839,8124,1745,2210,840,471,879,463,2598,1318
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",1,2,0,0,0,0,0,0,0,0,,1070,1568,1370,794,718,503,566,366,436,442,,1505,827,1520,1462,1719,1336,1702,1568,1067,1026
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,1,0,0,2,0,0,,68,8,194,88,44,21,33,76,23,52,,981,748,682,424,627,874,530,377,417,117
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,724,556,723,252,374,703,555,259,287,104,,24609,14871,9470,7474,4549,8501,6841,4612,3328,5557
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",9,4,18,0,1,0,6,2,0,0,,6012,2820,3722,1337,1457,1503,785,816,996,1118,,3021,4433,2379,3533,2577,2996,3758,5384,3895,3047
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",27,0,0,0,0,0,0,0,4,0,,52,53,666,304,159,69,29,123,7,2,,3410,3815,3871,2891,2907,1593,1905,3188,2218,1849
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,12,0,0,0,0,0,0,0,0,,1,0,0,9,7,1,0,1,0,0,,196,153,420,414,227,238,212,134,80,166
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,3,0,,0,0,0,0,0,34,26,1,0,3
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",16,0,0,0,0,0,0,9,0,0,,4862,6770,5397,3410,3115,1373,247,368,938,1045,,594,402,309,398,236,506,777,745,733,939
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,12,5,0,0,0,0,0,,184,123,211,66,3393,73,0,0,0,0,,0,0,257,140,51,4,0,0,0,0
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",1,0,0,9,1,29,0,0,0,0,,11,1,0,0,16,10,3,3,5,1,,1704,7828,11453,5783,4926,8511,2995,5312,8253,8117
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,5,5,0,0,0,2,0,,19,89,9,5,3,7,30,0,7,1,,4376,3206,1866,1840,2053,1751,1359,1395,920,1550
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",24,13,2,2,1,6,2,4,11,0,,378,355,301,267,252,721,390,449,313,332,,9289,5284,10077,5642,8246,5094,5040,4954,3667,4829
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,0,14,0,0,6,2,4,0,0,0,,232,134,160,100,198,87,72,91,19,17,,2539,989,1270,1055,920,1045,1923,1308,890,711
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,4,0,0,0,0,0,0,0,0,0,,12,1,12,18,7,34,3,56,2,20,,616,518,1023,612,473,339,736,334,291,446
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,10,0,16,0,0,0,0,0,,22,110,15,44,52,52,124,72,1,46,,226,122,257,1470,361,196,1446,813,256,350
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",27,91,0,0,4,11,1,2,0,0,,87,39,21,34,23,32,45,13,40,13,,2925,3236,2815,2739,3494,2400,2060,2081,1257,2079
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,13,0,0,1,0,0,2,1,0,,231,345,345,272,395,660,408,217,451,362,,1666,1948,2257,2075,2703,2427,4471,4011,3959,5059
611220,"Ski-suits, knitted or crocheted",24,22,27,63,0,0,0,0,0,0,,0,2,0,0,0,0,16,16,11,0,,28,55,135,128,2,23,6,16,12,35
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",3,2,0,0,0,0,0,5,16,0,,327,442,516,422,875,1018,580,876,923,1246,,1775,1960,2401,2545,2563,2818,5849,6161,3705,5444
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,0,0,0,,459,9242,1754,1550,1421,2208,410,224,306,645,,42,1515,1481,313,168,11,21,1153,36,1426
711029,Palladium in semi-manufactured forms,3,0,0,0,0,0,0,0,0,0,,2954,3907,3365,3259,2215,3018,1595,2959,3952,10364,,3781,2361,2638,1075,35317,674,1153,1262,4718,4230
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,0,0,0,0,0,0,0,0,0,,75,80,67,211,775,820,293,113,86,100,,11,14,0,0,0,0,332,254,78,340
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",1,2,5,2,9,0,0,0,0,0,,6760,6382,5272,3939,2678,2815,3248,3395,2081,2890,,22,53,32,8,12,3,7,8,0,0
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",2123,3118,4683,2398,233,67,67,102,61,0,,3657,3156,3437,2441,2500,2397,2448,2011,1781,2565,,10487,11466,10874,6673,3082,3881,4615,3324,2965,2413
630110,Electric blankets of all types of textile materials,15,5,1,0,0,0,0,0,5,0,,2779,965,498,595,641,906,1156,836,583,1010,,46,70,61,81,175,68,165,104,81,55
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,2,0,4,0,,0,5,3,77,86,53,28,38,56,43,,119,61,72,167,119,190,144,189,254,284
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",27,1,121,26,0,0,0,0,0,0,,2103,2177,744,628,669,488,262,106,143,306,,1168,1644,1471,1054,917,630,1591,1211,828,1350
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",34,4,41,6,1,0,0,1,8,0,,335,58,660,492,405,908,751,858,451,150,,2813,3194,3808,4095,3176,3050,2883,3218,3511,3779
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,0,2,20,0,1,0,0,0,,444,251,136,352,146,51,49,119,26,41,,116,300,246,364,484,149,222,122,84,37
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",7,33,223,46,8,1,0,0,0,0,,96,48,125,152,151,134,136,102,29,107,,3169,3433,1373,2169,1808,2891,6231,2444,1368,300
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",74,3,0,0,0,0,0,0,0,0,,13,10,37,22,25,31,6,1,1,0,,555,275,506,687,283,444,750,270,1138,1404
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,70,4,4,0,0,0,0,0,0
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,5,0,0,0,0,,44,97,7,6,12,9,0,0,0,0,,0,0,4,84,280,163,2,59,1,24
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",6,0,183,131,0,0,24,0,1,0,,21617,22051,22929,17337,24042,33081,38115,33524,24610,29617,,14,6,185,190,130,92,71,5,18,2
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,15,0,0,0,0,0,0,0,0,0,,190,265,613,191,64,272,321,664,740,1124,,21,2,0,0,0,0,25,19,7,2
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",0,7,2,0,0,0,0,0,1,0,,12561,12276,13022,16064,12821,15892,14414,14286,6405,5679,,305,146,291,162,169,242,395,310,172,137
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,4,3,0,0
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",0,5,0,0,0,3,0,0,7,0,,6974,7848,7579,7608,8430,6932,3453,4345,2616,4538,,94,251,37,202,1309,216,96,34,54,25
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,4307,7909,8095,2067,969,3942,4079,3679,2664,1257,,190,2,0,0,0,0,7,0,0,0
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,1363,910,552,340,228,78,246,72,96,152,,0,0,0,1,0,0,1,0,0,0
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,4686,3184,3436,3120,1912,446,986,1264,682,1193,,0,0,0,0,0,0,0,0,35,37
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,0,1,0,0,0,0,0,0,,5250,5732,4396,650,323,583,235,344,61,222,,29,1,8306,104,11,0,2,11,2,6
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,49,35,0,,85,19,94,148,30,13,65,26,11,21
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",2,0,4,0,0,0,0,0,0,0,,4646,5412,3946,2674,1849,1696,2740,1572,1785,2902,,126,299,656,304,90,307,167,329,145,102
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,16,0,0,1,0,0,0,0,0,,18,29,52,21,4,46,14,0,19,21,,63,93,11,2,1,0,25,7,4,4
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,441,424,253,271,2534,132,48,41,0,5,,2195,745,1327,255,3,21,16,18,12,3
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,0,0,0,0,0,0,0,0,,166,92,92,143,329,366,202,127,35,72,,748,887,796,262,428,325,59,72,14,71
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,126,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,20,0,0,0,0,0,0,,36,37,7,1145,1378,1180,801,223,185,0,,21,11,42,34,5,10,0,0,0,0
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,6826,5962,6203,6419,6072,6580,3139,1865,1816,2174,,87,30,75,7,3,3,68,27,9,78
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",92,56,52,2,46,50,46,0,0,0,,12645,14481,17080,7971,7828,7879,8891,9030,5969,5250,,4527,3099,2612,2266,2294,1823,2121,1515,766,929
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,1,0,0,0,0,0,0,0,0,,751,957,610,1113,712,1130,755,608,407,222,,174,124,81,60,27,22,12,49,8,29
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,45,63,572,12,0,0,0,0,0,0,,37205,47319,51863,43351,62716,78302,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,86677,109690,105845,62693,49712,30049,8151,2801,1599,1750,,20,4,0,0,0,0,8,20,8,17
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,4,0,0,0,,8445,9231,8924,7117,5835,6438,5536,4084,2554,3090,,0,0,0,0,0,0,9,136,0,0
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,1,0,2,1,0,0,0,0,0,,1141,1172,1663,1938,1700,1403,1168,833,578,871,,172,68,293,65,118,28,38,20,5,6
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,0,0,0,0,0,,66,0,34,43,13,0,0,0,0,0,,421,164,675,478,242,517,276,284,46,163
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,0,0,,1,4,11,4,0,1,4,6,18,14,,1229,1564,1168,1400,932,608,870,650,556,600
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,0,101,130,40,38,0,3,0,55,63,,14,11,0,0,0,0,21,27,4,16
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",5,5,29,2,0,0,0,2,1,0,,709,1353,1494,1366,947,737,912,904,465,677,,4714,5644,5957,5994,5567,6009,6602,6507,4536,5025
500720,Woven fabrics containing >= 85% silk or schappe by weight,2,10,10,0,211,2,1,0,1,0,,39,99,26,18,7,16,22,46,41,0,,9439,3736,5338,3624,2286,968,593,3450,854,1069
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,22,0,42,76,148,203,57,69,0,0,,0,0,0,0,0,0,0,0,0,0
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,4,0,0,0,0,0,0,0,,391,189,147,379,41,140,63,12,3,42,,698,350,438,216,175,220,271,468,370,163
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,1,0,0,0,1,0,0,,737,421,458,130,133,121,173,199,119,21,,327,17,97,102,8,26,45,89,20,38
470610,Pulp of cotton linters,0,0,1,0,0,0,0,0,0,0,,347,288,98,98,82,116,141,112,51,77,,249,1,16,0,90,1,29,190,48,170
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,89,122,0,0,,3068,2251,3775,2091,2393,3450,3466,5191,5174,11601,,99,124,2752,3597,689,373,1174,406,122,162
470730,"Recovered """"waste and scrap"""" paper or paperboard made mainly of mechanical pulp, e.g. newspapers, ...""",3,0,0,0,0,0,69,0,0,0,,118,0,0,83,0,1892,5873,1488,156,207,,4245,5566,5918,4651,6607,5819,10665,5266,4182,3349
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,4,239,0,326,99,0,118,0,4,29,,0,0,0,0,0,0,0,0,0,0
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,33,0,84,68,50,,0,0,2,0,0,0,0,0,0,0
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,2,5,5,0,0,0,,128,193,188,164,213,219,250,214,207,191,,0,0,9617,201,160,132,30,13,5,0
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,4304,3596,1565,962,150,187,133,0,98,57,,0,0,16,0,103,159,0,0,0,0
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,117,8,48,7,8,11,18,25,16,67,,0,19,0,0,0,0,31,16,0,0
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,301,577,210,305,61,64,125,88,22,9,,0,21,0,0,0,0,0,0,0,3
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",21,23,0,16,16,15,5,13,0,0,,916,847,924,1297,270,202,33,5,10,24,,2618,4107,3325,3528,2159,807,223,439,887,1074
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,22,36,165,56,1,7,14,4,0,43,,54,65,146,34,81,64,110,192,12,125
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,2,0,0,0,0,0,0,,4675,3826,3197,2644,2659,1703,804,118,87,67,,564,296,422,330,128,482,412,339,167,209
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,1129,4289,151,368,118,88,100,27,0,17,,17,34,0,0,0,72,78,58,19,24
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,0,,742,452,400,334,413,235,650,655,416,505,,964,723,662,473,315,179,157,232,106,132
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,563,738,1772,2258,1832,1427,1446,2915,644,7,,3,12,0,0,0,0,219,19,279,6
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",1,0,13,3,19,0,71,23,240,0,,13254,11361,10155,8753,6939,6461,4886,1697,920,140,,1222,713,1359,775,897,784,2225,1446,1455,274
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,1,0,33,0,0,0,0,0,0,,1119,1362,1171,1234,645,560,597,255,537,377,,95,28,122,200,51,39,57,23,12,37
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,42,0,,173,14,7,0,0,0,0,5,0,5,,13,2,52,74,12,3,0,0,159,101
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,49,1,4,0,0,0,0,0,0,,11538,11865,13551,14051,9031,6047,5799,3663,2726,4670,,4553,9087,6811,2783,1991,2439,4568,1419,358,689
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,112,190,451,98,47,65,5,0,20,5,,416,445,154,239,118,567,298,5,6,68
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,5,0,0,0,0,0,0,,8,34,1,29,23,23,321,112,13,4,,51,157,17,9,29,56,25,59,61,39
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2
530610,Single flax yarn,0,0,0,0,0,0,0,0,0,0,,22,45,43,139,13,10,8,15,11,0,,0,0,0,0,0,0,0,1,0,0
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,42,165,93,4,12,38,26,29,6,30,,4,26,78,16,58,56,1692,2,11,23
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,0,0,0,0,0,0,0,,130,99,98,95,94,14,25,9,12,28,,119,101,122,120,116,135,44,0,31,9
280512,Calcium,0,0,0,0,0,0,0,0,0,0,,36,8,7,2,0,9,0,5,4,12,,0,11,0,1,0,3,0,6,16,39
281212,Phosphorus oxychloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,441,349,272,3,0,,0,0,0,0,0,0,171,285,183,72
270900,"Petroleum oils and oils obtained from bituminous minerals, crude",3579,2,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,39879315,35538674,34326201,18204612,15060191,21405724,27968565,24224539,14385067,22675673
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or ...",0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
261590,"Niobium, tantalum or vanadium ores and concentrates",0,0,0,0,0,0,0,0,0,0,,219,191,256,170,147,199,158,31,60,34,,0,3,0,0,0,0,16,0,0,0
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",0,0,0,0,0,0,0,0,0,0,,34728,33284,42101,32555,30847,43613,62673,43484,31454,48091,,0,0,2,5,0,0,0,0,0,0
270111,"Anthracite, whether or not pulverised, non-agglomerated",74,0,0,0,0,0,12,0,0,0,,595,779,1065,364,467,532,797,654,697,539,,5951,3019,3908,2408,1439,2156,3191,1380,1569,2131
270220,Agglomerated lignite (excluding jet),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,0,0,0,19,0,8,1
