Product code,Product label,Viet Nam's imports from Australia-Value in 2012,Viet Nam's imports from Australia-Value in 2013,Viet Nam's imports from Australia-Value in 2014,Viet Nam's imports from Australia-Value in 2015,Viet Nam's imports from Australia-Value in 2016,Viet Nam's imports from Australia-Value in 2017,Viet Nam's imports from Australia-Value in 2018,Viet Nam's imports from Australia-Value in 2019,Viet Nam's imports from Australia-Value in 2020,Viet Nam's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
854232,Electronic integrated circuits as memories,10,33,65,0,8,4,1,3,0,,,3177,3249,3479,8456,3682,3256,2413,6230,4361,3926,,6590,36148,163057,271005,60141,105308,239639,585499,2078653,11277300
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",59,18,36,36,35,34,202,109,453,,,9698,8188,12767,17419,17648,8993,12922,19582,15017,14670,,5424177,8082158,8174381,9101142,10810658,13812327,15956451,18170636,20975941,9832117
854290,"Parts of electronic integrated circuits, n.e.s.",0,0,7,3,0,0,3,0,94,,,21124,20149,19090,16660,18625,32161,41614,28691,18216,24549,,259436,270046,268265,353119,471065,485185,733076,757109,1148125,672259
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",9,0,1,1,0,0,2,9,0,,,1342,601,651,334,418,550,412,454,469,470,,3127,9452,4189,5542,4182,6069,5965,7337,9115,5023
854520,Carbon brushes for electrical purposes,1,23,0,0,1,3,6,24,110,,,1401,1557,1049,719,673,781,801,999,797,1108,,10267,9439,8943,7640,8851,9529,9836,11541,13319,14376
854690,Electrical insulators (excluding those of glass or ceramics and insulating fittings),1,0,1,0,1,0,0,9,1,,,14920,3045,923,539,900,1393,1267,1962,1065,2320,,12532,15380,20482,20151,22322,26172,22622,20032,20119,17461
860310,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source ...",0,0,0,0,0,0,0,0,0,,,0,0,1244,3,410,22,7,35,8,0,,68,0,2702,0,0,26238,12447,6909,7349,29555
860630,Railway or tramway self-discharging goods vans and wagons (excluding tank wagons and the like ...,0,0,0,0,0,0,0,0,0,,,264,165,493,1035,0,0,0,0,0,0,,45,63,15,845,29,91,0,1140,10,26
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",0,0,0,0,0,0,0,0,0,,,0,0,14,148,0,0,0,0,0,0,,3,11,0,2,132,227,2650,190,1121,558
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",0,0,0,0,0,0,0,0,0,,,50,423,827,947,1834,206,1815,1281,307,261,,2638,5438,8059,6111,7556,5390,1441,2106,694,75
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,315,105,,,562945,615114,436025,354789,197838,128970,65002,73720,57577,73846,,17652,34504,89641,139437,195449,46200,38033,85791,61026,131272
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,,,1710,2900,4329,7532,8529,6887,3693,10591,4144,2891,,11859,9640,6128,7057,32004,109554,259979,317199,221345,430659
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,,,12836,11235,9559,5067,7034,6974,2497,1921,5814,7157,,7337,18083,25999,40479,54492,34227,26789,25145,13828,59691
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",1,0,1,3,8,81,30,40,14,,,13387,7965,6228,3075,3732,4224,13956,12321,20439,21559,,14137,17070,18960,26234,34426,30596,45230,51499,50125,46345
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",1,2,4,5,5,13,12,6,3,,,20336,6879,4609,6534,2405,1467,3515,2895,4395,4216,,27574,40908,49398,64738,72313,64610,84336,110720,107271,121415
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",7,4,6,88,11,23,32,123,68,,,317140,277918,292655,272426,262815,300882,274587,275049,262931,347506,,113850,106306,157277,238409,308042,277179,331047,357457,318853,1061105
871500,"Baby carriages and parts thereof, n.e.s.",0,0,0,0,0,0,3,2,0,,,1372,1579,2155,1307,2161,1057,2034,1493,1023,1519,,881,1182,1311,2178,2773,3452,3293,3699,4662,24761
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",0,1,9,2,2,1,6,0,2,,,16427,18173,16332,11746,12130,14594,16633,14735,15182,25482,,6795,6903,17855,34466,24545,19309,20914,24995,23347,55732
900130,Contact lenses,0,0,0,24,7,12,19,20,8,,,14556,9576,10173,11190,12882,14514,20940,30693,31047,37149,,1179,1725,1301,4059,6446,2927,1574,2490,1928,1905
900510,Binoculars,0,0,0,0,0,0,0,0,4,,,1045,4891,4578,1493,4059,1042,1525,1122,1022,2615,,2234,1328,3300,1999,3798,2466,1944,1371,1947,886
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,69,0,0,0,0,0,1,0,0,,,2608,3099,4845,4850,2324,2984,1445,1048,1024,1480,,1690,1415,724,753,765,397,165,1464,1837,688
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",0,3,0,0,0,0,0,0,0,,,5443,6926,13662,9346,11829,7215,9913,19629,13144,14503,,32484,24051,45394,12766,381218,2138995,2979300,1567929,796111,3089305
901410,Direction finding compasses,5,50,4,7,4,4,4,30,12,,,999,891,956,719,999,1688,1914,3481,3586,10136,,3627,3851,4829,4113,6008,3223,1556,1853,2006,1069
902110,Orthopaedic or fracture appliances,0,21,0,0,1,6,3,0,342,,,6616,6487,10381,7988,10114,11598,14305,13879,18599,15097,,13518,16280,18892,23526,33782,53031,41931,45149,45852,32199
902129,Dental fittings (excl. artificial teeth),170,219,226,209,211,303,421,368,399,,,3615,6194,7646,6996,7722,8339,8913,10268,13870,12093,,3016,2760,3470,4069,4796,8035,15467,21204,14722,15289
902511,"Thermometers, liquid-filled, for direct reading, not combined with other instruments",0,0,0,0,0,0,0,0,3,,,78,73,359,145,196,94,67,123,78,79,,648,760,817,901,1350,1048,771,1140,1651,1193
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,204,158,47,1405,39,62,114,28,21,,,8965,12309,8933,13342,7543,7500,10743,19153,12612,7564,,23464,25543,26781,31134,28942,31949,45096,53902,62378,51205
902710,Gas or smoke analysis apparatus,710,269,2516,1427,1108,776,1064,905,759,,,17873,20674,17283,17769,16544,17338,20555,19303,10630,11793,,29924,21743,20666,17972,20241,24703,30787,34898,30625,28299
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",0,0,0,10,3,0,0,3,3,,,2504,1560,1133,919,4274,1355,2440,2639,2425,4355,,8366,7267,6412,15155,51573,40808,51903,82497,84174,68928
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",27,86,266,92,22,55,229,25,32,,,2911,7629,9695,4721,4698,2604,3268,4201,2473,3909,,23699,18809,34464,31566,30766,48700,33783,52816,69528,29797
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",7,0,122,4,0,50,4,0,0,,,18803,19440,19243,18069,23762,14208,15445,14334,19868,24832,,8210,21487,18839,21955,23292,19243,32149,42716,39768,61509
910191,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,,,246,377,651,3102,645,407,241,47,177,675,,0,0,0,136,88,67,39,44,19,107
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,0,0,0,0,0,0,0,1,,,1805,1707,1423,3148,2107,2358,1879,1202,1455,1610,,580,688,459,823,1093,714,1390,4187,7731,1582
911012,"Incomplete watch movements, assembled",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,7,0,0,0,0,,3,31,0,6,18,9,13,4,3,7
911490,"Clock or watch parts, n.e.s.",9,0,0,0,0,0,0,4,1,,,1057,911,1083,2077,1018,2286,1204,833,476,1232,,206,4524,2468,5472,2625,2911,3684,1437,491,4630
920930,Musical instrument strings,0,0,0,6,0,0,1,0,0,,,195,165,151,369,217,461,335,424,381,364,,163,115,107,125,176,130,284,572,601,440
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",0,0,0,0,0,0,0,0,0,,,5643,26218,6310,29177,22611,10207,8789,4334,4591,5127,,0,0,0,0,0,0,0,2,348,177
940340,Wooden furniture for kitchens (excluding seats),1,0,0,1,0,0,10,48,0,,,612,632,1049,1327,1115,1493,1182,2033,1148,830,,1905,2269,4574,2056,3281,3475,5102,4657,4870,4830
940350,Wooden furniture for bedrooms (excluding seats),2,0,0,1,6,17,16,11,7,,,1314,1195,1758,2030,1642,2315,1797,2477,1454,1365,,3210,3933,9304,9319,9097,9162,7829,12125,6601,22910
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",2,0,2,0,0,0,0,0,0,,,1301,2141,2470,2568,2900,7147,9560,8456,5961,6217,,2244,2080,2478,2897,3829,6478,11388,13990,10623,33062
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,79,57,19,59,66,104,122,393,262,,,8102,8453,8435,7767,8736,8434,11727,11727,10567,14840,,24495,35499,43844,48523,63549,72332,90811,102602,101329,259416
940560,"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source",0,0,0,67,23,6,2,2,9,,,6098,4570,3042,7841,4985,8283,6654,5475,2403,5841,,1611,1859,2439,2942,3971,4044,3908,4632,2945,32271
950510,"Christmas articles (excluding candles and electric lighting sets, natural Christmas trees and ...",0,0,0,0,1,0,0,0,0,,,505,697,553,402,703,1105,1778,1285,1572,1028,,103,106,98,103,233,175,335,322,311,11317
950632,Golf balls,0,0,0,0,0,0,1,0,0,,,1116,577,900,688,757,480,1478,1963,2414,1968,,733,950,1218,1304,1311,1642,1324,2222,1846,1127
950659,"Badminton and similar rackets, whether or not strung (other than tennis rackets and table-tennis ...",0,0,0,2,2,0,0,0,0,,,56,67,136,196,86,41,16,45,7,41,,1544,1905,2390,2501,1872,1452,2132,2432,5097,22043
950662,Inflatable balls,0,0,3,2,1,2,2,4,8,,,717,438,284,463,176,312,221,356,254,359,,1291,1642,1331,555,390,565,1436,3286,2152,6012
950669,"Balls (excluding inflatable, tennis balls, golf balls, and table-tennis balls)",0,5,5,10,14,5,1,1,5,,,3700,3225,3128,3571,3507,4336,4005,3536,1543,3838,,99,180,641,168,268,830,327,491,411,2764
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,134,21,38,27,152,15,12,13,28,,,18568,22137,21995,24615,21530,23205,29126,27812,31084,38353,,7489,11596,21895,17563,54012,66931,30136,28967,32144,77531
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,0,0,0,0,0,0,0,,,2,958,9,0,0,0,0,52,41,4,,0,0,0,0,0,3,0,0,3,11
960390,Mops and leather dusters; prepared knots and tufts for broom or brush making; squeegees of ...,2,0,6,2,2,0,0,0,0,,,4660,4241,3532,3565,3142,3499,3892,3191,3845,5351,,8232,7533,8766,10601,14400,20048,25089,26724,26299,63246
960711,Slide fasteners fitted with chain scoops of base metal,0,0,0,1,0,0,0,0,0,,,568,1006,656,273,315,463,423,439,546,918,,24697,32590,44584,45679,49684,46818,50189,51033,38512,52829
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",0,0,0,0,0,0,1,0,0,,,314,394,259,408,661,513,716,1032,614,276,,4810,7361,7534,8355,9890,13378,12432,14214,11820,8258
961000,"Slates and boards, with writing or drawing surfaces, whether or not framed",1,3,1,2,7,1,0,1,0,,,490,476,544,529,184,466,291,495,315,255,,279,319,304,299,307,429,326,439,697,6241
961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",0,0,0,0,0,0,0,0,0,,,9,0,73,6,1,0,31,4,0,0,,6,0,2,23,21,13,14,30,75,1679
999999,Commodities not elsewhere specified,11,1,0,18,61,1,566,536,542,,,10044824,8777678,8032952,7321442,7391488,8467782,7940698,7904342,8017722,11432602,,352212,656875,742157,766409,205930,290383,3258629,3600566,2139161,3659028
10129,Live horses (excluding pure-bred for breeding),0,0,0,0,212,682,0,0,0,,,6993,7003,7421,2817,10302,13036,10516,9345,16039,6662,,0,0,0,250,900,731,13,165,23,2
10229,Live cattle (excluding pure-bred for breeding),1754,45970,211312,390196,263439,233068,281232,404510,452953,,,390808,501329,910835,870262,978019,767039,946665,1039483,931978,831455,,7493,59723,242376,433251,330062,284521,330352,553030,634926,304361
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,26,0,0,,22,123,282,205,982,234,401,973,1241,879
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,50
10619,"Live mammals (excluding primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...",0,0,0,0,0,1,1,1,0,,,2351,1903,1314,2719,1315,1502,2303,1872,709,396,,1550,1312,739,1024,1015,1568,917,1038,264,167
20130,"Fresh or chilled bovine meat, boneless",3743,4791,5861,7135,8743,10173,11978,16221,19936,,,1921467,1891428,2273194,2451140,2201799,2223558,2492495,2630413,2669019,2892798,,4871,6402,7737,9195,10818,13159,14433,19612,21477,20327
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,13,22,169,9,116,283,,,6027,3991,7900,6340,5948,8692,10136,8809,11306,12949,,1884,1857,463,1187,967,783,586,1378,17506,47666
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",273,277,348,258,224,331,465,552,280,,,353441,390211,443252,409501,398503,429216,493262,522994,547385,692770,,287,281,348,258,224,331,497,552,284,128
20443,Frozen boneless cuts of sheep,541,575,609,645,709,588,1324,1232,546,,,242409,277985,384186,339963,323058,440236,454425,403083,403969,470575,,627,641,751,842,921,837,1612,1387,703,649
20649,"Edible offal of swine, frozen (excluding livers)",306,307,616,857,1600,1116,1501,2559,5782,,,7275,8885,13456,6287,6939,6455,7891,6689,9987,12273,,1215,1103,4757,10348,24199,25768,41141,78288,100856,134878
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,2,0,,,434,779,440,455,700,532,579,213,596,989,,0,0,0,0,0,1,0,2,0,
20724,"Fresh or chilled turkeys of the species domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,,,0,0,0,2,4,0,2,14,0,5,,0,0,0,0,21,7,29,0,0,7
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,18,19,,,105,74,177,221,233,200,253,139,12,33,,374,713,689,1268,1018,1086,1760,3057,5474,1138
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,51
20760,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,,,3,24,0,63,254,182,273,229,130,305,,0,0,0,0,0,0,0,3,0,
20840,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises (mammals of ...",0,0,0,0,0,0,0,0,0,,,266,3,123,13,0,0,0,0,0,0,,47,71,0,15,0,0,0,0,0,
20850,"Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles""""""""",0,0,0,0,0,0,0,0,0,,,414,122,249,170,167,100,185,163,241,147,,5,6,5,15,0,0,0,0,0,
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",0,11,0,0,0,0,0,0,0,,,107,245,143,107,48,265,467,19,11,0,,1942,1721,1872,1884,2184,2407,3367,2358,1939,10592
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",3,2,5,2,9,23,57,5,0,,,1668,1742,2156,2388,1120,926,980,904,1280,4148,,10,2,9,681,1506,637,1302,1065,2503,1734
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,,,3425,1987,93,906,475,320,4662,2,213,17,,11,0,0,0,102,9,10,57,3,39
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,1,0,0,
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,,,4604,3103,4123,4287,5678,5989,3671,2895,1830,2543,,0,0,0,0,0,0,0,0,0,315
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,6609,3402,3210,1739,2336,,0,0,0,0,0,0,394,646,56,
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,37,0,0,0,0,0,142,0,0,
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,24,0,0,0,0,3,,0,0,0,0,0,0,0,0,63,
30289,"Fresh or chilled fish, n.e.s.",0,0,0,0,0,12,14,0,0,,,3413,1232,2583,4984,9894,3711,5646,4841,1989,3089,,71,56,318,720,887,1254,1619,5371,11170,18766
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,32,25,44,1,25,25,2,,,685,68,290,425,533,535,703,755,526,4103,,14261,13802,24814,23119,22192,35708,53159,34403,25962,11997
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,,,615,102,76,300,817,990,335,642,654,1014,,17057,15589,17752,15084,17304,28718,22176,18548,6962,72
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,,,0,0,0,14,58,23,33,33,22,271,,680,33,746,482,556,435,18778,12354,9263,147
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,1,0,7,0,,,130220,101891,115017,78973,83979,84071,90315,95141,55379,67535,,0,0,0,0,0,1,0,7,0,
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,,,4,19,14,5,56,91,89,16,84,0,,13656,11045,14641,17731,20701,29615,42303,43978,41728,3585
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,3,2,0,0,0,0,0,,252,0,0,0,0,0,0,0,0,
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,14,14,,,0,5,0,35,3,6,1,8,13,8,,1594,628,9353,15765,4076,4650,4257,2322,2194,1195
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,4,,0,0,0,1,18,25,95,83,8,
30499,Frozen fish meat n.e.s. (excluding fillets),88,188,0,0,0,77,215,62,39,,,1363,2054,1307,1722,3338,1207,1590,1268,1427,3026,,33016,15953,16493,13061,19660,19642,30637,19478,14857,21440
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,2,2,0,25,20,15,0,0,,,12,35,302,39,44,64,68,51,106,28,,1,335,2,0,25,20,27,0,0,44
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,453,288
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,,,2,0,0,0,0,0,0,0,0,0,,1076,7130,20,564,0,0,0,0,0,
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,527473,570364,526907,327021,239748,,0,0,0,0,0,0,1802,7297,29485,37395
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,122,3,0,,0,0,0,0,0,0,1,83,134,48
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,1,,,1308,1439,1413,994,1185,1042,1928,1300,1468,1936,,5,1,1,6,0,0,36,1,1,
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,,,182,107,29,0,169,126,51,14,140,14,,246,2,0,1,32,139,249,807,543,188
40510,Butter (excluding dehydrated butter and ghee),150,149,4,0,67,79,88,87,17,,,151159,169190,157692,87241,74235,59229,61884,61521,54619,93671,,9579,11822,11320,10345,12849,24580,25563,22867,15900,17146
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,60,42,0,0,0,,412,703,1243,1301,1564,1356,2112,1388,2044,2187
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,,,73,0,0,0,9,12,0,0,185,94,,294,9,1,0,66,0,0,0,10,
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,0,0,0,,14206,14038,2704,5740,441,229,79,129,611,73
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",0,0,0,0,0,0,0,0,0,,,591,503,593,695,658,650,360,378,386,321,,24,26,33,26,48,38,260,314,309,607
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,,,222,344,203,205,305,226,230,190,329,262,,5722,6995,14401,24335,31503,27090,31204,38960,48456,273933
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,2,,,1002,1295,1587,2794,4488,5341,5882,6784,6141,6665,,5,2,0,0,0,44,5,97,81,3743
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,1,,,273,407,509,395,359,381,363,373,326,338,,401,546,853,1418,923,0,96,799,1005,503
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,,,713,933,1858,1226,1221,993,1009,1142,1573,1384,,20,33,144,72,80,1004,4218,812,874,6008
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,11,,,712,2867,673,223,191,387,260,255,121,84,,2134,2111,2521,1750,1117,778,1799,1426,2486,1760
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",1,0,0,320,991,1192,1706,2899,3144,,,160749,177012,185203,158948,120425,146850,132402,179470,213076,215798,,61,73,79,426,1098,1282,2297,4258,3177,3035
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,4,0,0,0,0,,,1031,1182,1802,1146,881,2033,737,1108,1029,1795,,752,175,204,129,1723,397,54,661,243,10947
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,,,13,40,107,29,11,7,0,12,0,25,,115,108,87,185,162,177,195,302,1225,7149
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,637,774,733,1197,723,,0,0,0,0,0,0,0,0,0,
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,,,19,17,9,3,0,1,0,2,0,1,,0,0,0,0,0,0,0,0,0,
81010,Fresh strawberries,8,23,21,0,0,0,0,0,0,,,5668,8281,11712,19285,24430,24237,20860,25571,19416,18935,,141,119,274,268,1029,2184,3416,6048,6325,12813
81050,Fresh kiwifruit,97,113,170,0,0,0,0,0,0,,,3632,1137,2329,1888,3115,2552,2634,1628,2144,2382,,1935,1952,3354,5878,7630,10329,13340,15053,16396,18999
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,,,30,39,128,136,15,34,32,186,706,130,,82,73,128,0,86,75,25,17,5,19
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,34,58,125,192,150,66,68,35,23,12,,1151,1165,955,701,1399,1648,1003,1124,1376,3892
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,,,19,14,10,3,65,43,21,51,57,63,,3,0,1,8,7,3,6,12,0,1
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,37,39,10,148,201,88,181,159,148,187,,2786,3695,4435,6652,5058,3765,4307,5554,6757,28726
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,,,112,78,60,260,235,643,901,946,2133,2308,,35,65,95,236,300,1002,471,698,365,988
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,1,0,0,0,0,,,1872,2313,785,1386,890,618,502,374,1451,1210,,0,0,0,0,1,0,0,0,0,14
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,4,5,10,0,72,57,0,0,,,214,243,445,556,500,1037,330,404,710,3715,,113,9,6,16,5,93,490,313,98,3834
110429,"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled, ...",0,0,0,0,0,0,0,0,5,,,1006,1720,2244,1484,1677,2181,1448,780,591,273,,3,0,25,16,10,77,332,183,196,529
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,1,0,0,0,0,0,,,479,9,61,291,410,52,151,131,120,128,,1,0,1,1,1,0,0,22,5,2
120300,Copra,0,0,0,0,0,0,0,0,0,,,31,14,0,0,0,0,0,0,0,0,,27,0,0,0,96,0,0,0,1,
120400,"Linseed, whether or not broken",0,0,0,0,2,0,2,0,0,,,30,81,39,30,24,47,99,131,102,299,,17,3,9,2,12,158,12,30,60,61
120740,"Sesamum seeds, whether or not broken",0,0,0,0,0,0,0,0,0,,,69,276,52,353,147,148,94,100,95,263,,6372,9269,24348,33770,32242,35628,48113,58810,65000,81244
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",0,0,0,0,0,0,0,0,0,,,1602,1211,1336,682,1010,1159,1238,1185,770,875,,338,530,338,257,381,580,625,242,252,2106
130231,"Agar-agar, whether or not modified",0,0,0,0,0,0,0,0,0,,,9,20,15,31,19,89,24,9,20,3,,1097,609,100,983,602,454,838,2325,3042,438
140110,Bamboos,0,0,0,0,0,0,0,0,0,,,0,5,2,12,0,4,0,4,3,3,,676,950,695,733,663,783,785,641,397,9169
