Product code,Product label,"Taipei, Chinese's imports from Russian Federation-Value in 2012","Taipei, Chinese's imports from Russian Federation-Value in 2013","Taipei, Chinese's imports from Russian Federation-Value in 2014","Taipei, Chinese's imports from Russian Federation-Value in 2015","Taipei, Chinese's imports from Russian Federation-Value in 2016","Taipei, Chinese's imports from Russian Federation-Value in 2017","Taipei, Chinese's imports from Russian Federation-Value in 2018","Taipei, Chinese's imports from Russian Federation-Value in 2019","Taipei, Chinese's imports from Russian Federation-Value in 2020","Taipei, Chinese's imports from Russian Federation-Value in 2021",Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
640510,"Footwear with uppers of leather or composition leather (excluding with outer soles of rubber, ...",0,0,0,0,0,0,0,0,0,0,,1309,2011,3632,2914,3734,8504,3010,3058,3407,2956,,381,314,300,470,402,381,350,350,308,183
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",0,0,0,0,0,0,0,0,0,0,,4034,6903,7365,5208,4982,6619,7813,10351,10302,14352,,0,371,8264,9373,10153,11892,16117,15592,16839,22112
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",2,0,0,0,0,0,0,0,0,0,,180,572,160,321,476,498,417,543,602,1147,,4135,3251,4451,6586,4049,3466,3677,4073,3108,3256
680410,"Millstones and grindstones, without frameworks, for milling, grinding or pulping",0,0,0,0,0,0,0,0,0,0,,110,81,84,296,351,920,868,647,359,807,,2832,2092,1843,1614,1535,7287,5117,3393,2579,2451
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",0,0,0,0,0,0,0,0,0,0,,370,344,553,459,396,549,636,676,795,1064,,10276,10449,9614,8466,8301,7669,7905,7292,6725,7274
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",7,0,8,7,6,0,0,0,0,0,,49998,49285,51144,55277,54588,74988,117030,97062,95253,123509,,19393,17209,19092,21690,20284,22198,26195,23490,25074,35911
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",0,0,0,0,0,0,0,0,0,0,,7696,17347,10914,5705,4612,9092,7654,8533,9378,7164,,3011,2432,1237,228,405,407,382,431,592,963
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,340,552,352,439,177,185,277,294,527,628,,27503,27983,30741,28885,21880,20708,22091,25351,23945,35027
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,0,0,0,0,0,0,0,0,,5051,5515,2220,4355,5301,0,0,0,0,0,,700,437,423,420,168,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,882,1857,2075,1916,2332,0,0,0,0,0,,1588,543,654,721,812,0,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",0,0,0,0,0,0,0,0,0,0,,1486,1496,1691,3214,2381,0,0,0,0,0,,8200,7922,7840,7354,6503,62,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,0,0,0,0,0,,695,616,633,743,1053,708,381,425,1093,1548,,4496,4262,4788,4600,4167,4801,5602,5486,9356,7999
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",0,0,0,0,0,0,0,0,0,0,,718,423,318,331,388,450,677,201,313,484,,347,323,1417,1094,672,551,1812,2226,1091,541
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,16,0,0,11,0,18,,0,8,0,0,0,0,0,0,61,297
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,0,128,439,72,92,0,0,106,289,,3,1,0,0,0,0,0,0,0,0
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",109,0,0,0,0,0,357,0,0,0,,73377,89340,80979,4868,3202,1906,380,135,633,2741,,11084,21786,25845,17540,12182,9909,7919,4483,3338,4341
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",25,53,0,12,102,264,150,0,0,0,,118,48,347,483,77,22,22,3,3,91,,22123,26451,29402,19591,15922,15225,12389,10219,8438,10932
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,0,0,0,,2,28,120,120,51,1,7,2,4,4,,10,9,17,1,6,5,9,24,24,13
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",0,0,0,0,0,0,0,0,0,0,,144,342,293,140,91,105,72,182,146,150,,2307,2211,1816,1331,1240,1636,2327,7795,5349,2217
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,0,0,0,0,0,0,0,0,0,,652,846,1801,1191,1396,748,830,686,466,1052,,2182,2972,6870,6386,12748,15022,18168,21851,18548,19490
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,52411,60257,919,397,371,165,711,180,8245,8649,,76,0,6,4,7,15,0,27,2,66
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,0,0,0,0,0,0,,184,155,229,59,106,23,32,268,110,96,,17474,14970,11643,9220,7977,8914,7347,6332,6512,8351
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,0,62,0,11,58,133,108,68,57,161,,1484,1308,1805,1427,1379,1744,885,1327,1005,1485
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,0,0,0,0,0,0,0,0,0,,56,44,172,82,58,235,411,296,550,588,,623,642,722,768,528,431,566,1130,939,818
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",0,0,0,0,0,0,0,0,0,0,,2645,1993,711,657,1495,1515,904,1137,667,1271,,3579,3929,4308,4376,4543,4345,3876,3446,3992,4554
400811,"Plates, sheets and strip of cellular rubber",0,0,0,0,0,0,0,0,0,0,,4448,4074,3721,2840,3575,9957,6377,7180,6715,7093,,1051,1280,1529,1899,1965,2700,3203,3620,5908,7962
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,9865,9956,6041,4585,4626,4768,5333,6154,6661,8029,,2503,2111,2822,2375,5030,4713,4018,2732,2878,3668
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",0,0,0,0,0,0,0,0,0,0,,1002,875,879,901,712,740,2653,5190,5274,6262,,395,598,695,655,893,1644,1900,1819,1490,1882
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,668,247,228,19,226,244,1867,2181,1986,1232,,3969,3113,3747,4130,3207,2255,2770,1565,2290,2761
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,18,11,49,39,55,49,62,91,98,94,,38,21,40,42,3,13,30,184,80,247
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,1,0,,0,0,0,0,0,0,0,2,0,0
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,0,0,0,0,0,0,0,0,0,,120,110,11,3,10,38,59,362,863,643,,0,0,0,0,0,0,11,0,8,5
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1654,474,1723,1288,2796,,0,0,0,0,0,87,73,113,214,22
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,142,153,299,930
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,520,1330,1596,1309,1455,1309,1691,1978,2407,3271,,672,827,578,639,504,338,287,300,246,277
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,47,578,748,496,409,388,,0,0,0,0,0,0,7,50,56,0
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,261,523,228,327,248,12,0,0,,74709,87241,86121,55080,80415,96642,119803,115147,77336,100984,,917,510,871,1605,948,4083,7079,9119,11138,7910
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,653,0,0,0,0,0,0,0,,0,0,29,13,9,24,11,8,9,102,,41651,45918,35080,35793,644,10066,204,47,155,400
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,22,55,9,37,,0,0,0,0,0,114,271,451,705,530
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,0,0,0,0,,327,59,22,89,106,54,83,52,32,25,,1159,1002,1465,636,797,693,641,545,230,127
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",0,0,0,0,0,0,0,0,0,0,,21518,31103,29964,27975,49222,86251,105545,113114,108100,170131,,17113,15275,17145,14416,12897,12774,12816,11611,12927,19514
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,73,119,204,173,440,,0,0,0,0,0,7491,7763,8172,8088,8385
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,23,7748,11889,10905,11323,14447,,0,0,0,0,0,12008,12725,11840,14481,14716
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",0,0,0,0,0,0,10,0,0,0,,477,571,526,771,577,760,990,962,702,1124,,1568,1788,1398,1973,2171,2754,3505,3523,2556,3073
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,273,365,554,455,700,,0,0,0,0,0,4019,5125,6336,7315,10681
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,64,14,52,30,32,42,27,43,24,18,,24,20,82,112,226,213,173,168,200,252
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,837,857,1729,3365,0,76,2,,1,2,0,0,0,0,0,0,0,0
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",2339,236,0,117,0,0,0,150,14,0,,468035,544990,652771,672717,670288,700012,921694,609988,701550,862436,,153440,158350,165297,159501,139187,150348,182889,150754,114262,105154
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,0,0,0,0,0,0,0,0,,82,180,256,180,241,833,619,578,1144,2198,,741,336,610,562,495,765,572,2749,2216,1104
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",0,0,0,0,0,0,0,0,0,0,,15645,14620,5782,3890,5120,6369,7867,9327,8200,8780,,2061,1650,1607,740,845,666,202,217,371,917
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",0,0,0,0,0,0,0,0,0,0,,7679,10086,13665,7873,6554,5841,6966,9343,8040,12629,,19457,13407,14543,13326,11034,11703,17797,21804,23738,38601
760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",0,0,0,0,0,0,0,0,0,0,,1010,911,900,976,813,347,176,121,77,342,,49778,53734,45037,35630,33293,37550,41576,33203,30058,43017
761090,"Structures and parts of structures, of aluminium, n.e.s., and plates, rods, profiles, tubes ...",0,0,0,22,0,0,0,0,0,0,,17168,19305,14844,14450,18414,14794,14429,16595,16565,35562,,18434,17353,14130,17183,20249,14759,23235,29768,31431,34674
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",0,0,0,0,0,0,0,0,0,0,,5126,4177,3867,3920,3812,3749,6742,4908,4530,7347,,15222,14534,16656,13596,15748,14035,14623,18659,22987,31615
820580,Anvils; portable forges; hand-operated or pedal-operated grinding wheels with frameworks,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,41,44,0,0,0,0,0,0,0,0
820600,"Sets of two or more tools of heading 8202 to 8205, put up in sets for retail sale",0,0,0,0,0,0,0,0,0,0,,5811,9209,6931,4975,6625,6986,7173,6159,6789,8020,,1272,1212,1537,1809,1680,2335,2748,3458,4157,6512
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",0,0,0,0,0,0,0,0,0,0,,10438,10708,8313,5501,5936,6098,6036,6150,6345,9892,,27,7,37,56,107,91,28,639,13,146
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",0,0,0,0,0,0,0,0,0,0,,1092,1033,961,770,855,773,1126,758,954,1238,,599,891,1236,1937,2108,2522,3061,2968,4423,5223
821210,Non-electric razors of base metal,207,219,193,186,71,8,0,0,0,0,,26275,26196,27241,20732,17529,42542,26502,22195,21464,23800,,9715,9683,9580,9819,9801,9710,10653,10089,11216,11395
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",0,0,0,0,0,0,0,0,0,0,,136,217,311,290,327,466,578,605,602,804,,976,958,937,902,931,875,983,866,720,915
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),0,0,0,0,0,0,0,0,0,0,,16754,18568,16107,11339,11636,17544,13846,15787,13455,16073,,9336,11810,13430,12101,13761,15860,15875,17758,20850,20721
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,0,0,0,0,0,0,,61408,74316,62370,48692,38439,42571,51962,55042,59112,110671,,2722,2464,2181,2803,754,3747,2664,924,4350,5444
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",0,0,0,0,0,0,0,0,0,0,,661,572,4417,654,907,789,365,588,441,3998,,251,508,1860,814,938,1097,1813,598,1382,7436
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,20816,13828,8752,4791,945,22627,71688,40096,13765,62547,,13,32,66,39,4,7,11,78,49,94
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,214,337,319,847,380,728,2530,1499,1195,8605,,341,228,300,241,189,355,451,110,186,150
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",0,0,0,0,0,0,0,0,0,0,,4143,4521,4272,9326,9399,14109,9342,7819,9734,11244,,59,54,20,290,388,73,154,42,47,179
731700,"Nails, tacks, drawing pins, corrugated nails, staples and similar articles of iron or steel, ...",0,0,0,0,0,0,0,0,0,0,,23501,22555,26698,24725,15420,15927,15784,13497,16870,25186,,12792,6508,4715,4760,4749,5231,6895,5990,6372,6517
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",0,0,0,0,0,0,0,0,0,0,,4694,6135,6201,4916,5311,7807,7832,7834,8367,12385,,2711,1821,1415,2951,1680,1504,2194,1554,2474,3471
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",0,0,0,0,0,0,0,0,0,0,,42,59,113,78,150,195,221,251,240,291,,1161,622,563,625,413,599,553,615,598,656
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,0,0,0,0,0,0,0,0,,136,197,874,85,48,38,35,39,71,151,,2294,1233,2479,1805,3004,1414,2749,526,255,2394
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",0,0,0,0,0,0,0,0,0,0,,14,58,114,29,113,94,286,118,303,762,,1221,1738,2382,5192,11491,5667,3458,8776,18686,6314
732510,"Articles of non-malleable cast iron, n.e.s.",0,0,0,0,0,0,0,0,0,0,,9385,8007,7246,4948,5586,7584,7154,8699,8412,15004,,3862,3084,2979,2604,3304,4476,4388,5026,5193,7818
740710,"Bars, rods and profiles, of refined copper, n.e.s.",0,0,0,0,0,0,0,0,0,0,,18399,34656,23050,11535,9119,7561,7154,5701,4912,15130,,70795,55308,36451,35824,30191,46872,71625,66464,79037,122708
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,4849,5189,3177,2023,2686,3087,3717,2911,2264,4408,,14921,10787,13349,13128,12416,21088,19102,16802,16828,33956
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",450,0,0,0,0,0,0,0,0,0,,11892,12993,2355,796,1174,1005,1222,1411,1438,3283,,134596,119920,112873,114746,108757,158123,187470,157998,205053,226318
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,39,21,13,14,8,15,49,15,58,24,,549,1139,361,235,327,760,2714,2047,2100,2530
741110,Tubes and pipes of refined copper,0,0,0,0,0,0,0,0,0,0,,7327,5536,4959,2853,2376,2456,3618,5081,3332,5436,,174228,166169,179074,147713,133648,153380,157958,117916,121961,201951
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,0,0,0,0,,36,43,148,81,166,193,382,509,450,847,,3467,2732,2987,3177,2549,3022,3060,2463,2339,2603
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",0,0,0,0,0,0,0,0,0,0,,254,264,217,191,269,192,358,383,359,551,,1223,828,298,564,879,950,3527,1203,465,619
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,3,2,0,0,,272157,267246,268115,205247,187886,49999,4172,1993,2203,6
750521,Wire of non-alloy nickel (excluding electrically insulated products),0,0,0,0,0,0,0,0,0,0,,53657,924,3500,759,180,372,107,34,29,2069,,1746,3135,1072,1635,953,1101,1854,1539,1884,1371
750712,Tubes and pipes of nickel alloys,0,0,0,0,0,0,0,0,0,0,,1123,4948,5790,1780,3050,1370,160,1298,55,697,,10958,11545,8760,8565,6510,4245,9528,7301,9582,8954
750810,"Cloth, grill, netting and fencing, of nickel wire",0,0,0,0,0,0,0,0,0,0,,185,162,190,120,193,209,266,396,175,184,,277,461,650,581,457,1034,1450,663,970,2133
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,0,0,0,0,0,0,0,0,0,,35,5848,7277,5856,7320,6100,8202,9030,6071,6938,,1297,572,2184,853,1181,955,1663,424,367,475
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,0,0,0,0,,29937,29192,20935,13484,17731,16462,16562,13362,13568,12678,,3166,2551,2454,2141,1825,1090,1867,1430,1146,1159
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,2317,2411,2421,1219,1689,1287,2126,1845,817,157,,5864,6260,5630,5624,3829,4032,3337,3529,3570,3136
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",0,0,0,0,0,0,0,0,0,0,,381,489,140,174,5247,4793,840,1739,2483,526,,3740,1919,649,1087,5708,1398,917,937,1569,4558
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",0,0,0,0,0,0,0,0,0,0,,145,146,243,175,231,258,191,231,260,352,,23105,20860,17416,15499,15971,10917,12220,10052,4511,5749
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",0,0,0,0,0,0,0,0,0,0,,2031,1883,2457,1910,1246,993,1472,1620,837,2073,,14886,15367,14843,13052,16319,21090,18694,15971,18663,22172
701931,Mats of irregularly laminated glass fibres,0,0,0,0,0,0,0,0,0,0,,12810,15291,12090,7296,7483,11672,17631,16650,10586,14001,,1022,1037,1845,1523,1536,1627,1676,2202,1584,1831
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",0,0,0,0,0,0,0,0,0,0,,342,305,451,537,399,567,940,1483,1619,2108,,645,351,354,141,248,333,378,263,77,125
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",0,0,7,0,0,0,0,0,0,0,,0,10,5,0,0,0,0,0,1,0,,3207,2333,3302,3458,2199,2109,3068,3707,2697,3419
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",0,0,0,0,0,0,0,0,0,0,,2096,2871,3017,3261,7832,6583,9858,12422,12015,18598,,727,731,974,584,924,639,925,871,1110,1378
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,0,0,0,0,0,0,0,0,0,,8628,12483,14625,21659,20450,20557,19469,20529,19736,22700,,2464,1087,1742,1592,1381,1694,1225,1855,1451,1445
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,142,254,151,94,69,56,61,39,38,39,,460,127,119,34,42,32,47,23,17,22
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,0,0,0,0,0,0,0,,6117,5863,4209,2861,3123,3952,3319,2526,2426,3713,,1281,1332,1165,1355,1067,808,413,446,300,497
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,43,214,242,249,286,325,174,199,263,219,,0,1,13,10,12,15,17,16,23,9
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,0,0,0,0,0,,45785,38651,39395,26736,26850,37033,49476,39510,33605,46648,,31340,31277,30559,24410,21311,31236,27691,29384,19423,18537
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",0,0,0,0,0,0,0,0,0,0,,351,227,774,1193,151,226,234,1210,324,441,,1048,662,710,1000,551,625,534,426,226,566
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,134,2415,2175,2480,3246,3024,,0,0,0,0,0,3029,1648,1168,532,503
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excluding of porcelain or china)",0,0,0,0,0,0,0,0,0,0,,252,296,406,303,466,504,457,572,804,1007,,3098,2790,3150,3486,2789,2229,2081,2058,2177,1825
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",1,0,0,0,0,0,0,0,0,0,,1059,975,521,314,116,82,69,37,74,183,,2136,6002,522,2214,1219,4374,7230,6960,5287,7455
700231,"Tubes of fused quartz or other fused silica, unworked",0,0,0,0,0,0,0,0,0,0,,64,65,179,156,221,311,209,200,113,77,,12718,18982,16008,16088,20677,22141,25108,25779,21888,20941
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",3,0,0,0,0,0,0,0,0,0,,7178,11681,16367,11729,11625,14531,12776,12246,18205,17930,,2582,6269,5563,7995,7354,4707,6370,10165,9533,4631
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,0,0,22,0,0,0,10,0,0,0,,4939,6575,2947,1783,1915,1668,1724,823,4721,17540
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",0,0,0,0,0,0,0,0,0,0,,56,3373,250,2767,63,261,13,53,63,200,,8543,7731,5254,5248,4583,18241,16313,5772,84810,157498
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",0,0,0,0,0,0,0,0,0,0,,33,10,14,4,25,27,19,21,33,30,,2295,2267,1759,1054,985,995,679,409,295,207
720270,Ferro-molybdenum,427,0,299,0,0,0,0,1466,2261,0,,144478,132490,108747,75998,55924,53932,31058,39732,20625,29221,,45794,43030,54621,38821,38952,50390,69147,59899,45416,80926
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",0,64,106,288,0,15,1,0,0,0,,95,305,499,465,586,1110,3762,3702,3669,4153,,19117,18002,17750,28907,22934,30421,32565,24892,19812,27961
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,86936,88333,84420,47330,52455,60532,64567,58153,50827,77556,,816,208,190,97,98,180,71,101,115,53
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,408910,394475,421005,297287,246907,406729,339030,214357,169202,335852,,49499,56348,81584,46354,82465,97739,108420,82721,109017,324381
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",0,0,0,0,0,0,0,0,0,0,,351,465,164,178,327,518,602,940,809,4053,,143,137,450,207,1205,13984,10884,1519,1859,4092
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,2,0,0,0,0,0,0,,49308,41429,13789,15659,10942,13961,22940,18665,14713,29161,,43683,40145,39364,38240,26765,43248,36776,44490,38385,38802
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1329,2842,3285,2375,419,248,198,8,,529,567,247,411,461,270,362,357,60,147
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",0,0,0,0,0,0,0,0,0,0,,350656,293253,330353,295372,277113,380350,560221,450933,544358,745937,,2074,1153,3911,996,713,1245,1528,486,639,990
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,9343,7275,6370,5601,6069,7834,7697,5832,3649,6808,,7144,12621,9633,10273,7368,5732,5272,4969,4068,3539
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",0,0,0,0,0,0,0,0,0,0,,42604,32115,27753,21482,21136,19496,24070,29244,27949,41716,,1193,1192,1207,1243,524,156,779,451,537,734
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",0,0,32,3,2,16,6,0,0,0,,393,1852,1273,728,216,1085,427,219,1417,1610,,14591,6961,4370,4152,3707,3528,4104,3603,3033,5738
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,2038,5214,1917,3281,1928,3572,6937,3736,4925,5605,,2208,3842,2798,2228,1851,2220,2586,1187,557,1221
