Product code,Product label,Viet Nam's imports from Singapore-Value in 2012,Viet Nam's imports from Singapore-Value in 2013,Viet Nam's imports from Singapore-Value in 2014,Viet Nam's imports from Singapore-Value in 2015,Viet Nam's imports from Singapore-Value in 2016,Viet Nam's imports from Singapore-Value in 2017,Viet Nam's imports from Singapore-Value in 2018,Viet Nam's imports from Singapore-Value in 2019,Viet Nam's imports from Singapore-Value in 2020,Viet Nam's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
841940,Distilling or rectifying plant,56,0,3180,568,43,0,7,0,593,,,22502,19950,7861,8235,5733,1664,2180,9290,6853,10010,,12451,9652,27469,199732,17006,10711,17433,15789,46778,16228
842123,Oil or petrol-filters for internal combustion engines,475,270,268,136,680,106,100,123,76,,,59376,37789,38187,34649,37435,46485,64375,73716,82709,101009,,25119,25179,25533,34469,35031,34104,34165,39532,56938,29004
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,1677,1092,327,376,220,1311,276,476,243,,,131281,150541,148633,173873,141528,152750,177374,205136,259570,226903,,75925,52070,41915,67587,58035,53332,57161,57988,37701,61327
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,1864,1185,411,1117,263,307,668,448,376,,,51914,60579,58844,62315,82360,77787,89007,105026,107152,124682,,81908,141233,154920,259925,170335,252272,204094,169967,214707,240061
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,0,0,11,0,0,0,2,0,1,,,10598,28012,35257,29860,34290,32093,33642,35526,24873,31838,,1176,1874,1995,2504,2990,2974,3655,5525,4861,14319
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",615,0,86,0,0,0,0,0,0,,,97854,109219,93513,97838,80307,54824,49186,33422,31325,36695,,6119,14271,34236,65844,42696,20127,25996,11936,53061,304665
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",1947,0,43,34,18,7,0,52,0,,,81966,29142,45803,22382,39096,11858,5108,25242,7368,8157,,28051,7474,16943,20616,29641,21237,15386,12212,10150,18264
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",0,0,12,27,0,10,0,0,0,,,76280,40670,19044,13751,26088,39439,43009,40089,38384,96609,,37208,46931,65113,121388,142355,117087,93174,102463,95915,463139
843139,"Parts of machinery of heading 8428, n.e.s.",25,48,2,3,39,77,415,3,4,,,177296,144119,115941,101597,63293,75360,95787,90107,69200,79824,,13585,32028,82547,25202,10394,20071,34074,26909,14539,66916
843210,"Ploughs for use in agriculture, horticulture or forestry",0,0,0,0,0,0,0,0,0,,,50,31,6,4,156,138,46,519,114,17,,557,517,1195,7848,6893,1157,1512,1948,1934,460
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",0,1,2,0,16,0,0,15,0,,,50,114,82,48,76,8,505,56,156,39,,1994,1391,2601,3891,5229,4839,8159,9205,7107,18577
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1449,1346,2078,391
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,29,82,3,132,,0,0,0,0,0,0,111,242,129,180
843330,Haymaking machinery (excluding mowers),30,0,0,0,0,0,0,0,0,,,0,0,117,16,34,25,203,53,61,15,,107,226,101,150,173,182,140,154,197,279
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit ...",0,0,0,0,2,25,0,0,0,,,410,1246,803,589,228,231,164,52,94,169,,577,496,264,919,268,687,308,127,134,137
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.",0,28,18,5,48,56,21,34,34,,,9004,9459,10825,5238,7950,6207,7794,9949,10260,8852,,10880,5705,3837,4281,4760,15673,4415,3706,2156,15735
843930,Machinery for finishing paper or paperboard (excluding calenders),0,0,0,0,0,0,0,0,0,,,3378,449,413,1618,215,105,272,312,76,665,,3239,4481,17125,14849,18363,12442,14825,21080,19718,20022
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",370,405,90,628,452,839,78,641,369,,,733032,548322,584865,520248,472364,539467,561239,481623,377850,526726,,100695,117132,131843,127444,131472,128990,97087,110782,99326,116421
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",5,9,0,0,0,0,0,0,0,,,68,0,6,1092,228,0,21,23,0,0,,848,2905,3841,1715,1642,2992,11675,2993,3701,3873
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...",0,0,1,0,0,0,0,0,13,,,3599,4501,4186,9599,15323,19217,23939,12955,11253,13879,,2943,7819,5310,11162,11881,9972,13770,35724,136589,48033
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",0,19,0,0,1,0,0,0,0,,,916,891,3367,5199,1261,377,211,31,62,14,,4921,6133,8090,7131,75,140,455,378,142,12960
845230,Sewing machine needles,33,617,1,68,19,29,44,8,0,,,23012,21451,22887,22877,27529,27584,28466,31587,27325,35074,,6402,8343,10052,17411,15106,12146,6695,5835,5304,5549
845650,Water-jet cutting machines,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,183,166,1042,933,,0,0,0,0,0,0,2062,3469,1263,1547
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",202,151,9,0,0,0,0,0,1,,,2200,1351,1413,435,1248,945,540,4757,1196,1339,,6336,6819,9066,9020,6469,6964,10799,6119,6249,8986
845951,"Milling machines for metals, knee-type, numerically controlled",404,0,0,0,0,0,0,0,0,,,354,17,131,235,136,55,98,363,133,100,,2843,1809,1142,15464,1021,2135,1018,1681,139,963
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",901,475,533,430,421,450,457,451,86,,,5231,2214,2841,2006,2973,1474,1718,2121,1285,1062,,18539,29077,27072,32434,39158,32388,84803,44265,30392,9217
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",0,0,0,0,108,0,0,0,0,,,2865,3831,1425,1672,653,473,493,1268,499,1278,,4350,5144,7672,10805,11505,16171,14313,14044,14085,15045
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",0,293,393,328,1,0,0,0,0,,,107,609,246,788,665,496,865,689,296,783,,19197,18899,14126,43474,36145,38238,37863,21831,16175,12085
846320,"Thread rolling machines, for working metal",17,0,0,0,0,0,0,0,0,,,299,138,317,379,232,319,376,28,183,183,,1374,704,1789,1516,1865,3003,4438,4472,2140,5903
846620,Work holders for machine tools,174,257,447,246,220,232,307,253,198,,,10845,10392,7523,11642,16759,9966,17649,11151,6926,4937,,14485,15063,20244,27912,22770,21331,24407,22404,19076,20526
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding",2,1,0,0,0,0,0,0,0,,,152,76,51,82,51,41,59,186,55,32,,84,105,102,93,78,77,55,105,117,1260
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...",25,6,5,1,1,0,0,0,0,,,3304,1344,1531,1972,1544,1985,411,1185,1467,1557,,1955,1281,1415,1944,2217,1993,1964,2602,1386,4855
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,0,0,0,0,0,22,0,0,0,,,1484,538,683,625,708,969,0,0,0,0,,321,270,153,186,281,188,0,0,0,
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,23,0,0,0,,,211,149,159,122,73,40,52,59,5,104,,78,65,43,200,123,302,1970,1016,362,126
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",1,136,14,0,0,18,0,0,0,,,3822,7508,5508,3092,3313,3338,4321,4245,2927,410,,40428,31039,15169,40530,44962,75018,49385,44914,28374,44841
847710,Injection-moulding machines for working rubber or plastics,141,160,941,1117,720,152,203,0,0,,,49463,43394,29836,29406,21524,25023,26959,15202,18804,27908,,70266,85437,118341,139621,143248,163467,154831,193998,198684,311410
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",0,0,0,0,0,0,0,0,0,,,12479,15491,15992,10798,30987,19079,10665,14334,9895,11678,,24223,15561,5850,1717,992,12521,9051,32833,3718,6657
847960,"Evaporative air coolers, n.e.s.",15,199,23,2,0,19,0,373,0,,,3554,7555,3793,3126,3196,3612,2972,3552,2947,1171,,8726,5641,6909,13665,39567,27734,28196,30874,15738,123610
847990,"Parts of machines and mechanical appliances, n.e.s.",1094,553,1438,4222,1219,756,1200,1078,483,,,1997311,1610502,1445709,1285253,1109209,1191414,1294312,1268687,1418656,1561857,,40995,41099,46130,75240,82745,121311,150397,138813,158375,517952
848030,Moulding patterns (excluding moulds of graphite or other carbons and ceramic or glass moulds),446,540,39,60,49,34,109,19,0,,,8569,9418,4915,6074,6583,7203,4425,4181,5210,5203,,11548,11549,11353,8519,10938,13419,12316,11007,11716,1679
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,0,0,0,16,6,16,0,56,26,,,4347,1805,4943,3320,4996,4550,5125,4806,3744,2180,,4667,3217,7520,11462,14667,15802,18081,26854,17621,54992
848079,Moulds for rubber or plastics (other than injection or compression types),664,477,963,294,797,535,1743,1352,438,,,60675,54045,43186,42921,27580,25920,39119,35777,32988,31960,,139859,204810,252131,229790,217690,218712,209021,252497,238305,62112
848620,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated ...,1296,438,894,130,350,412,820,884,6967,,,1470061,934277,1343731,1881182,2521896,4086520,3714930,4119830,5614371,9161510,,62840,63134,120690,57627,122495,116810,106489,135656,179676,227825
850133,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators),885,110,0,0,11,0,0,0,0,,,6365,7398,6633,6807,3532,3068,4426,5203,2652,5600,,2715,1934,1732,2074,1092,871,1233,1461,799,783
850140,"AC motors, single-phase, of an output > 37,5 W",11,206,15,21,39,54,20,35,29,,,9214,9657,9656,8528,8257,8352,12601,10208,11042,12339,,33266,32970,30156,32091,33164,36475,38412,43993,76990,107629
850162,"AC generators """"alternators"""", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic g ...""",454,0,5,2,3,55,49,57,39,,,12049,11078,7146,12510,46675,103112,155034,154476,128462,140193,,4431,2572,2526,5619,3045,3427,2865,2553,3155,6922
850213,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",9642,4800,8905,9946,16576,18423,22152,17395,14042,,,322596,219172,247420,231573,202410,196676,246412,117633,104098,107766,,84210,80629,93392,140216,143169,133574,122458,111415,100072,72863
850220,Generating sets with spark-ignition internal combustion piston engine,150,0,0,705,0,51,181,0,0,,,54863,68912,68358,82536,79478,44391,63655,70536,64678,18537,,3163,2226,19939,2904,5537,4773,5625,4141,10671,11055
850410,Ballasts for discharge lamps or tubes,32,17,31,20,1,9,14,43,42,,,17664,19137,17450,11413,9504,7295,4801,4126,3820,3023,,9048,10549,16906,15961,14627,11827,7475,5839,3005,4305
850434,Transformers having a power handling capacity > 500 kVA (excluding liquid dielectric transformers),693,1582,246,145,371,2,3,10,1,,,19283,25476,11256,12319,16526,21011,17518,5435,6262,6364,,28879,28072,38608,25540,36467,31468,37612,70867,53927,27541
850440,Static converters,4378,12569,13051,6623,3519,2423,4173,9617,8693,,,712137,698510,682372,770272,801162,770060,924430,858456,879673,989214,,255519,362687,471629,492931,491967,504546,542353,873558,1396555,1102033
850610,Manganese dioxide cells and batteries (excluding spent),1257,1334,1213,1341,1271,1567,1822,2629,2639,,,235921,247093,286589,236512,251250,261562,315102,301816,308062,334925,,4983,5451,8173,10736,9434,12671,13951,17989,19974,29788
850660,Air-zinc cells and batteries (excluding spent),1,10,2,2,2,2,4,0,4,,,4669,5760,6370,5770,7459,8632,10222,10648,10237,13098,,145,407,421,257,936,714,1000,841,1305,62
850940,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained ...",30,8,30,46,38,8,2,1,6,,,24900,30547,29646,27500,27632,29213,28312,27010,22497,17387,,20537,24261,30537,35309,39040,44939,45232,43417,46967,190702
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,0,0,0,0,0,0,0,0,0,,,519,1210,399,340,345,275,413,391,684,850,,786,1112,2053,2549,2145,2871,3785,3771,3237,7156
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",890,875,837,924,390,788,850,932,846,,,9015,7084,8083,13716,23095,30316,38582,39786,18192,18721,,26703,31333,34196,34078,45683,35700,35904,41212,41274,61993
851631,Electric hairdryers,9,3,0,1,1,0,0,0,0,,,4054,3883,3585,3563,3617,11395,7933,5309,4330,33183,,3126,3361,3588,4927,6178,6219,7587,7424,6348,34042
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",153,44,67,66,351,55,22,21,12,,,12909,13869,16284,12871,11971,23987,36281,20339,22089,34592,,72015,84295,108047,124691,133802,156908,181897,193734,200804,439140
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",14,12,13,30,181,7,26,14,14,,,66367,25642,29571,28030,23534,28309,59069,68443,69123,51449,,7973,7416,12182,16007,20309,14763,15794,19578,21262,78024
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",0,0,2,0,18,206,627,63,0,,,17939,12438,13813,12404,18536,15438,25644,217307,75364,42778,,35337,153692,171768,119177,238676,532660,160645,199759,117282,62778
851821,"Single loudspeakers, mounted in their enclosures",21,4,3,2,5,14,7,8,7,,,19887,19447,17500,20883,19419,21654,21942,18562,20613,30848,,4845,6081,14208,26028,26953,25934,27101,36881,39594,166474
851850,Electric sound amplifier sets,3,5,8,47,110,32,70,39,10,,,17833,16119,15602,12919,16001,10130,7884,8883,8193,12030,,4047,4749,6010,6993,8458,8077,17447,22452,16816,14083
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,300,360,564,209,304,269,141,191,4,,,2228355,1641803,1743942,2099661,1880437,1643193,1845204,1775825,1908580,2167140,,9552,15918,19060,20681,35789,27707,20846,9288,3315,3340
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",155,280,1780,202,7105,1124,874,950,6559,,,65472,161614,223341,153728,201202,183763,217452,213307,227440,212875,,16743,14295,15222,11599,24363,20401,27031,32750,27515,11441
852550,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",4,239,0,0,0,0,0,2,0,,,244853,159964,158216,79657,78066,103240,121677,84816,143985,143646,,8790,5094,4488,6675,6691,8803,9743,9132,6522,7809
852691,Radio navigational aid apparatus,228,144,0,217,0,36,7,98,9,,,90111,90050,113864,137809,168544,194407,179789,286020,164285,185203,,8931,12907,17305,21789,35826,23867,27720,36471,26902,66240
852712,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...",0,0,0,0,0,0,0,0,0,,,1981,754,716,743,1106,1207,502,344,301,75,,1,34,81,77,117,82,56,155,230,51
852719,"Radio-broadcast receivers capable of operating without an external source of power, not combined ...",0,0,0,0,0,0,0,0,0,,,8919,10905,15613,4041,2138,2297,2186,1529,1715,1929,,250,1140,261,249,1037,646,23,735,944,7131
852792,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,,,1567,3220,1078,927,656,1236,961,2073,126,2354,,32,2,0,0,2,0,0,0,1,88
852862,Projectors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,8702,6880,2929,7451,,0,0,0,0,0,0,1433,1589,3308,4107
853210,"Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power-handling ...""",63,48,89,88,115,22,20,69,105,,,15366,16257,14051,9146,42134,14784,29879,20088,12099,19329,,13906,22552,18315,27054,35435,32251,34949,43225,42305,9944
853223,"Fixed electrical capacitors, ceramic dielectric, single layer (excluding power capacitors)",244,1090,968,2596,78,67,68,104,87,,,175009,167246,185291,62948,59016,66836,96627,64493,54658,47535,,4618,4908,6646,10819,9377,10828,14001,13292,33137,17447
853225,"Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)",1,1,17,517,2187,23,4,4,0,,,13132,14461,16248,17918,14755,10407,13700,14554,15322,27802,,12027,9360,9392,11400,27964,35141,42491,45401,52265,45596
853329,Fixed electrical resistors for a power handling capacity > 20 W (excluding heating resistors),91,191,20,113,50,56,134,111,21,,,48951,52278,33056,42456,20351,32754,34516,32782,21074,27270,,66369,20923,25101,28827,35586,40512,39919,37875,39983,16613
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",3704,273,111,48,24,6,6,5,0,,,10851,8413,9361,4910,5989,2368,1210,1082,1452,1934,,8937,7864,7515,8966,10561,12268,11411,9390,10627,397
853400,Printed circuits,5409,3934,4274,3210,1823,566,970,1208,2530,,,656601,743971,692731,740055,665735,658194,629727,623681,653253,761160,,1096933,1454196,1455255,1888961,2311807,3356674,3314284,3554704,4105170,4135823
853620,Automatic circuit breakers for a voltage <= 1.000 V,146,119,159,371,42,29,48,35,206,,,94361,219965,192845,102138,233500,127869,255638,155990,274560,315060,,59614,57594,74352,88093,102078,120950,121159,124418,130576,118598
853661,Lamp holders for a voltage <= 1.000 V,44,3,2,3,13,0,0,3,1,,,2718,2519,3106,3701,3461,3890,4546,3669,2740,2113,,5214,8073,5672,6262,7240,9723,13072,15458,19392,10126
853670,"Connectors for optical fibres, optical fibre bundles or cables",40,135,27,40,95,68,39,51,26,,,68008,60255,56892,43430,37737,40849,46905,35987,40117,63682,,12410,17408,21825,37289,26555,39657,33370,41465,46143,32193
853932,Mercury or sodium vapour lamps; metal halide lamps,244,6,14,5,11,0,0,0,7,,,5475,6335,6333,2191,2100,4911,6321,5240,5289,3847,,4369,4445,5474,5551,5427,4707,4524,3314,3696,3763
853941,Arc lamps,1,14,1,3,6,1,3,0,0,,,1434,4370,5489,6923,5910,13622,10463,9050,13755,27448,,353,792,808,841,1283,1549,1536,1468,1013,564
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",6,17,8,6,28,7,3,3,0,,,22526,15515,8987,6413,11380,6852,6887,6929,8640,5494,,21727,25166,31233,20274,10872,8786,20544,30867,17928,28611
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",467,5,3,0,2,31,51,125,12,,,2452,2737,3210,4602,3142,4524,12068,8216,4998,10414,,4349,3595,3532,6037,5637,15491,6010,3676,4296,1924
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),4825,8030,4355,3532,1986,1517,1517,833,1162,,,1408988,1461494,1926955,1755733,1608370,1934213,2380872,2393547,2562992,3564091,,92986,113957,119602,135146,180196,255187,371945,408846,353089,211381
854232,Electronic integrated circuits as memories,7,233,2110,1246,102,142,82,11237,125421,,,6121221,7887599,8885988,8811101,7726246,13654452,19637140,16602538,17741513,23117527,,6590,36148,163057,271005,60141,105308,239639,585499,2078653,11277300
854239,"Electronic integrated circuits (excluding such as processors, controllers, memories and amplifiers)",831770,1703873,2071962,1373567,761997,535868,302452,165387,341824,,,32593041,36923372,34592377,31382566,29461621,30799589,33383703,35198135,37437353,43377318,,5424177,8082158,8174381,9101142,10810658,13812327,15956451,18170636,20975941,9832117
854290,"Parts of electronic integrated circuits, n.e.s.",5794,4377,5977,4771,7338,11135,4941,5281,4396,,,4901503,6104584,5703972,2443460,1960809,1952670,1801296,1049931,1479249,2113075,,259436,270046,268265,353119,471065,485185,733076,757109,1148125,672259
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",99,17,11,2,3,4,4,2,2,,,2071,1987,1836,2062,1892,3357,2520,1709,1952,1640,,3127,9452,4189,5542,4182,6069,5965,7337,9115,5023
854520,Carbon brushes for electrical purposes,2,7,7,11,14,16,17,28,14,,,2580,3147,2473,2047,2373,1414,1574,2889,5492,3364,,10267,9439,8943,7640,8851,9529,9836,11541,13319,14376
854690,Electrical insulators (excluding those of glass or ceramics and insulating fittings),44,20,58,16,26,151,74,189,45,,,25443,29798,22409,18408,22521,30285,31996,23677,15455,24321,,12532,15380,20482,20151,22322,26172,22622,20032,20119,17461
860310,"Self-propelled railway or tramway coaches, vans and trucks, powered from an external source ...",0,0,0,0,0,0,0,0,0,,,8,5631,0,0,0,0,0,0,0,0,,68,0,2702,0,0,26238,12447,6909,7349,29555
860630,Railway or tramway self-discharging goods vans and wagons (excluding tank wagons and the like ...,0,0,0,0,0,0,0,0,0,,,0,0,28,31,0,3,0,0,0,0,,45,63,15,845,29,91,0,1140,10,26
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,3,11,0,2,132,227,2650,190,1121,558
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",0,0,0,0,0,0,0,0,0,,,18105,18897,22011,17653,24600,9971,16712,4366,46,1421,,2638,5438,8059,6111,7556,5390,1441,2106,694,75
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,,,154415,159718,153018,114018,129732,79993,76060,85706,81205,59650,,17652,34504,89641,139437,195449,46200,38033,85791,61026,131272
870332,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,,,492,2114,2147,1481,1600,307,754,224,113,550,,11859,9640,6128,7057,32004,109554,259979,317199,221345,430659
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",0,0,0,0,0,0,0,0,0,,,1513,3680,5746,2602,2702,835,1768,2349,4256,15788,,7337,18083,25999,40479,54492,34227,26789,25145,13828,59691
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",53,35,0,30,47,2,6,0,1,,,4165,2703,3089,2713,3353,6944,7829,4495,1969,3001,,14137,17070,18960,26234,34426,30596,45230,51499,50125,46345
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",0,7,2,5,17,17,25,0,1,,,4403,3175,4309,3107,3293,3861,5145,2864,6340,13432,,27574,40908,49398,64738,72313,64610,84336,110720,107271,121415
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",12,2,3,77,16,19,10,8,1,,,1748561,1217202,1032652,1187802,1355902,1400590,1478193,1423948,1208943,1124583,,113850,106306,157277,238409,308042,277179,331047,357457,318853,1061105
871500,"Baby carriages and parts thereof, n.e.s.",0,0,0,0,0,0,0,0,0,,,4481,9348,5998,3089,3030,2339,3630,2079,883,1281,,881,1182,1311,2178,2773,3452,3293,3699,4662,24761
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",19,13,2,1,6,41,20,3,2,,,41023,40935,48316,28997,23666,26419,20319,18129,15173,17653,,6795,6903,17855,34466,24545,19309,20914,24995,23347,55732
900130,Contact lenses,329,293,169,2361,4682,923,18,92,96,,,438896,591776,527599,526355,589547,593365,580110,726015,737888,605398,,1179,1725,1301,4059,6446,2927,1574,2490,1928,1905
900510,Binoculars,2,0,0,0,1,1,0,0,0,,,6922,6587,4967,6134,17181,4393,4968,2642,4276,5477,,2234,1328,3300,1999,3798,2466,1944,1371,1947,886
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,0,0,0,0,0,0,0,0,0,,,8532,4947,3600,3352,1963,3992,701,531,484,244,,1690,1415,724,753,765,397,165,1464,1837,688
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",9,173,0,226,3,14,4,0,65,,,122564,93725,117322,131769,124416,97744,68403,91102,78327,81645,,32484,24051,45394,12766,381218,2138995,2979300,1567929,796111,3089305
901410,Direction finding compasses,10,98,80,158,175,29,44,1,0,,,7399,10478,9407,7705,5880,10790,3604,5201,7258,12366,,3627,3851,4829,4113,6008,3223,1556,1853,2006,1069
902110,Orthopaedic or fracture appliances,0,0,1,0,0,0,0,0,0,,,15181,14304,21775,38949,98336,95004,80484,90959,161318,72668,,13518,16280,18892,23526,33782,53031,41931,45149,45852,32199
902129,Dental fittings (excl. artificial teeth),0,0,0,0,0,0,0,0,0,,,4013,3174,3048,5394,3742,4145,5272,4399,2406,3743,,3016,2760,3470,4069,4796,8035,15467,21204,14722,15289
902511,"Thermometers, liquid-filled, for direct reading, not combined with other instruments",10,0,1,2,1,3,1,3,1,,,811,399,627,390,283,1118,630,657,862,338,,648,760,817,901,1350,1048,771,1140,1651,1193
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,1150,843,1444,455,811,1298,1277,930,572,,,193477,281985,286443,281891,307749,272787,279940,320421,249545,322887,,23464,25543,26781,31134,28942,31949,45096,53902,62378,51205
902710,Gas or smoke analysis apparatus,487,548,201,432,504,913,1291,1245,987,,,32249,34264,41208,53571,32470,39438,51300,44146,41061,41863,,29924,21743,20666,17972,20241,24703,30787,34898,30625,28299
902890,"Parts and accessories for gas, liquid or electricity supply or production meters, n.e.s.",57,7,32,1,49,2,85,9,0,,,34967,38572,61133,28668,51062,42017,30207,29616,24422,29717,,8366,7267,6412,15155,51573,40808,51903,82497,84174,68928
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",112,265,253,78,55,167,467,356,294,,,17094,21329,22610,24904,27019,25996,24948,28684,52863,40547,,23699,18809,34464,31566,30766,48700,33783,52816,69528,29797
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",0,4,350,59,8,47,2,39,879,,,145203,169452,155710,127862,131595,149953,149552,166973,145170,186354,,8210,21487,18839,21955,23292,19243,32149,42716,39768,61509
910191,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,0,0,0,0,0,0,0,,,3226,1660,6935,7469,2903,11358,2498,1912,2721,1088,,0,0,0,136,88,67,39,44,19,107
910219,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,5,0,0,1,1,0,1,7,,,12266,12097,12640,9402,9238,15281,18958,31473,11548,15072,,580,688,459,823,1093,714,1390,4187,7731,1582
911012,"Incomplete watch movements, assembled",0,0,0,0,0,0,0,0,0,,,266,186,323,193,65,550,3220,18169,23109,27787,,3,31,0,6,18,9,13,4,3,7
911490,"Clock or watch parts, n.e.s.",48,50,60,19,0,2,0,0,0,,,295500,252977,245354,321006,284875,265127,231850,232046,151234,153161,,206,4524,2468,5472,2625,2911,3684,1437,491,4630
920930,Musical instrument strings,0,0,0,0,0,0,0,0,0,,,1056,1536,1629,1366,1593,1914,1570,1604,1344,1533,,163,115,107,125,176,130,284,572,601,440
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",0,0,0,0,0,0,0,0,0,,,163,33,32,78,27,37,10,22,138,1435,,0,0,0,0,0,0,0,2,348,177
