Product code,Product label,Germany's imports from India-Value in 2012,Germany's imports from India-Value in 2013,Germany's imports from India-Value in 2014,Germany's imports from India-Value in 2015,Germany's imports from India-Value in 2016,Germany's imports from India-Value in 2017,Germany's imports from India-Value in 2018,Germany's imports from India-Value in 2019,Germany's imports from India-Value in 2020,Germany's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,0,0,0,0,0,,0,17,29,44,161,1069,125,419,536,407,,91848,119105,121703,68516,45131,14650,9767,12880,15581,10678
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1653,1665,1829,1246,835,1195,818,708,565,547
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,11663,11766,6481,4825,5586,7450,6196,5930,7698,8032
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,235,129,285,127,125,327,166,21,10,44,,247,183,179,116,157,109,140,103,105,51
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",0,0,0,0,0,0,0,0,0,0,,7,3045,2198,5301,7469,791,0,0,0,0,,5859,4065,3439,1737,1629,0,0,0,0,0
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates ...",4,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,7,1,0,0,11,,2003,2301,2921,3192,3329,3278,2749,2498,3594,4551
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,265,193,548,294,239,1004,2297,543,247,149,,29380,44111,45305,37529,28935,40352,32039,36537,38124,43581
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",1278,896,391,0,0,0,0,0,0,0,,30,7529,2986,10,2,60,138,641,1119,1171,,128529,139015,141038,100913,103881,114000,109648,110338,119428,107508
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,1,3,4,4,3,1,0,0,,77,141,79,69,39,23,24,26,18,11,,9966,18495,19850,17876,13686,13181,10682,7846,7401,9377
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,55,0,0,0,,0,0,2,1,39,0,1,0,1,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,3,0,76,0,0,0,0,0,0,,31,91,25,3,30,16,2,16,10,95
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,0,0,,0,68,0,0,0,0,0,0,0,6,,67389,82717,67590,68009,84288,113338,102556,98112,85532,101315
10614,Live rabbits and hares,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,129,287,240,381,402,82,212,124,274,545
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,6,0,0,1,,140,42,128,125,153,130,64,44,1389,999
20230,"Frozen, boneless meat of bovine animals",0,0,0,0,0,0,0,1,0,0,,2961134,4410700,4719043,4029377,3680161,3936898,3339386,3062579,2762444,2936398,,278107,282624,293347,254252,231113,290851,285647,285107,233921,236879
20319,"Fresh or chilled meat of swine (excluding carcases and half-carcases, and hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,189,57,0,0,0,67,9,3,0,0,,842879,840623,768400,514748,504225,562385,615911,632569,564726,478547
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,0,30,126,0,0,361,1629,1549,930,3877,,3523,1237,482,390,389,510,504,628,492,802
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,35715,91121,99989,103557,104152,114347,102870,94085,44013,51775,,765,1429,1901,1816,1290,1992,1786,1470,3508,2762
20423,Fresh or chilled boneless cuts of sheep,0,0,0,0,0,0,0,0,0,0,,0,147,0,0,4,23,0,7,22,45,,48764,44380,48525,46306,54701,67295,72703,51593,49099,48724
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,1330,2415,3847,2269,1167,2757,5242,4576,4577,3864,,2805,2171,2309,1826,1201,1711,1722,1657,1406,1603
20629,Frozen edible bovine offal (excluding tongues and livers),0,0,0,0,0,0,0,0,0,0,,73037,142190,119318,88779,93840,160725,204987,213136,235589,299395,,4532,5356,4235,3650,3229,4503,7943,9076,9910,11806
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,404,238,299,103,76,15,415,230,81,62,,647,963,882,861,1206,1663,1974,2218,2986,1729
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,0,0,0,0,0,0,0,,0,0,0,96,0,0,0,0,0,0,,7108,9672,7656,5858,5904,4771,6529,4895,5223,4614
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,0,0,0,0,0,0,0,0,,179,26,0,42,0,51,0,468,957,556,,142968,147380,140509,132382,92685,80798,93327,83740,79533,49872
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,0,0,0,0,,29816,36650,35635,28534,28828,32187,34491,31509,33579,29622
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,12089,9564,8580,10706,11242,12839,14078,14530,18607,20067
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,216299,323614,434172,347803,463044,520314,475301,446610,361517,396856
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,0,0,0,0,,7,42,14,30,60,148,133,101,12,50,,8917,10286,10195,8779,10035,9788,12020,13629,11216,10807
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,0,783,1731,130,228,515,256,975,1131,1381,,1909,1894,2092,2488,2935,3211,3049,2630,2544,2361
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,62,56,38,1,4,,10,122,495,341,208,55,28,18,14,52
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,113,23,2,0,152,422,20,3,2,,502,381,535,96,89,87,101,62,83,67
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,63,139,123,15,24,19,19,9,14,4
30290,Fresh or chilled fish livers and roes,0,0,0,0,0,0,0,0,0,0,,0,25,23,38,9,0,0,0,0,0,,680,635,886,1409,932,0,0,0,0,0
30312,"Frozen Pacific salmon (excluding sockeye salmon """"red salmon"""")""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,11958,14544,11240,7915,13150,13216,13821,12936,11794,9022
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",0,0,0,0,0,0,0,0,0,0,,2945,11020,5498,1847,2285,1904,2990,809,603,1542,,1094,1018,1161,975,931,802,1031,679,858,726
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,1,0,0,0,0,0,0,0,,10,0,0,0,0,168,0,44,0,0,,99,78,76,56,24,17,60,185,200,75
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,16530,20896,26532,25188,14106,12035,14702,12499,11391,10924,,19275,21870,17818,20735,15228,14866,13128,11812,11457,13140
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,8,0,0,0,,21,32,12,37,12,43,34,52,43,36,,9557,9009,7527,6796,6087,7940,13326,15174,12508,18419
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,265,290,15,8,29,6,150,31,45,42,,24979,9216,5642,2748,1934,2963,2248,1942,2480,2606
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,40,2,26,15,0,10,29,45,33,24,,251,805,875,559,220,60,327,197,276,135
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,5,2,0,7,8,2,4,6,271,0,,22944,21948,18133,14702,14166,13208,13701,8519,8150,7340
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,1,0,0,0,0,0,0,0,,996,1792,2629,3216,1084,127,8,31,100,1,,2011,1981,2034,1663,1229,1512,2104,1920,1397,1428
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",3,3,2,2,1,0,0,0,0,0,,81,31,62,6,25,170,199,277,70,65,,590,534,357,281,290,283,281,167,156,264
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",1,0,0,9,0,0,0,0,0,0,,0,0,6,2,4,2,0,0,0,0,,1141,1149,971,843,585,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",1,0,0,0,0,0,0,0,0,0,,737,661,220,11,7,69,8,7,1,3,,23,18,11,0,1,1,3,7,9,14
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,508,777,1670,1310,1210,0,0,0,0,0,,52362,60485,58284,49151,47533,15418,0,0,0,0,,297378,310230,342490,291531,284865,0,0,0,0,0
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,2,0,0,0,0,1,0,0,0,0,,5508,7069,7480,8040,9519,10846,12441,12891,12722,15364,,38105,42313,46757,48137,54253,51390,58881,62263,56411,68942
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,43,6,0,28,0,,0,0,0,0,0,13019,6810,2364,1554,2019
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",1,0,0,0,0,36,0,0,0,0,,369,638,810,252,294,172,69,21,72,83,,1997,6898,12527,9498,4064,4478,2929,1817,2915,2500
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,0,14423,9029,11762,4142,18043,32807,10968,6461,,987676,671993,690879,504997,712013,897433,1299480,1359298,1604475,1797207
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,46,26,39,138,49,35,163,12,1,508,,2656,2313,1031,881,737,567,468,255,344,107
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",0,7,6,3,0,4,11,39,7,0,,3455,3543,4336,3810,3715,3567,2337,2418,2352,3032,,143313,133390,139519,134688,132085,141367,145767,126161,120625,127696
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,1288,1281,1134,693,185,5,91,58,103,417,,7591,13717,18191,10469,9098,10232,8059,6182,3307,2282
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,,2,0,0,0,0,0,0,24,17,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,46,3,0,0,0,9,0,0,16,0,,86,0,0,0,0,0,2,0,0,0
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,148234,177918,78177,67607,80957,87540,97913,91161,91153,87027
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,5,0,1,0,0,0,0,0,0,0,,4611,3370,28109,31075,35162,30921,32676,36678,37255,34384
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",1,0,0,0,0,0,138,0,0,0,,757,2504,3908,3343,4662,10523,72172,76073,154755,320899,,177373,223010,274830,256983,245547,297558,405335,272721,244807,411816
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,1,0,0,0,0,,12,227,267,154,313,1272,4830,1953,2814,14616,,86941,82614,88245,79225,74703,93152,96014,72312,57942,103557
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,32,23,29,75,0,21,107,100,89,398,,29477,28440,33918,24924,23906,25973,30127,20566,23439,32271
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",14,17,6,4,0,0,0,0,0,0,,1107,1763,2253,1824,811,916,2653,1963,2951,2668,,25370,24992,25411,25019,21624,21952,22553,24994,21380,25105
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,95,6,4,79,5,1,6,2,345,394,,28,1,14,1,3,0,5,3,21,77
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,100,2,0,0,97,0,0,0,0,0,,12658,18885,14802,7083,8652,17771,21622,17457,7625,10525
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,25,2,3,9,12,,0,0,0,0,0,12883,13866,11061,10065,12320
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,46,59,39,35,38,,0,0,0,0,0,1099,429,136,255,359
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,33,0,0,0,0,0,0,0,0,0,,7864,9199,10156,11612,8210,0,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,49,323,182,47,9
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,0,0,,27,41,41,39,45,5,13,46,48,23,,1203,1854,2560,2382,2589,2941,3564,3843,5166,6763
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,258,628,29,55,69,62,0,0,0,0,,6632,5168,6315,6351,5945,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,0,0,0,0,0,0,0,0,0,,1171,394,86,136,137,50,0,0,0,0,,1053253,1139385,1179453,992997,1066538,0,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,209,0,,5520,5796,6623,7755,3559,1724,1644,2116,3370,1761
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,3,0,0,0,0,0,,3037,2505,2384,1795,1204,1280,1254,955,1598,2059
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,7199,2619,2434,3472,8970
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",0,1,1,0,1,0,0,0,0,0,,148,111,103,81,868,921,980,1707,1967,1808,,36948,38491,37219,30544,32564,32093,35432,34836,43053,53429
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,150,92,16,23,147,,0,0,0,0,0,14054,9714,7780,5856,10465
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,33,32,242,63,,1,2,2,2,42,1,3,0,2,0
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3748,11739,17845,17418,20099,,0,0,0,0,0,8595,10420,9350,10719,12283
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",15,1,0,0,0,0,0,0,0,0,,55,369,286,14,30,9,127,123,7,131,,3527,3396,3463,2908,3235,3006,3376,2833,1954,3546
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28,0,0,0,120,,0,0,0,0,0,0,0,1,0,0
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,634,776,1296,1241,1259
293294,Safrole,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,,7,6,6,1,0,0,1,0,0,0
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,2,131,51,0,2,42,77,6,0,0,,28553,29154,23989,17936,18088,20281,27952,24218,18634,26537,,689716,655434,645080,501869,532843,720239,771256,618332,607689,692745
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,6035,8594,2878,3403,5452,,0,0,0,0,0,7473,11975,4265,6108,9941
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,11,0,0,9,,0,0,0,0,0,0,0,0,4191,12
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,34,146,163,3,26,0,66,0,2,0,,28,29,32,79,26,34,36,49,74,39
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,0,110,0,0,0,0,8,0,,3414,6446,8037,5803,4804,7172,6319,6994,1891,7482,,21085,22606,25019,18246,16753,20460,19349,17530,14364,50256
291533,N-Butyl acetate,0,0,0,0,18,0,0,0,0,0,,1028,200,1045,1265,1265,355,231,124,238,3399,,21334,15147,14599,10681,14914,32879,30361,22266,18592,75499
291613,Methacrylic acid and its salts,0,0,0,0,0,0,1,0,0,0,,144,385,316,395,65,202,203,379,443,699,,9242,9930,8528,6531,5858,9515,12307,14735,8466,18725
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,0,,22080,30025,51333,33275,32250,46222,25170,26500,17876,33837,,64418,87019,86307,60320,59049,62029,70648,71450,42426,69301
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,105,182,0,0,0,0,1,122,4,0,,84,136,10,6,2,1,2,0,48,257
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,53,0,53,0,0,0,732,8,0,,4241,5269,6183,6123,5964,3858,15880,13661,2953,3810,,12345,8797,9505,7518,2533,3548,4584,4808,2606,3405
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7210,12150,12738,11055,17622,,0,0,0,0,0,57,67,161,54,91
282540,Nickel oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,789,395,14,15,490,853,906,1124,13990,843,,10806,8984,8503,8869,6736,7950,7207,6670,7759,5616
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,0,,790,190,133,292,101,155,30,1813,136,26,,2653,2882,2778,2161,2749,2838,2940,2032,2033,2389
290394,Hexabromobiphenyls,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,88,,0,0,0,0,0,0,0,0,2,0
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,105,226,154,302,667,1417,2306,2758,2291,,0,0,0,0,0,11,195,432,278,1052
290383,"Mirex """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,12,274,1254,0,0
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,1,1,1,5,14,215,1,85,1,0,,7594,8278,5957,7186,5163,3084,3875,3806,3692,6447,,2788,2636,2763,2948,917,1923,1047,2369,1400,3229
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,352,854,1647,2341,4615,4217,4995,5199,2211,1012,,1830,1575,1303,3828,4543,3109,1042,914,1056,1330
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",1574,1124,2562,3240,3447,0,0,0,0,0,,1000,758,830,1312,1458,117,0,0,0,0,,6827,7901,9663,10348,11553,0,0,0,0,0
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,0,7,0,0,1938,0,1,0,0,7,,15779,17402,2814,527,2809,2180,2438,2205,2475,4658
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,5,0,6,0,1837,13,0,9,18,266,,14043,37845,49875,6483,9184,24328,40174,23401,3321,36081
720292,Ferro-vanadium,0,0,0,0,0,105,0,0,300,0,,6365,4310,3053,1314,4133,5776,24547,16487,5626,4410,,89023,102653,106386,85316,65144,128243,299635,190796,67100,111449
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms",0,0,0,0,0,0,0,0,0,0,,44792,43461,60586,38377,57117,133974,216870,241330,162259,268433,,50575,94234,83874,68743,48258,111701,117414,116259,100850,192169
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",293,403,641,134,0,657,2350,76,3,0,,5953,5995,8138,3818,3689,3920,6387,6483,3571,7626,,732896,460003,509693,359435,277182,340737,418369,335935,284550,531106
720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron ...",0,0,0,0,0,0,0,0,0,0,,220,212,416,263,47,111,199,52,1757,1815,,411409,386621,358543,203730,163270,233169,304810,247890,195229,427964
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced",0,0,0,0,0,0,0,0,1,0,,871,817,1081,1162,1769,3530,29116,30959,16658,24319,,13619,12801,10886,9865,9464,12053,12544,16088,19846,19926
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",0,0,0,0,0,0,0,0,0,0,,544,645,92,1180,516,1674,1106,1182,1899,1351,,94899,116804,164711,133462,167960,226017,170067,192265,194019,236292
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",0,0,0,0,0,0,0,0,0,0,,1208,62,355,306,387,1402,818,1703,792,794,,3843,4141,5813,8951,10070,12898,16622,19447,24203,29619
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",6,0,0,0,0,8,4,2,1,0,,3604,4708,8240,8972,12263,7997,3627,1992,1738,1763,,5567,5204,7857,3978,5443,8841,6938,6367,7881,8684
700800,Multiple-walled insulating units of glass,0,0,0,2,1,0,0,3,0,0,,2117,2555,2848,3750,6052,4815,8963,8728,5759,7709,,25706,37836,45628,31945,32320,40350,46868,47481,48793,53669
701020,"Stoppers, lids and other closures, of glass",1,2,3,5,1,3,1,0,2,0,,1124,662,581,120,34,55,443,735,772,702,,14624,11718,12878,10462,12060,11774,13696,12182,10664,13376
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",3,6,0,0,0,0,0,30,126,0,,35,18,232,20,30,78,47,236,63,125,,156318,159884,152857,108776,104450,116250,112144,106259,94246,79334
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",1,0,0,0,0,0,0,6,4,0,,63,96,89,260,147,110,356,668,1397,1223,,56783,56371,57944,47165,40992,36398,34707,30015,24345,21328
630630,"Sails for boats, sailboards or landcraft, of textile materials",0,0,0,0,0,0,0,0,0,0,,29,15,46,231,1,3,5,2,2,37,,10951,10218,8450,7612,11328,8201,8780,8891,7127,17333
540245,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, untwisted ...",0,5,0,0,0,0,0,0,0,0,,36,184,289,764,526,1049,2303,4782,4155,8772,,47184,57330,45810,36511,35325,42749,44181,35845,28726,44706
540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",5,0,0,0,0,0,0,0,0,0,,2910,1417,790,418,377,404,457,589,312,664,,5096,5893,3497,2911,2232,1995,2526,1880,2056,2419
540259,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist ...",0,50,135,105,167,0,0,0,0,0,,2308,5699,3731,4686,3346,2357,2167,2128,2803,4375,,9231,9606,8498,7358,8621,4257,3772,1615,1111,1087
540342,"Multiple """"folded"""" or cabled filament yarn of cellulose acetate, incl. monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,0,57,0,0,4,2,2,0,7,0,,8,3,0,0,0,0,0,0,0,0
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,0,0,1,2,17,0,0,0,,259,242,389,519,392,14,575,734,1571,2214,,2033,1469,1191,1192,941,1070,1167,1149,1303,1664
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,98,126,17,0,3,0,0,0,0,,209,7705,8182,4940,2902,1257,203,256,63,116,,671,642,941,454,588,604,602,706,798,1240
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,150,126,1,287,117,168,477,46,15,2,,560,945,896,220,233,150,258,208,179,149
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,385,279,210,71,23,61,188,229,201,104,,89,78,12,33,23,19,12,5,132,134
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,0,0,0,0,0,0,0,0,,117,67,1,1,26,1,26,57,19,54,,1696,1694,1340,1639,1765,1790,1706,808,887,1488
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,21,47,242,210,,0,1,7,0,5,13,6,33,1,0
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",0,3,4,0,0,0,0,0,0,0,,3318,3315,4550,5210,4297,2435,2413,3018,1449,1472,,6911,7885,4919,2324,3016,3394,3700,3961,2187,2003
520291,Garnetted stock of cotton,0,21,0,0,0,0,0,0,0,0,,67,4,15,2,180,558,887,1077,2176,4138,,1237,1848,2049,2036,2307,1951,1638,1099,735,347
