Product code,Product label,Australia's imports from Japan-Value in 2012,Australia's imports from Japan-Value in 2013,Australia's imports from Japan-Value in 2014,Australia's imports from Japan-Value in 2015,Australia's imports from Japan-Value in 2016,Australia's imports from Japan-Value in 2017,Australia's imports from Japan-Value in 2018,Australia's imports from Japan-Value in 2019,Australia's imports from Japan-Value in 2020,Australia's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",17078,11369,13574,11762,12062,12711,14360,19443,13058,12781,,933139,790538,805455,712795,741285,796881,807229,802014,677937,810466,,109720,93988,100399,89272,79082,98003,109900,122594,118471,127447
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",16365,13936,13456,11707,12569,12775,14037,13933,12983,12767,,895461,786557,761090,677988,719596,768097,798462,745366,680453,834291,,160049,151968,164127,154302,141167,154208,169574,171051,145891,156452
220830,Whiskies,140,949,1215,3194,3790,4854,5728,6315,8143,12255,,31036,40786,55239,85762,99958,121605,135680,178470,254059,420653,,301626,321323,280190,263255,278204,292636,310844,341401,296169,294301
731511,Roller chain of iron or steel,11169,8780,7121,6411,7812,8827,7804,8796,8055,12251,,408384,365214,343028,299606,316834,324061,338612,331985,292148,383904,,29972,23090,22362,21690,22006,21859,23152,24263,23323,30577
848220,"Tapered roller bearings, incl. cone and tapered roller assemblies",12900,8309,8402,8003,7872,8544,8949,7986,11101,12175,,774567,622392,656630,621702,601056,639108,651120,687548,555089,672942,,106012,86775,78021,64866,63595,77655,78297,78266,90340,99493
920110,Upright pianos,6870,7518,7335,6955,7754,8484,9294,9487,9201,12153,,153389,141446,147831,159303,169001,170668,192146,209988,190812,233108,,11704,12072,12139,11440,13952,14960,15953,14624,13233,17560
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",15243,7041,7949,9765,11097,11450,13507,11496,11924,12036,,3215557,2813145,2870431,2387025,2649395,3216581,3243433,2754691,2616653,3236128,,457825,463563,462692,508964,449094,450725,486776,504438,486250,581294
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",14514,11946,9348,8266,9179,9114,8730,9878,8661,11299,,932802,813518,774151,695708,748572,764688,780473,725024,615688,703444,,190843,177499,190502,170606,166220,170834,173955,166955,175822,204146
732290,"Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or ...",29599,19629,19136,11635,10025,11423,17566,8187,8519,11145,,14944,12379,24034,17666,17706,15583,20085,16654,15804,26641,,42376,34664,35223,28293,30001,30243,38289,27141,30593,43703
841391,"Parts of pumps for liquids, n.e.s.",11877,5591,7093,7099,6839,8187,8400,7551,8270,10719,,1201913,1092294,1055690,1009527,1119055,1018953,947676,902285,782383,883209,,183738,169289,184196,151068,148012,185871,201001,201845,175898,202005
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",13869,5225,7599,9002,11163,11732,14007,15721,10555,10452,,15050,29575,13258,10915,16941,15419,18473,20246,16067,21371,,26033,16055,19903,19881,21141,21923,28193,28566,22327,25793
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",15607,7460,7833,7291,6419,7990,9346,11537,8240,10296,,523241,399758,422616,351561,407433,476230,568713,515408,494891,623968,,163681,149337,147659,101713,93380,111603,124288,133483,131349,147266
903289,"Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...",40554,35990,26607,23998,29898,18894,12568,10690,8761,10231,,3069935,2896061,2590659,2129965,2303947,2607697,3017114,2824728,2945035,3906648,,547299,371472,446423,300719,341776,312871,288988,269029,235776,259560
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,12031,7233,6916,7169,10220,,0,0,0,0,0,298653,325887,286984,387961,514642,,0,0,0,0,0,41044,37012,29169,30730,44684
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",8904,7851,6518,6789,5767,5713,7561,9027,9642,9989,,49741,47419,46170,44068,48789,50072,52328,57208,61984,62538,,9937,8651,7594,7490,6336,6509,8634,10490,10720,10631
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",1242,1703,1977,5722,6342,5414,5231,5209,6247,9989,,61495,65698,68790,67071,69153,62799,65309,87251,132760,146061,,281632,285576,303212,330747,368862,427005,425215,417346,462925,480234
321511,"Black printing ink, whether or not concentrated or solid",16247,15900,12662,12902,11720,10894,10623,8176,9623,9961,,174967,168954,173630,153945,142432,155803,162320,156264,143856,187535,,49839,47404,43906,61836,81570,83336,79637,71314,68078,79074
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",18287,11695,12971,11780,7777,4734,5143,7609,6941,9814,,510828,536250,553434,491790,480205,548435,520464,473841,543088,588029,,93161,71711,78692,73178,113625,59515,61170,67345,62070,80423
841430,Compressors for refrigerating equipment,46269,40655,34084,27544,22736,17704,8866,9817,8472,9770,,1788703,1583292,1408478,1183748,1268087,1274628,1395504,1311744,1266744,1803557,,141385,181915,308831,115939,103624,95710,83432,79215,80005,90360
901812,Ultrasonic scanning apparatus,10240,11330,12510,8491,8081,8386,10163,11151,9442,9761,,544598,463656,455221,405147,406800,410020,444426,431254,353105,406893,,87011,95190,90744,78529,68902,69074,77575,83740,77304,79721
852692,Radio remote control apparatus,873,566,754,1487,1268,2469,2855,616,7784,9735,,141688,131384,100253,90513,129299,128688,120613,100614,112106,82517,,75396,48079,41890,49567,45858,39774,39377,35659,55974,75600
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",2392,2114,2769,2520,2460,3249,2673,3322,7990,9687,,76134,82037,77865,78274,106203,112198,115288,121871,223342,146742,,183327,196891,218735,232560,239476,256294,278734,282997,1563043,506463
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",1358,936,690,702,515,504,846,743,6573,9662,,180566,135812,131282,119930,123830,121159,135597,130873,94418,101202,,87933,77170,102540,83121,80024,90589,75844,87587,106180,133728
870510,Crane lorries (excluding breakdown lorries),0,0,0,694,4365,1882,18662,11241,9003,9614,,234902,151091,85086,97091,73057,66678,63476,55967,31945,33756,,0,0,0,26145,81006,128716,249694,251890,158856,243944
392690,"Articles of plastics and articles of other materials of heading 3901 to 3914, n.e.s (excluding ...",12200,9901,10545,9990,10516,11125,11099,9694,9765,9594,,1961484,1761910,1728542,1603437,1699088,1845083,1993181,1991418,1938278,2167010,,657758,668580,685486,634586,625176,698755,786044,751248,903008,969416
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",13220,10287,9591,9009,9429,11880,11189,9312,6689,9445,,2245933,1810450,1640312,1594261,1729991,1898197,1871509,1702331,1779309,2102258,,575500,560789,578261,496729,517604,459998,421460,422166,378786,503888
842131,Intake air filters for internal combustion engines,6475,6108,4519,4462,6283,7824,9938,8742,7866,9227,,62682,53043,50298,42376,35830,48407,60953,47227,37324,52136,,70839,72200,73736,69564,65770,71591,83817,85668,89179,96670
950730,Fishing reels,6095,6734,5340,6136,5976,6522,5209,5264,6942,9118,,68664,70914,76101,75386,86720,85721,95939,112693,119932,138318,,34010,33508,27181,26994,25631,25387,24251,25547,24262,42230
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",0,0,0,0,0,8643,6481,6456,4152,9071,,0,0,0,0,0,8149,5011,5521,9830,18400,,0,0,0,0,0,46517,22018,27662,16924,26906
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,18165,16372,12206,10342,11208,9237,7539,7810,8607,8907,,826905,728517,737042,707297,685352,564799,534467,455147,328033,427042,,80163,77176,78131,129637,98398,81100,65196,59314,57995,65385
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,6515,6785,9544,8312,8876,,0,0,0,0,0,286072,307603,291146,304622,325819,,0,0,0,0,0,358029,410649,410820,516809,609027
761300,Aluminium containers for compressed or liquefied gas,20,4,0,0,14,31,684,1431,5588,8772,,632,2381,254,19133,85,143,319,89,385,173,,19046,17330,14287,17638,13273,19655,24392,20646,21890,30211
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engine",14757,10724,10054,7701,7572,7563,8406,7377,7625,8526,,1209297,1106216,1117687,949523,924647,907735,831353,889335,941432,1059851,,122856,114833,116110,110049,98211,97211,100714,106900,111059,129061
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",4093,2836,2418,2357,2660,4531,2935,5465,7073,8360,,428711,342858,270671,254383,249751,236513,261271,278507,245260,305697,,55111,50224,45030,47787,47435,51577,51728,52912,47695,62175
901849,"Instruments and appliances used in dental sciences, n.e.s.",5628,4701,5628,6601,6420,6087,6930,6439,5907,8335,,217985,209451,213238,209480,215521,212811,230705,228812,197134,267374,,89083,91530,98168,98479,97989,107685,109669,107800,110644,147411
852329,Magnetic media for the recording of sound or of other phenomena (excluding cards incorporating ...,29422,24930,24427,19313,15947,13013,14930,10731,8815,8319,,1471752,1092078,1027407,849635,802979,830862,689281,584486,588175,701517,,45749,35415,35805,25394,20171,20953,18886,14366,11097,11201
850440,Static converters,65205,50671,22345,15713,18668,11609,6473,8910,11560,8264,,1906969,1973767,1958788,1727221,1825508,2025854,2230500,2399805,2451257,2824468,,827891,680313,685075,636871,613036,812419,940969,924643,1043855,1211751
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",5554,8266,7502,12664,8719,10846,19231,21404,9561,8243,,336813,303901,249818,233130,200607,192567,195711,215247,282186,206297,,810844,660883,727490,1046636,879162,1100551,1598805,1518830,1443748,1788608
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",54601,62066,43841,37629,37960,31981,33346,29428,3320,8207,,1330227,1524574,1377647,1434131,1212913,1046845,971913,934327,776466,1123495,,269176,264226,191158,184740,197037,181938,240598,289260,327729,539206
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",19826,15308,11068,9990,6620,6750,9162,6650,5744,8138,,90794,80727,47532,48969,38633,38287,34019,26973,24211,34580,,24231,19466,16090,16130,14298,12430,16473,12880,10436,14927
730429,"Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excluding ...",98649,143636,76380,24062,14058,16494,10497,14994,7353,8102,,1248820,1260446,1317467,657227,464906,528204,573995,587128,432119,333179,,224561,272655,190355,59276,45252,60495,122693,112032,105395,88508
950440,Playing cards,5883,5414,6142,6424,6414,6760,7892,1756,2365,8025,,143905,143675,151476,142494,158509,164416,172332,131178,97401,249833,,9473,9359,12613,13959,14602,14971,17948,17369,22351,49728
920120,Grand pianos,5265,6009,5261,4988,5496,6763,6654,6578,5080,7910,,114964,115061,117122,105335,101599,110671,118790,124067,112455,140967,,10821,11332,11641,8960,13884,13432,12629,12154,9809,15146
960810,Ball-point pens,9279,7512,7174,6524,7112,7559,6864,6700,5797,7902,,439868,392094,399094,399052,436282,447001,445639,475930,391638,507646,,53790,54753,51305,51667,49037,48477,51103,45215,34354,38953
841370,"Centrifugal pumps, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",9012,9417,10447,11960,7644,6677,4905,4390,7609,7858,,956924,793113,723612,716117,738584,575383,641813,614539,583843,580242,,216205,331180,218839,184198,162772,171896,217782,201362,182756,222413
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",20080,15338,6431,9037,3046,8827,8187,13011,3715,7717,,491038,468981,559177,495105,324343,243789,290529,281258,205320,235910,,173624,125731,79639,32026,17985,30244,32697,30466,45086,59567
840820,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",6370,5302,4184,3226,3254,4429,7392,5007,4909,7545,,2358067,2048783,1590556,1145812,767685,898723,1121572,1029564,791919,755997,,302709,309622,286283,193415,182999,201158,228644,213112,169151,239296
280461,"Silicon containing >= 99,99% by weight of silicon",6649,7273,8097,5727,6097,7636,7524,8838,10748,7530,,616649,567418,520152,395392,429257,503006,454078,370929,348711,465987,,8790,12307,14828,13694,14973,16776,17249,18260,21235,20716
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",34277,24328,14857,14377,3627,9532,8432,6229,5247,7487,,409534,599636,726222,651946,461946,451147,421070,513638,363309,416376,,122418,82017,40861,25474,5376,11730,16878,33738,31465,23929
903180,"Instruments, appliances and machines for measuring or checking, not elsewhere specified in ...",16048,15316,13194,12964,13041,8408,9647,7285,6589,7456,,2189262,1810572,1764678,1646656,1633985,1755841,1883089,1763290,1461943,1483485,,305217,280318,360676,322543,329914,265347,288698,307551,296332,328704
650610,"Safety headgear, whether or not lined or trimmed",8332,6113,6289,5025,6127,5180,5669,5807,3059,7392,,112028,110850,114376,102210,127541,130336,129000,151597,166797,202463,,63731,67839,65746,74902,74355,73285,72810,71347,74282,94319
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",6955,5125,4597,3698,3425,5897,6447,8760,5248,7389,,194390,201624,265787,190986,203216,230795,264142,253217,225389,378166,,37398,36214,32629,24852,24772,27349,24261,27032,20512,19360
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",4524,6419,7668,9052,7311,6886,5836,8792,8139,7366,,440040,363888,331217,292096,281328,306358,348514,294148,262555,233300,,116772,100353,104424,112394,84943,93333,74017,101041,91307,116416
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",12371,9390,9571,7635,14194,9825,8908,8824,7968,7321,,560004,479637,468171,422736,501412,485040,502653,536568,445519,537663,,263196,558703,915909,827971,518346,117133,130919,141358,154026,145420
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",30205,18287,11167,11097,5901,9503,10204,8871,7266,7136,,1334105,1079156,1329377,1115588,1175851,1357817,1411780,1194129,1109108,1299094,,151621,166043,155125,133609,147222,167471,171938,161985,146142,184988
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",469,776,336,1222,2879,1680,1606,2742,4223,7114,,55220,66868,90641,110459,169923,204067,242260,229567,179463,224698,,1290,1788,1066,2042,3075,1927,1993,3191,4795,8293
