Product code,Product label,"Taipei, Chinese's imports from Korea, Republic of-Value in 2012","Taipei, Chinese's imports from Korea, Republic of-Value in 2013","Taipei, Chinese's imports from Korea, Republic of-Value in 2014","Taipei, Chinese's imports from Korea, Republic of-Value in 2015","Taipei, Chinese's imports from Korea, Republic of-Value in 2016","Taipei, Chinese's imports from Korea, Republic of-Value in 2017","Taipei, Chinese's imports from Korea, Republic of-Value in 2018","Taipei, Chinese's imports from Korea, Republic of-Value in 2019","Taipei, Chinese's imports from Korea, Republic of-Value in 2020","Taipei, Chinese's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021","Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
540833,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",14,0,0,10,0,0,0,0,0,0,,418,153,494,273,887,1103,1467,420,511,309,,378,295,361,367,279,179,111,134,100,113
550120,"Filament tow as specified in Note 1 to chapter 55, of polyesters",0,0,0,0,0,0,0,0,0,0,,6297,8078,10073,14558,12290,11548,12598,14113,8808,8949,,114,305,400,377,237,76,195,132,174,148
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,18,0,0,0,0,,0,715,215,384,205,1,22,155,134,109,,1303,474,445,144,255,189,620,506,310,300
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,16909,12894,15468,19022,17704,24591,28911,36396,25932,19014,,2770,4394,8904,8139,9578,8784,11860,5628,1424,1100
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,128,202,140,73,58,55,25,21,8,6,,23,21,5,8,60,3,78,85,22,348
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,1985,1923,1286,1139,1534,1295,227,29,7,45,,262,0,377,0,9,6,1,0,0,0
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",10,16,8,5,3,11,3,4,5,0,,26152,21168,20434,15143,13905,15399,15161,15365,14540,11485,,1515,1857,2688,3873,1339,1154,1258,1544,1821,1510
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",6,7,2,8,0,7,0,0,0,0,,185,91,146,148,74,44,48,33,41,25,,165,138,100,72,152,111,111,121,96,97
482370,"Moulded or pressed articles of paper pulp, n.e.s.",0,0,2,2,0,3,1,19,7,0,,327,1363,236,38,96,94,132,19,31,76,,2303,1776,2180,3735,3275,3832,4318,6318,5974,9160
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,83,0,0,0,0,0,0,0,0
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,2,0,10,0,0,0,0,0,0,,2489,3623,5013,5794,9323,7454,7570,8265,5366,4460,,223,169,153,216,135,147,114,61,34,16
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,1,0,,9,23,146,84,158,50,99,437,93,383,,1454,1630,1711,1148,1085,1717,2125,1406,935,1369
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,511,398,1031,1861,1210,2396,823,525,512,386,,485,861,460,243,191,1029,733,1219,1638,1143
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,5,4,5,1,4,5,0,0,0,0,,0,0,0,0,0,0,0,0,50,0
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,1,10,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,0,0,0
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,2,0,0,0,0,,0,33,0,0,0,26,0,0,0,1,,1,1,3,22,21,2,230,10,26,1
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,38,49,67,33,16,55,16,0,0,0,,59,248,401,5256,1401,0,0,0,0,0
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,1,0,0,,165,368,203,391,260,407,523,250,177,99,,336,363,40,1682,38,49,59,41,39,61
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",0,0,0,2,0,9,5,1,0,0,,360,800,706,1458,1993,1624,1168,569,288,512,,3645,3347,3280,1566,1356,1065,1176,2041,2060,1495
847010,"Electronic calculators capable of operation without an external source of electric power and ...""",2,0,0,0,0,0,0,1,0,0,,35,12,88,118,227,46,18,42,61,129,,4390,3873,3991,4137,4465,4479,4707,5228,5404,4990
847090,"Accounting machines, postage-franking machines, ticket-issuing machines and similar machines, ...",121,29,6,4,9,9,1,0,2,0,,7336,11842,3996,8738,4247,8024,7601,1212,1270,597,,3484,2857,2783,4415,3396,3303,3462,2631,2822,5626
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",0,0,0,0,0,0,0,12,1236,0,,54497,96311,138870,123733,102205,90894,104531,81359,58577,45629,,4642,3063,2441,1495,2537,6665,5930,6681,6326,3728
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),0,0,0,0,7,0,0,0,0,0,,6389,8026,11596,8495,4630,7458,1662,4529,2144,1214,,2880,955,363,1818,457,620,577,2509,2559,3460
847730,Blow-moulding machines for working rubber or plastics,0,0,9,0,0,0,0,0,0,0,,6422,9955,10742,8715,5758,7980,7001,7507,6209,4285,,4840,6124,8292,12786,9213,5458,11032,3414,7071,2631
847759,Machinery for moulding or otherwise forming products from rubber or plastics (excluding injection-moulding ...,357,0,108,0,20,117,467,7,70,0,,39273,39349,44377,39600,26840,30858,29281,25538,21761,23871,,4972,7556,20538,8638,11456,9377,10286,14638,12608,14474
851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...",0,0,0,0,0,1,0,0,0,0,,933,807,737,663,585,474,508,817,985,688,,1179,1178,1062,958,1227,1318,1567,840,1411,1000
850750,Nickel-metal hydride accumulators (excluding spent),0,3,0,1,1,0,1,1,7,0,,520,469,256,546,349,406,437,277,483,146,,0,240,7479,13985,15632,18091,20151,20420,22078,25829
851650,Microwave ovens,0,0,0,0,0,0,0,0,0,0,,83286,62269,59163,61457,59113,66560,30674,2806,2271,227,,17894,19121,15679,14910,21362,16468,19987,22269,22278,30025
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",1,0,1,0,0,0,1,0,1,0,,2934,3074,1023,2590,472,308,289,277,844,976,,166,117,42,285,57,108,84,119,91,3
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,132,101,272,256,1017,0,0,0,0,0,,1231685,794868,889647,655510,653350,0,0,0,0,0,,54834,44709,36474,27813,23273,251,0,0,0,0
843840,"Brewery machinery (excluding centrifuges and filtering, heating or refrigerating equipment)",0,0,0,0,0,0,0,82,0,0,,399,149,9,15,106,43,944,205,5,197,,398,794,1231,2420,2616,9741,517,1960,1817,1484
842541,Built-in jacking systems of a type used in garages,0,0,60,39,0,0,0,0,0,0,,14,6,89,296,270,462,421,653,298,299,,1440,1290,1942,2275,1976,2302,1976,1924,2468,2558
842620,Tower cranes,0,0,0,0,0,0,0,0,0,0,,15856,16220,10794,17982,9272,9677,12714,15351,16188,10600,,11022,13831,21731,18131,13265,9968,6679,3595,9802,21726
843320,"Mowers, incl. cutter bars for tractor mounting (excluding mowers for lawns, parks or sports ...",0,0,3,0,0,0,0,0,0,0,,3150,1634,2008,1473,1115,3132,5856,8739,8620,11537,,1243,928,846,602,754,997,1639,1819,1291,1254
843340,"Straw or fodder balers, incl. pick-up balers",0,0,0,0,0,0,0,0,0,0,,12399,16630,8441,8350,7107,4090,7961,2329,739,468,,203,302,734,567,472,272,137,118,379,647
843352,Threshing machinery (excluding combine harvester-threshers),0,9,0,0,0,0,0,0,0,0,,338,522,204,44,268,674,861,1256,1039,778,,6,20,38,73,112,86,174,42,95,97
842482,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3261,2942,3263,4888,2270,,0,0,0,0,0,828,863,1543,1329,1137
842919,"Self-propelled bulldozers and angledozers, on wheels",0,0,0,0,0,0,0,0,99,0,,666,1225,25,68,90,43,45,702,2,55,,495,377,311,254,219,366,563,435,612,646
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,0,0,0,0,0,0,0,0,0,0,,2027,443,499,901,534,2,1870,6042,1009,1,,854,6013,19667,2857,7007,2033,128,3275,7602,12479
843069,"Earth moving machinery, not self-propelled, n.e.s.",0,0,0,0,0,0,0,0,16,0,,9407,13121,16389,3840,4120,40242,98958,107402,128497,185904,,165,223,118,592,253,644,1170,2543,1232,440
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",0,0,0,0,0,0,0,0,0,0,,1092,2115,1039,5921,377,1130,332,314,1168,226,,3412,2547,2501,2311,1511,1638,3529,3247,1631,2493
845510,Mills for rolling metal tubes,0,0,0,0,0,0,0,0,0,0,,10435,33516,44527,11730,18604,8323,18129,21094,5051,20584,,177,40206,1236,642,20,2721,596,1277,748,1173
845522,Cold-rolling mills for metal (excluding tube mills),0,2464,0,0,0,0,0,0,46,0,,12351,6751,377,6543,2544,2360,5160,26894,32848,23161,,17885,56845,16012,7414,3720,4271,4206,20366,562,1276
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1815,3130,2055,1909,408,,0,0,0,0,0,29,173,104,921,122
846019,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis ...",0,0,0,0,0,0,0,0,0,0,,8759,7241,11321,2675,2822,5112,9303,4273,4765,3555,,1386,3168,3641,1471,1721,1332,2149,2004,914,594
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,840,717,2780,1656,2759,,0,0,0,0,0,3193,1826,5085,24,2572
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",0,8,0,0,0,0,0,0,52,0,,5961,1997,8907,5650,1175,1542,1350,2599,2151,3227,,4333,3266,2640,2846,2397,2226,2909,2294,1796,2405
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",0,202,74,0,36,25,0,0,0,0,,17998,14299,9315,11172,11166,6516,7471,3620,903,1731,,3324,4515,3205,2557,2515,2367,789,1964,1643,2539
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",0,0,0,0,0,0,0,0,0,0,,2913,1147,1104,1180,722,669,5027,1818,19797,8461,,34,2180,14210,976,8589,1846,7625,4113,1110,1142
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",1170,989,649,0,795,0,0,0,0,0,,4361,6675,364,1768,6612,2084,2838,2864,2053,739,,2923,2064,1417,1933,1847,507,807,531,152,204
844311,"Offset printing machinery, reel fed",44,0,0,0,0,0,0,0,0,0,,2147,2267,1903,3086,1298,1305,883,419,358,221,,13516,1824,3850,2211,6502,2631,1523,1782,956,612
844400,"Machines for extruding, drawing, texturing or cutting man-made textile materials",203,0,1013,0,0,0,0,0,0,0,,14085,54339,25182,10276,20557,17792,12122,31024,15333,10230,,37456,22690,27675,31911,23603,15667,5748,39504,29233,18320
844530,Textile doubling or twisting machines,149,0,0,0,0,0,0,0,0,0,,5047,8930,16263,8460,11096,10627,9882,6483,9621,6400,,13054,3703,12947,6448,8158,12436,13177,11967,3380,7806
731582,"Welded link chain of iron or steel (excluding articulated link chain, skid chain and stud-link ...",1,0,0,0,0,0,0,0,0,0,,418,199,404,905,2629,297,350,575,1398,1470,,3088,2598,2935,4288,3569,3525,4246,4077,4774,5742
732421,"Baths of cast iron, whether or not enamelled",0,0,0,0,0,0,0,0,0,0,,0,122,104,9,1,31,0,1,5,1,,1026,1156,1542,900,826,767,694,705,541,671
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",9,37,14,0,0,2,5,0,0,0,,92,343,63,94,116,211,345,150,210,170,,1112,1466,2005,1388,253,2045,1153,1157,895,549
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",61,40,0,0,2,0,0,0,1,0,,6456,5905,5948,5133,4056,3497,3997,4488,3857,3647,,20799,26607,25933,24120,28275,30038,20834,935,2145,3492
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,10,0,0,5,5,33,10,533,1161,1323,,225,7,339,457,246,489,70,128,2,59
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",0,0,0,0,0,0,0,0,0,0,,666,548,348,244,194,577,247,239,102,222,,34,65,171,91,20,111,32,59,15,11
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",0,0,0,0,0,0,0,0,0,0,,381,612,454,42,151,70,118,75,32,42,,196,124,148,142,145,161,106,296,894,547
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",0,0,0,0,0,0,0,0,0,0,,284,456,596,429,253,263,71,97,80,107,,2039,1738,1809,1751,1372,2029,1770,1589,1530,1747
731450,"Expanded metal, of iron or steel",0,0,0,29,0,0,0,0,0,0,,6218,6035,5644,5013,3237,4534,5264,4022,3798,5174,,537,374,493,333,269,193,238,206,157,896
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,32,78,147,100,447,278,20,80,6,7,,5154,4358,4622,4589,5234,5931,2459,2778,2104,2425
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,0,0,255,0,0,0,0,0,0,,10307,7554,10942,6671,7317,7904,9026,8936,4384,6808,,0,3,20,312,4,0,0,0,31,80
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",0,0,10,0,2,0,0,0,0,0,,94,190,88,378,668,597,797,315,166,303,,8223,15755,13266,10847,11027,11886,11986,11985,8922,22397
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",0,0,0,0,0,0,0,0,0,0,,5,6,5,6,15,19,63,59,51,29,,141,180,104,133,172,135,182,326,316,323
780419,"Lead plates; lead sheets, strip and foil, of a thickness """"excluding any backing"""" of > 0,2 ...""",0,0,0,0,0,0,3,0,0,0,,246,914,193,3222,500,17,476,53,20,87,,3765,5183,5257,2719,466,883,958,895,1265,1420
790500,"Zinc plates, sheets, strip and foil",0,1,0,0,0,1,0,0,0,0,,1379,3206,5395,4058,4434,5749,5081,4800,2951,5357,,4036,1789,2030,3471,2200,3770,2612,1782,2190,2802
810110,Tungsten powders,229,394,505,248,380,0,0,1074,2,0,,24890,28096,24020,12248,8874,14885,14748,10193,11951,13209,,2783,1855,1589,5832,1469,736,1013,3247,5176,1456
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,59079,25094,63823,56099,46911,27932,4368,22911,12334,24782,,3090,756,1764,751,795,1323,230,6759,1166,28
830610,"Bells, gongs and the like, non-electric, of base metal (excluding musical instruments)",1425,2,0,1416,18,0,21,0,1,0,,1660,228,1603,398,167,46,282,314,459,1382,,1902,434,423,1934,480,442,549,513,591,603
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,253,8,0,55,1,0,0,,3482,4523,31997,2198,70,0,1589,0,0,0
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,2542,1148,1200,385,2729,14867,2409,1158,2121,2974,,10,33,10,116,430,797,521,43,79,20
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),0,0,0,0,0,0,0,0,0,0,,33118,9405,7600,77185,12676,775,2280,3940,619,1808,,4146,2858,1799,4857,39210,105207,42078,58256,122603,202575
841861,Heat pumps (excluding air conditioning machines of heading 8415),58,34,216,0,0,0,0,0,0,0,,444,1570,1139,212,3812,1238,11619,21307,31838,61865,,6672,5192,4230,4146,4182,3150,3076,3107,2598,3204
841891,Furniture designed to receive refrigerating or freezing equipment,1,86,0,12,0,0,6,9,0,0,,3572,3442,4213,4260,3014,2254,3475,3490,4430,5325,,5594,6140,4148,4447,4785,3348,3037,1666,1944,2692
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,0,6,4,3,5,2,8,6,8,8,,87,44,42,15,36,43,42,15,29,20
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,77,32,0,3,0,0,,43,207,44,34,21,33,31,48,42,34
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,35,0,0,0,0,0,37,0,0,,62,317,47,171,407,45,409,770,431,608,,57968,62815,64667,54000,52657,62823,58800,56900,64735,70625
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,7,4,1,1,,0,0,0,0,0,1230,825,718,484,294
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,1536,1414,1624,1676,1484,1392,895,87,211,211,,316,315,341,239,288,515,547,555,658,159
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,5,1,0,9,0,,0,0,0,0,0,1224,12536,41112,3038,1025,,0,0,0,0,0,62514,67053,60388,47825,49492
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,0,0,0,0,0,0,0,0,,30670,23423,23944,24499,26395,21632,28500,25883,30773,34335,,5361,3803,3186,6010,7795,6690,7605,7535,10332,7293
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,39,0,0,0,0,,0,0,0,0,0,780,2034,3965,3351,3535,,0,0,0,0,0,7410,7053,19372,24898,32282
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5308,4094,4559,3767,4595,4111,3907,5054,4115,4131
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,0,0,0,0,0,0,0,0,0,,2691,4104,4695,4321,4733,5570,7330,8004,5127,6146,,191,407,476,544,651,625,850,796,1402,3065
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,56,68,83,56,319,43,115,24,14,5,,13766,20713,38144,16969,14024,9228,16697,10311,10015,12124
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0
292144,Diphenylamine and its derivatives; salts thereof,30,41,0,0,0,1,0,0,0,0,,343,163,297,190,190,321,731,851,795,934,,7480,9063,9511,5883,5535,3187,2403,1656,2859,5874
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,0,0,1229,2218,,0,0,0,0,0,2415,576,217,97,155
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,117,102,176,85,119,99,103,89,72,224,,3330,3354,3056,1952,1876,2186,2501,1549,1725,3378
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,896,256,680,1258,2855,2508,3514,355,324,502,,1047,1394,1630,868,1196,1402,2150,2139,1891,1936
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,128,48,473,251,212,286,173,114,152,292,,163,258,404,388,297,277,607,905,931,1026
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,8,0,,41,1,0,0,0,0,1,1,0,4,,131,8,7,24,59,55,76,111,72,94
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,27,15,31,0,87,0,58,57,55,29
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,77,116,105,86,133,97,151,193,113,58,,527,479,604,600,519,647,582,608,592,1196
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,20,2,0
293221,"Coumarin, methylcoumarins and ethylcoumarins",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,16,8,0,0,0,0,0,0,0,0
293294,Safrole,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,182,0,0
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,26,28,14,26,27,32,28,2,0,0,,151,124,112,0,0,0,0,0,0,0
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,2,3,,135,107,440,253,106,29,124,384,132,426
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,2,,0,0,0,0,0,458,306,175,154,131
291713,"Azelaic acid, sebacic acid, their salts and esters",10,19,0,0,53,1,0,0,0,0,,72,86,244,197,66,181,140,191,139,174,,6685,5632,5862,5497,7952,8204,8325,8301,5987,10010
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,107,265,11,1,0,1,2408,759,29485,60449,,1459,9,45,3,4,1040,90,3,1072,22656
291635,Esters of phenylacetic acid,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,151,148,0,0,0,0,0,0,0,0
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",113,155,18,71,335,126,3,0,0,0,,4079,2330,2855,2890,4915,4774,7883,7863,9485,7135,,22777,20126,16159,9670,12497,9388,13021,14122,11211,11022
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,7,2,4,14,0,,0,0,0,0,0,2165,3592,3282,2542,599,,0,0,0,0,0,9187,8869,9290,12771,7991
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",0,0,0,0,3,5,1,0,0,0,,47921,13108,4762,284,1715,1583,72,16,27,118,,4812,1757,4295,3937,948,728,2789,10436,1898,578
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,0,0,0,0,7,8,1,0,0,0,,98,219,419,1369,455,317,458,373,420,484,,5301,6246,5879,5200,4230,5263,5880,6119,4237,5590
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,1293,582,532,259,49,12,0,50,321,249,,174,133,138,120,47,69,99,166,125,113
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,159,29,0,0,0,0,0,,1330,2183,2669,6079,9809,0,0,0,0,0,,18155,15017,21003,17281,16737,0,0,0,0,0
290346,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,77,0,0,0,0,0,0,0,0
290351,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), incl. lindane (ISO) (INN)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,95,320,0,0,525,1549,907,640,1042,1527,,0,0,41,72,72,94,46,104,48,51
290383,"Mirex """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,34,1,1,2,6
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,2,0,1,4,0,0,0,0,,0,54,405,972,2530,3465,4191,4774,4239,3567,,0,1221,11635,10282,12735,12825,13547,13765,16242,21328
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,19,0,0,0,0,0,0,0,0,,105,375,344,312,573,749,965,294,213,112,,2,34,28,58,7,15,49,62,26,15
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,34,20,16,0,0,47,53,8,29,27,,643,570,127,78,57,92,215,273,389,397
481410,'Ingrain' paper,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,20,0,0,0,0,0,0,0,0
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",0,0,0,0,0,0,0,0,0,0,,900,1091,1146,993,751,632,447,504,840,607,,2327,2506,2370,2354,2543,2277,1621,1402,1003,910
441860,"Posts and beams, of wood",0,0,0,0,0,0,0,0,0,0,,3,1264,694,423,40,479,11,70,0,1,,219,573,331,315,723,366,1395,835,1328,633
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,0,1,153,0,0,0,0,0,0,0,,303,359,302,187,85,81,44,76,44,60
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",4,0,0,0,19,0,0,1,0,0,,54,57,51,155,97,149,34,119,66,19,,1009,1134,1175,1440,1513,1156,1283,1103,1062,1479
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1245,1501,1642,2232,2079,2957,3391,2625,1259,971
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,12,64,59,10,7,44,996,,12,6,0,2,3,5,7,10,11,23
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,15,17,0,0,0,,2921,3120,3293,2985,786,614,1002,501,410,255,,1348,3236,5358,3821,3495,2335,2494,3030,3139,6208
480830,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",13,118,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4850,4393,0,0,0,0,0,0,0,0
