Product code,Product label,Australia's imports from India-Value in 2012,Australia's imports from India-Value in 2013,Australia's imports from India-Value in 2014,Australia's imports from India-Value in 2015,Australia's imports from India-Value in 2016,Australia's imports from India-Value in 2017,Australia's imports from India-Value in 2018,Australia's imports from India-Value in 2019,Australia's imports from India-Value in 2020,Australia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
30314,"Frozen trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,3,0,,0,48,211,191,108,0,249,452,0,0
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",0,0,0,0,0,0,0,0,0,0,,211,98,38,349,193,330,25,0,0,0,,46,123,122,169,120,156,180,272,166,262
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",0,0,0,0,0,0,0,0,0,0,,1122,31,35,50,0,32,0,0,49,0,,0,0,0,140,0,0,0,0,0,0
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",0,0,0,0,0,0,0,0,0,0,,11664,17683,28002,23355,22922,19387,41414,34123,31269,35101,,144,114,169,145,197,229,228,260,71,258
30366,"Frozen hake """"Merluccius spp., Urophycis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,1,0,0,0,,127,177,489,293,171,28,201,398,26,192
30368,"Frozen blue whiting """"Micromesistius poutassou, Micromesistius australis""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,13,0,93,50,0
30431,"Fresh or chilled fillets of tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,16,0,0,0,0,,0,0,6,0,0,0,1,0,0,2,,393,111,230,112,68,186,84,53,54,91
30441,"Fresh or chilled fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,158,0,0,,1078,1922,3178,3025,5222,5890,2160,1793,738,778
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,,69,4,2,8,16,3,8,0,3,46
30455,"Fresh or chilled meat, whether or not minced, of toothfish """"Dissostichus spp."""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,0,183,0,0
30485,"Frozen fillets of toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,49,1089,0,45,144,99,0,15,4,262
30487,"Frozen fillets of tuna """"of the genus Thunnus"""", skipjack or stripe-bellied bonito """"Euthynnus ...""",0,0,0,0,0,0,0,0,0,0,,0,279,249,121,240,302,3975,4690,2124,1833,,1658,2338,3595,2043,3965,6282,5726,6179,3921,6880
30542,"Smoked herring """"Clupea harengus, Clupea pallasii"""", incl. fillets (excluding offal)""""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,20,0,0,0,,556,458,281,375,322,291,320,281,277,212
30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",0,0,0,0,0,0,0,0,0,0,,1104,1877,3440,1781,335,1671,496,648,204,180,,9325,6161,3222,2811,3783,3681,4210,3292,3995,3922
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",8,0,0,0,0,0,0,0,0,0,,0,99,61,1752,3524,365,22,84,33,4,,47,64,73,116,175,167,113,269,77,249
160100,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...",0,0,0,0,0,0,0,0,0,0,,872,593,630,2026,298,992,971,1288,414,476,,6074,4834,5167,5778,6580,7313,7531,7679,8007,8091
160241,"Hams of swine and cuts thereof, prepared or preserved",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,8,34,4,,5313,5119,4138,3703,3408,3880,3956,3199,4121,5972
160510,"Crab, prepared or preserved (excluding smoked)",0,28,0,0,0,0,0,0,0,0,,15065,12057,15257,8600,3105,13294,27095,26677,25092,66624,,4871,6162,5807,4183,3597,5090,5968,4815,4437,5466
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,595,182,11,5,8,22,7,10,7,5,,2114,2465,2402,2795,2059,2219,1983,2070,5432,4037
200591,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,9,1,0,0,0,0,9,2,4,2,,2554,2834,2790,2315,2744,2670,2829,2835,3063,3390
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,1,10,0,0,0,0,0,0,,0,15,18,3,1,0,0,24,3,3,,4929,5174,2030,1252,1417,1149,1151,525,826,4469
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,0,23,0,94,0,11,0,6,8,59,,1386,2980,2557,1756,1957,1919,2442,2498,4149,13023
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",0,0,0,0,0,0,0,0,0,0,,7262,53971,24215,11974,4357,66,0,80,31,266,,1193,2010,2321,2363,2083,1847,1834,1912,1305,1748
230330,Brewing or distilling dregs and waste,0,0,0,0,0,0,0,0,0,0,,11,250,632,503,960,155,1460,397,114,959,,3,33,338,0,0,0,165,2701,10177,0
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,41682,57263,79207,15636,500,72,139,0,845,5050,,0,0,0,0,0,0,0,0,0,0
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,378,143,23,4,39,21,152,0,18,111,,49599,44705,42603,39015,42747,11997,10859,14542,20607,28812
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,30,42,38,1020,109,15,535,10,63,32,,219,2136,6294,12642,7005,27121,27577,16901,1604,86
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",10,0,3,11,0,4,0,7,0,0,,547371,575998,585162,450282,379114,443063,440409,423948,449353,460480,,44,729,433,287,480,166,43,7,14,13
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,15,0,0,0,0,0,1,0,0,,80,48,65,77,68,31,172,236,36,54,,497,179,159,113,129,94,188,280,218,398
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,39,0,2,3,0,0,4,1,0,56,,596,595,684,898,695,871,667,841,984,1140
253010,"Vermiculite, perlite and chlorites, unexpanded",0,0,0,0,0,0,0,0,0,0,,306,331,308,254,297,616,667,692,1142,1510,,2663,3315,3939,4801,5340,5604,6399,4772,5193,5349
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,149,16,11,8,14,10,12,26,14,11,,417,552,553,402,268,522,528,650,255,469
260300,Copper ores and concentrates,0,0,0,0,0,0,0,0,0,0,,61,36445,18668,0,26469,42623,117415,409408,92475,61042,,31,6,11,66555,44353,40057,22849,57383,39652,210884
260800,Zinc ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,78124,12,177,78,61588,858,425,357,586,,124099,172519,232034,163420,341448,509292,579905,292737,217286,323343
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,0,0,0,1,0,0,0,0,0,,523,3627,4110,1262,5501,16466,18409,20861,21753,48304,,281,529,516,573,383,686,890,1058,840,832
290211,Cyclohexane,20,66,1,55,1,80,0,0,0,0,,12066,46156,58010,27891,23849,35786,42241,25960,32412,38214,,367,397,203,238,186,282,186,160,154,159
290230,Toluene,0,0,0,1,0,0,0,0,0,0,,6230,18741,13525,5758,4785,4132,11603,9688,10964,19520,,31535,12304,16928,10584,8262,6713,6917,11942,1201,8911
290250,Styrene,0,0,0,0,0,0,0,0,33,0,,29366,4852,10759,810,3671,5997,12098,3803,8881,30949,,26970,35420,28620,22900,15401,21066,23043,17222,10242,23052
290314,Carbon tetrachloride,0,0,0,0,0,0,0,0,0,0,,1,2,4,3,7,4,2,8,3,1,,0,1,0,0,0,0,0,0,0,1
290321,"Vinyl chloride """"chloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,2,7,,0,0,0,0,0,0,0,0,0,0
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride """"chloroethylene"""", ...""",0,0,0,0,0,0,0,0,0,0,,923,4721,4703,4094,822,662,910,1423,2999,3941,,589,768,426,681,605,831,1125,825,858,516
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,1,30,8,26,5,97,8,38,33,50,,498,413,395,279,341,242,339,412,246,698
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,0,0,67,2,151,0,0,0,,3429,4934,5603,5914,5550,7920,14825,21362,17618,18977,,404,461,481,644,710,429,430,827,508,744
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1973,3066,3240,3574,6671,,0,0,0,0,0,0,0,0,247,0
281610,Hydroxide and peroxide of magnesium,0,0,0,0,0,0,0,0,0,0,,895,1017,1298,1102,2091,1588,2154,2073,2673,3487,,637,1259,743,895,1007,982,811,686,451,401
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,0,0,0,0,0,0,0,0,,36,55,161,147,89,116,234,86,97,161,,10,12,8,9,3,20,4,2,1,5
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,0,,2830,7784,7527,5158,6426,8208,6818,4472,2162,2808,,8435,4215,4062,3535,4590,8048,7975,6169,7127,10333
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",0,0,0,0,0,0,0,0,0,0,,23,137,47,66,59,105,96,83,123,180,,246,1,19,30,37,462,28,26,29,15
280461,"Silicon containing >= 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,0,,39,3,1,58,0,361,0,11,7,42,,8790,12307,14828,13694,14973,16776,17249,18260,21235,20716
280700,Sulphuric acid; oleum,6,15,330,5,0,0,4,0,0,0,,12251,4294,5562,5066,4987,13058,12517,8254,5402,47500,,22921,7043,3605,11847,9375,8669,6660,10105,1153,6928
262030,"Slag, ash and residues containing mainly copper",0,0,0,0,0,0,0,0,0,0,,617,283,586,495,490,1773,1182,1499,1061,1176,,706,239,1535,1549,518,914,150,148,141,261
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,15,9,218,62,75,283,76,15,0,157,,90,85,263,218,3,0,2,0,1,1
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,1,,0,0,33,0,0,0,0,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,322,33,1434,2461,3,0,0,9,43,99,,380,1,2722,61,38,27022,46,126,11902,18
270820,Pitch coke obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,1579,1,8,55,170,1693,948,599,0,110,,1692,692,878,1278,1208,5565,2153,1231,963,779
271311,"Petroleum coke, non-calcined",0,0,0,0,0,0,0,0,0,0,,49581,81372,25211,42187,11615,89370,85279,43238,36383,36435,,11,0,15,0,0,2327,2649,35,4726,71
280110,Chlorine,0,0,0,0,0,0,0,0,0,0,,1569,1302,762,2124,1522,1115,1163,1887,1611,1955,,190,252,380,135,607,798,827,607,860,1413
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,53,0,6,6,17,189,133,66,0,,29420,33016,25224,15769,25944,29700,30577,28323,24108,26716,,439,312,581,620,442,340,461,275,163,116
280410,Hydrogen,0,0,0,0,0,0,0,2,1,0,,44,56,75,143,16,92,51,13,22,4,,59,80,43,58,84,60,110,38,25,5
280429,Rare gases (excluding argon),0,0,0,101,0,0,4,0,0,0,,447,1460,739,2490,813,1356,1191,1565,1881,1547,,5916,6906,10010,9058,8124,7827,8825,8733,7114,8305
920991,"Parts and accessories for pianos, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1436,63,17,21,4,5,9,2,4,7,,286,366,246,209,201,267,295,296,345,225
930320,"Sporting, hunting or target-shooting shotguns, with at least one smooth barrel (excluding muzzle-loading ...",0,0,0,0,0,0,0,0,0,0,,6,29,2,4,0,0,0,0,0,0,,6370,15165,19037,10976,15462,11895,11250,10765,8552,12927
940600,"Prefabricated buildings, whether or not complete or already assembled",309,73,13,154,1240,0,0,0,0,0,,30760,35895,39785,52650,38104,10834,0,0,0,0,,426337,307892,126084,107229,74661,0,0,0,0,0
950631,"Golf clubs, complete",0,0,0,0,0,0,0,0,1,0,,35,83,106,77,76,92,106,64,24,119,,41647,42708,46835,35387,30392,29027,31523,31445,35262,48991
970400,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ...",0,0,0,0,0,0,0,0,0,0,,9,27,11,20,12,15,8,32,18,14,,8258,6450,5144,6983,7354,6996,8830,4118,2252,2361
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,16,,3,9,34,24,68,87,35,153,18,7
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",0,0,0,0,0,0,0,0,0,0,,6,42,325,20,77,57,235,290,271,44,,177,145,228,236,196,143,152,209,110,124
910890,"Watch movements, complete and assembled, with hand winding only",0,0,0,0,0,0,0,0,0,0,,33,126,2,5,60,68,45,1132,255,18,,37,39,145,205,124,109,98,146,259,1176
903141,Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...,0,0,0,0,0,0,0,0,0,0,,209,22,5,88,31,220,33,117,458,78,,725,163,128,589,22,513,121,322,324,1790
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,125,10,35,1,0,88,873,1053,2807,2693,,26743,40171,47258,51463,60288,61899,64433,63567,55153,68691
910212,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,0,0,0,2,1,0,4,0,0,,15,2,1,0,0,0,40,15,6,6,,17416,13855,16445,89368,20065,10619,11930,14798,14577,18769
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),0,4,0,0,0,0,0,0,0,0,,1433,1902,1172,1306,1555,1451,1802,1913,1107,1174,,177855,208331,202817,178172,169634,129923,88113,94928,106193,97201
870540,Concrete-mixer lorries,0,0,0,0,0,0,0,0,0,0,,2685,6611,6663,16747,11981,23795,15400,6502,9475,15589,,12754,6479,6975,5724,5085,10234,13201,10720,5003,6717
901390,"Parts and accessories for liquid crystal devices """"LCD"""", lasers and other appliances and ...""",1,4,3,0,3,11,1,0,0,0,,1153,4386,2013,2209,1895,5458,6883,3229,3264,3047,,15621,17438,13281,17102,14642,23560,17156,9326,15896,16914
901490,"Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.",17,11,0,2,24,2,7,4,1,0,,1438,853,1011,825,3395,1749,7691,4122,3837,4394,,26627,33390,42692,41210,49672,48914,31341,26548,27434,33800
870919,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used ...",0,0,0,0,0,0,0,0,0,0,,322,1309,2798,215,956,474,820,1144,970,595,,48490,24127,50909,7914,10844,19328,17440,28785,14476,22238
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.",0,0,0,0,0,0,0,0,0,0,,18402,22935,22718,21823,19964,20221,19459,21088,17420,23143,,6468,7488,6887,6404,6586,6653,7360,9357,9826,14223
880230,Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. ...,0,0,0,0,0,0,0,0,0,0,,13123,174163,1627041,244073,294183,271,19831,3426,4900,101,,0,0,0,35381,91507,762416,285842,1184945,1516374,865470
880390,"Parts of aircraft and spacecraft, n.e.s.",0,0,0,0,0,0,0,0,0,0,,377835,394681,165294,250308,288455,228034,140439,167104,110799,119105,,46694,30759,12232,16188,12407,4831,8637,7415,4974,5017
880529,"Ground flying trainers and parts thereof, n.e.s. (excluding air combat simulators and parts ...",0,0,0,1,0,22,0,0,0,0,,15239,17383,44318,45497,14364,3738,7798,19731,12333,4050,,42311,42340,53200,15586,40402,65210,41212,45402,10184,14340
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports",0,0,0,0,0,0,0,0,0,0,,14,4,81,0,18,3,376,340,11,7,,66150,56206,55589,46509,42232,54252,54247,37276,33860,47119
890400,Tugs and pusher craft,0,0,0,0,0,0,0,0,0,0,,968047,1109717,457343,388344,814461,529766,509152,280505,455149,213887,,236229,287600,164091,114578,49304,161588,44267,145025,14715,67555
890520,Floating or submersible drilling or production platforms,0,0,0,0,0,0,0,0,0,0,,622045,281352,1092921,1029422,450427,1154709,816582,748810,327575,376228,,2890,0,0,7,949,6188713,4854,0,5422,2152
890710,Inflatable rafts,0,0,0,0,6,0,2,0,0,0,,385,25,186,127,118,394,478,239,342,1757,,5588,7685,6341,8195,8435,7440,7646,5778,6115,7572
890800,Vessels and other floating structures for breaking up,0,0,0,0,0,0,0,0,0,0,,874,1547,1214,786,804,1102,57,167,16321,1,,0,0,9,0,4,0,0,34,41,6
900140,Spectacle lenses of glass,0,0,0,0,0,0,0,0,3,0,,16092,16400,9507,8202,6771,5778,5306,5430,4032,6408,,2343,1762,1064,367,451,532,845,475,399,429
900390,"Parts of frames and mountings for spectacles, goggles or the like, n.e.s.",0,0,0,0,0,0,0,0,0,0,,156,412,245,326,227,137,177,264,515,305,,1090,1283,1299,1065,900,820,980,925,665,871
900590,"Parts and accessories, incl. mountings, for binoculars, monoculars, astronomical and other ...",16,0,0,0,1,0,0,0,1,0,,5054,2529,1997,426,737,5540,4166,2600,3321,3236,,5566,5446,3747,6762,2767,3282,5885,5919,4882,7492
900610,Cameras of a kind used for preparing printing plates or cylinders,0,0,0,0,0,0,0,0,0,0,,39,32,227,25,4,7,0,0,0,0,,6,605,14,13,15,0,0,0,0,0
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",21,0,14,0,3,0,1,2,1,0,,6506,6971,4362,3746,3442,3944,4404,4617,5039,6431,,2145,3295,2873,2431,3158,836,943,945,1441,1181
960110,"Worked ivory and articles of ivory, n.e.s.",0,0,0,0,0,2,0,0,0,0,,11,71,20,40,75,110,33,24,28,100,,82,23,17,34,9,3,17,9,24,5
950632,Golf balls,0,8,7,0,0,0,0,0,2,0,,1688,2099,1795,733,167,171,79,143,133,1254,,22192,20657,22239,18437,18038,18704,19877,19434,20682,26119
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,0,0,0,0,0,0,0,0,0,0,,303,72,76,96,231,81,22,32,72,54,,3538,3005,599,739,759,2833,3210,1787,1011,578
920930,Musical instrument strings,0,0,2,3,1,0,2,0,0,0,,441,251,130,74,60,126,88,106,194,221,,4226,4982,5098,4769,5130,4970,5372,5427,5967,6257
930630,"Cartridges for smooth-barrelled shotguns, revolvers and pistols and cartridges for riveting ...",1062,1661,330,260,342,205,110,368,0,0,,30,30,723,85,1,50,332,1,2,4909,,48641,42435,67207,45105,49797,48962,42058,45272,74271,57732
911012,"Incomplete watch movements, assembled",0,0,0,0,0,0,0,0,0,0,,33,0,0,0,0,0,80,303,0,0,,14,4,15,24,23,6,15,6,17,24
910191,"Pocket-watches and the like, incl. stop-watches, of precious metal or of metal clad with precious ...",0,0,13,4,0,0,0,0,0,0,,91,52,255,17,76,1920,76,16,52,17,,107,169,145,189,51,132,539,61,80,491
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",0,0,0,0,0,0,0,0,0,0,,7324,3159,11319,7077,23408,69418,59259,23501,25687,29924,,197,140,119,86,145,68,276,228,197,302
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,0,0,4,0,0,2,0,1,0,0,,18657,6329,10004,4913,19359,42013,25340,17037,14112,31043,,69,128,203,301,331,417,164,88,265,216
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,1,0,0,0,,92291,82468,38784,36528,51731,64432,47996,29890,22387,40086,,2839,385,430,261,499,1098,471,66,157,83
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,755,1467,597,820,1452,139,211,584,297,1324,,339,493,245,269,604,897,616,2449,684,1181
720293,Ferro-niobium,0,0,0,0,3,0,0,0,0,0,,1,106,364,303,323,204,304,1864,273,741,,5747,3004,3862,2695,2984,2692,3536,2862,3689,4553
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",0,0,0,0,0,0,0,0,0,0,,491,529,495,208,6594,1992,1750,1363,1462,648,,2171,351,338,134,389,224,19197,5906,184,279
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,10,0,0,0,0,0,0,0,0,,2496,5402,9422,758,597,875,895,705,799,1073,,1225,767,559,489,364,245,284,348,290,320
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,1600,655,463,233,50,143,261,376,326,573,,1490,1764,2229,0,0,0,0,0,0,0
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,5581,5694,3865,4578,7172,10380,15541,18062,13120,17353,,34308,14377,0,0,13536,51831,65256,26467,21752,42564
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",0,0,0,0,0,0,0,0,0,0,,5885,13622,11508,11195,11860,17636,14511,10236,17568,26538,,0,12179,23245,14452,3887,0,0,0,0,0
731520,"Skid chain for motor vehicles, of iron or steel",0,0,0,0,0,0,0,0,0,0,,78,18,15,37,10,11,122,563,7,22,,6197,5052,4119,3639,3629,4372,4003,4077,4982,4514
701342,"Glassware for table or kitchen purposes of glass having a linear coefficient of expansion ...""",0,0,0,0,0,0,0,1,11,0,,94,8,2,13,9,32,128,80,76,258,,5383,6730,6028,7886,8416,9470,9539,8370,8749,7745
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, ...",0,0,0,0,0,0,0,0,0,0,,3111,4480,6135,5134,5865,7311,7460,6882,5212,6695,,958,1184,1784,2053,1939,2077,1951,1891,1783,1642
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",0,2,0,7,2,5,10,7,3,0,,1856,1196,1057,1866,2111,2155,3845,4393,3938,5052,,11490,9667,10899,8950,9846,10577,12161,12587,11593,12071
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,0,0,0,0,,1849,29880,1913,4198,8246,8466,8104,6286,4029,17907,,28,2,0,4,24,35,62,7,22,10
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",2,80,25,36,156,7,5,0,9,0,,1531591,1837578,1586424,1307165,1575880,1763669,1394273,1232695,538590,882919,,10450,3920,5258,7688,8330,4466,6798,5712,5517,14272
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",2,12,0,3,2,0,0,1,0,0,,2450,2013,398,256,313,259,23,29,18,232,,71133,77265,67364,38540,35759,25917,19609,32476,359278,241059
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",0,0,0,0,0,0,0,0,0,0,,86,374,189,171,329,957,555,371,629,569,,2851,2693,5039,3672,1643,2496,2595,3933,3286,5208
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,7,8,4,0,0,0,0,0,,10208,18930,21402,15158,4205,51024,0,0,0,0,,5648,5819,6960,6646,6323,0,0,0,0,0
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",0,0,0,0,0,0,0,0,0,0,,10,399,1,0,4,4,33,128,178,114,,41,32,124,37,34,5,10,18,16,4
690510,Roofing tiles,0,0,0,0,0,0,0,0,0,0,,345,294,279,262,257,771,745,539,408,565,,1299,4011,3036,2126,2436,2896,2426,2981,2863,2746
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,0,0,0,0,0,,5358,3128,2154,12010,29035,871,249,155,162,5976,,0,0,1,0,2,0,285,2060,122,107
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,1,268,5,5,0,3541,1,16193,2318,4629,,2312,3015,1826,2849,2218,2588,3379,3676,4347,5349
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,0,16,0,0,39,0,36,1,173,,85,102,50,47,70,211,160,245,154,641
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,0,,393082,310786,384443,444985,396545,432791,202984,49340,120494,140888,,109,111,400,7,159,224,53,2843,163,70
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,3325,9377,4069,2703,2452,1520,425,1755,1050,3569,,5579,3194,3348,1897,1266,2634,2746,2663,1474,1975
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",0,498,863,670,961,1649,1875,0,0,0,,158960,115718,276398,352318,97824,275484,254501,136212,254210,506968,,88623,34213,46283,17258,17099,34306,38631,29523,26721,29123
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,460,789,597,1352,1973,3403,0,0,0,,29688,53818,44800,23478,22902,47519,60284,53090,52108,102731,,51182,36285,46529,26129,18837,28160,41680,26241,25908,30816
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,67,194,0,0,0,,18480,9669,5292,5820,5396,4693,3222,4022,4876,10281,,0,0,1041,2884,2267,3809,6598,5710,5930,8753
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,755,455,389,873,3088,654,1756,1753,1375,1253,,3193,1713,1950,2527,2038,4639,4301,3449,4219,4089
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,2,42,0,0,442,0,0,216,0,,107702,165256,110971,65906,54544,79398,51140,44852,53653,211824,,3663,3102,4565,4821,6265,13605,11348,11676,10280,7827
