Product code,Product label,Saudi Arabia's imports from India-Value in 2012,Saudi Arabia's imports from India-Value in 2013,Saudi Arabia's imports from India-Value in 2014,Saudi Arabia's imports from India-Value in 2015,Saudi Arabia's imports from India-Value in 2016,Saudi Arabia's imports from India-Value in 2017,Saudi Arabia's imports from India-Value in 2018,Saudi Arabia's imports from India-Value in 2019,Saudi Arabia's imports from India-Value in 2020,Saudi Arabia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
940550,"Non-electrical lamps and lighting fittings, n.e.s.",1065,1442,967,2121,2010,1588,324,300,295,680,,13369,18586,20099,17376,11864,11394,15359,16669,21439,36176,,9271,11478,27685,18857,8820,5893,4496,7702,4251,6619
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",0,0,46,221,130,37,579,606,863,680,,17982,37105,45158,49624,57498,58698,81607,101582,100606,93870,,157,294,90,1006,444,118,845,805,1002,887
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",0,62,154,188,0,0,121,143,799,680,,35505,37352,24922,25548,23365,31912,25622,26886,23865,35764,,122980,118779,155613,131398,213099,186612,195358,249768,226604,148277
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",0,76,0,0,0,75,22,300,383,679,,125712,218569,206657,184520,129578,135821,143733,138128,131928,188032,,37,207,181,504,621,261,2022,1023,1191,1084
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",155,462,607,653,903,1253,850,670,395,679,,13511,15742,19147,18886,30893,19864,16074,17552,15657,18306,,5146,6753,9366,10925,11031,8681,9905,9769,8086,12492
842620,Tower cranes,585,144,497,664,0,75,40,575,9,679,,1896,598,8417,6889,6856,4407,5236,2245,5947,3777,,110493,115219,77503,90636,43621,50340,29222,20805,14387,14294
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,685,267,108,400,207,0,29,973,4211,678,,35979,39297,11888,2480,3319,2371,3512,6724,24231,22943,,27328,42947,10697,41366,17746,12443,13967,16365,21189,17949
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",126,22560,0,51,0,554,1031,271,4345,674,,172806,425394,313685,139646,52578,208269,123538,93934,134491,464839,,385719,240787,291469,237675,188213,1688,10279,5612,11907,8408
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",3010,1964,2313,2234,2497,2471,1691,1765,417,673,,23059,48225,75521,92906,96472,95666,66199,75896,67210,109553,,48080,29612,32142,29290,15858,17383,18253,16900,8203,11443
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,136,133,305,69,211,576,660,,71390,76396,86845,87947,89036,91934,107484,116977,94184,115155,,82,1181,31,270,726,666,869,1192,1200,1793
854370,"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85",27,107,65,107,148,153,198,272,568,660,,33422,35107,30167,38933,35958,53698,62572,85445,83625,134587,,38014,48370,60317,54889,28821,27105,37614,27542,48583,72112
841850,"Furniture """"chests, cabinets, display counters, show-cases and the like"""" for storage and ...""",491,503,1527,2161,502,333,22,262,667,659,,12996,21671,24027,33368,34487,34844,30446,37222,25503,29740,,79947,101895,105488,136782,106895,99687,75612,69840,72411,102136
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),356,686,593,1507,2575,947,669,1107,686,657,,10470,10327,12665,13161,13594,13620,16283,16506,14455,20874,,7017,5843,4274,7239,16680,11547,4655,3501,4234,6311
820730,"Interchangeable tools for pressing, stamping or punching",180,119,34,182,171,170,302,475,527,657,,17156,14761,18352,11256,12911,16249,15533,16729,12078,17708,,3668,3984,7074,6677,4069,4961,5075,5186,7543,8476
390461,"Polytetrafluoroethylene, in primary forms",0,0,0,320,150,105,943,99,105,657,,52243,48891,62443,47246,54118,77126,110502,109865,93763,151469,,3150,4687,1116,2037,718,529,1734,1694,1463,3876
620799,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials ...",287,90,103,0,226,96,318,638,692,655,,6172,4313,4067,5673,12114,11044,8914,12274,11611,9618,,1951,2141,2136,2049,920,1054,804,1310,1592,1247
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",1074,1315,890,1325,978,182,570,534,565,647,,34233,45851,31235,34760,31992,33740,36424,45762,40141,50707,,80711,81875,104496,129371,117293,73923,58554,61673,57403,68189
847920,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats ...,920,41,352,0,816,2575,117,200,5066,645,,43016,56478,55058,42945,43527,41434,46349,52953,54606,59418,,3019,8346,604,937,4356,17678,1932,1586,7695,4010
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",0,305,752,1286,437,165,145,226,561,643,,9186,11174,12260,15065,12897,14955,23041,23217,23321,51074,,16557,26177,28852,22253,17812,13099,14650,12627,15991,21989
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",0,44,78,184,58,67,45,45,519,643,,3597,3331,11718,10651,17058,7539,6377,6781,5359,8719,,210,6443,5014,4308,2751,2307,3590,2484,5974,9963
620459,"Women's or girls' skirts and divided skirts of textile materials (excluding of wool, fine animal ...",417,805,840,747,1073,912,350,742,487,641,,22199,29617,34569,29756,22861,19523,22369,32666,29179,37503,,8967,8873,10877,16489,13336,14157,10369,12060,11072,14693
81030,"Fresh black-, white- or redcurrants and gooseberries",31,0,0,33,0,0,63,129,146,641,,0,13,12,15,80,175,136,219,506,350,,194,75,35,295,166,215,209,241,688,3581
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",127,223,344,342,409,622,537,595,707,639,,1385,3214,1862,1272,1285,2226,2389,2747,4122,8486,,1044,2277,2117,2125,2791,3982,2331,3810,3773,3317
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",129,243,422,542,829,615,495,1182,1852,638,,16286,13884,9473,10683,12961,15902,19695,72802,59665,87000,,3853,8059,5532,5254,8783,8341,4022,4434,5408,3620
580136,"Chenille fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",203,556,907,746,173,0,37,0,218,637,,7190,23257,18788,18188,16791,17520,18630,15624,11065,17811,,8247,7641,9704,5566,1681,808,726,597,415,1139
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,40,0,173,0,0,535,409,386,637,,4082,9096,9464,8236,8968,7840,5674,10870,15450,23433,,822,2823,2008,3246,2396,1513,2860,2923,3997,10703
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",127,97,0,103,109,185,250,154,325,637,,231170,266332,248741,316452,221604,196312,187745,181910,172251,198867,,907,1482,923,1117,1054,1302,1695,1860,1191,2370
281700,Zinc oxide; zinc peroxide,499,1595,2139,2197,959,924,5074,6122,9,633,,27000,30016,32973,30049,24341,37126,41801,30359,32849,44003,,183409,3745,9759,5806,8353,3118,10872,7327,7591,8490
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",598,965,2327,1898,461,645,1738,906,783,628,,11283,9139,7699,9142,9023,8012,7770,7055,8545,11231,,7459,9977,15663,16130,9725,19759,19666,14188,11896,13746
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,186,633,1244,619,577,184,623,,4677,2327,626,1392,1403,1609,2270,1940,1217,5304,,467,1295,930,1682,3267,3393,3381,2944,1383,1082
847730,Blow-moulding machines for working rubber or plastics,213,118,651,3462,1067,658,271,622,134,621,,39069,27050,39620,50958,38931,40836,58042,52954,54116,65253,,18404,19764,41073,38021,55905,30550,23248,31102,17972,27847
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",548,125,711,648,523,526,565,1122,1040,621,,110177,147966,157146,234965,346347,274007,242372,284100,182165,232696,,4897,5305,5258,4810,3586,2867,2630,4361,6272,8503
392590,"Building elements for the manufacture of floors, walls, partition walls, ceilings, roofs, etc., ...",198,517,353,330,602,790,679,1534,703,618,,14962,16199,22585,7611,8076,12317,20717,57903,25363,37086,,13376,17449,23263,21484,16201,18681,17458,22069,20960,48593
850450,Inductors (excluding inductors for discharge lamps or tubes),57,68,0,146,912,913,1017,1673,639,617,,23141,22000,24451,17950,13409,15817,20144,26198,23652,34645,,27908,23746,45423,53534,50202,37361,40885,48489,40525,46956
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",407,117,99,50,0,0,0,36,1407,617,,227382,172877,57912,96742,117682,211792,377725,504463,327770,215344,,91243,106365,110434,98372,71892,68826,63210,86100,96353,78648
110419,Rolled or flaked grains of cereals (excluding oats),583,460,119,337,249,255,434,310,312,616,,673,788,587,420,387,358,766,789,725,1089,,9432,8084,5522,5736,6010,4582,4455,5274,4949,4940
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",0,47,870,765,522,367,376,227,1266,611,,54873,51508,50494,40385,30501,32529,32477,39304,40183,56463,,720,1948,6271,2657,2908,1938,3839,2872,5908,3245
610729,"Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excluding ...",27,72,341,0,630,803,186,199,146,611,,7741,19392,32622,46000,59118,99588,73289,70228,61692,95093,,1095,2587,1452,1105,2788,1432,1129,456,416,670
730449,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",1416,789,1933,3103,981,1518,2167,1035,367,611,,2713,1975,4416,7023,7823,24963,40965,46630,256,0,,52507,78517,79645,104602,29807,50192,53249,10683,16353,26253
550921,Single yarn containing >= 85% polyester staple fibres by weight (excluding sewing thread and ...,1938,1563,661,953,663,464,563,207,0,609,,39963,50467,45658,32014,37612,40201,52502,47494,23966,59794,,3152,2516,1063,1002,663,994,703,360,340,745
120190,"Soya beans, whether or not broken (excluding seed for sowing)",0,47,152,404,0,215,263,785,1082,606,,0,77333,147108,143435,96162,164220,116327,53728,38858,17911,,337938,332456,355442,311722,234917,282031,222452,261607,259604,426972
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",248,77,478,224,77,83,625,628,349,606,,13507,24308,16378,20066,35869,29276,28037,29198,24260,34842,,49704,69821,82835,77955,57637,57512,100009,105838,114069,122080
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,293,0,0,100,252,197,21,605,,0,17948,20400,23006,28501,32326,40627,56308,60708,88347,,0,112,405,239,467,210,1306,3036,2512,5299
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",0,0,0,207,33,0,45,6,346,605,,33745,42264,10919,7075,14639,20080,14372,9866,7393,34460,,18454,14352,4912,4292,2799,1128,2070,2619,2133,2140
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",0,0,0,0,0,0,22,50,305,604,,5133,5942,10045,14005,13299,14198,42038,87409,93465,101080,,570,846,4240,3164,4348,5041,4954,6236,6912,12536
681599,"Articles of stone or of other mineral substances, n.e.s.",0,0,878,0,0,361,450,503,628,603,,16813,23553,28997,53631,79175,100040,125042,115161,104551,153472,,7063,5391,3777,3618,2398,3144,3611,3072,5033,9024
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",0,0,0,0,0,0,0,105,711,601,,682,478,591,394,492,1223,409,325,472,624,,44,65,70,391,629,631,291,866,2787,2573
420212,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",613,592,977,769,777,839,965,700,423,601,,33402,36035,34450,31970,38220,38144,84927,67176,25791,30528,,122168,125033,145608,149791,160718,135822,144357,191816,113459,111575
702000,"Articles of glass, n.e.s.",34,134,968,712,449,467,747,661,384,600,,124507,180925,203097,213863,193021,196706,216277,218118,157308,199072,,4724,9677,9842,11615,12215,7008,8135,9476,7062,10000
840290,"Parts of vapour generating boilers and superheated water boilers, n.e.s.",3474,3536,4970,9629,1801,1084,3513,5409,1812,597,,105476,136070,140394,142046,149640,109536,211631,143849,92061,76013,,98571,96401,179638,575792,183080,60810,69977,24772,17457,33888
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",194,165,919,950,1129,819,565,1123,467,597,,4206,4694,6807,5330,3939,6595,4759,6276,4681,11331,,1710,1682,1373,2058,1895,1792,1163,4037,5172,6080
848360,"Clutches and shaft couplings, incl. universal joints, for machinery",540,454,110,1065,732,427,913,709,528,596,,47349,50026,47668,42281,37909,35567,42297,45199,45535,55919,,43354,35457,40163,34236,24994,14612,25992,22580,17074,15184
731821,"Spring washers and other lock washers, of iron or steel",1107,1034,673,847,729,788,425,774,544,595,,5276,6717,7936,7035,7260,11207,10799,8555,6608,9978,,13695,21192,12227,12891,10904,10413,14274,12701,14849,13230
848079,Moulds for rubber or plastics (other than injection or compression types),985,568,888,1686,506,738,282,248,411,595,,34879,35827,39406,39993,39287,55880,54589,53172,48815,63409,,15665,12600,18524,20120,14166,16451,13359,10732,8967,5470
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",301,0,182,44,93,122,409,835,711,594,,113,740,1108,917,1144,1018,1026,1665,2698,5452,,35756,18899,9185,9727,9058,15066,27142,22493,28961,9765
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",639,492,331,575,346,1075,898,1890,992,592,,82431,102584,101777,114339,117628,92436,107590,108082,63739,88197,,17786,24188,20097,31932,29682,35336,38682,46946,39070,54216
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",688,717,1482,1146,760,949,808,687,394,591,,234148,303539,296058,277478,232848,219452,217509,214280,179692,209255,,7855,9025,10382,12492,10751,6883,6498,6876,6488,6847
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),104,506,153,300,284,127,261,381,379,590,,13510,13670,12380,13275,10990,12695,13733,13860,10126,13599,,44067,25913,29847,23973,13787,9339,6687,14987,12193,14084
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",0,0,90,247,0,238,681,397,328,589,,2161,9514,1815,1774,1235,1752,1469,2085,1484,2583,,14881,22510,22202,21571,13395,13071,13274,22600,17377,22370
281420,Ammonia in aqueous solution,0,0,45,0,137,0,75,457,653,586,,2587,3089,2871,2532,2856,3127,3765,3877,3687,3899,,250,153,333,1145,822,337,492,1187,975,2434
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",64,109,382,1143,477,213,1019,932,294,584,,119928,121603,116374,155414,185551,195605,215733,213995,232500,338622,,1633,1555,1418,3984,2587,3273,4777,4238,1454,4667
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",0,509,151,255,292,182,170,706,658,583,,3512,5247,5423,3217,3421,5079,5962,7030,6633,8902,,14827,20202,12656,14957,10204,13562,15542,14200,13893,12815
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",799,482,123,0,980,643,6222,9479,3645,581,,90982,187960,183853,152181,128543,181637,259088,281602,208032,400268,,14823,49897,17354,22135,21929,13866,27229,31541,22162,13254
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",251,223,461,609,380,175,66,103,476,580,,8573,13456,12857,9641,7567,8893,11546,13047,9192,13624,,33681,41466,32594,23416,19890,14073,8654,9200,7367,9844
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",154,0,187,392,0,0,34,422,171,579,,37098,49174,44811,48060,39444,49908,45817,61295,57050,62089,,3097,4972,5353,6604,1240,4413,7424,5894,8356,19202
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",1062,1529,1447,1940,1477,840,308,619,427,579,,7967,10724,10186,12830,10272,11562,13921,16799,13331,24741,,59678,74174,68675,68637,57940,48537,47866,47910,28638,41077
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",276,395,975,903,415,644,598,576,444,578,,273130,380795,399032,310699,298762,309063,315039,302526,283993,412852,,15048,13739,15073,18064,15617,15215,17712,17976,9364,12213
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",872,264,839,522,315,440,459,339,456,573,,22437,19327,16579,15643,16798,18709,17251,13893,14400,16304,,9692,5210,8346,9435,10287,8315,7604,7812,5584,7189
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",80,30,111,224,56,60,177,193,370,573,,10598,12549,8029,9625,11636,10303,14574,16304,22588,30498,,44453,56039,60237,67673,51626,54261,60438,63887,79963,110605
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",927,1972,1507,878,344,133,218,985,517,572,,7597,10136,8999,10255,12260,13996,17654,24018,47694,39827,,32782,36851,44579,58193,64433,76659,64864,82228,123407,86358
482370,"Moulded or pressed articles of paper pulp, n.e.s.",323,950,388,330,427,261,674,360,497,571,,3752,2920,1966,2415,3034,4731,6409,6515,8344,13443,,6352,5752,6618,7981,8068,9412,9445,6534,10523,11840
903210,Thermostats,150,110,142,352,315,120,174,224,231,568,,6392,8784,8981,8397,9171,12129,12677,11761,10027,11670,,23250,30215,26444,27045,17827,18040,20513,19354,20653,27804
