Product code,Product label,Saudi Arabia's imports from Australia-Value in 2012,Saudi Arabia's imports from Australia-Value in 2013,Saudi Arabia's imports from Australia-Value in 2014,Saudi Arabia's imports from Australia-Value in 2015,Saudi Arabia's imports from Australia-Value in 2016,Saudi Arabia's imports from Australia-Value in 2017,Saudi Arabia's imports from Australia-Value in 2018,Saudi Arabia's imports from Australia-Value in 2019,Saudi Arabia's imports from Australia-Value in 2020,Saudi Arabia's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",0,0,0,0,0,0,0,0,0,39,,3274,2648,1227,1701,586,768,687,1202,504,1543,,0,214,29,74,302,206,1144,994,1036,1957
940310,Metal furniture for offices (excluding seats),0,265,0,168,218,42,14,0,0,39,,2287,2009,3651,4857,7210,9737,8846,5364,5393,10054,,65917,94817,73848,77858,80774,96847,81762,68160,61770,62367
80719,Fresh melons (excluding watermelons),121,108,159,231,194,0,125,63,18,39,,13139,12378,14561,17495,19310,20775,16346,19963,14954,18369,,3912,3263,3709,6447,4228,4937,5269,5823,11762,15466
847689,"Automatic goods-vending machines, without heating or refrigerating devices; money changing ...",0,0,0,0,0,0,0,0,0,38,,773,419,1027,479,595,290,522,768,238,276,,14628,1536,1311,284,2134,421,954,292,351,4279
730900,"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material other than ...""",167,179,218,36,0,0,242,362,356,38,,22830,35887,36111,29123,25774,23445,18254,18032,14388,20133,,158870,218821,280325,197268,89619,64223,131389,81864,86994,71182
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",0,0,0,0,0,0,0,3,0,38,,701,521,507,824,788,1202,1031,1063,966,1231,,7673,9273,15075,18780,19614,23097,19506,18418,9757,10268
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",24250,21126,22513,12235,6722,5704,3647,2442,0,38,,317140,277918,292655,272426,262815,300882,274587,275049,262931,347506,,818530,862615,1001388,970505,705580,520007,409852,569864,256,31994
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,88,38,,29,36,34,0,0,2,5,22,1,2,,364,325,4768,20430,17765,26178,18100,19914,7894,5922
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",0,0,0,0,0,0,7,0,43,38,,2675,3275,1775,1691,1578,1277,1698,1251,1240,1765,,28466,39854,23889,54346,25073,38381,23237,24678,28819,31923
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),743,641,41,0,0,71,9,4,0,37,,6735,19775,8098,18262,21638,19090,15457,10642,14425,24907,,184051,191841,196162,178231,122781,153964,142372,122361,103484,117953
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,0,0,0,0,0,0,0,3,37,,2977,1029,1101,2214,2653,1652,2701,2129,1243,1416,,5289,6077,5256,8119,4841,8851,16376,14995,34450,43800
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",58,0,469,88,0,0,24,58,252,37,,45260,38656,35346,34895,34736,0,0,0,0,0,,308729,333684,367136,350719,303647,243546,174065,276255,148458,88855
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",0,62,41,0,0,0,7,0,0,37,,337,567,465,467,620,460,372,580,284,377,,16994,17938,23107,25929,27096,20338,14257,15093,16132,24437
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",0,113,166,243,0,0,24,9,25,37,,9793,6197,7035,6585,10927,12113,8459,5223,3094,6240,,13106,14977,20337,18623,11060,7346,10453,9456,7305,6712
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",742,0,0,0,0,308,0,0,0,37,,23974,21668,21606,15844,23568,20429,22220,73259,38942,30651,,63702,48752,49823,59145,49927,40935,16389,39170,43574,45954
620342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excluding ...",0,0,0,0,0,0,4,0,0,37,,7531,7955,7289,6035,6581,7857,6249,5628,8318,12612,,11797,25406,14953,22265,40082,40465,42372,43241,55182,95534
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",0,0,62,35,0,0,35,147,38,36,,18803,19440,19243,18069,23762,14208,15445,14334,19868,24832,,21871,13239,12230,8967,8851,4887,6242,6613,9432,6053
400931,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,130,0,0,0,32,18,0,36,,5644,2797,2099,2034,1997,2083,2422,1978,2463,2001,,3043,3235,4610,6020,7023,6839,6641,7878,8236,20075
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excluding ...",39,0,0,0,0,109,0,0,0,36,,3737,5568,2865,1911,5737,4816,2347,1394,1691,2794,,2230,4035,1140,10571,129,571,314,2560,586,649
391000,Silicones in primary forms,0,0,0,0,0,0,0,11,50,36,,3339,3606,4337,3968,4445,4184,5611,5002,5327,4581,,31617,43254,39884,35406,28444,26331,25110,27808,24085,31372
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,7,3,35,,4132,506,650,584,946,887,1113,532,575,551,,1258,1253,538,1392,1285,1127,1620,1729,2614,2807
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",0,0,0,0,0,0,0,0,3,35,,1547,2251,3011,3944,3480,3559,2466,1626,2493,8761,,8755,12105,12278,14356,22336,24717,23656,22275,21174,27718
20890,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...""",55,102,0,53,0,0,58,71,52,35,,18798,20543,20227,16534,11263,14853,15169,13003,6742,7704,,309,102,625,312,140,120,84,264,6035,1624
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,35,,21,37,3830,67,769,2043,9757,105,425,614,,4286,3910,4506,4302,4262,5698,5107,7150,7748,7107
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",109,0,0,0,0,0,0,0,3,35,,2444,2431,2082,731,1093,1080,1320,1225,1110,1828,,7646,10801,9900,11658,6368,14821,13248,7458,6951,6954
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",0,0,0,0,0,0,132,29,37,34,,5225,6262,4920,4022,6074,5989,6189,5091,16496,18216,,2865,4675,1950,2397,3470,4559,7005,10857,22602,31379
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,29,34,,972,806,1452,2044,559,532,850,575,643,1688,,2207,1904,3528,7163,5161,7710,16132,31939,43494,52864
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,0,0,0,0,0,10,0,21,34,,2394,4840,3696,3967,1912,2565,2581,5290,3846,5404,,11294,9251,7331,8799,6025,1612,1686,742,414,447
121190,"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...",0,36,76,0,0,0,21,0,62,34,,10274,11738,8841,12719,15224,14564,14374,15673,17079,28513,,14559,14849,16873,21667,25268,19576,36099,52512,69454,69596
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",0,35,0,0,0,0,9,5,26,34,,15471,11954,15773,22606,16614,35560,31431,16797,14664,21485,,28967,42825,43157,53520,42383,44341,37735,39314,39463,47676
200990,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not ...",0,0,0,0,0,119,147,71,25,34,,35852,24292,18724,11739,15307,14489,11833,11812,10667,13861,,81680,98423,105173,101191,79400,68536,61921,51829,64447,48857
853720,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",874,230,551,2779,70,0,299,0,12,33,,26590,22950,5190,10380,13071,19969,16568,14214,19203,22403,,224098,245444,309366,244195,301176,204005,70477,87295,69356,72320
848350,"Flywheels and pulleys, incl. pulley blocks",0,63,104,202,0,0,13,23,42,33,,11170,9040,9492,11180,7165,8094,8309,6037,6053,12084,,32920,45684,38620,34388,22049,17271,19356,19609,13127,11209
848110,Pressure-reducing valves,48,0,177,0,0,140,272,213,26,33,,11130,15228,9045,7999,7822,16098,11401,8211,10086,10838,,150375,143684,92863,58260,95880,131709,84273,81055,105360,147364
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",29,0,0,0,0,0,3,0,13,33,,416585,363886,286796,246780,265096,382068,320912,388161,351075,437939,,539833,477774,344294,434997,597073,818852,781010,1028825,583550,1408225
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",294,460,395,958,79,927,370,24,0,33,,14443,16193,9711,13920,11893,14006,16997,10051,4306,5704,,180371,199138,195180,209764,109741,77447,62005,55502,39145,54944
382410,Prepared binders for foundry moulds or cores,0,0,0,0,0,0,0,27,12,33,,1336,1173,1060,1482,852,1368,1232,783,596,966,,2837,4581,5647,5294,3219,16658,13151,9832,8090,4368
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",353,172,420,331,443,233,446,497,26,33,,6834,5886,4039,4599,6159,6643,5784,5789,6286,9213,,119886,165270,138470,131911,71471,61094,61291,49173,34625,29497
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",1975,136,31,1239,206,427,89,366,118,32,,30859,29257,20611,24051,30706,23798,29545,24890,24355,24734,,331077,472403,463666,347946,275770,303528,222546,161312,53052,88559
210610,Protein concentrates and textured protein substances,0,0,0,1862,125,318,888,53,90,32,,10273,10372,11361,8993,9733,13675,18706,26524,21484,39854,,35432,28127,53149,35105,20515,26472,34798,35422,39230,35430
392059,"Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, ...""",0,0,56,0,0,0,4,0,85,32,,235,473,413,378,53,629,320,264,276,1205,,10840,13999,8883,15605,12058,12952,13704,12632,13767,15677
190531,Sweet biscuits,0,354,921,453,217,0,85,18,74,32,,52561,45024,43138,38621,37431,42922,42710,42460,36555,62990,,142052,158914,184447,210957,174980,156625,205885,195842,180743,168939
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,0,50,0,0,126,271,17,16,32,,30157,28951,27070,25262,25176,27642,30048,22447,22252,27955,,26082,29407,31822,24416,31138,30312,45092,30425,68174,93202
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",0,0,0,0,0,0,0,0,0,31,,166,222,116,248,226,368,1421,901,852,374,,8195,8271,7864,13294,13405,13964,14345,7838,8067,7526
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,0,0,0,0,0,9,14,9,31,,7408,8651,7446,7114,8715,11215,9958,11534,12987,7887,,9220,20065,28940,33611,20198,19924,19476,21976,21145,23064
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",0,0,0,0,455,34,14,17,52,31,,1815,1959,1322,2058,1342,2122,3879,4002,7438,9275,,55761,54780,84213,102186,89019,87596,66296,91900,94439,72428
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",0,1218,318,0,1003,87,175,9,32,31,,50396,90733,65576,70886,67362,72760,77804,79893,54915,63169,,80258,88202,94227,94205,54464,62736,50784,58364,101020,57307
401039,"Transmission belts or belting, of vulcanised rubber (excluding endless transmission belts ...""",84,357,0,888,52,0,30,246,41,31,,5585,5572,5233,3285,3090,3955,2956,3213,4594,5552,,19387,24176,23569,27914,20359,16033,18313,26471,20115,7023
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",0,186,89,0,0,0,12,38,68,31,,38819,15774,17960,16735,22736,28174,26013,21109,19472,19852,,20403,23266,17340,20801,12161,15477,27595,33731,31948,28592
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",0,0,0,0,0,0,0,9,23,31,,12498,9096,8655,9222,12423,15051,16169,13097,9280,12734,,34817,36573,37295,47560,36741,42511,39228,62577,64514,93090
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",0,0,0,651,115,0,11,78,0,30,,3185,1324,2596,1150,1971,1616,1078,2247,793,1761,,16928,5965,21461,20234,10863,10172,11839,10088,11333,8807
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",0,0,53,48,0,125,5,27,0,30,,8231,8441,6628,8025,7741,8430,13561,9814,9143,13593,,19805,23323,37339,44724,42609,61879,56873,66684,35993,19706
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",31,0,126,914,0,61,0,42,0,30,,6303,3529,4250,3068,2489,3191,1794,2119,2494,1942,,42769,38644,47956,57977,29180,18287,15158,10944,6259,6002
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",0,0,48,33,0,0,36,16,71,30,,3585,3978,4724,2520,3301,3951,3072,3730,3041,3479,,29710,30153,37909,29064,14484,12673,11631,17654,13692,15969
330410,Lip make-up preparations,0,0,49,0,0,0,26,0,91,29,,3987,5270,5230,9028,13074,13313,12591,13792,16918,16832,,36282,41737,53406,59233,41104,43110,48028,55525,43392,47336
730711,Tube or pipe fittings of non-malleable cast iron,38,0,0,0,0,275,36,131,18,29,,1455,1307,884,482,627,555,1132,948,862,1076,,9991,12186,12035,20584,23102,39500,30397,37133,36604,144402
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",37,0,0,0,0,0,112,27,93,29,,6844,6357,6963,4543,3755,4935,7880,6142,5983,11881,,36170,19118,51156,35795,18357,22193,55375,87454,46423,25580
854460,"Electric conductors, for a voltage > 1.000 V, insulated, n.e.s.",98,0,89,0,0,39,19,4,66,29,,30959,4519,6599,3540,5164,5456,7591,6535,6300,6394,,382045,531004,615849,582503,415202,139644,149654,112879,81573,130503
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",1284,269,160,0,454,1191,2262,160,0,29,,421652,346215,248220,199992,174760,177433,192254,238045,210034,210759,,482937,430215,701929,504658,254030,230001,238669,190010,945,19422
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",0,0,0,0,0,0,0,0,0,29,,121,30,27,35,24,62,84,10,84,55,,17347,21067,15629,21671,14470,13977,14081,9007,2655,4401
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",0,0,66,0,0,0,18,163,89,28,,25092,26573,26321,22194,14631,12851,20208,18479,13258,22239,,146130,175307,180823,210139,118917,102300,129779,150498,121081,99061
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,0,0,0,0,0,0,6,28,,18,112,69,183,70,57,24,47,58,243,,230,115,1785,1401,991,2026,6897,2894,17585,28793
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,0,0,0,0,0,11,30,37,28,,1271,1567,2008,1146,901,1159,952,823,836,860,,6444,8041,9849,11522,9617,8636,8983,10919,12568,10672
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",65,0,192,47,0,77,48,90,14,28,,33473,21245,18855,18668,17464,23422,16041,18645,18999,24921,,47819,26780,22599,25949,24867,18619,25480,24395,21789,30442
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",57,170,292,608,381,79,73,166,17,28,,8342,8189,7084,3668,4790,4053,3129,2419,2019,3286,,18728,37259,4299,5006,3696,2856,2314,2505,3286,2347
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.",0,0,0,0,0,0,0,0,0,28,,10680,16036,20516,16345,21143,25088,24352,42987,23986,24719,,167,914,5359,758,205,2,178,189,292,910172
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",0,0,0,0,0,0,12,0,28,28,,5077,4046,2258,1418,1754,4994,6479,945,858,1736,,48367,17080,8942,9594,7287,3661,4378,5247,14437,29090
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",0,0,0,0,0,0,0,0,0,28,,2291,2013,1632,1961,2955,2925,2345,1825,2033,3108,,44433,58957,53909,56176,47583,51416,48428,70238,43144,37550
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",0,0,0,0,0,0,5,39,0,28,,3366,2220,2002,1280,1918,1837,1366,1035,862,2147,,8400,8853,62361,34233,3993,6250,2875,2872,5733,4636
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",0,0,0,0,0,0,0,0,0,27,,53,26,93,25,80,205,57,46,23,12,,95,59,578,713,804,279,367,745,586,1347
902710,Gas or smoke analysis apparatus,0,0,34,0,0,74,9,44,11,27,,17873,20674,17283,17769,16544,17338,20555,19303,10630,11793,,41489,39822,45835,43738,37273,50550,50196,44713,53044,55951
330520,Preparations for permanent waving or straightening,249,56,40,101,0,0,0,0,0,27,,514,743,414,1315,1271,410,377,951,189,385,,12941,13175,19334,16013,9532,10851,11246,12011,14134,15934
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",337,35,0,6619,2355,3146,1246,26,12,27,,11495,10350,12291,12174,8577,8802,8185,14950,7784,9042,,198129,273993,168994,171328,121767,103248,94557,87967,99201,107469
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",0,0,0,0,0,0,0,0,35,27,,355,709,646,707,306,1042,179,121,177,203,,1181,1127,1121,1716,1128,1058,755,866,4073,8182
842131,Intake air filters for internal combustion engines,46,0,0,325,80,47,37,66,21,27,,7615,6256,6947,5972,5785,5360,5428,9421,8069,8887,,60088,66492,57611,68402,66803,71154,72422,75424,57164,88211
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",0,0,54,0,0,0,0,0,7,26,,777,1061,706,948,4037,2632,1579,2409,2577,2169,,3879,3620,2280,3509,1739,2118,946,1483,2085,4754
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",0,0,40,0,0,0,88,35,0,26,,5599,5893,6041,8287,12455,10023,10287,6011,4067,5001,,29457,105251,357372,53413,26025,25299,24450,41405,48461,24799
850300,"Parts suitable for use solely or principally with electric motors and generators, electric ...",109,217,77,114,0,85,7,21,10,26,,37643,31422,24572,12663,16262,23867,46094,41936,20653,34527,,162787,169625,108979,114788,69663,47380,65502,46030,42023,44825
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",126,395,39,46,68,0,101,10,151,26,,23496,22335,19777,16038,16198,19463,20685,25597,20124,19506,,73699,68694,77941,75152,47887,68448,81152,49618,43943,50264
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),33,0,0,0,141,323,461,796,23,26,,1279,3254,1188,815,1873,1112,3319,2944,2806,2803,,32092,48132,33587,37387,33862,26272,36482,36333,43837,53010
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",0,0,0,0,0,0,0,0,3,26,,11936,3164,3202,3832,3899,1497,2870,1339,1317,2539,,32,0,375,617,162,920,276,252,1559,1619
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",38,0,0,0,0,0,67,0,0,26,,4451,3848,3958,5877,2986,1226,1269,2025,1816,1544,,73255,68713,44640,49468,39354,33467,35839,40086,27562,16269
