Product code,Product label,Singapore's imports from China-Value in 2012,Singapore's imports from China-Value in 2013,Singapore's imports from China-Value in 2014,Singapore's imports from China-Value in 2015,Singapore's imports from China-Value in 2016,Singapore's imports from China-Value in 2017,Singapore's imports from China-Value in 2018,Singapore's imports from China-Value in 2019,Singapore's imports from China-Value in 2020,Singapore's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",5049,1741,3499,2947,3048,3512,2487,4016,4994,5617,,495000,566800,601087,676407,620060,645396,761440,947007,1160135,1269189,,42078,31791,42088,30591,44508,29754,37100,30528,34676,57307
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",7638,3692,3563,2672,3659,1682,5631,3439,3747,5605,,744162,817111,848761,869933,872951,900633,938821,859772,835266,1005412,,155267,169547,137710,100889,116466,103387,120787,105646,96731,106726
901210,"Electron microscopes, proton microscopes and diffraction apparatus",1976,1720,2316,1218,1572,2055,1493,1961,1469,5559,,3405,4463,8666,9810,8881,7432,10108,17476,7881,12250,,23679,20792,19008,18728,24079,31598,23606,30298,24724,17882
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",10266,9826,5330,543,1243,1976,1397,1969,5850,5552,,298728,298391,308997,266673,268070,373531,423046,355405,404309,452621,,26799,29643,28874,17805,12242,12668,13662,10359,15214,14646
850212,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",6152,9168,5145,8998,9295,9840,4834,4901,5523,5526,,374312,416707,440793,440006,383950,399596,421281,439726,355740,406365,,51403,56863,51803,45724,55686,31126,19988,15608,16518,11696
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",15606,11133,8516,13902,10811,5312,6998,6028,22694,5525,,1444082,1153416,1049431,797080,742343,653732,566612,566166,454150,536519,,204887,177651,147925,103782,88375,111152,130357,213597,88832,104114
850790,"Plates, separators and other parts of electric accumulators, n.e.s.",5219,3705,4296,7065,7422,4817,6950,13426,5803,5517,,152582,109599,163970,200498,222036,331914,377215,439221,620193,870271,,55665,48181,65240,148781,156213,271039,366252,335914,329274,449329
741533,"Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- ...",1749,1713,2252,2083,1806,1717,2125,1668,3404,5500,,73272,78343,100108,97399,73445,69439,91618,78050,77361,96722,,5230,6779,8437,8880,7888,6164,5284,5694,6560,11393
848250,Cylindrical roller bearings (excluding needle roller bearings),3157,2824,3748,2537,2632,1881,2819,4754,4400,5496,,157139,147188,250558,222828,185702,261290,240617,244153,194974,245272,,78096,69069,63001,50255,55146,53071,58741,52298,51615,65860
841940,Distilling or rectifying plant,6557,6880,9259,3484,4119,809,989,1890,1775,5495,,144851,145328,114445,200175,233525,467010,191153,197524,140379,156828,,139060,13255,14426,15288,9940,13273,7982,11433,11217,22464
390950,"Polyurethanes, in primary forms",2457,1656,2021,1228,3790,4642,5115,4441,3434,5480,,258947,318914,380007,383523,378947,505284,645738,606948,527385,761880,,83379,86671,98478,81283,55377,59096,65864,55500,47691,56322
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",1724,2366,2889,2797,4211,6142,5803,6689,4007,5474,,258464,284753,329815,348102,389788,481289,538194,628373,720294,976827,,34604,25713,28798,33544,30657,32358,35381,34276,26497,31701
851631,Electric hairdryers,4474,3848,3556,3882,4488,4514,5180,5084,4642,5466,,449381,551698,613882,698931,671372,698210,740538,792730,830109,1003488,,6264,6542,6391,5565,8070,20097,17815,13101,13236,45937
481710,Envelopes of paper or paperboard (excluding letter cards),2211,2897,4222,3740,5873,3604,5175,5548,3129,5457,,78164,93649,93574,98191,92792,102355,126260,150590,203882,173025,,6809,9688,9972,12135,12189,8757,12091,11666,7455,9870
621020,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered ...",434,483,2685,2908,1041,652,3032,6638,3934,5438,,300960,324468,371579,315661,287302,218021,225691,229207,174916,186978,,788,668,3128,3399,1621,967,3890,9267,6719,7141
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",11142,11132,8602,6939,7809,9587,9618,7066,4373,5435,,943413,1074048,1526695,1824968,1667699,1763745,1892470,1751233,1685068,2150834,,16713,17589,15215,12113,15728,18598,19465,15965,14421,16860
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",2094,3105,1929,1760,1136,1866,3109,3109,1034,5434,,339638,365381,423258,390247,356073,421757,481241,477822,447962,872227,,6237,7587,7295,7374,5787,8302,8569,6841,3964,11427
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",7822,8029,7239,7719,6013,6036,6199,5294,4793,5417,,224367,253698,246073,234789,249110,263474,269443,291353,286134,274715,,13294,13619,12165,12545,10899,10447,10639,9428,8752,9836
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",103,365,877,276,1286,246,280,1384,30908,5410,,33900,30914,30165,28268,30523,33446,35685,34161,31305,29096,,8960,9592,11886,9747,11549,11543,12703,16930,46418,29613
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",4237,4982,5968,4940,4169,4586,3468,3563,3494,5402,,2492965,2916435,3410655,3794378,4266506,4610793,5196888,5548671,6634993,8613104,,259278,285341,228938,181729,158962,171670,156160,145093,136682,158011
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",1441,1501,1588,1515,1908,3436,4312,4773,4779,5398,,364088,413692,474349,513133,532776,647378,621808,615481,624832,655891,,30492,24113,26923,22446,24471,59130,78560,57985,62642,58090
730300,"Tubes, pipes and hollow profiles, of cast iron",15839,20792,18588,12073,13307,11088,10037,11305,5591,5382,,697689,519386,607306,575394,427241,403690,434335,388764,389980,334813,,32877,44609,42938,27381,26364,20282,22901,24179,16603,18813
851490,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...",1067,1348,8383,2654,1427,2439,2362,2583,5331,5382,,115954,104066,205477,154437,148749,167975,207584,218907,169527,240204,,21753,34367,42596,30274,19266,28268,25954,18185,18249,20866
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",5262,2382,5478,9578,4296,2853,2664,2331,2414,5360,,107892,119626,128798,117044,101808,124621,176164,177180,150142,223604,,21986,15458,47525,61610,42738,10083,13593,7521,6956,10586
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",16120,17146,13991,14321,12047,8970,6549,8707,4133,5358,,1200108,1140484,1201218,1177619,1044838,1052363,1141212,1087383,886706,1015459,,279998,268458,243846,218124,206319,175888,177316,166968,121876,131827
401039,"Transmission belts or belting, of vulcanised rubber (excluding endless transmission belts ...""",7858,7550,4080,6030,2765,6468,6306,5474,4333,5336,,138080,145360,164319,154344,132778,156173,171299,166419,159128,196998,,37521,36605,31571,36532,31235,41250,37945,35526,28400,39574
282520,Lithium oxide and hydroxide,196,640,700,505,1637,2907,5842,2693,2295,5310,,23878,32192,44989,72301,139951,237940,398038,623392,543865,644462,,2013,1306,949,1040,3801,5531,9049,5647,2875,6350
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",740,716,1481,1337,1219,908,1918,1930,2625,5302,,137946,207373,156239,147902,123568,121745,136151,143952,149228,174431,,6396,11064,8135,7374,11763,17841,25492,33577,30531,27396
731021,"Cans of iron or steel, of a capacity of < 50 l, which are to be closed by soldering or crimping ...",4466,6484,2872,2827,3105,2901,2672,2644,2630,5287,,126090,257848,377829,469207,341589,428271,521649,649946,537120,609359,,19300,22111,19802,12175,11417,11896,11051,10271,9914,13872
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",1919,2017,1950,1909,5934,7476,5572,4930,4128,5284,,856463,595674,258434,341652,292310,445043,391580,567421,618000,654512,,8467,7942,9627,7031,10945,11248,7349,7903,5419,6733
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",2522,2999,207,853,1771,2209,2180,694,611,5268,,25678,19154,19203,32821,37993,29402,24300,37450,40017,34049,,12453,9912,7401,12368,15597,11099,5737,8915,4073,5809
853230,"Variable or adjustable """"pre-set"""" electrical capacitors""""",3686,1102,2167,1447,2095,3177,4739,6993,4517,5258,,12080,8688,12171,9292,11733,19343,25882,10253,12969,19602,,13596,6632,10216,10329,10123,11479,25174,18444,29354,28879
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",8286,6877,10879,5988,6447,7691,6847,12512,7011,5255,,184152,185058,213035,206552,202872,233591,284904,268625,268423,306510,,16881,15614,18138,13848,15349,17854,17167,22195,21499,23418
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",1088,2204,875,2852,2443,76,143,4558,2171,5249,,1603518,1313213,1128773,1226430,1096064,1427902,1940452,2230114,2277890,4485883,,111037,60242,42170,37870,42920,30147,53111,41183,55835,123519
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,1586,4718,4372,4605,3414,3733,3541,4146,2416,5230,,907649,912320,915025,900294,623846,549377,474625,452859,395958,503727,,9057,11547,10150,10375,9846,16394,16505,16828,11318,14395
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",901,4921,3510,3570,2268,3254,3871,2740,3692,5229,,957,728,723,706,413,2406,1424,929,2370,29266,,8150,7129,8439,6400,24809,4686,5084,3825,7562,5708
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",3965,4000,6463,3743,3048,3932,3483,3065,2926,5206,,132431,188313,180683,210858,221772,259423,325607,410011,333099,410462,,12484,28602,20242,14146,9716,9395,30745,15138,5715,13284
390730,"Epoxide resins, in primary forms",10114,6622,7475,4304,3710,9571,5318,3563,1676,5181,,210392,197511,182602,175735,146094,169288,181138,139271,130643,387687,,212451,183595,179179,166834,117100,120986,111242,96643,85379,116430
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",6373,8777,9147,11190,5999,5244,9445,10319,4962,5150,,8952,12268,19048,27207,24400,33453,44470,53082,63388,57952,,15107,17164,16199,16922,11619,14618,16764,23581,17378,28438
960810,Ball-point pens,9779,9763,9572,9117,11389,9098,10448,6777,4783,5149,,870205,894274,911832,935573,869771,894143,975149,914862,603981,640316,,30291,28139,26809,30041,36845,33722,33418,28033,18279,22330
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.",6837,16517,14490,4743,4351,1758,4436,2579,3894,5145,,148906,160104,171453,161724,158148,163218,180127,175776,177851,201530,,75823,104910,61680,46175,38430,32278,24745,31887,22912,18483
291521,Acetic acid,30791,0,0,0,0,0,0,0,228,5143,,148611,80411,87736,152272,67482,186239,433277,264593,133230,734169,,40980,0,0,0,0,0,0,0,65947,204947
940520,"Electric table, desk, bedside or floor-standing lamps",4538,4654,5992,6933,6616,7789,5391,5905,4285,5131,,896741,1936800,3241251,4321310,2369923,2211748,3174997,3776090,4311386,5240158,,10679,11199,10552,12261,11866,13524,9484,10606,9001,10753
960321,"Tooth brushes, incl. dental-plate brushes",3162,2809,3395,3919,4923,3622,4967,11108,3058,5122,,500962,556940,578003,624317,622554,658505,658950,679659,657076,655856,,10806,10751,11528,12852,14311,11760,13120,26065,11358,13979
291450,Ketone-phenols and ketones with other oxygen function,1446,1571,2565,1909,2331,4676,4918,5353,4586,5114,,126381,147231,158092,149885,149930,167892,208471,236765,218809,242291,,6932,15580,7659,6499,6169,17368,18532,14741,19609,11953
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",2180,2279,1424,1441,2751,2043,1326,1193,3576,5110,,230592,267384,248367,241738,220618,228345,233456,360025,237934,223226,,7115,7611,11176,9869,7981,4581,2996,2218,5578,5883
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",12991,15077,13777,10924,7342,7331,8882,9339,4317,5087,,522950,717955,718883,953674,632052,591583,451904,389678,337743,390259,,79425,72271,79179,106398,194493,175701,294559,270599,173388,191086
731511,Roller chain of iron or steel,15559,8639,8497,10268,6135,5601,6449,4422,3962,5077,,579652,665109,712337,647675,599535,651304,691482,623443,665554,827581,,33682,21157,19649,21695,15166,13199,15660,13628,10534,13778
851590,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal ...",8091,7836,6537,7801,5492,6006,4407,5010,4099,5065,,232743,233984,253834,251038,274380,297667,321884,326921,295753,370195,,90057,73954,81103,67256,62177,60845,55767,59747,59169,63992
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,3777,4407,6336,1673,1570,4275,2900,2458,2434,5060,,1873301,2685088,2475640,1928528,1872914,598747,906869,717443,600327,1047765,,60676,60056,65601,62628,52851,52583,67711,79766,75932,98179
730459,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",6008,7744,10072,7495,4659,7359,11915,8368,4866,5037,,321877,213363,368858,209368,172607,257083,280053,227731,214682,313683,,18856,36789,42586,37085,12432,17903,38522,27755,26309,12245
853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",12570,6019,4618,15650,4481,5053,9311,6253,5815,5034,,25790,24043,29156,749257,34095,22900,22922,21467,21153,25488,,58739,56283,58117,62783,57050,73344,60846,34203,32771,36050
291550,"Propionic acid, its salts and esters",580,1409,2196,676,976,1065,1178,3152,2034,4959,,30681,36175,31127,24448,26348,27411,34189,35935,34861,52988,,8907,11007,10144,10784,10652,10042,13805,13390,10657,14879
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",6669,7542,6731,5961,4888,5420,5790,5267,10414,4953,,476231,416148,395722,343677,316029,290163,322602,330065,324057,333006,,6907,7772,6977,6119,5064,5659,6142,5858,10760,5420
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",7285,9869,7498,6932,6500,5215,4470,5945,3122,4952,,186067,214968,247502,246776,187642,134893,159045,197749,247623,336003,,13615,14694,11925,9797,9956,9433,8445,9104,5591,7003
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring ...",5065,5119,5830,8637,8634,2862,4692,11276,4352,4931,,322165,301402,392728,395280,364381,442396,573639,610154,623946,694019,,36946,40874,45509,57504,42391,30318,46731,47694,42351,77392
740710,"Bars, rods and profiles, of refined copper, n.e.s.",2467,3319,1902,6185,1745,1862,9001,2029,863,4930,,22198,27490,24820,24272,20639,21119,25583,38671,33971,70864,,172778,119702,139623,96203,78064,91226,101223,50040,38654,79089
294190,"Antibiotics (excluding penicillins and their derivatives with a penicillanic acid structure, ...",7558,6887,17421,11840,4940,3112,2819,2883,3748,4912,,1386963,1429322,1559802,1558198,1569518,1680902,1805271,1946652,2107208,2153434,,23715,22680,68328,73610,64674,108955,75186,96033,89708,12268
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",3325,5522,3620,2720,1047,1376,2612,2604,2150,4906,,125837,265970,485561,772487,637614,1094108,1011156,656410,782911,856282,,8614,14426,17798,15872,9817,22160,29415,31005,19220,21001
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",16417,13713,12463,13582,8624,4763,4510,5081,2555,4904,,2268902,2399007,2438445,2307956,2109639,2311711,2576823,2450539,2493102,3008314,,24684,23154,21283,21786,18295,12684,10057,11070,7166,9145
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",3324,3576,3093,2366,4866,6749,5982,3875,3154,4904,,755681,774005,674431,385918,342353,383846,362918,347712,422718,519874,,18182,18221,14444,10134,13612,13396,14359,8236,7514,9797
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",6886,3635,986,450,358,943,1151,2028,2777,4900,,36368,34740,37639,25859,23689,26148,28671,28681,31092,27918,,17691,8394,3754,1759,1106,2871,2931,3081,4693,6826
