Product code,Product label,Singapore's imports from Viet Nam-Value in 2012,Singapore's imports from Viet Nam-Value in 2013,Singapore's imports from Viet Nam-Value in 2014,Singapore's imports from Viet Nam-Value in 2015,Singapore's imports from Viet Nam-Value in 2016,Singapore's imports from Viet Nam-Value in 2017,Singapore's imports from Viet Nam-Value in 2018,Singapore's imports from Viet Nam-Value in 2019,Singapore's imports from Viet Nam-Value in 2020,Singapore's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
920999,"Parts and accessories for musical instruments """"e.g. mechanisms for musical boxes, cards, ...""",174,147,276,161,188,162,252,119,83,82,,351,2890,2370,1892,2339,1642,681,62,22,3659,,7578,6878,6584,5320,7135,13242,8040,6583,5822,5277
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,28,53,87,64,47,50,47,2,5,81,,3779,8125,17812,21912,19349,4785,5353,5499,3628,3126,,3105,3136,14068,7929,7584,4827,3275,2755,1558,3743
620452,Women's or girls' skirts and divided skirts of cotton (excluding knitted or crocheted and  ...,260,282,422,687,102,146,231,231,100,81,,40390,38992,30285,29534,28630,30481,31818,33957,25457,29935,,7957,8845,10607,10416,7187,6746,7512,8280,6006,7675
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",75,50,62,63,34,38,72,73,104,80,,5201,4329,5459,5189,7364,8677,8355,8735,7677,5700,,2781,2568,3875,2888,2456,2113,2425,2588,2715,3056
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",0,0,1,0,0,0,0,37,77,80,,391,2126,1503,2328,2071,943,174,207,52,2191,,3084,2376,2557,4407,12245,8035,3562,3290,1948,2963
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),26,6,24,31,78,38,61,103,68,78,,266,476,888,2261,2182,2683,3621,3091,4749,23497,,11142,8697,8408,7117,12262,10382,13109,10521,6950,9185
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,2,0,4,0,31,1,51,78,,368,1068,245,493,212,1025,211,850,567,112736,,11432,8911,9464,12833,14587,12890,12514,10294,7494,12244
400811,"Plates, sheets and strip of cellular rubber",0,0,5,24,14,0,0,6,35,78,,2281,4243,4816,3108,994,1843,4491,7129,4290,7020,,12138,13219,11962,3903,2922,2853,2765,3670,3647,3876
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",0,45,0,0,0,9,33,2,73,77,,18661,18980,16551,12370,10639,11646,15888,21204,25327,24625,,26015,25847,29854,32037,33767,39251,46514,49809,50083,38098
330420,Eye make-up preparations,2,35,20,1,10,18,17,22,16,77,,3,812,3618,6605,6803,7090,5391,7194,6572,2091,,60387,75707,91767,100740,103497,116854,157668,170158,76216,102652
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",0,0,1,0,4,7,0,0,18,77,,2002,1150,582,455,540,989,363,4728,900,4651,,3122,3737,3627,796,600,747,454,286,117,157
871310,"Carriages for disabled persons, not mechanically propelled",0,0,0,0,0,0,0,11,43,76,,64,456,579,272,229,248,1339,2245,5227,7914,,1404,1920,2479,2401,2388,3535,3233,2373,2800,3286
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",38,0,0,0,0,0,0,1,2,75,,13,0,12,0,0,0,0,5,15,774,,6670,4793,6975,5875,5647,4681,5279,2990,4468,3620
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,75,,85,0,0,345,637,609,181,32,406,518,,348387,288862,293855,176104,152124,112297,142261,116323,126191,122981
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",44,6,34,65,45,36,110,25,450,75,,4722,4415,4972,8130,11450,12375,17109,36267,55645,47350,,44262,47776,37504,39100,38837,31354,21278,21715,16426,17221
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",27,24,92,39,27,53,120,57,54,75,,7480,7598,10291,9250,9547,10986,13169,14572,12003,13091,,4258,3909,3631,3720,3597,3069,3235,2990,1955,2133
903082,Instruments and apparatus for measuring or checking semiconductor wafers or devices,104,120,29,27,26,40,79,47,12,75,,2166,1984,3256,64,1136,213,656,3198,765,7425,,232970,282704,305842,274153,423691,368913,331893,295160,286547,533859
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",7,16,2,434,122,57,21,20,49,75,,68194,87239,100059,114020,135053,146483,147105,183413,138885,339589,,259278,285341,228938,181729,158962,171670,156160,145093,136682,158011
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",111,187,91,96,136,171,129,156,88,75,,4195,5550,5143,5303,5776,5871,6485,6615,5468,9785,,21610,18732,18905,22263,23161,30278,35457,40521,25701,29813
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",118,146,77,60,65,102,146,498,84,75,,17806,15204,15091,15717,14712,13170,15813,14366,14587,10304,,34669,50263,53615,54569,60945,63357,62138,63180,50521,44517
420321,"Specially designed gloves for use in sport, of leather or composition leather",243,101,121,121,500,116,184,242,153,74,,43763,47435,48770,56826,49250,51294,57072,64288,68927,79573,,2955,2727,2413,2378,2513,3153,3531,2131,2293,4425
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted ...",20,229,215,172,75,115,78,203,265,74,,13652,21062,28868,41869,61438,80854,134394,119159,124563,155960,,5432,8350,6850,5987,6641,8242,12513,14111,12754,14689
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,19,26,27,0,7,28,41,39,33,74,,4525,6329,6113,7568,14218,11862,15280,15324,16057,31456,,56293,46056,37532,35059,37155,37906,45411,49373,46821,47380
841440,Air compressors mounted on a wheeled chassis for towing,0,0,0,6,0,499,0,0,0,74,,246,147,138,62,205,49,357,161,496,547,,18615,33217,18776,10747,15910,25133,15492,17616,8639,13022
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",0,0,0,0,6,0,0,0,0,74,,714,1121,13411,82324,82571,74059,87159,62942,69533,112807,,15831,16470,14957,13175,13775,18240,18785,15395,16821,22297
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",15,0,4,57,34,41,59,89,20,74,,1724,1006,1673,2021,1667,2104,1976,1897,2184,5069,,24302,28416,18342,15323,10144,10701,14461,15206,13912,14572
902780,"Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...",194,160,27,22,69,289,148,34,122,73,,494,1037,2051,3229,792,1607,1313,1523,2251,5962,,120137,137004,126129,167128,237176,331893,347013,264567,237993,295936
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",0,360,709,839,924,314,144,281,135,73,,503,1068,3144,3414,3333,17412,7981,1914,10919,10028,,61816,85008,107061,215466,257681,294851,311356,289524,418015,304127
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",39,11,134,29,46,65,127,64,26,72,,3169,2870,3305,1018,852,1846,2616,1450,1693,981,,22302,26371,21403,18700,19415,13535,5225,5411,6989,5865
846792,"Parts of pneumatic tools for working in the hand, n.e.s.",0,6,39,56,351,74,109,175,83,72,,685,906,978,1149,1186,961,1143,667,808,5860,,61881,61636,53157,42296,53116,53242,50257,44064,42209,20836
392640,"Statuettes and other ornamental articles, of plastics",65,40,49,161,149,223,185,101,49,72,,25391,28237,28882,27248,23166,23581,27837,32536,38002,104394,,13193,12051,15042,17094,12095,13626,13057,9673,8052,10913
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,0,6,0,0,2,1,0,71,,0,0,0,0,0,0,0,0,0,71,,1292,10902,19246,20201,4018,3906,9824,6547,11583,18756
854320,"Signal generators, electrical",1,1,0,42,53,87,91,0,12,71,,50,86,109,142,41,56,29,134,91,377,,18925,23508,21114,20184,14319,17968,19475,27079,23750,46725
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,71,,1,0,1,0,0,150,83,626,507,2905,,1077,861,1966,518,546,1278,1283,1381,2340,2700
160530,"Lobster, prepared or preserved (excluding smoked)",11,28,20,102,46,80,93,88,84,71,,16,0,0,0,12,0,0,60,0,84,,2985,2716,4779,6886,5016,4221,3252,2384,3250,4574
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",10,22,22,69,96,134,96,50,45,71,,34213,36165,39568,43747,41858,44441,41614,53262,65116,82516,,1298,1014,876,919,934,965,793,990,1134,899
900120,Sheets and plates of polarising material,0,0,0,0,0,150,21,32,25,71,,0,0,8,13,462,4389,8661,21337,39934,7704,,7470,7857,3003,20445,24603,21414,33139,21524,17246,12669
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",10,11,11,58,381,172,297,65,25,70,,2002,4374,3552,6263,2392,6791,13944,21137,12790,43076,,5397,2789,1463,1482,2612,5361,1864,1345,1793,980
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,462,1424,1306,392,10,54,18,37,56,70,,1207,2413,7610,7433,10258,13678,14060,12741,8626,14498,,139415,83607,77854,42966,44384,52686,53963,50585,45973,54874
850610,Manganese dioxide cells and batteries (excluding spent),265,0,0,0,6,0,0,101,113,70,,2901,3196,2191,2216,2244,2064,4462,2377,2388,33864,,80351,72936,71127,56000,56767,67774,56526,42885,43939,56448
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",18,7,3,1,291,10,14,37,19,70,,481,380,2054,3749,2733,2985,3057,6755,3206,3027,,17961,19363,25046,13154,16097,13168,14280,16659,10018,8901
620199,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...",116,40,69,79,1277,615,251,570,237,69,,65044,51354,52987,56223,43183,41206,39400,32531,18625,5494,,2114,1676,3485,2766,3231,2202,2830,2802,2374,2584
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",26,40,79,113,66,22,91,83,68,69,,3246,9481,5949,94915,142823,151841,94412,14373,8694,11686,,6362,6044,9070,7197,6709,6108,7436,6897,6279,6710
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",18,60,253,0,0,0,1,39,0,69,,241048,307860,380647,315208,345644,361079,376800,391886,369034,553537,,32125,64191,67714,20559,22125,22773,32615,37899,24796,40449
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),198,6,5,0,13,88,113,20,0,68,,31982,39901,54521,41320,69417,71274,61667,68121,49832,89394,,4726,4867,4400,3096,2230,1817,1973,1313,1299,2168
621050,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or ...",206,305,342,283,578,319,392,247,48,68,,107083,146831,193598,170287,194464,236278,266906,300511,365917,462490,,1703,2878,2200,2227,3514,3502,3487,3218,1932,1575
630399,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excluding ...",67,2,0,3,23,42,63,80,94,68,,1175,563,18356,991,1345,5448,9874,14070,28237,7589,,7700,7359,8040,8244,6526,6725,4969,4340,2820,4937
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,0,55,109,0,50,0,174,54,68,,18418,27505,101152,122166,114444,128039,104020,169352,354422,755861,,12048,17142,27960,24293,21715,91674,51103,66357,45977,89765
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",56,635,919,493,425,207,88,328,236,68,,1813,4875,4425,4526,4801,5759,5727,6701,7066,19467,,9745,9806,13377,9491,7440,9475,11968,12691,14186,11976
310210,"Urea, whether or not in aqueous solution (excluding that in pellet or similar forms, or in ...",2,0,7,1,0,0,0,0,0,68,,191920,139131,103710,49591,27136,46937,53115,66870,108896,128166,,2807,2248,3630,3801,3689,3397,4212,4974,3982,6718
30782,"Live, fresh or chilled, even in shell, stromboid conchs """"Strombus spp.""""""""",0,0,0,0,0,0,13,59,71,67,,0,0,0,0,0,0,0,0,0,67,,0,0,0,0,0,0,22,80,77,67
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",5,48,37,37,19,27,251,111,66,66,,46025,46695,52027,56182,56247,53009,55983,61006,76281,72381,,5895,5612,6282,5935,5333,5545,8436,7555,5134,8573
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",0,11,0,2,0,0,1,0,0,66,,15,121,12,155,78,133,47,2,43,164,,5523,4302,5369,4912,6413,6867,7331,3781,2145,3868
841850,"Furniture """"chests, cabinets, display counters, show-cases and the like"""" for storage and ...""",1,11,14,0,1,46,19,33,1,66,,746,119,245,150,1267,437,418,1890,8963,1088,,22468,22813,24435,23603,24016,23764,18507,18828,14814,22289
280421,Argon,221,372,0,0,23,418,0,0,1,66,,519,427,187,309,460,1793,1441,1306,16627,4553,,2007,2055,3016,3066,2931,4309,1753,2991,2803,4962
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",429,181,192,641,615,797,844,574,94,66,,10206,11139,16858,24435,20429,11226,21277,18120,5721,17794,,29029,25758,28682,21715,28118,27707,31226,24097,10221,12420
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",0,0,0,0,11,10,0,54,93,66,,5400,6920,7834,6967,7426,8986,8729,15036,14543,5453,,31218,37999,45892,51852,38666,26125,25218,23337,20003,26626
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",45,41,110,120,100,4,289,26,60,65,,2135,14082,24877,10018,5649,7745,12219,25033,13992,6371,,6286,6083,6205,9999,9051,11997,12308,14807,5451,2844
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",874,801,537,561,178,19,13,46,193,65,,21140,16919,16052,24157,33331,29194,31958,44686,37506,44951,,322504,345920,211531,177528,84787,57962,57540,70157,55770,190224
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",0,2,4,14,0,160,138,52,14,65,,5337,4829,4847,4883,4927,4214,5114,5027,3827,7023,,4225,2347,2620,2047,1457,2832,2434,3766,3993,4672
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",0,9,498,2427,51,21,17,6,10,63,,177,235,91,149,1118,927,31395,30659,31437,6426,,18524,20544,17391,22435,17644,12925,11803,16629,9741,7911
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",8,0,7,2,28,7,105,72,69,63,,1428,1509,3047,15877,26858,24669,29738,24048,18219,33590,,19339,17291,13547,10674,13263,14793,8764,8325,7001,6414
700910,"Rear-view mirrors, whether or not framed, for vehicles",0,0,13,3,0,30,0,29,61,63,,3798,4236,3597,2690,3583,4092,4400,4922,4772,13980,,27459,30072,28399,26272,33223,16600,1348,1011,1346,2592
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",0,0,1,3,0,14,30,6,16,63,,32816,38181,63403,94704,8828,8345,3557,4149,3538,3778,,15457,10769,4325,8215,9555,7522,6815,4958,4592,3202
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",84,124,11,218,173,234,191,333,72,62,,156135,208030,263070,254427,305029,259612,268151,272518,219815,168024,,566,849,990,1080,1221,2477,2251,4914,3422,2873
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",605,550,277,272,151,183,90,47,44,62,,10308,4908,7915,8425,8893,18899,34895,38034,43878,62758,,6132,5952,9913,7143,3087,5909,7555,5460,5004,7304
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,520,5018,4224,4870,2550,2045,101,1707,5,62,,22167,21624,26087,20038,28744,45119,42789,31801,13334,11240,,244949,162470,179466,155726,86533,84521,75955,91427,139790,210250
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",11,19,9,15,30,44,56,64,81,61,,4752,8350,8702,6745,5517,7158,8286,14494,17371,21774,,877,1275,1181,920,1048,2113,1075,696,529,515
252210,Quicklime,4014,4844,7015,6056,2720,92,89,0,0,61,,48598,62395,80020,64395,64930,52694,56956,46958,44086,46675,,13446,13270,13557,12095,8960,6419,6264,4694,3966,5319
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",2,1,30,32,22,0,0,9,11,61,,3527,3713,3610,55285,61772,47193,38852,45873,47814,65037,,52921,83490,91522,112485,103568,54733,52801,48832,40558,67608
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",35,64,476,78,26,13,136,204,132,61,,9190,10242,16077,15369,9253,12166,20975,16498,13289,9016,,3410,3815,3871,2891,2907,1593,1905,3188,2218,1849
902129,Dental fittings (excl. artificial teeth),1,0,0,3,32,82,72,4,6,60,,2489,6326,11610,15072,17847,16725,2345,4422,6781,481,,12231,13811,13265,10622,14855,17561,18005,17810,13617,12637
841840,"Freezers of the upright type, of a capacity <= 900 l",3,0,1,7,117,17,25,38,18,60,,163,44,126,54,22,21193,27242,29630,44721,61727,,8636,7666,8089,11211,9756,10624,8670,10422,12613,24557
730439,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",0,0,0,0,0,0,0,0,0,60,,5479,9635,10692,9217,5847,1916,898,780,1184,2777,,69525,48301,39933,25379,22209,13804,24293,21909,17231,22108
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,159,0,0,66,4,367,251,60,,0,9,0,13,0,21,37,20,29,1724,,63373,90603,119148,95007,93228,101400,105229,66758,40524,35780
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",37,31,3,8,6,6,118,118,34,60,,703,196,81,57,58,20,163,225,111,789,,19232,19439,25812,23350,23087,26320,22789,20879,22085,25836
70190,Fresh or chilled potatoes (excluding seed),66,228,28,109,226,303,128,236,138,60,,217,93,60,539,440,822,845,735,687,1997,,22585,24734,24575,23532,24145,24404,23981,24550,26467,25909
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,54,10,0,1,12,39,67,59,,1663,1579,315,49,10530,18590,35447,30112,9463,90437,,67394,47078,67096,41341,42240,24540,20279,15802,10961,9011
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,0,28,9,53,59,,0,0,0,0,0,0,98,33,3,97,,0,0,0,0,0,0,1273,1604,2135,1213
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,12,59,,0,0,0,0,0,0,0,0,0,60,,1073,1116,1138,1178,870,709,947,837,1086,1320
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",246,306,727,41,130,34,91,0,2,59,,38068,35812,49811,49951,49158,76271,104796,101225,103029,102170,,38954,28123,27608,28054,20096,25572,25794,42527,31847,32047
