Product code,Product label,Germany's imports from Singapore-Value in 2012,Germany's imports from Singapore-Value in 2013,Germany's imports from Singapore-Value in 2014,Germany's imports from Singapore-Value in 2015,Germany's imports from Singapore-Value in 2016,Germany's imports from Singapore-Value in 2017,Germany's imports from Singapore-Value in 2018,Germany's imports from Singapore-Value in 2019,Germany's imports from Singapore-Value in 2020,Germany's imports from Singapore-Value in 2021,Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,155,85,0,0,0,0,307,1,6,3,,83959,89595,101068,78648,72036,96714,102839,115959,121424,133603
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,0,0,0,0,0,0,0,0,,10733,9636,7210,5066,6590,17410,33624,24869,25651,49012,,21085,22606,25019,18246,16753,20460,19349,17530,14364,50256
291412,"Butanone """"methyl ethyl ketone""""""""",30,0,0,0,0,0,0,0,0,0,,27881,17302,14790,11494,12966,12699,12428,11303,9473,11454,,31757,32599,45339,34614,21337,40054,43363,33835,38614,47454
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9991,9151,6812,4910,,0,0,0,0,0,41473,39329,44268,41620,37406
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,5849,10129,4562,3218,4426,2152,1186,815,2642,1360,,29380,44111,45305,37529,28935,40352,32039,36537,38124,43581
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,0,0,0,0,0,0,0,0,,146821,197336,186347,115956,98861,124721,103966,120234,106764,112062,,128529,139015,141038,100913,103881,114000,109648,110338,119428,107508
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,32,1,56,0,0,0,,9966,18495,19850,17876,13686,13181,10682,7846,7401,9377
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",0,0,0,0,0,0,0,0,0,0,,36,55,20,0,3,0,1,5,8,50,,79193,95445,95644,73221,65140,64004,69469,64241,69003,70908
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...",0,0,0,0,0,0,0,0,0,0,,2,42,70,29,55,42,71,11,52,78,,94693,130772,135545,136320,145596,150761,166756,150422,160366,190938
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,38,45,1160,2490,,0,0,0,0,0,12011,11322,11264,13497,14748
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,1,1,0,0,0,0,0,0,0,,1383,2352,2292,1838,2003,2418,1230,259,200,164,,695795,839911,707886,552435,535121,556582,681047,566750,571299,541834
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,26,0,0,0,,5405,8273,4372,2540,3794,2357,3868,2710,1578,2266
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,1528,1322,68,1,0,355,233,93,147,341,,9604,11340,11451,8444,9626,10343,11941,11724,9573,12172
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,495,699,800,469,,0,0,0,0,0,8595,10420,9350,10719,12283
291531,Ethyl acetate,0,0,19,0,0,0,155,0,24,0,,79635,76509,80615,79673,67845,73679,89469,78429,81656,148111,,95076,88952,90302,74648,71561,80127,98855,77657,77082,139685
291533,N-Butyl acetate,0,0,0,0,0,0,0,0,0,0,,58973,67576,64423,47681,39793,48527,60197,51179,37163,60936,,21334,15147,14599,10681,14914,32879,30361,22266,18592,75499
291613,Methacrylic acid and its salts,0,0,0,0,0,7,0,0,0,0,,242,175,201,170,207,777,148,75,235,400,,9242,9930,8528,6531,5858,9515,12307,14735,8466,18725
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,1,10,0,0,0,0,0,0,0,,2464,2863,2756,3180,3769,3368,3010,3370,3362,5176,,84300,100545,100141,76829,69080,46540,57697,65411,80836,79217
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,166,129,249,156,488,425,84,110,56,50,,8484,9993,10108,7540,8515,7534,7681,5976,5499,6941
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,455,13188,15363,10854,13562,9385,6390,20,51,21,,107674,97465,80138,57200,59289,104467,102584,89628,68294,123603
291735,Phthalic anhydride,1,0,0,0,0,0,0,0,0,0,,327,32,75,359,2,7,5,15,400,71,,64418,87019,86307,60320,59049,62029,70648,71450,42426,69301
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,,84,136,10,6,2,1,2,0,48,257
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,59,88,54,89,145,160,79,103,91,69,,12345,8797,9505,7518,2533,3548,4584,4808,2606,3405
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3,0,0,,0,0,0,0,0,57,67,161,54,91
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",208,0,0,1288,2,0,1,0,0,0,,18844,19425,40642,48795,43857,42011,31242,10145,9505,11188,,92613,99387,99607,79983,82229,58293,60056,61660,51997,60639
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,0,0,0,0,0,0,0,0,0,,290,291,215,231,149,334,706,81,89,60,,5758,7000,6483,3092,1132,3468,1417,4351,1601,2205
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",8,0,0,0,0,0,0,0,1,0,,2454,3931,6020,2002,1695,1552,1040,641,1443,2859,,44435,45722,49610,45904,49173,70320,65472,58021,49861,79541
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",11,6,0,53,13,21,0,0,1,0,,31162,16813,15980,15918,19694,30762,46031,40118,31348,37487,,164430,169722,167886,180826,176149,188395,210535,235319,221480,242934
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,0,0,0,14,35,0,0,0,0,0,,66706,49090,36874,33615,37646,36230,0,0,0,0,,297378,310230,342490,291531,284865,0,0,0,0,0
390920,"Melamine resins, in primary forms",2,1,23,1,0,1,0,2,0,0,,24927,29033,33332,27006,23386,23498,26163,24940,20432,28370,,42340,43059,52268,44124,59454,71296,80235,66425,45707,82711
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,13019,6810,2364,1554,2019
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,1,0,2,0,0,,0,0,0,0,0,0,3154,5699,5755,49020,,0,0,0,0,0,15493,11772,7833,6552,6457
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",483,191,263,335,956,503,349,0,0,0,,15,48,44,41,45,38,24,17,9,31,,1997,6898,12527,9498,4064,4478,2929,1817,2915,2500
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",1,0,397,0,0,0,0,0,0,0,,14242,61641,120482,2867,2651,3595,2471,205,193,587,,987676,671993,690879,504997,712013,897433,1299480,1359298,1604475,1797207
390130,"Ethylene-vinyl acetate copolymers, in primary forms",1,0,0,0,45,32,0,0,2,0,,151160,150309,165226,150558,131685,152575,174896,161814,150084,235815,,192120,207254,204384,169878,177833,204467,197907,182578,177409,265479
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,49,15,13,35,17,18,25,17,137,13,,10647,11626,10996,8589,8776,8167,7654,6978,5787,7614
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,841,1190,239,627,314,198,253,1139,2286,2320,,24979,9216,5642,2748,1934,2963,2248,1942,2480,2606
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,823,3132,3477,2550,3103,5280,3792,1646,1134,2892,,251,805,875,559,220,60,327,197,276,135
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,5,0,0,0,0,0,0,0,,2254,2280,6632,6434,1827,971,831,427,1008,1620,,22944,21948,18133,14702,14166,13208,13701,8519,8150,7340
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,3011,2334,1417,676,699,590,413,541,487,894,,2011,1981,2034,1663,1229,1512,2104,1920,1397,1428
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",1,1,8,0,0,0,0,0,0,0,,2628,3586,2759,1141,714,1247,1316,1058,1662,3920,,590,534,357,281,290,283,281,167,156,264
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,2,0,0,0,0,0,0,,4072,1024,458,215,325,636,0,0,0,0,,1141,1149,971,843,585,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,67,26,176,14,10,2,48,174,20,39,,23,18,11,0,1,1,3,7,9,14
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,442,856,685,602,549,382,520,816,640,561,,1834,1165,1418,1007,1498,1873,1822,1548,2308,1566
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,11,2,0,4,0,0,0,,60332,74645,62726,54116,51224,57943,49867,43377,40644,43275,,647779,734307,778915,709868,662068,593383,644218,613927,452301,604597
392520,"Doors, windows and their frames and thresholds for doors, of plastics",13,3,0,0,2,1,0,2,0,0,,1277,3164,3219,2104,1269,967,821,713,615,836,,260453,214038,223312,190150,234040,286205,353860,345595,390486,416764
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",0,0,4,0,7,0,0,0,0,0,,1540,1166,1510,888,1271,1809,1353,2085,1192,1652,,45035,42176,42594,45344,48003,47255,48533,48583,59945,66482
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",6753,20021,4005,0,0,0,0,0,0,0,,48,508,15,64,6,106,11,625,63,110,,443183,373626,136717,24131,26840,10335,7944,4004,8965,9817
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,6035,5457,4729,4216,5096,3481,1505,0,1639,856,,28,1,14,1,3,0,5,3,21,77
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",0,0,0,0,0,3,0,0,0,0,,7309,6321,14627,14737,17147,26093,18384,14095,16073,18204,,272910,286401,291326,228743,203984,245109,218864,200117,169891,205728
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",2,2,2,0,0,3,1,4,0,0,,9007,5545,8377,8532,4960,5745,6391,5898,5575,9608,,62157,65890,68014,64447,57857,53520,62049,58300,46924,61263
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",0,0,0,0,0,0,0,0,0,0,,1519,1248,5779,883,909,2452,732,362,441,536,,27667,46192,46997,48469,33350,12081,9970,11214,14423,14776
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",61,4,0,0,0,0,2,8,39,0,,6317,5883,4708,5238,5214,6815,7372,6256,7760,8918,,143313,133390,139519,134688,132085,141367,145767,126161,120625,127696
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,0,,1,48,6,0,0,0,21,2,0,0,,49925,45168,30837,24218,35136,32309,31763,19629,20026,27580
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",0,0,0,0,0,1,1,0,0,0,,17375,6341,5646,2960,4066,3012,5249,2888,2779,2332,,129189,135448,129328,110962,115682,108540,121957,125231,121589,135247
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,0,0,0,0,1,0,0,0,0,,28388,20565,23157,16561,14832,13439,12509,11127,7581,6492,,95467,91610,92772,92177,106229,100753,84967,72812,67359,78981
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,427,578,775,389,613,451,1128,607,614,545,,2656,2313,1031,881,737,567,468,255,344,107
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,0,0,0,0,0,0,0,0,0,,525,491,734,398,409,485,834,1010,636,726,,3970,3755,3594,3485,4094,4565,5064,5302,5350,3522
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,279,0,0,2,2,0,0,0,0,0,,7591,13717,18191,10469,9098,10232,8059,6182,3307,2282
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,10,8,,2,0,0,0,0,0,0,24,17,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,86,0,0,0,0,0,2,0,0,0
481310,Cigarette paper in the form of booklets or tubes,0,0,0,0,0,0,0,0,0,0,,152,246,64,83,120,561,75,131,1230,71,,101397,113010,112101,109359,97339,97244,92627,109299,122504,136797
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",0,18,0,0,0,0,0,0,0,0,,3304,1847,1356,1221,1548,859,608,670,452,8299,,22227,25528,27537,19537,21106,21464,21271,18532,20301,18432
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",0,20,0,0,0,0,0,0,0,0,,7805,5749,7527,5691,7673,6470,6210,2073,2139,1598,,866,766,648,396,546,813,1355,1737,2814,2925
500200,Raw silk (non-thrown),0,0,0,0,0,0,0,0,0,0,,15,11,236,1601,114,2,512,0,256,2,,7718,5632,9705,4578,4744,8215,4200,3579,5980,5283
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,184,97,187,336,236,553,165,88,55,81,,22201,14365,13278,10126,5567,8230,11942,2689,2595,2682
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,99,346,42,22,8,0,7,3,0,0,,560,945,896,220,233,150,258,208,179,149
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",0,1,1,0,0,0,2,7,0,0,,52057,28009,1950,1269,2370,1496,1577,1875,1959,1567,,4808,2835,2581,2222,2408,2651,3085,2796,3214,2225
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",0,0,32,0,0,0,0,0,0,0,,2144,2993,3880,4160,3573,3192,4243,2876,3900,4168,,154209,166288,171044,137393,126011,125138,129245,123687,109461,119129
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,,12658,18885,14802,7083,8652,17771,21622,17457,7625,10525
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,84,149,16,5,,0,0,0,0,0,12883,13866,11061,10065,12320
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,116,0,0,0,,0,0,0,0,0,1099,429,136,255,359
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7864,9199,10156,11612,8210,0,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,31,0,0,0,,0,0,0,0,0,49,323,182,47,9
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,0,0,,147,460,271,311,261,317,79,131,800,46,,1203,1854,2560,2382,2589,2941,3564,3843,5166,6763
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,140,0,0,0,0,,6632,5168,6315,6351,5945,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,0,0,0,0,0,0,0,0,0,,336,107,229,677,1414,464,0,0,0,0,,1053253,1139385,1179453,992997,1066538,0,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,0,24,0,0,0,0,0,0,0,0,,5520,5796,6623,7755,3559,1724,1644,2116,3370,1761
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,10,0,27,2,94,172,89,1,354,,3037,2505,2384,1795,1204,1280,1254,955,1598,2059
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,,0,0,0,0,0,7199,2619,2434,3472,8970
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",0,0,0,0,0,0,0,0,0,0,,613,906,543,750,239,272,82,53,30,14,,36948,38491,37219,30544,32564,32093,35432,34836,43053,53429
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,89,120,13,81,,0,0,0,0,0,14054,9714,7780,5856,10465
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",1,1,1,4,0,21,0,19,1,0,,158,126,246,186,283,620,689,722,139,367,,76893,76845,81666,73132,67328,68818,86981,81104,87231,95674
441860,"Posts and beams, of wood",0,0,0,0,0,0,0,0,0,0,,60,225,442,1224,55,59,74,0,25,33,,7079,7106,6766,6164,6614,16028,16349,12751,16263,22113
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,5,2,0,0,0,0,0,0,,54,36,94,76,72,68,133,91,388,529,,1076,1503,1281,704,402,217,103,255,632,498
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",0,0,0,0,1,0,0,0,0,0,,490,425,282,78,208,936,286,174,227,49,,16290,16289,24007,24438,29185,28818,24188,23967,25290,33339
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,148234,177918,78177,67607,80957,87540,97913,91161,91153,87027
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,8,0,12,1,0,0,1,4,,4611,3370,28109,31075,35162,30921,32676,36678,37255,34384
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,175,308,142,162,77,49,137,230,47,107,,676752,617874,506296,382735,406498,478999,462325,374131,351366,293511
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,61,84,128,67,76,175,188,201,196,271,,28909,22444,21767,22015,20236,20278,33012,29783,25666,23163
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,122,265,207,79,116,69,217,980,288,1749,,177373,223010,274830,256983,245547,297558,405335,272721,244807,411816
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,3964,4577,4149,3027,3600,634,576,249,97,163,,86941,82614,88245,79225,74703,93152,96014,72312,57942,103557
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,258,351,315,228,269,208,505,793,663,403,,29477,28440,33918,24924,23906,25973,30127,20566,23439,32271
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",0,0,0,0,0,0,2,0,0,0,,3984,4452,4976,4582,5064,3768,4092,3244,3561,1946,,25370,24992,25411,25019,21624,21952,22553,24994,21380,25105
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",3,1,1,0,0,0,0,0,0,0,,3556,500,592,3501,945,495,1985,494,1208,500,,32057,29967,34883,33804,34288,32490,33573,32951,30027,24688
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,141,347,2580,82,284,136,374,116,48,245,,16650,11536,12144,10093,5799,6082,6970,7863,7074,6837
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,0,,5898,648,438,152,1137,878,160,174,1794,71,,125548,132965,131349,150842,116951,121530,117974,80513,84634,89728
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,0,0,0,0,0,,19613,51122,36653,29811,21897,23947,18284,37819,41846,43935,,850757,825025,917574,934686,774363,884781,752051,730766,640546,686477
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,679,336,277,228,158,0,131,127,0,0,,15428,14974,15101,14079,14532,17466,15845,17083,16602,16291
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,37,22,33,0,1,57,1078,2115,277,996,,16,15,1,0,0,124,535,90,6,47
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,0,0,0,0,0,0,0,0,,41573,35923,38264,21340,10225,13907,14086,11427,10313,6132,,411375,399694,387455,305534,313410,335949,404701,381958,476492,557321
250610,Quartz (excluding quartz sands),0,0,0,0,0,0,0,0,0,0,,642,702,1502,519,710,901,673,722,696,787,,10714,13100,15637,13462,10427,11537,11806,15476,11433,13499
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28,0,0,0,0,,27128,24669,33495,27087,20852,19732,27508,25888,24993,25985
250900,Chalk,0,0,0,0,0,0,0,0,0,0,,247,272,329,1009,45,37,13,36,18,48,,14470,18442,16045,11867,12178,17635,14800,14674,15577,14316
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,0,0,0,0,0,0,0,0,0,,990,981,497,336,551,17,388,194,101,154,,6247,4371,5071,2591,1597,2459,3122,2910,3860,2813
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",2,0,0,0,0,0,0,0,0,0,,111,30,69,16,232,43,23,6,103,0,,7210,6946,7009,5182,6143,5953,6054,4486,5038,5787
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,0,0,0,,49,110,528,348,138,221,1300,50,41,261,,16276,21442,24192,19733,19925,19772,20172,21003,21274,22629
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,0,0,0,0,0,0,0,,12,24,12,44,1,17,6,2,69,0,,5214,4863,4558,5251,3285,3357,3254,4583,2384,4659
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,0,0,0,0,0,0,,0,0,331,269,313,0,0,98,0,0,,1708321,1972353,1978849,1245887,1192690,1630377,1787534,1476813,1351188,2732870
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,164,0,159,0,0,0,0,0,,122812,89238,67721,53489,51835,73697,95129,96776,32337,74710
261400,Titanium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,,395060,352342,276384,256054,251372,303323,344762,266249,197777,248254
261510,Zirconium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,258,1,4,4,538,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
262021,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks ...",0,0,0,0,0,0,0,0,0,0,,0,0,1,2,16,0,0,0,0,0,,1310,922,66,81,8,0,0,0,0,0
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,0,,82,6,1,10,1,10,0,2,6,1,,81804,83938,96045,87416,83072,86176,102819,93425,97900,115143
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",0,0,0,0,0,0,0,0,0,0,,16589,47610,40089,34325,42619,41102,27262,89904,201369,269036,,216032,150758,1223631,788340,234210,280750,257393,244157,268093,778206
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",10017,0,0,0,0,0,0,661,0,0,,24629742,23121395,23445528,14785177,12462249,14531435,18082770,16591374,10150819,16087885,,8855070,8479512,8346132,5218218,4096770,5228695,6687141,5715520,3595136,7443292
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,0,0,,127017,6172,5628,6865,2216,7064,6974,8611,15441,27488,,331310,352562,263882,111120,102495,176173,157610,101236,62772,158180
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,222,157,492,479,144,118,74,29,39,150,,40407163,40953014,35900053,31314518,22610679,23060442,30975605,30331345,22767975,45693494
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,0,,1218270,1262091,1463146,1012934,604003,831545,1060212,1004566,812933,1079778,,191801,214677,178895,96576,63951,69987,98670,103741,72977,89022
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,19532,21823,30086,16093,4178,230,245,2519,1970,27,,22256,14333,15686,7258,4423,7711,7172,7229,2412,3079
280120,Iodine,0,0,0,0,0,0,0,0,0,0,,620,1441,3017,9697,14249,10923,14133,7919,7227,2836,,66793,77040,65062,53674,45891,41956,45468,52798,61943,55437
280421,Argon,0,0,0,0,1,0,0,0,0,0,,10971,12288,10517,8360,6193,5187,7084,8113,6346,8493,,8261,8272,5807,5045,5248,5229,6013,6483,7909,7302
280490,Selenium,0,0,0,0,0,0,0,0,0,0,,766,338,149,250,356,272,74,74,51,124,,25934,21016,9224,6397,4070,4161,11653,10560,980,1941
