Product code,Product label,Japan's imports from India-Value in 2012,Japan's imports from India-Value in 2013,Japan's imports from India-Value in 2014,Japan's imports from India-Value in 2015,Japan's imports from India-Value in 2016,Japan's imports from India-Value in 2017,Japan's imports from India-Value in 2018,Japan's imports from India-Value in 2019,Japan's imports from India-Value in 2020,Japan's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",409,839,1330,4389,6422,8978,10591,12830,13203,9384,,39050,47766,58177,58277,46270,55794,46612,47134,53873,72850,,368626,240490,241272,230947,291888,318057,311047,328435,329809,343112
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",9794,8750,8413,9893,9890,11945,10992,10359,8361,9290,,224569,258378,307292,355611,344151,404324,362980,356086,248216,331723,,165323,150475,137499,129516,131131,130909,127048,121873,102233,93248
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",3724,3741,2922,2672,2090,3838,9076,11005,7874,9252,,106025,108633,108483,113440,115680,140441,186443,172511,188739,258674,,205702,187451,164465,141641,138549,147009,171776,165130,141283,157643
50610,Ossein and bones treated with acid,15074,14797,16378,14750,11404,10949,9572,7438,6177,9250,,25031,28448,26393,18715,15336,14972,9976,10562,9622,12414,,22278,21162,23027,23852,20868,20725,20486,19448,16947,20768
293349,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing in the structure a quinoline ...""",4581,13813,8754,10873,9536,11821,11358,13400,12740,9246,,67735,146877,101126,95373,106564,148700,145917,134595,168061,169679,,401631,374177,366133,311366,369149,309268,888043,690552,700513,250760
390761,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of >= 78 ml/g""""",0,0,0,0,0,11072,67029,54597,33172,9242,,0,0,0,0,0,635384,1058296,768176,541167,699761,,0,0,0,0,0,886128,1093224,1033820,720806,854737
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",1446,1417,1399,1584,4210,2974,3977,2650,8872,9224,,133745,144882,147168,150180,180294,195618,236362,279344,290057,400913,,66688,71932,72697,73091,77170,78975,74684,81912,82923,82695
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",6029,4151,5056,4821,5650,6371,8032,7850,6362,9092,,46436,53659,53445,49573,50373,59974,75068,73310,56246,83373,,263924,235563,245141,227474,234509,247323,228802,211787,167363,221054
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",4027,3551,3944,6188,5644,3579,4094,6771,4410,8678,,9910,12065,12282,9046,11398,17919,42949,64180,41874,72808,,160128,156451,176989,171903,157923,192125,218334,219459,193861,241209
294150,Erythromycin and its derivatives; salts thereof,12728,8226,15014,11009,15891,14263,7068,15175,7858,8677,,120141,129223,94796,110218,146094,136235,138921,117458,125434,87214,,196811,125754,107994,74528,103136,115472,61276,47855,45972,33785
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",8961,88493,209478,2304,98925,16706,3876,4326,9011,8636,,105036,176155,152544,118307,120641,240764,185091,201891,272102,291786,,605811,461358,401425,197306,312506,301946,217710,140473,196905,143222
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",4301,4304,2537,6182,5260,4700,6982,7299,5150,8451,,43828,77496,75444,69349,69921,65806,70721,68144,71569,95176,,35733,32790,29741,33907,37074,40935,50741,58585,60307,74913
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,3817,3989,6082,5231,8426,,0,0,0,0,0,38894,54110,35054,32387,54373,,0,0,0,0,0,31142,40693,40649,38172,54629
853710,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",2333,3041,2397,1940,2207,6004,5606,5877,6389,8391,,179488,262132,321688,317972,352001,330304,376453,431216,429857,429429,,681438,741175,850830,855306,929148,1080629,1136792,1178975,1081381,1203806
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",8205,9310,8412,8884,7678,8074,8387,9177,7713,8351,,659887,684533,595325,587346,631271,701771,733747,729104,679906,1272326,,36083,34797,34723,38083,40118,35080,29164,28768,27511,29313
850153,"AC motors, multi-phase, of an output > 75 kW",844,323,178,137,474,439,1533,4104,3636,8291,,24518,31939,23685,43023,29979,36391,46910,62149,50218,50740,,139256,122854,156411,139887,124893,115714,96833,104726,106687,98589
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",0,3,0,0,0,23,2888,0,38,8214,,29397,99118,81503,44852,65110,154355,174379,153699,168006,568794,,176259,74102,57188,43388,30391,34276,141434,160929,128458,210809
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",5311,5302,7286,5001,6337,6795,6930,5971,3966,8187,,63314,88067,91131,87755,98975,111732,100062,62290,45137,73952,,16034,17422,23937,17149,17989,16463,16249,14105,9789,17281
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,690,1925,5401,5284,8113,,0,0,0,0,0,41411,62846,55348,65121,78955,,0,0,0,0,0,16494,25799,21206,16583,23249
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",10080,8458,9193,7196,6436,6974,6877,6409,5783,8079,,49391,75126,64407,63491,66267,75408,63948,70115,86637,94402,,55247,44934,44692,43215,39302,43036,41903,44023,40321,60274
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,17153,23871,18720,15482,17129,13858,15777,11995,8295,7993,,223783,270570,283342,232852,218988,236400,289905,322001,283541,420226,,893596,932536,1009600,989017,978211,1058237,1087901,1061550,770296,994023
848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",4159,4157,4506,5181,4472,4337,6684,7964,4882,7981,,89393,123817,154962,170587,189313,278318,433300,512914,484275,756096,,522761,452199,521790,491528,483656,491353,562642,503545,419309,570333
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",11093,9607,8267,6679,4742,5960,6812,5943,6521,7896,,6187315,2618434,1917152,744135,464476,653063,702926,531215,261049,339415,,55079,39479,42157,34989,31604,33549,44470,47079,46735,57942
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",8996,9568,9591,9579,12318,15109,16641,16678,10381,7893,,14799,18103,16487,19820,21197,19326,21956,27198,25623,42218,,715787,664728,689502,640163,692186,698883,727132,747130,598083,676487
848310,"Transmission shafts, incl. cam shafts and crank shafts, and cranks",2993,2612,3137,2538,4713,3772,7034,4765,3519,7763,,178754,272344,255692,258773,200030,256445,336820,346335,278176,423301,,419211,335368,389209,368448,348472,318870,364277,368336,289592,341636
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",402,1526,1927,2120,1881,4183,5760,5737,6299,7524,,27510,36464,73863,69041,59866,169075,169858,139540,192052,354262,,14787,17268,12660,15596,17928,20576,34829,35453,28751,39478
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",3106,3475,3667,2924,3571,3483,4425,4746,4950,7495,,165341,223035,201544,187682,202980,219232,264940,295998,266948,376945,,1396428,1273626,1249269,1076277,1147913,1279935,1328725,1221377,1233406,1565776
401170,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines",0,0,0,0,0,6810,6523,4874,5088,7479,,0,0,0,0,0,486921,693075,669986,739012,1111596,,0,0,0,0,0,29545,29011,27172,23083,30222
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",2062,1641,1468,2636,2777,7099,10613,7588,1325,7450,,24560,24194,22970,25318,25973,33535,40522,50039,55950,75684,,592678,585931,578819,541621,596530,634278,747898,791584,735027,870768
620469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials ...",1556,1485,2086,2617,4500,4503,5931,5550,4570,7449,,46223,86876,86068,114973,144079,100796,104599,117786,87496,118662,,173176,194479,156210,201743,236437,241621,255526,234829,217443,202251
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",3031,4718,4765,9738,6407,6043,4795,4372,6110,7340,,137915,606540,136527,235054,255658,263428,253273,255177,113474,191754,,39210,52439,60069,73019,79707,84757,78888,65952,56781,54510
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",11950,3141,6383,12940,12818,14405,10636,4434,14019,7333,,24847,15075,20887,25220,26096,28205,46648,66139,75993,61099,,70659,65828,75161,113489,103452,92672,101359,95220,105358,108695
620452,Women's or girls' skirts and divided skirts of cotton (excluding knitted or crocheted and  ...,10817,9750,8147,8163,5766,5853,10283,14064,7055,7142,,187503,158600,121912,96942,76842,71755,72415,81468,61036,66265,,148478,135251,213546,176614,140863,163846,233559,187536,109946,111654
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",4596,9037,7449,6233,11269,8607,9063,6957,4886,7083,,25891,45283,46282,33654,42212,44659,46286,42322,38466,45796,,5039,9250,8063,6308,11480,8965,12073,11405,7757,11903
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",4,28,643,2328,3402,6187,10962,17479,12846,7052,,523,3627,4110,1262,5501,16466,18409,20861,21753,48304,,386390,201355,203981,157581,146306,186321,204994,190920,167028,223844
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,24,3,13,247,923,1324,1511,1719,3834,7012,,7942,2604,3119,3899,3476,5850,8192,27856,41957,43429,,760469,765163,802772,1036045,993405,1204983,1358418,1284499,1550185,1804078
290611,Menthol,7094,4980,2354,3619,4347,3169,7247,6869,4577,6887,,374960,322597,212642,138633,179493,239264,362064,397410,311296,317297,,20488,17736,12092,13004,14789,14811,16271,17130,15315,16919
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",585,655,558,1145,2566,4799,5525,3560,3966,6843,,117107,105718,127342,119804,108733,164455,191949,178418,126248,212235,,85304,88089,100144,94915,89277,118625,141497,120390,86070,127145
200899,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...",12968,12259,15095,13155,10435,10310,10067,8779,7477,6828,,27180,54211,61262,55038,39014,37362,33204,36951,41155,32339,,284083,270390,272511,258128,241763,254690,251855,309674,350859,343967
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,4126,4977,5063,3700,6819,,0,0,0,0,0,8022,14339,14187,11764,18416,,0,0,0,0,0,19926,23438,20009,13174,25680
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",4801,3353,3973,4399,6356,3591,3387,7110,5641,6787,,31242,33738,40736,45135,54960,57157,70854,87005,82272,96952,,64236,53156,53734,47529,63789,61425,55342,76934,63157,52457
91030,"Turmeric """"curcuma""""""""",6995,5609,7004,7241,6347,6726,6828,7364,7311,6732,,108951,114065,112975,134290,179522,182585,238039,194348,232381,225536,,9896,8009,10776,10157,8792,9285,9377,10360,9321,8496
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",2498,2244,2537,2391,3587,3951,4751,5967,3772,6727,,317457,398776,284298,287553,272981,322945,379667,354722,327559,612943,,13633,17691,15835,12313,11292,11476,13851,12384,9926,16450
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),9152,8689,7387,6644,7895,8131,9185,9811,6696,6701,,71446,84018,119150,132798,206788,270678,246462,263800,196072,279235,,93757,95645,80998,61318,66721,71221,76526,101409,93917,74803
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",11678,9300,7483,6572,5935,4934,4681,5966,5485,6695,,33170,38072,41758,44057,37709,61162,65878,64905,76304,96400,,77548,72097,71029,65890,60040,66136,69539,86554,70065,74128
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",3851,3057,5708,5613,4743,3783,2852,4974,3513,6681,,27683,34511,37927,32724,30917,35369,50138,53509,59171,86398,,129575,103488,112309,108765,114961,119391,155002,148684,151926,212964
630790,"Made-up articles of textile materials, incl. dress patterns, n.e.s.",11176,13464,10987,8779,8099,3852,5752,5964,5844,6662,,264713,365151,338342,401864,519264,603296,474474,393917,312340,408444,,1171477,1176189,1155233,1140050,1142144,1190942,1262952,1312969,5171399,2092684
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,2510,4078,5556,4066,3779,4080,4826,5003,4610,6651,,359323,541046,683609,529671,524663,605662,721474,734016,544405,774044,,20319,18585,23922,17862,16124,15998,19516,17392,12942,16891
630291,"Toilet linen and kitchen linen of cotton (excluding of terry fabrics, floorcloths, polishing ...",695,839,1220,1291,965,892,3344,4164,3309,6601,,43102,52725,69125,39266,34365,22626,35284,42023,31791,38974,,48174,46978,41310,37188,37002,35388,37010,47966,42360,39488
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",5199,12226,10069,7166,6271,5028,5807,5604,4691,6541,,38060,45623,37450,39279,36801,46147,49516,51065,47545,70922,,91642,100004,108025,96597,114110,116308,128197,120619,93925,110724
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",7269,12370,17321,15788,17447,14357,13342,12960,9349,6536,,53074,62362,61359,66345,67832,105852,141125,172496,140485,199092,,934081,1017658,1145819,1089348,1233183,1234263,1333380,1253508,1061287,1165813
841391,"Parts of pumps for liquids, n.e.s.",1014,422,652,626,357,1264,2543,5386,5676,6530,,194290,262948,290885,264827,245696,366397,358393,378309,304760,467010,,414002,378365,452654,416763,410131,392583,460299,464237,404723,467143
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",502,986,1705,1977,3024,5263,7877,9633,4115,6512,,377420,268935,311924,282147,352137,384319,619851,616411,554729,723054,,290301,214085,319643,234095,261271,283332,350621,358252,191795,315428
