Product code,Product label,Japan's imports from Australia-Value in 2012,Japan's imports from Australia-Value in 2013,Japan's imports from Australia-Value in 2014,Japan's imports from Australia-Value in 2015,Japan's imports from Australia-Value in 2016,Japan's imports from Australia-Value in 2017,Japan's imports from Australia-Value in 2018,Japan's imports from Australia-Value in 2019,Japan's imports from Australia-Value in 2020,Japan's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,480,337,387,186,232,165,156,126,23,8,,29,10,13,3,7,5,16,10,8,7
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,325,1183,773,713,1566,929,391,254,123,289,,3972,4242,3950,3605,3014,3394,4053,3499,2236,2445
550130,"Filament tow as specified in Note 1 to chapter 55, acrylic or modacrylic",0,0,0,0,0,0,0,0,0,0,,5,0,0,0,28,4,6,1,11,0,,37,163,421,919,2092,1912,2173,2613,2414,1188
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excluding that of acrylic, modacrylic, ...",0,0,0,0,0,0,0,0,0,0,,79,124,112,101,73,81,19,25,40,0,,0,0,13,3,0,0,4,0,20,2
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,1159,1314,1622,2541,2471
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,0,0,0,0,0,0,0,0,0,,61,1,5,134,3,5,0,0,0,1,,9392,7956,7874,6525,6586,6347,6826,5656,5580,6347
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,148,0,40,17,10,0,0,7,0,0,,27499,27865,25152,21993,26716,28397,30180,26013,22229,26375
550690,"Synthetic staple fibres carded, combed or otherwise processed for spinning (excluding acrylic, ...",0,0,0,0,0,0,0,0,0,0,,348,23,200,1,0,0,69,2,0,28,,159,180,528,888,566,511,511,363,140,2
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,167,119,98,70,50,11,0,8,18,16,,17329,14913,13891,12485,12073,11214,12143,11944,10220,9224
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,13,0,0,0,0,0,0,50,,7645,6572,7431,6948,6797,6541,7451,7793,6174,6606
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,0,491,502,0,10,0,8,0,8,5,,26,91,9,74,66,45,55,33,0,8
551229,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of ...",0,0,0,0,0,0,0,0,0,0,,106,73,74,51,63,64,70,54,38,313,,782,989,928,927,948,850,894,842,856,715
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,1,0,0,0,29,,642,605,608,307,375,489,396,446,177,155
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,17,0,2,0,0,0,0,0,,1426,762,575,460,524,284,282,105,214,351,,10585,10045,12180,14375,15226,15196,20770,17091,10263,10453
551521,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,10,0,6,0,0,0,0,0,0,,364,177,33,16,3,20,9,48,8,12,,287,295,411,363,194,297,846,510,355,401
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,5,85,6,3,8,12,29,59,9,2,,704,1283,1190,677,506,603,330,541,456,383
551591,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,114,81,75,4,74,31,8,26,1,20,,122,138,155,101,178,57,73,258,74,57
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",0,0,0,0,0,0,0,0,0,0,,82,68,14,27,15,9,8,8,309,577,,2571,1638,1057,1360,1578,1496,1473,2044,1425,1550
551632,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,23,14,50,51,0,2,37,0,3,5,,643,696,454,709,790,563,382,400,416,328
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,210,352,13,0,,761,769,794,437,544,586,828,561,430,216
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,4,5,30,0,35,0,0,156,2,3,,4484,4900,4744,3210,3793,3559,2596,2435,1638,3732
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,293,116,0,17,2,22,0,0,5,0,,86,67,95,107,75,115,116,63,80,68
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,1771,1485,0,0,0,0,0,0,0,0,,109,61,45,26,1,48,32,46,23,7,,2906,3368,3081,2549,2102,1521,1238,1421,1006,1295
560311,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...",0,0,0,0,0,0,0,0,0,0,,498,75,100,365,568,219,182,564,46,128,,198207,213233,241758,256857,289864,310131,345531,307629,319027,325392
560391,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing <= 25 ...",6,4,15,12,0,0,0,0,0,0,,6418,199,107,66,95,0,24,27,13,31,,18318,14436,28153,48941,37445,61139,47532,45344,42210,28235
560410,Textile-covered rubber thread and cord,0,0,0,0,0,0,0,0,0,0,,267,110,46,81,42,18,25,58,168,145,,4521,4063,4717,4679,4305,3804,3351,3406,6311,3792
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",0,0,0,0,0,0,2,0,0,0,,13,437,173,95,132,14,23,80,62,288,,6452,5452,4179,6510,6268,6004,4813,4436,3634,5428
560500,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading ...",0,0,0,0,0,0,0,0,0,0,,6,23,11,0,7,0,1,15,3,0,,619,687,604,826,525,909,1017,873,838,710
560790,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ...",0,0,0,0,0,0,4,0,0,0,,564,580,591,422,508,507,368,619,606,640,,8632,8291,7277,6930,7139,7056,7411,7002,6325,7163
560819,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of ...",0,0,0,3,0,0,0,0,0,0,,588,299,541,572,687,718,525,360,355,475,,146627,127134,127335,122222,132096,125933,119072,123497,122976,116938
570239,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,0,0,0,0,0,0,0,,219,17,103,191,50,10,126,138,256,224,,35,75,57,64,32,170,152,42,20,10
570241,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",40,7,13,0,44,41,0,0,0,0,,104,53,196,425,438,493,211,265,244,75,,8894,8778,7340,6748,7926,7223,6777,9266,5063,6490
580110,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excluding terry towelling ...",0,0,0,0,0,0,0,0,0,0,,93,69,4,124,14,180,210,63,103,114,,214,346,445,267,345,494,399,243,159,196
580127,"Warp pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,19,1,0,0,2,3,0,20,4,8,,467,444,588,294,419,459,582,538,585,583
580131,"Uncut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,3,3,9,1,,7,7,751,840,562,730,697,263,436,223
580136,"Chenille fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",7,3,4,3,0,0,0,2,3,0,,262,195,164,177,96,114,149,216,243,288,,3600,3763,4034,3905,4209,3906,4342,5193,3559,3930
580890,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted ...",0,0,10,0,0,0,0,0,0,0,,317,70,48,11,27,22,21,42,35,32,,4105,4934,5387,4519,4947,4281,4694,4530,3044,2714
581010,"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in ...",0,0,0,2,0,0,0,0,0,0,,0,6,3,0,18,2,8,14,21,9,,2785,2847,3857,3007,3005,3148,2621,2984,1540,2036
590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",0,0,0,0,0,0,0,0,0,0,,116,30,41,64,139,0,9,26,1,13,,373,428,296,327,231,291,254,175,333,326
590800,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ...",0,0,0,7,0,0,0,0,0,0,,311,353,360,105,64,239,175,57,29,37,,308,300,389,367,527,286,391,472,524,618
590900,"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...",0,0,0,0,0,0,0,18,0,0,,2047,2435,567,409,629,214,146,102,229,320,,10824,13255,14582,13510,13512,14412,14012,14260,14828,16957
600532,"Dyed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,1219,824,228,92,21,0,0,0,0,0,,11402,13729,13545,10879,9931,0,0,0,0,0
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,4,0,0,0,0,0,0,0,,2,0,0,3,1,0,0,0,0,0,,273,299,231,237,469,613,708,226,159,58
600590,"Warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width of > 30 cm ...""",0,0,0,0,0,0,0,0,0,0,,87,24,148,0,3,21,25,300,156,221,,234,245,291,108,170,785,769,766,720,659
600641,"Unbleached or bleached fabrics, knitted or crocheted, of artificial fibres, of a width of ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,2,0,0,0,,225,234,169,183,141,79,53,28,21,91
610290,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,464,248,204,76,114,175,68,200,290,133,,992,329,275,245,680,332,170,244,197,352
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",7,6,6,2,0,0,2,0,0,0,,62,72,306,94,41,106,113,132,138,157,,83131,107899,159058,110551,102856,84554,87207,88943,70551,66971
610459,"Women's or girls' skirts and divided skirts of textile materials, knitted or crocheted (excluding ...",0,0,9,4,11,7,0,0,0,0,,279,302,293,342,203,230,203,203,97,80,,11004,12594,23869,17219,15674,13729,16923,16857,13102,11438
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,4464,1236,308,537,1528,8321,5285,7753,1041,4256,,10356,8559,7586,8419,8402,7066,9029,8385,6448,10869
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,4146,4685,4575,1326,0,0,0,,4200,3247,3948,6322,5098,5327,4951,3801,7676,3037,,13560,11739,16107,21456,21524,25192,27729,31666,29116,39814
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,90,119,133,111,221,234,372,163,141,97,,2878,2466,2812,2549,2570,2777,4694,5309,7849,8444
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",15,5,0,0,0,0,0,0,0,0,,1640,638,367,145,157,189,98,156,92,229,,4050,3750,5561,8606,9364,11404,10694,8955,6514,6727
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,29,22,57,102,167,413,773,352,76,67,,0,0,0,0,4,0,0,0,0,0
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,6,,0,0,0,0,0,0,0,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,55,42,0,0,0,,0,0,0,0,0,0,0,2,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,360,212,0,0,0,0,0,0,0,23,,0,30,86,0,16,0,3,0,0,17
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",101,138,0,0,0,0,0,0,0,0,,4,307,9,2,3,8,0,0,0,0,,710397,472840,510160,423881,466952,473855,395527,359050,333100,304562
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,38,246,507,256,592,,0,0,0,0,0,88529,96563,80200,66855,98642
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,86,0,2,0,3,0,4,11,7,10,,2075,782,1904,604,1189,1253,736,582,711,463
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,0,0,0,0,0,,14,0,0,0,0,0,0,0,0,0
30390,Frozen fish livers and roes,985,834,864,1095,1033,0,0,0,0,0,,3751,6320,7602,5552,3908,0,0,0,0,0,,708304,490378,435435,361093,403560,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,0,2,6,2,11,2,7,23,8,6,,98,208,80,1216,7233,7376,7066,12684,19492,22368
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,418,51,4,74,82,202,210,136,103,33,,2451,3767,7914,8615,12894,19909,27669,24056,18089,17205
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,0,,0,0,0,0,0,12,0,0,0,0
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,83,6,4,24,12,0,5,11,24,26
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,34,0,89,191,238,187,179,112,81,362,,6406,7691,5762,3031,4294,3619,3303,3172,2297,4079
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,0,363,0,0,777,123,0,,24923,22660,31340,22805,28213,38445,37268,34674,36901,40711,,1123,1513,1985,1543,1752,1181,1415,2359,2021,1330
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,356,285,478,824,1564,2493,2691,3427,2555,1375,,0,0,0,0,0,0,0,0,0,0
30719,"Oysters, smoked, frozen, dried, salted or in brine",427,147,309,175,89,0,0,0,0,0,,4073,2746,1251,309,139,58,16,9,0,0,,26067,25255,25800,49772,18974,859,755,535,710,845
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23013,17245,15933,7665,17150,,0,0,0,0,0,0,0,0,3,49
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,30,14,2,,3,32,0,0,0,0,0,0,0,0
70511,Fresh or chilled cabbage lettuce,0,0,4,0,0,0,0,7,0,0,,1499,1794,1414,1215,950,1109,1458,922,998,439,,13171,14077,11807,10985,18975,15331,19163,10135,9829,8037
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,19,67,54,28,37,30,22,28,26,44,,267,154,99,73,93,77,114,158,104,45
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,165,177,44,71,57,66,298,61,68,89,,43606,41370,40473,39348,40963,42167,41727,40699,39541,39446
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",39,29,0,13,20,0,0,0,0,0,,1421,1318,176,685,377,809,904,801,644,285,,3198,2793,2561,3689,3103,4024,3918,3344,2905,3115
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,99569,92534,91089,89923,93147,94671,96081,91683,90446,98299
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,1840,2826,2284,1998,2292,2199,2816,2264,2027,3929,,27649,34592,29732,22967,26539,26752,34169,34838,34994,33832
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,12,12,64,1,26,26,13,28,0,0,,1732,1847,1820,1579,842,219,153,182,138,117
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,16,107,144,185,243,181,95,40,9,16,,19403,19551,18323,17733,15874,14586,15407,18301,17763,17659
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,29,16,33,56,38,14,0,0,23,87,,23,18,33,80,141,75,44,116,98,95
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,0,0,0,,838,907,1024,865,862,1458,270,477,404,356,,61491,61695,66143,76537,70793,107711,109200,93083,90280,102635
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,327,278,526,754,290,465,138,35,66,25,,5245,5267,7290,10225,5446,8348,7715,9921,9108,8714
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,0,,16843,22419,13982,16357,9810,15219,13064,9566,11861,11042,,179,116,0,0,0,0,0,0,0,0
80251,"Fresh or dried pistachios, in shell",0,0,0,65,78,0,0,0,0,0,,1094,982,630,2546,5437,1861,11569,8145,4716,2644,,17648,19460,18474,17779,12047,11194,13179,15397,17081,21415
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",9,0,0,0,0,0,0,0,0,0,,4712,4868,9222,10956,11253,6547,7414,10799,5001,3741,,9918,8002,8041,10647,10166,9531,11813,10974,7594,9340
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,16,33,24,299,72,138,237,201,166,210,,9309,9276,11116,12669,9677,11502,11671,11909,10879,13325
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,0,20,41,85,219,36,103,24,18,37,,8254,6983,6575,4078,2962,3131,3282,3119,2944,2773
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,0,0,1431,995,1158,991,1323,1141,657,622,,0,0,0,7,122,53,21,6,96,145
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,0,49,7,0,2,,387,326,215,209,275,246,317,219,157,154
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,32,4,21,66,65,1774,2529,220,45,27,,192,205,205,129,123,119,118,108,90,60
81320,Dried prunes,0,0,0,37,0,63,0,0,0,0,,564,110,874,2644,1497,2361,371,179,408,2504,,41200,36513,33887,36540,34842,27978,31128,26625,30920,32205
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,0,0,0,0,0,0,0,0,0,,10,108,140,20,281,129,97,88,78,349,,8896,8679,4410,5503,5198,6894,4543,5338,5459,3657
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,0,0,9,6,0,0,8,0,0,0,,2677,1793,3529,3993,1547,1861,1824,2276,2393,2053
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,0,360,70,0,0,0,0,9,0,0,,701,482,472,316,322,337,370,328,259,310
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,0,0,18,0,0,0,0,0,0,4,,15638,8435,9540,16,49,268,291,377,1116,710
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,2484,1686,788,855,1397,65,5,87,0,24,,344,402,529,290,4,8,14,2,127,0
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",71,73,0,0,0,0,0,0,0,0,,160,128,92,50,104,62,117,91,1093,86,,7926,7510,6079,7523,8005,9126,9252,9380,9912,9646
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,47,49,69,48,44,101,105,64,50,22,,14878,15669,11969,11263,9599,10364,11877,11915,9618,9931
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,146,0,,365087,244305,226480,314871,286237,298515,332354,320193,280008,398955
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,,6102,5136,5136,4109,4400,4654,5815,3251,3247,7265
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",14,0,0,0,0,0,0,0,0,0,,3,0,1,0,39,4,1,0,1,41,,232546,235788,245655,215548,238087,49110,51628,49398,40615,36204
100640,Broken rice,0,64,3851,0,0,0,1136,100,46,0,,0,0,0,0,0,0,0,0,0,0,,12686,6375,9028,3060,9482,12752,7552,12749,14478,10482
110819,"Starch (excluding wheat, maize, potato and manioc)",0,0,0,0,0,0,0,0,0,0,,124,47,136,103,46,57,75,22,32,55,,18023,14746,14651,14725,13329,13146,14038,12990,11240,11069
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,211,208,114,132,154,168,125,124,132,169,,2189,2029,1388,1225,2159,1468,1779,1956,1740,1874
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,9,38,0,0,0,0,0,0,0,0,,1243,1141,870,1060,640,829,654,1149,1115,1030
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,26,28,31,65,26,40,46,37,84,31,,8312,6013,7519,7870,6208,8372,10521,13535,11712,8662
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,0,0,0,0,0,,19,71,13,26,27,17,19,14,22,10,,51,110,71,112,188,241,233,108,50,88
100119,Durum wheat (excluding seed for sowing),0,0,0,0,0,0,0,0,0,0,,89403,85156,85103,49695,60865,113614,48936,39,1929,148724,,93071,83932,97720,104187,58357,67433,65646,56636,72261,82265
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,899,965,179,123,189,39,47,62,34,107,,3087,3100,2751,2109,2663,3246,2291,2320,1510,1698
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,11,2,0,0,3,0,90,13,4,16,,55427,41885,77106,40614,106908,60653,56737,54562,39714,32991
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,0,,222,169,217,180,396,223,406,312,424,609,,31062,31095,31292,26605,22638,22711,21119,21686,21403,29539
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",0,0,0,0,0,0,0,0,0,0,,0,0,0,5492,5163,2904,0,0,0,0,,1515,1428,1273,1150,1122,1164,1025,781,1021,1174
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,0,0,0,0,0,0,0,0,,344,317,293,225,274,269,257,319,313,134,,4031,3315,3196,3505,3290,4302,7775,57259,19424,7943
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,3,2,0,,85,275,186,184,196,147,67,342,5,40,,147,136,100,44,31,146,250,171,238,791
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",0,0,0,0,0,150,0,0,4,0,,18892,14788,10437,9766,9050,9240,9917,11422,12523,18540,,475288,430491,391930,399886,395806,426345,448493,482660,442298,477056
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,0,0,0,0,0,,346,1380,1604,748,176,512,861,1247,1529,1715,,11000,8956,5197,2915,2477,2707,2945,3502,3865,4476
210310,Soya sauce,0,0,0,0,0,0,0,0,0,0,,316,486,292,277,393,227,230,1360,192,381,,1360,1830,1728,1594,1723,1796,1933,2403,2588,3001
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,90,76,9,0,0,0,0,0,,35,180,15,0,0,0,19,0,0,28,,123937,108111,91833,92111,53504,55316,67412,69202,64910,67004
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",9,0,0,0,0,0,0,0,0,0,,14533,14151,11764,1137,1958,3558,1719,3,17,177,,1181,765,631,811,715,798,536,398,494,486
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3023,15531,27930,48044,75486,115850,132046,168478,274524,337695
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,0,,1126,939,629,832,1320,1939,849,2641,930,571,,9511,12166,12848,11917,14301,22084,43009,134959,237211,154605
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,0,,277,132,162,260,237,258,323,369,818,0,,14,14,31,23,41,54,145,251,796,2066
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,10,47,14,17,18,39,2,25,142,21,,1093,993,1096,1042,830,1026,1064,1334,1727,2676
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",17,8,0,0,0,0,0,0,0,0,,700,183,404,161,250,176,135,676,217,714,,44885,49747,53534,56600,43034,44126,42303,41850,29256,39747
252220,Slaked lime,0,0,0,0,0,0,0,0,0,0,,106,230,181,207,85,228,144,86,266,38,,187,135,156,109,66,171,240,87,534,436
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,0,,182,227,314,260,294,434,291,75,5,6,,3,0,3,5,7,9,6,0,9,0
252310,Cement clinkers,4,0,0,0,0,0,0,0,0,0,,551,304,686,110,87,0,1164,10,2,52,,518,1019,736,595,726,946,1645,1330,641,1180
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",0,0,0,6,13,0,0,0,0,0,,877,244,524,242,418,481,1168,1266,446,393,,1215,1060,1168,861,998,873,536,597,411,565
