Product code,Product label,India's imports from Saudi Arabia-Value in 2012,India's imports from Saudi Arabia-Value in 2013,India's imports from Saudi Arabia-Value in 2014,India's imports from Saudi Arabia-Value in 2015,India's imports from Saudi Arabia-Value in 2016,India's imports from Saudi Arabia-Value in 2017,India's imports from Saudi Arabia-Value in 2018,India's imports from Saudi Arabia-Value in 2019,India's imports from Saudi Arabia-Value in 2020,India's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
580610,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...",0,0,0,0,0,0,0,0,0,0,,0,39,0,2,0,0,0,0,6,9,,5287,5686,6890,6407,6373,8025,12364,9958,6446,10538
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,0,0,0,0,0,0,0,0,1,0,,0,0,0,4,61,2,16,0,0,0,,1123,878,981,970,1297,1388,2931,2590,1737,2719
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",141,52,23,0,0,0,0,0,0,0,,0,0,0,0,0,29,4,0,0,0,,33159,33744,40275,43168,41097,43868,52833,46686,41981,93657
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",107,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,65401,84098,93640,97757,88639,111689,124188,134309,88392,131163
600121,"Looped pile fabrics of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,0,164,0,7,1,44,0,0,0,,83,126,72,45,130,73,145,115,150,236
600191,"Pile fabrics of cotton, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,0,0,0,0,0,0,0,,0,0,39,5,158,6,7,0,0,0,,312,425,532,140,141,217,214,107,457,1284
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,995,6147,26655,51769,47964,51875,86666,50412,42572,69448
600543,"Warp knit fabrics of artificial fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,154,22,437,51,0,30,12,123,80,185
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1544,1177,925,388,231,843,4766,1930,1241,2142
600644,"Printed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1251,763,2083,657,849,1032,2197,2647,466,5339
610210,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,157,0,0,0,,19,27,14,42,57,39,93,59,50,48
610329,"Men's or boys' ensembles of textile materials (excluding wool, fine animal hair, cotton or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,63,26,0,65,0,0,0,,15,17,83,95,86,59,27,89,1,15
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,2,9,0,0,0,,2,0,6,19,11,6,32,70,64,70
610413,"Women's or girls' suits of synthetic fibres, knitted or crocheted (excluding ski overalls and ...",0,0,0,0,0,0,0,0,0,0,,824,0,0,7,20,29,140,0,0,0,,40,16,16,56,68,161,180,810,193,545
610433,"Women's or girls' jackets and blazers of synthetic fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,27,0,0,125,6,0,0,0,,207,558,756,1622,1714,1832,3470,3684,2115,3981
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,10,0,0,0,0,,0,10,3,8,25,12,65,74,41,98
610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,252,28,0,12,32,66,18,0,0,0,,263,557,848,913,1031,1229,767,499,354,209
610821,"Women's or girls' briefs and panties of cotton, knitted or crocheted",0,0,0,0,0,0,0,64,0,0,,0,0,0,53,45,150,114,0,0,0,,572,1135,1307,2795,2869,2509,4096,4872,3856,8734
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",0,0,0,0,0,0,0,0,4,0,,92,265,0,0,198,123,222,0,0,0,,6271,8025,12203,17046,17851,23839,30433,35813,31194,38224
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,75,0,0,0,,4585,762,6498,11355,160,52,0,0,0,0,,3333,5340,5642,7593,6997,10145,15269,17319,12152,11075
611490,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, ...",0,0,0,0,0,0,0,0,0,0,,39,866,999,2932,6358,1450,2584,536,1872,1975,,188,448,627,361,566,693,1066,1422,475,553
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,88,12,0,0,0,,1720,3030,3277,4805,6462,11297,14110,15042,10372,8018
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",0,0,0,0,0,0,0,0,0,0,,0,40,0,267,30,85,63,0,0,0,,1892,2203,4035,4117,5095,7394,12311,10192,9384,16208
620111,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",0,0,0,0,0,0,0,0,0,0,,307,223,380,337,536,194,2595,19,104,4,,330,320,661,339,225,196,389,619,449,458
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,2,31,57,0,0,0,,264,594,1117,1092,1164,2871,3211,3926,2161,4988
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,0,0,0,0,0,0,0,,0,27,0,32,40,148,83,0,0,13,,330,408,613,393,259,374,389,503,345,340
620323,"Men's or boys' ensembles of synthetic fibres (excluding knitted or crocheted, ski ensembles ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,36,70,11,77,0,0,0,,19,10,50,15,104,10,195,313,165,84
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,15,13,0,0,0,,868,1215,1512,1135,1139,1054,1549,1169,507,777
620343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excluding ...",0,0,0,0,0,0,0,1,1,0,,29,40,0,37,28,107,68,75,0,0,,2744,3701,6700,8167,8523,8151,17577,22622,13745,17512
620421,"Women's or girls' ensembles of wool or fine animal hair (excluding knitted or crocheted, ski ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1205,17,0,0,0,0,,0,0,1,1,7,4,0,0,0,0
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",0,0,0,0,0,0,0,0,0,0,,241,28,0,44,196,190,1017,5,0,0,,292,1460,1976,1330,1618,2355,5168,7254,3567,3500
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,63,2,13,0,0,0,0,,11,14,32,62,13,12,43,41,37,64
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",0,0,0,0,0,0,0,0,0,0,,99,0,13651,33,52,172,19,0,0,0,,141,273,456,503,1043,856,334,332,134,343
621390,"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excluding of cotton, and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,10,0,0,0,0,,257,230,407,340,409,424,605,392,204,290
621410,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,33,0,45,35,42,90,0,0,0,,887,821,1112,966,796,950,1364,1132,846,1149
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,0,1,12,0,0,0,,562,657,617,813,548,398,550,901,198,7053
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",0,0,0,0,0,0,0,0,0,0,,0,43,0,35,19,48,13,44,0,0,,128,152,320,192,119,127,330,248,226,411
630240,"Table linen, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,11,0,0,0,0,,63,159,39,266,69,131,162,35,27,103
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,0,0,0,90,41,153,3,0,0,0,,112,2,45,4,20,61,75,12,21,23
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,23,104,168,0,309,27,,877,1309,2658,1939,2181,2332,2410,2074,3334,4109
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",0,0,0,0,0,0,51,52,0,0,,5761,3961,4211,2410,3898,21504,19527,14635,7145,7113,,609,366,1199,292,345,241,333,357,143,775
630622,Tents of synthetic fibres (excluding umbrella and play tents),0,0,0,0,0,0,0,0,0,0,,678,76,287,615,825,155,804,48,69,4,,937,1799,1056,942,1726,1303,1587,1815,1566,3004
630640,Pneumatic mattresses of textile materials,0,0,0,0,0,0,0,0,0,0,,1588,332,334,744,1013,513,1271,1447,975,1645,,4,30,3,10,55,33,20,73,39,82
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",0,0,0,0,0,0,0,0,10,0,,89,0,51,143,76,21,450,0,0,0,,11303,13097,17440,10039,10835,17662,13034,4412,1809,2689
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",0,0,0,0,0,0,0,0,0,0,,763,918,387,503,1486,2041,2339,0,0,1,,9662,13346,17819,9544,7198,4475,4272,3979,2408,4089
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",27,0,0,0,0,0,16,3,0,0,,81,190,205,640,747,993,922,0,0,0,,21307,25701,27894,40042,42760,72383,123870,121243,74501,77436
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",0,0,0,1,0,0,0,0,0,0,,28,0,0,0,1,3,16,5,0,0,,935,1049,1074,1094,661,1321,2818,4207,3354,3483
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",0,0,0,0,0,0,0,0,0,0,,0,34,63,49,255,2,23,0,17,128,,0,586,4592,1382,1737,637,1,136,35,3
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",0,0,0,0,0,0,0,0,0,0,,8527,4448,5844,2382,2371,2221,1955,2145,659,2384,,1047,843,776,1073,957,1463,1361,2200,1744,3428
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",0,0,0,0,0,0,0,0,0,0,,61,0,0,62,0,110,768,0,136,87,,51,37,116,5,44,109,102,33,33,32
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",115,0,0,0,0,0,161,0,0,0,,6075,6767,5447,9546,559,196,164,4811,1661,61,,62585,80754,87619,77522,85818,162849,160254,126042,118064,173616
481039,"Kraft paper and paperboard, coated on one or both sides with kaolin or other inorganic substances, ...",31,0,0,0,31,0,0,0,0,0,,0,101,60,21,43,0,3,608,0,1,,39460,49504,39533,39378,40758,34128,22556,26910,26236,46370
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",40,2,16,0,0,30,2,0,0,0,,382,14672,28558,35749,16793,1958,20897,21122,20976,19880,,22527,22471,31000,36408,45975,49235,60022,54019,42592,53448
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",174,0,0,40,29,28,0,0,0,0,,230,0,0,0,0,40,0,0,0,0,,2277,3254,157,2611,2797,1383,865,902,487,327
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,0,0,0,0,0,0,0,0,0,,0,40,0,172,694,678,180,0,454,1304,,9252,7249,7950,6007,9785,12430,14822,19488,12292,17599
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1694,1671,1426,1329,1506,1457,219,285,215,281
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,0,0,0,0,0,,32,65,67,67,30,16,8,29,8,33
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,2,0,0,0,0,,557,459,30,105,248,33,0,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,4,1,15,39,58,115,309,484,220,772
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,0,0,0,,545,3128,6909,7944,732,527,12410,4787,5511,5926
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,151,20,0,,124,0,0,2,0,60,41,0,13,899,,7643,4135,5480,4581,4390,6020,7573,6081,3995,6619
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",26,0,0,0,0,0,0,0,0,0,,0,140,0,1,58,31,60,162,13,107,,13837,11181,9886,7579,2185,460,426,343,127,49
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",52,0,0,0,0,0,0,0,0,0,,0,0,28,41,118,117,333,131,109,120,,14032,15879,20782,27250,35786,43495,54906,47774,30068,48530
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excluding containers ...",0,0,0,0,0,0,0,0,0,0,,6478,4894,1215,5306,2819,3939,4773,2533,1747,3737,,6653,7834,8017,7618,7506,9685,10111,10919,7624,11608
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",0,0,0,0,0,0,0,0,0,0,,0,0,88,200,442,172,127,48,28,5,,1478,1385,1486,1368,1170,1142,2206,2816,3385,3350
441820,"Doors and their frames and thresholds, of wood",1,4,0,0,0,0,0,53,0,0,,1019,1271,550,1394,977,912,1032,624,217,292,,20438,26162,12996,13507,11739,13460,13796,17708,13737,13586
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,0,0,0,0,0,27,0,,273,58,89,81,438,866,216,0,0,0,,5396,3135,3167,2098,1199,2253,7478,3593,1997,2939
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5534,5173,3573,2035,3011
442110,Clothes hangers of wood,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,23,39,151,4,0,0,,1658,1669,1729,1488,1208,1675,2044,1979,496,1005
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,10,0,0,0,0,,3673,3343,3353,3345,3803,4151,5394,4209,3329,4160
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,347,228,313,973,462,522,444,248,286,628
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,367,21105,21763,137,120,793,2649,1586,1340,1347
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,554,460,367,1028,946,1254,888,648,381,586
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,31,0,2,0,0,0,0,0,,13238,718,233,430,474,508,894,1153,822,1021
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",1123,390,0,0,0,13,0,0,0,0,,1693,390,1249,1191,1162,109,59,245,358,27,,831246,888713,841654,792734,844223,842729,920830,774669,397525,307805
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,399,0,0,159,382,253,0,19,5,0,,2125,4661,9794,8586,13948,51432,35743,97267,45346,32784
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,4204,2050,5555,4593,2460,18571,5684,4425,3630,7684,,343,600,564,410,1211,930,1306,1280,496,362
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",18,7,15,9,28,15,21,8,2,0,,21136,10172,6298,8165,11880,4459,7185,5940,2702,6200,,4189,5033,7636,8889,9540,10865,12172,16223,12822,10544
480421,"Unbleached sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding goods of heading ...",0,0,0,0,0,0,0,0,0,0,,163,70,0,2,1,22,24,3098,2677,1201,,6558,1994,3088,4257,2944,5356,10743,7211,9140,9955
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,36,974,4129,1809,2952,3044,6279,,0,0,0,20,27,0,0,4,0,0
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,0,273,420,27,609,30,208,26,1212,20223,,204,601,143,66,47,86,93,125,42,94
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",0,0,0,0,0,0,0,0,0,0,,0,38,99,5,0,5,0,0,0,0,,9291,10560,10786,11706,11727,14212,17766,15647,10692,11455
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",0,0,0,0,0,0,0,0,0,0,,17492,5274,952,12526,35353,29412,21220,17929,12143,9552,,220,68,98,131,39,25,56,72,179,141
701333,Drinking glasses of lead crystal (excluding stemware),0,0,0,0,0,0,0,0,0,0,,0,0,0,14,18,20,5,0,0,0,,57,81,57,104,18,34,242,31,20,32
730810,"Bridges and bridge-sections, of iron or steel",0,0,0,0,0,0,0,0,0,0,,49945,37728,14435,11646,12024,9639,11182,28816,59575,40987,,6084,16508,8525,6675,7270,332,2383,838,20536,71701
731581,Stud-link of iron or steel,2,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,11,0,6,,1316,1663,466,317,1301,712,1235,1222,1570,912
731812,Wood screws of iron or steel (excluding coach screws),0,0,0,0,0,0,0,0,0,0,,0,0,0,5,3,20,0,5,0,0,,1618,893,1065,1408,1535,1554,3169,1787,2640,2683
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",160,0,0,25,245,18,0,0,0,0,,9474,108,18542,117,0,22,13,0,488,5178,,55616,137016,52620,54339,37411,40167,45090,48837,27801,22558
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",0,0,37,0,0,0,0,0,0,0,,0,0,0,0,0,159,671,0,0,0,,7136,5096,5799,3587,2483,1635,5655,3738,3212,1826
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15756,12622,16694,15887,13482,14442,24319,22437,13696,19235
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",28,0,0,0,0,0,0,0,0,0,,228,0,41,2880,69,580,15,0,60,111,,8569,11820,9650,9642,10864,19700,25927,21852,22050,42385
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,60,0,122,126,0,1,0,0,3,0,,8662,6438,7439,6545,3535,4528,3734,3426,1966,3706
740940,"Plates, sheets and strip, of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15861,5302,17158,20810,31935,32388,15323,15886,3005,5581
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",0,0,49,0,0,0,0,0,0,0,,51,0,0,61,5,7,672,0,0,0,,1982,1612,2387,2568,5459,7280,8912,7208,5811,9032
790310,Zinc dust,432,151,56,0,39,105,135,0,0,0,,840,1090,946,2999,4317,10628,10284,9113,9857,14668,,3325,3644,5701,5983,5361,4950,5544,5624,4336,5015
800700,"Articles of tin, n.e.s.",0,0,0,0,0,0,0,0,0,0,,5609,7351,8962,7859,3073,5300,8345,322,925,1784,,2097,2303,1749,1564,1539,1871,2667,3936,2886,4719
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1548,1523,1586,1831,1512,1528,2386,2796,2111,2715
810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,229,303,174,523,318,675,1321,1140,512,114
811299,"Articles of niobium """"columbium"""", gallium, indium, vanadium and germanium, n.e.s.""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,70,0,0,0,,5050,5897,7052,8993,6058,13239,21541,7877,6241,12432
820110,"Spades and shovels, with working parts of base metal",0,0,0,0,0,0,0,0,0,0,,0,0,0,19,1,68,65,6,0,0,,88,72,47,66,80,95,744,1238,2061,2414
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",0,0,0,0,0,0,0,0,0,0,,0,77,0,1315,135,62,97,364,138,7,,14628,25081,28312,31711,29374,36195,51036,61705,62849,106705
820240,Chainsaw blades of base metal,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,10,0,0,0,0,,2225,2221,2018,2790,3746,3133,5940,5391,3894,9493
820412,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, adjustable ...",9,1,0,0,0,0,4,1,0,0,,0,0,0,138,39,21,81,0,4,0,,6503,3633,4327,5869,5787,5944,5704,7791,5786,6797
820420,"Interchangeable spanner sockets, with or without handles, of base metal",2,0,0,0,0,0,0,0,0,0,,0,0,177,39,152,31,265,0,0,0,,3431,3225,3780,4384,4465,7167,9702,10747,7094,11579
820760,Interchangeable tools for boring or broaching,13,0,0,0,0,0,0,40,0,0,,0,0,46,105,74,45,151,0,11,0,,8206,11564,8444,10478,10697,10260,12291,10718,7917,10991
820830,"Knives and cutting blades, of base metal, for kitchen appliances or for machines used by the ...",0,0,0,0,0,0,0,0,0,0,,0,38,0,10,27,112,107,0,0,0,,905,857,1111,1043,1377,1216,3072,1131,1491,2016
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",0,0,0,0,1,0,0,1,0,0,,0,294,0,6,5,217,63,0,0,0,,107419,112292,123055,114831,119079,150853,201138,173487,145609,227791
821193,"Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)",0,0,0,0,0,1,0,0,0,0,,0,0,0,233,104,154,417,0,0,0,,2547,2940,3107,2935,3260,3243,4100,3883,2930,4262
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,19,13,3,0,0,0,,5006,4203,4739,4517,4237,5114,6966,5786,5062,7950
821591,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,75,75,46,28,4,17,145,257,78,20
830130,"Locks used for furniture, of base metal",0,0,0,0,0,0,0,0,0,0,,70,0,45,107,79,61,74,24,0,0,,5143,6277,8267,7422,6568,8975,11791,13188,7355,11781
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",47,0,0,0,0,0,2,0,0,0,,222,111,98,156,99,153,99,10,0,0,,14443,15240,11491,12761,9320,11427,17568,19274,14393,16827
830820,"Tubular or bifurcated rivets, of base metal",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,27,3,0,0,0,0,,4261,4240,4816,3960,4249,4405,5939,5605,4463,8698
831120,"Cored wire of base metal, for electric arc-welding",39,0,1,0,0,0,0,0,0,0,,34,119,494,211,302,383,272,21,72,98,,26861,21082,24799,22926,20851,24249,33289,33404,25986,43629
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,0,,0,355,0,0,0,2,94,0,0,0,,0,0,0,7,0,6,0,0,0,18
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,2
840220,Superheated water boilers,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,0,21,0,0,0,,5281,115,244,106,1792,23,361,4,99,27
840682,"Steam and other vapour turbines, of an output <= 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10080,0,0,0,0,0,,74782,17512,19035,20705,16991,11535,18732,20074,5065,18535
840732,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,0,,0,0,46,0,19,0,28,0,0,0,,388,117,670,1712,525,1096,1089,40,32,56
841191,"Parts of turbojets or turbopropellers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,811,6593,5626,33203,27960,14122,4604,0,0,0,,29011,55554,83452,100285,14215,45476,67689,205232,102070,93859
681019,"Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone (excluding ...",0,0,0,0,0,0,0,0,0,0,,786,1994,2839,3518,4840,15502,19618,15129,9428,10218,,2338,871,263,420,606,510,888,3177,2055,9171
681291,"Clothing, clothing accessories, footwear and headgear of asbestos or of mixtures with a basis ...",0,0,0,0,0,0,0,0,0,0,,0,0,29,47,1,97,10767,0,0,1,,501,482,83,106,146,33,19,106,16,35
681591,"Articles of stone or other mineral substances, n.e.s. containing magnesite, magnesia in the ...",0,0,0,32,0,0,0,0,0,0,,0,0,0,0,3,2,21,28,34,81,,77,28,16,2634,10533,12832,129846,107059,53209,93952
