Product code,Product label,"Korea, Republic of's imports from China-Value in 2012","Korea, Republic of's imports from China-Value in 2013","Korea, Republic of's imports from China-Value in 2014","Korea, Republic of's imports from China-Value in 2015","Korea, Republic of's imports from China-Value in 2016","Korea, Republic of's imports from China-Value in 2017","Korea, Republic of's imports from China-Value in 2018","Korea, Republic of's imports from China-Value in 2019","Korea, Republic of's imports from China-Value in 2020","Korea, Republic of's imports from China-Value in 2021",China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
271112,"Propane, liquefied",97080,32838,45,0,31,52,191,192,347,224,,509132,452194,500969,312173,220571,297072,276802,287119,183232,243168,,2737205,2278736,2258899,1450972,1635854,2142070,2742467,2741196,2564639,4056621
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,747,537,426,473,224,,0,0,0,0,0,4121,6375,3975,11279,11143,,0,0,0,0,0,4245,3928,3675,3967,3880
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",857,1734,2993,3234,1788,0,15,25,3,223,,104,123,85,321,209,2492,9123,7556,5325,8740,,10317,9552,10189,9046,6262,4796,5267,8496,7443,11954
283640,Potassium carbonates,53,5,27,36,482,532,169,203,228,222,,7575,8961,10746,12045,11915,16750,15683,9866,9033,11718,,2385,3517,3872,1334,1888,1980,2288,2569,2748,2762
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair",44,17,26,18,142,143,276,87,120,220,,0,0,0,0,0,0,0,224,275,527,,142,35,67,80,259,274,395,221,151,228
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",1,0,0,14,2,1,26,4,3,220,,66968,69252,79509,79884,76648,97310,105089,129891,170864,295749,,15,11,78,195,129,221,783,3166,1241,1202
820840,"Knives and cutting blades, of base metal, for agricultural, horticultural or forestry machines ...",127,100,226,264,290,212,261,202,220,219,,21514,21144,22812,24850,26682,26930,31923,35489,33339,50184,,2218,2177,2441,2636,2663,2407,2509,2412,2466,4067
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",133,595,386,375,112,141,191,246,225,219,,48610,25131,39572,19984,11977,12022,14244,13256,15807,12429,,11707,9229,6893,5683,5161,5287,9099,9633,12602,13069
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,0,0,0,0,0,0,78,219,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,78,219
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,66,94,469,697,491,843,1038,390,297,218,,68701,74882,58921,89197,83941,48387,44996,55869,55699,57683,,214,351,1103,1278,912,1315,1408,860,631,1166
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""",1855,1368,1590,1126,571,3602,4015,1731,447,218,,461622,444116,717221,234054,282704,326907,230107,298107,205939,212881,,10926,6854,6902,14556,8287,12528,5846,3600,2553,1671
844831,Card clothing for machines for preparing textile fibres,523,642,395,364,312,188,253,172,201,217,,18356,19985,21187,18652,19716,21287,25739,24286,22650,26777,,4130,3804,3121,3101,2831,2419,3054,2205,1587,1973
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",409,167,377,388,702,1047,548,226,229,216,,1973,1676,3161,3608,3217,3960,4062,5117,3248,4154,,5895,7646,8998,5517,4158,5035,6102,6336,3827,6241
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",227,508,70,131,142,81,112,224,61,216,,10432,12686,13029,11059,6957,9806,16352,14609,15552,12554,,1181,1960,1307,1320,1522,1109,1245,1076,734,1481
220870,Liqueurs and cordials,151,129,167,218,198,261,216,264,235,214,,389,462,666,546,789,701,602,325,398,9192,,18933,22514,22598,19327,16913,16874,19354,18720,15784,18031
60210,Unrooted cuttings and slips,128,316,187,134,134,130,100,301,197,214,,9233,8821,8418,7752,7159,6581,8130,11411,11832,12907,,1587,1799,1723,1748,2250,2702,3079,2829,2798,2656
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",2513,964,3970,3782,812,503,400,425,233,214,,11233,15421,19261,20341,18428,24451,28655,27690,19450,18800,,2609,1059,4071,3901,973,693,550,602,475,316
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",235,89,288,175,242,412,226,108,170,214,,9763,6334,9925,2219,2828,3956,11333,10861,4559,5665,,309,177,315,273,279,471,232,190,172,222
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",226,347,221,103,99,219,349,370,398,214,,14881,50624,65150,79628,91193,84500,95478,109681,112225,116579,,366,418,441,529,763,1201,958,997,798,652
130220,"Pectic substances, pectinates and pectates",18,26,33,37,108,109,79,149,221,211,,33208,27413,29270,29667,41904,36822,37083,38195,44116,52577,,7142,7748,8624,9958,11936,12050,11217,11045,11952,14146
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",2538,1105,1676,8168,3565,613,37,44,250,210,,5758,5314,10607,4172,3090,4828,5060,4946,5235,13748,,2802,1884,7568,8224,4093,1185,533,695,1957,994
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excluding ...",413,567,401,371,137,267,122,110,52,209,,5534,2754,2993,4504,9615,3867,3240,3347,4033,15560,,2674,2019,1732,1153,1823,1281,2677,3024,5300,4070
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",462,361,209,246,274,300,319,325,249,208,,442796,434424,373401,308036,349610,492397,744702,533291,467276,722003,,3462,3621,3958,3956,3350,2800,3105,1378,1273,1003
310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",0,23,16,7,32,97,245,226,0,208,,2055,4445,1837,17330,5845,5001,3124,1983,1634,1475,,151,157,241,124,185,234,333,435,221,364
845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",275,543,604,625,820,573,328,319,355,208,,37755,36621,37504,41226,41348,54171,54303,75424,38009,51387,,3371,3799,6933,5656,12280,7441,3227,3717,6862,8530
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",10,9,3,0,1,0,21,50,42,208,,10,2,2,0,5,1,8,2,12,17,,167,199,118,48,7,261,178,253,174,301
510521,"Wool, combed, in fragments """"open tops""""""""",116,162,260,531,580,591,169,473,136,207,,9572,9799,13125,9281,6131,7856,11489,8667,3930,6406,,281,187,654,532,591,606,188,475,168,445
930629,Parts of cartridges for smooth-barrelled shotguns; lead shot for air rifles and pistols,140,49,37,99,134,138,168,175,143,206,,6393,5405,6082,7575,6346,6200,7385,7097,7402,9850,,451,127247,58964,46233,782,613,45778,619,1087,1571
844842,"Reeds for looms, healds and heald-frames",70,135,135,126,233,197,202,156,146,205,,10483,11470,13701,13448,14173,13386,15559,13229,10943,13641,,921,977,849,610,741,516,828,626,493,558
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",4460,5745,3956,1174,371,180,456,179,93,205,,627,457,414,1030,1040,1662,1356,577,2366,2076,,5583,7318,4753,1577,531,215,672,482,261,531
840220,Superheated water boilers,3114,5137,2433,6318,5737,1082,1244,3066,1629,204,,1163,3616,5849,3510,4985,3047,1552,2524,3244,2472,,21240,9776,5059,9256,10781,1704,2968,3314,1852,330
851633,Electric hand-drying apparatus,704,695,1024,485,442,628,244,250,272,204,,44572,50141,55700,56341,54529,54720,55800,59260,53299,47388,,745,866,1061,661,896,957,403,260,296,208
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,1,25,77,52,117,101,203,,25362,25071,19938,19497,22559,20164,22649,23775,22340,21575,,125,111,182,102,213,280,227,352,174,304
845941,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling ...",0,0,0,0,0,32,204,0,0,202,,0,0,0,0,0,1716,1172,4406,1859,2563,,0,0,0,0,0,4593,3153,1704,572,1161
940153,Seats of rattan,0,0,0,0,0,37,111,300,65,200,,0,0,0,0,0,11058,6564,1882,1889,3434,,0,0,0,0,0,398,899,881,809,605
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",364,180,88,189,205,125,262,108,157,200,,25784,36739,25365,29481,16281,11368,20577,21137,22700,20146,,845,577,460,895,724,850,1094,1146,848,1197
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",908,496,338,296,383,4300,5976,9083,812,199,,5757,4274,5005,3668,39925,202289,11917,13042,9174,10239,,1748,1263,1124,1204,1184,4968,6679,9856,1631,764
900140,Spectacle lenses of glass,222,127,433,258,227,171,177,104,276,198,,49412,62045,69875,74486,57691,54693,59940,116000,62263,69092,,473,608,929,588,556,552,689,788,831,729
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",1,291,246,22,13,138,104,163,129,198,,2872484,2657713,2701704,2139532,1888364,1344022,1481122,1677937,1011323,1987851,,44861,44950,54630,53672,59711,63195,63339,64276,79400,109912
280480,Arsenic,301,419,394,348,305,123,146,189,167,197,,2925,2912,3254,2983,2919,3539,2760,3478,3686,3968,,434,552,486,460,328,140,180,264,283,569
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,10,38,49,132,49,71,66,82,106,197,,0,1,46423,17256,1,5,0,3,27,77,,487,26593,1724,1779,2157,4329,2197,2769,3027,4431
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,137,28,67,14,333,45,55,35,167,195,,29740,1482,1334,1055,1483,789,2104,3600,9269,21237,,5647,6079,2516,2874,2686,1356,1376,3051,2864,17767
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",81,27,147,47,28,49,142,157,111,194,,3913,1846,1381,1462,1416,2163,3611,4354,8933,3609,,5821,5582,6750,7705,7208,7050,7228,5958,7686,7149
293332,Piperidine and its salts,604,511,510,542,165,296,515,684,298,194,,1548,3713,3656,804,1007,2297,3184,1374,2048,3703,,1139,1448,1313,1625,1504,2105,2210,2900,2797,3334
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",7984,703,784,1298,775,235,652,158,1036,194,,16047472,12118916,5178686,2722126,1647084,1203845,530063,375617,273645,112628,,58971,34947,8798,31324,18686,31879,13365,19158,25277,87890
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",297,203,189,121,170,172,149,79,80,192,,29528,20745,23820,14715,8260,8609,10036,9394,11998,9719,,3303,4736,5499,6688,9520,7309,6849,6532,6220,2564
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",30,145,111,102,156,158,153,146,139,192,,4803,3667,4337,4452,4606,4610,4232,4704,4418,3910,,231,375,404,434,508,835,866,827,873,915
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",217,265,165,45,230,197,238,110,174,192,,3463,4920,6246,4998,7799,9369,8111,7929,8528,8643,,3847,5890,6766,6703,8221,7430,8319,8535,8388,9159
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",8,167,34,37,11,12,243,1381,906,190,,24345,26763,27532,36257,16812,36937,48286,68151,73486,77865,,115,215,100,135,55,43,377,1405,979,224
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",177,283,409,407,317,195,319,207,90,190,,11899,12495,15707,18497,20024,24752,30188,29163,21226,20949,,544,692,1005,949,1020,770,1190,920,729,912
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",4,1,0,40,8,12,115,161,208,189,,4126,2964,3449,4738,2224,3864,2964,2082,1798,1970,,26,7,9,85,24,24,147,191,276,218
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",604,975,1053,284,322,258,353,162,149,189,,114468,120079,112006,75138,73776,84764,80284,81801,87384,166811,,804,1103,1276,443,395,363,472,231,227,272
291461,Anthraquinone,3,5,2,4,27,54,163,213,283,188,,44740,26698,26333,22933,19283,22350,39645,39526,17254,25451,,10,11,6,5,28,61,166,218,287,889
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",167,4223,8742,31,342,304,4493,2956,1851,188,,75320,59110,112697,106206,98378,116827,146530,141440,121599,118864,,5696,15583,12896,5059,3138,964,6086,3999,2706,3100
731811,Coach screws of iron or steel,46,138,183,40,100,202,73,86,149,188,,31797,41574,40998,30729,27646,20821,20779,15525,14103,23205,,125,218,428,816,279,380,227,372,296,249
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,0,3,1431,0,6,2,0,0,188,,1616,2622,902,1561,3552,1128,791,542,542,1324,,13648,16148,23073,35438,24671,26927,26262,15399,21078,24522
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",7,37,10,9,108,79,72,17,14,187,,6075,4227,7003,6796,5446,4329,5940,5006,5961,8347,,157,117,34,136,239,87,95,161,164,293
540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",798,118,242,249,43,57,37,117,384,187,,163820,143049,145242,129089,109228,97573,101707,93440,53466,58974,,852,187,289,293,113,67,60,146,414,232
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",732,527,60,117,711,616,284,389,19,186,,433,563,351,268,795,747,471,291,228,3090,,10102,9548,8348,7610,8172,8182,8484,6594,4687,6808
440139,"Sawdust and wood waste and scrap, agglomerated in logs or similar forms (excl. pellets and ...",1257,1437,3129,1479,909,763,469,499,137,185,,4301,7368,21189,10415,5318,4979,5264,4707,4431,7787,,17192,28257,24791,25692,33183,22434,29933,30485,39476,40306
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,267,214,176,104,127,153,168,106,58,185,,333,461,4805,2000,1545,805,1195,203,0,0,,565,518,500,454,563,530,702,486,645,298
280440,Oxygen,22,7,1,1,0,188,189,164,207,185,,776,960,1234,1489,1668,2013,2961,3251,3133,5119,,85,36,109,173,242,299,217,282,474,265
590800,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; ...",27,33,70,94,157,178,201,95,124,185,,5631,6861,5864,5621,4453,4705,4221,3665,4625,6337,,268,563,537,369,415,439,398,295,338,506
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",224,266,309,140,331,221,352,613,192,183,,3038,5572,12327,13030,13415,13207,15741,20314,14715,19392,,3974,3980,3522,2992,2970,2596,2290,2098,1285,1383
843621,Poultry incubators and brooders,559,628,611,121,400,672,430,334,113,180,,8802,20960,20345,21557,22141,25113,33452,34943,62920,50719,,15474,9304,10310,13116,4175,9433,6439,5536,1131,6355
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",129,85,36,140,33,69,173,280,83,180,,19061,11409,20100,23085,21475,24135,27974,20930,24034,26161,,1070,626,1490,1791,700,974,863,1630,533,557
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",82,34,17,83,264,107,89,96,286,180,,23119,22170,26952,27937,27491,29362,32460,31393,33840,37381,,172,151,139,230,501,410,292,274,482,406
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",1,218,214,749,66,93,123,88,99,177,,12912,7907,8647,5352,4414,4126,6228,6664,7795,6387,,4469,6845,6636,5936,5405,7418,6644,6371,9909,13073
731520,"Skid chain for motor vehicles, of iron or steel",495,735,1023,193,48,176,193,288,105,177,,93213,56268,61159,57938,56236,66988,65932,79172,54305,58165,,1046,1239,1302,549,833,478,559,471,496,409
90619,"Cinnamon and cinnamon-tree flowers (excluding cinnamon """"Cinnamomum zeylanicum Blume"""" and ...""",152,143,113,173,306,188,185,183,286,176,,35936,55104,62808,70428,66169,94760,114993,151290,283991,247818,,387,370,259,574,632,619,684,705,580,853
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,12,70,60,33,102,176,,2489,2348,2954,2512,1751,3187,2867,3130,3621,6348,,51,25,1,2,13,74,160,48,161,239
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",1039,1200,1200,1206,629,368,429,0,67,175,,21526,20616,23584,16177,16260,17937,27745,25235,21064,18223,,1857,2299,2010,2708,2437,1496,864,454,314,516
330720,Personal deodorants and antiperspirants,16,10,7,8,55,7,24,29,54,174,,27053,23755,16559,13698,14108,22362,28913,24379,19461,20253,,6651,8237,7142,9563,8609,10125,8072,8666,10782,8931
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",2,2,2,3,5,6,0,136,3,174,,0,1008,311,885,3355,4114,3146,3625,0,1365,,1773167,1615625,1210249,1105412,1007087,956621,1001515,989795,968719,1345941
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",119,407,169,164,141,321,59,88,222,173,,4563,3263,3280,1796,1145,2865,1639,6207,14848,5604,,1971,1931,1623,1208,1346,1544,975,1258,1446,1596
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",432,311,363,642,535,91,326,169,90,172,,8604,20089,20637,9465,6416,8774,7822,8901,10047,31138,,526,423,543,920,752,400,684,475,1067,872
110313,"Groats and meal of maize """"corn""""""""",0,0,0,2,8,10,35,47,64,172,,19,12,10,17,45,114,138,162,284,316,,11,18,24,19,28,580,695,1046,1660,2050
520300,"Cotton, carded or combed",12,43,1,51,341,1054,1282,621,9,171,,134,671,3548,351,79,297,374,298,93,157,,1261,1231,1430,1995,3475,4657,4137,2453,2916,779
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",416,847,3899,4639,723,991,915,236,240,171,,1774,4005,9166,8106,2363,2194,2202,1873,2138,3729,,8171,11731,15522,13022,10179,10114,9827,10980,9879,8108
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",966,617,710,545,528,721,488,479,240,171,,197354,192587,196032,156701,153890,216193,259714,245835,210639,282213,,1019,640,758,697,724,763,522,538,322,244
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",1163,1071,1227,1168,444,113,145,105,112,171,,1026,587,725,944,479,318,578,460,405,1093,,1189,1210,1258,1205,564,180,155,118,127,205
120241,"Groundnuts, in shell (excluding seed for sowing, roasted or otherwise cooked)",178,153,276,148,148,120,121,141,261,171,,67266,49162,45808,40994,41821,36204,37530,40926,34090,23203,,178,153,276,148,149,120,122,141,261,171
300650,First-aid boxes and kits,87,60,105,98,277,108,129,96,62,171,,102582,111441,126551,139680,150734,149277,176801,175779,198058,195917,,471,271,365,620,861,494,798,622,623,1413
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",149,130,284,628,597,337,298,234,200,170,,7438,5468,4921,2110,3228,2820,1764,1015,1037,2136,,21786,17626,21237,21464,20535,23619,27971,22308,22292,38928
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",51,120,37,70,72,56,48,102,118,170,,18353,16900,18856,18892,19801,27518,48971,48438,62948,97514,,602,840,733,770,556,874,565,1103,899,1665
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",9,288,0,21,1189,135,15,12,3,168,,185,945,11518,14282,11193,12190,4618,8177,3501,25566,,80,653,273,227,2016,1294,139,1662,4033,6170
741539,"Screw hooks, screw rings and the like, threaded, of copper (excluding standard screws and bolts ...",1312,1639,2150,1877,311,109,62,204,151,168,,9616,8138,8839,8989,7720,8721,11047,9391,8925,11288,,2007,2130,2626,2324,976,495,401,611,716,884
551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",1718,1947,1652,1380,29,0,35,70,184,168,,65703,41018,35747,30396,30356,25864,11683,11784,6128,8973,,1800,2100,1902,1503,47,108,93,211,327,308
252510,Crude mica and mica rifted into sheets or splittings,53,237,218,166,131,76,66,48,205,167,,1826,1447,2469,2448,2388,2624,2696,4830,4799,3436,,923,1484,944,1176,1219,1024,1037,594,646,869
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",48,88,96,273,454,452,255,196,127,165,,1488,1113,969,1352,2301,1358,1772,1051,949,772,,190,247,274,357,498,484,292,214,131,188
901814,Scintigraphic apparatus,29,10,9,36,9,17,118,209,50,164,,207,7097,18833,16104,23662,25610,22110,14218,9257,11681,,465,1471,417,1238,949,2058,1900,2597,3216,4110
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",275,0,718,2316,2195,579,431,340,96,164,,36,352,66,736,7,2282,148,124,86,591,,4817,5301,9250,7059,5092,5889,4471,3368,1264,1934
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,1515,830,775,3853,3988,3686,272,69,626,164,,16843,15673,19761,23245,39102,47400,53885,55943,59698,72699,,1541,847,787,4062,4187,4566,1368,2439,2862,1652
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,370,357,344,712,419,435,229,249,92,164,,26333,47156,40819,11218,4675,4780,17637,23330,9112,10910,,24257,20067,22257,19643,19861,19232,16983,14804,13218,14374
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,0,0,0,0,0,0,0,163,,93920,500,18467,40140,1418,815,3096,3340,48514,13080,,0,0,0,0,0,0,0,0,0,348
391212,"Plasticised cellulose acetates, in primary forms",255,400,311,302,13,21,37,150,143,163,,1017,1374,1797,1601,1391,1076,1688,1839,1073,1839,,1128,1192,1087,1387,1123,1338,1143,1208,990,1132
520420,"Cotton sewing thread, put up for retail sale",9,37,75,72,29,67,29,62,87,162,,12651,17522,17155,12743,10973,9131,8348,10552,11836,11142,,163,153,267,206,265,323,324,260,294,491
680423,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",185,162,324,335,141,764,1566,220,130,162,,12954,14312,14572,10072,9639,16670,22269,19101,14674,19067,,960,808,946,970,762,1215,2097,542,372,506
854081,"Receiver or amplifier valves and tubes (excluding microwave tubes, photo-cathode tubes and ...",872,700,1317,1181,1088,1526,550,106,118,162,,6383,9276,9837,5308,8499,12283,12350,11551,7104,7542,,28041,19853,14016,7129,10991,13732,4150,1621,5364,10026
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),711,442,480,380,8,38,6,257,97,161,,21020,22948,24206,25460,25431,14171,22974,25056,23012,22464,,79708,104602,102682,105725,76849,35806,20807,16539,11429,16745
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",279,988,572,277,255,209,163,162,123,161,,1682,2579,2207,3218,4664,3632,2608,1981,4682,4957,,637,1840,1778,772,752,431,212,297,370,284
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,15,0,0,0,0,0,0,0,161,,414,337,84,270,209,1266,934,413,244,446,,2,16,58,71,15,0,15,44,30,161
844090,"Parts of bookbinding machinery, n.e.s.",110,109,232,261,99,31,67,129,129,160,,1276,1450,1497,983,2013,7356,1987,3939,3228,1590,,2041,1662,1856,1587,1521,1541,1559,1269,1539,1468
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",1072,997,1979,1727,766,213,109,87,221,160,,4543,4560,2256,1966,1839,1181,1103,1378,987,944,,15050,15285,15413,14354,16047,15084,11299,10144,10840,11687
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,157,246,308,293,119,179,149,199,258,159,,2110,3380,1156,2144,1358,2788,3213,1445,1435,2285,,1052,1281,1141,967,772,907,1192,1225,1409,1208
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",199,89,48,184,60,14,20,170,219,159,,283764,320011,383758,263994,261877,215636,185800,169193,75305,105180,,939,365,185,274,76,34,26,207,219,339
810920,Unwrought zirconium; zirconium powders,1541,180,797,551,202,158,38,59,16,159,,3019,6267,29206,13882,22334,11618,20651,17675,8455,7780,,1978,584,1176,744,333,566,838,385,273,241
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,1,60,67,41,250,161,172,175,325,158,,9034,9537,11082,11430,8838,10556,10798,11152,10313,15164,,4473,7579,9261,6106,6405,6182,7979,7791,7852,8342
850740,Nickel-iron accumulators (excluding spent),20,26,10,24,12,36,31,84,104,158,,2646,6834,100710,105667,102946,62819,53211,16333,42656,53734,,100,747,331,191,737,50,304,116,359,407
30382,"Frozen rays and skates """"Rajidae""""""""",351,112,201,1619,898,111,0,61,454,158,,364,244,162,1302,997,106,349,637,1596,501,,64776,61255,52549,70377,59481,49707,54815,25527,29624,20400
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",28,80,52,27,0,57,95,1,18,157,,2194,2618,1556,2611,1994,2339,3602,2534,1457,985,,41,119,64,70,38,108,142,165,124,185
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",804,26,217,99,80,381,13,89,30,155,,92248,43799,48413,28768,21150,24734,25546,31523,18660,21095,,2669,486,309,310,196,779,230,393,117,201
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",108,3,15,3,0,6,16,28,13,155,,33654,32548,46116,41568,41057,45836,99858,113498,111313,147933,,614,923,305,204,320,419,338,891,334,625
845390,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making ...",686,549,901,754,319,323,296,373,255,154,,7152,13936,17946,11998,34808,85567,40204,36371,37606,36904,,2297,1750,2889,2527,1829,1646,1873,1574,1397,1627
250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",981,905,1125,1276,638,1469,1150,748,163,154,,7881,11577,28478,37287,12060,8702,13798,14088,18765,16603,,4030,3301,4117,3242,1588,2092,1946,1567,679,332
252310,Cement clinkers,931,2209,1447,592,3535,1917,635,894,286,153,,122294,158949,165513,241329,284063,130553,64439,29064,11541,14345,,936,2221,1449,598,3540,1924,635,1213,382,158
81290,"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...",121,560,294,121,108,137,248,149,81,153,,55589,59959,53667,40280,47495,55589,52347,47255,34439,37473,,123,560,321,133,108,149,249,150,82,168
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",127,119,263,208,406,1001,958,922,673,152,,6499,10227,11338,8986,8553,8183,6798,11363,28885,6991,,3517,4068,4270,4394,3660,4316,3608,4190,3481,3447
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",450,864,230,798,399,503,248,150,218,152,,597982,633656,631250,641178,728513,672141,682246,640475,474283,613417,,2934,2107,1457,2073,1467,1312,954,995,691,693
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",852,838,747,722,670,221,107,138,176,151,,336640,411051,293400,323604,4595,3198,1254,423,1159,185,,6060,5019,3635,3500,7532,6267,11745,8702,4850,11390
