Product code,Product label,Saudi Arabia's imports from China-Value in 2012,Saudi Arabia's imports from China-Value in 2013,Saudi Arabia's imports from China-Value in 2014,Saudi Arabia's imports from China-Value in 2015,Saudi Arabia's imports from China-Value in 2016,Saudi Arabia's imports from China-Value in 2017,Saudi Arabia's imports from China-Value in 2018,Saudi Arabia's imports from China-Value in 2019,Saudi Arabia's imports from China-Value in 2020,Saudi Arabia's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,1,,0,8,0,0,0,135,0,11,24,0,,0,0,64,9,2,17,21,0,23,12
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,136967,162087,167029,157079,170547,,0,0,0,0,0,0,0,0,0,23826
910990,"Clock movements, complete and assembled (excluding electrically operated and watch movements)",157,28,305,270,76,64,44,53,17,1,,1026,587,725,944,479,318,578,460,405,1093,,281,58,305,548,178,103,93,96,17,25
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,0,0,0,0,0,0,1,,7012,8002,6361,4454,4204,3866,3863,3272,4444,5490,,5455,4824,1046,3342,32602,18016,827,6,946,508
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,1,,155,0,950,1386,27,0,316,644,0,104,,0,0,0,3,6,0,0,278,244,86
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",46,130,1289,66,0,0,0,94,358,1,,21356,33676,56096,15426,20177,28089,32998,36529,39386,78144,,194954,207194,94565,108535,11568,2292,707,818,561,3
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",66,162,102,0,172,102,268,172,104,1,,15958,13924,16898,16702,16169,18149,19532,18981,15404,14055,,341,810,873,710,842,634,1218,972,844,783
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,231,82,0,0,61,41,129,59,1,,344813,552137,662033,688518,295242,271992,357610,268819,142736,135498,,0,231,82,94,176,168,96,242,148,100
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,379,412,207,261,173,0,38,6,1,,2829,2410,3537,4590,15164,8969,2876,3148,2684,5157,,1469,9116,15256,10090,37675,33537,22959,16668,9249,930
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,0,0,0,0,46,20,1,,2110,3380,1156,2144,1358,2788,3213,1445,1435,2285,,481,592,577,825,556,930,1166,713,1044,370
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",0,0,0,0,0,0,0,0,0,1,,98789,88566,91395,76920,74079,79332,80261,73467,56781,57254,,15662,11767,19041,20849,71378,12493,10581,15502,21317,14241
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,17,0,0,0,,0,0,0,411,461,727,669,518,163,317
120190,"Soya beans, whether or not broken (excluding seed for sowing)",0,68,0,0,0,0,43,131,86,1,,278748,201195,198529,124660,108094,90847,99585,91920,71110,73898,,337938,332456,355442,311722,234917,282031,222452,261607,259604,426972
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,737,1826,1460,1208,888,1027,1363,1065,394,1955,,0,0,0,20,33,16,29,27,15,10
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,0,0,0,0,0,0,0,0,,22,13,13,7,59,6,6,4,3,71,,681,40,1587,3123,2018,1659,4614,1557,2821,5386
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,53,166,0,55,17,2,,372,250,738,719,453,1272,567,638,2140,3926
110710,Malt (excluding roasted),0,0,0,0,0,0,0,0,0,0,,87852,143268,165141,153002,152656,151355,191362,223324,160343,144582,,184,131,0,13,1,32,9,0,60,46
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,3,0,6,57,7
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,0,,1073,775,817,483,1175,910,232,309,168,226,,76946,71617,58157,94370,78349,43605,18992,40125,41370,44657
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,3,6,3,32,2,4,0,9,0,0,,0,0,0,0,3,0,144,71,99,360
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",78,0,39,231,283,0,8,62,0,0,,1273,1690,2288,4851,740,279,157,113,8,15,,10882,3178,3878,4841,4445,5158,6035,3507,1767,666
80930,"Fresh peaches, incl. nectarines",0,0,0,0,0,0,0,0,7,0,,46443,43632,81295,133091,109854,141503,90349,197466,135057,64781,,18003,15019,18434,24115,25638,24144,26343,32167,35813,30047
90112,Decaffeinated coffee (excluding roasted),551,550,0,166,89,294,661,34,290,0,,0,0,0,8,7,9,48,45,31,0,,15254,9356,6891,2920,2730,5875,6678,4382,10442,20457
90122,"Roasted, decaffeinated coffee",0,95,153,0,0,0,0,327,0,0,,517,139,166,71,5142,176,257,634,2492,1386,,1375,1360,894,927,1770,1822,3039,12576,11985,14545
81310,Dried apricots,0,0,0,0,0,0,0,0,0,0,,919,525,4053,6829,4654,490,384,458,327,456,,1011,1347,1168,1783,2453,2264,3458,2758,2076,1236
110520,"Flakes, granules and pellets of potatoes",0,0,0,0,0,0,0,0,0,0,,4498,2751,2487,1732,676,554,472,531,716,726,,1464,6511,8829,9687,9382,10026,10151,13296,13870,14262
90832,"Cardamoms, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,34,3,0,18,0,0,,871,2033,1661,3288,22918,59107,53998,68630,58904,10271
110311,Groats and meal of wheat,0,0,0,0,0,0,0,0,0,0,,0,21,0,0,0,2,9,6,0,0,,37736,43232,45610,46061,38598,33201,37859,27002,32596,30671
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,273,50,660,193,70,50,32,34,85,68,,2751,1824,2016,2877,3091,3916,4238,5845,11937,5232
80211,Fresh or dried almonds in shell,0,0,0,75,0,30,0,0,0,0,,399,0,1,166,1392,487,826,683,526,105,,13018,6434,14675,14859,24798,33929,34319,39612,38368,2181
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,112,0,0,0,0,4,0,,91,297,19,13,26,79,79,325,41,365,,1343,1608,1855,1355,1062,1584,1302,2135,1966,155
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,45,29,75,83,82,65,101,64,226,4880,,0,0,0,25,0,0,715,698,1454,355
80310,Fresh or dried plantains,0,0,0,0,114,0,0,9,0,0,,1,0,0,0,0,0,1225,1991,0,0,,62060,58884,65772,85957,118636,122849,79486,62100,127260,181633
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,34,0,0,0,35,8,7,0,,60614,68635,74084,78101,80816,83705,93694,90370,85194,76103,,1322,1650,1922,2568,2445,1769,1955,1624,2210,1558
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,53,25,,2392,2779,3242,2477,2766,3661,4878,6312,6872,5131
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,56916,57994,61192,59640,61066,61811,60479,56192,57989,48644,,638,2514,12280,20896,2354,430,0,3,0,0
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,,108,54,62,261,280,39,95,502,278,298
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,0,0,0,54,75,86,59,28,98,201
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,,0,0,263,361,333,550,174,49,142,166
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",0,0,0,42,0,0,4,0,0,0,,754341,1002325,996554,516042,431263,630848,826012,878381,566809,654657,,0,0,0,42,3,5,4,0,0,0
60210,Unrooted cuttings and slips,0,0,0,0,0,0,705,535,194,0,,9233,8821,8418,7752,7159,6581,8130,11411,11832,12907,,196,663,962,20,1162,118,12842,5236,1509,1238
60310,"Fresh cut flowers and flower buds, for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,74,0,0,0,0,0,0,,10927,11516,10100,12433,17637,19860,22763,25454,25145,25972,,1863,784,685,1601,6208,77,207,537,141,148
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,166,11,24,48,10,139,63,45
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4367,13352,8025,5069,5718,1674,1933,4631,3022,2558,,0,0,0,1,0,1,0,0,0,0
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,2498,3545,4060,3288,1518,1848,1996,1896,2354,1426,,0,0,0,24,2,3,10,0,0,15
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,211,1722,475,1088,2775,2398,2292,381,392,7,,249,767,421,294,111,333,415,893,517,36
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,134,34,131,294,119,34,0,,6342,10311,12188,11002,7170,11432,16227,11360,13584,16047,,364,325,4768,20430,17765,26178,18100,19914,7894,5922
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,43549,83144,120766,130105,130341,109896,70596,103137,211218,137771,,0,0,0,104,129,6,194,144,56,201
30357,"Frozen swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,4663,8702,10788,16899,19457,16779,17202,18760,13780,26817,,0,0,0,0,0,2,0,0,0,0
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,264
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,41,57,63,134,212,58,0,0,,1322,5681,4761,6057,6803,2928,4254,4834,3588,2221,,15677,18618,12645,1554,950,961,1082,519,1611,1070
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,154959,144428,162384,125915,128105,142908,167938,163605,150604,135887,,0,0,372,0,0,9,359,238,121,347
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,173,148,189,233,588,714,471,0,,69358,42945,47389,45926,58921,62985,64743,45667,37527,31375,,288,1135,5500,6892,7230,6317,16502,17066,11613,19197
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,68,62,0,0,,4202,5618,14226,15590,12353,10400,19039,25795,35553,27318,,0,0,0,143,123,0,187,142,296,97
30520,"Fish livers and roes, dried, smoked, salted or in brine",0,0,0,0,0,0,0,9,0,0,,73483,70509,79518,72280,69305,74491,68722,57372,45881,53151,,0,0,31,7,4,43,157,70,12,132
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,1621,2002,7011,6773,4708,2802,4343,4569,2730,3931,,426,500,2016,3520,5112,6063,3503,5120,1475,1086
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,530,347,50,2614,5123,3218,543,0,,82772,60288,56654,53647,54880,71242,69108,69139,50093,49415,,21518,24546,21753,22112,19808,31753,45892,32191,13925,7196
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,0,0,0,,0,0,0,0,0,0,0,0,0,9
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,42627,63702,62842,99139,102624,,0,0,0,0,0,0,0,0,0,723
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,7,19,0,0,,19331,10124,13969,9075,9348,8775,5249,5012,3562,5428,,0,0,0,14,30,16,18,125,55,27
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,202621,243307,137825,132484,142687,,0,0,0,0,0,0,0,0,0,22
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",0,0,0,0,0,0,0,0,42,0,,302997,318853,366405,301859,277096,28442,10685,3050,2337,5419,,0,0,0,35,33,48,111,72,228,46
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,1701,1007,692,250,101,127,40,16,21,8,,0,0,0,92,4,0,0,5,42,22
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,0,0,0,0,33,0,0,0,,19421,25830,36277,35039,36243,2712,1710,1236,1026,2215,,0,0,0,5,42,17,47,29,16,1
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,10710,16958,33535,38073,29676,31992,39712,43017,56362,58401,,0,0,0,0,0,21,0,0,0,0
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,35850,41832,31031,34131,68670,52351,40925,35528,28611,22221,,0,0,0,20,0,2,0,76,4,0
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,263,434,571,485,1184,3662,5263,5203,5069,5318,,53438,59563,64113,74079,57680,64453,59999,64397,51518,38944
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22079,22637,32074,11397,5805,267,408,563,371,40075
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,37,94,565,723,611,441,1478,1297,1320,1464,,146,1982,435,4627,6443,2602,17754,6030,10315,11658
200961,"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,376,355,184,89,43,26,131,212,138,317,,1294,670,424,643,533,379,214,3706,7284,6422
252520,Mica powder,120,96,41,51,0,0,0,0,9,0,,33058,36180,36425,36453,32375,40888,50232,45224,40655,48567,,1122,670,199,470,862,702,616,491,573,1044
220720,Denatured ethyl alcohol and other spirits of any strength,0,0,0,0,0,3433,0,0,17471,0,,5473,1513,1753,284,912,1623,16499,26,17483,3587,,16663,15923,17434,14508,12908,11875,6534,7415,40659,7204
230210,"Bran, sharps and other residues of maize """"corn"""", whether or not in the form of pellets, ...""",0,0,0,0,0,0,0,0,0,0,,55905,39967,18866,1128,819,823,1366,4278,4254,7200,,711,504,96,4531,1575,9704,4758,3,5,38
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",0,0,0,0,0,0,17,4,18,0,,10536,10529,8298,5562,6343,6634,7752,6267,5466,2950,,0,0,0,0,8,5,17,4,18,0
230500,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",248,101,0,0,0,0,0,0,0,0,,675,558,565,937,382,129,98,101,145,222,,371,146,0,4,4927,0,69,22,0,0
230620,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,286,268,238,377,849,1281,2740,487,368,345,,0,78,0,1,5,7,0,0,5,28
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,711,495,321,183,456,1123,693,519,463,428,,0,0,0,230,0,39,6,0,0,0
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,51805,38342,42751,27091,31040,34246,42290,23775,26849,29817,,290,69,489,53,249,60,2694,3429,5387,5906
240220,"Cigarettes, containing tobacco",377,0,214,0,29958,39,4,0,0,0,,449920,488921,513745,572650,634751,575756,721043,705911,257003,133492,,878910,957836,1043244,1140413,1180582,746672,427849,515800,545808,496437
160239,"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...",0,0,0,0,0,0,0,63,0,0,,135278,118160,113895,115691,97374,104694,115826,146243,135850,129451,,12530,13691,16493,22476,9316,7403,3095,550,174,9181
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,4247,3934,4293,5622,5213,6059,4410,3030,2680,3887,,987,1197,1965,1494,883,291,795,471,596,745
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,351,956,193,180,22,17,34,0,0,26
160552,"Scallops, incl. queen scallops, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,145,156,0,,123577,118057,146883,166291,110613,130586,111590,118425,123817,121792,,0,0,0,10,14,1,76,441,510,547
160557,"Abalone, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,126490,156923,275471,259375,228237,340495,374161,299886,276805,313729,,0,0,0,0,0,0,0,4,3,0
270500,"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,68,0,99,427,4,0,0,0,34,8
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",0,0,0,0,0,0,30,39,0,0,,116143,37180,27348,2407,2882,77,7382,3194,110,811,,2773,5918,4130,3586,2374,1874,2098,1901,1587,1828
270900,"Petroleum oils and oils obtained from bituminous minerals, crude",0,0,0,0,0,0,0,0,0,0,,2226025,1456209,490697,1545644,943491,1822372,1270422,361785,485280,749583,,0,0,0,0,0,0,0,0,0,0
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or ...",0,0,0,0,0,0,0,0,0,0,,69,129,0,0,0,0,6,0,0,0,,0,0,0,1,0,16,0,0,6,0
261590,"Niobium, tantalum or vanadium ores and concentrates",0,0,0,0,0,0,0,0,0,0,,2320,3,6159,0,0,0,0,970,52,850,,0,0,0,0,0,0,0,0,0,1
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",0,0,0,0,0,0,0,0,0,0,,0,0,58,0,0,0,287,250,0,0,,1183,1462,620,6,480,440,156,0,0,0
280512,Calcium,0,71,0,0,0,100,0,173,81,0,,67815,66857,75656,52948,48655,67983,72810,59342,49108,106306,,160,71,60,2,1,108,8,181,86,15
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,0,0,0,0,0,0,16,0,0,0,,142947,211910,224628,172868,186749,320382,589253,184665,155157,231687,,0,2335,0,938,1953,1607,3246,7372,1510,2201
283330,Alums,33,40,0,0,0,0,10,49,84,0,,3205,3457,6668,24619,17338,5326,8471,10211,13589,11075,,61,180,133,283,157,212,185,123,84,125
284130,Sodium dichromate,0,0,0,0,0,0,0,0,0,0,,561,549,527,258,366,541,437,589,562,394,,0,50,84,0,109,401,16,11,245,14
284169,"Manganites, manganates and permanganates (excluding potassium permanganate)",34,0,0,0,0,0,0,0,0,0,,9467,11725,15351,15777,12993,13283,14763,14848,12427,11076,,180,284,178,91,0,0,0,4,10,2
284310,Colloidal precious metals,0,0,0,0,0,0,0,0,0,0,,27,3,131,46,23,111,53,349,338,3,,34,0,0,1,0,1,17,3,0,3
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury ...",0,0,0,0,0,0,0,0,0,0,,504,135,167,184,295,174,62,96,272,229,,3009,608,793,298,295,146,79,190,218,126
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",431,0,501,254,0,0,0,0,0,0,,76979,76666,111415,102656,95019,116175,133128,127353,113271,129963,,2412,1005,2056,8073,2085,4877,4390,5138,2999,2899
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,5,5,31,0,0,0,0
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",0,0,0,0,0,0,0,0,0,0,,60597,36653,48171,96402,173213,0,0,0,0,0,,744,289,368,1514,248,190,128,483,259,574
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,400834,1030609,1117493,1234446,1953298,,0,0,0,0,0,0,0,0,0,214
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,1420,2269,2041,979,0,0,0,0,,,,,,,,,,,,,0,0,1420,2671,2345,979,0,31,0,0
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,776,1705,2198,4526,4758,5273,8144,9094,6963,5165,,67,160,4205,74,446,561,316,279,374,373
290372,Dichlorotrifluoroethanes,0,0,0,0,0,141,88,0,0,0,,16315,16413,15869,15648,14866,11895,17934,17361,17128,19146,,0,0,295,18,6,199,88,80,0,0
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,94,2,10,4,0,0,0
290431,Perfluorooctane sulphonic acid,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
320210,Synthetic organic tanning substances,170,96,0,0,0,0,15,0,0,0,,9183,10264,14710,11904,12147,13677,13389,13973,9495,10746,,1476,1167,431,500,355,243,673,904,1310,1047
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,356,477,6105,133,262,90,119,97,9,205,,0,46,76,863,2420,396,32,73,10,0
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,0,0,0,0,4,13,0,,157,6824,15540,16993,7081,1153,705,885,537,2601,,350,269,566,639,520,389,390,267,284,167
360100,Propellent powders,0,0,0,0,0,0,0,0,0,0,,5367,5277,9726,14440,24676,30927,28622,17275,12096,13681,,0,0,0,7649,3907,356,250,0,0,0
360490,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks ...",129,79,0,0,0,134,61,23,0,0,,2701,2652,4682,3160,3841,4369,4449,6227,3885,2547,,802,12221,3510,83,316,477,1146,290,4,3
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,4461,668,10,5,0,3,0,1,0,1,,0,0,0,3,0,0,0,0,0,0
370500,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,901,1332,883,1925,954,,0,0,0,0,0,0,0,0,0,172
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,80,0,,92,0,0,0,0,2,0,0,0,2,,954,142,57,66,40,358,959,0,405,112
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,1066,1907,1939,1460,3097,3420,2551,4061,2972,6778,,227,228,129,8682,2207,2266,3797,16068,1976,5792
291614,Esters of methacrylic acid,0,40,32,80,0,64,0,38,0,0,,129392,141912,96943,84250,78927,192995,198732,131557,109438,386991,,704,1099,1874,994,1052,2930,723,372,200,195
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",0,0,0,0,0,0,0,0,0,0,,17415,2832,269,3843,410,6989,307,432,782,7230,,476,49,0,0,50,948,74,57,32,19202
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,412,131,557,215,154,463,226,279,739,1176,,105,160,0,43,0,121,164,51,105,129
300213,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1867,2146,416,7721,15633,,0,0,0,0,0,0,0,0,0,91
300230,Vaccines for veterinary medicine,0,0,1142,165,1583,1027,1324,916,0,0,,10929,11596,12045,10742,12431,8852,13225,17460,18903,24933,,51474,66763,72789,76357,83350,90626,79769,84858,86361,84647
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,38138,43232,35492,42823,100368,,0,0,0,0,0,0,0,0,0,0
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",0,0,0,0,0,0,0,0,0,0,,32140,26839,40440,36504,39884,39911,52848,52778,44064,37770,,91,82,182,28,41,21,0,13,12,17
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,0,0,0,0,0,0,0,0,0,,3758,8033,5348,5134,4632,6455,5022,6709,8322,15121,,934,2241,1270,2805,540,913,487,989,697,670
291010,"Oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,50,0,,645,749,849,509,606,637,452,598,1210,1093,,301,637,697,460,610,765,693,243,301,203
291030,"1-Chloro-2,3-epoxypropane """"epichlorohydrin""""""""",0,0,0,0,0,0,0,0,0,0,,8099,3465,1533,1271,930,681,62940,12921,29606,90949,,13338,13079,0,7,708,1073,201,63,37,21
291212,"Ethanal """"acetaldehyde""""""""",0,0,0,0,0,0,0,0,33,0,,0,0,203,203,203,280,223,448,469,513,,249,0,194,1,2,2,20,3,36,6
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,25362,25071,19938,19497,22559,20164,22649,23775,22340,21575,,0,27,37,36,60,83,9,152,228,13
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,21292,36161,82008,102488,87477,204808,269929,161172,110698,282986,,0,0,0,2,1579,32,60,54,15,0
292215,Triethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,62,30,0,56,59,,0,0,0,0,0,0,0,0,0,66
