Product code,Product label,Saudi Arabia's imports from Russian Federation-Value in 2012,Saudi Arabia's imports from Russian Federation-Value in 2013,Saudi Arabia's imports from Russian Federation-Value in 2014,Saudi Arabia's imports from Russian Federation-Value in 2015,Saudi Arabia's imports from Russian Federation-Value in 2016,Saudi Arabia's imports from Russian Federation-Value in 2017,Saudi Arabia's imports from Russian Federation-Value in 2018,Saudi Arabia's imports from Russian Federation-Value in 2019,Saudi Arabia's imports from Russian Federation-Value in 2020,Saudi Arabia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,22,22,9,9,284,60,12,13,28,75,,0,0,0,0,0,0,0,11,43,75
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,1,21,24,7,2,1,1,1,1,2,,0,0,0,30,0,0,0,0,34,126
30247,"Fresh or chilled swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,1,0,1,0,0,,0,0,0,2,1,0,0,0,0,0
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,8,0,19,25,20,,0,0,0,0,0,0,0,0,0,118
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,4,0,0,1,,0,0,0,2,35,104,174,32,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,68,79,28,139,105,105,98,164,292,,0,0,0,137,68,122,482,784,68,241
30289,"Fresh or chilled fish, n.e.s.",0,0,0,0,0,0,0,0,0,0,,406,430,675,561,445,495,449,359,527,643,,10369,12282,22802,35058,34671,38045,34746,20829,10035,15108
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,133,134,1792,1575,3804,1619,5100,6940,1951,3266,,410,363,761,470,201,838,541,1747,1576,1634
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,2102,2673,2592,1912,1990,892,688,780,1203,1050,,35712,34925,26623,2569,4293,7925,6701,9978,28200,15776
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,2462,6924,3950,4002,1986,1727,1277,1318,855,911,,5969,3261,2439,421,2191,3725,3125,524,521,2970
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,12,6,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,67,0,0,0,0,0,,135791,171888,203068,192022,284137,389248,432457,426278,415010,500767,,0,0,101,30,160,325,126,168,19,34
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,233,0,0,91,286,414,913,1844,1294,388
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,113,6,5,1,21,71,1,57,41,71,,0,0,0,20,49,0,0,0,0,21
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,6,3,128,253,120,1457,228,299,1360,1646,,0,0,27,0,0,1,0,0,424,0
30499,Frozen fish meat n.e.s. (excluding fillets),0,0,0,0,0,0,0,59,0,0,,2011,1034,117,113,345,249,598,425,568,632,,6611,5088,5613,8053,15850,13300,33539,35197,25835,9472
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,2,8,22,27,61,127,296,272,185,383,,0,0,0,3,7,1,0,24,0,0
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,6283,4077,6014,4003,5098,4031,292,0,221,7437,,0,0,0,28,0,2,0,9,0,0
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,0,0,336,2741,526,0,0,0,0,0,,523,2127,4561,1508,17,0,0,369,704,303
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,65
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",0,0,0,0,0,0,0,0,0,0,,0,4,1,1,8,75,130,63,42,65,,0,0,0,40,42,56,25,116,220,135
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,0,0,0,0,0,0,0,0,0,,1165,1221,1251,1398,1304,1285,3124,2026,1679,2742,,0,41,0,0,1,0,7,17,0,0
40510,Butter (excluding dehydrated butter and ghee),0,0,0,0,0,0,0,0,0,0,,12007,8807,10619,8518,9314,8880,8356,6262,12482,12911,,156303,140395,197723,144879,152381,142839,168817,138693,188021,160842
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,41,288,524,711,829,1414,2403,2577,1767,2737,,240,975,2043,3479,3931,4584,2666,1164,2863,1049
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,0,0,0,176,0,,0,0,0,0,0,0,0,0,0,0
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,0,0,0,0,0,0,0,0,,0,20,43,20,5,3,1,0,0,1,,0,0,0,0,2,0,0,0,53,36
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",0,0,0,0,0,0,0,0,0,0,,0,1,8,1,0,8,2,1,28,59,,1218,2760,2443,1727,949,887,1128,910,862,483
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,59,115,175,446,490,1016,557,420,901,658,,32743,31105,30286,40450,64580,65560,36361,51752,60381,57420
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,1,3,2,5,8,20,21,46,51,46,,632,833,872,1605,1354,1303,1776,2400,1976,2066
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,7,6,4,49,32,318,120,788,3219,5793,,1159,1687,1863,4934,4813,5221,6323,8151,8532,10192
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,22,36,24,982,898,1427,1364,1622,2060,1812,,16325,13313,19307,22135,26212,20278,21543,20600,25493,25669
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,0,0,,16,28,38,44,70,76,61,142,103,226,,14240,15039,12627,12772,13573,12194,12698,13493,11144,11583
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,917,715,189,0,108,0,479,,22347,22933,29298,20570,17675,16258,14235,32282,21538,18378
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,10,0,0,0,,7,861,0,32,11,163,274,1649,1494,315,,8250,12807,16403,23935,24614,15867,11208,12528,14627,12671
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,216,198,53,62,1,5,12,27,72,56,,3171,2399,3248,5778,5712,12627,14112,8482,5415,4337
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,478,1021,851,397,325,,0,0,0,0,0,0,0,0,0,5467
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,1,1,2,3,9,,98,176,122,285,434,302,576,359,399,482
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,40,16,6,30,25,96,175,277,443,626,,27590,24534,28066,42100,50116,50354,49804,55595,56782,53335
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,128,215,177,226,266,503,387,469,565,676,,15477,17075,17859,23134,21115,20377,25407,21182,24765,23182
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,6,9,16,34,62,21,31,49,36,17,,0,505,158,781,561,951,467,781,720,815
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,128,160,208,175,162,235,176,217,406,355,,3443,4631,7770,6386,6304,7801,17133,13642,11147,11690
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,30,42,20,22,27,32,45,34,28,20,,277,558,430,573,706,324,718,764,643,603
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,6,8,12,35,66,116,106,111,512,159,,25440,26646,32137,34182,31633,26696,23762,25732,43899,31945
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,0,0,0,0,0,,65,89,94,83,112,166,191,275,370,326,,3460,4011,5637,5242,7068,6283,7430,7853,8601,10445
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,0,0,25,0,1,1,27,11,40,3,,0,176,364,174,176,36,167,502,418,0
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,11,216,360,376,111,372,199,89,202,142,,135,1030,513,734,339,197,472,1901,1567,339
110429,"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excluding rolled, ...",0,0,0,0,0,0,0,0,0,0,,28923,35042,44367,43839,43726,44616,34694,43003,61229,80626,,16250,16212,15407,15079,15247,14895,15278,12304,11215,9020
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,0,0,0,0,0,0,0,0,,10344,9127,8606,9095,9286,10116,5931,11244,11447,19970,,0,0,176,290,4,56,11,21,24,14
120300,Copra,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,98,12,22,147,0,127,24,5
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,0,0,0,0,0,0,0,0,,2552,4066,5055,5197,4940,8389,9635,10102,11360,10781,,857,1444,5057,6850,3349,2370,1769,1737,1008,954
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",0,0,0,0,0,0,0,0,0,0,,667,867,853,1377,907,1011,1202,1587,1860,1760,,2653,3734,4312,6754,6600,7486,6998,7912,9553,8103
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",0,0,0,0,0,0,0,0,0,0,,16213,19211,14164,16610,13435,19122,18854,20760,21605,25055,,1112,135,0,2697,2560,20,14,4,3804,2556
230310,Residues of starch manufacture and similar residues,0,0,0,0,0,0,0,0,0,0,,160,1045,2140,2769,1927,1238,1957,1925,1675,1893,,2310,0,3059,74,90,495,8,50,0,0
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,2,10,12,13,,0,0,0,1,4,8,30,5,4,0
250410,Natural graphite in powder or in flakes,0,0,0,0,0,0,0,0,0,0,,593,492,2287,1854,1080,1428,2500,1061,2489,2357,,0,0,3862,207,123,217,116,99,101,173
250860,Mullite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,95,92,94,1,135,,0,31,0,4,1,14,161,360,151,136
251110,"Natural barium sulphate """"barytes""""""""",0,0,0,0,0,0,0,0,0,0,,2811,2428,1423,625,703,829,955,1088,1562,1184,,77430,78988,92843,150676,134482,80727,102415,66641,68143,41087
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,0,0,0,0,,0,9,20,7,7,0,1,10,1,106,,135,0,0,57,18,0,820,5,27,127
251511,"Marble and travertine, crude or roughly trimmed",0,0,0,0,0,0,0,0,0,0,,0,58,10,1,12,5,138,13,279,28,,6575,7702,8924,5583,367,611,465,6892,10242,6480
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,611,819,829,353,298,535,422,557,651,410,,53,64,85,121,258,390,111,1507,8480,3822
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",0,0,0,0,0,0,0,0,0,0,,1707,970,2730,5348,2083,4722,5485,8941,10613,12667,,2817,1604,1170,1387,865,548,1615,943,2035,1036
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,0,4,0,6,4,0,16,0,0,0,,0,0,0,0,6,0,24,0,0,11
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,0,0,0,0,0,0,0,0,,244,1059,500,255,233,3223,7432,5631,155,3965,,28,332,224,64,107,51,42,53,81,162
260400,Nickel ores and concentrates,0,0,0,0,0,0,0,0,0,0,,18639,4736,196,8994,27750,28499,38166,19738,82021,299936,,1537,2208,1995,2591,1,5,0,0,10,28
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,691,0,0,0,0,0,0,0,6377,52401,,0,66,0,17,0,0,0,0,0,0
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,0,,4217,686,36,16,131,386,370,466,362,326,,0,0,0,0,9,0,0,0,32,1
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,0,0,0,0,0,0,0,,5044,1500,1486,2219,1822,3488,2515,2668,2545,2581,,330,1398,291,2336,1686,382,2564,3756,1729,1110
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,67273,97911,73842,45103,28453,96565,191109,56994,23887,23282,,1407,1343,1163,668,937,878,373,921,534,775
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,1,129,0,0,0,19,22,79,1,8,,75,134,0,33,0,43,202,249,323,152
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,0,0,,84066,99712,169460,225735,229034,290512,334307,428505,211820,3691,,4919,5899,7942,7911,4643,4463,5683,11738,10829,11214
271011,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,0,0,,11794,7573,7645,10186,12058,13241,20416,23365,21497,17655,,4988,4812,2668,6409,6748,6214,3234,2564,3764,3726
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,15,0,0,0,0,0,0,0,0,,0,69,0,0,32,0,0,0,20,0
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,70,620,614,329,211,192,110,137,163,135,,2601,2177,2634,2766,3042,2125,1683,1676,1671,1140
281210,Chlorides and chloride oxides,0,0,0,0,0,0,0,0,0,0,,2700,2619,3670,6999,4205,0,0,0,0,0,,801,911,3058,2279,4063,237,449,869,637,467
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5614,3997,3709,4157,3154,,0,0,0,0,0,0,0,0,0,25
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,1256,1040,647,415,367,399,713,879,1078,1489,,250,153,333,1145,822,337,492,1187,975,2434
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,0,0,0,0,0,0,0,0,0,,11798,9534,9052,12794,13443,18391,14502,21686,14003,23405,,1262,395,628,12905,475,475,14897,14499,4952,8320
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,0,0,0,0,0,0,0,,54564,72295,82172,48612,61882,19567,35252,13938,15402,18424,,5790,7366,10124,10435,6426,5956,4908,2250,5457,8899
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,1,857,0,1,20,0,2,6,0,628,,1090,16375,14585,9917,5810,7075,9585,10372,7377,6982
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",0,0,0,0,0,0,0,3,0,0,,4613,5583,3023,832,1132,2982,2822,3080,2972,3979,,9294,8619,10947,7162,7025,13408,8361,6112,8838,11289
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,475,62,80,132,269,386,402,86,117,1495,,2023,3583,1811,926,1308,1195,2395,1647,905,1329
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,0,0,0,0,0,0,0,0,0,,463,1347,1813,372,23,171,421,234,160,63,,0,0,50,71,1489,72,160,887,4457,587
283230,Thiosulphates,0,0,0,0,0,87,38,0,0,0,,266,858,819,450,175,387,307,1063,824,1449,,1300,562,1357,1141,1238,1490,2000,3901,1691,651
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,0,0,0,0,0,0,0,0,0,,19244,24965,21971,12906,10828,12822,17560,8552,9659,16003,,8468,8516,8700,7063,8303,10225,7755,4854,6895,10010
902131,Artificial joints for orthopaedic purposes,0,0,0,0,0,0,0,0,0,0,,648,1780,1150,2075,2914,3821,1864,1754,1339,3678,,11945,12242,15617,21197,12532,22469,16571,18274,13674,28264
902213,Apparatus based on the use of X-rays for dental uses,0,0,0,0,0,0,0,0,0,0,,34,99,50,50,525,842,464,1299,937,1754,,6984,7908,9482,9997,9296,6035,7927,6477,4347,8473
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),0,0,0,0,0,0,14,0,0,0,,1962,2283,2655,2142,2575,1975,2230,4508,2764,3621,,44067,25913,29847,23973,13787,9339,6687,14987,12193,14084
902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, ...",0,0,0,43,0,0,0,0,0,0,,2585,4753,5923,4575,6519,4225,4348,6418,4194,4699,,47107,43784,39162,35312,15431,19636,16961,18132,12135,12893
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",0,0,0,0,92,0,22,0,0,0,,16813,21409,23098,14409,8556,10216,9020,13305,10417,14570,,28990,32437,22875,22347,22946,21383,27310,19770,28944,20800
902830,"Electricity supply or production meters, incl. calibrating meters therefor",0,0,0,0,0,0,0,0,0,0,,17456,20525,23551,13162,14432,11707,12420,10814,11665,16120,,11592,8692,3386,14771,18344,28631,13227,15222,321788,19656
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",0,0,0,0,0,0,0,10,12,0,,2346,1277,4194,2353,2109,3661,1798,3526,2089,2917,,23825,38402,40840,35610,30357,19976,15362,16128,13637,21368
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",0,0,0,0,0,0,21,18,10,0,,3896,5631,3445,3884,5677,3803,6223,8366,5115,6827,,68256,67592,81466,47445,30046,27481,21671,17978,10090,13848
910599,"Clocks (excluding electrically operated, wrist-watches, pocket-watches and other watches of ...",0,0,0,0,0,0,0,0,0,0,,103,140,284,161,249,319,235,335,99,144,,2218,1715,1993,1686,1284,1341,658,1076,335,359
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,0,0,0,0,0,0,0,0,,0,4,1,6,12,4,7,16,13,35,,0,0,0,0,0,0,0,96,0,10
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",0,0,0,0,0,0,0,0,0,0,,0,10,0,0,0,7,8,0,4,0,,80,0,132,15,79,27,9,54,247,433
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,5,5,4,115,26,25,8,7,32,,71,43,81,250,119,285,907,809,475,287
911430,Dials for clocks or watches,0,0,0,0,0,0,0,0,0,0,,7,5,9,5,12,1,1,3,4,13,,0,192,0,18,23,68,62,47,245,91
920110,Upright pianos,0,0,0,0,0,0,0,0,0,0,,233,2,2,18,43,167,149,98,164,251,,280,0,31,14,70,187,208,326,170,551
920120,Grand pianos,0,0,0,0,0,0,0,0,0,0,,828,0,0,55,40,110,202,459,206,431,,371,167,116,7,77,594,195,501,228,608
920510,Brass-wind instruments,0,0,0,0,0,0,0,0,0,0,,3,0,1,0,67,3,36,63,68,62,,0,175,39,70,93,116,316,120,539,350
920994,"Parts and accessories for musical instruments, the sound of which is produced, or must be amplified, ...",0,0,0,0,0,0,0,0,0,0,,6,7,2,2,40,29,64,83,160,194,,63,44,92,146,37,56,84,97,131,290
920999,"Parts and accessories for musical instruments """"e.g. mechanisms for musical boxes, cards, ...""",0,0,0,0,0,0,0,0,0,0,,9,13,17,34,24,29,45,108,172,203,,68,247,220,452,281,370,1108,643,302,636
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,0,35,15,19,26,0,0,0,0,0,,486,518,526,857,1172,215,316,489,1733,1074
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,28,41,146,112,,0,0,0,0,0,0,0,0,0,1135
950612,Ski bindings,0,0,0,0,0,0,0,0,0,0,,130,279,239,111,80,117,157,320,170,535,,0,0,0,6,25,5,8,25,37,18
950661,Tennis balls (excluding table tennis balls),0,0,0,0,0,0,0,0,0,0,,12,51,70,40,38,60,42,57,58,88,,218,206,85,379,236,179,136,133,145,168
950730,Fishing reels,0,0,0,0,0,0,0,0,0,0,,19,13,20,28,38,47,101,197,263,319,,0,102,0,119,186,201,167,318,731,353
960321,"Tooth brushes, incl. dental-plate brushes",0,0,0,0,0,0,0,0,0,0,,1780,2978,3394,3014,7179,11055,10999,12290,14823,16639,,28054,30064,26493,43280,32634,33718,31911,32905,25289,20708
960400,Hand sieves and hand riddles (excluding colanders),0,0,0,0,0,0,0,0,0,0,,161,131,229,149,230,262,295,457,540,697,,300,351,930,799,560,510,1082,975,1385,1304
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",0,0,0,0,0,0,0,0,0,0,,34,37,379,51,70,62,84,197,724,1895,,9978,9686,11732,11197,9375,6816,7750,13089,6624,6509
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",0,0,0,0,0,0,0,0,0,0,,23,21,34,13,35,106,102,127,143,358,,618,397,701,668,333,240,259,451,491,713
960830,"Fountain pens, stylograph pens and other pens",0,0,0,0,0,0,0,0,0,0,,337,99,37,89,67,203,452,540,436,601,,0,0,0,0,4883,7870,5910,5687,3989,1498
960891,Pen nibs and nib points,0,0,0,0,0,0,0,0,0,0,,1,4,10,1,2,2,6,10,6,10,,0,30,0,13,58,14,83,39,0,28
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",0,0,0,0,0,0,0,0,0,0,,301,269,243,159,162,154,210,351,412,522,,2250,2491,2964,3419,2518,1454,1193,2560,3923,2927
900311,"Frames and mountings for spectacles, goggles or the like, of plastics",0,0,0,0,0,0,0,0,0,0,,342,405,693,1141,607,592,1651,1168,766,1633,,6726,11053,13752,15147,8426,8041,11407,10015,6871,13237
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,0,0,0,0,0,0,0,0,0,0,,0,10,17,133,24,220,27,20,43,93,,2156,855,123,1754,2285,302,228,183,52,88
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",0,0,0,0,0,0,0,0,0,0,,183,59,82,143,140,125,112,129,166,194,,474,876,282,185,298,64,238,208,381,877
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",0,0,0,0,0,0,0,0,0,0,,12,17,0,13,10,9,2,6,7,56,,1226,3153,3976,3311,3362,3456,2531,1965,3,332
901190,"Parts and accessories for compound optical microscopes, n.e.s.",0,0,0,0,0,0,0,0,0,0,,197,171,144,76,107,102,170,232,113,165,,3246,4208,5564,3533,1440,2721,2843,2306,1730,3189
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,339,0,,0,0,4156,0,0,0,0,0,0,0,,34637,4287,11933,192797,1,876,3227,512,248952,795976
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,2245,0,0,0,0,0,0,,,,,,,,,,,,,0,354,0,2245,0,0,0,0,0,0
901600,"Balances of a sensitivity of 50 mg or better, with or without weights",0,0,0,0,0,0,0,0,0,0,,948,492,444,395,500,624,1044,879,633,711,,1129,1890,2689,2767,1746,2121,1769,2883,3307,3868
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",0,0,0,0,0,0,0,0,0,0,,0,0,41,0,0,0,0,0,0,0,,429,0,0,0,0,0,0,69,0,26
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,0,0,0,0,0,0,0,0,0,0,,209442,175589,120307,103040,198490,425233,467386,176183,115198,95611,,20600,13973,32167,0,10000,6289,308084,247601,145181,591322
890510,Dredgers,0,0,0,0,0,0,0,0,0,0,,22228,47209,40572,40122,13706,9958,11642,3883,12819,0,,11000,2538,0,11000,0,0,0,341812,0,27002
853921,Tungsten halogen filament lamps (excluding sealed beam lamp units),108,0,0,0,208,187,0,0,0,0,,2479,2875,2918,3196,3653,5012,4875,4368,3777,4993,,3257,4630,2371,1994,7468,5318,1786,2522,2540,3165
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,32,10286,17458,21747,19658,24552,,0,0,0,0,0,0,0,0,0,6889
854072,Klystrons,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,57
854419,"Winding wire for electrical purposes, of material other than copper, insulated",0,0,0,0,0,0,0,0,0,0,,1304,3498,3369,2469,1603,3405,5234,2692,1781,1245,,4219,3350,3231,26655,20786,15404,15194,9640,14820,23194
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",0,0,0,0,0,0,0,0,0,0,,2392,1851,3964,3637,1538,2397,1621,3058,3742,2772,,10086,17487,27286,19901,12458,8075,8131,13051,12060,11892
