Product code,Product label,Germany's imports from China-Value in 2012,Germany's imports from China-Value in 2013,Germany's imports from China-Value in 2014,Germany's imports from China-Value in 2015,Germany's imports from China-Value in 2016,Germany's imports from China-Value in 2017,Germany's imports from China-Value in 2018,Germany's imports from China-Value in 2019,Germany's imports from China-Value in 2020,Germany's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",2354,5246,3704,4105,6886,7503,8863,13388,16522,21999,,256107,299896,338985,368574,352747,373640,391727,402653,404849,486433,,462157,495443,524330,490378,566902,662982,721075,717525,696929,798873
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",1115,1746,4200,2763,3351,4087,4539,4879,4683,21993,,177750,230384,267305,209545,191228,225843,266031,308811,347930,478150,,333129,346625,327474,290822,287210,328014,365859,330265,313231,430227
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",24238,19854,22645,3560,2996,27219,36554,26657,15991,21962,,192977,141702,172848,175950,161953,217553,317867,210847,146810,241479,,164856,147105,148717,134801,124610,165618,214965,115965,96633,139701
842131,Intake air filters for internal combustion engines,8365,8540,10242,12381,15427,13183,11902,11936,13281,21955,,168008,214667,275352,278959,288318,312025,336100,356740,396040,488121,,151301,168055,178168,159348,165975,180057,207509,207111,191046,260029
842839,"Continuous-action elevators and conveyors, for goods or materials (excluding those for underground ...",3498,1383,1571,7007,4123,4254,7490,20441,6718,21912,,622388,620602,646704,862386,618310,684907,806165,787238,742648,837440,,217153,214531,207072,210826,227685,308696,322333,372053,374853,394722
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",32900,33706,29903,22012,23144,26301,24736,21558,21167,21871,,238231,274298,264752,231161,192165,200251,200627,180293,138407,156056,,80388,87212,86048,62765,62897,70138,67588,63700,71241,81333
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",14570,13829,13362,18592,14714,12567,14964,12110,15260,21787,,462684,400422,387332,306004,261201,258688,228323,224970,218756,147079,,237695,283351,279510,237738,245036,260791,342509,334610,305755,343293
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",14710,11969,12941,11300,16706,19099,21419,21417,20434,21754,,15971,19633,20542,108219,159116,201478,198274,176171,246774,226885,,105764,96085,98818,90213,100982,105230,107866,107891,111217,115853
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",12606,15064,16462,16120,15844,14652,18815,22033,18344,21686,,4747760,5253906,5116203,5022516,5067667,5172402,5796931,6807539,5432337,6739181,,62260,63145,68781,57772,57345,56562,65900,71991,61025,70444
442110,Clothes hangers of wood,29880,32634,31082,26912,20091,17860,19269,19131,19642,21647,,195991,191454,209012,224847,197364,188253,202760,187608,168313,185673,,35740,38443,37793,37421,31771,31152,34836,34056,29741,31486
848420,Mechanical seals,10579,15620,15742,14340,15151,20035,25587,16559,14323,21617,,138320,124632,136408,128020,120267,129561,147204,145782,139459,154436,,250026,281633,321851,267989,283553,323698,331152,286348,242163,294930
830820,"Tubular or bifurcated rivets, of base metal",9110,7605,9793,8642,11228,14014,17107,17427,15561,21611,,40219,61741,117515,121539,124732,136094,155944,161623,132844,150139,,71360,65372,79796,73469,81408,93086,103211,104121,84676,91612
902610,Instruments and apparatus for measuring or checking the flow or level of liquids (excluding ...,14272,14416,13868,14168,15357,15200,15653,20883,16018,21598,,232224,258398,279747,292539,313736,338347,413467,387614,346605,420650,,401619,447119,443626,429485,423143,470231,522810,506193,432489,490549
722300,"Wire of stainless steel, in coils (excluding bars and rods)",8482,11687,18997,16548,15727,15695,22249,19564,12775,21575,,228925,231919,262670,231084,206184,235226,268347,267421,243967,310193,,233743,230903,250754,201517,186392,226006,242677,211346,197159,303106
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),14666,17833,16018,14613,16896,17110,15964,14790,15697,21496,,988499,983761,916182,958448,923873,877276,895722,1050693,912272,1094674,,156188,161697,181885,147058,141986,126707,148903,132328,108312,112784
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,15272,11145,12624,12777,11667,11886,13287,15139,19995,21474,,265362,295455,362441,313032,318818,362003,390404,373316,352832,438975,,729074,715398,725693,671212,699280,698442,777672,787839,715798,764011
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",12251,12666,15492,13150,13834,18443,20045,22784,15166,21434,,997347,729313,627217,608404,990566,875902,775394,922092,929978,779166,,77461,77920,92549,85036,89411,114762,119377,132248,104088,116022
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",58908,62634,52284,44628,40923,32007,32104,24265,18379,21428,,1968669,2160844,2177611,2147363,2035758,2146422,2236762,2310095,2011947,2534539,,178092,183458,169008,143469,153745,146897,141565,140916,123633,128609
910511,"Alarm clocks, electrically operated",45373,39095,34743,29571,30496,28233,28329,25945,26485,21350,,291045,291900,251205,242571,263060,235735,225224,235995,247177,284552,,52190,46008,42959,40543,40857,36445,34859,32200,33954,31577
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",27945,24146,19767,19251,16278,12484,10719,13640,16001,21330,,381698,399749,562488,911552,914807,1193472,933856,560805,291636,428983,,91630,77402,65487,59465,60648,55069,56886,64168,63653,66497
843290,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation ...",14666,14499,13579,10413,9339,11827,13209,12073,12876,21305,,248920,257431,268363,223778,229101,272331,293972,295715,314478,426644,,253924,281233,262893,216601,237689,296256,315280,296092,299640,401651
848079,Moulds for rubber or plastics (other than injection or compression types),16600,21714,19256,27409,31287,27321,24635,28373,21738,21286,,435777,437686,417510,470265,445763,436428,470439,470437,465607,405730,,118115,117462,115318,118527,118002,115716,113548,101047,90143,77697
731812,Wood screws of iron or steel (excluding coach screws),607,933,1201,655,1481,6332,12597,12967,13880,21265,,111577,112687,126773,102242,102283,107567,148692,126092,138669,178316,,96091,93327,105808,85656,88286,108631,132729,113788,125597,146183
821110,Sets of assorted articles of knives of heading 8211; sets in which there is a higher number ...,18407,17449,17805,14370,12706,12283,12632,19339,19048,21232,,307266,345340,368945,331468,288472,376862,418814,453122,504468,635942,,23071,22700,24616,18019,16812,17000,19472,28598,32724,38493
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",17005,12283,11007,9073,11572,13436,20523,31933,22166,21219,,184540,164789,182229,177588,168108,192950,279475,272076,243394,259324,,95115,96175,97486,77347,85245,82220,92800,102889,86979,103624
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",9766,13893,14509,13666,10851,11687,14898,14275,14104,21150,,247908,309263,318514,356386,339223,379395,399528,473623,543573,632843,,337765,337408,342504,302635,317153,340603,365503,341585,335654,393168
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",5259,6166,10701,11894,13408,12094,15179,16968,14823,21144,,122103,131031,146947,137630,132828,149376,184906,168599,162611,247581,,64095,70045,73398,65667,70353,65972,70852,67503,75605,120642
848240,Needle roller bearings,6034,8456,11270,8631,10123,13328,19381,18174,16227,21101,,179041,209911,188526,161188,155726,169206,183263,169037,163195,202285,,193887,231491,265553,210927,226827,248530,213136,197385,162692,186937
901510,Rangefinders,4319,6697,5902,8271,7732,9694,11716,19051,11757,21031,,81190,76965,85711,109975,109267,125756,170914,184095,191857,321023,,59240,67394,74489,75001,64398,64849,68602,79970,62575,82271
860719,"Axles, for electrical purposes, and wheels and parts thereof for railway or tramway locomotives ...",7822,3439,5154,6180,8423,9192,14891,16061,21206,21017,,322401,240644,344595,574089,196447,214043,308647,426547,336328,213581,,251923,213554,259949,269160,223958,224750,327378,341897,335776,310952
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",13547,14216,16940,17469,19473,19400,18553,18098,15442,20960,,1185354,1621352,2205800,2201371,1263456,989185,963393,1146305,1274835,2515933,,18851,19296,21971,23780,26962,25959,26765,34136,27277,38133
400821,"Plates, sheets and strip, of non-cellular rubber",15045,11268,15258,12649,13405,17564,15872,14700,16407,20924,,180502,200395,186483,165518,146888,179205,186513,193923,211438,240865,,162553,160650,161030,130712,141699,147733,152648,148303,144476,156823
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",16718,11800,11610,8040,12526,7544,11308,13241,16823,20919,,991344,1201583,1119414,935885,782726,892732,912863,912493,926443,909447,,241667,255010,223947,195445,190728,197400,227728,236767,233508,254116
961320,"Pocket lighters, gas fuelled, refillable",29923,29186,34106,30958,33768,34528,30094,27049,21143,20875,,315395,273598,261642,239881,245134,220389,232316,261228,262454,298978,,36091,34401,39375,35299,38783,41151,37852,32902,31803,30352
851711,Line telephone sets with cordless handsets,146678,135786,115266,84424,80901,40478,38886,18013,9846,20759,,959572,906912,771665,713918,519681,348454,280828,271874,247006,220519,,176782,174693,163960,131527,121892,114470,112732,90848,93704,92369
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),27960,19372,27353,18110,23033,25939,19504,17343,16178,20703,,631574,736076,840105,808053,750899,688126,689732,731460,734905,911444,,80945,93984,108458,77450,79600,69057,63893,50414,51884,56096
961000,"Slates and boards, with writing or drawing surfaces, whether or not framed",12384,12792,16636,14716,15230,16884,18828,22627,17738,20589,,329325,345879,349118,373684,336512,344813,389589,456073,460170,486696,,31419,33673,40553,38020,45104,50176,55805,56430,51058,57614
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",13292,15506,15488,19540,15404,18705,19676,15977,16388,20558,,307246,421790,490293,517908,428737,468139,598462,644045,598028,640319,,507222,532985,527189,430571,416527,457957,495134,455610,406218,499324
282110,Iron oxides and hydroxides,16249,16046,14157,11233,13384,13456,17650,23023,18241,20507,,320676,321302,345710,330586,302573,317512,314033,292342,290417,353876,,38710,43901,49774,41792,45285,47040,49178,47091,42452,50694
620459,"Women's or girls' skirts and divided skirts of textile materials (excluding of wool, fine animal ...",14699,9598,11814,10449,9829,11034,10643,22467,22067,20479,,235171,223630,216789,259386,250463,200836,275894,250522,164390,168695,,44354,34487,47849,42354,42955,42640,49569,77882,74944,75787
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",6700,9104,11623,10411,11641,14490,13673,13425,14224,20476,,94899,114441,145817,158936,164582,189347,224677,257785,276553,312367,,305089,310260,314482,279422,271396,288568,331656,330213,327870,366994
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",1649,2041,3725,6258,8078,10193,10635,12798,14782,20401,,9690,9443,14966,73984,59103,70403,21561,38983,20832,27281,,3843,4141,5813,8951,10070,12898,16622,19447,24203,29619
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",40062,49438,46165,34956,26796,13971,23743,28213,24863,20392,,302643,313431,326722,289134,299865,307282,393809,449535,408402,397195,,84300,100545,100141,76829,69080,46540,57697,65411,80836,79217
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",9462,8422,7829,9138,9556,10529,11955,13917,13123,20277,,293503,332751,366782,393295,419835,623472,513493,578639,601555,714693,,44878,42576,40079,78386,109821,131264,141106,162291,132058,138059
701990,"Glass fibres and articles thereof, n.e.s.",12056,10936,16511,16891,16660,12626,14645,15735,20555,20245,,409105,442307,505001,491850,456075,526741,582667,630765,691685,813595,,125351,136673,144181,126497,143985,159643,172975,168374,156826,203582
392290,"Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excluding ...",7008,6394,6638,6932,11229,9529,11941,12864,13255,20226,,486429,309018,152290,153263,147263,158920,176642,194101,265226,323713,,137765,126561,155840,146253,165041,175181,188982,176160,181480,205738
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,6004,12209,9999,10053,20204,,0,0,0,0,0,533955,742472,896724,986387,1234777,,0,0,0,0,0,544066,679376,531390,392502,471863
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",23317,31296,38015,26618,22730,23120,29633,45032,26449,20130,,217639,226965,233917,185381,155415,173818,200378,277198,157688,179574,,79378,91426,92871,82587,82206,87471,104513,114793,78244,90424
950710,Fishing rods,22962,21330,20797,21166,21163,19949,21874,18342,18493,20129,,497251,562943,586170,577801,550178,558907,605910,582345,612718,835928,,33117,30890,30770,31829,29470,28552,29623,25518,25897,27356
392062,"Plates, sheets, film, foil and strip, of non-cellular poly""""ethylene terephthalate"""", not ...""",17952,24449,18329,13776,17684,24115,21601,19901,16915,20066,,435899,517135,747461,882961,938333,1194139,1211088,1159383,1096530,1214079,,399100,464582,456384,408013,387884,433036,499192,461417,466799,532263
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical ...",11887,12646,19261,15223,15119,14165,14422,12827,15482,20059,,153764,165188,170118,178483,128020,121586,163080,249676,327827,340999,,86263,88999,90658,66481,72983,84292,80074,87358,81278,75765
840290,"Parts of vapour generating boilers and superheated water boilers, n.e.s.",10267,220,118,17459,58913,83,214,671,5978,20058,,1524795,1270833,1182300,980322,979532,808398,891086,793851,929761,619076,,100713,79592,47370,46029,73655,12444,18051,26092,29442,54881
850780,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and ...",36269,21187,23544,16012,16161,15248,14300,16095,16844,19953,,51138,13204,21431,18993,27021,21449,58834,17604,23698,40250,,87287,74986,73346,59750,51535,51600,48629,46284,45368,58318
841420,Hand-operated or foot-operated air pumps,14310,13748,16063,16094,14908,15168,15610,17304,18078,19895,,242060,228597,267152,257611,233033,214302,224980,226454,282275,338376,,29095,31514,31400,27140,25690,26216,28914,30338,38119,43532
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",5107,6124,7814,7520,9264,10493,13253,13567,13124,19885,,260076,235971,249423,248567,293515,315162,332374,349707,383485,445774,,135108,163008,181712,148337,161717,162947,167147,150295,156577,181697
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,9979,12331,10111,9995,10932,11364,12132,9583,9131,19882,,204435,220828,262221,257629,234905,240090,288928,307246,267918,368775,,270903,261708,331330,321794,322441,353558,476048,534534,426411,504066
