Product code,Product label,China's imports from Australia-Value in 2012,China's imports from Australia-Value in 2013,China's imports from Australia-Value in 2014,China's imports from Australia-Value in 2015,China's imports from Australia-Value in 2016,China's imports from Australia-Value in 2017,China's imports from Australia-Value in 2018,China's imports from Australia-Value in 2019,China's imports from Australia-Value in 2020,China's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",501,380,254,108,183,187,582,480,511,122,,7277,6948,3567,4388,7007,4287,5183,4893,3624,3526,,139451,181631,201758,186404,198421,242238,309590,304230,314644,369015
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,3094,766,3106,757,639,448,877,1331,923,122,,24526,23004,30481,19401,21744,26663,27967,35244,28753,51664,,846546,1011798,1102923,893041,856455,956236,1223127,1774921,1408414,1402801
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,1,101,0,0,0,717,0,0,121,,72,80,34,6,7,88,161,0,0,17,,27569,27155,29406,44701,33553,33495,31682,27830,25068,32518
600610,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...""",447,1031,96,158,90,16,133,54,29,121,,316,106,447,43,270,1218,990,1179,1559,545,,38985,43141,47340,42335,36721,24883,27421,24474,19148,16883
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",290,369,479,499,190,882,91,228,180,121,,4457,2771,3052,3159,2921,3714,4215,4408,5619,6630,,46570,67494,83860,106072,142571,201605,204291,230767,264152,226144
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",114,117,130,184,154,318,463,278,958,121,,6245,5929,5059,4004,5666,3828,3382,7192,4928,3863,,665,566,1141,2337,3142,8311,10769,10980,12686,10460
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",165,354,60,73,28,45,30,64,81,121,,6794,12145,14567,2066,1416,3155,4076,3392,2595,3748,,168219,134891,123877,105024,99577,101956,99909,91243,84396,85369
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",544,366,693,325,311,147,252,100,442,120,,0,0,0,0,0,0,0,2,0,0,,5799,18907,51445,26639,4675,5462,4035,2659,1964,1646
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",43,32,56,83,38,147,213,191,92,120,,29080,33098,29257,29809,36836,39956,41263,41746,30929,29435,,138100,148380,159576,129925,127987,146158,187235,185129,194664,193862
854470,"Optical fibre cables made up of individually sheathed fibres, whether or not containing electric ...",28,27,91,49,10,62,153,68,35,120,,13332,8562,6013,7088,7549,7276,4502,3072,12875,15346,,126563,173693,193717,172433,171521,188627,175421,146660,158788,134865
401012,"Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials",227,658,723,37,5,185,561,215,17,118,,3276,3378,2243,2875,2431,3676,9381,2076,1704,2097,,15116,16836,19882,15849,11729,16799,13631,12988,10768,13300
841861,Heat pumps (excluding air conditioning machines of heading 8415),3187,533,1,0,2,160,209,46,98,118,,3197,3068,4965,2382,1993,6034,1933,1999,1325,3434,,15098,7629,7500,4665,10990,9294,11017,11267,7035,7891
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",25,99,80,1,5,4,1,1,0,118,,1973,869,1273,845,2359,1761,2093,2075,1657,2040,,17781,14397,16087,12430,12950,13702,22202,18194,21499,20813
940190,"Parts of seats, n.e.s.",623,422,509,382,204,255,331,77,177,117,,5214,6089,4987,4396,5247,5622,7034,7114,6024,4449,,1043813,1059401,1015177,810067,854825,906096,849977,609800,514915,497384
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",105,181,138,117,131,218,244,178,98,117,,125,5,8,6,29,3,55,41,0,12,,5476,6029,5596,5026,4443,5386,9433,4554,77588,152822
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",12,89,0,15,2,55,7,0,28,116,,4811,9080,5301,3194,3008,3828,3029,3374,3923,3109,,1634701,1166212,1192619,1032086,1109251,1340573,1872720,2103836,2233424,2543258
481200,"Filter blocks, slabs and plates, of paper pulp",183,106,384,133,448,367,220,171,132,115,,74,41,52,368,104,154,384,266,566,407,,20163,21220,18328,15465,16977,18296,17154,10916,10242,9999
940120,Seats for motor vehicles,234,99,128,55,44,6,11,103,8,114,,6395,4461,6883,5548,6753,3804,2387,2690,2423,3347,,68500,68374,50950,48188,74603,80262,72920,32580,34201,29223
853229,"Fixed electrical capacitors (excluding tantalum, aluminium electrolytic, ceramic, paper, plastic ...",1,5,0,0,0,1,7,5,2,114,,2112,1622,1884,2066,2525,385,349,955,1246,540,,232340,209303,196882,191067,123762,115486,129588,139253,122531,101302
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,18,6,12,12,75,251,216,113,,774,909,947,4965,1739,939,930,913,1886,1565,,1524,2166,3803,2556,1299,2742,6183,8147,7083,5833
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",113,152,140,1430,1055,4020,21531,23909,18686,112,,0,3,355,115,116,833,4167,12364,9303,299,,669591,767461,781617,542453,544209,2547943,2803118,2096862,1528788,1594219
310560,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium ...,0,0,0,0,5,26,212,215,123,111,,279,225,1277,925,764,932,385,462,430,966,,927,1269,1134,1343,1970,2595,4189,4517,3897,3916
850161,"AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""",267,474,495,535,218,76,62,93,52,110,,2823,3988,4228,3436,3451,13460,6423,2240,4619,3811,,18919,20140,26751,21735,24387,23174,29640,31546,27202,25300
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",3,0,7,55,145,144,127,50,124,109,,4825,4533,3021,3513,3272,4264,3854,3422,3196,7551,,753927,753342,640066,826319,554261,461285,669006,661968,619917,599578
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",191,178,107,86,37,11,32,76,50,109,,4010,6679,9443,1254,379,480,2965,3687,3434,11020,,130075,113535,128270,111565,94165,107104,109786,96059,94171,87736
843143,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s.",8622,6107,7824,1717,402,505,646,228,328,109,,343683,232534,203953,140391,102710,106150,93457,101719,66144,0,,458238,563479,762280,881955,286074,137489,184033,182241,192362,98330
830241,Base metal mountings and fittings suitable for buildings (excluding locks with keys and hinges),24,83,126,92,260,631,332,301,202,109,,8993,14791,13770,15612,14670,15154,14304,17334,14031,16613,,58833,63075,62621,54505,67130,86262,92635,99702,111736,119988
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,0,10,0,560,135,387,325,332,234,109,,7082,5897,8026,6334,9883,17615,21000,25969,35147,47568,,10336,8367,10107,13845,22299,23129,31509,32217,27011,27899
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",1,0,0,0,0,0,0,0,0,109,,3359,3781,5233,10162,7103,7621,5761,5328,3155,5099,,1269,2955,8914,30808,30608,58221,68465,69681,81612,174779
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",298,96,0,75,70,34,0,0,258,109,,14480,948,0,0,0,25,33,108,329,32,,67276,62910,70788,69515,70652,78478,82817,64245,59752,63196
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,975,137,45,30,57,265,103,126,184,109,,9498,17066,11920,18941,11402,14493,20455,15948,15019,16430,,535823,493745,393553,382794,444536,603594,658994,641897,723344,767001
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",63,28,23,23,23,100,367,115,148,108,,2227,3472,1953,976,3225,3045,2677,1950,2014,3627,,22376,23972,29994,35404,36756,34903,40655,43401,33795,32615
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",47,62,27,23,47,48,20,16,137,107,,92,168,258,104,287,412,778,1030,1420,2432,,29116,31441,40829,47262,29274,22596,20927,19175,17011,18535
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",4,13,64,17,2,19,104,171,126,107,,12635,6764,11183,7627,7834,8669,8411,8895,7081,12554,,83260,82494,87247,86373,83857,109229,123500,131234,117322,148890
850131,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. ...",195,764,222,201,214,342,255,150,109,107,,3360,4246,3008,5005,2842,2552,4156,5408,3784,5678,,528383,582337,627541,578228,595719,703828,824749,892113,957518,1033878
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",0,0,0,0,0,0,0,0,7,106,,3,39,18,22,1,10,52,11,86,212,,15982,9683,20397,9607,8657,7139,27855,26128,56088,12666
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",1,21,0,3,0,3,7,27,48,106,,5346,6555,4509,5746,7816,7699,7948,7267,4538,6094,,108054,58824,36050,29654,97279,81813,150866,334285,555393,99083
321590,"Ink, whether or not concentrated or solid (excluding printing ink)",2,1,3,7,7,9,121,83,103,106,,3387,5829,7425,6153,9650,4469,5418,6105,4663,5013,,190934,170312,175153,164457,174358,198774,227937,223791,201834,238674
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",1447,268,229,344,229,293,1311,363,697,106,,3691,2338,2745,2533,3639,3058,5885,4400,3428,3729,,190299,202957,211556,182762,208773,202379,211328,190590,224836,205310
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",196,46,33,324,56,439,192,139,190,105,,3842,2997,1006,856,763,680,946,708,807,1151,,14898,18427,22505,23952,28372,29306,31375,31207,27863,33192
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",174,82,58,382,165,121,260,553,88,104,,38190,30784,28906,23129,36083,14938,15090,8842,5670,15133,,424688,481225,620167,609846,625652,901431,1069053,898483,517479,466276
681599,"Articles of stone or of other mineral substances, n.e.s.",109,44,120,134,119,120,100,147,236,104,,3608,765,661,953,1194,11615,9725,2586,1288,1424,,345768,406872,402614,431766,444523,463880,579819,643327,681640,792080
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",999,462,262,212,223,160,497,1223,273,103,,23496,22335,19777,16038,16198,19463,20685,25597,20124,19506,,937607,1071143,1094738,947554,913262,971193,1068877,1041903,1062529,1152546
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",241,106,308,263,19,2439,0,143,70,102,,27093,25052,30432,21514,21174,22890,33552,28970,28180,30013,,838934,862740,853019,680820,556048,566315,624228,757663,779147,748376
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",1,5,12,23,39,43,76,185,22,101,,1159,912,1619,917,1060,1158,2869,1640,959,1441,,36463,47674,58826,62022,67417,82028,97392,99995,107787,126691
392590,"Building elements for the manufacture of floors, walls, partition walls, ceilings, roofs, etc., ...",159,33,38,129,120,227,102,37,108,101,,9380,6472,6681,8049,8941,12547,11428,12119,8699,13531,,35895,32959,23459,20375,19779,24363,43887,41716,21841,25616
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",8,51,0,1,1,33,125,73,59,101,,67,147,117,145,112,184,357,241,162,252,,4864,4437,4433,4348,4281,5769,5672,5230,4907,4937
761010,"Doors, windows and their frames and thresholds for door, of aluminium (excluding door furniture)",459,178,106,98,16,219,76,169,20,99,,6844,6357,6963,4543,3755,4935,7880,6142,5983,11881,,13241,12684,15412,18257,20170,10789,10212,11393,17246,15731
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",0,0,531,4,0,0,0,3,201,99,,2456,3058,6571,6607,12162,3307,2843,2577,8383,10161,,3605,21262,22943,8729,7164,8333,8488,7911,6691,7724
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",22,63,40,36,63,87,30,10,23,99,,1699,1366,1684,1662,1776,1437,572,1059,525,1048,,687029,740985,783390,765315,791581,735143,800755,730237,1881955,1657394
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,814,742,0,21,8,1071,99,4,4,98,,7371,8309,4529,5310,2082,14016,4908,2521,3175,1639,,32949,47529,43269,38369,33127,37248,43176,42367,33302,35481
390730,"Epoxide resins, in primary forms",159,147,77,187,4,269,106,12,79,98,,2486,6173,7031,8890,10243,7086,5139,5865,2799,2879,,863722,805945,889332,795172,776662,917179,989624,995154,1255093,1349355
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",18,3,35,1,13,1,0,0,25,97,,13069,6328,5043,2836,1304,504,593,420,117,328,,8064,7062,12320,11325,14766,11972,9213,21177,12988,13928
850520,"Electromagnetic couplings, clutches and brakes",265,6,7,36,83,67,16,61,10,97,,490,900,544,229,408,139,127,303,287,93,,89644,115121,139232,127228,119611,133766,133028,114742,108481,119527
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of ...",359,386,60,37,71,29,40,71,57,96,,8351,7098,3441,6927,4748,5362,7972,6710,10373,6851,,337144,541400,656002,745357,560036,756933,766790,896699,864318,936028
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",232,281,184,88,131,203,132,101,233,96,,651,310,632,538,492,1395,1707,1255,1495,2447,,53567,54345,57007,50948,60381,69299,81492,89088,102213,111930
940310,Metal furniture for offices (excluding seats),71,69,26,14,28,236,436,312,213,96,,2287,2009,3651,4857,7210,9737,8846,5364,5393,10054,,13951,14996,13750,15596,18429,20935,21919,20795,14357,15613
848230,Spherical roller bearings,39,107,22,2,5,7,20,73,60,95,,2983,2756,2350,2181,2636,2769,2553,2408,3442,2580,,298844,274121,276298,249129,190514,212852,260937,250941,332180,291012
731821,"Spring washers and other lock washers, of iron or steel",145,19,17,15,7,61,30,55,35,94,,1380,329,481,366,396,518,412,449,939,2843,,51209,51490,62155,52009,46958,54056,64495,61961,66992,69498
732620,"Articles of iron or steel wire, n.e.s.",37,108,87,50,35,112,158,100,74,94,,10788,11371,8687,8518,9793,10633,13304,9312,9747,12508,,33897,37091,34830,37145,33861,28269,28350,56843,30794,49934
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",175,0,0,0,0,1,0,102,88,94,,1766,2212,2097,3124,4188,2840,2365,1816,1415,2153,,6524,7793,11554,12500,19498,23514,22526,18146,15171,17911
702000,"Articles of glass, n.e.s.",184,119,43,109,160,205,194,93,33,94,,933,1002,993,625,1060,751,1140,860,581,1204,,1242799,1011222,650847,572191,536223,545386,536954,474005,505310,565478
830249,"Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...",363,208,93,106,338,179,170,121,85,93,,14897,14801,12298,10561,12048,15842,21566,35012,41844,40363,,40183,48810,55518,49124,48151,59081,69063,68913,57151,63407
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",6,6,1,8,2,6,24,80,530,92,,2035,2621,2629,2621,2923,2937,2970,3771,3322,5025,,18664,17783,17284,22132,25406,30270,56313,68107,101735,154126
110720,Roasted malt,165,108,120,91,60,102,161,202,88,92,,5028,4026,5263,4570,4341,4696,4719,4956,5151,3868,,8581,8774,7358,3625,2761,3116,6160,4571,2944,3290
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",33,0,2,21,26,36,122,14,22,92,,457,417,412,538,407,1042,867,792,679,5958,,9494,7544,9415,8733,8500,8467,9725,9350,9812,8945
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",268,326,321,338,542,494,375,316,171,92,,1082,1315,965,1170,489,406,1462,1845,876,2273,,161320,220225,231356,223772,198638,182872,200900,201218,205097,236791
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",5180,7072,9246,6898,7369,8069,2908,759,120,92,,41824,27221,35289,38210,35477,29982,9446,3418,911,3196,,1319050,1343719,1295071,1184224,1086622,1276863,1555725,1391186,1363248,1774694
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",194,318,76,83,376,347,1148,102,158,92,,10556,8421,7396,12786,14459,20750,24091,12799,14378,18798,,192239,136873,128800,184870,112847,77971,71145,70096,63138,59573
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",0,3,0,0,0,5,0,39,73,91,,9385,9555,13682,4689,5144,7601,4831,5517,2866,4852,,8271,15542,7420,4576,6731,8364,8848,6633,8965,10788
392010,"Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, ...",723,1339,582,334,268,252,551,220,182,91,,16884,11020,3752,6030,7508,10453,8667,2804,3835,5145,,1086304,1122271,1150750,1107887,1052575,1110340,1205250,1244805,1294338,1164487
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",49,128,218,106,197,524,166,215,133,91,,22964,22248,23576,16144,11831,27337,17570,12927,17533,19852,,18833,18878,15946,21704,21494,28178,22525,21177,21759,35326
731829,"Non-threaded articles, of iron or steel",103,93,60,100,37,103,70,49,66,91,,9147,10350,47649,39727,58716,51759,74201,64716,44524,52529,,146636,150110,146809,157061,142503,150012,159246,133067,120972,130733
