Product code,Product label,Germany's imports from Saudi Arabia-Value in 2012,Germany's imports from Saudi Arabia-Value in 2013,Germany's imports from Saudi Arabia-Value in 2014,Germany's imports from Saudi Arabia-Value in 2015,Germany's imports from Saudi Arabia-Value in 2016,Germany's imports from Saudi Arabia-Value in 2017,Germany's imports from Saudi Arabia-Value in 2018,Germany's imports from Saudi Arabia-Value in 2019,Germany's imports from Saudi Arabia-Value in 2020,Germany's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,0,0,0,0,0,0,0,,1721,1347,2461,557,192,234,0,0,0,0,,697,1246,1053,725,450,516,686,869,802,744
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,44007,44127,41600,44731,48066,62635,60887,64059,62021,73181
30456,"Fresh or chilled meat, whether or not minced, of dogfish and other sharks (excl. fillets)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,28865,15132,21112,13013,16622,11920,11759,12732,9868,8216
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,5,37,57,0,0,0,,15971,17468,14422,10288,13615,19632,17088,16364,11515,13092
30484,"Frozen fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,392,473,523,821,741,684,772,1026,359,520
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,33022,33899,38811,13277,11684,12652,11257,12418,14911,14313
30520,"Fish livers and roes, dried, smoked, salted or in brine",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3252,2414,1941,1195,974,993,1627,14935,14744,9558
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,175,0,13,0,0,0,0,,451364,566973,643859,558470,660574,711650,647401,549068,538485,483513
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,0,0,0,0,0,0,0,0,,2536,1142,374,420,2743,10050,3349,2276,8402,5132,,20621,9063,14574,14301,16089,10630,12416,14155,20391,21956
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12068,14554,8228,8912,8636
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2078,,0,0,0,0,0,19209,17495,11690,14122,20809
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8953,7052,6804,6118,6338,7008,7713,6367,4281,5000
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14819,20490,20001,15505,17084
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,0,0,172,0,0,0,,12159,7691,9988,9380,10426,144,109,78,95,193
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,573,489,561,530,541,487,597,604,748,969
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,864,940,1016,411,432
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,527,779,863,639,970,9,26,39,54,52
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,5,2,7,0,6,7,4
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,12,5,4,4,3,1,38,0,5
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,141219,94984,44055,56168,170442,47610,47791,44441,42027,51840,,39635,51848,41917,37735,39429,50551,45916,58507,67308,73429
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,3333,1755,608,76,8065,13343,16349,15940,15834,18253,,12504,7485,6399,5704,7842,17613,17561,13322,9233,18000
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,4947,600,4274,5924,7089,7411,5159,3076,1301,7380,,256,455,2926,1038,1040,796,841,1174,1405,2413
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,2,6,3,5,1,0,0,0,2
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3729,3870,4588,2436,2285,3632,4191,4217,3637,3086
500710,Woven fabrics of noil silk,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,197,0,0,0,0,,789,835,385,494,399,458,358,319,276,147
500720,Woven fabrics containing >= 85% silk or schappe by weight,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,46639,42543,43164,29490,24998,21951,19931,14324,9196,6470
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,12026,14205,16073,10084,13896,14488,8285,9547,7364,6738
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,334,0,0,0,0,,4521,4379,4544,3673,3155,3441,3619,3866,1895,2184
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,16603,16946,15851,11912,10964,11005,11447,9573,8134,10566
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,28,76,0,0,0,0,0,0,0,,3040,2306,2554,1893,1793,1311,1658,1508,649,796
520420,"Cotton sewing thread, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,0,0,0,0,,5221,4903,5180,3638,2385,3236,2560,1756,3344,4370
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1231,380,530,423,226,524,513,428,334,357
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,26321,29449,36293,31017,37309,46727,47612,45099,48315,47351
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2688,1005,1088,623,962,695,748,1202,882,1145
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5281,6524,4261,3909,4852,5853,4918,5288,3829,5846
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5966,5533,5452,6008,6054,5248,4889,4470,4012,3593
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9029,8483,9514,8103,7911,8358,9204,8786,7825,7414
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,19379,26979,25379,18318,14987,15174,14040,12292,13778,15430
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2687,3013,4192,2379,2281,2918,2685,2012,2683,1936
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,10,12,0,0,0,0,0,,9651,12556,10581,5537,4709,4265,3752,2709,2008,2104
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23414,23726,24219,22371,20659,21782,19018,15302,11284,15593
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,22,5,175,0,0,1,,11323,19494,17740,13945,13821,11846,11991,10792,6383,4808
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8259,7342,4266,4128,3182,2911,2688,1668,1693,1299
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,28600,30612,27310,20158,19646,18596,20329,17424,11735,9822
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7730,5488,3039,2029,1526,1475,974,807,778,695
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,23,9,0,0,0,0,0,,3562,7291,5609,3908,3294,3764,4388,3724,2488,2712
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9246,10301,11155,9064,6914,6482,6867,5577,3686,3399
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3140,1774,1519,1179,1066,890,1459,1297,1002,1266
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1516,1146,712,252,341,237,254,125,106,38
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30,64,0,0,0,0,19,7,18,20
530610,Single flax yarn,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,14,,5086,5247,4417,3866,3915,3382,3107,4174,4829,4759
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1479,1494,1330,1599,1325,1358,1722,1532,1608,2114
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,0,0,0,0,0,0,0,,0,0,1103,1365,304,627,49,0,0,0,,457,426,640,598,511,425,506,419,386,584
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,0,0,0,0,0,0,0,0,0,,0,202,0,0,2,5,31,0,0,0,,4478,3676,3745,2908,2108,2355,2326,2796,2129,2853
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",2,0,0,0,0,0,0,0,0,0,,0,0,0,19,0,0,0,163,0,0,,84343,91396,110420,87986,70818,76307,74003,74351,55063,56516
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,0,0,0,0,0,0,0,0,,48604,72441,60761,28056,14621,6398,2542,3460,1175,6885,,11741,9538,8359,6762,5381,5141,5482,2995,2872,3605
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",0,0,0,0,0,0,0,0,0,0,,438,422,826,266,424,161,5,294,722,259,,129,15,35,1,0,0,0,0,0,0
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2004,2780,1756,1582,2247
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",0,0,0,0,0,0,0,0,0,0,,52,0,4591,1762,1379,2588,771,160,4716,478,,2901,3563,3661,3434,4704,5475,6399,4945,3704,3821
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,115,0,0,,1278,814,877,720,435,207,18,33,9,15
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",0,0,0,0,0,0,0,0,0,0,,88,0,27,26,14,390,485,9,0,46,,80169,87555,89754,80229,70125,71846,76384,68268,57815,56310
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3918,2468,4484,1703,4185,3375,4331,4558,4734,4261
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,125,0,115,13,1,0,0,0,0,0,,10261,9241,10175,9284,5947,5941,5654,5645,5444,5456
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,0,0,0,0,,1749,1470,690,593,843,645,712,779,726,1051
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,246,248,84,602,208,96,23,0,0,0,,26657,28073,22632,20265,22257,22195,21194,17701,16507,14216
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2059,3216,3445,2793,2866,3895,3587,3312,2378,1626
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,0,0,0,77,0,0,0,0,0,0,,121035,133081,124286,93248,77467,0,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,61,0,0,0,0,0,0,0,0,0,,11364,9927,12039,9303,8274,10665,8473,6178,6728,11710
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",135,305,0,0,0,0,0,0,0,0,,0,0,0,13,17,11,13,61,276,146,,44134,31977,27576,26396,28370,29600,37861,36928,25851,36529
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,128,0,45,1117,33,65,110,0,0,0,,142,160,158,168,113,63,66,46,30,135
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9274,7407,11366,10675,10226,11989,12559,10766,9064,7095
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6437,7412,6481,4426,4900,4330,3730,4909,2398,2261
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,3818,5304,8311,8906,6963,4733,1129,2419,1629,6350,,6052,7125,6819,5411,5147,5835,4819,6181,5538,4980
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1675,2619,2787,1891,1910,2290,3334,2923,2288,1666
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4657,5307,7522,6047,5591,4686,3968,3068,2294,1065
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1642,3923,3924,7946,5498,1674,0,0,0,36,,758,834,1000,1205,1054,625,86,82,574,124
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,106,81,472,0,,18286,17744,17534,20731,20399,19682,18545,14632,10640,10256
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1714,3105,4991,7794,8089,10123,9526,10182,9380,8616
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,459,989,799,526,650,332,116,25,7,12
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8401,9768,10392,4037,3347,3402,3098,2896,2877,3290
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",0,0,0,0,0,0,0,0,0,0,,802,32822,33435,161,9040,15702,2041,595,1755,1874,,6773,8236,7339,5779,7434,7564,7060,6822,5934,6568
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,1,0,301,282,449,806,871,74,0,,42422,43460,63380,51342,38357,37495,18714,22129,62172,64378,,220251,202849,197606,187439,183303,195465,225622,198742,215398,250316
560741,"Binder or baler twine, of polyethylene or polypropylene",0,0,0,0,0,0,0,0,0,0,,298,237,210,676,590,3442,2326,1425,2944,3068,,19642,27064,27186,20205,19463,21850,19478,19896,23372,24680
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",0,0,0,0,0,0,0,0,0,0,,216,150,35,114,24,39,29,0,0,0,,2518,2584,2960,2823,2733,2049,3082,3864,3824,4478
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,0,0,2,0,0,0,0,,0,0,0,0,12,261,0,0,0,0,,7582,12670,14719,12167,13456,11297,11663,13021,14444,12819
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",0,0,0,1,0,0,0,0,0,0,,165,0,70,166,162,30,58,187,0,2,,24008,22308,31219,26261,27452,30136,34029,32213,33333,42287
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",0,4,0,1,0,0,0,6,0,0,,23001,14287,11058,3440,6795,5616,4011,4274,3807,1917,,52724,52104,54099,51734,49918,56823,50944,45100,57352,78971
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,,4705,6175,2236,926,1049,936,774,1313,1965,1736
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,11933,12475,8630,8751,6108,6327,7653,7392,8323,9649
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",0,0,0,0,0,0,0,0,0,0,,6495,14697,4015,1307,1638,3334,9731,1541,440,218,,5829,5759,5759,3859,4448,3472,2913,2173,1580,2206
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",0,0,0,0,0,0,0,0,0,0,,233,160,7877,16983,4142,3684,146,79,453,2983,,64308,62818,62252,49504,49262,57248,73538,66042,55816,75984
590390,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""""vinyl ...""",0,0,0,0,0,1,0,0,0,0,,266,54,468,112,74,1,55,63,0,0,,95978,95971,98696,83632,86126,96227,106795,94925,80209,105989
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,1633,3771,476,45,0,8,16,4,0,0,,4526,4502,3864,2169,2346,2871,3041,2441,2429,1756
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",0,0,0,0,0,0,0,0,0,0,,259,150,677,751,171,27,34,0,0,270,,71029,63946,53014,46143,47961,46279,47433,46158,39934,43278
591120,"Bolting cloth, whether or not made up",0,0,0,0,0,0,0,0,0,0,,0,0,135,0,0,0,0,0,0,0,,61251,61665,60609,59915,58469,61358,60964,57893,55863,55719
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,74113,75577,73647,58059,53439,49300,51128,51493,51489,55751
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,0,0,0,0,0,0,0,0,0,,0,0,66,47,85,14,26,0,0,0,,15674,14037,14668,15050,15339,20099,21115,22895,32992,28654
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,684,367,361,119,210,542,174,178,186,95
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,,6211,4115,5780,4554,5572,5206,4401,5072,8491,10904
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,9295,14808,17873,16905,20891,0,0,0,0,0
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",0,0,0,0,0,0,0,0,0,0,,33,0,316,957,158,187,33,0,0,0,,4113,5574,6546,6435,6039,12617,7795,5778,4362,4488
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,0,0,0,0,0,,1816,1419,1391,1698,1415,1704,986,0,0,0,,193522,217742,233744,188560,185919,217664,240673,224717,202658,244359
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",1,3,1,1,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,,205888,216105,264015,256586,270820,281081,337989,357140,338538,365459
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,1,0,0,0,,0,0,0,9,9,36,0,0,0,6,,37501,41795,37370,26488,22909,23974,25119,24608,19173,18709
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",0,0,0,0,0,0,0,0,0,0,,0,28,0,0,38,7,33,0,0,0,,37057,35149,41364,32375,28451,26804,27476,26893,24265,27793
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,39,0,0,58,173,77,22,0,0,0,,2506,2593,3129,2687,2724,3861,5285,5851,6013,8697
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,68,0,0,4,235,78,122,0,0,0,,3816,5324,7000,6679,7229,6938,6773,8331,7094,8789
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,0,0,1,0,0,0,0,0,0,,254,40,0,20,4,480,270,0,0,0,,165563,164672,176243,143555,144747,149291,145708,133810,147622,199589
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,182,0,0,0,0,95,56,0,0,0,,33554,37097,47356,42307,43457,49402,47210,42809,45888,70556
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,277,69,0,15,21,19,138,0,0,0,,1765,2979,4254,3153,2905,2470,4613,3555,3728,5333
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",0,0,0,0,0,8,0,0,0,0,,2304,1146,1913,279,803,575,1269,0,0,0,,1228834,1408451,1596584,1493379,1563012,1569638,1589196,1374135,1223194,1238978
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,65,66,0,0,0,,179456,175523,197985,158809,142169,160722,170498,173610,171787,201974
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",0,3,0,3,0,0,0,0,1,0,,653,1215,1442,628,1738,937,718,8,7,0,,312885,353414,392532,365665,394101,436450,469894,411494,454940,565505
611211,"Track-suits of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,31,0,0,0,,28830,26786,26871,20224,20166,27618,25256,29125,37930,55124
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1406,1603,2397,1229,1393,1284,1402,2194,1896,2577
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,8,13,14,6,0,0,0,,94724,97751,96741,78121,77477,91205,99322,94839,87539,113692
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,22,0,14,8,0,9,0,,559097,668387,763198,646656,684320,729724,783918,789439,754604,837698
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,1,0,0,3,0,0,0,0,0,,630,0,0,49,49,45,43,0,0,0,,20792,17909,17459,13858,13613,13031,15543,13153,9616,10612
