Product code,Product label,Singapore's imports from India-Value in 2012,Singapore's imports from India-Value in 2013,Singapore's imports from India-Value in 2014,Singapore's imports from India-Value in 2015,Singapore's imports from India-Value in 2016,Singapore's imports from India-Value in 2017,Singapore's imports from India-Value in 2018,Singapore's imports from India-Value in 2019,Singapore's imports from India-Value in 2020,Singapore's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
811213,Beryllium waste and scrap (excluding ashes and residues containing beryllium),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,22,0,0
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,0,0,0,0,0,0,0,,26,0,0,0,4,0,0,0,0,0,,0,0,107,0,90,0,0,0,0,0
811229,"Articles of chromium, n.e.s.",0,0,0,0,0,1,0,0,0,0,,69,77,131,0,1,3,1,1,285,2,,633,595,1017,1057,1414,1426,1707,2420,2777,4130
852210,Pick-up cartridges,0,13,17,0,0,0,0,0,0,0,,3,2,20,14,1,5,0,0,6,8,,6843,12966,5540,5711,4548,5017,3903,2680,317,270
851672,"Electric toasters, for domestic use",0,0,0,0,0,1,0,0,0,0,,56,169,152,313,510,140,535,372,490,270,,2646,2665,3020,2981,2463,2417,2473,1880,2095,2894
851519,Brazing or soldering machines (excluding soldering irons and guns),52,0,17,0,0,55,14,0,0,0,,2608,1769,2114,2659,1742,1054,2016,1520,1133,1231,,5474,4363,4319,4133,3908,7734,4308,5385,5494,3849
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",142,35,46,216,366,471,0,100,88,0,,1716,2107,3723,2954,3374,4429,6233,5512,6126,5119,,7616,11540,12946,10091,10955,9751,6924,9922,11034,12353
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",189,114,255,181,123,29,74,15,0,0,,67456,56469,34439,41392,76766,63542,68291,62344,42803,73673,,24585,22360,31794,28415,24971,20232,19803,21573,12739,21415
850740,Nickel-iron accumulators (excluding spent),22,6,2,6,5,1,0,0,0,0,,20,4,0,18,39,7,22,6,268,456,,1656,245,103,70,112,651,161,38,21,54
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",56,82,0,23,0,12,0,84,0,0,,4248,6545,1942,3126,2464,2913,3612,4080,1855,3455,,10617,8139,5772,7299,3340,3020,4454,4942,3057,3003
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,2,0,0,0,0,0,0,,0,3,0,12,44,131,30,20,23,15,,2670,466,772,771,231,227,300,611,708,386
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,0,0,0,0,0,0,0,,0,216,762,2703,1172,1835,4337,2891,2899,18364,,152,241,2385,4486,109,1618,2653,116,1329,7863
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,9,87,184,6,7,0,0,0,,33,5,449,452,2,52,142,72,55,81,,6397,12799,5264,8041,13637,5581,7259,14555,2981,2176
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,0,0,5,64,0,,0,0,0,0,0,3491,4095,4235,6271,14035,,0,0,0,0,0,0,12630,28830,25082,26604
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",99,52,2,44,25,3,0,0,0,0,,1278,1313,988,335,973,796,961,733,314,585,,9848,14030,14755,11400,11499,23796,10784,6432,4412,5013
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",12,0,1,2,1,2,0,0,0,0,,1063,1120,1908,849,1071,1039,2041,1548,761,1186,,7535,9978,7767,3849,3547,5104,3474,3764,3774,2805
844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),0,0,0,0,0,0,0,0,0,0,,2,0,132,97,75,114,190,76,94,22,,557,205,618,652,4373,412,1079,11469,358,511
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",0,0,0,0,12,0,0,0,0,0,,697,222,585,1358,298,590,877,1045,214,471,,3791,4418,1647,2656,824,2043,816,4093,911,340
845959,"Milling machines for metals, knee-type, not numerically controlled",0,0,0,3,0,0,0,0,0,0,,695,668,762,460,642,1230,1619,1312,438,473,,951,270,884,654,345,344,187,328,83,411
846012,"Flat-surface grinding machines for finishing metal, numerically controlled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,72,532,220,478,,0,0,0,0,0,0,2177,625,126,90
844511,Carding machines for preparing textile fibres,0,0,0,0,5,1,0,2,0,0,,3519,8990,10505,6998,9820,10836,13233,9555,6079,11942,,28,64,271,77,83,935,937,1498,11,4
844540,"Textile winding, incl. weft-winding, or reeling machines",0,0,0,0,3,0,0,0,0,0,,4300,9273,6196,3203,4162,4893,11311,8096,5367,7826,,6358,775,3344,3656,1225,2277,188,1271,44,522
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,3875,18757,21140,19004,24884,25392,32459,30230,24919,31051,,4,4,0,0,0,9,124,38,98,8
844720,Flat knitting machines; stitch-bonding machines,0,0,0,0,0,0,0,0,0,0,,2632,790,256,1106,1102,2721,1011,640,2075,10091,,181,826,355,141,575,387,46,0,15,24
844831,Card clothing for machines for preparing textile fibres,0,27,29,180,12,10,1,0,0,0,,7856,8010,6782,8052,6354,7360,7239,6403,4968,7579,,58,87,184,806,196,434,185,241,153,95
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",28,0,0,0,8,0,0,0,0,0,,480,1524,1474,1858,1841,1375,824,418,1155,1406,,6396,5115,7029,6397,6723,6474,8194,7108,4347,7094
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",3,0,0,0,0,0,7,0,0,0,,11594,15885,12567,11451,15994,16455,16698,8344,7111,15426,,1391,1689,2744,1002,601,775,431,494,225,1123
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",0,1,6,0,0,0,0,0,0,0,,479,630,523,420,719,1474,1012,1342,1064,1049,,5208,3060,3983,3136,4394,5173,4921,4044,3116,9295
843621,Poultry incubators and brooders,0,0,0,0,0,0,2,0,0,0,,532,1796,1616,1251,1285,1073,1700,1246,566,1544,,317,273,793,668,163,284,162,179,114,303
844090,"Parts of bookbinding machinery, n.e.s.",0,0,0,2,0,3,0,0,1,0,,288,406,424,466,655,407,293,359,368,397,,1972,2421,1639,1142,1111,613,1077,1139,648,546
843410,Milking machines,0,0,0,0,0,0,1,0,0,0,,503,272,1930,288,352,699,545,865,492,1722,,50,1047,29,58,115,202,165,18,8,12
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",0,17,98,0,0,0,0,0,0,0,,690,942,86,1007,178,845,764,1445,820,254,,48465,16105,17658,68032,76936,37093,27786,112094,63808,31463
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,0,0,0,0,0,0,0,0,0,,8210,8171,8550,7364,7681,8098,5944,7415,5939,13221,,13,9,117,62,0,5,0,20,0,87
842612,Mobile lifting frames on tyres and straddle carriers,0,0,0,0,0,0,0,282,0,0,,2270,1910,5611,9663,7437,10054,10580,5840,13557,2812,,26717,35564,24508,13966,3080,5466,7665,6523,2024,5412
842220,Machinery for cleaning or drying bottles or other containers (excluding dishwashing machines),0,11,0,43,21,0,0,0,0,0,,3545,11918,5021,4007,2173,2467,3729,2604,1657,4927,,2129,2696,3364,2495,3087,3434,5628,5392,4482,4814
530130,"Flax tow and waste, incl. yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,122,726,889,849,992,568,1516,2089,629,2691,,0,0,0,0,0,0,0,0,0,6
530210,"True hemp """"Cannabis sativa L."""", raw or retted""""",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,1,1,0,3,7,,0,0,0,0,0,0,0,13,0,0
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",0,0,0,0,0,0,0,0,0,0,,45174,19874,21900,20211,7639,17741,16051,14681,13893,19998,,0,0,92,14,13,10,22,2,75,4
530810,"Coconut """"coir"""" yarn""""",47,0,10,0,3,0,0,0,0,0,,9202,8460,6159,5312,5205,4263,4885,4404,3821,5349,,81,0,15,3,3,0,0,22,0,0
540233,Textured filament yarn of polyester (excluding that put up for retail sale),11,0,4,0,543,0,16,26,38,0,,703542,895152,802077,742488,713530,783795,864692,734830,460898,767295,,1265,2763,2163,1741,2857,1379,943,318,186,97
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,141,652,1182,909,2360,2293,3465,4546,4698,9515,,1,3,49,8,102,0,0,0,0,0
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",0,0,2,0,4,15,0,0,0,0,,1049,2932,4117,1873,3247,5793,8276,12845,7892,9664,,1657,598,1089,636,450,451,570,324,703,283
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",0,0,0,0,0,0,0,0,0,0,,1,0,12,4,32,0,0,0,73,138,,68,327,0,0,0,2,0,0,0,0
540341,"Multiple """"folded"""" or cabled filament yarn of viscose rayon, incl. monofilament of < 67 decitex ...""",0,1,0,0,0,0,0,0,0,0,,1208,1447,1246,841,459,602,937,888,877,1145,,174,260,0,0,0,0,0,0,0,0
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",0,0,0,0,6,0,0,0,0,0,,450,1354,758,498,574,556,918,1056,1475,1589,,462,473,297,681,601,705,646,581,220,579
520614,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,3,0,0,0,0,,1098,1196,1663,1703,614,1470,3842,2113,1588,4644,,0,0,0,0,142,3,0,0,0,5
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,192,254,333,2066,3763,2894,1201,1368,1093,4131,,37,0,0,0,0,0,0,0,0,0
521112,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,565,3651,4672,3451,4296,5435,5339,3741,6778,9757,,0,0,9,0,19,0,20,2,0,0
551443,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",739,7,0,16,0,1,6,0,0,0,,148,62,46,71,105,167,220,410,251,280,,824,324,98,110,112,72,79,14,0,0
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",0,46,8,33,2,0,0,0,0,0,,213,179,335,960,633,3619,1072,1034,1081,1566,,1969,512,189,71,274,16,19,43,13,34
551642,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",16,3,0,0,0,0,0,2,1,0,,1716,1358,502,294,923,923,625,1453,1940,4556,,41,16,62,13,0,12,20,48,10,27
551644,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,6,0,5,0,0,0,0,0,,108,24,781,41,16,30,108,60,227,1,,11,41,16,6,57,27,43,25,29,1
580500,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",19,10,0,0,0,1,0,1,1,0,,253,388,339,530,625,1523,1808,3426,3693,2690,,779,64,72,118,169,132,59,63,17,556
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",42,31,62,14,43,15,20,2,6,0,,7854,8473,12796,9299,6650,6915,9390,14200,15096,16392,,1173,406,499,524,490,646,220,131,60,41
540831,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,91,224,0,6,1,29,60,773,369,122,,103,85,22,1,2,3,0,2,0,0
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,22,21,30,3,72,23,0,4,0,0
550620,"Staple fibres of polyesters, carded, combed or otherwise processed for spinning",0,0,0,0,0,1,1,0,0,0,,27,542,20,0,17,76,707,425,306,714,,305,114,38,132,19,13,26,35,31,48
550932,"Multiple """"folded"""" or cabled yarn containing >= 85% acrylic or modacrylic staple fibres by ...""",0,0,0,0,0,0,0,0,0,0,,22044,24367,25881,25288,21547,29151,26728,24299,18281,28082,,0,0,1,2,53,0,0,0,54,1
550942,"Multiple """"folded"""" or cabled yarn containing >= 85% synthetic staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,658,953,2554,1819,236,417,370,684,624,605,,218,233,209,292,185,213,259,162,167,146
550969,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,12225,15136,13638,13528,18174,14436,14054,14146,11094,13173,,0,0,21,40,46,30,58,47,21,64
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",0,0,0,0,0,1,0,0,0,0,,39506,47578,44193,41985,43442,34250,29715,31645,24473,39032,,0,0,0,0,0,113,0,0,0,0
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",2,0,0,0,0,0,0,3,1,0,,671,1227,1538,630,2048,1274,718,1666,2559,1047,,297,418,199,81,161,106,97,130,142,368
611594,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",6,13,0,0,0,1,1,3,0,0,,810,1456,513,318,40,26,69,24,54,169,,1188,708,388,399,481,431,251,231,64,147
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""",0,0,0,5,1,64,0,0,0,0,,3685,3150,5095,4132,5434,4565,4538,4002,2403,7834,,4016,2557,14,157,528,269,93,398,115,72
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",0,0,0,4,0,0,0,0,0,0,,888,2284,2524,1860,2792,2969,3054,1372,1664,4402,,181,40,15,16,273,32,47,33,51,9
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,1,268,5,5,0,3541,1,16193,2318,4629,,1294,1897,5785,2311,7440,783,11098,370,1015,768
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,1,0,16,0,0,0,0,,0,0,16,0,0,39,0,36,1,173,,58693,42661,38977,21262,15592,20898,805,206,0,0
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",0,0,0,0,2,0,0,0,2,0,,2450,2013,398,256,313,259,23,29,18,232,,114209,90828,74569,74458,83880,102622,101497,87216,80942,104136
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, ...",0,0,0,0,0,0,2,0,0,0,,3111,4480,6135,5134,5865,7311,7460,6882,5212,6695,,312,335,1084,743,970,947,804,423,509,629
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,1,12,15,0,0,2,0,0,,2496,5402,9422,758,597,875,895,705,799,1073,,1393,288,314,1073,1159,912,720,515,630,381
690510,Roofing tiles,0,0,0,0,0,0,0,0,0,0,,345,294,279,262,257,771,745,539,408,565,,9481,5037,3831,4985,5311,1887,2394,1866,1179,2229
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",23,58,9,27,1,0,0,0,0,0,,10208,18930,21402,15158,4205,51024,0,0,0,0,,5284,9789,6174,15775,10727,7786,0,0,0,0
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",10,21,0,0,0,0,0,10,0,0,,10,399,1,0,4,4,33,128,178,114,,43,21,0,0,0,71,55,50,6,62
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",18,0,0,0,0,0,1,3,0,0,,669,1703,1253,922,935,355,760,1272,796,166,,342,517,166,179,48,50,38,47,46,628
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",0,0,0,0,0,0,0,0,2,0,,207,73,610,51,75,15,55,65,46,39,,57,35,54,73,81,68,45,64,18,12
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",0,0,6,1,0,0,32,0,0,0,,86,374,189,171,329,957,555,371,629,569,,11053,10160,10430,8438,5700,5328,3193,2769,2690,3098
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",5,26,2,0,0,18,0,0,0,0,,3915,4476,5505,6248,4064,3082,3310,2309,2131,2397,,4186,5468,4470,3396,3403,2847,2394,2602,1739,2286
630420,"Bed nets, warp knit, antimalarial",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,16139,100,45,39984,81008,,0,0,0,0,0,0,13,9,3,1
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,136,0,0,0,0,0,0,,3502,1612,2379,20783,9902,7659,6069,4084,5542,14069,,212,1321,774,1541,585,1101,200,83,159,139
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",0,0,0,0,0,0,0,1,171,0,,7324,3159,11319,7077,23408,69418,59259,23501,25687,29924,,53375,36701,33033,38403,25187,29191,18265,14498,11692,23531
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,7,0,0,0,0,0,,3278,115,596,245,142,1082,412,1072,262,5159,,9299,3018,2904,4351,8287,11485,5470,3615,3060,1083
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",3,0,0,8,0,0,0,0,1,0,,1601,4417,1482,3144,2738,4268,4616,5301,4625,5053,,2201,18074,16083,11240,9715,11728,574,113,8579,17209
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",167,0,0,0,0,0,0,0,0,0,,451,964,822,560,1496,626,498,374,233,487,,276,798,601,200,238,184,181,56,255,154
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",19,0,0,11,0,0,5,0,0,0,,10875,11769,12895,12645,10327,21409,20750,19357,18964,53030,,22928,13208,25616,10112,7260,8476,10115,8874,6556,13610
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,1600,655,463,233,50,143,261,376,326,573,,1558,2,0,0,0,16,169,11116,153,1316
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,1,0,0,0,0,0,0,0,,5581,5694,3865,4578,7172,10380,15541,18062,13120,17353,,30762,26049,18994,14653,14959,16110,49169,58859,32334,47114
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",0,0,0,0,0,0,0,0,0,0,,6934,8793,10858,13383,11456,13640,18850,13912,12495,21120,,8051,5678,4110,2611,2814,2256,2651,1820,1860,2571
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,2,171,302,71,0,0,0,0,0,,3325,9377,4069,2703,2452,1520,425,1755,1050,3569,,6837,6772,8321,11919,17535,10135,2092,2303,1061,7127
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,1,0,0,0,0,,29688,53818,44800,23478,22902,47519,60284,53090,52108,102731,,165070,102165,63763,28442,26627,34864,65136,58659,56783,93549
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,0,0,0,0,0,,5358,3128,2154,12010,29035,871,249,155,162,5976,,603,1720,177,621,75,103,12,191,20,270
720291,Ferro-titanium and ferro-silico-titanium,0,0,0,0,0,0,0,1,0,0,,380,97,1002,378,479,1626,2430,8638,7944,9073,,0,0,350,297,564,221,265,108,2332,609
720293,Ferro-niobium,0,0,0,0,0,0,0,0,0,0,,1,106,364,303,323,204,304,1864,273,741,,0,0,315487,230267,184066,221860,214958,198410,121418,187932
845951,"Milling machines for metals, knee-type, numerically controlled",0,63,0,0,0,0,0,0,0,0,,861,1466,284,520,261,404,296,425,273,707,,218,119,53,54,315,46,96,106,121,18
845969,"Milling machines for metals, not numerically controlled (excluding way-type unit head machines, ...",1,0,3,0,0,2,6,0,1,0,,3163,2491,1231,1857,1728,1241,1477,1217,766,1507,,6700,7580,3704,6366,5785,15375,25343,4795,2513,1228
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",29,0,0,0,0,0,0,0,0,0,,325,536,334,76,460,7142,77,44,74,966,,3088,3806,778,5366,2081,319,2875,1768,1278,585
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",0,0,3,2,0,33,2,0,0,0,,8804,7169,8826,4884,6756,8896,5653,7242,6220,11193,,627,108,543,3325,299,290,1809,2068,4403,847
846320,"Thread rolling machines, for working metal",0,0,0,0,0,10,0,0,36,0,,441,256,278,504,543,1032,617,468,831,641,,204,389,523,408,478,512,454,123,407,549
843930,Machinery for finishing paper or paperboard (excluding calenders),0,0,5,6,0,0,0,0,0,0,,14780,6701,4190,3224,3598,3513,3669,2752,3304,2522,,7971,6177,2344,2020,798,474,631,1387,549,13237
845650,Water-jet cutting machines,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,30,4,16,3526,,0,0,0,0,0,0,619,569,1973,2296
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,254,812,554,929,1375,,0,0,0,0,0,0,0,0,0,0
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,115,197,138,225,77,,0,0,0,0,0,0,39,84,7,97
843330,Haymaking machinery (excluding mowers),0,0,0,0,6,0,0,0,0,0,,32,309,309,222,386,437,175,1734,356,765,,0,0,609,226,75,13,50,9,16,15
844621,"Power looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,2,0,0,0,0,0,0,0,,506,541,357,395,457,861,843,215,760,837,,560,255,623,1816,223,0,1,1,0,0
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...",3,0,2,0,0,0,0,0,0,0,,878,242,287,332,276,379,322,4727,1590,5077,,3999,4444,4542,27812,15045,17446,22960,11205,20323,17655
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",0,1,18,0,19,0,0,0,0,0,,2209,11537,10411,14062,9265,7476,6725,6673,5133,7685,,6736,9317,13138,13594,15311,9581,3273,140,107,1010
843210,"Ploughs for use in agriculture, horticulture or forestry",0,0,0,0,0,3,0,10,0,0,,6037,7549,8024,11241,8207,7770,11280,13181,13471,26842,,66,37,4,24,184,48,2,59,710,45
841932,"Dryers for wood, paper pulp, paper or paperboard",0,0,0,0,0,0,0,0,0,0,,357,1047,1531,1406,734,969,649,398,197,505,,411,6442,1188,6282,1950,101,176,307,131,410
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",0,0,0,0,455,0,69,0,1,0,,804,1237,1220,421,840,1595,1071,832,851,666,,28482,21061,18435,87160,114745,50547,22294,18295,8421,13817
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",190,179,587,42,125,278,193,127,0,0,,3078,14964,5278,16755,15879,14543,18192,19501,15514,20207,,28538,28536,24618,27825,21562,27306,46536,34209,37688,53162
841610,Furnace burners for liquid fuel,6,0,455,47,0,0,0,0,0,0,,2149,2326,1299,2121,1653,2675,2811,1393,3853,4726,,2036,3056,2403,545,942,1102,963,4543,596,378
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,17,3,8,0,0,,340,1487,4639,2470,1987,10685,8582,3459,3186,2395,,827,1118,3416,736,3368,263,836,1740,13415,1378
811212,Unwrought beryllium; beryllium powders,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,2,0,2,2,,21,16,134,160,8,3,0,0,0,0
811221,Unwrought chromium; chromium powders,0,0,0,0,0,0,0,0,3,0,,330,841,1012,1065,631,991,805,1295,1353,2049,,661,422,1127,692,758,1007,2037,595,51,74
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",0,0,0,0,7,4,0,0,0,0,,0,0,0,1,4,5,1,0,0,0,,966,1364,916,1321,220,273,236,279,1482,59
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",10,18,0,0,37,0,0,0,0,0,,118,234,97,104,125,401,461,815,906,1307,,915,532,634,1751,1056,582,587,781,282,610
820560,Blowlamps and the like (excluding gas-powered blowlamps),0,2,0,0,0,0,0,1,8,0,,20,51,33,31,21,17,28,56,13,29,,138,217,801,229,293,412,347,286,226,156
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",0,49,577,1,0,0,0,54,199,0,,35976,36183,31925,20965,15969,22186,25661,57688,32750,100008,,150491,107782,83744,42915,33696,39890,58568,64617,29551,44811
731520,"Skid chain for motor vehicles, of iron or steel",4,0,0,0,0,0,0,0,0,0,,78,18,15,37,10,11,122,563,7,22,,4648,337,8229,2187,208,1501,426,2917,1953,541
810390,"Articles of tantalum, n.e.s.",0,0,0,0,0,0,0,0,0,0,,693,886,238,424,443,375,1323,680,227,389,,7908,6170,39888,15981,8067,5410,7210,6510,9421,7241
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,1,389,427,0,0,0,,1990,2461,2211,1953,2002,2095,10189,10219,4163,16354,,7790,12235,14467,11299,20163,21184,16726,20458,7923,10536
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",3,18,0,46,3,3,13,12,147,0,,2875,1385,1330,1161,1048,1503,2672,3771,2013,6482,,19507,19222,6224,6687,6970,11177,42208,10668,19387,14204
750711,Tubes and pipes of non-alloy nickel,3,4,0,0,0,0,2,1,0,0,,38,32,40,12,30,21,114,180,131,10,,218,164,156,56,61,57,13,16,9,17
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,0,0,0,56,0,0,0,0,0,0,,826,1454,551,775,978,235,0,0,0,0,,977,629,6634,498,235,302,0,0,0,0
847210,"Duplicating machines """"hectograph or stencil"""" (excluding printing machines and photocopying ...""",0,0,0,0,0,0,0,0,0,0,,18,56,7,16,1,26,2,159,16,2,,524,618,358,123,63,52,34,20,9,34
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",0,0,213,147,0,3,0,465,0,0,,13503,24823,15402,11160,12736,16789,19314,18619,10193,18342,,7001,1799,7151,4459,15182,9170,6737,4201,1081,14071
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding",6,0,0,0,0,0,1,0,0,0,,15,36,32,61,32,87,157,149,111,176,,348,362,387,296,1047,176,182,147,101,160
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,0,0,0,19,95,1,0,15,0,0,,536,660,464,536,554,922,1528,1640,1367,1486,,4024,2998,3284,1594,10819,15583,3453,4951,1265,4039
847960,"Evaporative air coolers, n.e.s.",55,2,11,9,20,0,88,3,13,0,,14123,15176,15780,18787,22592,23845,22608,19216,14436,24202,,6854,8270,4386,4142,4280,4125,4166,7548,5133,6688
