Product code,Product label,United States of America's imports from Australia-Value in 2012,United States of America's imports from Australia-Value in 2013,United States of America's imports from Australia-Value in 2014,United States of America's imports from Australia-Value in 2015,United States of America's imports from Australia-Value in 2016,United States of America's imports from Australia-Value in 2017,United States of America's imports from Australia-Value in 2018,United States of America's imports from Australia-Value in 2019,United States of America's imports from Australia-Value in 2020,United States of America's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",0,0,105,60,3,0,60,48,0,0,,2345,3056,2447,3168,3880,5163,4957,2588,1327,1335,,127486,137101,169816,168839,164203,208891,295266,187575,200395,331823
851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...",19,9,0,0,0,0,3,0,14,0,,158,149,139,256,138,177,130,523,1267,3710,,79983,80574,79892,80659,65167,71317,97295,82984,86704,101608
848020,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)",0,42,0,0,6,0,2,10,0,0,,922,51,17,41,53,184,514,540,28,57,,13961,13854,13701,17196,15677,23131,24280,16887,16166,18870
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",0,5,28,31,18,33,73,224,0,0,,368,417,146,853,257,166,76,133,241,200,,92231,101689,156160,161499,156821,162526,159831,158498,149830,193286
870120,Road tractors for semi-trailers,0,0,0,0,172,141,0,0,0,0,,47611,33458,53958,36704,31443,46979,64037,52157,19048,24338,,4571386,5098592,6931459,8180806,4837139,5808375,8571978,9313741,6106492,7696651
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,354,0,28,2,,0,0,0,0,0,140,10,84,713,46
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",37,57,196,197,15,17,34,4,0,0,,421,1356,1787,1519,352,1246,727,532,625,916,,26390,12339,12606,7859,6899,11544,9469,6189,4070,3908
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,92,118,438,391,315,0,0,0,0,0,,32586,33001,34558,34220,15801,0,0,0,0,0,,3596338,3387699,3095986,2745421,2122575,0,0,0,0,0
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking ...,0,0,3,11,0,5,0,0,2,0,,158,362,42,327,107,517,578,659,156,103,,38055,30328,37342,29953,35408,39969,50067,46523,47270,62340
870520,Mobile drilling derricks,0,0,83,0,0,0,0,0,0,0,,1114,7453,3391,5934,2086,4871,7357,6662,4833,3278,,39370,15697,12839,27926,9879,11679,11785,10874,10396,8481
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",6,12,28,24,60,11,0,21,21,0,,2785,2148,3678,3571,5071,3420,1212,2141,1952,1835,,212142,268340,253914,279564,292399,356448,395958,348352,344004,507639
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",0,0,0,0,0,0,0,0,0,0,,41,120,11,27,413,1931,685,34,273,1680,,124498,822,730,2791,317,98273,36661,834,17336,0
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",0,0,0,0,50,0,0,0,0,0,,2518,48,22,1730,277,1891,3276,3526,6801,3099,,8413,6369,4245,3955,6498,2779,4775,4153,6704,3992
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,10003,81,0,0,0,0,60,0,0,0,,46392,59943,265459,48662,14432,5920,8593,19117,6509,99361,,13137,10885,10134,1345,1575,2136,846,646,324,1038
890510,Dredgers,0,0,0,0,0,0,0,0,0,0,,3094,740,892,288,933,330,3398,11289,233,1147,,3883,1864,1064,4530,3116,2892,68784,2236,2432,1229
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",120,0,86,0,0,3,0,107,0,0,,1161,188,251,693,316,215,1161,139,137,107,,42781,29039,22586,24270,25753,20704,21941,20642,13029,14662
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",15,0,0,5,137,54,105,0,0,0,,7308,2615,1367,1772,861,2793,2660,3393,2120,2207,,40048,44677,29424,24907,22607,19726,22169,13594,9035,11691
902213,Apparatus based on the use of X-rays for dental uses,0,4,12,5,18,0,0,0,0,0,,528,455,220,165,1197,594,171,674,652,193,,207531,232327,217311,232807,275812,250585,225756,232596,171665,252461
910910,"Clock movements, complete and assembled, electrically operated (excluding watch movements)",0,0,0,0,0,0,0,0,0,0,,6,1,77,0,8,27,3,477,362,6,,2525,2723,2198,2842,2264,1559,1373,1998,961,1368
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",0,0,0,0,0,0,0,0,0,0,,0,1,5,2,2,0,22,18,39,2,,566,455,480,523,387,558,399,315,253,459
911320,"Watch straps, watch bands and watch bracelets, and parts thereof, of base metal, whether or ...",0,0,0,0,0,0,0,0,0,0,,47,26,27,41,102,46,42,118,61,311,,24095,25185,27560,25534,30642,25374,25156,33698,29081,42986
960400,Hand sieves and hand riddles (excluding colanders),0,0,0,0,0,0,0,0,0,0,,75,203,35,35,28,101,142,28,44,23,,940,1055,1212,1388,1536,1253,1245,1054,2362,1679
950661,Tennis balls (excluding table tennis balls),0,0,0,0,0,0,2,0,0,0,,41,160,145,45,24,13,26,75,13,96,,68546,76342,66017,70828,66296,66619,63232,66816,51870,67268
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",185,2,1,1,1,0,0,0,0,0,,40,17,102,106,110,0,0,0,0,0,,41884,42209,40381,49763,52104,0,0,0,0,0
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,24,8,25,83,66,,0,0,0,0,0,22696,33978,32533,51803,69934
920120,Grand pianos,0,0,22,0,104,0,0,0,0,0,,250,196,296,107,437,341,309,326,211,129,,72222,85782,84119,75835,65773,72306,73619,78554,51224,71578
930110,"Artillery weapons """"e.g. guns, howitzers and mortars""""""""",0,0,0,0,0,0,0,0,0,0,,0,832,456,1461,534,1035,99,0,41,112,,9140,29330,23332,27362,19950,1856,1699,7076,13137,2454
960891,Pen nibs and nib points,0,0,0,0,0,0,0,7,0,0,,25,5,6,2,8,0,40,38,1,14,,14114,13852,14643,11725,18025,14589,14692,14921,13020,19327
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,499,562,606,201,86,182,156,142,59,101
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,402,388,148,169,77,298,295,207,42,414
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,19,3,0,0,0,0,,4416,4184,5376,3840,4252,2925,4575,3969,4675,5781
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8130,7267,9111,9631,8805,5271,4725,4807,3771,6549
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,137,125,56,148,44,107,177,150,117,242
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,905,771,850,947,1603,1760,1954,1920,1255,1679
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",0,0,0,0,0,2,0,0,0,0,,282,52,76,36,44,9,6,3,53,53,,36274,36204,34533,35600,36168,36738,39792,38418,44398,47398
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,21,6,0,0,3,0,0,,230,337,192,448,366,479,360,395,340,645
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,9,0,0,0,5,0,20,189,,3471,2171,2693,3344,3745,2804,2303,2651,1779,1489
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,5,,13241,9552,10480,6223,6885,4941,4645,4065,3304,4698
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",0,0,2,7,0,0,0,0,0,0,,41,20,112,10,7,0,121,29,24,154,,34177,33112,30415,22836,16470,21209,16784,9900,10380,25948
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,43,16,0,2,4,0,9,8,0,0,,20037,12791,13625,14480,11352,7844,7652,5200,2300,2891
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,4764,4054,2784,2578,2742,3334,1233,3231,2686,2075,,12295,11695,12524,16227,11159,9314,7728,6233,4711,6933
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,0,0,15,0,0,0,0,0,0,,0,0,0,4,4,0,0,1,1,0,,5672,5616,5553,5144,3662,4881,4624,2974,2488,3277
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,2,0,,1471,2073,1639,1256,982,1060,940,438,507,681
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,336,188,47,75,0,17,485,659,846,51,,8398,6022,7688,6452,3670,5454,4451,4033,2612,3272
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,214,45,25,9,180,9,20,142,54,51,,2629,3488,2762,2463,1654,1216,1442,974,758,917
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,3,0,0,4,0,0,24,52,16,0,,524,1798,514,220,129,145,232,219,256,292
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,195,56,3,15,3,44,2,6,0,1
530610,Single flax yarn,0,0,0,0,0,0,0,0,13,0,,0,0,0,0,0,0,23,0,84,0,,760,605,658,976,1180,672,557,272,253,331
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,0,0,0,0,0,0,0,0,0,,27,118,9,0,0,405,0,0,0,68,,2116,1831,1963,1583,1542,1344,1532,1579,1283,1380
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,0,0,0,0,0,0,0,0,0,,216,13,12,52,15,12,94,6,28,24,,8056,10660,11458,9548,8795,7817,7638,8882,6827,10658
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,0,6,0,0,0,0,0,4,13,0,,3,91,4,12,28,86,44,26,12,42,,7565,7137,6383,6931,5722,6947,11644,6912,7677,10539
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,57,30,0,113,0,0,0,0,0,,2598,327,92,74,76,0,0,3,14,4,,154318,145663,102745,76471,65276,59339,75465,68110,55938,58677
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,0,0,0,0,0,0,0,0,,15,50,184,106,27,9,40,14,4,0,,5537,8756,9157,6114,8260,9458,21497,17194,9254,17599
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",0,0,0,0,0,0,0,0,0,0,,6,0,0,125,24,79,0,0,98,147,,1940,2014,878,1246,855,1270,1995,1424,1846,2297
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,35,0,0,0,,0,0,0,0,0,6956,1396,1538,344,849
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",0,0,0,0,0,0,0,0,0,0,,7,1,29,0,0,674,1057,2,0,0,,5119,5644,7175,7495,8725,6905,7221,7699,7207,4891
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,0,,23,0,0,0,0,0,0,8,31,0,,276,107,295,189,5,247,206,343,278,300
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",25,9,14,37,6,23,28,1,10,0,,2792,2568,1625,1435,1727,2385,2874,1919,2218,4077,,144575,143083,136230,128461,117944,106194,108599,85099,58250,73193
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",2,25,28,32,11,0,1,2,0,0,,213,140,120,67,50,46,80,122,58,294,,10590,14028,12819,8878,8982,7928,6846,7576,4640,6234
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,2,0,3,0,0,,50,0,3,24,0,8,2,98,12,10,,6591,8725,7467,6726,6363,6136,6994,5965,3534,2806
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,4,3,12,155,0,0,0,0,0,,41,91,129,61,1079,1831,266,584,606,196,,36133,35190,36206,38012,32272,31838,35797,36845,28802,33268
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,8,7,1,4,6,,2858,2159,3211,4639,3794,3557,4042,2723,1555,1544
550200,Artificial filament tow as specified in Note 1 to chapter 55,0,0,0,0,0,0,0,0,0,0,,0,0,0,27,17,0,0,0,0,0,,5239,2360,2950,7289,5301,0,0,0,0,0
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",1,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,5,51,3,37,,99188,92945,91121,86467,75154,81887,86357,76472,59443,99120
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,82,188,14,5,6,16,79,503,196,79,,14928,16838,21718,19921,17188,16297,9923,9083,4436,9581
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,2,15,0,0,4,0,0,4,0,3,,59,23,41,135,161,14,63,22,717,103
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,0,0,0,0,0,0,,2,2,48,9,11,3,4,13,3,7,,2685,1932,1708,2375,1739,1877,2688,3035,2499,2423
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,14,0,0,0,0,0,13,14,,121,354,212,69,64,73,89,152,333,475
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",64,303,112,52,40,0,3,0,0,0,,89,244,119,52,0,0,0,0,0,0,,4749,9348,8577,13471,21719,14279,13616,8432,5270,6960
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,0,0,,876,695,139,427,1259,889,376,541,1563,5887
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",7,4,0,0,0,0,0,0,0,0,,124,348,106,208,34,118,61,45,37,8,,2487,2363,1499,1716,1695,1778,1614,1402,736,775
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,12,0,14,6,17,8,22,0,0,0,,56,447,63,278,228,320,101,158,64,41
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",1,0,0,0,0,0,0,0,0,0,,152,0,4,12,2,288,94,1,0,0,,2370,2863,4238,2109,2227,2354,1844,1493,1808,2319
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",3,0,0,0,0,0,0,0,0,0,,120,11,33,0,0,0,2,1,28,21,,5927,5599,10404,11551,11808,11353,12709,9339,4191,6601
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,17,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,232,285,96,146,97,103,39,99,24,51
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,13,10,,9860,5061,2860,3341,5051,2294,2451,2793,1589,1435
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",1,0,0,13,3,8,6,0,4,0,,137,5677,13287,14782,14178,10660,2299,10426,10156,5851,,3213,5301,4952,8171,7262,5167,10470,12181,9529,7795
500720,Woven fabrics containing >= 85% silk or schappe by weight,0,0,0,0,8,0,42,0,4,0,,160,82,250,140,39,17,15,14,21,24,,136619,118343,109985,94530,77785,64940,64896,52122,36425,31644
500100,Silkworm cocoons suitable for reeling,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,9,7,2,13,12,6,22,2,3,11
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1545,1498,1305,1629,1188,1339,2103,1630,1358,1778
481830,"Tablecloths and serviettes of paper pulp, paper, cellulose wadding or webs of cellulose fibres",0,0,0,4,0,0,0,0,0,0,,148,146,131,142,110,169,115,147,62,78,,118418,121576,129219,143531,168200,195595,218568,204230,165748,170666
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",0,0,0,37,0,0,4,0,0,0,,26,143,31,103,135,87,147,68,88,71,,15701,18259,23040,18475,18285,18083,20402,22938,22782,39238
560741,"Binder or baler twine, of polyethylene or polypropylene",339,837,0,0,0,0,29,0,0,0,,1777,1397,296,177,21,136,96,12,1,86,,35935,35126,43480,47474,36817,38270,41705,51617,49084,61565
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,13,22,84,2,7,0,47,16,,128,75,75,87,63,47,72,375,243,190
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,1,0,21,9,34,5,140,27,5,0,,1721,2548,1677,1604,2923,2173,536,1280,1300,1025,,12015,11873,14560,17946,14568,16897,18156,18974,11238,12925
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,3,4,11,16,7,5,0,0,,99,94,101,367,421,355,87,311,186,104,,1528,1469,1881,2165,2119,1946,5187,1954,1062,1915
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",41,9,1,24,6,1,2,5,1,0,,139,47,142,62,233,108,339,95,111,190,,494765,433354,408822,370978,312458,305191,309861,285392,183766,258383
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",0,0,0,0,0,0,0,0,0,0,,3133,126,258,134,211,151,348,38,78,7,,53451,54301,48343,47337,45429,47485,45031,38990,38825,37008
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",0,1,1,0,0,0,0,0,0,0,,414,130,141,34,70,28,125,291,273,382,,43850,40155,42523,50729,42152,46096,43465,42545,37478,45101
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",5,0,0,0,0,13,0,0,0,0,,0,0,0,0,0,56,0,7,39,33,,200,194,136,174,71,53,62,51,37,24
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",16,6,15,249,597,122,0,0,0,0,,15,9,15,66,857,1183,1563,436,5,99,,12197,15194,21485,27195,21704,20302,22876,21433,23863,25216
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,4,5,0,0,0,0,0,0,0,,1123,14,14,80,355,0,0,0,0,0,,36657,30525,34139,27773,8660,0,0,0,0,0
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",0,0,0,0,0,0,0,0,0,0,,121,54,6,120,14,69,6,11,5,85,,1128,1191,1137,509,1736,1632,1256,1931,1779,1952
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,0,0,2,0,0,0,0,0,0,,0,7,29,16,7,2,8,10,8,0,,2819,3350,3294,3337,2443,1432,1510,1267,1887,1735
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",0,0,0,0,0,0,0,0,0,0,,115,29,10,17,13,302,19,5,2,25,,5038,2445,2905,4850,4548,4102,4589,4532,4499,2486
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",3,0,0,0,0,1,0,0,0,0,,4,26,20,31,26,11,5,2,5,23,,15812,16190,15827,14289,11209,11110,11015,9226,6541,9198
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,582,991,689,123,19,16,106,57,40,104
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",0,0,0,0,0,0,0,0,0,0,,3,0,11,3,0,0,0,0,0,0,,3737,2783,3329,3606,7266,7885,10155,3807,1592,2176
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",0,1,0,3,16,0,2,1,3,0,,3393,2652,2411,2333,3313,2453,2799,2457,2370,3459,,212783,200462,217083,292904,314889,425870,520927,695354,582576,894689
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),8,9,21,4,4,0,7,0,92,0,,1077,879,733,512,1089,183,95,35,23,77,,179203,173900,154960,150420,126394,122934,100446,98961,65466,95757
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,1,1,0,0,3,0,0,0,0,,336,106,64,24,49,33,63,134,98,45,,6578,5849,5851,5582,5879,7579,7992,6050,11239,13477
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",1,0,45,0,0,0,1,0,0,0,,296,312,415,1871,3676,14342,14679,15026,4193,1706,,120327,105748,145192,169214,129898,109200,122976,152468,93142,136508
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",0,0,5,5,0,1,0,0,0,0,,139,134,184,160,278,368,61,49,51,76,,15900,15364,23335,21002,15793,16810,22153,25175,19246,19633
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,1,0,0,0,0,1,0,0,,40,59,128,70,31,77,146,64,93,115,,99884,87851,98439,106273,80006,100353,109195,123037,110886,148657
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",0,0,0,0,0,0,0,0,0,0,,1525,1201,480,337,31,101,94,94,103,362,,74287,63051,63986,50597,31355,39205,37986,40463,30487,43818
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",7,0,0,414,0,0,0,5,0,0,,79,61,133,334,185,90,44,123,56,230,,23563,26511,25886,32301,31019,32429,38515,39712,31402,42498
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,13,0,0,0,,264,72,1309,1885,2281,1947,1772,2197,1050,1144,,6,27,414,657,1252,2483,5039,3840,1179,852
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",0,0,45,44,39,0,0,0,0,0,,181,823,832,788,1057,565,82,257,779,472,,44121,63140,82347,52399,28235,93680,87913,62686,37965,21954
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,53,4,10,0,0,22,20,47,30,96,,42148,38701,54933,45039,52187,42657,68908,43890,28816,59635
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",3072,0,3095,3229,0,0,0,0,0,0,,0,76,99,29,14,59,420,0,11,16,,337871,138517,282162,278964,99519,89376,112261,47342,54442,176741
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,12,0,0,11,42,,590,527,484,1115,708,675,749,572,965,2882
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",890,0,0,186,0,51,522,0,21,0,,3950,680,53,22,213,12,290,57,0,379,,84369,55782,74907,88111,83484,111014,104847,67810,72094,216701
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,57,118,456,80,18,0,47,32,0,2,,40857,43898,46640,50678,46206,45665,45835,25468,20700,25955
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,12,0,0,0,0,0,0,0,0,,154,583,672,203,45,77,55,46,29,67,,7345,5684,8935,5487,9373,10288,6883,2991,1676,3444
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,5,0,0,0,0,0,0,,39,25,8,142,0,122,15,31,0,29,,45261,47125,56210,62200,38158,74036,68768,39640,23495,51410
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,101,162,113,36,22,23,13,54,43,42,,81036,84176,93683,78442,61280,59876,42911,33482,48923,134382
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,0,,236,38,93,66,68,26,77,29,47,406,,46824,47095,47307,43557,50829,69823,69694,74521,84782,152940
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,13,5,8,123,207,719,116,262,262,300,,165761,80975,44635,21444,17929,7124,5105,4597,2011,3704
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,0,0,0,0,0,0,0,0,0,,36,2,0,109,93,545,479,194,4,23,,21748,21169,32634,14427,13119,21156,12102,12011,11537,19225
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,95,0,0,0,0,0,,0,2,0,5,106,22,7,28,0,105,,299583,329450,352577,419256,389654,447877,555744,484332,430232,505935
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",0,18,5,0,0,0,0,0,0,0,,6086,3024,5746,1604,1495,1811,2193,1649,2448,2980,,34267,37782,48841,43199,37779,38204,53579,57439,44176,53102
