"﻿Code	Product label	Exported value in 2012	Exported value in 2013	Exported value in 2014	Exported value in 2015	Exported value in 2016	Exported value in 2017	Exported value in 2018	Exported value in 2019	Exported value in 2020	Exported value in 2021"
"350220	""""Milk albumin """"lactalbumin"""", incl. concentrates of two or more whey proteins containing by ...""	29809	32570	25671	20173	26518	28254	45560	75921	62994	65359"
"630900	""Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ...""	56791	64590	62509	53712	53550	58205	60940	59256	50820	65347"
"840999	""""Parts suitable for use solely or principally with compression-ignition internal combustion ...""	80247	58421	79432	67689	78460	76519	84408	73246	55028	64066"
"220410	""Sparkling wine of fresh grapes""	74373	65115	54752	48145	46046	43744	43548	43989	38766	63736"
"848340	""Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...""	50396	90733	65576	70886	67362	72760	77804	79893	54915	63169"
"190531	""Sweet biscuits""	52561	45024	43138	38621	37431	42922	42710	42460	36555	62990"
"880212	""Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806)""	19011	34668	44911	13407	70747	55920	83922	238892	25697	62742"
"901580	""""Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""	59002	56767	79947	58407	47689	72412	78239	78570	52156	61975"
"330129	""Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""	26810	29820	32214	40512	46388	56898	53147	46148	57899	60869"
"730890	""Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...""	93106	137760	131941	102214	82836	67434	58692	76933	63087	60686"
"902780	""Instruments and apparatus for physical or chemical analysis, or for measuring or checking viscosity, ...""	34440	26234	28207	31842	34109	37244	56139	59047	51414	59442"
"380891	""Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...""	18613	22934	35185	27901	42165	49800	65136	48765	49567	59209"
"190410	""Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes""	52381	49988	46155	46004	52715	47412	32644	46476	60856	59154"
"261400	""Titanium ores and concentrates""	135411	85640	67036	83598	63569	85006	77060	87219	80219	59059"
"170490	""Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)""	52167	53008	44522	40965	34554	38984	58909	39542	48589	58754"
"151790	""Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...""	63333	56865	42330	36926	44360	58158	61315	58669	56880	58647"
"300215	""Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...""	0	0	0	0	0	2373	2911	9149	13539	58496"
"731815	""Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...""	38111	41685	38979	28726	30348	29809	38825	42449	37482	58289"
"440321	""""Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""	0	0	0	0	0	282436	308703	259238	210489	57598"
"330510	""Shampoos""	22993	22741	21252	23495	22981	25020	33874	39376	39241	57563"
"170310	""Cane molasses resulting from the extraction or refining of sugar""	37404	43688	29088	37883	54941	56966	33830	18804	26989	57024"
"842199	""Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.""	54281	46812	37332	33141	33526	39976	47481	49793	45694	55945"
"293690	""Provitamins and mixtures of vitamins, of provitamins or of concentrates, whether or not in ...""	52313	47526	43560	77319	104780	62456	48049	42405	64287	54731"
"854390	""Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...""	47645	27355	46511	30117	28599	36866	55568	51963	44372	54728"
"110811	""Wheat starch""	29467	31292	26690	24756	22483	47680	69786	57682	48550	54414"
"080929	""Fresh cherries (excluding sour cherries)""	17655	34057	43763	43807	44463	41219	59951	59954	58372	53696"
"847141	""Data-processing machines, automatic, comprising in the same housing at least a central processing ...""	39555	39113	42235	44064	41840	45068	51673	48108	40643	52880"
"870422	""""Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""	18392	18343	44027	40593	21829	36249	50747	61696	35386	52614"
"731829	""Non-threaded articles, of iron or steel""	9147	10350	47649	39727	58716	51759	74201	64716	44524	52529"
"940540	""Electric lamps and lighting fittings, n.e.s.""	37911	36623	33322	39492	38125	37924	41450	41863	40876	52442"
"842890	""Machinery for lifting, handling, loading or unloading, n.e.s.""	33074	28216	36281	31161	44783	42253	39497	75623	57485	51778"
"842139	""Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...""	24526	23004	30481	19401	21744	26663	27967	35244	28753	51664"
"741220	""""Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""	30199	47288	48162	49367	50721	63530	66577	14085	21343	51314"
"120921	""Alfalfa seed for sowing""	39740	56935	52697	65686	60544	35004	23886	33977	44876	51288"
"300420	""""Medicaments containing antibiotics, put up in measured doses """"incl. those in the form of ...""	408411	350345	161580	63408	76572	113499	77055	70257	70354	51013"
"080930	""Fresh peaches, incl. nectarines""	18861	23778	25168	21289	27134	27165	39201	49066	44602	50853"
"071310	""""Dried, shelled peas """"Pisum sativum"""", whether or not skinned or split""""	92464	79925	68585	69431	70274	90200	40491	32282	24474	50259"
"020311	""Fresh or chilled carcases and half-carcases of swine""	25521	27321	31081	37953	45186	41666	34374	30690	42045	50181"
"120590	""""High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""	10054	38226	33723	18677	7558	5837	10370	5565	6620	49964"
"843139	""Parts of machinery of heading 8428, n.e.s.""	63465	53654	45682	39841	36012	37586	54017	40515	45195	49800"
"870410	""Dumpers for off-highway use""	243648	114466	83407	58853	41850	73101	41017	61477	48344	49665"
"851769	""Apparatus for the transmission or reception of voice, images or other data, incl. apparatus ...""	55092	44764	42707	45844	84779	150101	68175	75493	53820	49388"
"842121	""Machinery and apparatus for filtering or purifying water""	24791	30986	48159	40707	42054	49575	44793	52016	44261	49106"
"851220	""Electrical lighting or visual signalling equipment for motor vehicles (excluding lamps of heading ...""	42598	41205	33681	31003	26246	53357	56374	41572	35184	48586"
"780200	""""Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""	29946	15619	30578	27326	37640	56109	62312	60410	45341	48513"
"100310	""Barley seed for sowing""	5770	3604	6015	1136	68	4878	4609	93	201	48352"
"030781	""""Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""	85995	70966	65816	60536	67483	68399	68037	58741	41835	48338"
"722830	""Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...""	17107	45964	62074	55032	45109	39449	42921	58840	36045	48043"
"020441	""Frozen sheep carcases and half-carcases (excluding lambs)""	31277	39884	63334	44904	33235	30385	31796	31602	18449	47970"
"340220	""Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...""	39299	26544	22411	25946	35116	35100	45254	45322	49079	47942"
"901819	""Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...""	38195	29601	38554	33307	27492	29620	36081	36147	36110	47890"
"853650	""Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers)""	42906	30611	31093	20554	17272	21869	29919	22185	19852	47882"
"903190	""Parts and accessories for instruments, appliances and machines for measuring and checking, ...""	16756	10198	20106	18958	25760	42583	56745	56959	52820	47763"
"310590	""Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...""	7082	5897	8026	6334	9883	17615	21000	25969	35147	47568"
"320890	""Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...""	37342	40144	38212	37025	43298	41170	42233	40891	39674	47280"
"040620	""Grated or powdered cheese, of all kinds""	25819	29528	35494	28907	29191	33425	38069	32905	33456	47262"
"750512	""Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)""	403	511	9810	12518	27605	52560	90217	84943	78148	47013"
"853521	""Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV""	55535	39362	31403	37120	40427	42319	42477	38794	45025	46728"
"854449	""Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.""	45691	35930	30007	26924	39104	52498	51938	40469	31888	46650"
"630790	""Made-up articles of textile materials, incl. dress patterns, n.e.s.""	13870	13622	11497	9264	11630	15248	14484	14663	21970	46470"
"210410	""Soups and broths and preparations therefor""	31396	31040	36141	30851	31887	34823	33881	29365	28768	46157"
"853890	""Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ...""	46602	44867	44412	34184	33596	45613	53446	49420	35713	45521"
"391710	""""Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""	50276	40127	52728	41539	45971	40855	50026	47152	48061	45309"
"490199	""Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...""	86286	86833	83439	72840	77579	115750	108040	99935	61978	45110"
"040900	""Natural honey""	25571	27124	27253	34877	31362	30978	32808	37654	42481	45000"
"848390	""Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...""	67949	51968	46022	42411	45855	48652	51763	45663	37898	44700"
"851830	""Headphones and earphones, whether or not combined with microphone, and sets consisting of a ...""	11254	11792	14561	18121	20555	28516	33337	38207	49340	44435"
"910111	""Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...""	35053	41952	45692	41238	41964	39346	35573	28923	36560	44344"
"870830	""Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of ...""	43863	38907	42260	32272	28870	33957	31278	36474	31150	44218"
"854442	""Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.""	26523	25848	26591	21947	25553	29230	29843	38711	34457	43616"
"280429	""Rare gases (excluding argon)""	3433	2534	1324	1218	2815	8340	1941	14341	39619	43515"
"847170	""Storage units for automatic data-processing machines""	52399	55415	77053	60359	63903	76396	63082	66562	55204	43303"
"843890	""Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.""	23315	23180	30252	22812	16154	19523	23956	25805	33287	43224"
"902000	""Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ...""	13230	13619	9562	10556	24869	41223	63047	69904	87760	43057"
"510121	""Shorn wool, degreased, non-carbonised, neither carded nor combed""	122581	109237	130967	81696	55271	65124	84948	51994	24140	42914"
"480431	""Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...""	80464	65489	58176	49099	46748	47859	50301	41570	37017	42797"
"841199	""Parts of gas turbines, n.e.s.""	31677	34757	41150	28901	36359	43007	29188	52380	42474	42494"
"330210	""Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...""	49113	47563	45414	38097	34999	40831	39718	37453	41018	42384"
"490110	""Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...""	27145	36207	42160	46127	61222	40802	25254	36444	27836	42035"
"841381	""Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...""	102009	80290	66892	52682	43601	58784	64717	46626	37195	42004"
"170199	""Cane or beet sugar and chemically pure sucrose, in solid form (excluding cane and beet sugar ...""	122226	95628	69750	55913	61726	73992	53127	51552	38468	42001"
"903289	""Regulating or controlling instruments and apparatus (excluding hydraulic or pneumatic, manostats, ...""	57093	56551	43653	33266	36694	46240	53183	43967	34012	41246"
"180631	""Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled""	65932	56458	61312	43463	47118	41794	43567	19584	28127	41157"
"480525	""""Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""	34143	28409	30668	27467	22818	22803	29278	31591	32784	41057"
"901850	""Ophthalmic instruments and appliances, n.e.s.""	31494	39559	44330	46149	40832	36926	37696	37773	31157	41004"
"380892	""Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...""	12225	12688	15591	19107	16781	31419	35115	34021	45691	40732"
"040299	""Milk and cream, concentrated and sweetened (excluding in solid forms)""	24923	22660	31340	22805	28213	38445	37268	34674	36901	40711"
"681189	""Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...""	171	313	286	95	491	489	241	187	9956	40557"
"830249	""Base metal mountings, fittings and similar articles (excluding locks with keys, clasps and ...""	14897	14801	12298	10561	12048	15842	21566	35012	41844	40363"
